,DOCU,RUN,NVDA,TWTR,ZM,HUBS,DECK,ADBE,NKE,LLY,TWLO,NOW,INTU,PYPL,ISRG,RNG,AAPL,SNPS,SNAP,MCO,SPGI,TMO,TSLA,EQIX,OKTA,VEEV,PAYX,EPAM,CARR,ICE,LB,GOOG,TROW,VFC,AXP,GOOGL,HPQ,AMGN,V,EL,TRU,VTR,WDAY,CRM,MMC,SYK,MA,ADSK,MRK,CCI,F,APH,SCI,KMB,BR,PFE,ADP,PLD,BMY,ORCL,CSCO,ABBV,TJX,WORK,ABT,AWK,BLK,GPS,BBY,TT,AMAT,MDT,VZ,SCHW,TMX,EA,T,BK,HCA,OMC,IPG,UNH,JNJ,CME,CTSH,MAS,LRCX,MAR,FBHS,AMP,FIS,STT,GIS,CB,AON,WDC,FISV,CI,AIG,STX,OGN,VSCO WI,BBWI WI,VSCO,ADI,GM,HD,TXN,NFLX,MCD,XOM,LOW,AVGO,BKNG,COST,AMT,ACN,INTC,WFC,MU,PG,DIS,MSFT,CVX,AMZN,NEE,TGT,DHR,ANTM,PM,PEP,RTX,JPM,CVS,UPS,FB,KO,MS,WMT,SBUX,C,IBM,BA,BRK.B,DUK,BAC,CAT,ATVI,GE,AMD,GS,SQ,LMT,HON,CMCSA,QCOM,FCX,TMUS,UNP,MMM,CHTR,MCHP,VRSK,INFO,BDX,XLNX,RSG,KEYS,RL,ECL,HRB,JCI,CL,CMI,ROL,SWK,WTRG,PHM,LBEUR,KD WI,SUM
11/01/2021,0.95,1.24,1.11,0.86,0.96,0.0,0.0,0.98,1.0,0.98,0.98,1.05,1.1,0.83,1.01,0.0,0.99,0.97,0.69,1.05,1.06,1.12,0.0,0.99,0.96,0.96,1.08,1.04,0.94,1.13,0.0,0.0,0.92,0.0,1.09,0.0,1.01,0.93,0.95,0.97,0.0,1.0,1.05,1.13,1.08,0.98,0.98,1.01,1.08,0.93,0.0,0.0,1.02,0.95,0.0,0.0,1.08,1.08,0.86,1.09,0.96,0.91,0.9,0.0,1.02,0.96,0.98,0.83,1.03,0.91,0.99,0.93,0.0,1.13,0.97,0.98,0.93,1.07,0.0,0.0,0.0,1.1,0.0,1.09,0.0,0.0,0.93,0.0,0.0,1.1,0.91,0.0,0.0,1.05,1.12,0.0,0.85,1.02,0.0,0.0,0.0,0.0,1.03,0.0,1.06,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.9,0.0,0.94,1.01,0.0,1.08,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,1.04,1.07,0.99,1.18,1.05,1.0,1.06,0.99,0.91,0.97,0.99,1.01,0.91,0.98,0.95,0.92,0.0,0.0,99.98999999999998
11/02/2021,0.93,1.27,1.12,0.84,0.96,0.0,0.0,0.97,1.0,0.98,0.8,1.07,1.09,0.82,1.02,0.0,1.01,0.99,0.72,1.07,1.06,1.12,0.0,1.01,0.93,0.95,1.08,1.06,0.95,1.14,0.0,0.0,0.97,0.0,1.06,0.0,1.03,0.92,0.92,0.96,0.0,1.0,1.05,1.13,1.07,0.97,0.96,1.03,1.14,0.94,0.0,0.0,1.09,0.95,0.0,0.0,1.07,1.09,0.86,1.08,0.96,0.91,0.9,0.0,1.01,0.97,0.99,0.86,1.04,0.92,1.01,0.91,0.0,1.13,0.96,0.97,0.93,1.08,0.0,0.0,0.0,1.1,0.0,1.09,0.0,0.0,0.94,0.0,0.0,1.12,0.88,0.0,0.0,1.07,1.12,0.0,0.84,1.02,0.0,0.0,0.0,0.0,1.03,0.0,1.06,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.89,0.0,0.95,1.0,0.0,1.08,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.04,1.08,0.95,1.17,1.05,1.0,1.08,0.98,0.91,0.99,0.99,1.03,0.9,0.96,0.96,0.91,0.0,0.0,100.04999999999998
11/03/2021,0.94,1.31,1.14,0.83,0.95,0.0,0.0,0.98,1.02,0.99,0.82,1.09,1.11,0.81,1.03,0.0,0.99,1.0,0.69,1.06,1.07,1.14,0.0,0.99,0.94,0.96,1.08,1.06,0.91,1.16,0.0,0.0,0.97,0.0,1.05,0.0,1.02,0.92,0.92,0.95,0.0,0.96,1.06,1.13,1.06,0.96,0.97,1.02,1.15,0.93,0.0,0.0,1.09,0.94,0.0,0.0,1.07,1.08,0.87,1.08,0.95,0.95,0.9,0.0,1.02,0.96,1.0,0.85,1.05,0.91,1.01,0.9,0.0,1.13,0.97,0.97,0.92,1.07,0.0,0.0,0.0,1.11,0.0,1.09,0.0,0.0,0.93,0.0,0.0,1.11,0.87,0.0,0.0,1.06,1.12,0.0,0.84,1.01,0.0,0.0,0.0,0.0,1.03,0.0,1.06,0.0,0.0,0.98,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.91,0.0,0.94,1.0,0.0,1.1,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.04,1.09,0.95,1.16,1.09,1.0,1.1,0.99,0.9,0.98,0.98,1.02,0.91,0.93,0.95,0.89,0.0,0.0,100.00999999999998
11/04/2021,0.94,1.31,1.14,0.83,0.95,0.0,0.0,0.98,1.02,0.99,0.82,1.09,1.11,0.81,1.03,0.0,0.99,1.0,0.69,1.06,1.07,1.14,0.0,0.99,0.94,0.96,1.08,1.06,0.91,1.16,0.0,0.0,0.97,0.0,1.05,0.0,1.02,0.92,0.92,0.95,0.0,0.96,1.06,1.13,1.06,0.96,0.97,1.02,1.15,0.93,0.0,0.0,1.09,0.94,0.0,0.0,1.07,1.08,0.87,1.08,0.95,0.95,0.9,0.0,1.02,0.96,1.0,0.85,1.05,0.91,1.01,0.9,0.0,1.13,0.97,0.97,0.92,1.07,0.0,0.0,0.0,1.11,0.0,1.09,0.0,0.0,0.93,0.0,0.0,1.11,0.87,0.0,0.0,1.06,1.12,0.0,0.84,1.01,0.0,0.0,0.0,0.0,1.03,0.0,1.06,0.0,0.0,0.98,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.91,0.0,0.94,1.0,0.0,1.1,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.04,1.09,0.95,1.16,1.09,1.0,1.1,0.99,0.9,0.98,0.98,1.02,0.91,0.93,0.95,0.89,0.0,0.0,100.00999999999998
11/05/2021,0.94,1.31,1.14,0.83,0.95,0.0,0.0,0.98,1.02,0.99,0.82,1.09,1.11,0.81,1.03,0.0,0.99,1.0,0.69,1.06,1.07,1.14,0.0,0.99,0.94,0.96,1.08,1.06,0.91,1.16,0.0,0.0,0.97,0.0,1.05,0.0,1.02,0.92,0.92,0.95,0.0,0.96,1.06,1.13,1.06,0.96,0.97,1.02,1.15,0.93,0.0,0.0,1.09,0.94,0.0,0.0,1.07,1.08,0.87,1.08,0.95,0.95,0.9,0.0,1.02,0.96,1.0,0.85,1.05,0.91,1.01,0.9,0.0,1.13,0.97,0.97,0.92,1.07,0.0,0.0,0.0,1.11,0.0,1.09,0.0,0.0,0.93,0.0,0.0,1.11,0.87,0.0,0.0,1.06,1.12,0.0,0.84,1.01,0.0,0.0,0.0,0.0,1.03,0.0,1.06,0.0,0.0,0.98,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.91,0.0,0.94,1.0,0.0,1.1,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.04,1.09,0.95,1.16,1.09,1.0,1.1,0.99,0.9,0.98,0.98,1.02,0.91,0.93,0.95,0.89,0.0,0.0,100.00999999999998
11/08/2021,0.95,1.3,1.17,0.83,0.96,0.0,0.0,0.96,1.01,0.99,0.84,1.06,1.09,0.79,1.02,0.0,0.98,1.0,0.68,1.02,1.03,1.14,0.0,0.99,0.96,0.95,1.07,1.06,0.91,1.16,0.0,0.0,0.96,0.0,1.04,0.0,1.04,0.94,0.91,0.99,0.0,0.97,1.06,1.14,1.04,0.98,0.94,1.01,1.16,0.93,0.0,0.0,1.09,0.95,0.0,0.0,1.07,1.09,0.87,1.07,0.97,0.96,0.92,0.0,1.0,0.97,1.0,0.87,1.06,0.92,1.04,0.9,0.0,1.12,0.97,0.96,0.91,1.08,0.0,0.0,0.0,1.08,0.0,1.09,0.0,0.0,0.94,0.0,0.0,1.12,0.85,0.0,0.0,1.03,1.06,0.0,0.84,1.01,0.0,0.0,0.0,0.0,1.06,0.0,1.09,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.92,0.0,0.95,1.01,0.0,1.1,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.03,1.05,0.96,1.21,1.08,1.03,1.0,1.0,0.88,0.99,0.97,1.02,0.9,0.94,0.95,0.88,0.0,0.0,100.02
11/09/2021,0.94,1.28,1.31,0.82,0.96,0.0,0.0,1.0,1.05,1.03,0.86,1.07,1.08,0.78,1.02,0.0,0.98,1.01,0.67,1.0,1.02,1.13,0.0,0.93,0.95,0.95,1.06,1.11,0.9,1.12,0.0,0.0,0.96,0.0,1.02,0.0,1.04,0.94,0.9,0.98,0.0,0.93,1.05,1.14,1.01,0.96,0.95,1.01,1.17,0.91,0.0,0.0,1.07,0.94,0.0,0.0,1.06,1.08,0.87,1.05,0.95,0.95,0.94,0.0,1.0,0.91,0.99,0.9,1.09,0.9,1.09,0.89,0.0,1.1,0.98,0.96,0.89,1.05,0.0,0.0,0.0,1.08,0.0,1.07,0.0,0.0,0.97,0.0,0.0,1.1,0.86,0.0,0.0,1.02,0.99,0.0,0.85,0.99,0.0,0.0,0.0,0.0,1.11,0.0,1.09,0.0,0.0,0.98,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.91,0.0,0.96,1.0,0.0,1.09,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.06,1.04,0.95,1.25,1.06,1.02,1.05,0.99,0.94,0.97,0.97,0.98,0.92,0.94,0.93,0.9,0.0,0.04,99.97
11/10/2021,0.94,1.28,1.31,0.82,0.96,0.0,0.0,1.0,1.05,1.03,0.86,1.07,1.08,0.78,1.02,0.0,0.98,1.01,0.67,1.0,1.02,1.13,0.0,0.93,0.95,0.95,1.06,1.11,0.9,1.12,0.0,0.0,0.96,0.0,1.02,0.0,1.04,0.94,0.9,0.98,0.0,0.93,1.05,1.14,1.01,0.96,0.95,1.01,1.17,0.91,0.0,0.0,1.07,0.94,0.0,0.0,1.06,1.08,0.87,1.05,0.95,0.95,0.94,0.0,1.0,0.91,0.99,0.9,1.09,0.9,1.09,0.89,0.0,1.1,0.98,0.96,0.89,1.05,0.0,0.0,0.0,1.08,0.0,1.07,0.0,0.0,0.97,0.0,0.0,1.1,0.86,0.0,0.0,1.02,0.99,0.0,0.85,0.99,0.0,0.0,0.0,0.0,1.11,0.0,1.09,0.0,0.0,0.98,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.91,0.0,0.96,1.0,0.0,1.09,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.06,1.04,0.95,1.25,1.06,1.02,1.05,0.99,0.94,0.97,0.97,0.98,0.92,0.94,0.93,0.9,0.0,0.04,99.97
11/11/2021,0.89,1.25,1.31,0.81,0.9,0.0,0.0,0.98,1.06,1.01,0.85,1.06,1.07,0.77,1.02,0.0,0.98,1.01,0.69,1.0,1.02,1.09,0.0,0.91,0.95,0.94,1.07,1.09,0.9,1.12,0.0,0.0,0.97,0.0,1.05,0.0,1.06,0.93,0.93,1.01,0.0,0.95,1.04,1.14,1.01,0.98,0.99,1.03,1.05,0.91,0.0,0.0,1.04,0.94,0.0,0.0,1.08,1.07,0.87,1.05,0.95,0.95,0.96,0.0,0.97,0.92,0.99,0.92,1.09,0.92,1.11,0.91,0.0,1.09,0.96,0.94,0.9,1.05,0.0,0.0,0.0,1.08,0.0,1.08,0.0,0.0,0.99,0.0,0.0,1.1,0.87,0.0,0.0,1.03,0.99,0.0,0.84,0.99,0.0,0.0,0.0,0.0,1.1,0.0,1.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.93,0.0,0.97,1.01,0.0,1.09,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.05,1.03,0.95,1.26,1.05,1.01,1.08,1.01,0.97,0.98,0.98,0.99,0.91,0.94,0.94,0.92,0.0,0.03,100.02
11/12/2021,0.9,1.29,1.35,0.82,0.88,0.0,0.0,0.98,1.02,0.99,0.86,1.05,1.06,0.78,1.02,0.0,0.97,1.01,0.71,1.0,1.02,1.1,0.0,0.91,0.96,0.95,1.05,1.11,0.91,1.11,0.0,0.0,0.97,0.0,1.06,0.0,1.04,0.92,0.94,1.01,0.0,0.92,1.05,1.14,1.02,0.97,0.99,1.04,1.06,0.9,0.0,0.0,1.03,0.94,0.0,0.0,1.06,1.08,0.87,1.04,0.94,0.94,0.94,0.0,0.98,0.91,1.0,0.9,1.09,0.92,1.11,0.9,0.0,1.1,0.95,0.93,0.89,1.05,0.0,0.0,0.0,1.09,0.0,1.07,0.0,0.0,0.98,0.0,0.0,1.1,0.88,0.0,0.0,1.02,1.01,0.0,0.83,1.01,0.0,0.0,0.0,0.0,1.09,0.0,1.11,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.93,0.0,0.99,1.0,0.0,1.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.04,1.03,0.95,1.31,1.05,1.02,1.09,1.0,0.94,0.97,0.98,0.99,0.9,0.94,0.94,0.91,0.0,0.03,100.04
11/15/2021,0.85,1.21,1.3,0.8,0.86,0.0,0.0,0.96,1.01,1.01,0.82,1.03,1.05,0.7,1.01,0.0,0.96,1.0,0.69,1.01,1.01,1.12,0.0,0.91,0.97,0.93,1.06,1.05,0.94,1.11,0.0,0.0,0.94,0.0,1.08,0.0,1.05,0.93,0.93,1.0,0.0,0.97,1.05,1.12,1.04,0.97,1.02,1.02,1.09,0.91,0.0,0.0,1.05,0.97,0.0,0.0,1.08,1.09,0.88,1.04,0.97,0.95,0.94,0.0,1.0,0.93,1.0,0.91,1.11,0.94,1.1,0.91,0.0,1.09,0.97,0.95,0.9,1.06,0.0,0.0,0.0,1.09,0.0,1.08,0.0,0.0,0.99,0.0,0.0,1.1,0.91,0.0,0.0,1.04,1.03,0.0,0.84,1.02,0.0,0.0,0.0,0.0,1.09,0.0,1.1,0.0,0.0,0.97,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.93,0.0,0.98,1.02,0.0,1.08,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.05,1.02,0.96,1.26,1.07,1.01,1.07,1.02,0.96,1.01,1.0,1.0,0.91,0.96,0.94,0.93,0.0,0.03,100.03
11/16/2021,0.85,1.29,1.34,0.79,0.84,0.0,0.0,0.95,1.0,1.0,0.82,1.04,1.05,0.69,0.98,0.0,0.96,1.01,0.69,1.0,1.0,1.12,0.0,0.9,0.95,0.93,1.06,1.04,0.93,1.1,0.0,0.0,0.94,0.0,1.08,0.0,1.05,0.92,0.9,1.0,0.0,0.97,1.06,1.12,1.03,0.94,1.01,1.03,1.08,0.91,0.0,0.0,1.05,0.96,0.0,0.0,1.08,1.09,0.87,1.04,0.95,0.95,0.92,0.0,0.99,0.92,1.01,0.92,1.12,0.94,1.12,0.88,0.0,1.1,0.96,0.98,0.89,1.07,0.0,0.0,0.0,1.08,0.0,1.09,0.0,0.0,1.0,0.0,0.0,1.1,0.92,0.0,0.0,1.03,1.03,0.0,0.84,1.01,0.0,0.0,0.0,0.0,1.1,0.0,1.11,0.0,0.0,0.97,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.92,0.0,1.0,1.01,0.0,1.08,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.04,1.01,0.96,1.32,1.06,1.02,1.06,1.02,0.94,1.0,0.99,0.99,0.9,0.97,0.93,0.93,0.0,0.03,99.95
11/17/2021,0.85,1.29,1.34,0.79,0.84,0.0,0.0,0.95,1.0,1.0,0.82,1.04,1.05,0.69,0.98,0.0,0.96,1.01,0.69,1.0,1.0,1.12,0.0,0.9,0.95,0.93,1.06,1.04,0.93,1.1,0.0,0.0,0.94,0.0,1.08,0.0,1.05,0.92,0.9,1.0,0.0,0.97,1.06,1.12,1.03,0.94,1.01,1.03,1.08,0.91,0.0,0.0,1.05,0.96,0.0,0.0,1.08,1.09,0.87,1.04,0.95,0.95,0.92,0.0,0.99,0.92,1.01,0.92,1.12,0.94,1.12,0.88,0.0,1.1,0.96,0.98,0.89,1.07,0.0,0.0,0.0,1.08,0.0,1.09,0.0,0.0,1.0,0.0,0.0,1.1,0.92,0.0,0.0,1.03,1.03,0.0,0.84,1.01,0.0,0.0,0.0,0.0,1.1,0.0,1.11,0.0,0.0,0.97,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.92,0.0,1.0,1.01,0.0,1.08,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.04,1.01,0.96,1.32,1.06,1.02,1.06,1.02,0.94,1.0,0.99,0.99,0.9,0.97,0.93,0.93,0.0,0.03,99.95
