,DOCU,RUN,NVDA,TWTR,ZM,HUBS,DECK,ADBE,NKE,LLY,TWLO,NOW,INTU,PYPL,ISRG,RNG,AAPL,SNPS,SNAP,MCO,SPGI,TMO,TSLA,EQIX,OKTA,VEEV,PAYX,EPAM,CARR,ICE,LB,GOOG,TROW,VFC,AXP,GOOGL,HPQ,AMGN,V,EL,TRU,VTR,WDAY,CRM,MMC,SYK,MA,ADSK,MRK,CCI,F,APH,SCI,KMB,BR,PFE,ADP,PLD,BMY,ORCL,CSCO,ABBV,TJX,WORK,ABT,AWK,BLK,GPS,BBY,TT,AMAT,MDT,VZ,SCHW,TMX,EA,T,BK,HCA,OMC,IPG,UNH,JNJ,CME,CTSH,MAS,LRCX,MAR,FBHS,AMP,FIS,STT,GIS,CB,AON,WDC,FISV,CI,AIG,STX,OGN,VSCO WI,BBWI WI,VSCO,ADI,GM,HD,TXN,NFLX,MCD,XOM,LOW,AVGO,BKNG,COST,AMT,ACN,INTC,WFC,MU,PG,DIS,MSFT,CVX,AMZN,NEE,TGT,DHR,ANTM,PM,PEP,RTX,JPM,CVS,UPS,FB,KO,MS,WMT,SBUX,C,IBM,BA,BRK.B,DUK,BAC,CAT,ATVI,GE,AMD,GS,SQ,LMT,HON,CMCSA,QCOM,FCX,TMUS,UNP,MMM,CHTR,MCHP,VRSK,INFO,BDX,XLNX,RSG,KEYS,RL,ECL,HRB,JCI,CL,CMI,ROL,SWK,WTRG,PHM,LBEUR,KD WI,SUM
09/10/2021,1.35,0.95,1.3,1.04,0.84,1.27,1.14,1.22,1.11,1.19,1.0,1.3,1.19,1.05,1.19,0.86,1.17,1.23,1.15,1.06,1.1,1.13,1.13,1.11,1.11,0.99,1.03,1.23,1.14,0.98,0.0,1.13,1.05,0.84,0.93,1.14,0.91,0.87,0.93,1.03,1.07,0.94,1.12,1.48,1.06,1.02,0.89,0.94,0.93,0.96,0.83,1.05,1.1,1.0,0.99,1.13,0.96,1.09,0.93,1.05,1.04,0.9,0.96,0.0,1.03,1.11,0.98,0.69,0.89,0.97,0.92,0.99,0.91,0.91,0.81,0.95,0.87,0.95,1.1,0.82,1.02,0.95,0.95,0.82,0.99,0.91,0.85,0.87,0.86,0.97,0.78,0.96,0.84,1.0,1.05,0.74,0.93,0.77,0.96,0.85,0.04,0.0,0.87,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/13/2021,1.31,0.94,1.29,1.0,0.82,1.26,1.12,1.23,1.1,1.19,0.98,1.29,1.21,1.03,1.19,0.84,1.16,1.24,1.12,1.06,1.11,1.14,1.13,1.12,1.11,0.99,1.04,1.23,1.15,0.99,0.0,1.13,1.06,0.83,0.93,1.14,0.9,0.87,0.94,1.03,1.09,0.95,1.11,1.46,1.07,1.03,0.91,0.95,0.93,0.97,0.84,1.05,1.12,1.01,1.01,1.12,0.98,1.1,0.92,1.06,1.04,0.91,0.97,0.0,1.03,1.14,0.98,0.67,0.89,0.97,0.9,1.0,0.91,0.91,0.85,0.94,0.88,0.95,1.11,0.82,1.03,0.94,0.95,0.82,1.0,0.9,0.84,0.87,0.86,0.97,0.81,0.94,0.88,1.0,1.06,0.72,0.95,0.76,0.96,0.82,0.04,0.0,0.86,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
09/14/2021,1.31,0.94,1.28,1.01,0.83,1.26,1.14,1.23,1.12,1.13,0.99,1.29,1.22,1.04,1.19,0.83,1.16,1.23,1.13,1.07,1.11,1.14,1.13,1.08,1.12,0.99,1.03,1.23,1.16,0.99,0.0,1.13,1.07,0.85,0.93,1.14,0.91,0.85,0.94,1.03,1.09,0.95,1.11,1.46,1.09,1.02,0.91,0.94,0.91,0.95,0.82,1.05,1.11,0.99,1.01,1.12,0.97,1.07,0.91,1.07,1.04,0.89,0.96,0.0,1.03,1.13,0.98,0.68,0.9,0.96,0.92,0.99,0.9,0.92,0.85,0.93,0.87,0.95,1.13,0.82,1.03,0.94,0.93,0.82,1.0,0.92,0.86,0.89,0.86,0.97,0.79,0.95,0.87,1.0,1.08,0.73,0.94,0.77,0.96,0.85,0.04,0.0,0.87,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/15/2021,1.31,0.94,1.28,1.01,0.83,1.26,1.14,1.23,1.12,1.13,0.99,1.29,1.22,1.04,1.19,0.83,1.16,1.23,1.13,1.07,1.11,1.14,1.13,1.08,1.12,0.99,1.03,1.23,1.16,0.99,0.0,1.13,1.07,0.85,0.93,1.14,0.91,0.85,0.94,1.03,1.09,0.95,1.11,1.46,1.09,1.02,0.91,0.94,0.91,0.95,0.82,1.05,1.11,0.99,1.01,1.12,0.97,1.07,0.91,1.07,1.04,0.89,0.96,0.0,1.03,1.13,0.98,0.68,0.9,0.96,0.92,0.99,0.9,0.92,0.85,0.93,0.87,0.95,1.13,0.82,1.03,0.94,0.93,0.82,1.0,0.92,0.86,0.89,0.86,0.97,0.79,0.95,0.87,1.0,1.08,0.73,0.94,0.77,0.96,0.85,0.04,0.0,0.87,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/16/2021,1.3,0.95,1.31,1.0,0.86,1.25,1.17,1.24,1.14,1.13,0.97,1.3,1.23,1.04,1.14,0.79,1.13,1.24,1.14,1.08,1.12,1.15,1.12,1.08,1.08,0.98,1.03,1.25,1.16,1.0,0.0,1.12,1.07,0.84,0.94,1.13,0.91,0.85,0.94,1.04,1.09,0.96,1.11,1.45,1.1,1.02,0.91,0.94,0.92,0.94,0.83,1.06,1.11,0.99,1.01,1.11,0.97,1.07,0.91,1.08,1.04,0.89,0.96,0.0,1.04,1.13,0.99,0.67,0.9,0.97,0.94,0.98,0.91,0.92,0.87,0.96,0.87,0.94,1.13,0.82,1.02,0.92,0.93,0.81,1.01,0.93,0.87,0.89,0.87,0.97,0.78,0.95,0.88,1.0,1.08,0.72,0.91,0.74,0.97,0.82,0.04,0.0,0.86,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/17/2021,1.28,0.97,1.29,0.97,0.82,1.25,1.18,1.21,1.11,1.13,0.95,1.28,1.21,1.02,1.15,0.8,1.14,1.24,1.09,1.07,1.12,1.13,1.13,1.08,1.06,0.97,1.03,1.23,1.15,1.0,0.0,1.14,1.07,0.85,0.96,1.14,0.92,0.86,0.94,1.03,1.07,0.99,1.11,1.44,1.09,1.01,0.91,0.93,0.91,0.95,0.85,1.07,1.11,1.0,1.01,1.09,0.97,1.07,0.91,1.07,1.04,0.9,0.96,0.0,1.03,1.12,0.99,0.69,0.91,0.96,0.96,0.97,0.92,0.92,0.84,0.96,0.89,0.95,1.14,0.83,1.04,0.95,0.93,0.81,1.01,0.94,0.89,0.92,0.89,0.98,0.79,0.96,0.88,1.02,1.09,0.73,0.91,0.76,0.98,0.82,0.04,0.0,0.87,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,1.29,0.91,1.3,1.01,0.79,1.27,1.23,1.24,1.1,1.11,0.97,1.3,1.24,1.03,1.17,0.79,1.13,1.25,1.12,1.07,1.13,1.13,1.15,1.08,1.08,0.97,1.03,1.24,1.15,1.0,0.0,1.16,1.06,0.82,0.95,1.17,0.91,0.87,0.93,1.01,1.04,0.97,1.12,1.45,1.09,1.03,0.9,0.95,0.91,0.94,0.86,1.07,1.1,0.99,1.01,1.09,0.97,1.07,0.89,1.06,1.03,0.9,0.97,0.0,1.03,1.12,0.98,0.67,0.88,0.95,0.97,0.99,0.91,0.91,0.82,0.91,0.89,0.95,1.13,0.84,1.06,0.96,0.93,0.81,1.01,0.92,0.89,0.95,0.87,0.99,0.79,0.96,0.88,1.02,1.09,0.73,0.89,0.75,0.97,0.83,0.04,0.0,0.88,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/21/2021,0.95,0.0,1.01,0.0,0.0,0.0,0.0,1.02,0.97,0.91,0.98,1.04,1.03,1.0,0.0,0.0,1.0,0.0,0.97,0.0,1.04,1.03,1.05,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.0,1.01,0.0,0.98,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.02,0.95,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.96,1.0,0.93,0.99,0.99,0.91,0.0,0.0,1.02,0.0,0.96,0.0,0.0,0.0,1.08,1.0,1.01,0.99,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.02,0.97,0.0,0.0,0.0,1.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.07,1.05,1.05,1.05,1.04,1.04,1.04,1.04,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.02,1.02,1.02,1.02,1.02,1.01,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/22/2021,0.95,0.0,1.01,0.0,0.0,0.0,0.0,1.02,0.97,0.91,0.98,1.04,1.03,1.0,0.0,0.0,1.0,0.0,0.97,0.0,1.04,1.03,1.05,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.0,1.01,0.0,0.98,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.02,0.95,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.96,1.0,0.93,0.99,0.99,0.91,0.0,0.0,1.02,0.0,0.96,0.0,0.0,0.0,1.08,1.0,1.01,0.99,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.02,0.97,0.0,0.0,0.0,1.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.07,1.05,1.05,1.05,1.04,1.04,1.04,1.04,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.02,1.02,1.02,1.02,1.02,1.01,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/23/2021,0.95,0.0,1.01,0.0,0.0,0.0,0.0,1.02,0.97,0.91,0.98,1.04,1.03,1.0,0.0,0.0,1.0,0.0,0.97,0.0,1.04,1.03,1.05,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.0,1.01,0.0,0.98,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.02,0.95,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.96,1.0,0.93,0.99,0.99,0.91,0.0,0.0,1.02,0.0,0.96,0.0,0.0,0.0,1.08,1.0,1.01,0.99,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.02,0.97,0.0,0.0,0.0,1.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.07,1.05,1.05,1.05,1.04,1.04,1.04,1.04,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.02,1.02,1.02,1.02,1.02,1.01,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/24/2021,0.95,0.0,0.98,0.0,0.0,0.0,0.0,1.0,0.97,0.93,0.98,1.05,1.02,0.97,0.0,0.0,0.98,0.0,0.98,0.0,1.04,1.11,1.03,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.01,1.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.02,0.95,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,1.0,0.94,1.0,0.98,0.92,0.0,0.0,1.03,0.0,0.94,0.0,0.0,0.0,1.04,1.0,1.03,0.98,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.03,0.98,0.0,0.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.05,1.06,1.05,1.05,1.05,1.02,1.05,1.03,1.05,1.03,1.04,1.03,1.02,1.04,1.02,1.04,1.02,1.01,1.02,1.0,1.01,1.02,1.04,1.04,1.02,1.02,1.02,0.99,1.02,1.01,0.97,1.0,0.98,1.0,0.99,0.97,0.99,0.99,1.0,0.99,0.97,0.94,0.96,0.98,0.95,0.95,0.97,0.98,0.97,0.97,0.94,0.89,0.95,0.95,0.96,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/27/2021,0.94,1.03,1.02,1.05,0.97,0.0,0.0,0.97,0.99,0.92,1.0,1.05,1.04,0.99,1.01,0.0,0.99,0.99,1.06,1.01,1.04,1.12,0.0,1.02,0.99,0.92,0.98,1.01,0.95,1.01,0.0,0.0,0.97,0.0,1.06,0.0,0.96,0.97,1.02,0.96,0.0,1.03,1.01,1.07,1.03,1.02,1.04,0.96,0.98,0.97,0.0,0.0,1.0,0.99,0.0,0.0,0.98,0.97,0.92,1.02,0.98,0.91,0.99,0.0,1.01,0.99,0.95,0.92,0.93,0.96,1.06,1.0,0.0,1.04,1.08,0.9,1.01,0.95,0.0,0.0,0.0,1.0,0.0,0.98,0.0,0.0,1.03,0.0,0.0,1.0,0.97,0.0,0.0,0.98,1.06,0.0,0.95,0.97,0.0,0.0,0.0,0.0,1.02,0.0,1.11,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.03,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.06,1.05,1.03,1.02,1.02,1.02,1.02,1.01,1.01,1.01,1.0,0.99,0.98,0.97,0.97,0.9,0.0,0.0,100.02000000000002
09/28/2021,0.94,1.03,1.02,1.05,0.97,0.0,0.0,0.97,0.99,0.92,1.0,1.05,1.04,0.99,1.01,0.0,0.99,0.99,1.06,1.01,1.04,1.12,0.0,1.02,0.99,0.92,0.98,1.01,0.95,1.01,0.0,0.0,0.97,0.0,1.06,0.0,0.96,0.97,1.02,0.96,0.0,1.03,1.01,1.07,1.03,1.02,1.04,0.96,0.98,0.97,0.0,0.0,1.0,0.99,0.0,0.0,0.98,0.97,0.92,1.02,0.98,0.91,0.99,0.0,1.01,0.99,0.95,0.92,0.93,0.96,1.06,1.0,0.0,1.04,1.08,0.9,1.01,0.95,0.0,0.0,0.0,1.0,0.0,0.98,0.0,0.0,1.03,0.0,0.0,1.0,0.97,0.0,0.0,0.98,1.06,0.0,0.95,0.97,0.0,0.0,0.0,0.0,1.02,0.0,1.11,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.03,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.06,1.05,1.03,1.02,1.02,1.02,1.02,1.01,1.01,1.01,1.0,0.99,0.98,0.97,0.97,0.9,0.0,0.0,100.02000000000002
09/29/2021,0.94,1.03,1.02,1.05,0.97,0.0,0.0,0.97,0.99,0.92,1.0,1.05,1.04,0.99,1.01,0.0,0.99,0.99,1.06,1.01,1.04,1.12,0.0,1.02,0.99,0.92,0.98,1.01,0.95,1.01,0.0,0.0,0.97,0.0,1.06,0.0,0.96,0.97,1.02,0.96,0.0,1.03,1.01,1.07,1.03,1.02,1.04,0.96,0.98,0.97,0.0,0.0,1.0,0.99,0.0,0.0,0.98,0.97,0.92,1.02,0.98,0.91,0.99,0.0,1.01,0.99,0.95,0.92,0.93,0.96,1.06,1.0,0.0,1.04,1.08,0.9,1.01,0.95,0.0,0.0,0.0,1.0,0.0,0.98,0.0,0.0,1.03,0.0,0.0,1.0,0.97,0.0,0.0,0.98,1.06,0.0,0.95,0.97,0.0,0.0,0.0,0.0,1.02,0.0,1.11,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.03,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.06,1.05,1.03,1.02,1.02,1.02,1.02,1.01,1.01,1.01,1.0,0.99,0.98,0.97,0.97,0.9,0.0,0.0,100.02000000000002
09/30/2021,0.94,0.99,1.01,1.06,0.96,0.0,0.0,0.96,0.93,0.91,0.98,1.06,1.04,0.98,1.01,0.0,0.99,0.99,1.11,1.01,1.04,1.12,0.0,1.01,0.98,0.92,0.98,1.01,0.94,1.02,0.0,0.0,0.96,0.0,1.08,0.0,0.96,0.97,1.03,0.96,0.0,1.01,1.0,1.1,1.03,1.02,1.05,0.97,0.98,0.95,0.0,0.0,1.0,0.98,0.0,0.0,0.99,0.97,0.92,1.03,0.98,0.9,1.0,0.0,1.0,0.99,0.94,0.91,0.92,0.94,1.07,0.99,0.0,1.06,1.09,0.91,1.01,0.95,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.03,0.0,0.0,1.01,0.97,0.0,0.0,0.98,1.06,0.0,0.95,0.98,0.0,0.0,0.0,0.0,1.02,0.0,1.12,0.0,0.0,1.07,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.03,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.05,1.05,1.03,1.03,1.03,1.01,1.02,1.01,1.02,1.0,1.0,0.98,0.98,0.98,0.97,0.9,0.0,0.0,99.97000000000004
10/01/2021,1.39,1.12,1.13,1.13,1.07,1.11,1.15,1.16,1.16,1.15,1.05,1.17,1.14,1.0,1.1,0.96,1.1,1.07,1.13,1.06,1.06,1.08,1.03,1.04,1.05,1.07,1.06,1.1,1.13,1.0,0.0,1.05,1.0,0.95,1.0,1.07,0.93,0.96,1.02,1.03,1.06,1.01,0.96,1.36,1.0,1.0,1.01,1.06,0.95,0.96,0.9,1.01,1.11,0.98,1.02,1.04,1.01,1.02,0.97,1.04,0.99,0.97,0.96,0.0,0.98,1.03,0.93,0.81,0.9,1.03,0.95,0.98,0.93,0.87,1.0,0.95,0.9,0.93,1.09,0.83,0.99,0.94,0.96,0.91,0.97,0.93,0.92,0.96,0.88,0.93,0.93,0.94,0.88,0.93,0.96,0.81,0.94,0.83,0.84,0.86,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,99.91
10/04/2021,0.91,0.99,0.96,0.98,0.93,0.0,0.0,0.91,0.93,0.94,0.92,1.01,1.01,0.94,0.99,0.0,0.99,0.96,0.99,0.99,1.01,1.1,0.0,1.0,0.93,0.9,0.99,0.95,0.96,1.03,0.0,0.0,0.95,0.0,1.08,0.0,0.96,1.0,1.04,0.95,0.0,1.06,0.96,1.07,1.03,1.02,1.07,0.98,1.03,0.95,0.0,0.0,1.02,1.03,0.0,0.0,1.0,0.99,0.95,1.07,0.99,0.95,1.01,0.0,0.99,0.98,0.95,0.97,0.99,0.93,1.0,1.0,0.0,1.09,1.07,1.0,1.05,1.0,0.0,0.0,0.0,1.01,0.0,1.02,0.0,0.0,0.98,0.0,0.0,1.04,1.01,0.0,0.0,1.01,1.07,0.0,0.99,1.01,0.0,0.0,0.0,0.0,1.05,0.0,1.09,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.04,0.0,1.02,1.05,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.05,1.02,1.05,1.0,1.04,0.98,1.06,0.99,1.03,0.99,1.04,1.03,0.97,0.99,0.99,0.93,0.0,0.0,100.04
10/05/2021,0.92,1.06,0.98,0.99,0.96,0.0,0.0,0.92,0.94,0.95,0.95,1.03,1.01,0.96,1.0,0.0,0.99,0.96,1.03,0.99,1.02,1.09,0.0,0.99,0.96,0.92,1.04,0.96,0.95,1.02,0.0,0.0,0.93,0.0,1.07,0.0,0.98,1.0,1.03,0.94,0.0,1.05,0.97,1.09,1.02,1.01,1.07,0.98,1.04,0.95,0.0,0.0,1.02,1.02,0.0,0.0,1.02,0.99,0.94,1.04,0.98,0.95,0.96,0.0,0.99,0.99,0.94,0.9,0.96,0.92,1.01,1.0,0.0,1.06,1.06,1.04,1.05,1.0,0.0,0.0,0.0,1.0,0.0,1.02,0.0,0.0,1.0,0.0,0.0,1.03,1.01,0.0,0.0,1.0,1.06,0.0,0.98,1.0,0.0,0.0,0.0,0.0,0.99,0.0,1.09,0.0,0.0,1.07,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.05,0.0,1.02,1.04,0.0,0.99,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.05,1.03,1.04,1.03,1.03,0.97,1.02,0.98,1.04,0.97,1.03,1.01,0.96,0.96,0.99,0.91,0.0,0.0,100.03
