,MSFT,AAPL,JNJ,VZ,PG,PFE,JPM,HD,MRK,CSCO,AVGO,PEP,INTC,BAC,UNH,CMCSA,BMY,AMGN,MCD,TXN,C,ABT,MMM,MDT,NEE,QCOM,UPS,WMT,RTX,DUK,UNP,LLY,LMT,HON,ACN,BLK,ORCL,TFC,V,SBUX,LIN,USB,MS,CAT,PNC,LOW,MDLZ,NKE,GS,KMB,ADP,MA,CL,AEP,COST,EXC,TGT,CB,SRE,MET,APD,ITW,ETN,CME,EMR,AXP,ANTM,GD,SCHW,TROW,ADI,PEG,EIX,ED,ALL,FIS,BDX,BK,MMC,NOC,XEL,WM,SYK,CSX,LHX,TRV,WEC,ES,ICE,SPGI,AFL,IFF,IP,XTSLA,CMI,LRCX,ETR,ADM,INTU,GLW,STT,APH,DTE,TEL,VFC,FAST,BBY,DHR,YUM,OMC,NTRS,TT,HPE,CLX,K,CAH,KLAC,KR,RF,AEE,SHW,CMS,TSN,AMP,STZ,DFS,ROK,EL,ZTS,MSI,ECL,GPC,HIG,EVRG,HSY,BAX,PPG,SYF,SWK,AON,AWK,PCAR,DG,MCO,NUE,OTIS,AES,NTAP,XLNX,MCHP,SJM,RSG,SWKS,LNT,FNF,AJG,HUM,CINF,PNW,ATVI,WU,HAS,DGX,MKC,NI,EMN,USD,WHR,ATO,MSCI,BR,HRL,LNC,GWW,CTAS,DOV,CE,RMD,RE,CDW,MAS,SNA,ROP,TSCO,CHD,ABC,CHRW,ALLY,UGI,DHI,MCK,A,NDAQ,WTRG,HUBB,VMC,STLD,RJF,SON,ALB,BAH,FAF,SNV,WSM,RPM,LEG,600340.SS,XYL,EXPD,ZION,DPZ,AVY,RHI,n/a,RGA,DTM,PB,HII,CFR,KO,COP,NSC,SYY,HPQ,FITB,KEY,PFG,MTB,PH,IPG,WLTW,CTRA,CMA,BEN,FHN,BLL,WSO,ORI,SUM
07/23/2021,3.27,3.32,2.85,2.71,2.79,2.82,2.57,2.36,2.12,1.95,1.86,1.89,1.72,1.53,1.53,1.46,1.41,1.32,1.22,1.19,1.13,1.09,1.07,1.0,1.01,0.97,0.97,0.98,0.93,0.95,0.88,0.88,0.79,0.82,0.78,0.74,0.78,0.7,0.71,0.7,0.7,0.68,0.66,0.63,0.58,0.56,0.57,0.53,0.51,0.52,0.51,0.5,0.48,0.47,0.48,0.47,0.47,0.44,0.41,0.4,0.4,0.41,0.4,0.39,0.38,0.36,0.35,0.34,0.32,0.33,0.31,0.32,0.32,0.32,0.3,0.3,0.31,0.31,0.31,0.3,0.3,0.29,0.26,0.26,0.27,0.26,0.27,0.27,0.25,0.25,0.25,0.23,0.23,0.15,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.2,0.21,0.19,0.2,0.19,0.17,0.17,0.19,0.17,0.18,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.0,0.06,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.81
07/26/2021,3.28,3.28,2.85,2.71,2.76,2.8,2.61,2.35,2.12,1.94,1.89,1.87,1.74,1.55,1.52,1.47,1.41,1.3,1.22,1.22,1.15,1.09,1.06,1.01,0.99,0.99,0.97,0.97,0.94,0.94,0.88,0.89,0.79,0.82,0.77,0.74,0.79,0.72,0.71,0.71,0.7,0.69,0.68,0.63,0.59,0.56,0.56,0.53,0.52,0.5,0.51,0.5,0.47,0.46,0.48,0.46,0.47,0.44,0.4,0.41,0.4,0.41,0.4,0.4,0.38,0.37,0.34,0.34,0.32,0.33,0.32,0.32,0.31,0.31,0.3,0.3,0.31,0.31,0.31,0.3,0.3,0.29,0.26,0.26,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.23,0.16,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.2,0.21,0.19,0.19,0.19,0.17,0.17,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.81
07/27/2021,3.34,3.31,2.86,2.71,2.74,2.83,2.58,2.36,2.12,1.97,1.89,1.87,1.73,1.53,1.53,1.47,1.43,1.3,1.24,1.16,1.14,1.08,1.05,1.01,0.99,0.99,0.97,0.97,0.94,0.94,0.89,0.89,0.79,0.83,0.78,0.73,0.8,0.7,0.71,0.73,0.7,0.68,0.68,0.63,0.58,0.57,0.56,0.54,0.52,0.5,0.51,0.51,0.47,0.46,0.48,0.46,0.47,0.44,0.4,0.4,0.4,0.4,0.4,0.39,0.38,0.37,0.34,0.34,0.31,0.33,0.31,0.32,0.31,0.32,0.3,0.31,0.31,0.31,0.31,0.29,0.3,0.29,0.26,0.27,0.27,0.26,0.27,0.27,0.25,0.25,0.25,0.24,0.23,0.16,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.2,0.21,0.19,0.2,0.19,0.16,0.17,0.19,0.17,0.18,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.13,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.89
07/28/2021,3.35,3.33,2.87,2.69,2.75,2.82,2.55,2.38,2.13,1.98,1.9,1.88,1.63,1.51,1.52,1.47,1.42,1.3,1.25,1.17,1.13,1.09,1.05,1.01,1.0,1.0,0.96,0.97,0.93,0.95,0.88,0.91,0.78,0.81,0.78,0.72,0.76,0.7,0.72,0.74,0.71,0.67,0.66,0.62,0.58,0.57,0.57,0.55,0.52,0.5,0.51,0.52,0.48,0.46,0.48,0.46,0.48,0.43,0.4,0.4,0.4,0.4,0.4,0.39,0.38,0.37,0.34,0.34,0.31,0.33,0.31,0.32,0.31,0.32,0.3,0.31,0.31,0.31,0.31,0.29,0.3,0.29,0.27,0.27,0.27,0.25,0.27,0.27,0.25,0.25,0.25,0.24,0.23,0.16,0.23,0.23,0.23,0.22,0.23,0.22,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.16,0.17,0.19,0.17,0.18,0.18,0.18,0.18,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.16,0.17,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.13,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.84000000000002
07/29/2021,3.34,3.33,2.87,2.68,2.76,2.83,2.57,2.37,2.12,1.99,1.89,1.88,1.67,1.53,1.51,1.48,1.41,1.29,1.25,1.17,1.14,1.08,1.06,1.01,0.99,0.99,0.95,0.97,0.93,0.95,0.88,0.9,0.75,0.81,0.78,0.72,0.76,0.7,0.72,0.74,0.7,0.67,0.68,0.63,0.58,0.56,0.56,0.54,0.52,0.5,0.51,0.52,0.48,0.47,0.48,0.46,0.47,0.44,0.4,0.4,0.4,0.4,0.4,0.39,0.38,0.37,0.34,0.34,0.31,0.32,0.31,0.32,0.3,0.32,0.3,0.31,0.31,0.31,0.31,0.29,0.3,0.29,0.27,0.27,0.27,0.26,0.27,0.27,0.25,0.25,0.25,0.24,0.23,0.16,0.23,0.23,0.23,0.22,0.23,0.22,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.16,0.17,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.16,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.13,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.84000000000002
07/30/2021,3.31,3.28,2.88,2.7,2.77,2.85,2.57,2.34,2.14,1.98,1.86,1.89,1.63,1.52,1.51,1.47,1.4,1.29,1.27,1.15,1.15,1.08,1.05,1.02,1.0,0.97,0.88,0.97,0.95,0.96,0.87,0.9,0.77,0.81,0.78,0.72,0.76,0.71,0.73,0.74,0.71,0.67,0.68,0.62,0.58,0.55,0.57,0.54,0.52,0.5,0.52,0.51,0.48,0.48,0.48,0.47,0.47,0.44,0.41,0.4,0.4,0.4,0.4,0.39,0.38,0.37,0.34,0.35,0.31,0.32,0.31,0.33,0.31,0.32,0.3,0.31,0.31,0.31,0.31,0.29,0.31,0.29,0.27,0.26,0.27,0.26,0.28,0.27,0.25,0.25,0.25,0.24,0.23,0.16,0.23,0.23,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.16,0.17,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.16,0.17,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.13,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.76000000000002
08/02/2021,3.3,3.25,2.86,2.68,2.74,2.89,2.58,2.34,2.11,1.97,1.89,1.87,1.64,1.54,1.5,1.46,1.41,1.27,1.25,1.18,1.16,1.09,1.03,1.02,1.0,1.04,0.86,0.96,0.94,0.95,0.87,0.91,0.76,0.82,0.78,0.72,0.76,0.71,0.71,0.72,0.71,0.67,0.67,0.63,0.58,0.55,0.55,0.55,0.52,0.5,0.52,0.51,0.48,0.48,0.48,0.47,0.47,0.43,0.41,0.4,0.4,0.4,0.4,0.4,0.38,0.36,0.34,0.35,0.31,0.32,0.32,0.33,0.31,0.32,0.3,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.27,0.26,0.27,0.26,0.27,0.27,0.25,0.25,0.26,0.24,0.23,0.18,0.22,0.22,0.23,0.22,0.22,0.22,0.24,0.23,0.22,0.22,0.21,0.21,0.2,0.2,0.21,0.16,0.17,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.15,0.11,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.1,0.09,0.09,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.72
08/03/2021,3.29,3.26,2.87,2.68,2.79,2.89,2.57,2.35,2.11,1.98,1.9,1.87,1.64,1.53,1.5,1.48,1.41,1.27,1.25,1.19,1.14,1.09,1.03,1.03,1.0,1.03,0.86,0.97,0.94,0.95,0.88,0.9,0.76,0.82,0.78,0.72,0.76,0.7,0.71,0.71,0.73,0.67,0.67,0.61,0.58,0.55,0.55,0.55,0.52,0.5,0.52,0.51,0.45,0.47,0.49,0.47,0.47,0.44,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.36,0.34,0.35,0.31,0.32,0.32,0.32,0.3,0.32,0.3,0.31,0.31,0.31,0.31,0.29,0.3,0.29,0.27,0.26,0.27,0.26,0.27,0.27,0.25,0.26,0.25,0.24,0.23,0.19,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.22,0.22,0.2,0.21,0.19,0.2,0.21,0.16,0.17,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.74
08/04/2021,3.29,3.26,2.87,2.68,2.79,2.89,2.57,2.35,2.11,1.98,1.9,1.87,1.64,1.53,1.5,1.48,1.41,1.27,1.25,1.19,1.14,1.09,1.03,1.03,1.0,1.03,0.86,0.97,0.94,0.95,0.88,0.9,0.76,0.82,0.78,0.72,0.76,0.7,0.71,0.71,0.73,0.67,0.67,0.61,0.58,0.55,0.55,0.55,0.52,0.5,0.52,0.51,0.45,0.47,0.49,0.47,0.47,0.44,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.36,0.34,0.35,0.31,0.32,0.32,0.32,0.3,0.32,0.3,0.31,0.31,0.31,0.31,0.29,0.3,0.29,0.27,0.26,0.27,0.26,0.27,0.27,0.25,0.26,0.25,0.24,0.23,0.19,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.22,0.22,0.2,0.21,0.19,0.2,0.21,0.16,0.17,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.74
08/05/2021,3.29,3.26,2.87,2.68,2.79,2.89,2.57,2.35,2.11,1.98,1.9,1.87,1.64,1.53,1.5,1.48,1.41,1.27,1.25,1.19,1.14,1.09,1.03,1.03,1.0,1.03,0.86,0.97,0.94,0.95,0.88,0.9,0.76,0.82,0.78,0.72,0.76,0.7,0.71,0.71,0.73,0.67,0.67,0.61,0.58,0.55,0.55,0.55,0.52,0.5,0.52,0.51,0.45,0.47,0.49,0.47,0.47,0.44,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.36,0.34,0.35,0.31,0.32,0.32,0.32,0.3,0.32,0.3,0.31,0.31,0.31,0.31,0.29,0.3,0.29,0.27,0.26,0.27,0.26,0.27,0.27,0.25,0.26,0.25,0.24,0.23,0.19,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.22,0.22,0.2,0.21,0.19,0.2,0.21,0.16,0.17,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.74
08/06/2021,3.28,3.26,2.88,2.65,2.8,3.06,2.56,2.35,2.08,1.99,1.89,1.85,1.64,1.53,1.52,1.45,1.43,1.27,1.21,1.17,1.15,1.09,1.04,1.02,1.01,1.01,0.87,0.97,0.94,0.96,0.87,0.94,0.75,0.81,0.77,0.72,0.77,0.7,0.68,0.69,0.71,0.66,0.67,0.61,0.58,0.55,0.55,0.56,0.52,0.5,0.53,0.48,0.45,0.48,0.49,0.47,0.47,0.44,0.4,0.4,0.4,0.4,0.41,0.38,0.38,0.35,0.35,0.35,0.31,0.33,0.32,0.33,0.3,0.32,0.3,0.27,0.31,0.32,0.32,0.29,0.3,0.29,0.27,0.26,0.27,0.26,0.27,0.27,0.24,0.26,0.26,0.24,0.23,0.24,0.22,0.23,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.22,0.2,0.21,0.2,0.2,0.21,0.16,0.17,0.2,0.18,0.16,0.18,0.18,0.19,0.19,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.15,0.14,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.13,0.14,0.14,0.15,0.14,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.09,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.08,0.08,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.75
08/09/2021,3.32,3.27,2.88,2.64,2.78,3.03,2.58,2.37,2.06,1.98,1.9,1.83,1.64,1.55,1.49,1.46,1.41,1.22,1.21,1.2,1.17,1.1,1.03,1.0,1.03,1.0,0.85,0.98,0.93,0.97,0.87,0.97,0.74,0.8,0.78,0.73,0.77,0.71,0.69,0.7,0.72,0.67,0.68,0.61,0.59,0.54,0.53,0.57,0.53,0.49,0.53,0.49,0.45,0.48,0.5,0.47,0.47,0.45,0.41,0.4,0.4,0.4,0.41,0.38,0.39,0.36,0.33,0.35,0.32,0.33,0.32,0.33,0.3,0.32,0.29,0.27,0.3,0.32,0.32,0.29,0.3,0.29,0.27,0.26,0.27,0.26,0.27,0.27,0.25,0.26,0.26,0.24,0.23,0.25,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.22,0.22,0.2,0.21,0.2,0.21,0.21,0.16,0.17,0.19,0.18,0.16,0.17,0.15,0.19,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.15,0.15,0.13,0.15,0.14,0.14,0.14,0.12,0.13,0.14,0.13,0.11,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.11,0.1,0.0,0.1,0.1,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.79
08/10/2021,3.31,3.24,2.86,2.63,2.75,3.02,2.64,2.34,2.05,1.97,1.88,1.83,1.64,1.59,1.5,1.46,1.4,1.2,1.2,1.19,1.19,1.09,1.03,1.0,1.03,1.0,0.86,0.98,0.94,0.96,0.87,0.97,0.74,0.8,0.78,0.74,0.77,0.72,0.69,0.69,0.72,0.68,0.69,0.61,0.6,0.54,0.53,0.56,0.55,0.49,0.52,0.49,0.45,0.48,0.5,0.47,0.47,0.45,0.4,0.42,0.4,0.4,0.41,0.39,0.39,0.36,0.33,0.35,0.33,0.33,0.32,0.33,0.3,0.32,0.3,0.27,0.29,0.32,0.32,0.29,0.3,0.29,0.26,0.26,0.27,0.26,0.27,0.27,0.25,0.26,0.26,0.24,0.23,0.24,0.22,0.23,0.23,0.22,0.23,0.22,0.24,0.23,0.22,0.22,0.2,0.21,0.2,0.21,0.21,0.16,0.17,0.19,0.18,0.16,0.18,0.15,0.19,0.18,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.15,0.14,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.12,0.15,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.11,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.1,0.12,0.1,0.1,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.79
