,MSFT,AAPL,JNJ,VZ,PG,PFE,JPM,HD,MRK,CSCO,AVGO,PEP,INTC,BAC,UNH,CMCSA,BMY,AMGN,MCD,TXN,C,ABT,MMM,MDT,NEE,QCOM,UPS,WMT,RTX,DUK,UNP,LLY,LMT,HON,ACN,BLK,ORCL,TFC,V,SBUX,LIN,USB,MS,CAT,PNC,LOW,MDLZ,NKE,GS,KMB,ADP,MA,CL,AEP,COST,EXC,TGT,CB,SRE,MET,APD,ITW,ETN,CME,EMR,AXP,ANTM,GD,SCHW,TROW,ADI,PEG,EIX,ED,ALL,FIS,BDX,BK,MMC,NOC,XEL,WM,SYK,CSX,LHX,TRV,WEC,ES,ICE,SPGI,AFL,IFF,IP,XTSLA,CMI,LRCX,ETR,ADM,INTU,GLW,STT,APH,DTE,TEL,VFC,FAST,BBY,DHR,YUM,OMC,NTRS,TT,HPE,CLX,K,CAH,KLAC,KR,RF,AEE,SHW,CMS,TSN,AMP,STZ,DFS,ROK,EL,ZTS,MSI,ECL,GPC,HIG,EVRG,HSY,BAX,PPG,SYF,SWK,AON,AWK,PCAR,DG,MCO,NUE,OTIS,AES,NTAP,XLNX,MCHP,SJM,RSG,SWKS,LNT,FNF,AJG,HUM,CINF,PNW,ATVI,WU,HAS,DGX,MKC,NI,EMN,USD,WHR,ATO,MSCI,BR,HRL,LNC,GWW,CTAS,DOV,CE,RMD,RE,CDW,MAS,SNA,ROP,TSCO,CHD,ABC,CHRW,ALLY,UGI,DHI,MCK,A,NDAQ,WTRG,HUBB,VMC,STLD,RJF,SON,ALB,BAH,FAF,SNV,WSM,RPM,LEG,600340.SS,XYL,EXPD,ZION,DPZ,AVY,RHI,n/a,RGA,DTM,PB,HII,CFR,KO,COP,NSC,SYY,HPQ,FITB,KEY,PFG,MTB,PH,IPG,WLTW,CTRA,CMA,BEN,FHN,BLL,WSO,ORI,SUM
09/17/2021,3.47,3.32,2.75,2.62,2.86,3.03,2.66,2.39,1.99,2.07,1.97,1.86,1.67,1.6,1.51,1.4,1.29,1.14,1.24,1.22,1.16,1.15,0.96,1.03,1.09,0.97,0.86,0.98,0.89,0.92,0.82,0.86,0.71,0.77,0.84,0.75,0.75,0.7,0.65,0.7,0.74,0.67,0.72,0.6,0.6,0.58,0.53,0.52,0.56,0.51,0.5,0.45,0.44,0.47,0.52,0.5,0.44,0.47,0.41,0.42,0.37,0.38,0.4,0.35,0.37,0.34,0.33,0.35,0.32,0.33,0.33,0.33,0.32,0.32,0.3,0.25,0.32,0.31,0.34,0.28,0.29,0.31,0.28,0.25,0.27,0.27,0.27,0.27,0.25,0.27,0.25,0.23,0.23,0.15,0.22,0.22,0.25,0.23,0.24,0.2,0.23,0.24,0.22,0.22,0.18,0.2,0.19,0.22,0.2,0.16,0.17,0.18,0.17,0.17,0.18,0.16,0.2,0.19,0.16,0.17,0.18,0.16,0.16,0.17,0.15,0.16,0.17,0.17,0.17,0.17,0.16,0.14,0.17,0.16,0.15,0.15,0.13,0.14,0.12,0.17,0.16,0.13,0.13,0.14,0.15,0.14,0.12,0.15,0.14,0.15,0.11,0.13,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.13,0.1,0.1,0.1,0.16,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.1,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.06,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.87
09/20/2021,3.52,3.32,2.75,2.61,2.83,3.0,2.67,2.4,1.98,2.05,1.99,1.86,1.68,1.61,1.52,1.44,1.27,1.14,1.25,1.22,1.18,1.15,0.95,1.03,1.08,0.95,0.87,0.98,0.91,0.92,0.81,0.85,0.7,0.77,0.84,0.74,0.76,0.71,0.65,0.67,0.74,0.68,0.72,0.6,0.6,0.59,0.53,0.52,0.55,0.5,0.49,0.45,0.44,0.46,0.53,0.5,0.45,0.47,0.41,0.43,0.37,0.38,0.41,0.35,0.38,0.34,0.33,0.35,0.32,0.34,0.33,0.33,0.31,0.31,0.3,0.26,0.32,0.31,0.34,0.28,0.28,0.3,0.28,0.25,0.26,0.27,0.26,0.26,0.25,0.27,0.25,0.23,0.23,0.17,0.22,0.22,0.25,0.24,0.24,0.21,0.23,0.24,0.22,0.22,0.17,0.2,0.19,0.22,0.2,0.16,0.17,0.18,0.17,0.16,0.18,0.16,0.2,0.18,0.17,0.17,0.18,0.16,0.16,0.17,0.15,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.17,0.15,0.15,0.15,0.13,0.14,0.13,0.17,0.16,0.13,0.14,0.14,0.15,0.13,0.12,0.15,0.14,0.15,0.11,0.13,0.11,0.13,0.13,0.13,0.1,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.16,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.86
09/21/2021,3.05,2.77,2.72,2.78,2.68,2.59,2.82,2.24,1.97,1.9,1.9,1.84,1.79,1.7,1.74,1.37,1.3,1.27,1.23,1.23,1.33,0.99,1.04,1.02,0.9,0.91,0.91,0.93,0.98,0.9,0.84,0.77,0.78,0.79,0.69,0.7,0.71,0.81,0.66,0.64,0.69,0.74,1.29,0.74,0.66,0.73,0.56,0.43,0.83,0.46,0.48,0.47,0.47,0.43,0.43,0.47,0.56,0.45,0.43,0.46,0.41,0.4,0.37,0.4,0.36,0.36,0.36,0.33,0.33,0.3,0.49,0.31,0.31,0.32,0.3,0.29,0.3,0.33,0.34,0.29,0.29,0.28,0.25,0.25,0.25,0.27,0.25,0.24,0.23,0.23,0.26,0.22,0.24,0.21,0.26,0.24,0.23,0.27,0.2,0.23,0.22,0.11,0.25,0.2,0.19,0.2,0.19,0.16,0.18,0.19,0.17,0.17,0.18,0.18,0.19,0.18,0.22,0.18,0.19,0.17,0.16,0.15,0.16,0.17,0.16,0.2,0.15,0.15,0.14,0.15,0.14,0.15,0.16,0.15,0.16,0.18,0.17,0.16,0.14,0.15,0.13,0.15,0.12,0.12,0.14,0.11,0.13,0.14,0.12,0.16,0.14,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.11,0.0,0.11,0.09,0.11,0.08,0.09,0.1,0.09,0.1,0.08,0.1,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.12,0.08,0.08,0.09,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.56000000000002
09/22/2021,3.05,2.77,2.72,2.78,2.68,2.59,2.82,2.24,1.97,1.9,1.9,1.84,1.79,1.7,1.74,1.37,1.3,1.27,1.23,1.23,1.33,0.99,1.04,1.02,0.9,0.91,0.91,0.93,0.98,0.9,0.84,0.77,0.78,0.79,0.69,0.7,0.71,0.81,0.66,0.64,0.69,0.74,1.29,0.74,0.66,0.73,0.56,0.43,0.83,0.46,0.48,0.47,0.47,0.43,0.43,0.47,0.56,0.45,0.43,0.46,0.41,0.4,0.37,0.4,0.36,0.36,0.36,0.33,0.33,0.3,0.49,0.31,0.31,0.32,0.3,0.29,0.3,0.33,0.34,0.29,0.29,0.28,0.25,0.25,0.25,0.27,0.25,0.24,0.23,0.23,0.26,0.22,0.24,0.21,0.26,0.24,0.23,0.27,0.2,0.23,0.22,0.11,0.25,0.2,0.19,0.2,0.19,0.16,0.18,0.19,0.17,0.17,0.18,0.18,0.19,0.18,0.22,0.18,0.19,0.17,0.16,0.15,0.16,0.17,0.16,0.2,0.15,0.15,0.14,0.15,0.14,0.15,0.16,0.15,0.16,0.18,0.17,0.16,0.14,0.15,0.13,0.15,0.12,0.12,0.14,0.11,0.13,0.14,0.12,0.16,0.14,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.11,0.0,0.11,0.09,0.11,0.08,0.09,0.1,0.09,0.1,0.08,0.1,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.12,0.08,0.08,0.09,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.56000000000002
09/23/2021,3.04,2.75,2.75,2.82,2.69,2.65,2.77,2.24,2.01,1.9,1.88,1.86,1.77,1.66,1.74,1.38,1.3,1.26,1.23,1.23,1.29,0.99,1.05,1.03,0.91,0.91,0.92,0.93,0.99,0.92,0.83,0.79,0.78,0.79,0.7,0.69,0.72,0.8,0.66,0.64,0.68,0.73,1.27,0.72,0.65,0.73,0.56,0.43,0.81,0.47,0.49,0.48,0.48,0.43,0.43,0.47,0.56,0.45,0.43,0.44,0.41,0.41,0.37,0.4,0.36,0.36,0.36,0.33,0.33,0.3,0.49,0.32,0.31,0.32,0.3,0.29,0.3,0.33,0.34,0.29,0.29,0.28,0.25,0.25,0.26,0.27,0.26,0.24,0.23,0.23,0.25,0.22,0.25,0.21,0.26,0.24,0.23,0.27,0.2,0.23,0.22,0.11,0.25,0.2,0.19,0.2,0.19,0.17,0.18,0.19,0.17,0.17,0.18,0.18,0.19,0.18,0.22,0.18,0.19,0.17,0.17,0.15,0.17,0.16,0.16,0.2,0.15,0.14,0.14,0.15,0.14,0.15,0.16,0.15,0.17,0.18,0.17,0.16,0.14,0.15,0.13,0.15,0.13,0.12,0.13,0.11,0.13,0.14,0.12,0.15,0.14,0.11,0.11,0.12,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.0,0.11,0.1,0.11,0.08,0.09,0.09,0.09,0.11,0.09,0.09,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.12,0.08,0.08,0.09,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.64
09/24/2021,3.05,2.76,2.76,2.81,2.7,2.64,2.78,2.26,2.01,1.88,1.87,1.86,1.77,1.67,1.74,1.37,1.3,1.26,1.24,1.23,1.29,0.99,1.04,1.03,0.92,0.91,0.92,0.94,0.99,0.91,0.83,0.78,0.78,0.79,0.7,0.69,0.72,0.8,0.67,0.65,0.69,0.75,1.27,0.71,0.65,0.73,0.56,0.43,0.81,0.47,0.49,0.47,0.48,0.43,0.43,0.47,0.56,0.44,0.43,0.44,0.41,0.4,0.37,0.4,0.35,0.37,0.36,0.33,0.33,0.3,0.5,0.32,0.31,0.32,0.3,0.29,0.3,0.33,0.34,0.29,0.29,0.28,0.25,0.25,0.26,0.27,0.26,0.24,0.23,0.24,0.25,0.22,0.24,0.22,0.25,0.24,0.23,0.27,0.2,0.23,0.22,0.11,0.25,0.2,0.19,0.2,0.19,0.17,0.18,0.19,0.17,0.17,0.18,0.18,0.19,0.17,0.22,0.18,0.19,0.17,0.16,0.15,0.17,0.16,0.16,0.2,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.16,0.18,0.17,0.16,0.14,0.15,0.13,0.14,0.12,0.12,0.13,0.11,0.13,0.14,0.12,0.16,0.14,0.11,0.11,0.12,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.0,0.11,0.1,0.11,0.08,0.09,0.09,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.09,0.12,0.08,0.08,0.09,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.67
09/27/2021,3.04,2.78,2.72,2.78,2.67,2.61,2.87,2.23,2.0,1.89,1.88,1.84,1.78,1.74,1.69,1.34,1.28,1.24,1.24,1.25,1.34,0.97,1.04,1.03,0.89,0.91,0.89,0.92,1.02,0.89,0.84,0.77,0.78,0.79,0.71,0.7,0.73,0.83,0.68,0.64,0.69,0.77,1.31,0.73,0.67,0.72,0.55,0.44,0.83,0.46,0.49,0.49,0.47,0.42,0.43,0.46,0.55,0.44,0.42,0.45,0.41,0.4,0.37,0.41,0.36,0.38,0.36,0.33,0.35,0.3,0.5,0.31,0.31,0.32,0.3,0.29,0.29,0.34,0.34,0.29,0.28,0.28,0.26,0.25,0.25,0.27,0.25,0.23,0.23,0.23,0.25,0.21,0.25,0.12,0.26,0.24,0.21,0.26,0.21,0.23,0.22,0.11,0.25,0.2,0.19,0.2,0.19,0.16,0.18,0.19,0.17,0.17,0.18,0.17,0.18,0.17,0.22,0.17,0.2,0.17,0.16,0.15,0.16,0.16,0.16,0.21,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.16,0.17,0.17,0.16,0.14,0.15,0.13,0.15,0.12,0.12,0.13,0.11,0.12,0.14,0.12,0.16,0.13,0.11,0.11,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.13,0.11,0.09,0.11,0.08,0.08,0.1,0.09,0.11,0.08,0.1,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.12,0.08,0.08,0.09,0.07,0.08,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.54
09/28/2021,3.04,2.78,2.71,2.77,2.65,2.59,2.9,2.24,2.02,1.89,1.88,1.83,1.78,1.76,1.68,1.34,1.27,1.23,1.25,1.26,1.34,0.97,1.04,1.02,0.88,0.9,0.89,0.92,1.02,0.89,0.84,0.77,0.79,0.79,0.7,0.7,0.73,0.84,0.69,0.64,0.69,0.77,1.3,0.73,0.68,0.72,0.55,0.41,0.82,0.45,0.49,0.49,0.47,0.42,0.44,0.46,0.55,0.44,0.42,0.45,0.4,0.4,0.36,0.41,0.35,0.39,0.36,0.33,0.36,0.3,0.51,0.31,0.31,0.32,0.3,0.28,0.29,0.33,0.34,0.29,0.28,0.28,0.26,0.25,0.25,0.27,0.25,0.23,0.23,0.23,0.25,0.21,0.25,0.15,0.26,0.24,0.21,0.26,0.21,0.23,0.22,0.11,0.25,0.2,0.19,0.2,0.18,0.16,0.18,0.19,0.18,0.17,0.18,0.18,0.19,0.17,0.22,0.17,0.2,0.17,0.16,0.15,0.16,0.17,0.16,0.21,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.16,0.17,0.17,0.16,0.14,0.15,0.13,0.14,0.12,0.12,0.14,0.11,0.12,0.15,0.12,0.16,0.13,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.09,0.11,0.08,0.08,0.1,0.09,0.11,0.08,0.1,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.12,0.08,0.08,0.09,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.53000000000002
09/29/2021,3.04,2.78,2.71,2.77,2.65,2.59,2.9,2.24,2.02,1.89,1.88,1.83,1.78,1.76,1.68,1.34,1.27,1.23,1.25,1.26,1.34,0.97,1.04,1.02,0.88,0.9,0.89,0.92,1.02,0.89,0.84,0.77,0.79,0.79,0.7,0.7,0.73,0.84,0.69,0.64,0.69,0.77,1.3,0.73,0.68,0.72,0.55,0.41,0.82,0.45,0.49,0.49,0.47,0.42,0.44,0.46,0.55,0.44,0.42,0.45,0.4,0.4,0.36,0.41,0.35,0.39,0.36,0.33,0.36,0.3,0.51,0.31,0.31,0.32,0.3,0.28,0.29,0.33,0.34,0.29,0.28,0.28,0.26,0.25,0.25,0.27,0.25,0.23,0.23,0.23,0.25,0.21,0.25,0.15,0.26,0.24,0.21,0.26,0.21,0.23,0.22,0.11,0.25,0.2,0.19,0.2,0.18,0.16,0.18,0.19,0.18,0.17,0.18,0.18,0.19,0.17,0.22,0.17,0.2,0.17,0.16,0.15,0.16,0.17,0.16,0.21,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.16,0.17,0.17,0.16,0.14,0.15,0.13,0.14,0.12,0.12,0.14,0.11,0.12,0.15,0.12,0.16,0.13,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.09,0.11,0.08,0.08,0.1,0.09,0.11,0.08,0.1,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.12,0.08,0.08,0.09,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.53000000000002
09/30/2021,2.98,2.74,2.68,2.78,2.62,2.56,2.97,2.26,2.01,1.87,1.88,1.81,1.79,1.8,1.67,1.34,1.26,1.22,1.25,1.25,1.36,0.94,1.04,1.01,0.86,0.9,0.89,0.91,1.02,0.88,0.84,0.75,0.8,0.79,0.69,0.7,0.74,0.87,0.68,0.64,0.69,0.79,1.33,0.74,0.7,0.73,0.54,0.4,0.84,0.45,0.49,0.49,0.47,0.42,0.43,0.45,0.54,0.44,0.42,0.47,0.41,0.4,0.36,0.41,0.36,0.39,0.36,0.33,0.37,0.3,0.5,0.31,0.31,0.31,0.3,0.29,0.29,0.35,0.34,0.29,0.28,0.28,0.25,0.26,0.25,0.27,0.25,0.23,0.23,0.23,0.25,0.21,0.25,0.14,0.26,0.25,0.21,0.26,0.2,0.23,0.23,0.11,0.24,0.2,0.19,0.2,0.19,0.16,0.18,0.2,0.18,0.16,0.19,0.18,0.19,0.17,0.22,0.17,0.21,0.16,0.16,0.14,0.17,0.17,0.16,0.21,0.15,0.15,0.14,0.15,0.14,0.15,0.16,0.14,0.16,0.17,0.17,0.17,0.14,0.15,0.12,0.15,0.12,0.12,0.14,0.11,0.12,0.15,0.12,0.16,0.13,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.09,0.1,0.08,0.08,0.1,0.09,0.1,0.08,0.1,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.09,0.13,0.08,0.08,0.09,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.07,0.0,0.0,0.0,0.09,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5
10/01/2021,3.29,3.26,2.87,2.68,2.79,2.89,2.57,2.35,2.11,1.98,1.9,1.87,1.64,1.53,1.5,1.48,1.41,1.27,1.25,1.19,1.14,1.09,1.03,1.03,1.0,1.03,0.86,0.97,0.94,0.95,0.88,0.9,0.76,0.82,0.78,0.72,0.76,0.7,0.71,0.71,0.73,0.67,0.67,0.61,0.58,0.55,0.55,0.55,0.52,0.5,0.52,0.51,0.45,0.47,0.49,0.47,0.47,0.44,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.36,0.34,0.35,0.31,0.32,0.32,0.32,0.3,0.32,0.3,0.31,0.31,0.31,0.31,0.29,0.3,0.29,0.27,0.26,0.27,0.26,0.27,0.27,0.25,0.26,0.25,0.24,0.23,0.19,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.22,0.22,0.2,0.21,0.19,0.2,0.21,0.16,0.17,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.0,0.06,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.65000000000002
10/04/2021,2.91,2.72,2.73,2.8,2.65,2.59,2.98,2.26,2.08,1.87,1.84,1.83,1.77,1.82,1.67,1.35,1.29,1.25,1.25,1.22,1.36,0.94,1.05,1.01,0.87,0.88,0.89,0.91,1.03,0.9,0.84,0.77,0.8,0.78,0.67,0.69,0.75,0.87,0.68,0.64,0.67,0.79,1.27,0.74,0.69,0.73,0.54,0.4,0.82,0.47,0.49,0.49,0.48,0.42,0.43,0.46,0.54,0.44,0.42,0.46,0.41,0.4,0.36,0.41,0.36,0.38,0.37,0.33,0.36,0.29,0.48,0.31,0.3,0.32,0.3,0.29,0.29,0.35,0.33,0.3,0.28,0.28,0.25,0.26,0.26,0.27,0.25,0.23,0.23,0.22,0.25,0.22,0.25,0.65,0.27,0.23,0.21,0.27,0.2,0.22,0.23,0.11,0.25,0.2,0.19,0.2,0.19,0.16,0.18,0.19,0.18,0.16,0.19,0.18,0.19,0.17,0.2,0.18,0.21,0.17,0.16,0.15,0.18,0.17,0.16,0.21,0.15,0.14,0.14,0.15,0.14,0.15,0.17,0.14,0.16,0.18,0.17,0.17,0.14,0.15,0.12,0.15,0.12,0.12,0.14,0.11,0.12,0.14,0.11,0.15,0.14,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.11,0.0,0.11,0.09,0.1,0.08,0.09,0.1,0.09,0.1,0.08,0.1,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.09,0.12,0.08,0.08,0.09,0.07,0.08,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.09,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.01
10/05/2021,2.93,2.74,2.72,2.82,2.64,2.59,2.98,2.23,2.11,1.86,1.85,1.83,1.79,1.81,1.65,1.37,1.28,1.25,1.25,1.23,1.36,0.94,1.03,1.01,0.88,0.89,0.89,0.92,1.03,0.9,0.83,0.79,0.8,0.78,0.68,0.68,0.73,0.87,0.68,0.64,0.67,0.79,1.26,0.73,0.7,0.72,0.54,0.41,0.82,0.46,0.5,0.49,0.48,0.43,0.43,0.46,0.53,0.44,0.42,0.46,0.41,0.39,0.36,0.41,0.36,0.38,0.36,0.34,0.35,0.29,0.49,0.31,0.3,0.32,0.3,0.29,0.29,0.34,0.33,0.3,0.29,0.28,0.25,0.25,0.26,0.27,0.25,0.24,0.23,0.22,0.25,0.22,0.25,0.19,0.26,0.23,0.21,0.27,0.2,0.22,0.23,0.11,0.25,0.2,0.19,0.2,0.19,0.16,0.18,0.19,0.18,0.16,0.2,0.18,0.19,0.17,0.21,0.18,0.21,0.17,0.16,0.15,0.17,0.17,0.16,0.2,0.15,0.14,0.14,0.15,0.14,0.15,0.17,0.14,0.16,0.18,0.17,0.16,0.13,0.15,0.13,0.15,0.12,0.12,0.14,0.11,0.12,0.14,0.12,0.15,0.14,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.11,0.0,0.11,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.08,0.1,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.09,0.12,0.09,0.08,0.09,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.09,0.0,0.07,0.0,0.09,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.63
