,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,PG,MDT,JPM,V,HD,PYPL,MA,ISRG,KO,DIS,CVS,BAC,ADBE,ANTM,COST,XOM,ZTS,CMCSA,SYK,GILD,NFLX,CI,VZ,CRM,INTC,CSCO,UPS,NKE,CVX,T,AVGO,UNP,ACN,EW,TXN,WFC,MCD,BSX,QCOM,CAT,IDXX,MMM,NEE,DE,ORCL,LIN,MS,LOW,IQV,INTU,C,SBUX,MO,TGT,BLK,AMAT,AMT,ALGN,GS,AMD,IBM,DXCM,NOW,ALXN,BAX,AXP,EL,SCHW,CSX,CHTR,RMD,NSC,PLD,SPGI,MU,ZBH,CCI,MTD,LRCX,FDX,TMUS,BKNG,TJX,ITW,COP,FIS,MCK,PNC,ADP,CB,ETN,ATVI,DUK,TFC,GM,USB,CME,LH,ROP,EMR,WST,EQIX,MMC,WM,SHW,ICE,ADSK,APD,MCO,D,SO,CERN,ADI,COF,KMB,F,GPN,FISV,PGR,TT,JCI,WAT,AON,STE,NEM,PH,SYY,STZ,DG,ECL,CARR,TWTR,INFO,FCX,NXPI,CMI,TFX,GIS,EOG,KLAC,TDG,DGX,HOLX,TROW,EBAY,MNST,ADM,MET,PSA,OTIS,WBA,MSCI,DOW,ROST,TEL,CAH,PRU,AIG,CASH,DLR,ROK,KR,DD,APH,PCAR,FAST,SWK,SLB,EA,EXC,ABC,CTAS,AEP,SNPS,ALL,APTV,BK,MSI,CMG,SRE,XLNX,FTNT,DFS,SBAC,AME,HPQ,CPRT,PSX,MPC,TRV,SPG,YUM,VRSK,CDNS,PPG,INCY,MAR,WELL,CTSH,LUV,PAYX,EFX,HLT,RSG,n/a,ABMD,IFF,NUE,ODFL,MCHP,MRNA,CL,ORLY,KHC,XRAY,DAL,GNRC,TSN,PXD,SIVB,FRC,AZO,O,STT,ETSY,HUM,XEL,MKC,AVB,CBRE,CLX,AFL,DOV,AJG,CTVA,ANET,ANSS,AMP,AWK,DLTR,ARE,ALB,ED,BLL,DVN,CDW,CAG,AEE,BF.B,DVA,CMS,KMX,DRI,BBY,BKR,BR,CFG,AKAM,AMCR,BXP,CHRW,FANG,AVY,BBWI WI,CINF,CE,DPZ,AES,CF,CCL,CPB,LNT,ALLE,CNP,AAL,CBOE,CTXS,BRO,CTRA,ATO,AAP,BWA,ALK,CDAY,CMA,APA,AIZ,DISH,DISCK,DISCA,SUM
12/07/2021,6.67,6.42,3.93,1.91,2.23,2.1,1.33,2.07,2.32,1.57,1.06,1.24,0.86,1.13,0.57,0.72,0.86,0.91,0.69,0.87,0.86,0.83,0.72,0.0,0.67,0.78,0.61,0.61,0.64,0.7,0.49,0.54,0.65,0.52,0.61,0.5,0.57,0.58,0.42,0.59,0.54,0.6,0.5,0.46,0.52,0.48,0.42,0.51,0.37,0.38,0.34,0.45,0.34,0.38,0.43,0.37,0.46,0.37,0.47,0.33,0.34,0.35,0.32,0.34,0.34,0.32,0.34,0.34,0.47,0.27,0.4,0.32,0.0,0.28,0.26,0.34,0.31,0.28,0.22,0.27,0.24,0.3,0.29,0.24,0.19,0.21,0.26,0.24,0.2,0.17,0.24,0.22,0.23,0.25,0.17,0.25,0.22,0.25,0.2,0.23,0.11,0.2,0.21,0.23,0.2,0.21,0.21,0.17,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.14,0.16,0.16,0.15,0.17,0.15,0.25,0.16,0.2,0.2,0.0,0.15,0.14,0.16,0.19,0.15,0.17,0.16,0.11,0.14,0.16,0.16,0.13,0.14,0.17,0.0,0.18,0.14,0.15,0.11,0.0,0.17,0.13,0.16,0.11,0.14,0.14,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.14,0.13,0.0,0.0,0.13,0.1,0.0,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.13,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.13,0.0,0.1,0.2,0.0,0.0,0.0,0.11,0.12,0.78,0.28,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27
12/08/2021,6.67,6.42,3.93,1.91,2.23,2.1,1.33,2.07,2.32,1.57,1.06,1.24,0.86,1.13,0.57,0.72,0.86,0.91,0.69,0.87,0.86,0.83,0.72,0.0,0.67,0.78,0.61,0.61,0.64,0.7,0.49,0.54,0.65,0.52,0.61,0.5,0.57,0.58,0.42,0.59,0.54,0.6,0.5,0.46,0.52,0.48,0.42,0.51,0.37,0.38,0.34,0.45,0.34,0.38,0.43,0.37,0.46,0.37,0.47,0.33,0.34,0.35,0.32,0.34,0.34,0.32,0.34,0.34,0.47,0.27,0.4,0.32,0.0,0.28,0.26,0.34,0.31,0.28,0.22,0.27,0.24,0.3,0.29,0.24,0.19,0.21,0.26,0.24,0.2,0.17,0.24,0.22,0.23,0.25,0.17,0.25,0.22,0.25,0.2,0.23,0.11,0.2,0.21,0.23,0.2,0.21,0.21,0.17,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.14,0.16,0.16,0.15,0.17,0.15,0.25,0.16,0.2,0.2,0.0,0.15,0.14,0.16,0.19,0.15,0.17,0.16,0.11,0.14,0.16,0.16,0.13,0.14,0.17,0.0,0.18,0.14,0.15,0.11,0.0,0.17,0.13,0.16,0.11,0.14,0.14,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.14,0.13,0.0,0.0,0.13,0.1,0.0,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.13,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.13,0.0,0.1,0.2,0.0,0.0,0.0,0.11,0.12,0.78,0.28,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27
12/09/2021,6.67,6.42,3.93,1.91,2.23,2.1,1.33,2.07,2.32,1.57,1.06,1.24,0.86,1.13,0.57,0.72,0.86,0.91,0.69,0.87,0.86,0.83,0.72,0.0,0.67,0.78,0.61,0.61,0.64,0.7,0.49,0.54,0.65,0.52,0.61,0.5,0.57,0.58,0.42,0.59,0.54,0.6,0.5,0.46,0.52,0.48,0.42,0.51,0.37,0.38,0.34,0.45,0.34,0.38,0.43,0.37,0.46,0.37,0.47,0.33,0.34,0.35,0.32,0.34,0.34,0.32,0.34,0.34,0.47,0.27,0.4,0.32,0.0,0.28,0.26,0.34,0.31,0.28,0.22,0.27,0.24,0.3,0.29,0.24,0.19,0.21,0.26,0.24,0.2,0.17,0.24,0.22,0.23,0.25,0.17,0.25,0.22,0.25,0.2,0.23,0.11,0.2,0.21,0.23,0.2,0.21,0.21,0.17,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.14,0.16,0.16,0.15,0.17,0.15,0.25,0.16,0.2,0.2,0.0,0.15,0.14,0.16,0.19,0.15,0.17,0.16,0.11,0.14,0.16,0.16,0.13,0.14,0.17,0.0,0.18,0.14,0.15,0.11,0.0,0.17,0.13,0.16,0.11,0.14,0.14,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.14,0.13,0.0,0.0,0.13,0.1,0.0,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.13,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.13,0.0,0.1,0.2,0.0,0.0,0.0,0.11,0.12,0.78,0.28,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27
12/10/2021,6.67,6.42,3.93,1.91,2.23,2.1,1.33,2.07,2.32,1.57,1.06,1.24,0.86,1.13,0.57,0.72,0.86,0.91,0.69,0.87,0.86,0.83,0.72,0.0,0.67,0.78,0.61,0.61,0.64,0.7,0.49,0.54,0.65,0.52,0.61,0.5,0.57,0.58,0.42,0.59,0.54,0.6,0.5,0.46,0.52,0.48,0.42,0.51,0.37,0.38,0.34,0.45,0.34,0.38,0.43,0.37,0.46,0.37,0.47,0.33,0.34,0.35,0.32,0.34,0.34,0.32,0.34,0.34,0.47,0.27,0.4,0.32,0.0,0.28,0.26,0.34,0.31,0.28,0.22,0.27,0.24,0.3,0.29,0.24,0.19,0.21,0.26,0.24,0.2,0.17,0.24,0.22,0.23,0.25,0.17,0.25,0.22,0.25,0.2,0.23,0.11,0.2,0.21,0.23,0.2,0.21,0.21,0.17,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.14,0.16,0.16,0.15,0.17,0.15,0.25,0.16,0.2,0.2,0.0,0.15,0.14,0.16,0.19,0.15,0.17,0.16,0.11,0.14,0.16,0.16,0.13,0.14,0.17,0.0,0.18,0.14,0.15,0.11,0.0,0.17,0.13,0.16,0.11,0.14,0.14,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.14,0.13,0.0,0.0,0.13,0.1,0.0,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.13,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.13,0.0,0.1,0.2,0.0,0.0,0.0,0.11,0.12,0.78,0.28,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27
12/13/2021,6.67,6.42,3.93,1.91,2.23,2.1,1.33,2.07,2.32,1.57,1.06,1.24,0.86,1.13,0.57,0.72,0.86,0.91,0.69,0.87,0.86,0.83,0.72,0.0,0.67,0.78,0.61,0.61,0.64,0.7,0.49,0.54,0.65,0.52,0.61,0.5,0.57,0.58,0.42,0.59,0.54,0.6,0.5,0.46,0.52,0.48,0.42,0.51,0.37,0.38,0.34,0.45,0.34,0.38,0.43,0.37,0.46,0.37,0.47,0.33,0.34,0.35,0.32,0.34,0.34,0.32,0.34,0.34,0.47,0.27,0.4,0.32,0.0,0.28,0.26,0.34,0.31,0.28,0.22,0.27,0.24,0.3,0.29,0.24,0.19,0.21,0.26,0.24,0.2,0.17,0.24,0.22,0.23,0.25,0.17,0.25,0.22,0.25,0.2,0.23,0.11,0.2,0.21,0.23,0.2,0.21,0.21,0.17,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.14,0.16,0.16,0.15,0.17,0.15,0.25,0.16,0.2,0.2,0.0,0.15,0.14,0.16,0.19,0.15,0.17,0.16,0.11,0.14,0.16,0.16,0.13,0.14,0.17,0.0,0.18,0.14,0.15,0.11,0.0,0.17,0.13,0.16,0.11,0.14,0.14,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.14,0.13,0.0,0.0,0.13,0.1,0.0,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.13,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.13,0.0,0.1,0.2,0.0,0.0,0.0,0.11,0.12,0.78,0.28,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27
12/14/2021,6.67,6.42,3.93,1.91,2.23,2.1,1.33,2.07,2.32,1.57,1.06,1.24,0.86,1.13,0.57,0.72,0.86,0.91,0.69,0.87,0.86,0.83,0.72,0.0,0.67,0.78,0.61,0.61,0.64,0.7,0.49,0.54,0.65,0.52,0.61,0.5,0.57,0.58,0.42,0.59,0.54,0.6,0.5,0.46,0.52,0.48,0.42,0.51,0.37,0.38,0.34,0.45,0.34,0.38,0.43,0.37,0.46,0.37,0.47,0.33,0.34,0.35,0.32,0.34,0.34,0.32,0.34,0.34,0.47,0.27,0.4,0.32,0.0,0.28,0.26,0.34,0.31,0.28,0.22,0.27,0.24,0.3,0.29,0.24,0.19,0.21,0.26,0.24,0.2,0.17,0.24,0.22,0.23,0.25,0.17,0.25,0.22,0.25,0.2,0.23,0.11,0.2,0.21,0.23,0.2,0.21,0.21,0.17,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.14,0.16,0.16,0.15,0.17,0.15,0.25,0.16,0.2,0.2,0.0,0.15,0.14,0.16,0.19,0.15,0.17,0.16,0.11,0.14,0.16,0.16,0.13,0.14,0.17,0.0,0.18,0.14,0.15,0.11,0.0,0.17,0.13,0.16,0.11,0.14,0.14,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.14,0.13,0.0,0.0,0.13,0.1,0.0,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.13,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.13,0.0,0.1,0.2,0.0,0.0,0.0,0.11,0.12,0.78,0.28,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27
12/15/2021,6.67,6.42,3.93,1.91,2.23,2.1,1.33,2.07,2.32,1.57,1.06,1.24,0.86,1.13,0.57,0.72,0.86,0.91,0.69,0.87,0.86,0.83,0.72,0.0,0.67,0.78,0.61,0.61,0.64,0.7,0.49,0.54,0.65,0.52,0.61,0.5,0.57,0.58,0.42,0.59,0.54,0.6,0.5,0.46,0.52,0.48,0.42,0.51,0.37,0.38,0.34,0.45,0.34,0.38,0.43,0.37,0.46,0.37,0.47,0.33,0.34,0.35,0.32,0.34,0.34,0.32,0.34,0.34,0.47,0.27,0.4,0.32,0.0,0.28,0.26,0.34,0.31,0.28,0.22,0.27,0.24,0.3,0.29,0.24,0.19,0.21,0.26,0.24,0.2,0.17,0.24,0.22,0.23,0.25,0.17,0.25,0.22,0.25,0.2,0.23,0.11,0.2,0.21,0.23,0.2,0.21,0.21,0.17,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.14,0.16,0.16,0.15,0.17,0.15,0.25,0.16,0.2,0.2,0.0,0.15,0.14,0.16,0.19,0.15,0.17,0.16,0.11,0.14,0.16,0.16,0.13,0.14,0.17,0.0,0.18,0.14,0.15,0.11,0.0,0.17,0.13,0.16,0.11,0.14,0.14,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.14,0.13,0.0,0.0,0.13,0.1,0.0,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.13,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.13,0.0,0.1,0.2,0.0,0.0,0.0,0.11,0.12,0.78,0.28,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27
12/16/2021,6.67,6.42,3.93,1.91,2.23,2.1,1.33,2.07,2.32,1.57,1.06,1.24,0.86,1.13,0.57,0.72,0.86,0.91,0.69,0.87,0.86,0.83,0.72,0.0,0.67,0.78,0.61,0.61,0.64,0.7,0.49,0.54,0.65,0.52,0.61,0.5,0.57,0.58,0.42,0.59,0.54,0.6,0.5,0.46,0.52,0.48,0.42,0.51,0.37,0.38,0.34,0.45,0.34,0.38,0.43,0.37,0.46,0.37,0.47,0.33,0.34,0.35,0.32,0.34,0.34,0.32,0.34,0.34,0.47,0.27,0.4,0.32,0.0,0.28,0.26,0.34,0.31,0.28,0.22,0.27,0.24,0.3,0.29,0.24,0.19,0.21,0.26,0.24,0.2,0.17,0.24,0.22,0.23,0.25,0.17,0.25,0.22,0.25,0.2,0.23,0.11,0.2,0.21,0.23,0.2,0.21,0.21,0.17,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.14,0.16,0.16,0.15,0.17,0.15,0.25,0.16,0.2,0.2,0.0,0.15,0.14,0.16,0.19,0.15,0.17,0.16,0.11,0.14,0.16,0.16,0.13,0.14,0.17,0.0,0.18,0.14,0.15,0.11,0.0,0.17,0.13,0.16,0.11,0.14,0.14,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.14,0.13,0.0,0.0,0.13,0.1,0.0,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.13,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.13,0.0,0.1,0.2,0.0,0.0,0.0,0.11,0.12,0.78,0.28,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27
12/17/2021,6.67,6.42,3.93,1.91,2.23,2.1,1.33,2.07,2.32,1.57,1.06,1.24,0.86,1.13,0.57,0.72,0.86,0.91,0.69,0.87,0.86,0.83,0.72,0.0,0.67,0.78,0.61,0.61,0.64,0.7,0.49,0.54,0.65,0.52,0.61,0.5,0.57,0.58,0.42,0.59,0.54,0.6,0.5,0.46,0.52,0.48,0.42,0.51,0.37,0.38,0.34,0.45,0.34,0.38,0.43,0.37,0.46,0.37,0.47,0.33,0.34,0.35,0.32,0.34,0.34,0.32,0.34,0.34,0.47,0.27,0.4,0.32,0.0,0.28,0.26,0.34,0.31,0.28,0.22,0.27,0.24,0.3,0.29,0.24,0.19,0.21,0.26,0.24,0.2,0.17,0.24,0.22,0.23,0.25,0.17,0.25,0.22,0.25,0.2,0.23,0.11,0.2,0.21,0.23,0.2,0.21,0.21,0.17,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.14,0.16,0.16,0.15,0.17,0.15,0.25,0.16,0.2,0.2,0.0,0.15,0.14,0.16,0.19,0.15,0.17,0.16,0.11,0.14,0.16,0.16,0.13,0.14,0.17,0.0,0.18,0.14,0.15,0.11,0.0,0.17,0.13,0.16,0.11,0.14,0.14,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.14,0.13,0.0,0.0,0.13,0.1,0.0,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.13,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.13,0.0,0.1,0.2,0.0,0.0,0.0,0.11,0.12,0.78,0.28,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27
12/20/2021,6.67,6.42,3.93,1.91,2.23,2.1,1.33,2.07,2.32,1.57,1.06,1.24,0.86,1.13,0.57,0.72,0.86,0.91,0.69,0.87,0.86,0.83,0.72,0.0,0.67,0.78,0.61,0.61,0.64,0.7,0.49,0.54,0.65,0.52,0.61,0.5,0.57,0.58,0.42,0.59,0.54,0.6,0.5,0.46,0.52,0.48,0.42,0.51,0.37,0.38,0.34,0.45,0.34,0.38,0.43,0.37,0.46,0.37,0.47,0.33,0.34,0.35,0.32,0.34,0.34,0.32,0.34,0.34,0.47,0.27,0.4,0.32,0.0,0.28,0.26,0.34,0.31,0.28,0.22,0.27,0.24,0.3,0.29,0.24,0.19,0.21,0.26,0.24,0.2,0.17,0.24,0.22,0.23,0.25,0.17,0.25,0.22,0.25,0.2,0.23,0.11,0.2,0.21,0.23,0.2,0.21,0.21,0.17,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.14,0.16,0.16,0.15,0.17,0.15,0.25,0.16,0.2,0.2,0.0,0.15,0.14,0.16,0.19,0.15,0.17,0.16,0.11,0.14,0.16,0.16,0.13,0.14,0.17,0.0,0.18,0.14,0.15,0.11,0.0,0.17,0.13,0.16,0.11,0.14,0.14,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.14,0.13,0.0,0.0,0.13,0.1,0.0,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.13,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.13,0.0,0.1,0.2,0.0,0.0,0.0,0.11,0.12,0.78,0.28,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27
