,INTC,AMAT,TGT,ANTM,AAPL,RIO.L,MU,939.HK,FDX,GM,INFY.NS,TXN,BHP.L,2317.TW,HUM,PGR,BIIB,MSFT,JCI,NXPI,EBAY,A,TROW,TEL,SNPS,CARR,EA,STLA.MI,ALL,ALXN,CDNS,HPQ,CTSH,RMD,9432.T,MNST,MTD,CMI,CTVA,1398.HK,6702.T,AD.AS,RIO.AX,ADM,SWKS,DHI,CSCO,CSU.TO,HCA,EPAM,ZBRA,FAST,FMG.AX,WST,MXIM,KEYS,GNRC,YUMC,PHIA.AS,WKL.AS,3988.HK,NUE,KR,MG.TO,STT,2303.TW,KSU,ML.PA,BBY,LH,2313.HK,ODFL,URI,CERN,BT.A.L,005490.KS,QRVO,WAT,HIG,IP,DOV,GIB.A.TO,GWW,TER,TSCO,TSN,GRMN,LOGN.SW,HZNP,7010.SR,000270.KS,EXPD,KNIN.SW,COO,2688.HK,2331.HK,1.HK,WPM.TO,POOL,ORA.PA,ALLY,AKAM,STX,HPE,MKTX,NVR,HFG.DE,RF,IEX,CINF,HOLX,PAH3.DE,STE,LB,ASM.AS,NTAP,DGX,MPWR,USD,TECH,CE,1113.HK,TXT,BIO,066570.KS,ON,RJF,6701.T,HRL,EMN,5802.T,6098.HK,ABMD,SJM,CGNX,BNR.DE,MOH,PHM,4578.T,1928.T,HCLTECH.NS,WHR,NN.AS,CTXS,AAP,SNPMF,MAS,WSP.TO,LKQ,PNDORA.CO,PKG,FBHS,JBHT,4151.T,288.HK,AMZN,UHR.SW,STLD,NDSN,MHK,UHS,CHRW,4183.T,FFIV,3034.TW,2333.HK,PNR,RHI,HSIC,2382.TW,BSY,JKHY,5201.T,SNA,JAZZ,BWA,OC,G24.DE,1093.HK,JNPR,BRO,SAM,DRREDDY.NS,NWSA,KGF.L,LII,6988.T,MAERSKA.CO,2357.TW,IVZ,VOW.,NRG,BOL.ST,TRI.TO,009150.KS,IMP.JO,5938.T,RAND.AS,017670.KS,LEA,HKD,REA.AX,KPN.AS,TW,MRW.L,7272.T,DISCK,FNF,9101.T,XTSLA,033780.KS,WIPRO.NS,VIPS,AQE.,KINV B.ST,ANSGR.IS,WU,SOF.BR,L.TO,BG,PSON.L,ROL,AOS,TECHM.NS,ALV,BBWI WI,968.HK,DVA,GL,NHY.OL,6923.T,BSL.AX,NWL,INR,TWD,KRW,GBP,2338.HK,3291.T,5332.T,1919.HK,8355.T,n/a,2020.SR,SUM
08/11/2021,2.22,1.98,1.98,1.4,1.47,1.42,1.37,0.98,1.04,1.05,1.17,0.98,0.99,0.84,0.83,0.85,0.83,0.84,0.82,0.8,0.68,0.73,0.7,0.72,0.67,0.74,0.59,0.64,0.6,0.0,0.64,0.54,0.59,0.6,0.53,0.58,0.55,0.5,0.51,0.46,0.49,0.51,0.5,0.49,0.49,0.5,0.52,0.51,0.54,0.56,0.47,0.47,0.43,0.51,0.43,0.48,0.43,0.39,0.39,0.48,0.41,0.46,0.45,0.37,0.43,0.47,0.38,0.46,0.4,0.43,0.36,0.4,0.38,0.36,0.32,0.34,0.35,0.39,0.36,0.32,0.36,0.32,0.32,0.32,0.33,0.31,0.35,0.27,0.34,0.33,0.3,0.3,0.29,0.3,0.33,0.28,0.27,0.29,0.3,0.28,0.29,0.27,0.3,0.28,0.28,0.27,0.23,0.27,0.27,0.26,0.29,0.26,0.26,0.0,0.29,0.26,0.28,0.36,0.0,0.28,0.26,0.24,0.26,0.27,0.21,0.27,0.23,0.23,0.22,0.23,0.21,0.17,0.23,0.22,0.23,0.24,0.23,0.21,0.24,0.2,0.23,0.21,0.22,0.18,0.2,0.19,0.22,0.21,0.22,0.18,0.2,0.2,0.2,0.16,0.17,0.17,0.19,0.2,0.19,0.19,0.18,0.18,0.17,0.2,0.19,0.24,0.19,0.19,0.17,0.0,0.16,0.18,0.18,0.16,0.0,0.15,0.15,0.16,0.16,0.16,0.16,0.0,0.0,0.14,0.0,0.0,0.18,0.0,0.0,0.0,0.16,0.17,0.15,0.15,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.0,0.0,0.2,0.19,0.0,0.0,0.15,0.0,0.14,0.15,0.0,0.14,0.15,0.15,0.0,0.0,0.14,0.0,0.16,0.0,0.23,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.71
08/13/2021,2.22,1.91,2.01,1.39,1.46,1.44,1.26,0.99,1.02,1.03,1.18,0.96,1.0,0.81,0.82,0.84,0.82,0.83,0.83,0.81,0.7,0.73,0.71,0.73,0.66,0.74,0.59,0.64,0.61,0.0,0.64,0.55,0.59,0.6,0.54,0.59,0.55,0.51,0.52,0.46,0.49,0.52,0.49,0.5,0.49,0.5,0.51,0.5,0.52,0.57,0.47,0.47,0.42,0.51,0.43,0.47,0.44,0.39,0.39,0.48,0.42,0.52,0.46,0.38,0.44,0.45,0.41,0.46,0.4,0.44,0.36,0.4,0.39,0.35,0.32,0.34,0.34,0.39,0.37,0.33,0.37,0.32,0.32,0.31,0.34,0.34,0.35,0.27,0.34,0.33,0.29,0.29,0.29,0.3,0.34,0.29,0.27,0.27,0.3,0.28,0.3,0.27,0.3,0.28,0.27,0.27,0.26,0.27,0.27,0.26,0.3,0.25,0.26,0.0,0.29,0.26,0.29,0.36,0.0,0.27,0.27,0.23,0.27,0.28,0.21,0.26,0.24,0.22,0.22,0.23,0.21,0.17,0.22,0.22,0.23,0.24,0.22,0.21,0.25,0.2,0.23,0.21,0.22,0.18,0.21,0.19,0.22,0.21,0.22,0.19,0.21,0.2,0.2,0.17,0.17,0.17,0.19,0.22,0.18,0.19,0.18,0.17,0.17,0.19,0.18,0.23,0.19,0.19,0.17,0.0,0.17,0.18,0.17,0.16,0.0,0.16,0.16,0.15,0.17,0.16,0.16,0.0,0.0,0.14,0.0,0.0,0.17,0.14,0.0,0.15,0.16,0.17,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.14,0.14,0.2,0.19,0.17,0.0,0.16,0.0,0.15,0.15,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.78
08/16/2021,2.19,1.78,1.98,1.35,1.49,1.31,1.17,1.01,1.03,1.03,1.19,0.95,0.99,0.81,0.8,0.84,0.83,0.84,0.83,0.81,0.71,0.74,0.7,0.74,0.67,0.73,0.6,0.66,0.61,0.0,0.65,0.56,0.62,0.6,0.54,0.58,0.55,0.52,0.52,0.47,0.5,0.54,0.46,0.5,0.48,0.51,0.53,0.51,0.52,0.56,0.47,0.47,0.42,0.51,0.42,0.47,0.44,0.39,0.39,0.49,0.42,0.55,0.46,0.38,0.44,0.45,0.41,0.46,0.41,0.44,0.34,0.4,0.41,0.35,0.33,0.33,0.33,0.4,0.37,0.33,0.37,0.32,0.32,0.3,0.34,0.34,0.35,0.27,0.34,0.33,0.29,0.29,0.3,0.32,0.34,0.29,0.27,0.28,0.3,0.28,0.3,0.27,0.3,0.29,0.26,0.27,0.25,0.28,0.27,0.27,0.29,0.26,0.26,0.0,0.28,0.26,0.28,0.36,0.0,0.26,0.27,0.23,0.27,0.28,0.2,0.26,0.24,0.22,0.21,0.24,0.21,0.18,0.22,0.22,0.22,0.23,0.21,0.22,0.25,0.21,0.24,0.22,0.23,0.19,0.21,0.2,0.23,0.22,0.22,0.18,0.21,0.21,0.21,0.16,0.17,0.17,0.18,0.23,0.19,0.2,0.18,0.17,0.18,0.19,0.18,0.23,0.19,0.2,0.16,0.0,0.16,0.18,0.18,0.17,0.0,0.16,0.16,0.15,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.15,0.17,0.17,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.2,0.2,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.14,0.18,0.0,0.23,0.0,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.66
08/17/2021,2.19,1.79,1.98,1.35,1.49,1.32,1.17,1.01,1.03,1.01,1.2,0.95,1.0,0.81,0.81,0.83,0.83,0.85,0.83,0.81,0.76,0.74,0.7,0.73,0.67,0.73,0.6,0.66,0.61,0.0,0.65,0.53,0.62,0.6,0.55,0.58,0.56,0.52,0.52,0.46,0.5,0.54,0.46,0.51,0.48,0.51,0.53,0.51,0.52,0.57,0.47,0.47,0.41,0.52,0.42,0.47,0.43,0.39,0.39,0.49,0.42,0.56,0.46,0.38,0.43,0.43,0.41,0.47,0.39,0.44,0.35,0.41,0.4,0.35,0.33,0.33,0.33,0.4,0.37,0.32,0.36,0.32,0.32,0.3,0.34,0.35,0.36,0.27,0.34,0.33,0.29,0.3,0.3,0.32,0.35,0.29,0.27,0.29,0.3,0.28,0.3,0.27,0.29,0.28,0.26,0.27,0.25,0.27,0.27,0.26,0.29,0.25,0.26,0.0,0.28,0.26,0.28,0.36,0.0,0.27,0.27,0.23,0.27,0.28,0.2,0.26,0.24,0.22,0.22,0.23,0.22,0.17,0.22,0.23,0.22,0.24,0.21,0.22,0.25,0.21,0.24,0.22,0.23,0.18,0.2,0.19,0.23,0.22,0.21,0.19,0.21,0.21,0.21,0.16,0.17,0.17,0.18,0.23,0.19,0.19,0.18,0.18,0.18,0.19,0.17,0.23,0.19,0.2,0.16,0.14,0.17,0.18,0.18,0.17,0.0,0.15,0.15,0.15,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.0,0.17,0.17,0.15,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.0,0.0,0.2,0.2,0.0,0.0,0.16,0.0,0.14,0.0,0.0,0.14,0.14,0.15,0.0,0.0,0.0,0.14,0.18,0.0,0.22,0.0,0.0,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.63
08/18/2021,2.19,1.79,1.98,1.35,1.49,1.32,1.17,1.01,1.03,1.01,1.2,0.95,1.0,0.81,0.81,0.83,0.83,0.85,0.83,0.81,0.76,0.74,0.7,0.73,0.67,0.73,0.6,0.66,0.61,0.0,0.65,0.53,0.62,0.6,0.55,0.58,0.56,0.52,0.52,0.46,0.5,0.54,0.46,0.51,0.48,0.51,0.53,0.51,0.52,0.57,0.47,0.47,0.41,0.52,0.42,0.47,0.43,0.39,0.39,0.49,0.42,0.56,0.46,0.38,0.43,0.43,0.41,0.47,0.39,0.44,0.35,0.41,0.4,0.35,0.33,0.33,0.33,0.4,0.37,0.32,0.36,0.32,0.32,0.3,0.34,0.35,0.36,0.27,0.34,0.33,0.29,0.3,0.3,0.32,0.35,0.29,0.27,0.29,0.3,0.28,0.3,0.27,0.29,0.28,0.26,0.27,0.25,0.27,0.27,0.26,0.29,0.25,0.26,0.0,0.28,0.26,0.28,0.36,0.0,0.27,0.27,0.23,0.27,0.28,0.2,0.26,0.24,0.22,0.22,0.23,0.22,0.17,0.22,0.23,0.22,0.24,0.21,0.22,0.25,0.21,0.24,0.22,0.23,0.18,0.2,0.19,0.23,0.22,0.21,0.19,0.21,0.21,0.21,0.16,0.17,0.17,0.18,0.23,0.19,0.19,0.18,0.18,0.18,0.19,0.17,0.23,0.19,0.2,0.16,0.0,0.17,0.18,0.18,0.17,0.0,0.15,0.15,0.15,0.17,0.16,0.16,0.0,0.0,0.0,0.14,0.14,0.17,0.15,0.0,0.14,0.17,0.17,0.15,0.15,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.0,0.0,0.2,0.2,0.0,0.0,0.16,0.0,0.14,0.14,0.0,0.0,0.14,0.15,0.14,0.0,0.0,0.0,0.18,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.63
08/19/2021,2.19,1.81,1.99,1.38,1.51,1.29,1.17,1.01,1.05,1.0,1.2,0.95,0.98,0.8,0.81,0.84,0.84,0.85,0.83,0.8,0.77,0.75,0.7,0.74,0.67,0.74,0.6,0.65,0.62,0.0,0.64,0.54,0.62,0.61,0.55,0.58,0.56,0.52,0.51,0.47,0.5,0.54,0.45,0.51,0.48,0.51,0.53,0.51,0.52,0.58,0.47,0.47,0.4,0.53,0.42,0.47,0.42,0.38,0.38,0.49,0.41,0.55,0.46,0.38,0.43,0.42,0.41,0.47,0.4,0.44,0.35,0.41,0.4,0.36,0.32,0.33,0.33,0.4,0.37,0.33,0.37,0.31,0.32,0.3,0.35,0.35,0.36,0.27,0.34,0.32,0.29,0.3,0.3,0.32,0.35,0.3,0.27,0.28,0.31,0.28,0.3,0.27,0.3,0.28,0.27,0.27,0.26,0.27,0.27,0.27,0.29,0.25,0.26,0.0,0.28,0.25,0.29,0.36,0.0,0.27,0.26,0.23,0.27,0.28,0.2,0.26,0.24,0.22,0.22,0.23,0.21,0.17,0.22,0.23,0.22,0.24,0.21,0.22,0.25,0.2,0.25,0.22,0.22,0.18,0.21,0.2,0.23,0.22,0.21,0.19,0.21,0.21,0.21,0.16,0.18,0.17,0.18,0.23,0.19,0.19,0.18,0.18,0.18,0.19,0.17,0.22,0.2,0.2,0.17,0.14,0.16,0.18,0.18,0.17,0.0,0.15,0.16,0.15,0.17,0.16,0.16,0.0,0.0,0.0,0.14,0.14,0.17,0.0,0.0,0.15,0.16,0.16,0.15,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.2,0.21,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.23,0.0,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.73
08/20/2021,2.18,1.79,1.94,1.41,1.51,1.28,1.18,1.02,1.05,0.96,1.23,0.95,1.02,0.8,0.82,0.84,0.86,0.86,0.84,0.79,0.76,0.76,0.7,0.73,0.67,0.72,0.61,0.64,0.62,0.0,0.64,0.53,0.62,0.62,0.54,0.58,0.57,0.52,0.52,0.47,0.49,0.55,0.44,0.5,0.48,0.5,0.53,0.52,0.53,0.58,0.47,0.47,0.4,0.53,0.43,0.47,0.41,0.38,0.39,0.49,0.42,0.53,0.49,0.37,0.42,0.42,0.41,0.47,0.39,0.45,0.36,0.41,0.4,0.36,0.32,0.32,0.33,0.4,0.37,0.33,0.37,0.32,0.32,0.3,0.34,0.35,0.36,0.27,0.34,0.33,0.28,0.3,0.32,0.32,0.33,0.3,0.27,0.29,0.3,0.28,0.29,0.27,0.3,0.28,0.27,0.27,0.26,0.27,0.27,0.27,0.3,0.24,0.27,0.0,0.28,0.25,0.29,0.35,0.0,0.27,0.26,0.23,0.26,0.29,0.2,0.25,0.23,0.22,0.22,0.23,0.21,0.17,0.22,0.23,0.22,0.24,0.22,0.21,0.26,0.21,0.25,0.21,0.22,0.19,0.21,0.19,0.22,0.22,0.21,0.19,0.21,0.2,0.21,0.16,0.18,0.17,0.18,0.22,0.19,0.19,0.18,0.18,0.18,0.19,0.16,0.21,0.19,0.2,0.17,0.14,0.16,0.19,0.18,0.17,0.0,0.15,0.15,0.15,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.0,0.16,0.17,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.0,0.0,0.2,0.21,0.0,0.0,0.16,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.14,0.0,0.18,0.0,0.22,0.0,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.68
08/23/2021,2.19,1.82,1.89,1.41,1.5,1.22,1.19,1.04,1.02,0.95,1.21,0.95,0.94,0.78,0.83,0.85,0.84,0.88,0.85,0.78,0.77,0.8,0.71,0.72,0.74,0.74,0.62,0.63,0.62,0.0,0.66,0.52,0.62,0.63,0.55,0.59,0.57,0.51,0.49,0.47,0.48,0.56,0.41,0.49,0.48,0.5,0.55,0.52,0.54,0.59,0.48,0.48,0.37,0.54,0.44,0.48,0.41,0.38,0.39,0.49,0.42,0.53,0.5,0.35,0.42,0.42,0.42,0.46,0.39,0.45,0.38,0.41,0.39,0.36,0.31,0.31,0.32,0.41,0.37,0.33,0.37,0.32,0.32,0.3,0.35,0.35,0.36,0.26,0.34,0.32,0.27,0.3,0.32,0.33,0.34,0.32,0.27,0.28,0.31,0.28,0.29,0.27,0.29,0.28,0.27,0.27,0.29,0.27,0.27,0.27,0.3,0.23,0.26,0.0,0.28,0.25,0.3,0.37,0.31,0.28,0.26,0.24,0.26,0.29,0.2,0.25,0.23,0.22,0.22,0.23,0.21,0.16,0.23,0.23,0.23,0.24,0.23,0.21,0.26,0.21,0.25,0.21,0.22,0.19,0.21,0.19,0.22,0.22,0.22,0.18,0.21,0.2,0.21,0.17,0.15,0.17,0.16,0.22,0.19,0.19,0.18,0.17,0.18,0.19,0.16,0.22,0.19,0.2,0.17,0.0,0.17,0.19,0.18,0.16,0.0,0.15,0.15,0.15,0.17,0.17,0.17,0.0,0.0,0.0,0.14,0.14,0.17,0.15,0.0,0.14,0.16,0.17,0.14,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.0,0.0,0.21,0.19,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.18,0.0,0.25,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.88
08/24/2021,2.17,1.79,1.95,1.42,1.51,1.22,1.19,1.03,1.01,0.94,1.24,0.95,0.94,0.79,0.83,0.86,0.85,0.9,0.85,0.79,0.77,0.8,0.72,0.73,0.74,0.74,0.61,0.62,0.62,0.0,0.68,0.53,0.63,0.63,0.55,0.58,0.57,0.51,0.48,0.47,0.48,0.57,0.4,0.49,0.48,0.51,0.56,0.53,0.54,0.6,0.48,0.48,0.37,0.55,0.44,0.49,0.42,0.38,0.39,0.49,0.42,0.52,0.51,0.35,0.42,0.42,0.41,0.46,0.4,0.45,0.37,0.42,0.38,0.36,0.32,0.3,0.33,0.4,0.37,0.33,0.37,0.32,0.32,0.29,0.36,0.35,0.37,0.27,0.34,0.32,0.27,0.3,0.31,0.33,0.33,0.3,0.27,0.28,0.31,0.29,0.29,0.27,0.3,0.28,0.28,0.27,0.29,0.27,0.27,0.27,0.3,0.23,0.26,0.0,0.29,0.26,0.3,0.38,0.18,0.28,0.26,0.23,0.26,0.29,0.2,0.25,0.24,0.21,0.22,0.23,0.2,0.15,0.24,0.23,0.23,0.24,0.23,0.21,0.26,0.21,0.25,0.21,0.22,0.19,0.21,0.19,0.22,0.23,0.22,0.19,0.22,0.2,0.21,0.17,0.16,0.17,0.16,0.22,0.19,0.19,0.19,0.17,0.17,0.19,0.16,0.22,0.2,0.2,0.17,0.0,0.17,0.19,0.17,0.16,0.0,0.15,0.15,0.15,0.16,0.17,0.17,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.14,0.16,0.17,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.0,0.0,0.21,0.18,0.0,0.0,0.16,0.0,0.14,0.14,0.0,0.0,0.14,0.15,0.14,0.0,0.0,0.0,0.18,0.0,0.25,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.94
08/25/2021,2.17,1.79,1.95,1.42,1.51,1.22,1.19,1.03,1.01,0.94,1.24,0.95,0.94,0.79,0.83,0.86,0.85,0.9,0.85,0.79,0.77,0.8,0.72,0.73,0.74,0.74,0.61,0.62,0.62,0.0,0.68,0.53,0.63,0.63,0.55,0.58,0.57,0.51,0.48,0.47,0.48,0.57,0.4,0.49,0.48,0.51,0.56,0.53,0.54,0.6,0.48,0.48,0.37,0.55,0.44,0.49,0.42,0.38,0.39,0.49,0.42,0.52,0.51,0.35,0.42,0.42,0.41,0.46,0.4,0.45,0.37,0.42,0.38,0.36,0.32,0.3,0.33,0.4,0.37,0.33,0.37,0.32,0.32,0.29,0.36,0.35,0.37,0.27,0.34,0.32,0.27,0.3,0.31,0.33,0.33,0.3,0.27,0.28,0.31,0.29,0.29,0.27,0.3,0.28,0.28,0.27,0.29,0.27,0.27,0.27,0.3,0.23,0.26,0.0,0.29,0.26,0.3,0.38,0.18,0.28,0.26,0.23,0.26,0.29,0.2,0.25,0.24,0.21,0.22,0.23,0.2,0.15,0.24,0.23,0.23,0.24,0.23,0.21,0.26,0.21,0.25,0.21,0.22,0.19,0.21,0.19,0.22,0.23,0.22,0.19,0.22,0.2,0.21,0.17,0.16,0.17,0.16,0.22,0.19,0.19,0.19,0.17,0.17,0.19,0.16,0.22,0.2,0.2,0.17,0.0,0.17,0.19,0.17,0.16,0.0,0.15,0.15,0.15,0.16,0.17,0.17,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.14,0.16,0.17,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.0,0.0,0.21,0.18,0.0,0.0,0.16,0.0,0.14,0.14,0.0,0.0,0.14,0.15,0.14,0.0,0.0,0.0,0.18,0.0,0.25,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.94
08/26/2021,2.2,1.83,1.93,1.4,1.51,1.22,1.2,1.03,1.01,0.92,1.23,0.95,0.95,0.8,0.82,0.85,0.85,0.89,0.85,0.8,0.76,0.8,0.71,0.73,0.74,0.73,0.62,0.62,0.63,0.0,0.68,0.53,0.63,0.63,0.55,0.58,0.56,0.52,0.48,0.47,0.49,0.56,0.4,0.49,0.48,0.5,0.56,0.53,0.54,0.59,0.48,0.48,0.36,0.54,0.46,0.49,0.43,0.38,0.4,0.49,0.42,0.53,0.5,0.35,0.42,0.44,0.41,0.46,0.39,0.44,0.37,0.42,0.39,0.35,0.31,0.3,0.33,0.4,0.37,0.32,0.37,0.31,0.32,0.3,0.35,0.35,0.37,0.27,0.35,0.31,0.27,0.3,0.32,0.33,0.33,0.32,0.27,0.29,0.3,0.28,0.29,0.27,0.3,0.28,0.27,0.27,0.29,0.27,0.27,0.27,0.3,0.23,0.26,0.0,0.29,0.25,0.29,0.38,0.0,0.28,0.26,0.23,0.26,0.29,0.19,0.25,0.24,0.22,0.22,0.23,0.2,0.16,0.24,0.22,0.23,0.24,0.22,0.21,0.26,0.2,0.26,0.21,0.22,0.19,0.21,0.19,0.22,0.22,0.22,0.18,0.22,0.2,0.21,0.17,0.16,0.17,0.16,0.22,0.19,0.19,0.18,0.17,0.17,0.19,0.16,0.22,0.19,0.2,0.17,0.0,0.17,0.18,0.18,0.16,0.0,0.0,0.15,0.15,0.16,0.17,0.17,0.0,0.0,0.0,0.14,0.14,0.17,0.0,0.0,0.0,0.15,0.17,0.14,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.0,0.14,0.2,0.18,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.15,0.14,0.0,0.14,0.0,0.18,0.0,0.25,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.79
08/27/2021,2.21,1.82,1.9,1.39,1.5,1.26,1.2,1.02,1.0,0.94,1.21,0.95,0.96,0.81,0.81,0.84,0.85,0.88,0.85,0.81,0.75,0.8,0.71,0.73,0.74,0.74,0.62,0.62,0.62,0.0,0.68,0.53,0.63,0.62,0.55,0.57,0.56,0.52,0.48,0.46,0.5,0.56,0.41,0.49,0.48,0.5,0.56,0.53,0.53,0.59,0.48,0.47,0.36,0.53,0.44,0.5,0.44,0.39,0.4,0.49,0.41,0.54,0.49,0.36,0.43,0.43,0.41,0.45,0.42,0.44,0.34,0.42,0.39,0.35,0.31,0.31,0.33,0.4,0.37,0.32,0.37,0.31,0.31,0.3,0.34,0.34,0.37,0.27,0.35,0.32,0.28,0.29,0.32,0.33,0.28,0.32,0.26,0.29,0.3,0.28,0.29,0.27,0.28,0.28,0.27,0.27,0.29,0.28,0.27,0.27,0.3,0.24,0.26,0.0,0.29,0.25,0.29,0.38,0.0,0.28,0.26,0.23,0.26,0.29,0.19,0.26,0.24,0.22,0.21,0.23,0.2,0.16,0.24,0.22,0.23,0.24,0.23,0.21,0.26,0.2,0.25,0.21,0.22,0.19,0.21,0.19,0.22,0.22,0.22,0.18,0.22,0.2,0.21,0.17,0.16,0.17,0.16,0.23,0.19,0.19,0.18,0.17,0.17,0.19,0.15,0.22,0.19,0.2,0.17,0.0,0.17,0.18,0.18,0.16,0.0,0.15,0.15,0.15,0.16,0.17,0.16,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.15,0.16,0.17,0.0,0.15,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.0,0.14,0.2,0.19,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.15,0.14,0.0,0.14,0.0,0.19,0.0,0.25,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.67
