,INTC,AMAT,TGT,ANTM,AAPL,RIO.L,MU,939.HK,FDX,GM,INFY.NS,TXN,BHP.L,2317.TW,HUM,PGR,BIIB,MSFT,JCI,NXPI,EBAY,A,TROW,TEL,SNPS,CARR,EA,STLA.MI,ALL,ALXN,CDNS,HPQ,CTSH,RMD,9432.T,MNST,MTD,CMI,CTVA,1398.HK,6702.T,AD.AS,RIO.AX,ADM,SWKS,DHI,CSCO,CSU.TO,HCA,EPAM,ZBRA,FAST,FMG.AX,WST,MXIM,KEYS,GNRC,YUMC,PHIA.AS,WKL.AS,3988.HK,NUE,KR,MG.TO,STT,2303.TW,KSU,ML.PA,BBY,LH,2313.HK,ODFL,URI,CERN,BT.A.L,005490.KS,QRVO,WAT,HIG,IP,DOV,GIB.A.TO,GWW,TER,TSCO,TSN,GRMN,LOGN.SW,HZNP,7010.SR,000270.KS,EXPD,KNIN.SW,COO,2688.HK,2331.HK,1.HK,WPM.TO,POOL,ORA.PA,ALLY,AKAM,STX,HPE,MKTX,NVR,HFG.DE,RF,IEX,CINF,HOLX,PAH3.DE,STE,LB,ASM.AS,NTAP,DGX,MPWR,USD,TECH,CE,1113.HK,TXT,BIO,066570.KS,ON,RJF,6701.T,HRL,EMN,5802.T,6098.HK,ABMD,SJM,CGNX,BNR.DE,MOH,PHM,4578.T,1928.T,HCLTECH.NS,WHR,NN.AS,CTXS,AAP,SNPMF,MAS,WSP.TO,LKQ,PNDORA.CO,PKG,FBHS,JBHT,4151.T,288.HK,AMZN,UHR.SW,STLD,NDSN,MHK,UHS,CHRW,4183.T,FFIV,3034.TW,2333.HK,PNR,RHI,HSIC,2382.TW,BSY,JKHY,5201.T,SNA,JAZZ,BWA,OC,G24.DE,1093.HK,JNPR,BRO,SAM,DRREDDY.NS,NWSA,KGF.L,LII,6988.T,MAERSKA.CO,2357.TW,IVZ,VOW.,NRG,BOL.ST,TRI.TO,009150.KS,IMP.JO,5938.T,RAND.AS,017670.KS,LEA,HKD,REA.AX,KPN.AS,TW,MRW.L,7272.T,DISCK,FNF,9101.T,XTSLA,033780.KS,WIPRO.NS,VIPS,AQE.,KINV B.ST,ANSGR.IS,WU,SOF.BR,L.TO,BG,PSON.L,ROL,AOS,TECHM.NS,ALV,BBWI WI,968.HK,DVA,GL,NHY.OL,6923.T,BSL.AX,NWL,INR,TWD,KRW,GBP,2338.HK,3291.T,5332.T,1919.HK,8355.T,n/a,2020.SR,SUM
09/15/2021,2.21,1.9,1.85,1.31,1.48,1.22,1.25,1.03,0.96,0.96,1.19,0.95,0.89,0.8,0.79,0.8,0.7,0.85,0.85,0.83,0.74,0.82,0.7,0.7,0.75,0.73,0.62,0.6,0.6,0.0,0.71,0.51,0.61,0.64,0.62,0.56,0.58,0.51,0.49,0.47,0.62,0.54,0.4,0.48,0.47,0.47,0.55,0.54,0.54,0.58,0.48,0.46,0.34,0.54,0.0,0.51,0.47,0.43,0.41,0.49,0.43,0.5,0.45,0.35,0.43,0.51,0.39,0.44,0.38,0.43,0.35,0.42,0.39,0.33,0.29,0.35,0.31,0.41,0.37,0.32,0.37,0.32,0.3,0.31,0.36,0.32,0.36,0.25,0.34,0.32,0.28,0.32,0.33,0.33,0.3,0.36,0.26,0.29,0.31,0.27,0.28,0.27,0.27,0.27,0.25,0.26,0.28,0.26,0.26,0.25,0.31,0.24,0.26,0.0,0.33,0.29,0.3,0.38,0.0,0.29,0.25,0.22,0.25,0.3,0.19,0.28,0.23,0.26,0.2,0.22,0.0,0.19,0.24,0.21,0.23,0.24,0.21,0.19,0.27,0.22,0.26,0.2,0.22,0.2,0.2,0.2,0.21,0.22,0.22,0.18,0.22,0.19,0.21,0.19,0.16,0.18,0.17,0.21,0.2,0.17,0.17,0.17,0.18,0.19,0.17,0.22,0.19,0.2,0.17,0.0,0.18,0.17,0.22,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.21,0.15,0.14,0.0,0.15,0.17,0.14,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.19,0.26,0.0,0.0,0.17,0.0,0.16,0.14,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.14,0.18,0.0,0.23,0.15,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.14,0.14,0.0,0.0,0.0,79.27999999999999
09/16/2021,2.25,1.94,1.84,1.35,1.49,1.23,1.26,1.04,0.97,0.99,1.19,0.97,0.89,0.79,0.8,0.81,0.7,0.86,0.85,0.84,0.74,0.8,0.7,0.7,0.75,0.72,0.62,0.6,0.6,0.0,0.7,0.52,0.61,0.63,0.61,0.56,0.56,0.51,0.49,0.47,0.62,0.54,0.4,0.49,0.48,0.46,0.55,0.53,0.55,0.57,0.48,0.45,0.34,0.52,0.0,0.5,0.45,0.43,0.4,0.49,0.43,0.48,0.46,0.35,0.43,0.5,0.39,0.44,0.39,0.43,0.34,0.42,0.39,0.33,0.29,0.36,0.32,0.39,0.38,0.32,0.36,0.32,0.3,0.32,0.35,0.33,0.36,0.24,0.34,0.32,0.28,0.33,0.32,0.32,0.3,0.34,0.26,0.28,0.3,0.27,0.29,0.27,0.27,0.27,0.24,0.26,0.27,0.26,0.25,0.26,0.3,0.24,0.26,0.0,0.33,0.29,0.29,0.38,0.0,0.28,0.25,0.23,0.26,0.29,0.19,0.29,0.23,0.26,0.2,0.22,0.0,0.18,0.24,0.21,0.23,0.23,0.22,0.19,0.27,0.22,0.26,0.2,0.22,0.2,0.2,0.21,0.22,0.22,0.22,0.18,0.22,0.2,0.2,0.19,0.16,0.18,0.16,0.2,0.2,0.18,0.18,0.17,0.19,0.19,0.17,0.21,0.18,0.2,0.17,0.0,0.18,0.17,0.22,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.14,0.15,0.16,0.17,0.14,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.19,0.26,0.0,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.14,0.14,0.18,0.0,0.23,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.14,0.14,0.0,0.0,0.0,79.28999999999999
09/17/2021,2.25,1.96,1.84,1.35,1.48,1.21,1.25,1.02,0.95,0.99,1.19,0.98,0.87,0.8,0.79,0.81,0.69,0.87,0.85,0.83,0.73,0.8,0.69,0.7,0.76,0.72,0.62,0.61,0.6,0.0,0.7,0.5,0.61,0.64,0.62,0.56,0.57,0.5,0.48,0.47,0.62,0.54,0.4,0.49,0.47,0.46,0.55,0.54,0.54,0.58,0.48,0.45,0.33,0.54,0.0,0.51,0.45,0.43,0.41,0.49,0.43,0.47,0.45,0.35,0.43,0.49,0.39,0.44,0.38,0.43,0.34,0.42,0.38,0.33,0.28,0.36,0.32,0.4,0.38,0.32,0.35,0.32,0.3,0.32,0.36,0.32,0.36,0.25,0.34,0.32,0.28,0.33,0.33,0.32,0.29,0.34,0.26,0.29,0.29,0.27,0.29,0.27,0.27,0.26,0.24,0.26,0.27,0.26,0.26,0.26,0.3,0.24,0.27,0.0,0.34,0.29,0.3,0.38,0.0,0.29,0.25,0.23,0.25,0.29,0.19,0.29,0.23,0.27,0.2,0.21,0.15,0.17,0.24,0.21,0.23,0.24,0.22,0.19,0.27,0.23,0.27,0.2,0.22,0.2,0.2,0.21,0.21,0.22,0.22,0.2,0.21,0.19,0.2,0.19,0.15,0.18,0.16,0.2,0.2,0.17,0.17,0.17,0.19,0.19,0.16,0.22,0.18,0.2,0.17,0.0,0.18,0.17,0.23,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.14,0.15,0.15,0.17,0.14,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.19,0.27,0.0,0.0,0.17,0.0,0.16,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.14,0.0,0.19,0.0,0.23,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.22999999999999
09/20/2021,2.26,2.02,1.88,1.38,1.49,1.16,1.27,1.02,0.96,1.01,1.21,0.99,0.84,0.8,0.79,0.81,0.7,0.89,0.86,0.84,0.77,0.81,0.72,0.69,0.76,0.72,0.58,0.62,0.6,0.0,0.71,0.51,0.62,0.62,0.61,0.57,0.56,0.5,0.48,0.46,0.59,0.55,0.39,0.51,0.47,0.47,0.57,0.54,0.56,0.59,0.48,0.46,0.32,0.54,0.0,0.51,0.46,0.39,0.41,0.49,0.43,0.49,0.44,0.34,0.43,0.5,0.39,0.44,0.38,0.43,0.34,0.42,0.39,0.33,0.28,0.35,0.32,0.39,0.38,0.32,0.35,0.31,0.3,0.32,0.37,0.33,0.36,0.24,0.35,0.32,0.28,0.33,0.34,0.32,0.28,0.34,0.25,0.27,0.29,0.27,0.29,0.27,0.28,0.26,0.24,0.26,0.27,0.27,0.26,0.26,0.3,0.24,0.27,0.0,0.34,0.29,0.3,0.39,0.0,0.3,0.25,0.21,0.25,0.28,0.19,0.3,0.23,0.26,0.2,0.21,0.14,0.0,0.24,0.21,0.24,0.23,0.23,0.19,0.27,0.23,0.28,0.2,0.22,0.21,0.2,0.21,0.21,0.22,0.23,0.19,0.21,0.19,0.2,0.19,0.15,0.18,0.15,0.2,0.2,0.17,0.18,0.17,0.19,0.19,0.16,0.2,0.19,0.2,0.17,0.14,0.18,0.18,0.22,0.16,0.0,0.15,0.15,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.19,0.15,0.14,0.15,0.15,0.16,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.16,0.15,0.0,0.19,0.26,0.16,0.0,0.17,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.14,0.0,0.19,0.0,0.24,0.22,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.0,79.50999999999999
09/21/2021,2.26,1.99,1.9,1.41,1.47,1.13,1.28,1.02,0.96,1.01,1.21,1.0,0.81,0.82,0.81,0.81,0.71,0.88,0.86,0.83,0.77,0.82,0.72,0.69,0.75,0.72,0.58,0.6,0.6,0.0,0.7,0.51,0.61,0.63,0.62,0.56,0.57,0.5,0.48,0.47,0.59,0.55,0.38,0.51,0.47,0.48,0.57,0.54,0.56,0.58,0.48,0.46,0.28,0.54,0.0,0.51,0.46,0.39,0.41,0.49,0.43,0.47,0.44,0.34,0.42,0.49,0.39,0.43,0.38,0.43,0.34,0.42,0.39,0.34,0.29,0.35,0.31,0.39,0.38,0.31,0.35,0.31,0.29,0.32,0.37,0.33,0.36,0.24,0.36,0.32,0.28,0.32,0.34,0.32,0.28,0.36,0.25,0.27,0.29,0.27,0.3,0.27,0.28,0.26,0.24,0.27,0.27,0.27,0.26,0.26,0.3,0.24,0.27,0.0,0.33,0.29,0.3,0.39,0.0,0.31,0.25,0.21,0.25,0.29,0.19,0.3,0.23,0.27,0.2,0.21,0.15,0.15,0.24,0.21,0.24,0.23,0.24,0.2,0.27,0.23,0.28,0.2,0.22,0.21,0.2,0.21,0.21,0.21,0.22,0.19,0.21,0.19,0.2,0.19,0.15,0.18,0.16,0.2,0.2,0.17,0.18,0.17,0.19,0.19,0.16,0.21,0.19,0.2,0.17,0.15,0.18,0.18,0.22,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.18,0.0,0.0,0.0,0.15,0.0,0.19,0.15,0.0,0.16,0.15,0.16,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.19,0.27,0.27,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.19,0.0,0.25,0.23,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.0,79.66999999999999
09/22/2021,2.26,1.99,1.9,1.41,1.47,1.13,1.28,1.02,0.96,1.01,1.21,1.0,0.81,0.82,0.81,0.81,0.71,0.88,0.86,0.83,0.77,0.82,0.72,0.69,0.75,0.72,0.58,0.6,0.6,0.0,0.7,0.51,0.61,0.63,0.62,0.56,0.57,0.5,0.48,0.47,0.59,0.55,0.38,0.51,0.47,0.48,0.57,0.54,0.56,0.58,0.48,0.46,0.28,0.54,0.0,0.51,0.46,0.39,0.41,0.49,0.43,0.47,0.44,0.34,0.42,0.49,0.39,0.43,0.38,0.43,0.34,0.42,0.39,0.34,0.29,0.35,0.31,0.39,0.38,0.31,0.35,0.31,0.29,0.32,0.37,0.33,0.36,0.24,0.36,0.32,0.28,0.32,0.34,0.32,0.28,0.36,0.25,0.27,0.29,0.27,0.3,0.27,0.28,0.26,0.24,0.27,0.27,0.27,0.26,0.26,0.3,0.24,0.27,0.0,0.33,0.29,0.3,0.39,0.0,0.31,0.25,0.21,0.25,0.29,0.19,0.3,0.23,0.27,0.2,0.21,0.15,0.15,0.24,0.21,0.24,0.23,0.24,0.2,0.27,0.23,0.28,0.2,0.22,0.21,0.2,0.21,0.21,0.21,0.22,0.19,0.21,0.19,0.2,0.19,0.15,0.18,0.16,0.2,0.2,0.17,0.18,0.17,0.19,0.19,0.16,0.21,0.19,0.2,0.17,0.15,0.18,0.18,0.22,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.18,0.0,0.0,0.0,0.15,0.0,0.19,0.15,0.0,0.16,0.15,0.16,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.19,0.27,0.27,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.19,0.0,0.25,0.23,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.0,79.66999999999999
09/23/2021,2.24,1.95,1.89,1.42,1.47,1.11,1.27,1.0,0.96,0.99,1.23,1.0,0.81,0.83,0.82,0.82,0.71,0.88,0.85,0.82,0.77,0.82,0.71,0.69,0.75,0.72,0.57,0.59,0.61,0.0,0.7,0.51,0.62,0.64,0.64,0.56,0.57,0.49,0.48,0.46,0.61,0.56,0.37,0.51,0.46,0.47,0.57,0.55,0.56,0.58,0.47,0.46,0.28,0.54,0.0,0.51,0.45,0.39,0.42,0.5,0.42,0.44,0.44,0.34,0.42,0.5,0.39,0.43,0.38,0.44,0.34,0.43,0.39,0.34,0.29,0.36,0.31,0.4,0.38,0.32,0.35,0.32,0.3,0.31,0.37,0.33,0.36,0.24,0.36,0.33,0.29,0.32,0.34,0.32,0.29,0.34,0.25,0.27,0.3,0.27,0.3,0.27,0.28,0.26,0.25,0.26,0.27,0.26,0.26,0.26,0.3,0.23,0.27,0.0,0.33,0.29,0.3,0.39,0.0,0.31,0.25,0.2,0.26,0.29,0.19,0.3,0.23,0.27,0.2,0.21,0.15,0.14,0.24,0.21,0.23,0.23,0.24,0.19,0.28,0.24,0.29,0.2,0.22,0.21,0.21,0.21,0.21,0.22,0.22,0.19,0.21,0.19,0.21,0.2,0.15,0.18,0.16,0.19,0.2,0.17,0.18,0.17,0.2,0.19,0.16,0.2,0.19,0.2,0.17,0.15,0.17,0.18,0.23,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.18,0.0,0.0,0.0,0.15,0.0,0.19,0.15,0.14,0.0,0.15,0.16,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.19,0.28,0.27,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.14,0.0,0.19,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.0,79.64
09/24/2021,2.24,1.94,1.89,1.43,1.47,1.11,1.26,1.0,0.97,0.99,1.25,1.0,0.81,0.83,0.81,0.82,0.71,0.88,0.84,0.83,0.76,0.82,0.7,0.68,0.74,0.69,0.56,0.59,0.61,0.0,0.7,0.5,0.62,0.64,0.63,0.56,0.57,0.49,0.48,0.46,0.6,0.56,0.37,0.5,0.46,0.47,0.56,0.54,0.56,0.59,0.46,0.46,0.28,0.55,0.0,0.51,0.45,0.39,0.42,0.5,0.42,0.44,0.44,0.33,0.41,0.5,0.39,0.43,0.38,0.44,0.34,0.44,0.39,0.34,0.29,0.36,0.31,0.4,0.38,0.31,0.35,0.32,0.3,0.31,0.37,0.33,0.36,0.25,0.36,0.32,0.29,0.32,0.35,0.32,0.29,0.34,0.25,0.27,0.29,0.27,0.3,0.27,0.27,0.25,0.25,0.26,0.28,0.26,0.26,0.25,0.3,0.23,0.27,0.0,0.33,0.29,0.3,0.39,0.0,0.31,0.25,0.2,0.25,0.29,0.19,0.3,0.23,0.27,0.2,0.21,0.15,0.15,0.24,0.21,0.23,0.23,0.24,0.19,0.28,0.23,0.29,0.2,0.22,0.21,0.21,0.21,0.21,0.22,0.22,0.19,0.21,0.19,0.21,0.2,0.15,0.18,0.16,0.19,0.21,0.17,0.18,0.17,0.19,0.19,0.16,0.21,0.19,0.2,0.17,0.15,0.18,0.18,0.22,0.16,0.0,0.15,0.0,0.0,0.15,0.16,0.19,0.0,0.0,0.0,0.14,0.0,0.19,0.15,0.14,0.0,0.15,0.16,0.0,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.19,0.27,0.18,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.14,0.0,0.19,0.0,0.24,0.23,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.0,79.36
09/27/2021,2.25,2.0,1.87,1.42,1.49,1.14,1.28,1.0,0.88,1.03,1.25,1.01,0.82,0.8,0.8,0.8,0.69,0.88,0.85,0.86,0.77,0.82,0.72,0.7,0.75,0.71,0.56,0.6,0.6,0.0,0.7,0.52,0.63,0.62,0.61,0.56,0.57,0.5,0.49,0.46,0.57,0.56,0.38,0.5,0.46,0.46,0.57,0.55,0.55,0.59,0.46,0.47,0.29,0.55,0.0,0.52,0.48,0.4,0.41,0.49,0.42,0.46,0.44,0.35,0.45,0.49,0.38,0.44,0.37,0.44,0.33,0.44,0.41,0.33,0.29,0.34,0.31,0.4,0.38,0.32,0.35,0.33,0.3,0.31,0.37,0.33,0.37,0.25,0.36,0.32,0.29,0.33,0.34,0.32,0.27,0.33,0.25,0.26,0.29,0.27,0.3,0.27,0.28,0.26,0.25,0.26,0.27,0.28,0.26,0.26,0.3,0.24,0.28,0.0,0.33,0.3,0.3,0.41,0.0,0.31,0.25,0.2,0.26,0.29,0.19,0.3,0.24,0.26,0.19,0.21,0.14,0.16,0.24,0.21,0.24,0.23,0.24,0.19,0.27,0.23,0.3,0.2,0.23,0.21,0.21,0.21,0.21,0.22,0.23,0.2,0.21,0.19,0.21,0.2,0.15,0.18,0.16,0.19,0.21,0.17,0.17,0.17,0.18,0.19,0.16,0.2,0.19,0.2,0.17,0.15,0.17,0.18,0.22,0.16,0.0,0.15,0.0,0.0,0.15,0.16,0.19,0.0,0.0,0.14,0.0,0.0,0.18,0.16,0.14,0.15,0.15,0.17,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.16,0.15,0.0,0.19,0.27,0.18,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.14,0.0,0.2,0.0,0.25,0.23,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.68
09/28/2021,2.27,2.02,1.87,1.43,1.49,1.13,1.28,0.99,0.87,1.04,1.27,1.03,0.81,0.82,0.8,0.81,0.69,0.88,0.85,0.87,0.76,0.82,0.72,0.7,0.75,0.7,0.57,0.61,0.6,0.0,0.71,0.52,0.63,0.62,0.62,0.56,0.57,0.5,0.49,0.45,0.59,0.56,0.38,0.49,0.46,0.46,0.57,0.54,0.56,0.6,0.47,0.47,0.28,0.55,0.0,0.52,0.47,0.42,0.4,0.49,0.42,0.47,0.43,0.34,0.45,0.51,0.39,0.44,0.37,0.44,0.33,0.45,0.41,0.33,0.29,0.34,0.31,0.39,0.38,0.32,0.35,0.33,0.3,0.31,0.38,0.33,0.37,0.25,0.36,0.32,0.28,0.33,0.34,0.32,0.24,0.31,0.25,0.26,0.29,0.27,0.3,0.27,0.29,0.26,0.25,0.26,0.26,0.28,0.26,0.26,0.3,0.24,0.28,0.0,0.32,0.3,0.3,0.41,0.0,0.31,0.26,0.2,0.26,0.3,0.19,0.3,0.24,0.26,0.2,0.21,0.15,0.16,0.24,0.21,0.24,0.23,0.25,0.19,0.27,0.23,0.3,0.2,0.23,0.21,0.22,0.21,0.21,0.22,0.23,0.19,0.21,0.19,0.21,0.2,0.15,0.18,0.16,0.2,0.21,0.17,0.18,0.17,0.19,0.19,0.16,0.2,0.19,0.2,0.17,0.15,0.17,0.18,0.23,0.16,0.14,0.15,0.0,0.0,0.15,0.16,0.19,0.0,0.0,0.14,0.0,0.0,0.18,0.15,0.0,0.15,0.15,0.17,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.19,0.29,0.2,0.0,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.14,0.0,0.2,0.0,0.25,0.22,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.87
09/29/2021,2.27,2.02,1.87,1.43,1.49,1.13,1.28,0.99,0.87,1.04,1.27,1.03,0.81,0.82,0.8,0.81,0.69,0.88,0.85,0.87,0.76,0.82,0.72,0.7,0.75,0.7,0.57,0.61,0.6,0.0,0.71,0.52,0.63,0.62,0.62,0.56,0.57,0.5,0.49,0.45,0.59,0.56,0.38,0.49,0.46,0.46,0.57,0.54,0.56,0.6,0.47,0.47,0.28,0.55,0.0,0.52,0.47,0.42,0.4,0.49,0.42,0.47,0.43,0.34,0.45,0.51,0.39,0.44,0.37,0.44,0.33,0.45,0.41,0.33,0.29,0.34,0.31,0.39,0.38,0.32,0.35,0.33,0.3,0.31,0.38,0.33,0.37,0.25,0.36,0.32,0.28,0.33,0.34,0.32,0.24,0.31,0.25,0.26,0.29,0.27,0.3,0.27,0.29,0.26,0.25,0.26,0.26,0.28,0.26,0.26,0.3,0.24,0.28,0.0,0.32,0.3,0.3,0.41,0.0,0.31,0.26,0.2,0.26,0.3,0.19,0.3,0.24,0.26,0.2,0.21,0.15,0.16,0.24,0.21,0.24,0.23,0.25,0.19,0.27,0.23,0.3,0.2,0.23,0.21,0.22,0.21,0.21,0.22,0.23,0.19,0.21,0.19,0.21,0.2,0.15,0.18,0.16,0.2,0.21,0.17,0.18,0.17,0.19,0.19,0.16,0.2,0.19,0.2,0.17,0.15,0.17,0.18,0.23,0.16,0.0,0.15,0.14,0.0,0.15,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.18,0.15,0.0,0.15,0.15,0.17,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.19,0.29,0.2,0.0,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.2,0.0,0.25,0.22,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.0,79.87
09/30/2021,2.29,2.03,1.85,1.46,1.48,1.13,1.31,0.99,0.87,1.06,1.24,1.03,0.82,0.82,0.8,0.8,0.68,0.87,0.83,0.87,0.77,0.79,0.72,0.71,0.73,0.7,0.58,0.61,0.6,0.0,0.68,0.53,0.64,0.6,0.61,0.55,0.55,0.51,0.5,0.45,0.56,0.56,0.39,0.5,0.46,0.47,0.57,0.54,0.56,0.57,0.46,0.47,0.29,0.54,0.0,0.51,0.47,0.42,0.4,0.47,0.42,0.49,0.45,0.35,0.49,0.51,0.39,0.44,0.39,0.43,0.32,0.44,0.42,0.33,0.3,0.34,0.32,0.38,0.39,0.32,0.35,0.33,0.3,0.31,0.38,0.34,0.35,0.25,0.36,0.31,0.28,0.33,0.32,0.32,0.25,0.31,0.24,0.25,0.29,0.28,0.31,0.27,0.29,0.27,0.24,0.26,0.25,0.3,0.26,0.26,0.29,0.24,0.27,0.0,0.31,0.3,0.29,0.4,0.2,0.3,0.26,0.2,0.27,0.28,0.19,0.31,0.25,0.26,0.2,0.22,0.15,0.15,0.23,0.21,0.23,0.23,0.24,0.2,0.27,0.23,0.29,0.2,0.23,0.21,0.22,0.21,0.21,0.21,0.23,0.19,0.21,0.19,0.21,0.2,0.15,0.18,0.16,0.2,0.21,0.18,0.18,0.18,0.19,0.19,0.16,0.2,0.19,0.2,0.17,0.15,0.17,0.18,0.22,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.18,0.15,0.0,0.15,0.15,0.17,0.0,0.16,0.15,0.0,0.15,0.0,0.0,0.14,0.0,0.0,0.15,0.14,0.16,0.15,0.0,0.2,0.26,0.2,0.0,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.16,0.0,0.0,0.0,0.19,0.0,0.26,0.22,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.78
