,MRVL,DXCM,PINS,ALXN,MPC,PSX,PXD,TDG,IFF,DFS,CDNS,PANW,MSI,KKR,RMD,ZBH,ADM,AFL,SBAC,HLT,CSGP,WELL,YUM,PAYX,VLO,FRC,ROK,OTIS,SWK,FTNT,CTVA,WMB,TTD,GLW,LUV,PTON,AZO,XLNX,MTD,AME,PCAR,SIVB,OKTA,WLTW,PEG,ANSS,MCK,EFX,STT,DHI,AJG,NUE,SWKS,CBRE,EPAM,AVB,KR,FAST,AMP,DAL,VRSK,WEC,KEYS,AWK,ZBRA,ES,BLL,OXY,MXIM,CPRT,FITB,EQR,WST,SYF,VFC,VIAC,LEN,LYB,BBY,O,GNRC,DTE,HUBS,HSY,WY,KSU,LH,ED,OKE,ARE,DELL,HES,CERN,FTV,W,ENPH,VMC,IP,ODFL,RNG,EXPE,NTRS,CDW,HIG,WORK,DLTR,VRSN,RSG,DDOG,SPLK,None,ETSY,MLM,FLT,ABNB,MKC,TSN,EXK.,BURL,EXR,VTR,CCL,URI,CZR,AEE,KEY,IT,KMX,TSCO,XYL,EXPD,TRU,DOV,WAT,INVH,HBAN,HAL,TDOC,WDC,PPL,TER,EIX,HZNP,CLX,GRMN,LNG,TDY,SGEN,ANET,TTWO,NET,MDB,STE,ETR,TRMB,CFG,FE,NDAQ,ALNY,QRVO,None.1,CHD,CVNA,Z,MAA,NVCR,AKAM,ULTA,MTB,HPE,SUI,RF,RCL,ESS,COO,ALB,BR,AVTR,PAYC,NTAP,POOL,PODD,PEAK,TFX,TYL,GPC,CTLT,DRI,GWW,ALLY,DPZ,PKI,DVN,FANG,ZEN,OMC,BKR,UAL,ABC,STX,LB,DRE,CRL,DGX,AMCR,MKTX,CMS,HOLX,TECH,VTRS,K,MPWR,CAG,ZS,IR,VICI,CE,IEX,SSNC,CINF,CAH,NVR,J,ELAN,AVY,ON,BBWI WI,n/a,DKNG,MKL,ADI,MGM,EXAS,BIO,NVAX,BILL,COUP,ENTG,RJF,COG,PFG,SBNY,CTRA,ACGL,PLUG,SEDG,VMW,PCG,MOH,TXT,FDS,MAS,BXP,UDR,WAB,CNC,HPQ,BAX,GIS,PPG,PH,DD,SYY,XEL,ALL,KMI,CMI,ROKU,LBRDK,U,ZI,CNP,RME.,A4S.,AWC.,ALS.,EQR.,PKN.,PG4.,APO,WTW,JBHT,SUM
09/21/2021,0.58,0.62,0.34,0.0,0.42,0.33,0.41,0.38,0.38,0.43,0.52,0.52,0.46,0.44,0.47,0.34,0.39,0.39,0.44,0.41,0.4,0.4,0.43,0.39,0.3,0.4,0.41,0.39,0.34,0.46,0.35,0.35,0.35,0.34,0.33,0.31,0.39,0.43,0.41,0.34,0.32,0.41,0.36,0.33,0.35,0.36,0.38,0.37,0.33,0.34,0.34,0.36,0.33,0.36,0.39,0.35,0.35,0.34,0.35,0.29,0.37,0.32,0.37,0.37,0.34,0.32,0.34,0.26,0.0,0.34,0.32,0.31,0.37,0.3,0.25,0.27,0.31,0.27,0.28,0.28,0.31,0.25,0.35,0.3,0.31,0.28,0.33,0.28,0.28,0.3,0.28,0.22,0.25,0.28,0.24,0.25,0.25,0.25,0.31,0.2,0.24,0.26,0.3,0.28,0.0,0.24,0.24,0.3,0.35,0.28,0.23,0.33,0.24,0.24,0.28,0.24,0.25,0.0,0.22,0.27,0.24,0.21,0.28,0.25,0.24,0.23,0.3,0.26,0.27,0.27,0.24,0.25,0.26,0.27,0.26,0.25,0.0,0.2,0.0,0.25,0.23,0.25,0.29,0.23,0.28,0.23,0.22,0.23,0.22,0.2,0.29,0.31,0.24,0.25,0.26,0.21,0.23,0.25,0.25,0.22,0.0,0.23,0.24,0.0,0.24,0.0,0.0,0.23,0.2,0.2,0.25,0.21,0.21,0.24,0.24,0.3,0.22,0.25,0.27,0.22,0.21,0.22,0.21,0.0,0.22,0.2,0.26,0.22,0.2,0.22,0.22,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.21,0.25,0.24,0.21,0.0,0.2,0.23,0.24,0.0,0.0,0.24,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.24,0.2,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.87000000000001
09/22/2021,0.58,0.62,0.34,0.0,0.42,0.33,0.41,0.38,0.38,0.43,0.52,0.52,0.46,0.44,0.47,0.34,0.39,0.39,0.44,0.41,0.4,0.4,0.43,0.39,0.3,0.4,0.41,0.39,0.34,0.46,0.35,0.35,0.35,0.34,0.33,0.31,0.39,0.43,0.41,0.34,0.32,0.41,0.36,0.33,0.35,0.36,0.38,0.37,0.33,0.34,0.34,0.36,0.33,0.36,0.39,0.35,0.35,0.34,0.35,0.29,0.37,0.32,0.37,0.37,0.34,0.32,0.34,0.26,0.0,0.34,0.32,0.31,0.37,0.3,0.25,0.27,0.31,0.27,0.28,0.28,0.31,0.25,0.35,0.3,0.31,0.28,0.33,0.28,0.28,0.3,0.28,0.22,0.25,0.28,0.24,0.25,0.25,0.25,0.31,0.2,0.24,0.26,0.3,0.28,0.0,0.24,0.24,0.3,0.35,0.28,0.23,0.33,0.24,0.24,0.28,0.24,0.25,0.0,0.22,0.27,0.24,0.21,0.28,0.25,0.24,0.23,0.3,0.26,0.27,0.27,0.24,0.25,0.26,0.27,0.26,0.25,0.0,0.2,0.0,0.25,0.23,0.25,0.29,0.23,0.28,0.23,0.22,0.23,0.22,0.2,0.29,0.31,0.24,0.25,0.26,0.21,0.23,0.25,0.25,0.22,0.0,0.23,0.24,0.0,0.24,0.0,0.0,0.23,0.2,0.2,0.25,0.21,0.21,0.24,0.24,0.3,0.22,0.25,0.27,0.22,0.21,0.22,0.21,0.0,0.22,0.2,0.26,0.22,0.2,0.22,0.22,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.21,0.25,0.24,0.21,0.0,0.2,0.23,0.24,0.0,0.0,0.24,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.24,0.2,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.87000000000001
09/24/2021,0.56,0.62,0.33,0.0,0.41,0.31,0.37,0.37,0.38,0.41,0.51,0.53,0.46,0.42,0.47,0.34,0.38,0.35,0.43,0.4,0.4,0.41,0.43,0.38,0.28,0.39,0.39,0.39,0.33,0.46,0.33,0.34,0.36,0.31,0.32,0.3,0.39,0.43,0.39,0.34,0.31,0.39,0.36,0.34,0.34,0.35,0.35,0.35,0.31,0.32,0.35,0.32,0.32,0.35,0.4,0.34,0.32,0.35,0.32,0.28,0.36,0.33,0.37,0.36,0.33,0.33,0.34,0.26,0.0,0.34,0.29,0.3,0.38,0.31,0.25,0.26,0.3,0.27,0.27,0.3,0.31,0.25,0.35,0.29,0.3,0.28,0.33,0.29,0.27,0.3,0.31,0.21,0.24,0.29,0.24,0.23,0.26,0.23,0.31,0.0,0.25,0.25,0.3,0.26,0.0,0.22,0.23,0.29,0.39,0.27,0.36,0.31,0.25,0.23,0.63,0.24,0.26,0.0,0.23,0.28,0.24,0.21,0.27,0.26,0.23,0.21,0.3,0.26,0.26,0.27,0.24,0.25,0.27,0.28,0.26,0.24,0.2,0.25,0.0,0.25,0.21,0.24,0.28,0.22,0.29,0.23,0.22,0.25,0.22,0.2,0.38,0.35,0.24,0.25,0.26,0.0,0.22,0.25,0.25,0.21,0.0,0.24,0.3,0.0,0.25,0.0,0.2,0.23,0.2,0.0,0.25,0.21,0.21,0.24,0.24,0.29,0.22,0.28,0.27,0.22,0.21,0.22,0.21,0.0,0.22,0.0,0.27,0.22,0.0,0.21,0.21,0.24,0.21,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.21,0.26,0.22,0.21,0.0,0.21,0.21,0.24,0.0,0.0,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.24,0.2,0.0,0.2,0.0,0.0,0.0,0.21,0.2,0.0,0.26,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.88
09/27/2021,0.57,0.62,0.33,0.0,0.43,0.32,0.39,0.38,0.37,0.42,0.5,0.53,0.46,0.41,0.45,0.35,0.38,0.35,0.42,0.41,0.39,0.4,0.42,0.38,0.29,0.38,0.38,0.4,0.33,0.46,0.33,0.35,0.37,0.31,0.33,0.27,0.4,0.43,0.39,0.33,0.31,0.41,0.36,0.34,0.33,0.35,0.34,0.35,0.32,0.31,0.35,0.32,0.32,0.35,0.4,0.34,0.31,0.35,0.33,0.29,0.36,0.32,0.37,0.35,0.33,0.32,0.33,0.27,0.0,0.34,0.3,0.3,0.38,0.31,0.24,0.26,0.29,0.27,0.27,0.29,0.32,0.25,0.36,0.28,0.31,0.28,0.33,0.28,0.29,0.29,0.31,0.23,0.23,0.29,0.23,0.23,0.26,0.24,0.31,0.2,0.27,0.26,0.3,0.26,0.0,0.21,0.22,0.28,0.39,0.27,0.36,0.31,0.25,0.23,0.64,0.23,0.25,0.0,0.23,0.27,0.24,0.22,0.29,0.27,0.23,0.21,0.31,0.26,0.26,0.27,0.24,0.25,0.26,0.28,0.26,0.25,0.21,0.24,0.0,0.25,0.21,0.23,0.27,0.21,0.29,0.24,0.22,0.24,0.22,0.0,0.38,0.36,0.24,0.23,0.25,0.21,0.21,0.25,0.25,0.21,0.0,0.23,0.3,0.0,0.24,0.0,0.2,0.23,0.0,0.2,0.24,0.22,0.21,0.24,0.24,0.3,0.22,0.28,0.27,0.23,0.21,0.21,0.21,0.21,0.22,0.0,0.27,0.23,0.0,0.21,0.21,0.23,0.23,0.0,0.0,0.0,0.22,0.0,0.21,0.0,0.0,0.21,0.26,0.22,0.0,0.0,0.2,0.21,0.23,0.0,0.0,0.25,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.27,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.88
09/28/2021,0.57,0.61,0.33,0.0,0.43,0.32,0.4,0.38,0.37,0.43,0.5,0.53,0.46,0.4,0.44,0.35,0.37,0.35,0.41,0.41,0.39,0.39,0.42,0.38,0.3,0.39,0.38,0.39,0.33,0.46,0.33,0.35,0.37,0.32,0.33,0.27,0.4,0.43,0.39,0.33,0.31,0.42,0.35,0.34,0.33,0.35,0.34,0.35,0.35,0.31,0.35,0.33,0.32,0.35,0.4,0.34,0.31,0.35,0.34,0.3,0.36,0.32,0.37,0.34,0.34,0.32,0.33,0.28,0.0,0.35,0.31,0.3,0.38,0.32,0.25,0.26,0.3,0.27,0.26,0.29,0.31,0.25,0.36,0.28,0.31,0.28,0.33,0.28,0.29,0.29,0.31,0.23,0.23,0.29,0.23,0.22,0.26,0.24,0.31,0.2,0.27,0.26,0.3,0.26,0.0,0.21,0.22,0.28,0.39,0.26,0.38,0.31,0.25,0.24,0.64,0.23,0.25,0.0,0.23,0.26,0.23,0.23,0.29,0.28,0.23,0.21,0.31,0.26,0.26,0.27,0.24,0.25,0.26,0.27,0.25,0.25,0.21,0.23,0.0,0.25,0.21,0.23,0.27,0.21,0.29,0.24,0.22,0.23,0.22,0.0,0.37,0.36,0.24,0.23,0.25,0.22,0.21,0.25,0.25,0.21,0.0,0.23,0.3,0.0,0.24,0.0,0.2,0.23,0.21,0.2,0.24,0.22,0.22,0.24,0.24,0.3,0.22,0.28,0.27,0.23,0.21,0.21,0.21,0.0,0.22,0.2,0.27,0.23,0.0,0.21,0.0,0.23,0.23,0.0,0.0,0.0,0.22,0.0,0.21,0.0,0.0,0.21,0.26,0.22,0.0,0.0,0.2,0.21,0.24,0.0,0.0,0.25,0.0,0.24,0.23,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.92
09/29/2021,0.57,0.61,0.33,0.0,0.43,0.32,0.4,0.38,0.37,0.43,0.5,0.53,0.46,0.4,0.44,0.35,0.37,0.35,0.41,0.41,0.39,0.39,0.42,0.38,0.3,0.39,0.38,0.39,0.33,0.46,0.33,0.35,0.37,0.32,0.33,0.27,0.4,0.43,0.39,0.33,0.31,0.42,0.35,0.34,0.33,0.35,0.34,0.35,0.35,0.31,0.35,0.33,0.32,0.35,0.4,0.34,0.31,0.35,0.34,0.3,0.36,0.32,0.37,0.34,0.34,0.32,0.33,0.28,0.0,0.35,0.31,0.3,0.38,0.32,0.25,0.26,0.3,0.27,0.26,0.29,0.31,0.25,0.36,0.28,0.31,0.28,0.33,0.28,0.29,0.29,0.31,0.23,0.23,0.29,0.23,0.22,0.26,0.24,0.31,0.2,0.27,0.26,0.3,0.26,0.0,0.21,0.22,0.28,0.39,0.26,0.38,0.31,0.25,0.24,0.64,0.23,0.25,0.0,0.23,0.26,0.23,0.23,0.29,0.28,0.23,0.21,0.31,0.26,0.26,0.27,0.24,0.25,0.26,0.27,0.25,0.25,0.21,0.23,0.0,0.25,0.21,0.23,0.27,0.21,0.29,0.24,0.22,0.23,0.22,0.0,0.37,0.36,0.24,0.23,0.25,0.22,0.21,0.25,0.25,0.21,0.0,0.23,0.3,0.0,0.24,0.0,0.2,0.23,0.21,0.2,0.24,0.22,0.22,0.24,0.24,0.3,0.22,0.28,0.27,0.23,0.21,0.21,0.21,0.0,0.22,0.2,0.27,0.23,0.0,0.21,0.0,0.23,0.23,0.0,0.0,0.0,0.22,0.0,0.21,0.0,0.0,0.21,0.26,0.22,0.0,0.0,0.2,0.21,0.24,0.0,0.0,0.25,0.0,0.24,0.23,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.92
09/30/2021,0.57,0.59,0.33,0.0,0.44,0.33,0.41,0.38,0.37,0.43,0.49,0.53,0.46,0.4,0.43,0.35,0.38,0.36,0.4,0.42,0.39,0.39,0.42,0.38,0.31,0.39,0.38,0.39,0.34,0.45,0.34,0.35,0.37,0.32,0.33,0.26,0.4,0.44,0.37,0.33,0.32,0.43,0.34,0.33,0.33,0.35,0.34,0.35,0.36,0.31,0.35,0.34,0.32,0.35,0.38,0.33,0.31,0.35,0.35,0.3,0.36,0.31,0.37,0.33,0.33,0.31,0.32,0.3,0.0,0.34,0.32,0.29,0.37,0.33,0.25,0.27,0.29,0.28,0.28,0.28,0.31,0.25,0.35,0.28,0.31,0.28,0.32,0.28,0.3,0.28,0.32,0.24,0.23,0.29,0.24,0.22,0.26,0.24,0.31,0.2,0.27,0.26,0.3,0.27,0.0,0.21,0.22,0.28,0.37,0.26,0.39,0.31,0.25,0.24,0.64,0.23,0.25,0.0,0.23,0.25,0.23,0.23,0.3,0.28,0.22,0.22,0.29,0.27,0.26,0.27,0.24,0.25,0.26,0.26,0.25,0.26,0.22,0.23,0.0,0.25,0.21,0.23,0.27,0.21,0.27,0.25,0.22,0.23,0.22,0.0,0.35,0.34,0.24,0.23,0.24,0.22,0.21,0.25,0.26,0.21,0.0,0.23,0.3,0.0,0.24,0.0,0.2,0.23,0.22,0.2,0.24,0.23,0.22,0.23,0.24,0.29,0.22,0.27,0.27,0.23,0.0,0.21,0.2,0.2,0.21,0.2,0.26,0.23,0.0,0.21,0.2,0.22,0.25,0.0,0.0,0.0,0.22,0.0,0.21,0.0,0.0,0.2,0.24,0.21,0.2,0.0,0.0,0.2,0.22,0.0,0.0,0.25,0.0,0.23,0.23,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.74
10/01/2021,0.56,0.59,0.32,0.0,0.44,0.34,0.42,0.39,0.38,0.43,0.48,0.53,0.45,0.4,0.43,0.36,0.39,0.36,0.4,0.42,0.38,0.39,0.42,0.37,0.32,0.38,0.38,0.4,0.33,0.44,0.34,0.36,0.34,0.31,0.34,0.26,0.4,0.42,0.36,0.33,0.32,0.43,0.34,0.33,0.33,0.34,0.35,0.35,0.36,0.31,0.35,0.34,0.31,0.36,0.37,0.34,0.32,0.34,0.35,0.3,0.36,0.31,0.35,0.33,0.32,0.32,0.32,0.3,0.0,0.34,0.33,0.3,0.36,0.32,0.25,0.27,0.29,0.28,0.28,0.29,0.31,0.25,0.33,0.28,0.31,0.28,0.32,0.28,0.3,0.29,0.32,0.24,0.23,0.29,0.24,0.22,0.27,0.24,0.31,0.2,0.27,0.26,0.3,0.27,0.0,0.21,0.22,0.28,0.37,0.25,0.39,0.3,0.25,0.24,0.63,0.23,0.26,0.0,0.23,0.26,0.24,0.24,0.3,0.29,0.23,0.22,0.29,0.27,0.26,0.26,0.23,0.25,0.26,0.26,0.25,0.26,0.23,0.23,0.0,0.25,0.2,0.23,0.27,0.22,0.27,0.25,0.23,0.24,0.22,0.2,0.33,0.33,0.24,0.23,0.24,0.23,0.21,0.25,0.24,0.21,0.0,0.23,0.29,0.0,0.24,0.0,0.2,0.24,0.22,0.21,0.24,0.24,0.23,0.24,0.24,0.29,0.22,0.26,0.26,0.23,0.0,0.21,0.21,0.21,0.21,0.0,0.26,0.23,0.0,0.21,0.21,0.22,0.25,0.0,0.0,0.0,0.23,0.0,0.21,0.0,0.0,0.21,0.24,0.21,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.24,0.0,0.22,0.23,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.23,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.26,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.71
10/04/2021,0.56,0.61,0.32,0.0,0.45,0.34,0.42,0.38,0.38,0.42,0.48,0.54,0.46,0.41,0.43,0.35,0.39,0.36,0.41,0.41,0.39,0.4,0.42,0.4,0.32,0.39,0.38,0.39,0.33,0.45,0.34,0.36,0.35,0.31,0.34,0.26,0.41,0.43,0.36,0.33,0.32,0.43,0.34,0.35,0.34,0.34,0.35,0.35,0.35,0.31,0.35,0.33,0.31,0.37,0.37,0.34,0.32,0.34,0.34,0.3,0.36,0.32,0.35,0.34,0.32,0.32,0.33,0.3,0.0,0.34,0.33,0.3,0.36,0.32,0.25,0.27,0.29,0.28,0.27,0.29,0.3,0.25,0.34,0.28,0.31,0.28,0.32,0.29,0.3,0.29,0.32,0.25,0.23,0.29,0.22,0.22,0.26,0.24,0.3,0.0,0.27,0.26,0.3,0.27,0.0,0.24,0.22,0.28,0.38,0.26,0.42,0.3,0.25,0.24,0.63,0.23,0.27,0.0,0.22,0.26,0.24,0.23,0.29,0.28,0.23,0.23,0.29,0.24,0.26,0.26,0.23,0.25,0.26,0.25,0.25,0.26,0.22,0.23,0.0,0.25,0.2,0.23,0.28,0.22,0.27,0.26,0.23,0.25,0.22,0.21,0.33,0.34,0.23,0.23,0.24,0.23,0.21,0.26,0.26,0.2,0.0,0.23,0.29,0.0,0.25,0.0,0.2,0.23,0.22,0.22,0.24,0.24,0.22,0.24,0.24,0.3,0.23,0.27,0.27,0.23,0.0,0.22,0.21,0.21,0.22,0.0,0.26,0.23,0.0,0.21,0.21,0.23,0.26,0.0,0.0,0.0,0.23,0.0,0.21,0.0,0.0,0.21,0.24,0.21,0.21,0.0,0.2,0.21,0.22,0.0,0.0,0.24,0.0,0.23,0.23,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.03
10/05/2021,0.55,0.6,0.33,0.0,0.45,0.35,0.44,0.4,0.4,0.42,0.48,0.54,0.46,0.41,0.43,0.36,0.39,0.36,0.4,0.43,0.39,0.4,0.42,0.41,0.33,0.4,0.38,0.39,0.32,0.45,0.35,0.37,0.35,0.31,0.35,0.25,0.4,0.43,0.36,0.33,0.31,0.43,0.34,0.35,0.33,0.34,0.34,0.35,0.36,0.3,0.36,0.32,0.31,0.37,0.37,0.34,0.31,0.34,0.34,0.32,0.36,0.32,0.35,0.33,0.31,0.32,0.33,0.31,0.0,0.33,0.33,0.3,0.36,0.32,0.25,0.27,0.28,0.28,0.27,0.29,0.29,0.25,0.34,0.28,0.31,0.29,0.31,0.28,0.3,0.29,0.32,0.25,0.22,0.28,0.21,0.23,0.26,0.22,0.3,0.21,0.28,0.26,0.3,0.27,0.0,0.24,0.22,0.28,0.39,0.26,0.43,0.29,0.25,0.24,0.65,0.23,0.27,0.0,0.22,0.26,0.24,0.24,0.3,0.3,0.22,0.23,0.29,0.24,0.25,0.25,0.23,0.25,0.26,0.25,0.25,0.27,0.23,0.22,0.0,0.25,0.2,0.23,0.28,0.22,0.27,0.26,0.23,0.25,0.22,0.21,0.33,0.34,0.23,0.23,0.24,0.24,0.21,0.25,0.26,0.2,0.0,0.23,0.29,0.0,0.25,0.0,0.2,0.23,0.22,0.22,0.24,0.24,0.23,0.24,0.24,0.29,0.22,0.27,0.27,0.23,0.2,0.21,0.21,0.21,0.22,0.2,0.26,0.23,0.0,0.21,0.0,0.22,0.26,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.21,0.24,0.21,0.21,0.0,0.2,0.2,0.22,0.0,0.0,0.24,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.28,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.04
10/06/2021,0.55,0.6,0.33,0.0,0.45,0.35,0.44,0.4,0.4,0.42,0.48,0.54,0.46,0.41,0.43,0.36,0.39,0.36,0.4,0.43,0.39,0.4,0.42,0.41,0.33,0.4,0.38,0.39,0.32,0.45,0.35,0.37,0.35,0.31,0.35,0.25,0.4,0.43,0.36,0.33,0.31,0.43,0.34,0.35,0.33,0.34,0.34,0.35,0.36,0.3,0.36,0.32,0.31,0.37,0.37,0.34,0.31,0.34,0.34,0.32,0.36,0.32,0.35,0.33,0.31,0.32,0.33,0.31,0.0,0.33,0.33,0.3,0.36,0.32,0.25,0.27,0.28,0.28,0.27,0.29,0.29,0.25,0.34,0.28,0.31,0.29,0.31,0.28,0.3,0.29,0.32,0.25,0.22,0.28,0.21,0.23,0.26,0.22,0.3,0.21,0.28,0.26,0.3,0.27,0.0,0.24,0.22,0.28,0.39,0.26,0.43,0.29,0.25,0.24,0.65,0.23,0.27,0.0,0.22,0.26,0.24,0.24,0.3,0.3,0.22,0.23,0.29,0.24,0.25,0.25,0.23,0.25,0.26,0.25,0.25,0.27,0.23,0.22,0.0,0.25,0.2,0.23,0.28,0.22,0.27,0.26,0.23,0.25,0.22,0.21,0.33,0.34,0.23,0.23,0.24,0.24,0.21,0.25,0.26,0.2,0.0,0.23,0.29,0.0,0.25,0.0,0.2,0.23,0.22,0.22,0.24,0.24,0.23,0.24,0.24,0.29,0.22,0.27,0.27,0.23,0.2,0.21,0.21,0.21,0.22,0.2,0.26,0.23,0.0,0.21,0.0,0.22,0.26,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.21,0.24,0.21,0.21,0.0,0.2,0.2,0.22,0.0,0.0,0.24,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.28,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.04
