,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JNJ,JPM,PYPL,XOM,VZ,NVDA,INTC,BRK.B,BAC,TSLA,TGT,MA,V,COST,UNP,AMAT,CVX,NKE,MS,ACN,LOW,CMCSA,DE,HD,CAT,GS,WFC,TXN,LLY,BMY,UPS,C,MRNA,PG,AXP,NFLX,WMT,UNH,ANTM,LRCX,MU,MRK,GILD,CSX,GM,T,PEP,COP,ADBE,FDX,COF,SCHW,KO,ABBV,NSC,F,AMGN,CSCO,BIIB,PFE,HUM,DIS,PGR,QCOM,TJX,ORCL,IDXX,LIN,OXY,TROW,INTU,SPGI,TMUS,AVGO,ROST,ZTS,EOG,HON,ABT,PNC,DOW,USB,DFS,MDT,ADP,TRV,BLK,AMP,ALL,KR,CMI,TFC,EL,TMO,FTNT,PRU,DVN,KKR,IBM,SYF,AMD,PXD,CRM,GLW,KSU,HAL,RTX,DG,ISRG,CNC,SIVB,MCD,HIG,KMX,ODFL,LMT,CBRE,MCO,BBY,PCAR,ADSK,REGN,SWKS,SO,APD,BKNG,ITW,AIG,FAST,FCX,NUE,TER,TSCO,SBUX,EXC,VLO,CME,LYB,MET,NOW,ALLY,FANG,LULU,CTSH,FITB,WM,ULTA,MMM,DHR,XEL,AFL,DD,VFC,CB,NEM,CERN,ALGN,BK,OKE,HBAN,AES,APTV,IP,CTVA,MXIM,CPRT,AEP,BAX,ORLY,DLTR,TEL,EW,LEN,KLAC,SQ,GWW,MDLZ,CI,CL,LUV,WSM,HES,MTD,DHI,STX,WAT,WBA,POOL,TPR,MOH,HSY,DRI,ROK,NEE,BA,ETN,ILMN,CE,SHW,EXPD,Ssc Government Mm Gvmxx,ALB,XLNX,GPC,EQH,TSN,STLD,AON,PAYC,EBAY,ADI,JBHT,PWR,CROX,n/a,LH,TRGP,COG,WMB,CTRA,TREX,AAP,ON,M,KEYS,PAYX,CP.TO,SUM
07/23/2021,4.05,3.59,2.92,1.38,1.21,1.21,1.03,0.89,0.84,0.58,0.61,0.54,0.55,0.55,0.5,0.52,0.53,0.51,0.51,0.51,0.46,0.44,0.43,0.47,0.46,0.48,0.45,0.44,0.43,0.44,0.41,0.41,0.41,0.41,0.42,0.4,0.39,0.36,0.52,0.4,0.37,0.38,0.38,0.37,0.36,0.34,0.33,0.34,0.34,0.32,0.3,0.31,0.34,0.28,0.33,0.32,0.31,0.28,0.29,0.28,0.26,0.24,0.26,0.26,0.24,0.26,0.26,0.24,0.24,0.24,0.24,0.26,0.25,0.23,0.18,0.23,0.23,0.22,0.22,0.22,0.2,0.22,0.18,0.22,0.22,0.2,0.19,0.19,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.21,0.19,0.18,0.19,0.19,0.19,0.17,0.16,0.18,0.18,0.16,0.16,0.14,0.17,0.17,0.16,0.14,0.16,0.17,0.17,0.16,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.19,0.16,0.14,0.14,0.14,0.15,0.15,0.15,0.12,0.14,0.13,0.14,0.15,0.14,0.0,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.11,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.12,0.12,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.900000000000006
07/26/2021,4.06,3.61,2.91,1.4,1.22,1.21,1.02,0.89,0.84,0.58,0.59,0.55,0.55,0.54,0.49,0.5,0.53,0.51,0.5,0.5,0.46,0.46,0.43,0.47,0.48,0.47,0.45,0.44,0.44,0.44,0.41,0.42,0.41,0.39,0.42,0.4,0.39,0.36,0.52,0.38,0.38,0.35,0.37,0.36,0.35,0.35,0.32,0.33,0.34,0.33,0.3,0.31,0.33,0.28,0.33,0.31,0.31,0.27,0.28,0.27,0.26,0.25,0.25,0.26,0.24,0.26,0.25,0.24,0.23,0.24,0.24,0.26,0.25,0.23,0.19,0.23,0.23,0.22,0.21,0.22,0.2,0.22,0.18,0.22,0.21,0.2,0.19,0.19,0.21,0.2,0.2,0.19,0.19,0.19,0.18,0.2,0.18,0.18,0.19,0.19,0.2,0.17,0.16,0.18,0.18,0.16,0.16,0.15,0.18,0.17,0.16,0.14,0.17,0.17,0.17,0.16,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.19,0.15,0.14,0.15,0.15,0.14,0.16,0.15,0.12,0.14,0.13,0.14,0.15,0.15,0.11,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.750000000000014
07/27/2021,4.07,3.62,2.9,1.46,1.25,1.24,1.02,0.88,0.84,0.58,0.59,0.54,0.52,0.54,0.49,0.49,0.53,0.52,0.51,0.5,0.46,0.46,0.43,0.48,0.47,0.47,0.45,0.44,0.44,0.44,0.4,0.42,0.41,0.4,0.42,0.4,0.38,0.36,0.56,0.38,0.38,0.35,0.36,0.36,0.35,0.35,0.32,0.33,0.34,0.33,0.29,0.3,0.33,0.27,0.33,0.31,0.31,0.27,0.28,0.27,0.26,0.24,0.25,0.26,0.23,0.26,0.25,0.24,0.23,0.24,0.24,0.25,0.25,0.23,0.19,0.23,0.23,0.22,0.21,0.22,0.2,0.22,0.18,0.22,0.21,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.19,0.19,0.2,0.17,0.16,0.18,0.18,0.16,0.16,0.14,0.17,0.17,0.16,0.14,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.19,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.12,0.14,0.13,0.14,0.15,0.14,0.11,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.79000000000001
07/28/2021,4.07,3.62,2.9,1.46,1.25,1.24,1.02,0.88,0.84,0.58,0.59,0.54,0.52,0.54,0.49,0.49,0.53,0.52,0.51,0.5,0.46,0.46,0.43,0.48,0.47,0.47,0.45,0.44,0.44,0.44,0.4,0.42,0.41,0.4,0.42,0.4,0.38,0.36,0.56,0.38,0.38,0.35,0.36,0.36,0.35,0.35,0.32,0.33,0.34,0.33,0.29,0.3,0.33,0.27,0.33,0.31,0.31,0.27,0.28,0.27,0.26,0.24,0.25,0.26,0.23,0.26,0.25,0.24,0.23,0.24,0.24,0.25,0.25,0.23,0.19,0.23,0.23,0.22,0.21,0.22,0.2,0.22,0.18,0.22,0.21,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.19,0.19,0.2,0.17,0.16,0.18,0.18,0.16,0.16,0.14,0.17,0.17,0.16,0.14,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.19,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.12,0.14,0.13,0.14,0.15,0.14,0.11,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.79000000000001
07/29/2021,4.06,3.6,2.92,1.46,1.25,1.25,1.01,0.88,0.83,0.59,0.58,0.53,0.53,0.54,0.49,0.5,0.53,0.52,0.51,0.5,0.46,0.46,0.43,0.47,0.47,0.47,0.44,0.44,0.44,0.44,0.4,0.42,0.41,0.4,0.42,0.39,0.37,0.36,0.54,0.38,0.38,0.35,0.36,0.36,0.34,0.35,0.32,0.33,0.33,0.33,0.3,0.3,0.33,0.28,0.32,0.31,0.31,0.27,0.33,0.27,0.26,0.25,0.25,0.26,0.24,0.26,0.25,0.24,0.23,0.24,0.24,0.25,0.24,0.23,0.19,0.23,0.23,0.21,0.21,0.22,0.2,0.22,0.18,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.19,0.19,0.2,0.17,0.16,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.17,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.19,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.12,0.14,0.13,0.14,0.15,0.14,0.11,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.73000000000001
07/30/2021,4.06,3.6,2.92,1.46,1.25,1.25,1.01,0.88,0.83,0.59,0.58,0.53,0.53,0.54,0.49,0.5,0.53,0.52,0.51,0.5,0.46,0.46,0.43,0.47,0.47,0.47,0.44,0.44,0.44,0.44,0.4,0.42,0.41,0.4,0.42,0.39,0.37,0.36,0.54,0.38,0.38,0.35,0.36,0.36,0.34,0.35,0.32,0.33,0.33,0.33,0.3,0.3,0.33,0.28,0.32,0.31,0.31,0.27,0.33,0.27,0.26,0.25,0.25,0.26,0.24,0.26,0.25,0.24,0.23,0.24,0.24,0.25,0.24,0.23,0.19,0.23,0.23,0.21,0.21,0.22,0.2,0.22,0.18,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.19,0.19,0.2,0.17,0.16,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.17,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.19,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.12,0.14,0.13,0.14,0.15,0.14,0.11,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.73000000000001
08/02/2021,3.97,3.58,2.88,1.47,1.28,1.23,1.02,0.88,0.83,0.59,0.59,0.54,0.52,0.54,0.49,0.5,0.53,0.51,0.5,0.5,0.45,0.46,0.44,0.47,0.47,0.47,0.43,0.44,0.44,0.43,0.41,0.42,0.41,0.4,0.43,0.4,0.34,0.37,0.56,0.38,0.37,0.35,0.36,0.35,0.35,0.35,0.32,0.34,0.34,0.32,0.3,0.3,0.33,0.28,0.32,0.29,0.31,0.27,0.33,0.27,0.25,0.25,0.25,0.26,0.24,0.28,0.24,0.24,0.23,0.24,0.24,0.25,0.25,0.23,0.19,0.22,0.23,0.21,0.21,0.22,0.2,0.22,0.18,0.22,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.2,0.18,0.18,0.19,0.19,0.2,0.18,0.16,0.18,0.18,0.17,0.17,0.15,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.15,0.18,0.16,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.19,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.12,0.14,0.14,0.14,0.15,0.14,0.11,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.61000000000001
08/03/2021,3.97,3.58,2.88,1.47,1.28,1.23,1.02,0.88,0.83,0.59,0.59,0.54,0.52,0.54,0.49,0.5,0.53,0.51,0.5,0.5,0.45,0.46,0.44,0.47,0.47,0.47,0.43,0.44,0.44,0.43,0.41,0.42,0.41,0.4,0.43,0.4,0.34,0.37,0.56,0.38,0.37,0.35,0.36,0.35,0.35,0.35,0.32,0.34,0.34,0.32,0.3,0.3,0.33,0.28,0.32,0.29,0.31,0.27,0.33,0.27,0.25,0.25,0.25,0.26,0.24,0.28,0.24,0.24,0.23,0.24,0.24,0.25,0.25,0.23,0.19,0.22,0.23,0.21,0.21,0.22,0.2,0.22,0.18,0.22,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.2,0.18,0.18,0.19,0.19,0.2,0.18,0.16,0.18,0.18,0.17,0.17,0.15,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.15,0.18,0.16,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.19,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.12,0.14,0.14,0.14,0.15,0.14,0.11,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.61000000000001
08/04/2021,3.97,3.58,2.88,1.47,1.28,1.23,1.02,0.88,0.83,0.59,0.59,0.54,0.52,0.54,0.49,0.5,0.53,0.51,0.5,0.5,0.45,0.46,0.44,0.47,0.47,0.47,0.43,0.44,0.44,0.43,0.41,0.42,0.41,0.4,0.43,0.4,0.34,0.37,0.56,0.38,0.37,0.35,0.36,0.35,0.35,0.35,0.32,0.34,0.34,0.32,0.3,0.3,0.33,0.28,0.32,0.29,0.31,0.27,0.33,0.27,0.25,0.25,0.25,0.26,0.24,0.28,0.24,0.24,0.23,0.24,0.24,0.25,0.25,0.23,0.19,0.22,0.23,0.21,0.21,0.22,0.2,0.22,0.18,0.22,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.2,0.18,0.18,0.19,0.19,0.2,0.18,0.16,0.18,0.18,0.17,0.17,0.15,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.15,0.18,0.16,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.19,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.12,0.14,0.14,0.14,0.15,0.14,0.11,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.61000000000001
08/05/2021,3.97,3.58,2.88,1.47,1.28,1.23,1.02,0.88,0.83,0.59,0.59,0.54,0.52,0.54,0.49,0.5,0.53,0.51,0.5,0.5,0.45,0.46,0.44,0.47,0.47,0.47,0.43,0.44,0.44,0.43,0.41,0.42,0.41,0.4,0.43,0.4,0.34,0.37,0.56,0.38,0.37,0.35,0.36,0.35,0.35,0.35,0.32,0.34,0.34,0.32,0.3,0.3,0.33,0.28,0.32,0.29,0.31,0.27,0.33,0.27,0.25,0.25,0.25,0.26,0.24,0.28,0.24,0.24,0.23,0.24,0.24,0.25,0.25,0.23,0.19,0.22,0.23,0.21,0.21,0.22,0.2,0.22,0.18,0.22,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.2,0.18,0.18,0.19,0.19,0.2,0.18,0.16,0.18,0.18,0.17,0.17,0.15,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.15,0.18,0.16,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.19,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.12,0.14,0.14,0.14,0.15,0.14,0.11,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.61000000000001
08/06/2021,4.0,3.56,2.65,1.38,1.26,1.22,1.03,0.88,0.74,0.59,0.58,0.54,0.52,0.54,0.49,0.54,0.53,0.49,0.48,0.52,0.45,0.47,0.44,0.48,0.47,0.47,0.43,0.44,0.45,0.44,0.4,0.42,0.42,0.4,0.44,0.4,0.35,0.37,0.62,0.39,0.37,0.34,0.37,0.36,0.36,0.35,0.34,0.33,0.34,0.32,0.31,0.3,0.33,0.28,0.32,0.29,0.31,0.27,0.33,0.27,0.25,0.25,0.25,0.26,0.24,0.29,0.23,0.23,0.23,0.25,0.24,0.26,0.25,0.23,0.18,0.23,0.23,0.23,0.21,0.22,0.2,0.22,0.18,0.22,0.21,0.2,0.2,0.19,0.24,0.2,0.21,0.19,0.19,0.2,0.19,0.21,0.18,0.18,0.19,0.19,0.21,0.18,0.16,0.19,0.18,0.16,0.2,0.15,0.17,0.17,0.16,0.14,0.17,0.17,0.17,0.15,0.17,0.16,0.16,0.16,0.17,0.15,0.17,0.16,0.15,0.14,0.17,0.15,0.15,0.16,0.15,0.14,0.15,0.19,0.16,0.15,0.16,0.14,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.11,0.15,0.15,0.13,0.14,0.13,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.11,0.13,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.67
08/09/2021,3.99,3.59,2.66,1.42,1.27,1.22,1.02,0.88,0.76,0.58,0.58,0.57,0.52,0.54,0.5,0.54,0.53,0.49,0.48,0.53,0.45,0.47,0.43,0.49,0.48,0.47,0.42,0.44,0.45,0.44,0.39,0.43,0.42,0.41,0.45,0.39,0.34,0.37,0.66,0.38,0.37,0.35,0.37,0.35,0.34,0.35,0.34,0.32,0.33,0.32,0.29,0.3,0.32,0.27,0.33,0.28,0.31,0.27,0.33,0.27,0.25,0.24,0.24,0.26,0.24,0.28,0.22,0.24,0.23,0.24,0.24,0.25,0.25,0.24,0.18,0.23,0.24,0.23,0.2,0.22,0.2,0.22,0.17,0.21,0.21,0.2,0.19,0.19,0.24,0.2,0.21,0.19,0.19,0.2,0.18,0.2,0.17,0.18,0.19,0.19,0.21,0.18,0.16,0.2,0.18,0.17,0.2,0.15,0.17,0.17,0.16,0.13,0.17,0.17,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.18,0.16,0.15,0.14,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.19,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.12,0.14,0.13,0.14,0.15,0.14,0.11,0.15,0.14,0.13,0.14,0.14,0.13,0.15,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.11,0.13,0.12,0.13,0.13,0.13,0.14,0.14,0.12,0.12,0.0,0.11,0.0,0.11,0.0,0.13,0.12,0.12,0.13,0.0,0.12,0.11,0.12,0.11,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.68000000000001
08/10/2021,3.95,3.57,2.62,1.42,1.26,1.22,1.01,0.91,0.75,0.58,0.57,0.56,0.52,0.54,0.51,0.53,0.53,0.49,0.48,0.52,0.45,0.47,0.43,0.49,0.48,0.47,0.42,0.44,0.45,0.44,0.39,0.44,0.44,0.41,0.45,0.39,0.34,0.38,0.66,0.38,0.37,0.35,0.37,0.35,0.34,0.35,0.34,0.32,0.33,0.32,0.29,0.3,0.32,0.28,0.33,0.28,0.31,0.28,0.33,0.26,0.25,0.24,0.23,0.26,0.24,0.28,0.22,0.24,0.24,0.24,0.24,0.25,0.24,0.23,0.18,0.23,0.23,0.23,0.2,0.22,0.2,0.22,0.17,0.21,0.21,0.2,0.19,0.19,0.24,0.2,0.21,0.19,0.19,0.2,0.2,0.2,0.17,0.19,0.19,0.19,0.22,0.18,0.16,0.2,0.18,0.17,0.19,0.15,0.17,0.17,0.16,0.14,0.17,0.17,0.17,0.14,0.19,0.16,0.17,0.16,0.16,0.15,0.18,0.16,0.15,0.14,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.2,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.0,0.14,0.13,0.14,0.15,0.14,0.11,0.15,0.14,0.13,0.14,0.13,0.13,0.15,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.12,0.12,0.12,0.13,0.0,0.11,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.57000000000001
