,T,VZ,CVX,ABBV,PFE,PM,MRK,KO,AVGO,MO,IBM,GILD,DUK,SO,COP,BX,KMI,PRU,KMB,NEM,AEP,EXC,SRE,PPL,GIS,WBA,PEG,ED,EIX,LYB,FE,IP,ETR,DTE,DVN,KEY,CFG,OMC,HBAN,K,HPE,CAH,PFG,APO,EVRG,IPG,US Dollar,FNF,NRG,PNW,WU,CMA,NWL,NI,OGE,CPB,FHN,NYCB,BEN,PBCT,JNPR,ORI,ARES,SCCO,APAM,UNM,HBI,HRB,UMPQ,UBSI,FLO,NFG,VLY,FNB,HE,MSM,POR,SR,SWX,ALE,MC,BKH,Axis Capital Holdings Limited,DTM WI,AVA,ISBC,NAVI,NJR,NWE,OGS,SJI,FHI,ASB,BOH,AGR,CVBF,FFBC,FULT,WSBC,MCY,PDCO,VIRT,AXS,018000.KQ,688101.SS,688001.SS,n/a,SLVM WI,KD WI,CHV.,4I1.,PEO.,PG4.,NRA.,SUM
09/27/2021,10.0,7.16,7.47,6.21,5.76,5.09,4.43,4.34,4.17,4.24,4.02,2.47,1.97,1.83,1.86,1.32,1.5,1.24,1.01,1.15,0.93,1.02,0.93,0.83,0.88,0.9,0.68,0.7,0.68,0.82,0.56,0.54,0.47,0.55,0.21,0.53,0.49,0.43,0.61,0.41,0.4,0.38,0.44,0.29,0.32,0.31,0.0,0.28,0.21,0.25,0.25,0.28,0.23,0.23,0.21,0.21,0.24,0.23,0.21,0.22,0.18,0.16,0.14,0.2,0.17,0.16,0.15,0.13,0.13,0.13,0.11,0.11,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.09,0.08,0.08,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.09,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/28/2021,9.92,7.11,7.47,6.16,5.7,5.08,4.44,4.3,4.15,4.19,4.02,2.44,1.96,1.81,1.89,1.29,1.49,1.24,1.0,1.14,0.92,1.01,0.93,0.82,0.88,0.9,0.67,0.7,0.68,0.81,0.55,0.54,0.46,0.54,0.21,0.53,0.49,0.43,0.61,0.41,0.4,0.38,0.44,0.3,0.31,0.31,0.0,0.28,0.21,0.25,0.25,0.29,0.22,0.23,0.21,0.2,0.24,0.23,0.21,0.22,0.18,0.16,0.14,0.2,0.17,0.16,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.09,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/29/2021,9.92,7.11,7.47,6.16,5.7,5.08,4.44,4.3,4.15,4.19,4.02,2.44,1.96,1.81,1.89,1.29,1.49,1.24,1.0,1.14,0.92,1.01,0.93,0.82,0.88,0.9,0.67,0.7,0.68,0.81,0.55,0.54,0.46,0.54,0.21,0.53,0.49,0.43,0.61,0.41,0.4,0.38,0.44,0.3,0.31,0.31,0.0,0.28,0.21,0.25,0.25,0.29,0.22,0.23,0.21,0.2,0.24,0.23,0.21,0.22,0.18,0.16,0.14,0.2,0.17,0.16,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.09,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/30/2021,9.96,7.08,7.6,6.16,5.62,5.08,4.4,4.25,4.12,4.19,4.02,2.4,1.93,1.78,1.92,1.26,1.52,1.27,0.99,1.13,0.91,1.0,0.92,0.82,0.86,0.9,0.68,0.69,0.67,0.83,0.55,0.54,0.46,0.54,0.22,0.55,0.5,0.43,0.63,0.41,0.41,0.38,0.45,0.3,0.31,0.3,0.0,0.28,0.2,0.24,0.25,0.3,0.23,0.23,0.21,0.2,0.25,0.23,0.22,0.23,0.18,0.16,0.13,0.21,0.17,0.16,0.14,0.13,0.14,0.13,0.11,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0.04,0.06,0.05,0.09,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/01/2021,9.99,7.1,7.7,6.19,5.6,4.92,4.44,4.22,4.05,4.19,4.03,2.4,1.94,1.78,1.97,1.22,1.53,1.27,1.01,1.16,0.92,0.99,0.89,0.82,0.86,0.89,0.67,0.69,0.67,0.84,0.55,0.54,0.46,0.54,0.23,0.55,0.51,0.42,0.63,0.41,0.42,0.38,0.45,0.29,0.31,0.3,0.0,0.28,0.2,0.24,0.26,0.3,0.23,0.23,0.21,0.2,0.25,0.23,0.21,0.24,0.18,0.16,0.13,0.21,0.17,0.16,0.15,0.13,0.14,0.13,0.11,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.09,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/04/2021,10.03,7.17,7.65,6.3,5.67,4.8,4.6,4.26,4.05,4.0,4.12,2.43,1.97,1.81,2.0,1.22,1.53,1.28,1.01,1.17,0.93,1.01,0.92,0.82,0.88,0.89,0.69,0.7,0.66,0.83,0.54,0.54,0.46,0.54,0.23,0.55,0.51,0.42,0.63,0.42,0.43,0.37,0.44,0.3,0.31,0.29,0.0,0.28,0.2,0.25,0.25,0.3,0.21,0.23,0.21,0.2,0.25,0.23,0.2,0.24,0.18,0.16,0.13,0.2,0.17,0.16,0.14,0.13,0.14,0.14,0.11,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.08,0.1,0.07,0.08,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.07,0.06,0.06,0.07,0.05,0.06,0.05,0.09,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/05/2021,9.98,7.14,7.79,6.31,5.6,4.82,4.94,4.26,4.03,3.99,4.21,2.36,1.97,1.78,2.04,1.2,1.54,1.28,1.0,1.14,0.92,0.99,0.9,0.81,0.88,0.87,0.68,0.69,0.65,0.84,0.54,0.51,0.46,0.54,0.24,0.56,0.52,0.43,0.64,0.41,0.44,0.37,0.45,0.3,0.31,0.3,0.0,0.28,0.2,0.25,0.26,0.3,0.21,0.23,0.21,0.2,0.25,0.24,0.2,0.24,0.18,0.16,0.13,0.2,0.17,0.17,0.14,0.13,0.14,0.14,0.11,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.08,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.07,0.07,0.06,0.07,0.04,0.06,0.05,0.09,0.0,0.0,0.0,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/06/2021,9.98,7.14,7.79,6.31,5.6,4.82,4.94,4.26,4.03,3.99,4.21,2.36,1.97,1.78,2.04,1.2,1.54,1.28,1.0,1.14,0.92,0.99,0.9,0.81,0.88,0.87,0.68,0.69,0.65,0.84,0.54,0.51,0.46,0.54,0.24,0.56,0.52,0.43,0.64,0.41,0.44,0.37,0.45,0.3,0.31,0.3,0.0,0.28,0.2,0.25,0.26,0.3,0.21,0.23,0.21,0.2,0.25,0.24,0.2,0.24,0.18,0.16,0.13,0.2,0.17,0.17,0.14,0.13,0.14,0.14,0.11,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.08,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.07,0.07,0.06,0.07,0.04,0.06,0.05,0.09,0.0,0.0,0.0,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/07/2021,9.99,7.14,7.79,6.27,5.52,4.81,5.03,4.24,3.92,4.03,4.22,2.32,2.01,1.8,2.08,1.15,1.53,1.27,1.0,1.16,0.94,0.99,0.91,0.82,0.89,0.87,0.68,0.7,0.66,0.83,0.54,0.51,0.47,0.54,0.25,0.56,0.52,0.42,0.64,0.41,0.44,0.37,0.44,0.28,0.31,0.3,0.0,0.28,0.2,0.25,0.25,0.3,0.21,0.23,0.21,0.2,0.25,0.24,0.2,0.24,0.18,0.16,0.13,0.2,0.16,0.17,0.14,0.13,0.14,0.14,0.12,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.08,0.1,0.06,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.07,0.07,0.06,0.07,0.04,0.06,0.06,0.09,0.0,0.0,0.0,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/08/2021,9.99,7.14,7.79,6.27,5.52,4.81,5.03,4.24,3.92,4.03,4.22,2.32,2.01,1.8,2.08,1.15,1.53,1.27,1.0,1.16,0.94,0.99,0.91,0.82,0.89,0.87,0.68,0.7,0.66,0.83,0.54,0.51,0.47,0.54,0.25,0.56,0.52,0.42,0.64,0.41,0.44,0.37,0.44,0.28,0.31,0.3,0.0,0.28,0.2,0.25,0.25,0.3,0.21,0.23,0.21,0.2,0.25,0.24,0.2,0.24,0.18,0.16,0.13,0.2,0.16,0.17,0.14,0.13,0.14,0.14,0.12,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.08,0.1,0.06,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.07,0.07,0.06,0.07,0.04,0.06,0.06,0.09,0.0,0.0,0.0,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/11/2021,9.88,7.03,7.83,6.36,5.53,4.76,4.93,4.29,4.05,4.01,4.13,2.33,2.0,1.79,2.07,1.19,1.53,1.29,1.0,1.15,0.95,1.0,0.9,0.82,0.89,0.88,0.67,0.71,0.67,0.85,0.55,0.51,0.47,0.55,0.25,0.57,0.52,0.43,0.64,0.4,0.44,0.36,0.46,0.3,0.31,0.3,0.0,0.28,0.2,0.23,0.26,0.31,0.21,0.23,0.21,0.2,0.25,0.24,0.2,0.24,0.18,0.17,0.14,0.2,0.16,0.18,0.13,0.13,0.14,0.14,0.12,0.12,0.14,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.08,0.1,0.07,0.09,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
10/12/2021,9.77,6.95,8.01,6.38,5.5,4.75,4.86,4.31,4.04,4.03,4.18,2.33,2.0,1.79,2.17,1.2,1.58,1.31,1.0,1.15,0.94,0.99,0.89,0.82,0.89,0.88,0.66,0.7,0.67,0.85,0.54,0.52,0.47,0.55,0.26,0.58,0.53,0.43,0.64,0.4,0.44,0.36,0.47,0.31,0.31,0.29,0.0,0.28,0.2,0.23,0.26,0.31,0.21,0.23,0.21,0.2,0.25,0.24,0.2,0.24,0.18,0.17,0.14,0.21,0.17,0.18,0.13,0.13,0.14,0.14,0.12,0.12,0.14,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.08,0.1,0.07,0.09,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.09,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
10/13/2021,9.77,6.95,8.01,6.38,5.5,4.75,4.86,4.31,4.04,4.03,4.18,2.33,2.0,1.79,2.17,1.2,1.58,1.31,1.0,1.15,0.94,0.99,0.89,0.82,0.89,0.88,0.66,0.7,0.67,0.85,0.54,0.52,0.47,0.55,0.26,0.58,0.53,0.43,0.64,0.4,0.44,0.36,0.47,0.31,0.31,0.29,0.0,0.28,0.2,0.23,0.26,0.31,0.21,0.23,0.21,0.2,0.25,0.24,0.2,0.24,0.18,0.17,0.14,0.21,0.17,0.18,0.13,0.13,0.14,0.14,0.12,0.12,0.14,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.08,0.1,0.07,0.09,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.09,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
10/14/2021,9.58,6.87,8.01,6.39,5.49,4.77,4.86,4.36,4.07,4.07,4.19,2.35,2.0,1.79,2.16,1.19,1.61,1.33,1.0,1.15,0.94,0.98,0.89,0.82,0.9,0.88,0.66,0.71,0.66,0.85,0.54,0.53,0.47,0.54,0.25,0.58,0.52,0.43,0.64,0.4,0.45,0.36,0.47,0.31,0.31,0.3,0.0,0.29,0.2,0.23,0.26,0.31,0.21,0.23,0.21,0.2,0.25,0.25,0.2,0.24,0.18,0.17,0.14,0.21,0.16,0.18,0.13,0.13,0.14,0.14,0.12,0.12,0.13,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.09,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/15/2021,9.41,6.79,8.05,6.31,5.49,4.82,4.86,4.38,4.03,4.12,4.15,2.33,2.01,1.8,2.15,1.21,1.64,1.32,1.01,1.17,0.94,1.0,0.9,0.83,0.91,0.89,0.67,0.73,0.66,0.85,0.54,0.54,0.48,0.55,0.25,0.58,0.53,0.43,0.64,0.4,0.44,0.36,0.46,0.32,0.31,0.29,0.0,0.29,0.2,0.23,0.25,0.31,0.21,0.23,0.21,0.2,0.25,0.25,0.2,0.24,0.18,0.17,0.14,0.21,0.16,0.18,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
10/18/2021,9.33,6.76,8.05,6.24,5.39,4.91,4.71,4.34,4.07,4.19,4.17,2.32,2.01,1.81,2.13,1.25,1.65,1.31,1.0,1.22,0.94,1.02,0.91,0.83,0.9,0.94,0.68,0.72,0.66,0.85,0.55,0.53,0.47,0.55,0.25,0.58,0.51,0.44,0.64,0.4,0.45,0.36,0.46,0.32,0.31,0.3,0.0,0.3,0.2,0.23,0.26,0.3,0.21,0.24,0.21,0.2,0.25,0.25,0.2,0.24,0.18,0.17,0.14,0.22,0.16,0.18,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.08,0.1,0.07,0.09,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.06,0.06,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
10/19/2021,9.35,6.8,8.1,6.26,5.36,4.88,4.71,4.33,4.12,4.19,4.2,2.3,1.99,1.8,2.14,1.26,1.66,1.32,1.0,1.2,0.94,1.02,0.91,0.83,0.9,0.9,0.69,0.71,0.67,0.86,0.55,0.5,0.47,0.55,0.26,0.58,0.52,0.44,0.64,0.39,0.45,0.36,0.46,0.32,0.31,0.3,0.0,0.3,0.2,0.23,0.26,0.3,0.21,0.24,0.21,0.2,0.25,0.25,0.2,0.24,0.18,0.17,0.14,0.23,0.16,0.18,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.0,0.0,0.08,0.1,0.07,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.06,0.06,0.07,0.07,0.04,0.06,0.05,0.1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/20/2021,9.35,6.8,8.1,6.26,5.36,4.88,4.71,4.33,4.12,4.19,4.2,2.3,1.99,1.8,2.14,1.26,1.66,1.32,1.0,1.2,0.94,1.02,0.91,0.83,0.9,0.9,0.69,0.71,0.67,0.86,0.55,0.5,0.47,0.55,0.26,0.58,0.52,0.44,0.64,0.39,0.45,0.36,0.46,0.32,0.31,0.3,0.0,0.3,0.2,0.23,0.26,0.3,0.21,0.24,0.21,0.2,0.25,0.25,0.2,0.24,0.18,0.17,0.14,0.23,0.16,0.18,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.0,0.0,0.08,0.1,0.07,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.06,0.06,0.07,0.07,0.04,0.06,0.05,0.1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/21/2021,9.29,6.81,8.16,6.2,5.38,4.87,4.67,4.32,4.15,4.17,4.17,2.26,1.99,1.8,2.17,1.28,1.67,1.33,0.99,1.2,0.94,1.03,0.91,0.83,0.89,0.9,0.69,0.7,0.67,0.86,0.55,0.5,0.47,0.55,0.26,0.58,0.52,0.44,0.65,0.4,0.45,0.35,0.47,0.33,0.31,0.3,0.0,0.3,0.2,0.23,0.26,0.31,0.21,0.23,0.21,0.2,0.25,0.25,0.2,0.24,0.18,0.17,0.14,0.23,0.16,0.18,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.08,0.1,0.07,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.06,0.06,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
10/22/2021,9.31,6.81,8.25,6.15,5.43,4.75,4.77,4.3,4.17,4.12,4.13,2.28,2.0,1.8,2.17,1.3,1.66,1.33,0.97,1.2,0.94,1.03,0.92,0.83,0.89,0.89,0.69,0.7,0.67,0.85,0.55,0.49,0.47,0.55,0.26,0.58,0.53,0.44,0.65,0.39,0.46,0.36,0.47,0.35,0.31,0.3,0.0,0.3,0.2,0.23,0.25,0.3,0.21,0.23,0.21,0.2,0.25,0.25,0.2,0.24,0.18,0.17,0.14,0.23,0.16,0.18,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/25/2021,9.32,6.9,8.21,6.18,5.5,4.76,4.85,4.29,4.18,4.12,3.71,2.27,2.03,1.82,2.14,1.35,1.57,1.34,0.98,1.2,0.95,1.04,0.92,0.83,0.89,0.9,0.69,0.71,0.69,0.83,0.55,0.5,0.47,0.55,0.25,0.59,0.53,0.41,0.65,0.39,0.46,0.36,0.46,0.36,0.31,0.29,0.0,0.3,0.2,0.23,0.24,0.31,0.22,0.23,0.21,0.19,0.25,0.25,0.2,0.25,0.18,0.17,0.14,0.22,0.16,0.18,0.13,0.13,0.14,0.14,0.12,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.07,0.1,0.08,0.08,0.06,0.06,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/26/2021,9.2,6.83,8.26,6.19,5.52,4.76,4.83,4.29,4.18,4.11,3.68,2.27,2.04,1.78,2.17,1.4,1.57,1.35,0.99,1.2,0.95,1.04,0.92,0.83,0.9,0.9,0.7,0.72,0.7,0.84,0.56,0.5,0.47,0.55,0.26,0.6,0.53,0.4,0.66,0.39,0.45,0.36,0.46,0.37,0.32,0.29,0.0,0.3,0.2,0.22,0.24,0.32,0.21,0.23,0.21,0.19,0.25,0.25,0.2,0.25,0.18,0.17,0.14,0.22,0.17,0.18,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.07,0.1,0.08,0.08,0.06,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/27/2021,9.23,6.85,8.29,6.21,5.54,4.78,4.85,4.3,4.19,4.13,3.7,2.28,2.04,1.79,2.17,1.41,1.58,1.35,0.99,1.21,0.96,1.04,0.93,0.84,0.9,0.9,0.7,0.72,0.7,0.84,0.56,0.5,0.48,0.55,0.26,0.6,0.54,0.4,0.66,0.39,0.45,0.36,0.47,0.38,0.32,0.29,0.0,0.3,0.2,0.22,0.24,0.32,0.21,0.24,0.21,0.19,0.25,0.25,0.2,0.25,0.18,0.17,0.14,0.22,0.17,0.18,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.09,0.07,0.1,0.08,0.08,0.06,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/28/2021,9.24,6.78,8.33,6.15,5.52,4.74,4.86,4.27,4.23,4.09,3.67,2.28,2.02,1.78,2.19,1.42,1.59,1.34,0.96,1.21,0.94,1.04,0.92,0.83,0.88,0.9,0.7,0.71,0.71,0.84,0.55,0.5,0.47,0.55,0.26,0.6,0.53,0.4,0.66,0.39,0.45,0.35,0.47,0.38,0.31,0.28,0.0,0.3,0.2,0.22,0.24,0.32,0.21,0.23,0.21,0.19,0.25,0.24,0.21,0.25,0.17,0.17,0.15,0.23,0.17,0.18,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.07,0.1,0.08,0.08,0.06,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/29/2021,9.24,6.78,8.33,6.15,5.52,4.74,4.86,4.27,4.23,4.09,3.67,2.28,2.02,1.78,2.19,1.42,1.59,1.34,0.96,1.21,0.94,1.04,0.92,0.83,0.88,0.9,0.7,0.71,0.71,0.84,0.55,0.5,0.47,0.55,0.26,0.6,0.53,0.4,0.66,0.39,0.45,0.35,0.47,0.38,0.31,0.28,0.0,0.3,0.2,0.22,0.24,0.32,0.21,0.23,0.21,0.19,0.25,0.24,0.21,0.25,0.17,0.17,0.15,0.23,0.17,0.18,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.07,0.1,0.08,0.08,0.06,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/01/2021,9.24,6.83,8.31,6.24,5.54,4.73,5.17,4.42,4.3,3.81,3.63,2.28,2.01,1.78,2.16,1.42,1.55,1.33,0.97,1.15,0.94,1.07,0.92,0.83,0.89,0.86,0.71,0.72,0.73,0.83,0.56,0.47,0.47,0.54,0.26,0.58,0.51,0.39,0.63,0.39,0.43,0.35,0.45,0.37,0.31,0.29,0.0,0.29,0.2,0.22,0.23,0.31,0.2,0.23,0.21,0.19,0.25,0.22,0.21,0.23,0.19,0.18,0.15,0.22,0.16,0.17,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.08,0.1,0.07,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.08,0.06,0.06,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
11/02/2021,9.13,6.85,8.4,6.52,5.61,4.66,5.25,4.45,4.32,3.77,3.61,2.2,2.0,1.77,2.14,1.41,1.5,1.3,0.96,1.13,0.94,1.08,0.9,0.82,0.88,0.86,0.7,0.71,0.73,0.8,0.57,0.47,0.47,0.54,0.25,0.58,0.5,0.38,0.62,0.39,0.43,0.35,0.45,0.36,0.31,0.29,0.0,0.29,0.19,0.22,0.22,0.31,0.21,0.23,0.21,0.19,0.25,0.22,0.21,0.23,0.19,0.18,0.15,0.21,0.16,0.16,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.07,0.09,0.07,0.09,0.07,0.08,0.09,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.1,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
11/03/2021,9.13,6.85,8.4,6.52,5.61,4.66,5.25,4.45,4.32,3.77,3.61,2.2,2.0,1.77,2.14,1.41,1.5,1.3,0.96,1.13,0.94,1.08,0.9,0.82,0.88,0.86,0.7,0.71,0.73,0.8,0.57,0.47,0.47,0.54,0.25,0.58,0.5,0.38,0.62,0.39,0.43,0.35,0.45,0.36,0.31,0.29,0.0,0.29,0.19,0.22,0.22,0.31,0.21,0.23,0.21,0.19,0.25,0.22,0.21,0.23,0.19,0.18,0.15,0.21,0.16,0.16,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.07,0.09,0.07,0.09,0.07,0.08,0.09,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.1,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
