,T,VZ,CVX,ABBV,PFE,PM,MRK,KO,AVGO,MO,IBM,GILD,DUK,SO,COP,BX,KMI,PRU,KMB,NEM,AEP,EXC,SRE,PPL,GIS,WBA,PEG,ED,EIX,LYB,FE,IP,ETR,DTE,DVN,KEY,CFG,OMC,HBAN,K,HPE,CAH,PFG,APO,EVRG,IPG,US Dollar,FNF,NRG,PNW,WU,CMA,NWL,NI,OGE,CPB,FHN,NYCB,BEN,PBCT,JNPR,ORI,ARES,SCCO,APAM,UNM,HBI,HRB,UMPQ,UBSI,FLO,NFG,VLY,FNB,HE,MSM,POR,SR,SWX,ALE,MC,BKH,Axis Capital Holdings Limited,DTM WI,AVA,ISBC,NAVI,NJR,NWE,OGS,SJI,FHI,ASB,BOH,AGR,CVBF,FFBC,FULT,WSBC,MCY,PDCO,VIRT,AXS,018000.KQ,688101.SS,688001.SS,n/a,SLVM WI,KD WI,CHV.,4I1.,PEO.,PG4.,NRA.,SUM
07/23/2021,9.92,7.21,6.53,6.59,6.22,5.36,4.85,4.64,4.18,4.25,3.8,2.51,2.16,1.95,1.49,1.68,1.36,1.17,1.18,1.08,1.06,1.04,0.91,0.87,0.86,0.81,0.72,0.72,0.7,0.63,0.58,0.52,0.51,0.49,0.42,0.42,0.4,0.39,0.38,0.42,0.39,0.39,0.37,0.29,0.35,0.28,0.0,0.27,0.24,0.26,0.25,0.22,0.23,0.24,0.22,0.21,0.19,0.21,0.18,0.18,0.17,0.16,0.15,0.15,0.14,0.14,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.0,0.0,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
07/26/2021,9.87,7.13,6.64,6.62,6.34,5.26,4.76,4.64,4.22,4.21,3.83,2.5,2.11,1.93,1.55,1.83,1.36,1.2,1.13,1.06,1.03,1.04,0.9,0.86,0.83,0.82,0.71,0.71,0.69,0.65,0.6,0.52,0.5,0.49,0.43,0.43,0.42,0.36,0.39,0.4,0.39,0.4,0.38,0.3,0.34,0.3,0.0,0.27,0.25,0.25,0.25,0.23,0.23,0.23,0.22,0.2,0.19,0.21,0.18,0.18,0.18,0.16,0.16,0.16,0.14,0.14,0.14,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.06,0.07,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
07/27/2021,9.85,7.07,6.6,6.62,6.33,5.28,4.79,4.65,4.26,4.23,3.82,2.49,2.13,1.95,1.5,1.84,1.35,1.19,1.12,1.05,1.04,1.04,0.9,0.86,0.83,0.81,0.72,0.71,0.69,0.65,0.59,0.51,0.51,0.49,0.42,0.43,0.42,0.36,0.39,0.4,0.39,0.4,0.38,0.3,0.35,0.31,0.0,0.28,0.25,0.25,0.25,0.23,0.24,0.24,0.22,0.2,0.19,0.2,0.18,0.18,0.18,0.16,0.16,0.16,0.14,0.14,0.14,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/28/2021,9.85,7.07,6.6,6.62,6.33,5.28,4.79,4.65,4.26,4.23,3.82,2.49,2.13,1.95,1.5,1.84,1.35,1.19,1.12,1.05,1.04,1.04,0.9,0.86,0.83,0.81,0.72,0.71,0.69,0.65,0.59,0.51,0.51,0.49,0.42,0.43,0.42,0.36,0.39,0.4,0.39,0.4,0.38,0.3,0.35,0.31,0.0,0.28,0.25,0.25,0.25,0.23,0.24,0.24,0.22,0.2,0.19,0.2,0.18,0.18,0.18,0.16,0.16,0.16,0.14,0.14,0.14,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/29/2021,9.82,7.03,6.71,6.57,6.32,5.3,4.75,4.64,4.23,4.22,3.84,2.47,2.12,1.93,1.54,1.87,1.38,1.2,1.11,1.05,1.06,1.03,0.9,0.86,0.82,0.82,0.72,0.71,0.68,0.66,0.59,0.52,0.51,0.49,0.44,0.43,0.42,0.37,0.39,0.4,0.4,0.4,0.38,0.3,0.35,0.31,0.0,0.28,0.24,0.25,0.25,0.23,0.24,0.24,0.22,0.2,0.19,0.2,0.18,0.18,0.18,0.16,0.16,0.16,0.14,0.15,0.14,0.12,0.13,0.11,0.11,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/30/2021,9.79,7.05,6.66,6.55,6.34,5.32,4.77,4.64,4.15,4.22,3.83,2.47,2.15,1.95,1.52,1.87,1.37,1.19,1.12,1.06,1.07,1.05,0.91,0.87,0.82,0.81,0.73,0.72,0.7,0.66,0.59,0.52,0.51,0.5,0.42,0.43,0.42,0.37,0.39,0.4,0.39,0.4,0.38,0.3,0.35,0.31,0.0,0.28,0.25,0.26,0.25,0.23,0.23,0.24,0.22,0.2,0.19,0.2,0.18,0.18,0.18,0.16,0.16,0.16,0.14,0.14,0.14,0.12,0.13,0.11,0.11,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/02/2021,9.77,6.99,6.76,6.57,6.41,5.31,4.69,4.6,4.21,4.27,3.79,2.49,2.12,1.94,1.53,1.91,1.37,1.2,1.11,1.08,1.06,1.05,0.9,0.86,0.81,0.81,0.73,0.71,0.69,0.66,0.57,0.51,0.51,0.49,0.43,0.44,0.4,0.36,0.4,0.39,0.4,0.4,0.38,0.3,0.34,0.3,0.0,0.27,0.25,0.25,0.24,0.24,0.23,0.23,0.22,0.2,0.19,0.22,0.18,0.18,0.17,0.16,0.17,0.17,0.14,0.14,0.14,0.12,0.13,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/03/2021,9.76,7.01,6.75,6.47,6.46,5.34,4.72,4.63,4.25,4.25,3.79,2.45,2.12,1.93,1.51,1.9,1.34,1.19,1.12,1.09,1.06,1.04,0.9,0.86,0.82,0.82,0.72,0.7,0.67,0.66,0.58,0.51,0.5,0.49,0.42,0.44,0.4,0.36,0.4,0.4,0.4,0.4,0.37,0.3,0.35,0.31,0.23,0.27,0.25,0.25,0.25,0.24,0.21,0.23,0.22,0.2,0.19,0.22,0.18,0.18,0.18,0.16,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,9.76,7.01,6.75,6.47,6.46,5.34,4.72,4.63,4.25,4.25,3.79,2.45,2.12,1.93,1.51,1.9,1.34,1.19,1.12,1.09,1.06,1.04,0.9,0.86,0.82,0.82,0.72,0.7,0.67,0.66,0.58,0.51,0.5,0.49,0.42,0.44,0.4,0.36,0.4,0.4,0.4,0.4,0.37,0.3,0.35,0.31,0.23,0.27,0.25,0.25,0.25,0.24,0.21,0.23,0.22,0.2,0.19,0.22,0.18,0.18,0.18,0.16,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,9.77,7.01,6.74,6.42,6.63,5.34,4.67,4.61,4.24,4.22,3.8,2.45,2.15,1.94,1.49,1.89,1.34,1.19,1.11,1.08,1.06,1.05,0.9,0.87,0.82,0.81,0.73,0.71,0.67,0.66,0.58,0.51,0.51,0.49,0.42,0.43,0.39,0.36,0.39,0.4,0.4,0.4,0.37,0.3,0.35,0.31,0.23,0.27,0.25,0.25,0.24,0.23,0.21,0.23,0.22,0.2,0.19,0.22,0.18,0.18,0.18,0.16,0.17,0.16,0.14,0.14,0.14,0.13,0.12,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/06/2021,9.73,6.95,6.75,6.42,6.84,5.32,4.65,4.58,4.23,4.2,3.84,2.49,2.14,1.93,1.52,1.88,1.34,1.21,1.11,1.08,1.06,1.05,0.9,0.86,0.82,0.82,0.73,0.71,0.67,0.66,0.58,0.51,0.5,0.49,0.43,0.44,0.4,0.36,0.4,0.4,0.41,0.4,0.38,0.31,0.35,0.31,0.0,0.27,0.25,0.24,0.24,0.24,0.21,0.23,0.22,0.19,0.19,0.22,0.18,0.18,0.18,0.16,0.17,0.16,0.14,0.14,0.14,0.12,0.13,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/09/2021,9.72,6.95,6.71,6.4,6.8,5.31,4.64,4.58,4.27,4.19,3.84,2.49,2.18,1.96,1.51,1.9,1.31,1.21,1.1,1.06,1.08,1.06,0.91,0.88,0.8,0.81,0.74,0.72,0.67,0.64,0.58,0.5,0.52,0.5,0.44,0.44,0.41,0.37,0.41,0.39,0.4,0.34,0.38,0.31,0.35,0.32,0.0,0.28,0.25,0.24,0.24,0.24,0.22,0.24,0.22,0.19,0.19,0.22,0.19,0.18,0.18,0.16,0.18,0.16,0.14,0.13,0.15,0.13,0.13,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/10/2021,9.71,6.93,6.75,6.36,6.79,5.28,4.62,4.59,4.24,4.18,3.87,2.47,2.16,1.96,1.52,1.88,1.32,1.24,1.1,1.04,1.07,1.06,0.91,0.89,0.8,0.82,0.74,0.72,0.67,0.66,0.57,0.51,0.52,0.5,0.44,0.45,0.42,0.37,0.41,0.4,0.41,0.34,0.39,0.31,0.35,0.32,0.0,0.29,0.26,0.24,0.24,0.25,0.22,0.24,0.23,0.19,0.2,0.22,0.19,0.19,0.18,0.16,0.18,0.16,0.15,0.14,0.15,0.13,0.13,0.12,0.1,0.11,0.12,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/11/2021,9.71,6.93,6.75,6.36,6.79,5.28,4.62,4.59,4.24,4.18,3.87,2.47,2.16,1.96,1.52,1.88,1.32,1.24,1.1,1.04,1.07,1.06,0.91,0.89,0.8,0.82,0.74,0.72,0.67,0.66,0.57,0.51,0.52,0.5,0.44,0.45,0.42,0.37,0.41,0.4,0.41,0.34,0.39,0.31,0.35,0.32,0.0,0.29,0.26,0.24,0.24,0.25,0.22,0.24,0.23,0.19,0.2,0.22,0.19,0.19,0.18,0.16,0.18,0.16,0.15,0.14,0.15,0.13,0.13,0.12,0.1,0.11,0.12,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/12/2021,9.69,6.93,6.65,6.35,6.94,5.3,4.62,4.6,4.24,4.2,3.8,2.46,2.15,1.96,1.5,1.88,1.31,1.25,1.11,1.02,1.07,1.06,0.9,0.88,0.81,0.82,0.74,0.73,0.68,0.66,0.58,0.52,0.52,0.5,0.44,0.45,0.42,0.37,0.41,0.4,0.41,0.34,0.39,0.31,0.35,0.32,0.0,0.29,0.26,0.24,0.24,0.25,0.22,0.23,0.23,0.19,0.19,0.22,0.2,0.19,0.18,0.16,0.17,0.16,0.15,0.14,0.15,0.13,0.13,0.11,0.1,0.11,0.12,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/13/2021,9.68,6.91,6.71,6.33,7.21,5.29,4.57,4.57,4.18,4.22,3.76,2.46,2.14,1.96,1.51,1.85,1.31,1.25,1.09,1.0,1.06,1.05,0.9,0.87,0.8,0.83,0.73,0.72,0.68,0.68,0.57,0.52,0.53,0.5,0.45,0.45,0.42,0.37,0.41,0.4,0.4,0.34,0.39,0.3,0.35,0.32,0.0,0.29,0.26,0.24,0.24,0.25,0.22,0.23,0.23,0.19,0.2,0.22,0.2,0.19,0.18,0.16,0.17,0.16,0.15,0.14,0.15,0.13,0.13,0.12,0.1,0.11,0.12,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/16/2021,9.62,6.91,6.72,6.35,7.04,5.27,4.61,4.55,4.18,4.2,3.79,2.51,2.11,1.96,1.52,1.84,1.32,1.27,1.09,1.0,1.06,1.06,0.9,0.87,0.81,0.84,0.73,0.73,0.69,0.69,0.58,0.52,0.52,0.49,0.46,0.46,0.42,0.37,0.43,0.4,0.41,0.35,0.4,0.3,0.35,0.32,0.0,0.29,0.25,0.23,0.23,0.26,0.22,0.23,0.23,0.19,0.2,0.23,0.2,0.19,0.18,0.17,0.17,0.16,0.15,0.14,0.15,0.13,0.13,0.12,0.1,0.11,0.12,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
