,ADBE,ADSK,IDXX,AMD,FTNT,ALGN,GOOG,AMZN,TGT,LOW,AAPL,FB,CCI,NVDA,VRTX,REGN,CMG,WST,NKE,TXN,LULU,QCOM,EBAY,NOW,PYPL,ODFL,MXIM,EPAM,BAH,ILMN,CDNS,VEEV,ZM,LRCX,PKI,ULTA,DOCU,MOH,BBY,AMAT,NBIX,KLAC,TXRH,MKTX,CRWD,HUBS,WEN,PAYC,LPLA,TW,TER,PHM,WM,MPWR,PTC,TTD,OLED,DAR,CSGP,TPX,MSFT,SAM,BC,AN,AZPN,AMED,WSM,MNST,EXEL,LSCC,UPST,MSCI,INTU,APPS,Ssc Government Mm Gvmxx,RGEN,ENTG,SPGI,IT,SNPS,QRVO,FICO,LHCG,RSG,SITE,CLX,OVV,GNRC,XPO,MTD,BX,LLY,DECK,DXCM,DDOG,DPZ,XEC,JBHT,MTCH,JCOM,FMC,SCHW,TEAM,MCO,DG,PCTY,NWSA,SBUX,ORLY,RH,APTV,AVTR,BJ,NVR,HRC,EL,BRKR,ALXN,PEN,TSCO,ZTS,EOG,ORCL,FIVE,SKX,TROW,CTXS,G,SBAC,YUMC,CTAS,AMT,FDS,HCA,HD,KIM,LAMR,CERN,AXP,NFLX,DVA,FND,CACI,ICLR,UPS,TREX,ABT,HSY,V,MMM,DHI,WMB,TTEK,CABO,XYL,COST,SYK,CHE,TPR,PG,IQV,VMW,MAN,AGCO,CBRE,MA,PANW,BSX,FDX,PFPT,YUM,GWW,IPGP,TJX,NUE,SF,RPM,MAS,WDAY,OSK,GLOB,JLL,CMI,OC,EHC,WHR,ON,NVCR,STX,DLTR,KSU,RS,TTWO,Y,ATUS,AON,MKSI,CE,GLW,VMC,SNA,RGLD,Stericycle Inc,TPL,SRCL,GXO WI,Oshkosh Corp,n/a,CHTR,ROST,VFC,TSLA,SQ,SHOP,ETSY,PINS,NRG,WY,HOLX,ENPH,SWKS,MKL,VNT,YETI,STAA,KR,SCCO,RJF,RE,LPX,EQIX,CHGG,FL,CROX,HTA,XP,A,ISRG,CTVA,TNDM,BF.B,KO,AVY,ECL,LII,TXT,WRB,ALV,RL,ACGL,NTAP,DGX,HSIC,EW,HALO,CDW,XLNX,LH,CL,SEE,CHH,TTC,DRI,PFE,SWK,LEN,CRSP,AAP,ADI,ANET,BLDR,CHDN,ZI,POWI,DKS,PSTG,CTRA,HZNP,GTLS,HPQ,SYNA,INCY,KEYS,DHR,AZO,AVGO,POOL,DLB,CTSH,CG,AMP,REG,MU,OMCL,MAT,LMT,MAR,NXST,PXD,WH,IVZ,COIN,SUM
07/23/2021,3.83,2.84,3.02,2.3,2.17,1.91,1.98,1.91,1.9,1.82,1.77,1.62,1.75,1.54,1.63,1.63,1.61,1.63,1.49,1.44,1.48,1.39,1.36,1.35,1.33,1.23,1.16,1.3,1.26,1.19,1.18,1.12,1.0,1.01,1.06,0.94,1.03,0.96,0.92,0.91,0.92,0.9,0.88,0.83,0.82,0.77,0.77,0.78,0.74,0.73,0.68,0.66,0.69,0.67,0.6,0.59,0.57,0.55,0.59,0.5,0.53,0.51,0.47,0.52,0.49,0.46,0.45,0.42,0.34,0.35,0.35,0.29,0.27,0.24,0.49,0.26,0.25,0.26,0.26,0.26,0.25,0.26,0.25,0.25,0.22,0.17,0.12,0.16,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.1,0.13,0.12,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.1,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.79000000000002
07/26/2021,3.83,2.94,2.97,2.34,2.21,1.94,1.97,1.89,1.88,1.79,1.76,1.63,1.6,1.55,1.55,1.58,1.8,1.59,1.49,1.38,1.51,1.37,1.38,1.35,1.32,1.21,1.14,1.29,1.23,1.19,1.18,1.11,0.98,1.05,1.05,0.95,1.06,0.96,0.9,0.94,0.93,0.93,0.91,0.8,0.83,0.79,0.78,0.79,0.76,0.73,0.7,0.66,0.67,0.69,0.63,0.59,0.59,0.57,0.59,0.51,0.53,0.49,0.47,0.55,0.48,0.45,0.44,0.41,0.34,0.35,0.34,0.28,0.27,0.24,0.52,0.26,0.25,0.25,0.26,0.25,0.24,0.26,0.24,0.24,0.23,0.16,0.13,0.16,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.15,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.12,0.12,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.75
07/27/2021,3.79,2.94,2.98,2.33,2.22,1.95,2.01,1.87,1.88,1.81,1.76,1.7,1.59,1.53,1.56,1.56,1.81,1.6,1.49,1.38,1.52,1.38,1.39,1.35,1.32,1.22,1.14,1.29,1.23,1.19,1.19,1.12,0.97,1.04,1.07,0.94,1.05,0.96,0.92,0.94,0.93,0.94,0.92,0.81,0.84,0.77,0.77,0.8,0.76,0.73,0.7,0.67,0.67,0.7,0.64,0.64,0.59,0.55,0.59,0.5,0.53,0.36,0.47,0.54,0.47,0.45,0.44,0.42,0.33,0.35,0.33,0.28,0.27,0.23,0.51,0.26,0.25,0.25,0.26,0.25,0.24,0.26,0.25,0.24,0.23,0.16,0.13,0.16,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.15,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.12,0.12,0.13,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8
07/28/2021,3.79,2.94,2.98,2.33,2.22,1.95,2.01,1.87,1.88,1.81,1.76,1.7,1.59,1.53,1.56,1.56,1.81,1.6,1.49,1.38,1.52,1.38,1.39,1.35,1.32,1.22,1.14,1.29,1.23,1.19,1.19,1.12,0.97,1.04,1.07,0.94,1.05,0.96,0.92,0.94,0.93,0.94,0.92,0.81,0.84,0.77,0.77,0.8,0.76,0.73,0.7,0.67,0.67,0.7,0.64,0.64,0.59,0.55,0.59,0.5,0.53,0.36,0.47,0.54,0.47,0.45,0.44,0.42,0.33,0.35,0.33,0.28,0.27,0.23,0.51,0.26,0.25,0.25,0.26,0.25,0.24,0.26,0.25,0.24,0.23,0.16,0.13,0.16,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.15,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.12,0.12,0.13,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8
07/29/2021,3.78,2.96,2.96,2.34,2.2,1.95,2.05,1.9,1.89,1.79,1.77,1.72,1.59,1.52,1.56,1.54,1.79,1.59,1.49,1.4,1.5,1.37,1.39,1.36,1.32,1.22,1.14,1.29,1.23,1.19,1.19,1.1,1.01,1.05,1.12,0.95,1.04,0.95,0.94,0.94,0.9,0.94,0.95,0.8,0.83,0.79,0.78,0.79,0.77,0.73,0.69,0.66,0.67,0.7,0.64,0.64,0.58,0.57,0.58,0.51,0.53,0.37,0.47,0.54,0.47,0.44,0.44,0.42,0.33,0.35,0.35,0.28,0.27,0.23,0.51,0.25,0.25,0.25,0.26,0.25,0.24,0.26,0.24,0.24,0.22,0.16,0.13,0.16,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.15,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.0,0.12,0.12,0.13,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88
07/30/2021,3.8,2.94,2.99,2.34,2.21,1.94,2.02,1.88,1.89,1.77,1.77,1.71,1.63,1.52,1.6,1.57,1.84,1.61,1.5,1.39,1.5,1.36,1.39,1.36,1.31,1.23,1.13,1.3,1.24,1.19,1.19,1.11,1.0,1.03,1.12,0.95,1.04,0.97,0.94,0.93,0.9,0.92,0.97,0.81,0.82,0.79,0.8,0.79,0.78,0.73,0.68,0.67,0.68,0.7,0.61,0.66,0.57,0.57,0.59,0.49,0.53,0.37,0.46,0.55,0.47,0.44,0.43,0.42,0.33,0.35,0.33,0.29,0.27,0.23,0.3,0.28,0.25,0.25,0.26,0.25,0.24,0.25,0.24,0.25,0.22,0.16,0.13,0.16,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.15,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.12,0.12,0.13,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.12,0.0,0.11,0.1,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
08/02/2021,3.79,2.97,3.01,2.5,2.2,1.91,2.01,1.87,1.87,1.75,1.73,1.73,1.6,1.54,1.59,1.57,1.81,1.62,1.5,1.39,1.5,1.37,1.39,1.36,1.3,1.22,1.13,1.29,1.24,1.2,1.19,1.12,1.0,1.04,1.14,0.93,1.04,0.96,0.93,0.94,0.89,0.93,0.93,0.81,0.83,0.79,0.79,0.8,0.78,0.73,0.67,0.65,0.67,0.73,0.61,0.68,0.59,0.58,0.57,0.48,0.52,0.37,0.46,0.54,0.47,0.43,0.44,0.41,0.34,0.35,0.35,0.29,0.27,0.23,0.31,0.29,0.25,0.25,0.26,0.25,0.24,0.25,0.24,0.24,0.22,0.16,0.12,0.15,0.13,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.11,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.0,0.12,0.12,0.13,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88
08/03/2021,3.79,2.97,3.01,2.5,2.2,1.91,2.01,1.87,1.87,1.75,1.73,1.73,1.6,1.54,1.59,1.57,1.81,1.62,1.5,1.39,1.5,1.37,1.39,1.36,1.3,1.22,1.13,1.29,1.24,1.2,1.19,1.12,1.0,1.04,1.14,0.93,1.04,0.96,0.93,0.94,0.89,0.93,0.93,0.81,0.83,0.79,0.79,0.8,0.78,0.73,0.67,0.65,0.67,0.73,0.61,0.68,0.59,0.58,0.57,0.48,0.52,0.37,0.46,0.54,0.47,0.43,0.44,0.41,0.34,0.35,0.35,0.29,0.27,0.23,0.31,0.29,0.25,0.25,0.26,0.25,0.24,0.25,0.24,0.24,0.22,0.16,0.12,0.15,0.13,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.11,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.0,0.12,0.12,0.13,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88
08/04/2021,3.79,2.97,3.01,2.5,2.2,1.91,2.01,1.87,1.87,1.75,1.73,1.73,1.6,1.54,1.59,1.57,1.81,1.62,1.5,1.39,1.5,1.37,1.39,1.36,1.3,1.22,1.13,1.29,1.24,1.2,1.19,1.12,1.0,1.04,1.14,0.93,1.04,0.96,0.93,0.94,0.89,0.93,0.93,0.81,0.83,0.79,0.79,0.8,0.78,0.73,0.67,0.65,0.67,0.73,0.61,0.68,0.59,0.58,0.57,0.48,0.52,0.37,0.46,0.54,0.47,0.43,0.44,0.41,0.34,0.35,0.35,0.29,0.27,0.23,0.31,0.29,0.25,0.25,0.26,0.25,0.24,0.25,0.24,0.24,0.22,0.16,0.12,0.15,0.13,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.11,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.0,0.12,0.12,0.13,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88
08/05/2021,3.79,2.97,3.01,2.5,2.2,1.91,2.01,1.87,1.87,1.75,1.73,1.73,1.6,1.54,1.59,1.57,1.81,1.62,1.5,1.39,1.5,1.37,1.39,1.36,1.3,1.22,1.13,1.29,1.24,1.2,1.19,1.12,1.0,1.04,1.14,0.93,1.04,0.96,0.93,0.94,0.89,0.93,0.93,0.81,0.83,0.79,0.79,0.8,0.78,0.73,0.67,0.65,0.67,0.73,0.61,0.68,0.59,0.58,0.57,0.48,0.52,0.37,0.46,0.54,0.47,0.43,0.44,0.41,0.34,0.35,0.35,0.29,0.27,0.23,0.31,0.29,0.25,0.25,0.26,0.25,0.24,0.25,0.24,0.24,0.22,0.16,0.12,0.15,0.13,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.11,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.0,0.12,0.12,0.13,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88
