,ADBE,ADSK,IDXX,AMD,FTNT,ALGN,GOOG,AMZN,TGT,LOW,AAPL,FB,CCI,NVDA,VRTX,REGN,CMG,WST,NKE,TXN,LULU,QCOM,EBAY,NOW,PYPL,ODFL,MXIM,EPAM,BAH,ILMN,CDNS,VEEV,ZM,LRCX,PKI,ULTA,DOCU,MOH,BBY,AMAT,NBIX,KLAC,TXRH,MKTX,CRWD,HUBS,WEN,PAYC,LPLA,TW,TER,PHM,WM,MPWR,PTC,TTD,OLED,DAR,CSGP,TPX,MSFT,SAM,BC,AN,AZPN,AMED,WSM,MNST,EXEL,LSCC,UPST,MSCI,INTU,APPS,Ssc Government Mm Gvmxx,RGEN,ENTG,SPGI,IT,SNPS,QRVO,FICO,LHCG,RSG,SITE,CLX,OVV,GNRC,XPO,MTD,BX,LLY,DECK,DXCM,DDOG,DPZ,XEC,JBHT,MTCH,JCOM,FMC,SCHW,TEAM,MCO,DG,PCTY,NWSA,SBUX,ORLY,RH,APTV,AVTR,BJ,NVR,HRC,EL,BRKR,ALXN,PEN,TSCO,ZTS,EOG,ORCL,FIVE,SKX,TROW,CTXS,G,SBAC,YUMC,CTAS,AMT,FDS,HCA,HD,KIM,LAMR,CERN,AXP,NFLX,DVA,FND,CACI,ICLR,UPS,TREX,ABT,HSY,V,MMM,DHI,WMB,TTEK,CABO,XYL,COST,SYK,CHE,TPR,PG,IQV,VMW,MAN,AGCO,CBRE,MA,PANW,BSX,FDX,PFPT,YUM,GWW,IPGP,TJX,NUE,SF,RPM,MAS,WDAY,OSK,GLOB,JLL,CMI,OC,EHC,WHR,ON,NVCR,STX,DLTR,KSU,RS,TTWO,Y,ATUS,AON,MKSI,CE,GLW,VMC,SNA,RGLD,Stericycle Inc,TPL,SRCL,GXO WI,Oshkosh Corp,n/a,CHTR,ROST,VFC,TSLA,SQ,SHOP,ETSY,PINS,NRG,WY,HOLX,ENPH,SWKS,MKL,VNT,YETI,STAA,KR,SCCO,RJF,RE,LPX,EQIX,CHGG,FL,CROX,HTA,XP,A,ISRG,CTVA,TNDM,BF.B,KO,AVY,ECL,LII,TXT,WRB,ALV,RL,ACGL,NTAP,DGX,HSIC,EW,HALO,CDW,XLNX,LH,CL,SEE,CHH,TTC,DRI,PFE,SWK,LEN,CRSP,AAP,ADI,ANET,BLDR,CHDN,ZI,POWI,DKS,PSTG,CTRA,HZNP,GTLS,HPQ,SYNA,INCY,KEYS,DHR,AZO,AVGO,POOL,DLB,CTSH,CG,AMP,REG,MU,OMCL,MAT,LMT,MAR,NXST,PXD,WH,IVZ,COIN,SUM
09/16/2021,1.4,2.51,2.07,1.01,1.7,2.53,1.39,2.41,0.09,1.21,1.4,1.26,2.08,2.55,0.99,0.0,1.62,2.12,0.24,1.07,1.8,1.21,0.09,1.71,0.17,1.47,0.0,1.65,0.09,0.15,0.93,1.2,1.25,0.72,0.83,0.24,1.21,0.08,0.64,0.73,0.53,0.74,0.5,0.23,1.27,0.96,0.0,0.96,0.56,0.16,0.54,0.0,0.23,1.09,0.16,0.71,0.24,0.61,0.18,0.54,0.09,0.15,0.33,0.16,0.28,0.0,0.37,0.38,0.27,0.45,0.52,0.26,0.27,0.0,0.0,0.7,0.26,0.26,1.09,0.26,0.24,0.25,0.16,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.18,0.08,0.08,0.0,0.17,0.0,0.0,0.16,0.11,0.0,0.0,0.16,0.18,0.26,0.0,0.22,0.0,0.17,0.33,0.25,0.15,1.76,0.0,0.09,0.0,0.0,0.17,0.0,0.17,0.09,0.0,0.25,0.09,0.13,0.0,0.16,0.0,0.0,0.17,0.09,0.0,0.17,0.09,0.0,0.09,0.0,0.0,0.09,0.16,0.18,0.08,0.79,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.33,0.0,0.16,0.08,0.0,0.08,0.0,0.16,0.17,0.0,0.0,0.0,0.09,0.08,0.0,1.85,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.09,0.0,0.09,0.08,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.33,2.26,1.57,1.29,1.36,1.21,1.25,1.15,1.03,0.9,0.87,0.91,0.68,0.68,0.65,0.54,0.41,0.36,0.32,0.25,0.24,0.24,0.18,0.17,0.16,0.16,0.18,0.16,0.16,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/17/2021,1.38,2.49,2.02,1.03,1.66,2.5,1.41,2.42,0.09,1.21,1.41,1.26,2.11,2.54,1.0,0.0,1.6,2.1,0.24,1.11,1.79,1.21,0.09,1.72,0.17,1.46,0.0,1.66,0.09,0.15,0.92,1.2,1.17,0.73,0.82,0.24,1.18,0.09,0.64,0.75,0.52,0.76,0.5,0.23,1.26,0.97,0.0,0.96,0.56,0.16,0.55,0.0,0.23,1.11,0.15,0.7,0.24,0.65,0.18,0.55,0.09,0.15,0.33,0.17,0.28,0.0,0.37,0.38,0.27,0.47,0.53,0.26,0.27,0.0,0.0,0.71,0.28,0.26,1.09,0.26,0.25,0.24,0.16,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.18,0.08,0.09,0.0,0.17,0.0,0.0,0.16,0.1,0.0,0.0,0.15,0.18,0.26,0.0,0.22,0.0,0.17,0.33,0.25,0.16,1.76,0.0,0.09,0.0,0.0,0.16,0.0,0.18,0.09,0.0,0.26,0.09,0.13,0.0,0.16,0.0,0.0,0.17,0.09,0.0,0.17,0.09,0.0,0.09,0.0,0.0,0.09,0.16,0.17,0.08,0.8,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.33,0.0,0.16,0.08,0.0,0.08,0.0,0.16,0.18,0.0,0.0,0.0,0.09,0.08,0.0,1.88,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.09,0.0,0.09,0.09,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.34,2.21,1.58,1.29,1.38,1.22,1.23,1.14,1.05,0.91,0.86,0.89,0.68,0.69,0.65,0.54,0.41,0.34,0.32,0.25,0.24,0.24,0.17,0.17,0.15,0.15,0.18,0.17,0.16,0.16,0.16,0.16,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/20/2021,1.41,2.55,2.0,1.02,1.66,2.55,1.41,2.41,0.09,1.22,1.4,1.23,2.08,2.51,0.98,0.0,1.62,2.09,0.23,1.1,1.79,1.17,0.09,1.72,0.17,1.46,0.0,1.65,0.09,0.15,0.93,1.21,1.15,0.73,0.82,0.25,1.21,0.09,0.63,0.76,0.52,0.78,0.5,0.23,1.28,1.0,0.0,0.97,0.56,0.16,0.55,0.0,0.23,1.1,0.16,0.71,0.24,0.67,0.17,0.54,0.09,0.15,0.33,0.18,0.28,0.0,0.39,0.38,0.27,0.48,0.57,0.26,0.27,0.0,0.0,0.71,0.29,0.26,1.09,0.26,0.24,0.24,0.15,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.18,0.08,0.09,0.0,0.17,0.0,0.0,0.16,0.1,0.0,0.0,0.15,0.19,0.25,0.0,0.23,0.0,0.16,0.34,0.24,0.15,1.78,0.0,0.09,0.0,0.0,0.15,0.0,0.18,0.09,0.0,0.27,0.09,0.13,0.0,0.16,0.0,0.0,0.17,0.08,0.0,0.17,0.09,0.0,0.09,0.0,0.0,0.08,0.16,0.17,0.08,0.8,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.33,0.0,0.16,0.08,0.0,0.08,0.0,0.16,0.18,0.0,0.0,0.0,0.08,0.08,0.0,1.88,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.09,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.34,2.19,1.57,1.25,1.39,1.24,1.24,1.18,1.03,0.88,0.89,0.87,0.67,0.69,0.64,0.53,0.41,0.35,0.3,0.24,0.24,0.23,0.17,0.17,0.15,0.15,0.19,0.17,0.16,0.16,0.16,0.16,0.18,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/21/2021,1.39,2.55,2.01,1.0,1.64,2.53,1.38,2.41,0.09,1.24,1.38,1.21,2.09,2.49,0.99,0.0,1.63,2.07,0.23,1.1,1.8,1.14,0.09,1.72,0.16,1.46,0.0,1.62,0.09,0.15,0.91,1.2,1.19,0.73,0.84,0.25,1.22,0.09,0.63,0.75,0.53,0.78,0.5,0.23,1.28,1.0,0.0,0.98,0.57,0.16,0.54,0.0,0.23,1.1,0.15,0.71,0.24,0.66,0.17,0.55,0.09,0.14,0.33,0.19,0.28,0.0,0.38,0.38,0.28,0.47,0.59,0.26,0.27,0.0,0.0,0.73,0.29,0.26,1.08,0.25,0.24,0.24,0.16,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.18,0.08,0.09,0.0,0.17,0.0,0.0,0.16,0.1,0.0,0.0,0.15,0.19,0.25,0.0,0.23,0.0,0.16,0.33,0.24,0.15,1.78,0.0,0.09,0.0,0.0,0.16,0.0,0.17,0.09,0.0,0.27,0.09,0.13,0.0,0.16,0.0,0.0,0.17,0.08,0.0,0.17,0.09,0.0,0.09,0.0,0.0,0.09,0.16,0.18,0.08,0.79,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.33,0.0,0.16,0.08,0.0,0.08,0.0,0.16,0.17,0.0,0.0,0.0,0.08,0.08,0.0,1.89,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.09,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.35,2.2,1.6,1.26,1.4,1.25,1.26,1.2,1.04,0.87,0.91,0.88,0.69,0.68,0.64,0.52,0.4,0.35,0.31,0.24,0.24,0.24,0.17,0.18,0.16,0.15,0.19,0.17,0.15,0.16,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/22/2021,1.39,2.55,2.01,1.0,1.64,2.53,1.38,2.41,0.09,1.24,1.38,1.21,2.09,2.49,0.99,0.0,1.63,2.07,0.23,1.1,1.8,1.14,0.09,1.72,0.16,1.46,0.0,1.62,0.09,0.15,0.91,1.2,1.19,0.73,0.84,0.25,1.22,0.09,0.63,0.75,0.53,0.78,0.5,0.23,1.28,1.0,0.0,0.98,0.57,0.16,0.54,0.0,0.23,1.1,0.15,0.71,0.24,0.66,0.17,0.55,0.09,0.14,0.33,0.19,0.28,0.0,0.38,0.38,0.28,0.47,0.59,0.26,0.27,0.0,0.0,0.73,0.29,0.26,1.08,0.25,0.24,0.24,0.16,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.18,0.08,0.09,0.0,0.17,0.0,0.0,0.16,0.1,0.0,0.0,0.15,0.19,0.25,0.0,0.23,0.0,0.16,0.33,0.24,0.15,1.78,0.0,0.09,0.0,0.0,0.16,0.0,0.17,0.09,0.0,0.27,0.09,0.13,0.0,0.16,0.0,0.0,0.17,0.08,0.0,0.17,0.09,0.0,0.09,0.0,0.0,0.09,0.16,0.18,0.08,0.79,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.33,0.0,0.16,0.08,0.0,0.08,0.0,0.16,0.17,0.0,0.0,0.0,0.08,0.08,0.0,1.89,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.09,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.35,2.2,1.6,1.26,1.4,1.25,1.26,1.2,1.04,0.87,0.91,0.88,0.69,0.68,0.64,0.52,0.4,0.35,0.31,0.24,0.24,0.24,0.17,0.18,0.16,0.15,0.19,0.17,0.15,0.16,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/23/2021,1.39,2.55,2.01,1.0,1.64,2.53,1.38,2.41,0.09,1.24,1.38,1.21,2.09,2.49,0.99,0.0,1.63,2.07,0.23,1.1,1.8,1.14,0.09,1.72,0.16,1.46,0.0,1.62,0.09,0.15,0.91,1.2,1.19,0.73,0.84,0.25,1.22,0.09,0.63,0.75,0.53,0.78,0.5,0.23,1.28,1.0,0.0,0.98,0.57,0.16,0.54,0.0,0.23,1.1,0.15,0.71,0.24,0.66,0.17,0.55,0.09,0.14,0.33,0.19,0.28,0.0,0.38,0.38,0.28,0.47,0.59,0.26,0.27,0.0,0.0,0.73,0.29,0.26,1.08,0.25,0.24,0.24,0.16,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.18,0.08,0.09,0.0,0.17,0.0,0.0,0.16,0.1,0.0,0.0,0.15,0.19,0.25,0.0,0.23,0.0,0.16,0.33,0.24,0.15,1.78,0.0,0.09,0.0,0.0,0.16,0.0,0.17,0.09,0.0,0.27,0.09,0.13,0.0,0.16,0.0,0.0,0.17,0.08,0.0,0.17,0.09,0.0,0.09,0.0,0.0,0.09,0.16,0.18,0.08,0.79,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.33,0.0,0.16,0.08,0.0,0.08,0.0,0.16,0.17,0.0,0.0,0.0,0.08,0.08,0.0,1.89,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.09,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.35,2.2,1.6,1.26,1.4,1.25,1.26,1.2,1.04,0.87,0.91,0.88,0.69,0.68,0.64,0.52,0.4,0.35,0.31,0.24,0.24,0.24,0.17,0.18,0.16,0.15,0.19,0.17,0.15,0.16,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,1.4,2.54,2.06,1.01,1.66,2.53,1.39,2.36,0.09,1.24,1.37,1.2,2.11,2.45,0.99,0.0,1.64,2.1,0.23,1.1,1.82,1.14,0.09,1.75,0.16,1.52,0.0,1.65,0.09,0.15,0.91,1.21,1.17,0.71,0.84,0.24,1.21,0.09,0.63,0.73,0.53,0.76,0.49,0.23,1.25,1.01,0.0,1.01,0.56,0.16,0.53,0.0,0.23,1.11,0.15,0.72,0.23,0.64,0.17,0.56,0.09,0.15,0.32,0.19,0.27,0.0,0.39,0.37,0.27,0.47,0.63,0.26,0.27,0.0,0.0,0.76,0.29,0.26,1.09,0.25,0.24,0.23,0.15,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.18,0.08,0.09,0.0,0.18,0.0,0.0,0.16,0.1,0.0,0.0,0.15,0.19,0.25,0.0,0.24,0.0,0.16,0.34,0.24,0.15,1.81,0.0,0.09,0.0,0.0,0.16,0.0,0.17,0.1,0.0,0.27,0.09,0.13,0.0,0.15,0.0,0.0,0.17,0.08,0.0,0.17,0.09,0.0,0.09,0.0,0.0,0.09,0.16,0.17,0.08,0.79,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.32,0.0,0.16,0.08,0.0,0.08,0.0,0.16,0.18,0.0,0.0,0.0,0.08,0.08,0.0,1.89,0.07,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.09,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.37,2.18,1.61,1.22,1.38,1.25,1.23,1.19,1.01,0.88,0.9,0.88,0.67,0.67,0.64,0.5,0.4,0.35,0.31,0.23,0.24,0.24,0.17,0.17,0.15,0.15,0.19,0.17,0.16,0.16,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/27/2021,1.33,2.56,2.06,1.02,1.69,2.54,1.38,2.36,0.08,1.22,1.37,1.14,2.02,2.53,0.97,0.0,1.64,2.09,0.24,1.11,1.81,1.13,0.09,1.74,0.16,1.5,0.0,1.65,0.08,0.14,0.9,1.18,1.14,0.73,0.82,0.24,1.19,0.09,0.61,0.74,0.51,0.78,0.51,0.23,1.26,1.05,0.0,1.03,0.59,0.16,0.53,0.0,0.23,1.14,0.15,0.74,0.23,0.64,0.17,0.56,0.09,0.15,0.33,0.19,0.27,0.0,0.39,0.37,0.27,0.49,0.65,0.26,0.27,0.0,0.0,0.77,0.29,0.26,1.12,0.25,0.23,0.23,0.15,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.17,0.08,0.09,0.0,0.18,0.0,0.0,0.16,0.1,0.0,0.0,0.16,0.19,0.25,0.0,0.24,0.0,0.16,0.35,0.24,0.16,1.81,0.0,0.08,0.0,0.0,0.16,0.0,0.17,0.09,0.0,0.28,0.09,0.13,0.0,0.16,0.0,0.0,0.16,0.08,0.0,0.17,0.09,0.0,0.09,0.0,0.0,0.08,0.17,0.18,0.08,0.8,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.33,0.0,0.16,0.08,0.0,0.08,0.0,0.16,0.18,0.0,0.0,0.0,0.08,0.08,0.0,1.89,0.07,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.09,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.37,2.12,1.6,1.21,1.38,1.3,1.24,1.18,1.02,0.88,0.93,0.87,0.68,0.67,0.64,0.51,0.4,0.36,0.3,0.23,0.25,0.23,0.17,0.17,0.15,0.16,0.2,0.17,0.15,0.16,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/28/2021,1.32,2.59,2.06,1.02,1.7,2.54,1.39,2.37,0.08,1.22,1.38,1.17,2.01,2.49,0.96,0.0,1.64,2.1,0.22,1.12,1.82,1.13,0.09,1.75,0.16,1.52,0.0,1.66,0.09,0.14,0.91,1.19,1.12,0.73,0.81,0.25,1.19,0.1,0.6,0.75,0.52,0.78,0.51,0.23,1.27,1.05,0.0,1.04,0.6,0.16,0.53,0.0,0.23,1.14,0.15,0.75,0.23,0.64,0.17,0.56,0.09,0.14,0.33,0.19,0.27,0.0,0.39,0.37,0.27,0.49,0.63,0.26,0.27,0.0,0.0,0.77,0.29,0.26,1.12,0.25,0.24,0.23,0.15,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.17,0.08,0.08,0.0,0.18,0.0,0.0,0.16,0.1,0.0,0.0,0.17,0.19,0.25,0.0,0.24,0.0,0.16,0.35,0.24,0.16,1.82,0.0,0.08,0.0,0.0,0.16,0.0,0.17,0.1,0.0,0.29,0.09,0.13,0.0,0.16,0.0,0.0,0.16,0.08,0.0,0.16,0.09,0.0,0.09,0.0,0.0,0.08,0.17,0.18,0.08,0.81,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.32,0.0,0.17,0.08,0.0,0.08,0.0,0.16,0.18,0.0,0.0,0.0,0.08,0.08,0.0,1.9,0.07,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.09,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.21,2.12,1.61,1.23,1.42,1.28,1.21,1.18,1.03,0.88,0.93,0.87,0.66,0.66,0.64,0.52,0.39,0.34,0.3,0.23,0.25,0.24,0.17,0.17,0.15,0.15,0.19,0.16,0.15,0.16,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/29/2021,1.32,2.59,2.06,1.02,1.7,2.54,1.39,2.37,0.08,1.22,1.38,1.17,2.01,2.49,0.96,0.0,1.64,2.1,0.22,1.12,1.82,1.13,0.09,1.75,0.16,1.52,0.0,1.66,0.09,0.14,0.91,1.19,1.12,0.73,0.81,0.25,1.19,0.1,0.6,0.75,0.52,0.78,0.51,0.23,1.27,1.05,0.0,1.04,0.6,0.16,0.53,0.0,0.23,1.14,0.15,0.75,0.23,0.64,0.17,0.56,0.09,0.14,0.33,0.19,0.27,0.0,0.39,0.37,0.27,0.49,0.63,0.26,0.27,0.0,0.0,0.77,0.29,0.26,1.12,0.25,0.24,0.23,0.15,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.17,0.08,0.08,0.0,0.18,0.0,0.0,0.16,0.1,0.0,0.0,0.17,0.19,0.25,0.0,0.24,0.0,0.16,0.35,0.24,0.16,1.82,0.0,0.08,0.0,0.0,0.16,0.0,0.17,0.1,0.0,0.29,0.09,0.13,0.0,0.16,0.0,0.0,0.16,0.08,0.0,0.16,0.09,0.0,0.09,0.0,0.0,0.08,0.17,0.18,0.08,0.81,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.32,0.0,0.17,0.08,0.0,0.08,0.0,0.16,0.18,0.0,0.0,0.0,0.08,0.08,0.0,1.9,0.07,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.09,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.21,2.12,1.61,1.23,1.42,1.28,1.21,1.18,1.03,0.88,0.93,0.87,0.66,0.66,0.64,0.52,0.39,0.34,0.3,0.23,0.25,0.24,0.17,0.17,0.15,0.15,0.19,0.16,0.15,0.16,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
