,PAH3.DE,HFG.DE,1U1.DE,HEI.DE,JUN3.DE,ZAL.DE,WCH.DE,VOW3.DE,DAI.DE,BMW.DE,MRK.DE,FRE.DE,LXS.DE,IFX.DE,LEG.DE,BNR.DE,DHER.DE,EVT.DE,PUM.DE,TEG.DE,GYC.DE,UTDI.DE,CON.DE,RWE.DE,RTL Group S.A.,DWNI.DE,CBK.DE,Covestro AG,Aroundtown S.A.,FME.DE,O2D.DE,Vonovia SE,DPW.DE,DBK.DE,DTE.DE,UN01.DE,HLE.DE,ALV.DE,EVK.DE,BC8.DE,US Dollar,RRTL.,1COV.DE,AT1.DE,VNA.DE,Us Dollars,AFX.DE,SRT3.,PSM.DE,KGX.DE,VAR1.DE,TLX.DE,FPE3.DE,HEN3.DE,SHA.DE,BLA.BK,Sartorius AG (Preference),n/a,FPE3.,FTOXX,777.DE,SUM
08/19/2021,3.97,4.16,3.29,0.0,0.88,3.67,2.5,3.11,3.98,3.68,2.95,2.57,4.16,0.0,4.63,2.65,0.0,2.63,1.73,2.62,2.48,1.66,0.0,2.51,0.0,0.0,2.86,0.0,0.0,1.59,3.45,0.0,4.06,1.59,3.37,1.68,0.85,0.0,0.83,0.0,0.0,0.0,3.29,0.0,3.52,0.0,3.71,1.99,1.51,1.63,0.78,0.89,0.86,0.76,0.78,0.0,0.0,0.12,0.0,0.0,0.0,99.95000000000002
08/20/2021,3.87,4.25,3.27,0.0,0.87,3.67,2.48,3.07,3.91,3.64,2.97,2.59,4.09,0.0,4.57,2.66,0.0,2.71,1.74,2.62,2.49,1.67,0.0,2.54,0.0,0.0,2.79,0.0,0.0,1.61,3.48,0.0,4.13,1.57,3.41,1.71,0.85,0.0,0.83,0.0,0.0,0.0,3.26,0.0,3.53,0.0,3.74,2.04,1.51,1.62,0.82,0.89,0.88,0.75,0.77,0.0,0.0,0.12,0.0,0.0,0.0,99.99
08/23/2021,3.69,4.67,3.33,0.0,0.87,3.67,2.6,2.99,3.74,3.51,3.05,2.54,4.11,0.0,4.59,2.64,0.0,2.67,1.71,2.63,2.54,1.71,0.0,2.61,0.0,0.0,2.8,0.0,0.0,1.58,3.51,0.0,4.21,1.55,3.38,1.73,0.85,0.0,0.81,0.0,0.0,0.0,3.17,0.0,3.56,0.0,3.69,2.03,1.49,1.6,0.83,0.89,0.84,0.75,0.76,0.0,0.0,0.12,0.0,0.0,0.0,100.02
08/24/2021,3.66,4.65,3.36,0.0,0.87,3.69,2.59,2.95,3.75,3.48,3.08,2.54,4.02,0.0,4.61,2.62,0.0,2.72,1.71,2.62,2.54,1.73,0.0,2.66,0.0,0.0,2.79,0.0,0.0,1.57,3.53,0.0,4.18,1.54,3.41,1.75,0.85,0.0,0.81,0.0,0.0,0.0,3.13,0.0,3.57,0.0,3.69,2.09,1.49,1.57,0.83,0.9,0.0,0.75,0.75,0.0,0.0,0.12,0.84,0.0,0.0,100.01
08/25/2021,3.66,4.65,3.36,0.0,0.87,3.69,2.59,2.95,3.75,3.48,3.08,2.54,4.02,0.0,4.61,2.62,0.0,2.72,1.71,2.62,2.54,1.73,0.0,2.66,0.0,0.0,2.79,0.0,0.0,1.57,3.53,0.0,4.18,1.54,3.41,1.75,0.85,0.0,0.81,0.0,0.0,0.0,3.13,0.0,3.57,0.0,3.69,2.09,1.49,1.57,0.83,0.9,0.84,0.75,0.75,0.0,0.0,0.12,0.0,0.0,0.0,100.01
08/26/2021,5.85,4.74,4.61,4.31,4.11,4.09,4.07,4.05,3.81,3.61,3.37,3.4,3.36,3.15,2.79,2.71,2.56,2.77,2.39,2.26,2.38,2.19,2.24,1.94,0.0,1.72,1.66,0.0,0.0,1.5,1.44,0.0,1.03,0.9,0.87,0.8,0.8,0.77,0.77,0.64,0.0,1.85,1.58,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,1.57,103.37
08/27/2021,3.78,4.62,3.43,0.0,0.89,3.72,2.7,3.01,3.76,3.51,2.98,2.53,4.08,0.0,4.5,2.64,0.0,2.72,1.7,2.58,2.48,1.73,0.0,2.63,0.0,0.0,2.8,0.0,0.0,1.56,3.54,0.0,4.15,1.55,3.34,1.77,0.84,0.0,0.82,0.0,0.0,0.0,3.21,0.0,3.42,0.0,3.69,2.09,1.48,1.57,0.83,0.89,0.83,0.75,0.75,0.0,0.0,0.12,0.0,0.0,0.0,99.99
08/30/2021,3.81,4.72,3.38,0.0,0.9,3.73,2.75,3.05,3.78,3.51,2.99,2.48,4.13,0.0,4.47,2.65,0.0,2.67,1.68,2.57,2.45,1.7,0.0,2.61,0.0,0.0,2.85,0.0,0.0,1.55,3.48,0.0,4.15,1.55,3.34,1.77,0.84,0.0,0.82,0.0,0.0,0.0,3.26,0.0,3.4,0.0,3.66,2.01,1.51,1.59,0.83,0.9,0.83,0.74,0.75,0.0,0.0,0.12,0.0,0.0,0.0,99.98000000000002
08/31/2021,3.82,4.59,3.38,0.0,0.91,3.7,2.78,3.05,3.79,3.52,2.97,2.46,4.16,0.0,4.51,2.65,0.0,2.69,1.68,2.61,2.47,1.71,0.0,2.58,0.0,0.0,2.83,0.0,0.0,1.52,3.5,0.0,4.14,1.54,3.33,1.75,0.84,0.0,0.82,0.0,0.0,0.0,3.27,0.0,3.43,0.0,3.68,2.03,1.5,1.61,0.81,0.9,0.83,0.75,0.75,0.0,0.0,0.12,0.0,0.0,0.0,99.98
09/01/2021,3.82,4.59,3.38,0.0,0.91,3.7,2.78,3.05,3.79,3.52,2.97,2.46,4.16,0.0,4.51,2.65,0.0,2.69,1.68,2.61,2.47,1.71,0.0,2.58,0.0,0.0,2.83,0.0,0.0,1.52,3.5,0.0,4.14,1.54,3.33,1.75,0.84,0.0,0.82,0.0,0.0,0.0,3.27,0.0,3.43,0.0,3.68,2.03,1.5,1.61,0.81,0.9,0.83,0.75,0.75,0.0,0.0,0.12,0.0,0.0,0.0,99.98
09/02/2021,3.84,4.56,3.35,0.0,0.91,3.73,2.76,3.04,3.8,3.53,2.99,2.43,4.32,0.0,4.47,2.65,0.0,2.68,1.66,2.59,2.45,1.7,0.0,2.56,0.0,0.0,2.8,0.0,0.0,1.49,3.47,0.0,4.15,1.52,3.3,1.76,0.84,0.0,0.82,0.0,0.0,0.0,3.32,0.0,3.4,0.0,3.74,2.06,1.51,1.61,0.8,0.89,0.85,0.75,0.75,0.0,0.0,0.12,0.0,0.0,0.0,99.97
09/06/2021,3.86,4.57,3.27,0.0,0.9,3.75,2.79,3.08,3.76,3.56,3.06,2.41,4.34,0.0,4.33,2.63,0.0,2.66,1.65,2.54,2.45,1.7,0.0,2.64,0.0,0.0,2.9,0.0,0.0,1.5,3.47,0.0,4.15,1.54,3.23,1.76,0.84,0.0,0.81,0.0,0.0,0.0,3.35,0.0,3.25,0.0,3.78,2.12,1.58,1.61,0.83,0.89,0.85,0.74,0.74,0.0,0.0,0.12,0.0,0.0,0.0,100.01
09/07/2021,3.89,4.59,3.28,0.0,0.9,3.73,2.78,3.07,3.74,3.57,3.07,2.4,4.4,0.0,4.32,2.62,0.0,2.63,1.64,2.51,2.44,1.7,0.0,2.63,0.0,0.0,2.93,0.0,0.0,1.5,3.48,0.0,4.15,1.54,3.21,1.78,0.84,0.0,0.8,0.0,0.0,0.0,3.38,0.0,3.22,0.0,3.77,2.12,1.59,1.6,0.83,0.89,0.85,0.74,0.74,0.0,0.0,0.12,0.0,0.0,0.0,99.99
09/08/2021,3.89,4.59,3.28,0.0,0.9,3.73,2.78,3.07,3.74,3.57,3.07,2.4,4.4,0.0,4.32,2.62,0.0,2.63,1.64,2.51,2.44,1.7,0.0,2.63,0.0,0.0,2.93,0.0,0.0,1.5,3.48,0.0,4.15,1.54,3.21,1.78,0.84,0.0,0.8,0.0,0.0,0.0,3.38,0.0,3.22,0.0,3.77,2.12,1.59,1.6,0.83,0.89,0.85,0.74,0.74,0.0,0.0,0.12,0.0,0.0,0.0,99.99
09/09/2021,3.89,4.59,3.28,0.0,0.9,3.73,2.78,3.07,3.74,3.57,3.07,2.4,4.4,0.0,4.32,2.62,0.0,2.63,1.64,2.51,2.44,1.7,0.0,2.63,0.0,0.0,2.93,0.0,0.0,1.5,3.48,0.0,4.15,1.54,3.21,1.78,0.84,0.0,0.8,0.0,0.0,0.0,3.38,0.0,3.22,0.0,3.77,2.12,1.59,1.6,0.83,0.89,0.85,0.74,0.74,0.0,0.0,0.12,0.0,0.0,0.0,99.99
09/10/2021,3.85,4.52,3.31,0.0,0.9,3.8,2.85,3.03,3.73,3.6,2.99,2.36,4.48,0.0,4.21,2.63,0.0,2.63,1.66,2.45,2.39,1.7,0.0,2.56,0.0,0.0,3.07,0.0,0.0,1.5,3.52,0.0,4.14,1.58,3.21,1.8,0.84,0.0,0.8,0.0,0.0,0.0,3.4,0.0,3.14,0.0,3.86,2.14,1.58,1.62,0.82,0.89,0.86,0.73,0.74,0.0,0.0,0.12,0.0,0.0,0.0,100.01
09/13/2021,3.83,4.47,3.36,0.0,0.89,3.85,2.92,2.99,3.66,3.54,3.04,2.33,4.47,0.0,4.25,2.63,0.0,2.71,1.68,2.45,2.4,1.71,0.0,2.61,0.0,0.0,2.95,0.0,0.0,1.49,3.52,0.0,4.07,1.59,3.2,1.85,0.84,0.0,0.8,0.0,0.0,0.0,3.47,0.0,3.15,0.0,3.88,2.15,1.6,1.59,0.81,0.9,0.84,0.72,0.73,0.0,0.0,0.05,0.0,0.0,0.0,99.99
09/14/2021,3.83,4.51,3.34,0.0,0.89,3.87,2.9,2.98,3.7,3.57,3.05,2.3,4.5,0.0,4.22,2.65,0.0,2.74,1.71,2.43,2.39,1.7,0.0,2.6,0.0,0.0,2.96,0.0,0.0,1.42,3.49,0.0,4.1,1.59,3.15,1.85,0.85,0.0,0.79,0.0,0.0,0.0,3.48,0.0,3.12,0.0,3.89,2.18,1.61,1.59,0.8,0.9,0.85,0.72,0.73,0.0,0.0,0.05,0.0,0.0,0.0,100.0
09/15/2021,3.83,4.51,3.34,0.0,0.89,3.87,2.9,2.98,3.7,3.57,3.05,2.3,4.5,0.0,4.22,2.65,0.0,2.74,1.71,2.43,2.39,1.7,0.0,2.6,0.0,0.0,2.96,0.0,0.0,1.42,3.49,0.0,4.1,1.59,3.15,1.85,0.85,0.0,0.79,0.0,0.0,0.0,3.48,0.0,3.12,0.0,3.89,2.18,1.61,1.59,0.8,0.9,0.85,0.72,0.73,0.0,0.0,0.05,0.0,0.0,0.0,100.0
09/16/2021,3.87,4.38,3.33,0.0,0.89,3.76,2.89,3.01,3.84,3.69,3.03,2.29,4.52,0.0,4.25,2.63,0.0,2.75,1.66,2.44,2.41,1.66,0.0,2.62,0.0,0.0,3.0,0.0,0.0,1.42,3.52,0.0,4.09,1.62,3.17,1.86,0.85,0.0,0.8,0.0,0.0,0.0,3.5,0.0,3.13,0.0,3.82,2.08,1.62,1.58,0.78,0.91,0.85,0.71,0.74,0.0,0.0,0.05,0.0,0.0,0.0,100.02
09/17/2021,3.87,4.41,3.32,0.0,0.88,3.75,2.89,3.0,3.87,3.7,2.98,2.3,4.48,0.0,4.21,2.66,0.0,2.84,1.66,2.42,2.39,1.65,0.0,2.64,0.0,0.0,2.93,0.0,0.0,1.42,3.48,0.0,4.17,1.61,3.15,1.86,0.84,0.0,0.79,0.0,0.0,0.0,3.48,0.0,3.15,0.0,3.91,2.13,1.61,1.56,0.78,0.9,0.82,0.71,0.72,0.0,0.0,0.05,0.0,0.0,0.0,99.99
09/20/2021,3.88,4.3,3.35,0.0,0.87,3.75,2.91,3.02,3.91,3.77,2.97,2.26,4.58,0.0,4.19,2.62,0.0,2.89,1.61,2.38,2.39,1.67,0.0,2.59,0.0,0.0,2.91,0.0,0.0,1.39,3.54,0.0,4.24,1.63,3.17,1.88,0.85,0.0,0.79,0.0,0.0,0.0,3.43,0.0,3.14,0.0,3.92,2.1,1.6,1.52,0.76,0.9,0.82,0.71,0.72,0.0,0.0,0.05,0.0,0.0,0.0,99.98
09/21/2021,3.78,4.32,3.42,0.0,0.86,3.85,2.89,2.95,3.89,3.69,2.99,2.29,4.45,0.0,4.27,2.62,0.0,2.85,1.64,2.4,2.4,1.68,0.0,2.57,0.0,0.0,3.01,0.0,0.0,1.41,3.55,0.0,4.22,1.65,3.2,1.86,0.86,0.0,0.78,0.0,0.0,0.0,3.43,0.0,3.18,0.0,3.92,2.11,1.57,1.49,0.76,0.91,0.83,0.72,0.69,0.0,0.0,0.05,0.0,0.0,0.0,100.01
