,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,NESN.SW,HD,MA,PG,PYPL,DIS,BAC,ADBE,ASML.AS,XOM,ROG.SW,CMCSA,NFLX,VZ,CRM,INTC,CSCO,MC.PA,KO,PFE,WMT,T,ABT,ABBV,PEP,NOVN.SW,TMO,NKE,CVX,MRK,ACN,LLY,AVGO,DHR,COST,WFC,MCD,SHOP,TXN,MDT,QCOM,ORCL,AZN.L,PM,HON,BMY,LIN,UPS,ULVR.L,1299.HK,NOVO B.CO,SAP.DE,RY.TO,NEE,C,LOW,UNP,BLK,SBUX,AMGN,INTU,RTX,TD.TO,CBA.AX,BA,MS,AMAT,IBM,GS,TGT,AMT,Cash & Cash Equivalents,HSBA.L,SIE.DE,CAT,SAN.PA,AMD,ISRG,MMM,AXP,DGE.L,OR.PA,GE,TTE.PA,BHP.AX,NOW,CVS,DE,SCHW,ALV.DE,GSK.L,SPGI,CHTR,SQ,ANTM,ZTS,CSL.AX,FIS,LMT,TMUS,BKNG,PLD,MU,MDLZ,SYK,LRCX,SU.PA,MO,RIO.L,BP.L,ADP,RDSA.AS,CI,CCI,GILD,COP,AI.PA,BATS.L,TJX,PNC,ENB.TO,ZM,AIR.PA,ENEL.MI,USB,BNS.TO,IBE.MC,DUK,GM,CME,MRNA,BDX,CNR.TO,CB,DAI.DE,EQIX,388.HK,MMC,EL,ATVI,FDX,COF,TFC,CSX,ILMN,DTE.DE,BAS.DE,ITW,WBC.AX,ADS.DE,RYDBF,DPW.DE,NSC,MELI,BNP.PA,EW,BMO.TO,SHW,BAM.A.TO,ADSK,SAN.MC,KER.PA,SO,MCO,ICE,SNAP,NAB.AX,RITN.,BX,RKT.L,ADI,ABBN.SW,ETN,CL,TWLO,BSX,APD,UBER,HUM,FISV,HCA,ANZ.AX,BHP.L,BAYN.DE,WM,D,REGN,ZURN.SW,PGR,NXPI,GPN,LONN.SW,UBSG.SW,AON,ECL,GE.,n/a,EMR,PRX.AS,BAM,ADYEN.AS,CFR.SW,DOCU,EL.PA,SNOW,IDXX,SUM
07/30/2021,4.48,3.74,2.82,1.6,1.49,1.43,0.87,0.9,0.84,0.81,0.77,0.72,0.7,0.66,0.64,0.63,0.62,0.61,0.6,0.54,0.55,0.56,0.45,0.47,0.48,0.42,0.42,0.42,0.39,0.42,0.41,0.43,0.42,0.4,0.37,0.38,0.38,0.4,0.37,0.38,0.38,0.35,0.36,0.37,0.36,0.35,0.34,0.34,0.33,0.34,0.32,0.3,0.32,0.29,0.31,0.32,0.29,0.3,0.28,0.29,0.25,0.26,0.25,0.28,0.26,0.26,0.27,0.26,0.26,0.25,0.24,0.27,0.25,0.25,0.24,0.22,0.23,0.22,0.24,0.23,0.23,0.23,0.23,0.23,0.28,0.21,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.15,0.17,0.17,0.16,0.16,0.16,0.17,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.19,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.0,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.0,0.12,0.12,0.13,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.82000000000001
08/02/2021,4.42,3.71,2.78,1.55,1.47,1.46,0.88,0.94,0.84,0.8,0.75,0.71,0.69,0.66,0.64,0.63,0.61,0.57,0.59,0.54,0.54,0.57,0.45,0.47,0.47,0.41,0.41,0.42,0.39,0.42,0.42,0.42,0.43,0.39,0.37,0.39,0.38,0.39,0.37,0.38,0.38,0.36,0.35,0.37,0.36,0.35,0.35,0.34,0.34,0.33,0.31,0.31,0.32,0.31,0.3,0.32,0.29,0.3,0.28,0.28,0.25,0.26,0.26,0.29,0.27,0.26,0.27,0.26,0.26,0.25,0.24,0.26,0.24,0.25,0.24,0.23,0.23,0.22,0.24,0.23,0.23,0.23,0.24,0.23,0.3,0.21,0.22,0.21,0.21,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.17,0.15,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.2,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.13,0.14,0.0,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.0,0.0,0.12,0.13,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.67
08/03/2021,4.45,3.71,2.59,1.55,1.47,1.46,0.88,0.96,0.84,0.81,0.75,0.71,0.69,0.67,0.64,0.63,0.63,0.56,0.59,0.54,0.55,0.57,0.45,0.48,0.48,0.42,0.41,0.42,0.4,0.42,0.41,0.42,0.43,0.39,0.37,0.39,0.38,0.39,0.38,0.39,0.38,0.36,0.36,0.37,0.36,0.36,0.35,0.35,0.34,0.33,0.31,0.31,0.32,0.31,0.3,0.32,0.29,0.3,0.28,0.29,0.25,0.27,0.26,0.29,0.27,0.26,0.27,0.26,0.26,0.25,0.24,0.26,0.25,0.25,0.24,0.22,0.23,0.22,0.24,0.23,0.23,0.23,0.24,0.23,0.3,0.21,0.22,0.21,0.21,0.23,0.22,0.21,0.21,0.21,0.22,0.2,0.2,0.21,0.21,0.19,0.2,0.18,0.18,0.18,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.21,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.13,0.14,0.0,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.12,0.13,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7
08/04/2021,4.45,3.71,2.59,1.55,1.47,1.46,0.88,0.96,0.84,0.81,0.75,0.71,0.69,0.67,0.64,0.63,0.63,0.56,0.59,0.54,0.55,0.57,0.45,0.48,0.48,0.42,0.41,0.42,0.4,0.42,0.41,0.42,0.43,0.39,0.37,0.39,0.38,0.39,0.38,0.39,0.38,0.36,0.36,0.37,0.36,0.36,0.35,0.35,0.34,0.33,0.31,0.31,0.32,0.31,0.3,0.32,0.29,0.3,0.28,0.29,0.25,0.27,0.26,0.29,0.27,0.26,0.27,0.26,0.26,0.25,0.24,0.26,0.25,0.25,0.24,0.22,0.23,0.22,0.24,0.23,0.23,0.23,0.24,0.23,0.3,0.21,0.22,0.21,0.21,0.23,0.22,0.21,0.21,0.21,0.22,0.2,0.2,0.21,0.21,0.19,0.2,0.18,0.18,0.18,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.21,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.13,0.14,0.0,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.12,0.13,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7
08/05/2021,4.43,3.71,2.59,1.53,1.47,1.46,0.89,0.99,0.83,0.81,0.73,0.72,0.69,0.67,0.64,0.61,0.63,0.55,0.59,0.53,0.54,0.59,0.45,0.48,0.47,0.42,0.41,0.42,0.39,0.42,0.42,0.42,0.44,0.39,0.37,0.39,0.37,0.39,0.38,0.38,0.39,0.36,0.35,0.37,0.37,0.36,0.35,0.35,0.34,0.33,0.31,0.31,0.32,0.31,0.3,0.32,0.29,0.3,0.28,0.29,0.25,0.26,0.26,0.29,0.27,0.26,0.28,0.26,0.25,0.25,0.25,0.26,0.24,0.25,0.24,0.22,0.24,0.22,0.24,0.24,0.23,0.23,0.23,0.23,0.31,0.21,0.22,0.21,0.21,0.24,0.22,0.21,0.21,0.22,0.22,0.0,0.2,0.21,0.21,0.19,0.19,0.18,0.17,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.2,0.14,0.14,0.14,0.14,0.13,0.15,0.14,0.14,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.14,0.0,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.13,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.67
08/06/2021,4.47,3.72,2.6,1.52,1.47,1.46,0.89,0.98,0.84,0.81,0.72,0.72,0.69,0.66,0.64,0.59,0.63,0.55,0.57,0.54,0.54,0.58,0.45,0.48,0.47,0.41,0.41,0.41,0.4,0.42,0.42,0.42,0.46,0.4,0.37,0.39,0.37,0.39,0.37,0.38,0.39,0.36,0.35,0.37,0.38,0.36,0.35,0.35,0.34,0.32,0.31,0.31,0.32,0.3,0.31,0.32,0.29,0.3,0.29,0.29,0.25,0.26,0.26,0.29,0.27,0.26,0.28,0.26,0.26,0.25,0.25,0.26,0.25,0.25,0.24,0.22,0.23,0.22,0.24,0.24,0.23,0.23,0.24,0.23,0.31,0.21,0.22,0.21,0.21,0.25,0.22,0.21,0.21,0.21,0.22,0.0,0.2,0.21,0.2,0.2,0.2,0.18,0.17,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.16,0.16,0.16,0.17,0.16,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.17,0.16,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.22,0.14,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.11,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.0,0.11,0.12,0.12,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.13,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.73
08/09/2021,4.44,3.73,2.6,1.56,1.47,1.46,0.92,0.98,0.84,0.81,0.73,0.7,0.69,0.65,0.64,0.6,0.62,0.56,0.58,0.54,0.55,0.6,0.44,0.48,0.47,0.42,0.41,0.43,0.39,0.42,0.42,0.41,0.45,0.4,0.36,0.39,0.37,0.38,0.37,0.38,0.39,0.35,0.35,0.37,0.39,0.36,0.36,0.35,0.34,0.32,0.31,0.31,0.31,0.3,0.31,0.32,0.28,0.29,0.28,0.29,0.24,0.26,0.26,0.32,0.28,0.26,0.28,0.26,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.22,0.24,0.22,0.25,0.23,0.23,0.23,0.23,0.23,0.0,0.21,0.23,0.21,0.21,0.25,0.22,0.21,0.21,0.21,0.22,0.0,0.2,0.21,0.21,0.19,0.19,0.18,0.17,0.18,0.19,0.19,0.2,0.17,0.18,0.18,0.15,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.13,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.24,0.13,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.11,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.2,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.74
08/10/2021,4.42,3.73,2.58,1.57,1.47,1.46,0.91,0.96,0.86,0.81,0.73,0.71,0.7,0.65,0.64,0.6,0.62,0.56,0.59,0.56,0.55,0.59,0.44,0.47,0.47,0.42,0.4,0.43,0.39,0.42,0.42,0.42,0.45,0.4,0.36,0.39,0.37,0.38,0.37,0.38,0.39,0.35,0.35,0.37,0.39,0.35,0.36,0.35,0.35,0.32,0.31,0.31,0.31,0.3,0.31,0.31,0.28,0.29,0.28,0.29,0.25,0.26,0.26,0.31,0.27,0.27,0.28,0.27,0.25,0.25,0.25,0.26,0.23,0.25,0.24,0.23,0.24,0.22,0.25,0.24,0.23,0.24,0.23,0.22,0.0,0.21,0.23,0.21,0.21,0.24,0.22,0.21,0.21,0.21,0.22,0.0,0.2,0.21,0.21,0.19,0.2,0.19,0.17,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.15,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.24,0.13,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.11,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.13,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.80000000000001
08/12/2021,4.42,3.72,2.58,1.56,1.48,1.47,0.91,0.98,0.86,0.81,0.73,0.7,0.71,0.65,0.64,0.59,0.62,0.56,0.58,0.57,0.55,0.59,0.44,0.48,0.47,0.42,0.4,0.43,0.39,0.42,0.42,0.42,0.46,0.4,0.36,0.39,0.37,0.38,0.37,0.38,0.39,0.35,0.35,0.37,0.4,0.35,0.36,0.35,0.35,0.32,0.31,0.31,0.31,0.3,0.31,0.32,0.28,0.29,0.28,0.29,0.25,0.26,0.26,0.31,0.27,0.27,0.28,0.27,0.25,0.25,0.25,0.25,0.23,0.25,0.24,0.23,0.24,0.22,0.25,0.23,0.23,0.24,0.24,0.22,0.0,0.21,0.22,0.21,0.21,0.23,0.22,0.21,0.21,0.21,0.22,0.0,0.2,0.2,0.2,0.19,0.2,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.17,0.18,0.15,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.17,0.16,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.28,0.13,0.14,0.15,0.13,0.13,0.15,0.14,0.13,0.11,0.12,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.13,0.14,0.14,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.85000000000001
08/13/2021,4.4,3.69,2.56,1.56,1.48,1.47,0.89,0.98,0.87,0.81,0.72,0.7,0.71,0.65,0.64,0.59,0.62,0.55,0.59,0.58,0.54,0.59,0.45,0.49,0.47,0.41,0.41,0.42,0.39,0.42,0.42,0.42,0.48,0.41,0.36,0.39,0.37,0.38,0.37,0.38,0.39,0.35,0.34,0.37,0.4,0.35,0.36,0.35,0.36,0.32,0.31,0.31,0.3,0.3,0.31,0.31,0.28,0.29,0.28,0.29,0.24,0.26,0.26,0.31,0.27,0.27,0.28,0.28,0.25,0.25,0.25,0.25,0.23,0.25,0.24,0.23,0.24,0.23,0.26,0.23,0.23,0.25,0.24,0.22,0.0,0.21,0.22,0.21,0.21,0.23,0.22,0.21,0.21,0.21,0.22,0.0,0.2,0.2,0.2,0.19,0.2,0.19,0.17,0.18,0.19,0.19,0.19,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.17,0.15,0.16,0.15,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.14,0.15,0.14,0.13,0.15,0.13,0.14,0.26,0.13,0.14,0.15,0.13,0.13,0.15,0.14,0.13,0.11,0.12,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.15,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.0,0.12,0.12,0.13,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.21,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.76000000000001
08/16/2021,4.47,3.72,2.53,1.55,1.48,1.46,0.89,0.99,0.88,0.81,0.7,0.69,0.71,0.64,0.64,0.58,0.63,0.54,0.59,0.58,0.55,0.58,0.44,0.48,0.47,0.41,0.41,0.42,0.39,0.42,0.42,0.41,0.47,0.41,0.36,0.39,0.37,0.38,0.37,0.38,0.38,0.35,0.35,0.37,0.39,0.35,0.36,0.35,0.38,0.32,0.3,0.3,0.31,0.3,0.31,0.32,0.28,0.29,0.27,0.29,0.25,0.26,0.25,0.32,0.27,0.27,0.29,0.28,0.25,0.27,0.25,0.25,0.23,0.25,0.24,0.23,0.24,0.23,0.26,0.21,0.23,0.25,0.23,0.22,0.0,0.21,0.23,0.22,0.21,0.23,0.22,0.21,0.2,0.21,0.22,0.0,0.2,0.21,0.2,0.2,0.2,0.2,0.17,0.18,0.19,0.19,0.19,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.17,0.14,0.16,0.16,0.15,0.18,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.14,0.15,0.14,0.13,0.15,0.13,0.14,0.22,0.13,0.14,0.15,0.13,0.13,0.14,0.14,0.13,0.12,0.12,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.15,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.0,0.11,0.12,0.13,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.21,0.36,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.73000000000001
08/19/2021,4.53,3.77,2.52,1.57,1.48,1.47,0.89,0.94,0.86,0.82,0.71,0.71,0.7,0.65,0.64,0.58,0.64,0.55,0.59,0.57,0.55,0.58,0.43,0.49,0.47,0.41,0.41,0.42,0.39,0.42,0.41,0.42,0.48,0.41,0.36,0.39,0.38,0.39,0.38,0.39,0.39,0.35,0.35,0.37,0.4,0.35,0.37,0.36,0.36,0.32,0.3,0.31,0.31,0.3,0.31,0.32,0.29,0.29,0.28,0.29,0.25,0.26,0.26,0.32,0.27,0.27,0.29,0.27,0.25,0.27,0.26,0.25,0.23,0.25,0.24,0.23,0.23,0.22,0.26,0.22,0.23,0.24,0.23,0.22,0.0,0.21,0.23,0.21,0.21,0.23,0.22,0.21,0.2,0.21,0.22,0.0,0.2,0.2,0.2,0.2,0.2,0.19,0.17,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.15,0.16,0.16,0.16,0.18,0.14,0.16,0.16,0.15,0.18,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.12,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.21,0.13,0.14,0.15,0.13,0.13,0.14,0.14,0.13,0.12,0.12,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.14,0.0,0.12,0.12,0.13,0.12,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.0,0.2,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.900000000000006
08/20/2021,4.53,3.77,2.49,1.54,1.47,1.46,0.87,0.92,0.86,0.83,0.71,0.72,0.71,0.66,0.62,0.58,0.64,0.54,0.58,0.57,0.55,0.58,0.43,0.5,0.48,0.42,0.41,0.42,0.38,0.42,0.41,0.42,0.5,0.41,0.37,0.4,0.38,0.39,0.38,0.39,0.39,0.35,0.36,0.38,0.4,0.35,0.37,0.36,0.36,0.33,0.3,0.3,0.32,0.29,0.31,0.33,0.29,0.29,0.28,0.29,0.25,0.26,0.27,0.33,0.27,0.27,0.29,0.27,0.24,0.27,0.25,0.25,0.23,0.25,0.24,0.23,0.22,0.21,0.26,0.21,0.23,0.24,0.23,0.23,0.0,0.21,0.23,0.21,0.21,0.23,0.22,0.21,0.2,0.21,0.22,0.0,0.2,0.2,0.2,0.2,0.2,0.19,0.17,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.15,0.16,0.16,0.16,0.18,0.14,0.17,0.16,0.15,0.18,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.12,0.14,0.14,0.14,0.14,0.14,0.15,0.12,0.13,0.23,0.14,0.14,0.15,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.11,0.12,0.13,0.12,0.0,0.12,0.11,0.0,0.0,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.2,0.33,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.81000000000001
08/23/2021,4.48,3.87,2.48,1.55,1.49,1.47,0.9,0.94,0.85,0.84,0.71,0.74,0.71,0.67,0.63,0.58,0.65,0.55,0.58,0.57,0.56,0.59,0.41,0.5,0.48,0.44,0.41,0.44,0.39,0.44,0.37,0.42,0.49,0.42,0.36,0.4,0.38,0.4,0.38,0.39,0.38,0.33,0.36,0.38,0.4,0.35,0.38,0.37,0.35,0.33,0.3,0.3,0.32,0.29,0.31,0.34,0.29,0.29,0.29,0.3,0.25,0.26,0.27,0.33,0.27,0.27,0.3,0.27,0.27,0.27,0.25,0.25,0.23,0.26,0.23,0.23,0.22,0.21,0.25,0.22,0.22,0.24,0.22,0.23,0.0,0.2,0.22,0.21,0.22,0.23,0.23,0.21,0.19,0.21,0.21,0.0,0.19,0.17,0.21,0.2,0.19,0.19,0.17,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.15,0.16,0.16,0.15,0.18,0.14,0.17,0.16,0.15,0.18,0.17,0.14,0.15,0.17,0.15,0.14,0.15,0.16,0.13,0.16,0.14,0.16,0.14,0.14,0.12,0.14,0.14,0.14,0.14,0.14,0.15,0.12,0.13,0.22,0.13,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.14,0.12,0.14,0.12,0.14,0.13,0.14,0.11,0.0,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.0,0.11,0.12,0.13,0.12,0.0,0.12,0.11,0.0,0.0,0.12,0.13,0.11,0.11,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.12,0.11,0.12,0.11,0.2,0.35,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.04
