,SCHG,QQQ,GOOGL,CIEN,NVDA,BMY,FB,JNJ,AMT,AAPL,UPS,USB,LOW,GS,JPM,MSFT,NFLX,TGT,ADBE,V,GLD,DIS,F,LUV,PFE,VYM,MRK,SONY,QCOM,KRE,RPV,SCHV,SPY,ALGN,CMG,FCX,ABT,UNH,ISRG,AMD,BHP,VALE,PLAY,ABX.TO,REGN,AMZN,TMO,BABA,JNPR,GNRC,BAYA.DE,SLV,SUM
01/03/2022,12.98,12.91,3.77,3.76,3.67,3.41,3.33,3.31,3.29,3.27,3.21,3.0,3.06,2.98,2.96,3.06,2.96,2.84,2.48,2.21,2.05,2.11,2.08,1.89,1.66,1.57,1.57,1.58,1.53,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/04/2022,12.98,12.91,3.77,3.76,3.67,3.41,3.33,3.31,3.29,3.27,3.21,3.0,3.06,2.98,2.96,3.06,2.96,2.84,2.48,2.21,2.05,2.11,2.08,1.89,1.66,1.57,1.57,1.58,1.53,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/05/2022,12.98,12.91,3.77,3.76,3.67,3.41,3.33,3.31,3.29,3.27,3.21,3.0,3.06,2.98,2.96,3.06,2.96,2.84,2.48,2.21,2.05,2.11,2.08,1.89,1.66,1.57,1.57,1.58,1.53,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/06/2022,12.98,12.91,3.77,3.76,3.67,3.41,3.33,3.31,3.29,3.27,3.21,3.0,3.06,2.98,2.96,3.06,2.96,2.84,2.48,2.21,2.05,2.11,2.08,1.89,1.66,1.57,1.57,1.58,1.53,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/07/2022,12.76,12.75,3.71,3.7,3.63,3.38,3.25,3.27,3.18,3.29,3.25,3.13,3.09,3.14,3.13,2.96,2.85,2.86,2.4,2.25,2.04,2.1,2.46,1.97,1.54,1.59,1.56,1.61,1.57,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/10/2022,12.63,12.66,3.63,3.76,3.5,3.46,3.2,3.38,3.05,3.29,3.29,3.19,3.11,3.15,3.13,2.92,2.81,2.87,2.29,2.28,2.09,2.15,2.45,1.99,1.61,1.63,1.64,1.65,1.6,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/11/2022,12.46,12.54,3.62,3.65,3.46,3.51,3.29,3.42,3.08,3.24,3.35,3.33,3.07,3.15,3.2,2.9,2.68,2.9,2.28,2.26,2.08,2.19,2.54,2.06,1.62,1.65,1.67,1.6,1.55,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
01/12/2022,12.46,12.54,3.62,3.65,3.46,3.51,3.29,3.42,3.08,3.24,3.35,3.33,3.07,3.15,3.2,2.9,2.68,2.9,2.28,2.26,2.08,2.19,2.54,2.06,1.62,1.65,1.67,1.6,1.55,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
01/13/2022,12.46,12.54,3.62,3.65,3.46,3.51,3.29,3.42,3.08,3.24,3.35,3.33,3.07,3.15,3.2,2.9,2.68,2.9,2.28,2.26,2.08,2.19,2.54,2.06,1.62,1.65,1.67,1.6,1.55,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
01/14/2022,12.77,12.84,3.75,3.83,3.56,3.72,3.33,3.48,3.13,3.32,3.33,3.43,3.1,3.24,3.28,2.97,2.74,2.92,0.0,2.26,2.13,2.22,2.53,2.1,1.67,1.68,1.75,1.62,1.58,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/17/2022,12.71,12.84,3.77,3.72,3.48,3.71,3.33,3.41,3.04,3.34,3.33,3.56,3.15,3.19,3.32,2.9,2.65,2.92,0.0,2.3,2.17,2.22,2.68,2.14,1.66,1.7,1.74,1.66,1.63,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/18/2022,12.71,12.84,3.77,3.72,3.48,3.71,3.33,3.41,3.04,3.34,3.33,3.56,3.15,3.19,3.32,2.9,2.65,2.92,0.0,2.3,2.17,2.22,2.68,2.14,1.66,1.7,1.74,1.66,1.63,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/19/2022,12.78,12.95,3.8,3.69,3.54,3.74,3.39,3.4,2.99,3.36,3.27,3.57,3.07,3.12,3.12,2.96,2.69,2.87,0.0,2.3,2.17,2.18,2.7,2.15,1.65,1.7,1.75,1.66,1.67,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/20/2022,12.78,12.95,3.8,3.69,3.54,3.74,3.39,3.4,2.99,3.36,3.27,3.57,3.07,3.12,3.12,2.96,2.69,2.87,0.0,2.3,2.17,2.18,2.7,2.15,1.65,1.7,1.75,1.66,1.67,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/21/2022,6.81,6.8,3.72,3.62,3.41,3.75,3.26,3.4,2.99,3.31,3.27,3.52,3.01,2.91,3.0,2.9,2.62,2.86,0.0,2.32,2.17,2.18,2.62,2.13,3.16,1.68,0.0,1.54,1.59,1.73,6.87,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
01/24/2022,0.0,0.0,4.21,3.94,3.67,4.31,3.75,3.88,0.0,3.7,3.71,0.0,3.27,3.3,1.78,3.33,3.01,3.33,0.0,2.66,2.54,0.0,2.69,2.41,3.65,1.91,0.0,1.75,1.71,1.89,14.74,0.0,14.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
01/25/2022,0.0,0.0,4.22,3.98,3.64,4.34,3.68,3.97,0.0,3.75,3.8,0.0,3.37,3.34,1.79,3.35,2.41,3.34,0.0,2.62,2.6,0.0,2.63,2.41,3.65,1.93,0.0,1.76,1.73,1.9,14.83,0.0,14.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/26/2022,0.0,0.0,4.22,3.98,3.64,4.34,3.68,3.97,0.0,3.75,3.8,0.0,3.37,3.34,1.79,3.35,2.41,3.34,0.0,2.62,2.6,0.0,2.63,2.41,3.65,1.93,0.0,1.76,1.73,1.9,14.83,0.0,14.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/27/2022,0.0,0.0,4.22,3.98,3.64,4.34,3.68,3.97,0.0,3.75,3.8,0.0,3.37,3.34,1.79,3.35,2.41,3.34,0.0,2.62,2.6,0.0,2.63,2.41,3.65,1.93,0.0,1.76,1.73,1.9,14.83,0.0,14.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/28/2022,0.0,0.0,4.25,4.02,3.65,4.29,3.76,3.94,0.0,3.74,3.85,0.0,3.49,3.34,1.79,3.37,1.81,3.4,0.0,2.58,2.62,0.0,2.6,2.45,3.58,1.94,0.0,1.75,1.79,1.93,14.98,0.0,15.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/31/2022,0.0,0.0,4.0,3.73,3.27,4.18,3.42,3.93,0.0,3.52,3.51,0.0,3.24,3.17,1.72,3.25,1.72,3.12,0.0,2.52,2.44,0.0,2.38,2.28,3.53,1.85,0.0,1.56,3.25,1.79,27.76,0.0,0.0,1.64,1.62,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
02/01/2022,0.0,0.0,4.05,3.72,3.34,4.16,3.44,3.88,0.0,3.69,3.5,0.0,3.3,3.16,1.7,3.28,1.68,3.14,0.0,2.73,2.38,0.0,2.33,2.24,3.52,1.83,0.0,1.58,3.29,1.77,27.49,0.0,0.0,1.64,1.66,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
02/02/2022,0.0,0.0,4.05,3.72,3.34,4.16,3.44,3.88,0.0,3.69,3.5,0.0,3.3,3.16,1.7,3.28,1.68,3.14,0.0,2.73,2.38,0.0,2.33,2.24,3.52,1.83,0.0,1.58,3.29,1.77,27.49,0.0,0.0,1.64,1.66,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
02/03/2022,0.0,0.0,4.05,3.72,3.34,4.16,3.44,3.88,0.0,3.69,3.5,0.0,3.3,3.16,1.7,3.28,1.68,3.14,0.0,2.73,2.38,0.0,2.33,2.24,3.52,1.83,0.0,1.58,3.29,1.77,27.49,0.0,0.0,1.64,1.66,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
02/04/2022,0.0,0.0,3.9,3.62,3.4,3.95,3.39,3.69,0.0,3.59,3.39,0.0,3.16,3.07,1.63,3.14,1.77,3.02,0.0,2.57,2.27,1.66,2.3,2.22,3.24,1.75,0.0,1.57,3.29,1.69,26.28,0.0,0.0,1.66,1.66,1.48,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
02/07/2022,0.0,0.0,4.07,3.46,3.28,3.85,2.53,3.65,0.0,3.5,3.78,0.0,3.08,3.06,1.61,3.0,1.66,2.88,0.0,2.59,2.25,1.6,2.22,2.12,3.24,1.74,0.0,1.5,3.31,1.68,26.23,0.0,0.0,1.66,1.59,1.5,1.67,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
02/08/2022,0.0,0.0,4.07,3.52,3.33,3.9,2.53,3.63,0.0,3.49,3.71,0.0,3.01,3.13,1.65,3.04,1.68,2.89,0.0,2.56,2.25,1.62,2.01,2.13,3.22,1.73,0.0,1.51,3.31,1.71,26.26,0.0,0.0,1.62,1.63,1.51,1.67,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
02/09/2022,0.0,0.0,4.07,3.52,3.33,3.9,2.53,3.63,0.0,3.49,3.71,0.0,3.01,3.13,1.65,3.04,1.68,2.89,0.0,2.56,2.25,1.62,2.01,2.13,3.22,1.73,0.0,1.51,3.31,1.71,26.26,0.0,0.0,1.62,1.63,1.51,1.67,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
02/10/2022,0.0,0.0,3.96,3.49,3.39,3.98,2.4,3.62,0.0,3.48,3.72,0.0,2.99,3.14,1.66,3.0,1.65,2.86,0.0,2.55,2.27,1.63,2.0,2.18,3.24,1.74,0.0,1.52,3.24,1.72,26.45,0.0,0.0,1.66,1.6,1.53,1.65,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
02/11/2022,0.0,0.0,3.85,3.42,3.34,3.85,2.28,3.52,0.0,3.44,3.62,0.0,2.96,3.07,1.64,2.95,1.6,2.8,0.0,2.48,2.21,1.58,1.92,2.19,3.05,1.7,0.0,1.48,3.21,1.71,26.02,0.0,0.0,1.66,1.56,1.55,1.61,1.67,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
02/14/2022,0.0,0.0,3.82,3.4,3.43,3.88,2.36,3.48,0.0,3.38,3.54,0.0,2.9,3.07,1.64,2.92,1.61,2.8,0.0,2.45,2.21,1.69,1.96,2.21,2.98,1.68,0.0,1.48,3.12,1.69,25.94,0.0,0.0,1.69,1.67,1.68,1.59,1.63,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
02/15/2022,0.0,0.0,3.77,3.39,3.23,3.96,2.31,3.5,0.0,3.37,3.48,0.0,2.93,3.06,1.65,2.9,1.58,2.82,0.0,2.48,2.29,1.69,1.94,2.2,3.04,1.7,0.0,1.47,3.0,1.7,26.24,0.0,0.0,1.65,1.68,1.66,1.59,1.63,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
02/16/2022,0.0,0.0,3.77,3.39,3.23,3.96,2.31,3.5,0.0,3.37,3.48,0.0,2.93,3.06,1.65,2.9,1.58,2.82,0.0,2.48,2.29,1.69,1.94,2.2,3.04,1.7,0.0,1.47,3.0,1.7,26.24,0.0,0.0,1.65,1.68,1.66,1.59,1.63,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
02/17/2022,0.0,0.0,3.77,3.39,3.23,3.96,2.31,3.5,0.0,3.37,3.48,0.0,2.93,3.06,1.65,2.9,1.58,2.82,0.0,2.48,2.29,1.69,1.94,2.2,3.04,1.7,0.0,1.47,3.0,1.7,26.24,0.0,0.0,1.65,1.68,1.66,1.59,1.63,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
02/18/2022,0.0,0.0,3.89,3.7,3.63,4.08,2.36,3.54,0.0,3.51,3.6,0.0,3.0,3.11,1.68,3.0,1.67,2.8,0.0,2.56,2.31,1.77,2.02,2.32,0.0,1.73,0.0,1.51,3.2,1.76,26.68,0.0,0.0,1.73,1.71,1.72,1.6,1.65,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
02/21/2022,0.0,0.0,3.86,3.81,3.43,4.14,2.27,3.6,0.0,3.5,3.57,0.0,3.01,3.05,1.68,2.96,1.62,2.82,0.0,2.57,2.42,1.79,2.01,2.32,0.0,1.75,0.0,1.49,3.16,1.75,26.89,0.0,0.0,1.68,1.69,1.74,1.59,1.66,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
04/05/2022,0.0,0.0,4.14,1.64,3.8,2.88,2.49,2.8,0.0,3.67,3.55,0.0,2.76,2.93,1.52,3.2,1.59,2.95,0.0,2.63,1.53,1.96,1.93,2.33,0.0,1.81,0.0,1.48,2.82,0.0,13.7,0.0,13.92,0.0,3.4,1.19,1.58,3.56,0.0,1.51,1.25,1.21,1.19,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/20/2022,0.0,0.0,3.85,0.0,3.0,2.48,0.0,4.64,0.0,3.13,2.52,0.0,4.19,0.0,0.0,3.17,1.33,0.0,0.0,4.05,7.17,2.25,0.0,1.62,3.12,2.72,0.0,3.11,3.72,0.0,4.75,0.0,9.79,0.0,2.47,0.0,0.0,4.12,0.0,0.0,0.0,0.0,2.7,0.0,3.19,3.14,3.13,2.63,2.37,2.06,2.01,1.54,99.97000000000001
