,ANGL,JNK,XLK,USHY,HYG,MGK,QQQ,RDIV,First American Government Obligs X,XRT,IVV,DON,MDYV,SPDR® S&P 400 Mid Cap Value ETF,FGXXX,JPHY,SPGP,RDVY,n/a,IYW,SHYG,SCHG,HYLB,KBWD,FNX,IAI,IWY,HYMB,HYD,TFI,PZA,IAT,SPYG,CORP,QLTA,USIG,LQD,KBWB,SUM
08/10/2021,19.98,14.98,0.0,19.96,0.0,0.0,5.05,0.0,0.0,14.86,0.0,0.0,0.0,0.0,0.0,14.98,5.02,5.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/11/2021,19.98,14.98,0.0,19.96,0.0,0.0,5.05,0.0,0.0,14.86,0.0,0.0,0.0,0.0,0.0,14.98,5.02,5.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/12/2021,19.91,14.92,0.0,19.9,0.0,0.0,5.03,0.0,0.0,14.89,0.0,0.0,0.0,0.0,0.4,14.92,0.0,5.03,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/13/2021,19.79,14.86,0.0,19.83,0.0,0.0,5.0,0.0,0.0,15.21,0.0,0.0,0.0,0.0,0.0,14.86,5.01,5.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/16/2021,19.83,14.87,0.0,19.83,0.0,0.0,4.99,0.0,0.0,15.11,0.0,0.0,0.0,0.0,0.4,14.87,0.0,5.07,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/17/2021,19.83,14.87,0.0,19.83,0.0,0.0,4.99,0.0,0.0,15.11,0.0,0.0,0.0,0.0,0.4,14.87,0.0,5.07,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/18/2021,19.89,14.9,0.0,19.87,0.0,0.0,5.01,0.0,0.0,14.95,0.0,0.0,0.0,0.0,0.4,14.9,0.0,5.06,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
08/19/2021,19.89,14.9,0.0,19.87,0.0,0.0,5.01,0.0,0.0,14.95,0.0,0.0,0.0,0.0,0.4,14.9,0.0,5.06,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
08/20/2021,19.88,14.9,0.0,19.87,0.0,0.0,5.01,0.0,0.0,14.94,0.0,0.0,0.0,0.0,0.0,14.89,5.05,5.07,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/23/2021,19.99,15.0,0.0,20.0,0.0,0.0,4.99,0.0,0.0,14.64,0.0,0.0,0.0,0.0,0.39,14.99,5.02,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/24/2021,19.99,15.0,0.0,20.0,0.0,0.0,4.99,0.0,0.0,14.64,0.0,0.0,0.0,0.0,0.39,14.99,5.02,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/25/2021,19.93,14.95,0.0,19.92,0.0,0.0,5.02,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,14.95,5.04,4.99,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/26/2021,19.93,14.95,0.0,19.92,0.0,0.0,5.02,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,14.95,5.04,4.99,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,19.85,14.87,0.0,19.81,0.0,0.0,5.06,0.0,0.0,15.11,0.0,0.0,0.0,0.0,0.39,14.86,0.0,5.03,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/30/2021,19.92,14.91,0.0,19.88,0.0,0.0,5.05,0.0,0.0,14.87,0.0,0.0,0.0,0.0,0.0,14.9,5.02,5.06,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/31/2021,19.92,14.91,0.0,19.88,0.0,0.0,5.05,0.0,0.0,14.87,0.0,0.0,0.0,0.0,0.0,14.9,5.02,5.06,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/01/2021,19.89,14.88,0.0,19.83,0.0,0.0,5.07,0.0,0.0,14.91,0.0,0.0,0.0,0.0,0.4,14.87,0.0,5.1,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/02/2021,19.89,14.88,0.0,19.83,0.0,0.0,5.07,0.0,0.0,14.91,0.0,0.0,0.0,0.0,0.4,14.87,0.0,5.1,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/03/2021,19.89,14.87,0.0,19.82,0.0,0.0,5.12,0.0,0.0,14.91,0.0,0.0,0.0,0.0,0.0,14.86,5.06,5.06,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/06/2021,19.91,14.86,0.0,19.8,0.0,0.0,5.13,0.0,0.0,14.98,0.0,0.0,0.0,0.0,0.39,14.84,5.05,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/07/2021,19.95,14.88,0.0,19.8,0.0,0.0,5.13,0.0,0.0,14.88,0.0,0.0,0.0,0.0,0.39,14.84,5.07,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/08/2021,19.95,14.88,0.0,19.8,0.0,0.0,5.13,0.0,0.0,14.88,0.0,0.0,0.0,0.0,0.39,14.84,5.07,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/09/2021,19.96,19.96,0.0,14.93,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.92,0.0,15.0,14.96,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/10/2021,19.96,19.96,0.0,14.93,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.92,0.0,15.0,14.96,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/13/2021,19.97,19.98,0.0,14.95,0.0,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,4.86,0.0,14.92,14.99,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/14/2021,19.98,20.0,0.0,14.97,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,4.87,0.0,14.89,15.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/15/2021,20.03,20.04,0.0,15.0,0.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,4.86,0.0,14.8,15.03,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/16/2021,20.03,20.04,0.0,15.0,0.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,4.86,0.0,14.8,15.03,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/17/2021,20.04,20.05,0.0,15.02,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,4.89,0.0,14.77,15.03,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,19.96,19.91,0.0,15.09,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,4.9,0.0,14.9,14.95,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/21/2021,19.96,19.89,0.0,15.09,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,4.89,0.0,14.91,14.95,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/22/2021,19.96,19.89,0.0,15.09,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,4.89,0.0,14.91,14.95,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/23/2021,19.88,19.84,0.0,15.04,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,4.85,0.0,14.68,14.91,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/24/2021,20.1,20.08,0.0,15.21,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,4.79,0.0,14.62,15.1,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,20.05,20.03,0.0,15.18,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,4.84,0.0,14.71,15.05,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/28/2021,19.99,19.96,0.0,15.13,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,4.89,0.0,14.82,15.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/29/2021,19.99,19.96,0.0,15.13,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,4.89,0.0,14.82,15.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/30/2021,19.96,19.94,0.0,15.11,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,4.9,0.0,14.85,15.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/01/2021,20.09,20.12,0.0,15.26,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,4.94,0.0,14.41,15.18,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/04/2021,20.14,20.16,0.0,15.27,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,4.93,0.0,14.34,15.18,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/05/2021,20.15,20.19,0.0,15.3,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,4.86,0.0,14.32,15.22,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/06/2021,20.08,20.12,0.0,15.23,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,4.91,0.0,14.47,15.13,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/07/2021,20.18,20.21,0.0,15.31,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,4.91,0.0,14.24,15.23,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/08/2021,20.18,20.21,0.0,15.31,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,4.91,0.0,14.24,15.23,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/11/2021,19.84,19.86,0.0,0.0,14.9,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,15.17,0.0,0.0,14.9,5.03,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/12/2021,19.78,19.8,0.0,0.0,14.86,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,15.28,0.0,0.0,14.86,5.03,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/13/2021,19.78,19.8,0.0,0.0,14.86,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,15.28,0.0,0.0,14.86,5.03,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/14/2021,19.71,19.78,0.0,0.0,14.83,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,15.24,0.0,0.0,14.83,5.06,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/15/2021,19.71,19.78,0.0,0.0,14.83,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,15.23,0.0,0.0,14.84,5.08,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/18/2021,19.77,19.77,0.0,0.0,14.83,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,15.24,0.0,0.0,14.83,5.06,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/19/2021,19.69,19.7,0.0,0.0,14.78,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,15.43,0.0,0.0,14.78,5.03,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/20/2021,19.69,19.7,0.0,0.0,14.78,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,15.43,0.0,0.0,14.78,5.03,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/21/2021,19.62,19.62,0.0,0.0,14.72,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,15.64,0.0,0.0,14.72,4.98,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/22/2021,19.58,19.58,0.0,0.0,14.69,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,15.74,0.0,0.0,14.69,5.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/25/2021,19.55,19.58,0.0,0.0,14.69,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,15.72,0.0,0.0,14.69,5.04,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/26/2021,19.56,19.52,0.0,0.0,14.64,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,15.81,0.0,0.0,14.64,5.05,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/27/2021,19.56,19.52,0.0,0.0,14.64,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,15.81,0.0,0.0,14.64,5.05,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/28/2021,19.56,19.52,0.0,0.0,14.64,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,15.81,0.0,0.0,14.64,5.05,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/29/2021,19.57,19.52,0.0,0.0,14.64,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,15.71,0.0,0.0,14.65,5.08,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/01/2021,19.65,19.52,0.0,0.0,14.65,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,15.81,0.0,0.0,14.65,4.99,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/02/2021,19.62,19.47,0.0,0.0,14.61,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,15.89,0.0,0.0,14.6,5.01,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
