,US Dollar,WORK,NUAN,KNL,TLND,MXIM,ATH,XLNX,INFO,MGLN,PNM,PFPT,ORBC,AJRD,CLDR,PPD,GRA,CHNG,EBSB,HOME,CNST,SPWH,ICLR,INDB,CRM,MLHR,SPGI,AMD,APO,ADI,Us Dollars,n/a,VER,SAFM,CVA,XEC,FIVN,STFC,FBC,INOV,STL,ISBC,PBCT,CSOD,QADB,MGP,UFS,FOE,VICI,CFG,MTB,WBS,NYCB,ZM,COG,O,CTRA,MLKN,QADB.,SUM
08/23/2021,0.0,0.0,6.34,0.0,0.0,5.37,4.77,4.24,3.81,3.68,3.46,3.47,2.68,2.26,2.56,2.53,2.25,2.05,2.19,0.0,0.0,1.81,-0.01,-2.24,0.03,-0.02,-4.0,-5.33,-4.89,-5.56,0.0,68.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/24/2021,0.0,0.0,6.85,0.0,0.0,6.38,5.71,5.11,4.57,3.97,3.77,3.75,2.9,2.47,2.77,2.73,2.43,2.23,2.68,0.0,0.0,1.97,-0.02,-2.73,0.03,-0.02,-4.8,-6.4,-5.85,-6.6,0.0,66.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,0.0,0.0,6.85,0.0,0.0,6.38,5.71,5.11,4.57,3.97,3.77,3.75,2.9,2.47,2.77,2.73,2.43,2.23,2.68,0.0,0.0,1.97,-0.02,-2.73,0.03,-0.02,-4.8,-6.4,-5.85,-6.6,0.0,66.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/26/2021,0.0,0.0,6.31,0.0,0.0,6.17,5.36,5.01,4.25,3.66,3.46,3.46,2.67,2.29,2.55,2.52,2.24,2.07,2.5,0.0,0.0,1.81,-0.02,-2.54,0.03,-0.02,-4.44,-6.13,-5.5,-6.19,0.0,68.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/27/2021,0.0,0.0,6.31,0.0,0.0,6.03,5.38,4.99,4.24,3.66,3.51,3.45,2.67,2.3,2.54,2.52,2.24,2.07,2.47,0.0,0.0,1.82,-0.02,-2.51,0.03,-0.02,-4.42,-6.06,-5.52,-6.05,0.0,68.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/30/2021,0.0,0.0,6.3,0.0,0.0,6.09,5.43,4.93,4.24,3.66,3.52,3.47,2.67,2.21,2.55,2.53,2.24,2.06,2.44,0.0,0.0,1.82,-0.02,-2.48,0.03,-0.02,-4.41,-6.04,-5.55,-6.11,0.0,68.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/31/2021,0.0,0.0,6.31,0.0,0.0,6.1,5.51,5.1,4.25,3.66,3.53,3.48,2.68,2.22,2.55,2.53,2.24,2.06,2.49,0.0,0.0,1.83,-0.02,-2.54,0.03,-0.02,-4.43,-6.28,-5.62,-6.08,0.0,47.7,4.04,4.02,4.0,3.75,3.52,3.51,3.01,3.01,2.06,2.06,2.06,2.0,1.99,1.71,1.25,1.01,-1.75,-1.9,-2.08,-2.09,-3.07,-3.63,-3.69,-4.08,0.0,0.0,0.0,99.99
09/01/2021,0.0,0.0,6.31,0.0,0.0,6.1,5.51,5.1,4.25,3.66,3.53,3.48,2.68,2.22,2.55,2.53,2.24,2.06,2.49,0.0,0.0,1.83,-0.02,-2.54,0.03,-0.02,-4.43,-6.28,-5.62,-6.08,0.0,47.7,4.04,4.02,4.0,3.75,3.52,3.51,3.01,3.01,2.06,2.06,2.06,2.0,1.99,1.71,1.25,1.01,-1.75,-1.9,-2.08,-2.09,-3.07,-3.63,-3.69,-4.08,0.0,0.0,0.0,99.99
09/02/2021,0.0,0.0,6.32,0.0,0.0,0.0,5.53,5.06,4.31,3.67,3.52,3.48,2.68,2.22,2.55,2.54,2.25,2.08,2.43,0.0,0.0,1.83,-0.02,-2.46,0.03,-0.02,-4.49,-6.27,-5.64,-0.01,0.0,47.7,4.06,4.04,3.99,3.78,3.56,3.53,2.99,3.01,2.0,2.0,2.02,2.0,2.0,1.72,1.25,1.02,-1.77,-1.84,-2.03,-2.03,-3.04,-3.7,-3.71,-4.11,0.0,0.0,0.0,100.03
09/03/2021,0.0,0.0,6.3,0.0,0.0,0.0,5.61,5.07,4.29,3.66,3.51,3.47,2.68,2.22,2.54,2.53,2.24,2.08,2.45,0.0,0.0,1.82,-0.02,-2.48,0.03,-0.02,-4.48,-6.23,-5.72,-0.01,0.0,47.57,4.08,4.06,3.99,3.77,3.04,3.53,3.01,3.03,2.01,2.04,2.03,2.01,1.99,1.74,1.25,1.01,-1.77,-1.85,-2.04,-2.05,-3.06,-3.07,-3.74,-4.11,0.0,0.0,0.0,100.01000000000002
09/07/2021,0.0,0.0,6.29,0.0,0.0,0.0,5.77,5.06,4.33,3.64,3.5,0.0,0.0,2.31,2.54,2.54,2.23,2.1,2.4,0.0,0.0,1.81,-0.02,-2.42,0.03,-0.02,-4.54,-6.15,-5.89,-0.01,0.0,53.55,4.07,4.02,3.98,4.18,3.25,3.55,3.01,2.99,1.98,2.0,2.01,1.99,1.98,1.8,1.25,1.03,-1.83,-1.82,-2.02,-2.01,-3.05,-3.15,-4.17,-4.09,0.0,0.0,0.0,99.99999999999996
09/08/2021,0.0,0.0,6.29,0.0,0.0,0.0,5.77,5.06,4.33,3.64,3.5,0.0,0.0,2.31,2.54,2.54,2.23,2.1,2.4,0.0,0.0,1.81,-0.02,-2.42,0.03,-0.02,-4.54,-6.15,-5.89,-0.01,0.0,53.55,4.07,4.02,3.98,4.18,3.25,3.55,3.01,2.99,1.98,2.0,2.01,1.99,1.98,1.8,1.25,1.03,-1.83,-1.82,-2.02,-2.01,-3.05,-3.15,-4.17,-4.09,0.0,0.0,0.0,99.99999999999996
09/09/2021,0.0,0.0,6.29,0.0,0.0,0.0,5.77,5.06,4.33,3.64,3.5,0.0,0.0,2.31,2.54,2.54,2.23,2.1,2.4,0.0,0.0,1.81,-0.02,-2.42,0.03,-0.02,-4.54,-6.15,-5.89,-0.01,0.0,53.55,4.07,4.02,3.98,4.18,3.25,3.55,3.01,2.99,1.98,2.0,2.01,1.99,1.98,1.8,1.25,1.03,-1.83,-1.82,-2.02,-2.01,-3.05,-3.15,-4.17,-4.09,0.0,0.0,0.0,99.99999999999996
09/10/2021,0.0,0.0,6.3,0.0,0.0,0.0,5.78,5.02,4.26,3.65,3.5,0.0,0.0,2.3,2.54,2.54,2.23,2.09,2.37,0.0,0.0,1.81,-0.02,-2.4,0.03,-0.02,-4.49,-6.12,-5.9,-0.01,0.0,53.59,4.01,4.01,3.98,4.15,3.3,3.55,3.0,2.98,1.98,1.98,2.0,1.99,1.99,1.78,1.25,1.02,-1.8,-1.81,-2.01,-2.0,-3.04,-3.17,-4.17,-4.04,0.0,0.0,0.0,99.97999999999998
09/13/2021,0.0,0.0,6.3,0.0,0.0,0.0,5.74,5.01,4.25,3.65,3.51,0.0,0.0,2.3,2.54,2.54,2.25,2.07,2.33,0.0,0.0,1.81,-0.02,-2.35,0.03,-0.02,-4.54,-5.95,-5.83,-0.01,0.0,53.53,3.94,3.9,3.99,4.34,3.31,3.55,2.96,2.98,1.96,2.0,1.99,1.99,2.0,1.69,1.25,1.02,-1.71,-1.83,-2.01,-1.99,-3.02,-3.13,-4.35,-3.95,0.0,0.0,0.0,100.01999999999998
09/14/2021,0.0,0.0,6.3,0.0,0.0,0.0,5.68,5.04,4.28,3.65,3.51,0.0,0.0,2.26,2.53,2.54,2.24,2.07,2.27,0.0,0.0,1.81,-0.02,-2.29,0.03,-0.02,-4.53,-5.9,-5.79,-0.01,0.0,53.51,3.83,3.86,3.98,4.28,3.32,3.55,2.96,2.99,1.94,1.98,1.97,2.0,1.99,1.69,1.25,1.02,-1.7,-1.81,-1.97,-1.97,-3.01,-3.19,-4.3,-3.85,0.0,0.0,0.0,99.96999999999998
09/15/2021,0.0,0.0,6.3,0.0,0.0,0.0,5.68,5.04,4.28,3.65,3.51,0.0,0.0,2.26,2.53,2.54,2.24,2.07,2.27,0.0,0.0,1.81,-0.02,-2.29,0.03,-0.02,-4.53,-5.9,-5.79,-0.01,0.0,53.51,3.83,3.86,3.98,4.28,3.32,3.55,2.96,2.99,1.94,1.98,1.97,2.0,1.99,1.69,1.25,1.02,-1.7,-1.81,-1.97,-1.97,-3.01,-3.19,-4.3,-3.85,0.0,0.0,0.0,99.96999999999998
09/16/2021,0.0,0.0,6.29,0.0,0.0,0.0,5.82,5.03,4.36,3.64,3.51,0.0,0.0,2.23,2.53,2.53,2.24,2.07,2.29,0.0,0.0,1.8,-0.02,-2.3,0.03,-0.02,-4.51,-5.87,-5.91,-0.01,0.0,53.44,3.86,3.83,3.99,4.43,3.26,3.57,3.05,2.99,1.97,2.02,1.99,2.0,2.0,1.69,1.24,1.01,-1.71,-1.85,-2.0,-2.0,-3.11,-3.07,-4.45,-3.88,0.0,0.0,0.0,100.0
09/17/2021,0.0,0.0,6.3,0.0,0.0,0.0,5.72,5.05,4.37,3.65,3.5,0.0,0.0,2.21,2.53,2.54,2.24,2.05,2.23,0.0,0.0,1.8,-0.02,-2.24,0.03,-0.02,-4.54,-5.92,-5.82,-0.01,0.0,53.47,3.85,3.86,3.99,4.36,3.21,3.55,3.02,2.99,1.92,1.97,1.93,2.0,2.0,1.69,1.25,1.01,-1.71,-1.8,-1.94,-1.95,-3.08,-2.98,-4.38,-3.87,0.0,0.0,0.0,100.01
09/20/2021,0.0,0.0,6.29,0.0,0.0,0.0,5.85,5.1,4.38,3.64,3.49,0.0,0.0,2.19,2.53,2.54,2.24,2.04,2.26,0.0,0.0,1.81,-0.02,-2.26,0.03,-0.02,-4.56,-5.94,-5.97,-0.01,0.0,53.41,3.86,3.92,3.98,4.53,3.21,3.56,3.03,2.98,1.96,2.01,1.98,2.0,1.99,1.69,1.25,1.0,-1.71,-1.84,-2.0,-1.98,-3.09,-2.94,-4.54,-3.87,0.0,0.0,0.0,99.99999999999996
09/21/2021,0.0,0.0,6.27,0.0,0.0,0.0,5.84,4.98,4.31,3.64,3.48,0.0,0.0,2.21,2.53,2.54,2.24,2.07,2.3,0.0,0.0,1.8,-0.02,-2.3,0.03,-0.02,-4.48,-5.81,-5.98,-0.01,0.0,53.37,3.81,3.93,3.98,4.54,3.34,3.55,3.06,2.98,1.95,2.0,1.97,1.99,2.0,1.67,1.24,1.0,-1.69,-1.84,-1.99,-1.97,-3.1,-3.04,-4.55,-3.83,0.0,0.0,0.0,99.99
09/22/2021,0.0,0.0,6.27,0.0,0.0,0.0,5.84,4.98,4.31,3.64,3.48,0.0,0.0,2.21,2.53,2.54,2.24,2.07,2.3,0.0,0.0,1.8,-0.02,-2.3,0.03,-0.02,-4.48,-5.81,-5.98,-0.01,0.0,53.37,3.81,3.93,3.98,4.54,3.34,3.55,3.06,2.98,1.95,2.0,1.97,1.99,2.0,1.67,1.24,1.0,-1.69,-1.84,-1.99,-1.97,-3.1,-3.04,-4.55,-3.83,0.0,0.0,0.0,99.99
09/23/2021,0.0,0.0,6.28,0.0,0.0,0.0,5.43,4.86,4.29,3.64,3.49,0.0,0.0,2.22,2.53,2.54,2.24,2.07,2.23,0.0,0.0,1.79,-0.02,-2.26,0.03,-0.02,-4.46,-5.68,-5.56,-0.01,0.0,53.38,3.81,3.93,3.98,4.52,3.28,3.55,3.0,2.98,1.87,1.95,1.92,2.0,1.99,1.67,1.24,0.99,-1.68,-1.78,-1.94,-1.9,-3.05,-2.96,-4.54,-3.83,0.0,0.0,0.0,100.01000000000002
09/24/2021,0.0,0.0,6.28,0.0,0.0,0.0,5.5,4.9,4.31,3.64,3.49,0.0,0.0,2.24,2.53,2.54,2.24,2.06,2.24,0.0,0.0,1.8,-0.02,-2.26,0.03,-0.02,-4.47,-5.75,-5.63,-0.01,0.0,53.38,3.79,3.91,3.98,4.43,3.25,3.55,2.99,2.99,1.88,1.93,1.92,2.0,1.99,1.67,1.24,0.99,-1.67,-1.76,-1.93,-1.91,-3.04,-2.94,-4.45,-3.81,0.0,0.0,0.0,100.02
09/27/2021,0.0,0.0,6.28,0.0,0.0,0.0,5.71,5.06,4.39,3.64,3.49,0.0,0.0,2.2,2.53,2.54,0.0,2.05,2.36,0.0,0.0,1.8,-0.02,-2.38,0.03,-0.02,-4.53,-5.94,-5.83,-0.01,0.0,55.6,3.81,3.9,3.99,4.63,3.26,3.55,3.03,2.98,2.03,2.06,2.04,2.0,2.0,1.71,1.25,0.99,-1.71,-1.89,-2.06,-2.05,-3.08,-2.92,-4.63,-3.83,0.0,0.0,0.0,100.01000000000002
09/28/2021,0.0,0.0,6.28,0.0,0.0,0.0,5.81,5.09,4.4,3.63,3.48,0.0,0.0,2.27,2.52,2.54,0.0,2.02,2.37,0.0,0.0,1.81,-0.02,-2.37,0.03,-0.02,-4.54,-5.91,-5.93,-0.01,0.0,55.52,3.73,3.87,3.98,4.74,3.28,3.55,3.03,2.97,2.05,2.07,2.05,1.99,1.99,1.7,1.24,0.99,-1.69,-1.91,-2.07,-2.08,-3.08,-2.87,-4.76,-3.75,0.0,0.0,0.0,99.99
09/29/2021,0.0,0.0,6.28,0.0,0.0,0.0,5.81,5.09,4.4,3.63,3.48,0.0,0.0,2.27,2.52,2.54,0.0,2.02,2.37,0.0,0.0,1.81,-0.02,-2.37,0.03,-0.02,-4.54,-5.91,-5.93,-0.01,0.0,55.52,3.73,3.87,3.98,4.74,3.28,3.55,3.03,2.97,2.05,2.07,2.05,1.99,1.99,1.7,1.24,0.99,-1.69,-1.91,-2.07,-2.08,-3.08,-2.87,-4.76,-3.75,0.0,0.0,0.0,99.99
09/30/2021,0.0,0.0,6.27,0.0,0.0,0.0,5.88,5.17,4.34,3.63,3.49,0.0,0.0,2.29,2.52,2.54,0.0,2.02,2.44,0.0,0.0,1.82,-0.02,-2.46,0.03,-0.02,-4.47,-6.05,-5.99,-0.01,0.0,55.57,3.69,3.85,3.98,5.15,3.26,3.56,3.14,2.97,2.17,2.15,2.17,1.99,1.99,1.67,1.25,0.99,-1.67,-1.98,-2.19,-2.2,-3.19,-2.88,-5.16,-3.71,0.0,0.0,0.0,99.99000000000002
10/01/2021,0.0,0.0,6.27,0.0,0.0,0.0,5.88,5.17,4.34,3.63,3.49,0.0,0.0,2.29,2.52,2.54,0.0,2.02,2.44,0.0,0.0,1.82,-0.02,-2.46,0.03,-0.02,-4.47,-6.05,-5.99,-0.01,0.0,55.57,3.69,3.85,3.98,5.15,3.26,3.56,3.14,2.97,2.17,2.15,2.17,1.99,1.99,1.67,1.25,0.99,-1.67,-1.98,-2.19,-2.2,-3.19,-2.88,-5.16,-3.71,0.0,0.0,0.0,99.99000000000002
