,LIN GR,SAP.DE,SIE.DE,ALV.DE,DAI.DE,BAS.DE,DTE.DE,DPW.DE,ADS.DE,BAYN.DE,IFX.DE,VOW3.DE,MUV2.DE,VNA.DE,BMW.DE,DB1.DE,DHER.DE,DBK.DE,MRK.DE,RWE.DE,EOAN.DE,FRE.DE,DWNI.DE,HEN3.DE,FME.DE,CON.DE,ENR.DE,MTX.DE,HEI.DE,1COV.DE,CASH,LIN,4165.T,Cash,n/a,VTSC GR,AIR GR,ZAL.DE,SHL.DE,HFG.DE,SY1.DE,SRT3 GR,BNR.DE,PAH3.DE,QIA GZ,PUM.DE,LIN.,VTSC.DE,SRT3.,QIA.,BEI.DE,SUM
08/04/2021,10.75,10.16,8.23,7.21,5.26,5.05,4.69,4.66,4.6,4.1,3.47,3.2,2.65,2.51,2.24,2.15,1.97,1.83,1.85,1.68,1.79,1.51,1.3,1.24,1.1,1.02,0.9,0.94,0.91,0.86,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,10.64,10.19,8.44,6.64,5.34,5.03,4.66,4.68,4.77,4.11,3.6,3.2,2.65,2.57,2.26,2.16,2.0,1.8,1.87,1.69,1.8,1.49,1.31,1.24,1.07,1.02,0.91,0.93,0.9,0.86,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/06/2021,10.6,10.25,8.43,6.59,5.29,5.08,4.71,4.7,4.85,4.08,3.59,3.19,2.61,2.57,2.15,2.14,1.99,1.79,1.87,1.68,1.81,1.54,1.31,1.25,1.1,1.02,0.92,0.91,0.91,0.87,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/10/2021,10.67,10.44,8.73,6.53,5.2,5.05,4.64,4.67,4.69,3.71,3.77,3.16,2.66,2.58,2.14,2.15,2.02,1.8,1.99,1.7,1.77,1.51,1.29,1.25,1.09,1.01,0.89,0.92,0.91,0.85,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/11/2021,10.65,10.36,8.66,6.69,5.24,5.04,4.67,4.65,4.61,3.78,3.76,3.18,2.69,2.6,2.16,2.16,2.02,1.82,1.9,1.68,1.77,1.51,1.29,1.25,1.09,1.01,0.91,0.92,0.91,0.85,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/13/2021,10.63,10.3,8.59,6.81,5.13,5.07,4.72,4.6,4.58,3.8,3.76,3.15,2.75,2.55,2.15,2.17,1.95,1.84,1.96,1.73,1.81,1.52,1.29,1.26,1.11,1.01,0.92,0.89,0.89,0.87,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
08/16/2021,10.56,10.33,8.7,6.75,5.16,5.11,4.8,4.65,4.58,3.82,3.67,3.17,2.83,2.56,2.17,2.2,1.77,1.82,2.0,1.69,1.8,1.52,1.28,1.23,1.1,1.01,0.9,0.89,0.9,0.87,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/17/2021,0.0,10.35,8.72,6.77,5.17,5.12,4.82,4.66,4.59,3.82,3.68,3.18,2.83,2.57,2.17,2.21,1.78,1.82,2.01,1.7,0.0,1.52,1.28,1.23,1.1,1.01,0.9,0.89,0.9,0.87,0.0,10.58,1.81,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
08/18/2021,10.58,10.27,8.65,6.73,5.14,5.13,4.83,4.62,4.67,3.79,3.64,3.15,2.85,2.57,2.16,2.19,1.76,1.83,2.03,1.71,1.81,1.54,1.28,1.21,1.1,1.02,0.91,0.89,0.91,0.87,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
08/19/2021,10.74,10.32,8.66,6.74,5.07,5.08,4.86,4.6,4.61,3.8,3.62,3.09,2.87,2.6,2.12,2.2,1.75,1.81,2.06,1.73,1.84,1.55,1.28,1.19,1.11,1.01,0.9,0.88,0.9,0.86,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/20/2021,10.8,10.44,8.71,6.66,4.97,5.04,4.9,4.67,4.58,3.81,3.57,3.05,2.89,2.6,2.09,2.22,1.75,1.79,2.07,1.74,1.86,1.56,1.28,1.17,1.12,0.99,0.89,0.87,0.89,0.85,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/23/2021,10.9,10.43,8.56,6.7,4.8,4.93,4.9,4.81,4.5,3.83,3.57,2.99,2.92,2.65,2.04,2.26,1.8,1.77,2.14,1.81,1.92,1.55,1.29,1.18,1.11,0.99,0.92,0.87,0.87,0.84,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/24/2021,10.9,10.43,8.56,6.7,4.8,4.93,4.9,4.81,4.5,3.83,3.57,2.99,2.92,2.65,2.04,2.26,1.8,1.77,2.14,1.81,1.92,1.55,1.29,1.18,1.11,0.99,0.92,0.87,0.87,0.84,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/25/2021,10.97,10.45,8.53,6.71,4.8,4.86,4.95,4.77,4.47,3.8,3.65,2.95,2.95,2.66,2.02,2.27,1.78,1.76,2.17,1.85,1.91,1.55,1.29,1.18,1.1,0.98,0.91,0.86,0.86,0.83,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/26/2021,10.93,10.45,8.57,6.71,4.79,4.88,4.94,4.81,4.52,3.82,3.64,2.97,2.94,2.59,2.01,2.26,1.81,1.76,2.13,1.83,1.92,1.56,1.28,1.17,1.11,0.98,0.91,0.85,0.87,0.83,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,10.82,10.39,8.57,6.73,4.83,4.96,4.87,4.75,4.48,3.83,3.72,3.03,2.92,2.55,2.04,2.24,1.9,1.78,2.1,1.83,1.88,1.55,1.27,1.17,1.1,0.99,0.93,0.86,0.87,0.85,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/30/2021,10.88,10.38,8.57,6.72,4.86,4.95,4.86,4.75,4.52,3.8,3.77,3.07,2.88,2.54,2.05,2.23,1.83,1.78,2.11,1.82,1.88,1.52,1.28,1.17,1.09,0.99,0.94,0.86,0.88,0.86,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,10.88,10.38,8.57,6.72,4.86,4.95,4.86,4.75,4.52,3.8,3.77,3.07,2.88,2.54,2.05,2.23,1.83,1.78,2.11,1.82,1.88,1.52,1.28,1.17,1.09,0.99,0.94,0.86,0.88,0.86,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/01/2021,10.87,10.37,8.63,6.7,4.88,4.97,4.85,4.75,4.49,3.78,3.82,3.07,2.87,2.56,2.05,2.23,1.84,1.77,2.1,1.8,1.87,1.51,1.28,1.18,1.07,1.0,0.93,0.86,0.88,0.87,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/02/2021,10.91,10.45,8.66,6.66,4.9,4.98,4.82,4.77,4.45,3.76,3.85,3.06,2.83,2.55,2.06,2.23,1.81,1.75,2.12,1.79,1.87,1.49,1.27,1.19,1.05,1.0,0.95,0.85,0.88,0.88,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
09/03/2021,10.92,10.52,8.65,6.7,4.9,4.9,4.73,4.78,4.44,3.77,3.82,3.08,2.82,2.51,2.1,2.19,1.88,1.77,2.12,1.82,1.89,1.47,1.28,1.17,1.05,0.99,0.94,0.85,0.88,0.86,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95999999999998
09/06/2021,10.87,10.39,8.7,6.66,4.85,4.86,4.72,4.77,4.45,3.82,3.93,3.1,2.79,2.43,2.08,2.19,2.02,1.78,2.17,1.84,1.89,1.47,1.28,1.17,1.06,0.97,0.97,0.85,0.87,0.89,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/08/2021,10.88,10.41,8.79,6.65,4.83,4.87,4.69,4.76,4.43,3.81,3.93,3.1,2.77,2.41,2.09,2.19,1.99,1.78,2.17,1.84,1.89,1.47,1.28,1.17,1.06,0.97,0.97,0.85,0.86,0.9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/09/2021,10.88,10.41,8.79,6.65,4.83,4.87,4.69,4.76,4.43,3.81,3.93,3.1,2.77,2.41,2.09,2.19,1.99,1.78,2.17,1.84,1.89,1.47,1.28,1.17,1.06,0.97,0.97,0.85,0.86,0.9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/10/2021,10.84,10.46,8.97,6.66,4.83,4.88,4.71,4.77,4.44,3.79,3.91,3.06,2.75,2.36,2.11,2.19,2.02,1.83,2.12,1.79,1.86,1.45,1.27,1.15,1.06,0.96,0.96,0.84,0.85,0.9,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/13/2021,10.99,10.32,8.93,6.63,4.77,4.9,4.72,4.72,4.46,3.7,3.95,3.05,2.83,2.37,2.09,2.2,2.04,1.85,2.17,1.84,1.91,1.44,1.3,1.14,1.06,0.95,0.89,0.84,0.84,0.93,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/14/2021,10.99,10.32,8.93,6.63,4.77,4.9,4.72,4.72,4.46,3.7,3.95,3.05,2.83,2.37,2.09,2.2,2.04,1.85,2.17,1.84,1.91,1.44,1.3,1.14,1.06,0.95,0.89,0.84,0.84,0.93,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/15/2021,10.94,10.32,9.1,6.61,4.81,4.9,4.62,4.74,4.48,3.72,4.03,3.03,2.8,2.35,2.1,2.18,2.04,1.85,2.18,1.83,1.88,1.42,1.3,1.14,1.01,0.95,0.89,0.83,0.83,0.93,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/16/2021,10.96,10.22,9.08,6.62,4.96,4.95,4.64,4.7,4.43,3.71,3.97,3.03,2.82,2.34,2.16,2.15,1.99,1.88,2.14,1.83,1.9,1.4,1.29,1.13,1.01,0.98,0.9,0.83,0.84,0.93,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/17/2021,10.89,10.22,9.15,6.54,5.01,4.94,4.61,4.8,4.37,3.7,4.05,3.04,2.81,2.36,2.17,2.15,1.96,1.86,2.12,1.85,1.91,1.42,1.3,1.13,1.01,0.99,0.89,0.82,0.83,0.93,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/20/2021,10.94,10.23,9.31,6.56,5.01,4.93,4.63,4.94,4.26,3.7,4.01,2.99,2.81,2.37,2.17,2.17,1.92,1.89,2.09,1.81,1.88,1.38,1.3,1.13,0.98,0.84,0.88,0.83,0.82,0.92,0.0,0.0,0.0,0.0,0.19,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/21/2021,10.94,10.23,9.31,6.56,5.01,4.93,4.63,4.94,4.26,3.7,4.01,2.99,2.81,2.37,2.17,2.17,1.92,1.89,2.09,1.81,1.88,1.38,1.3,1.13,0.98,0.84,0.88,0.83,0.82,0.92,0.0,0.0,0.0,0.0,0.19,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/22/2021,9.69,9.17,8.09,5.64,4.31,4.17,4.02,4.13,3.66,3.19,3.44,2.5,2.42,1.97,1.85,1.85,1.64,1.64,1.82,1.55,1.62,1.2,0.75,0.98,0.86,0.74,0.77,0.72,0.7,0.79,0.0,0.0,0.0,0.0,0.09,0.11,4.75,1.59,1.17,1.08,1.01,1.0,0.92,0.92,0.75,0.73,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,0.0,9.14,7.86,5.56,4.27,4.18,4.03,4.15,3.72,3.27,3.42,2.44,2.36,1.99,1.84,1.88,1.61,1.55,1.86,1.6,1.65,1.22,0.77,1.0,0.88,0.72,0.78,0.76,0.69,0.78,0.0,0.0,0.0,0.0,0.09,0.11,4.8,1.54,1.2,1.1,1.05,1.01,0.92,0.9,0.78,0.73,9.79,0.0,0.0,0.0,0.0,100.0
09/24/2021,0.0,9.19,7.97,5.59,4.22,4.16,4.03,4.12,3.7,3.27,3.44,2.43,2.37,2.0,1.83,1.92,1.61,1.51,1.89,1.58,1.65,1.23,0.76,1.0,0.88,0.71,0.78,0.76,0.68,0.76,0.0,0.0,0.0,0.0,0.09,0.11,4.79,1.48,1.21,1.13,1.05,1.03,0.92,0.91,0.77,0.73,9.73,0.0,0.0,0.0,0.0,99.99
09/27/2021,0.0,9.13,8.05,5.6,4.37,4.18,4.06,4.02,3.71,3.25,3.5,2.47,2.37,1.99,1.85,1.89,1.58,1.57,1.82,1.55,1.63,1.2,0.75,0.99,0.86,0.72,0.8,0.76,0.69,0.76,0.0,0.0,0.0,0.0,0.09,0.1,4.84,1.45,1.18,1.09,1.03,1.04,0.91,0.92,0.76,0.73,9.73,0.0,0.0,0.0,0.0,99.99
09/28/2021,9.73,9.13,8.05,5.6,4.37,4.18,4.06,4.02,3.71,3.25,3.5,2.47,2.37,1.99,1.85,1.89,1.58,1.57,1.82,1.55,1.63,1.2,0.75,0.99,0.86,0.72,0.8,0.76,0.69,0.76,0.0,0.0,0.0,0.0,0.09,0.0,4.84,1.45,1.18,1.09,1.03,1.04,0.91,0.92,0.76,0.73,0.0,0.1,0.0,0.0,0.0,99.99
09/29/2021,9.79,9.08,7.98,5.67,4.47,4.2,4.04,4.0,3.65,3.28,3.51,2.49,2.39,1.99,1.87,1.89,1.56,1.6,1.8,1.55,1.63,1.21,0.75,0.99,0.87,0.73,0.79,0.76,0.7,0.78,0.0,0.0,0.0,0.0,0.09,0.0,4.82,1.41,1.19,1.05,1.01,1.01,0.91,0.92,0.75,0.71,0.0,0.1,0.0,0.0,0.0,99.99
09/30/2021,0.0,9.07,7.93,5.75,4.55,4.25,4.05,3.92,3.59,3.32,3.5,2.5,2.42,2.03,1.89,1.86,1.54,1.64,1.75,1.56,1.62,1.21,0.75,1.01,0.87,0.74,0.81,0.77,0.71,0.78,0.0,0.0,0.0,0.0,0.09,0.0,4.9,1.37,1.15,1.01,0.98,0.96,0.91,0.93,0.73,0.7,9.77,0.1,0.0,0.0,0.0,99.99
10/01/2021,0.0,10.16,8.23,7.21,5.26,5.05,4.69,4.66,4.6,4.1,3.47,3.2,2.65,2.51,2.24,2.15,1.97,1.83,1.85,1.68,1.79,1.51,1.3,1.24,1.1,1.02,0.9,0.94,0.91,0.86,0.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.82999999999998
10/04/2021,9.63,8.91,7.8,5.84,4.7,4.42,4.1,3.88,3.58,3.37,3.38,2.59,2.42,1.96,1.93,1.88,1.49,1.66,1.77,1.51,1.6,1.24,0.76,1.02,0.88,0.74,0.8,0.76,0.69,0.83,0.0,0.0,0.0,0.0,0.09,0.0,4.88,1.34,1.14,1.01,1.01,0.98,0.91,0.96,0.74,0.71,0.0,0.09,0.0,0.0,0.0,100.0
10/05/2021,0.0,8.91,7.8,5.84,4.7,4.42,4.1,3.88,3.58,3.37,3.38,2.59,2.42,1.96,1.93,1.88,1.49,1.66,1.77,1.51,1.6,1.24,0.76,1.02,0.88,0.74,0.8,0.76,0.69,0.83,0.0,0.0,0.0,0.0,0.09,0.0,4.88,1.34,1.14,1.01,1.01,0.98,0.91,0.96,0.74,0.71,9.63,0.09,0.0,0.0,0.0,100.0
10/06/2021,0.0,8.92,7.62,5.9,4.78,4.36,4.12,3.88,3.58,3.36,3.34,2.61,2.44,2.0,1.97,1.92,1.49,1.64,1.74,1.52,1.64,1.22,0.77,1.01,0.88,0.74,0.78,0.77,0.69,0.82,0.0,0.0,0.0,0.0,0.09,0.0,4.99,1.31,1.12,1.02,1.01,0.93,0.9,0.96,0.73,0.72,9.6,0.09,0.0,0.0,0.0,99.98
