,BLDP,BE,PLUG,NEL.OL,336260.KS,CWR.L,ADN,XBC.TO,ITM.L,CI B.ST,PCELL.ST,FCEL,288620.KQ,EFUEL.OL,ALHRS.PA,GTLS,CMI,7203.T,APD,HTOO,NKLA,AFC.L,ACH.OL,HPUR.OL,HYZN,n/a,NEL NO,CWR LN,336260 KS,ITM LN,PCELL SS,XBC CN,CIB SS,288620 KS,EFUEL NO,ALHRS FP,7203 JP,AFC LN,ACH NO,1824459D NO,MCPHY.PA,LIN,NFI.TO,POM.PA,HY,SUM
08/30/2021,12.54,11.05,10.84,7.16,5.03,5.47,4.32,4.31,5.33,4.12,4.51,3.6,3.81,3.1,3.21,3.0,2.36,2.25,2.21,0.27,0.34,0.33,0.31,0.26,0.3,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
08/31/2021,12.54,11.05,10.84,7.16,5.03,5.47,4.32,4.31,5.33,4.12,4.51,3.6,3.81,3.1,3.21,3.0,2.36,2.25,2.21,0.27,0.34,0.33,0.31,0.26,0.3,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/01/2021,12.59,11.11,10.98,6.95,5.2,5.36,4.5,4.27,5.27,4.01,4.39,3.64,4.11,2.86,3.19,3.03,2.36,2.21,2.18,0.28,0.33,0.33,0.31,0.25,0.31,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,12.55,11.04,10.84,7.11,5.16,5.52,4.41,4.2,5.14,3.96,4.49,3.6,3.95,3.48,3.12,3.06,2.25,2.18,2.12,0.27,0.34,0.32,0.3,0.29,0.34,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/07/2021,12.55,11.04,10.84,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,3.06,2.25,0.0,2.12,0.27,0.34,0.0,0.0,0.0,0.34,-0.02,7.11,5.52,5.16,5.14,4.49,4.2,3.96,3.95,3.48,3.12,2.18,0.32,0.3,0.29,0.0,0.0,0.0,0.0,0.0,100.02
09/08/2021,12.26,11.03,10.59,6.99,5.19,5.68,4.52,4.16,5.28,4.07,4.46,3.45,4.04,3.62,3.16,3.04,2.28,2.22,2.12,0.27,0.33,0.32,0.3,0.29,0.35,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,12.26,11.03,10.59,6.99,5.19,5.68,4.52,4.16,5.28,4.07,4.46,3.45,4.04,3.62,3.16,3.04,2.28,2.22,2.12,0.27,0.33,0.32,0.3,0.29,0.35,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/10/2021,12.56,10.74,10.66,7.09,5.27,5.5,4.69,4.08,5.35,4.08,4.51,3.35,4.0,3.6,3.17,3.01,2.21,2.24,2.09,0.27,0.34,0.32,0.3,0.3,0.31,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/13/2021,12.22,10.64,10.55,7.04,5.29,5.69,4.58,4.09,5.4,4.15,4.19,3.42,4.0,3.63,3.21,3.15,2.32,2.34,2.19,0.28,0.33,0.33,0.31,0.3,0.38,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/14/2021,12.22,10.64,10.55,7.04,5.29,5.69,4.58,4.09,5.4,4.15,4.19,3.42,4.0,3.63,3.21,3.15,2.32,2.34,2.19,0.28,0.33,0.33,0.31,0.3,0.38,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/15/2021,12.2,10.55,10.36,7.05,5.25,5.72,4.46,4.14,5.24,4.15,4.16,3.36,4.08,3.79,3.29,3.24,2.38,2.41,2.26,0.28,0.33,0.34,0.31,0.29,0.37,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/16/2021,12.49,10.95,10.45,6.86,5.17,5.65,4.83,4.06,4.66,4.13,4.17,3.41,3.96,3.68,3.25,3.28,2.42,2.39,2.29,0.28,0.35,0.33,0.3,0.28,0.37,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/17/2021,12.42,10.6,10.6,7.12,5.3,5.66,4.64,3.92,4.47,4.14,4.2,3.89,4.13,3.63,3.19,3.2,2.37,2.42,2.27,0.27,0.34,0.32,0.3,0.28,0.35,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,12.31,10.4,10.89,6.77,5.41,5.72,5.17,3.81,4.47,3.92,4.13,3.77,4.12,3.61,3.22,3.26,2.39,2.46,2.29,0.28,0.36,0.32,0.32,0.28,0.37,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/21/2021,12.31,10.4,10.89,6.77,5.41,5.72,5.17,3.81,4.47,3.92,4.13,3.77,4.12,3.61,3.22,3.26,2.39,2.46,2.29,0.28,0.36,0.32,0.32,0.28,0.37,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/22/2021,12.64,10.53,11.34,6.4,5.24,5.56,5.33,3.74,4.36,3.94,4.04,3.94,4.19,3.46,3.3,3.23,2.32,2.42,2.21,0.27,0.36,0.3,0.29,0.26,0.35,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/23/2021,12.41,10.39,11.37,6.78,5.41,5.54,5.27,3.6,4.56,3.88,4.04,3.8,4.32,3.28,3.19,3.28,2.33,2.51,2.25,0.27,0.37,0.3,0.29,0.26,0.34,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/24/2021,12.48,10.32,11.57,6.58,5.44,5.5,5.15,3.79,4.58,3.84,4.01,3.75,4.35,3.18,3.21,3.23,2.3,2.51,2.25,0.27,0.38,0.31,0.29,0.25,0.36,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/27/2021,12.25,10.43,11.75,6.99,5.14,5.46,5.22,3.6,4.72,3.75,4.14,4.31,4.03,2.89,3.21,3.33,2.28,2.42,2.17,0.28,0.39,0.31,0.29,0.27,0.34,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/28/2021,12.25,10.43,11.75,6.99,5.14,5.46,5.22,3.6,4.72,3.75,4.14,4.31,4.03,2.89,3.21,3.33,2.28,2.42,2.17,0.28,0.39,0.31,0.29,0.27,0.34,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/29/2021,11.8,10.25,11.58,7.31,5.11,5.42,5.17,3.64,4.8,4.06,4.15,4.21,3.97,3.07,3.17,3.32,2.31,2.51,2.2,0.28,0.4,0.3,0.29,0.27,0.33,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/30/2021,11.84,10.55,11.88,6.97,5.3,5.29,5.4,3.67,4.83,3.8,3.99,4.5,3.97,2.85,3.11,3.23,2.27,2.5,2.16,0.28,0.4,0.3,0.29,0.26,0.32,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/01/2021,11.72,10.17,11.71,6.99,5.43,5.33,5.32,3.66,5.0,3.81,4.0,4.42,4.09,2.77,3.25,3.3,2.36,2.58,2.26,0.27,0.38,0.31,0.3,0.26,0.24,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/04/2021,11.6,10.41,11.31,6.75,5.54,5.2,5.41,3.78,4.86,4.66,4.05,4.17,4.02,2.68,3.31,3.28,2.35,2.55,2.24,0.28,0.38,0.3,0.3,0.26,0.26,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
10/05/2021,11.6,10.41,11.31,6.75,5.54,5.2,5.41,3.78,4.86,4.66,4.05,4.17,4.02,2.68,3.31,3.28,2.35,2.55,2.24,0.28,0.38,0.3,0.3,0.26,0.26,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
10/06/2021,11.7,10.37,11.44,6.87,5.34,5.22,5.47,3.76,4.67,4.46,4.06,4.05,3.88,2.82,3.36,3.46,2.41,2.54,2.27,0.29,0.38,0.31,0.3,0.26,0.24,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/07/2021,11.5,9.88,11.32,6.93,5.56,5.2,5.35,3.95,4.7,4.73,3.86,3.93,4.04,2.66,3.45,3.62,2.5,2.6,2.35,0.29,0.38,0.31,0.31,0.27,0.23,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/08/2021,11.47,10.77,11.35,6.95,5.36,5.12,5.43,3.83,4.62,4.59,3.71,3.96,3.91,2.69,3.45,3.48,2.58,2.55,2.36,0.29,0.38,0.28,0.3,0.25,0.25,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/11/2021,11.61,11.05,11.98,6.79,5.22,5.0,5.45,3.79,4.53,4.08,3.63,4.11,3.85,2.92,3.32,3.48,2.55,2.47,2.38,0.3,0.39,0.27,0.29,0.23,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/12/2021,11.61,11.05,11.98,6.79,5.22,5.0,5.45,3.79,4.53,4.08,3.63,4.11,3.85,2.92,3.32,3.48,2.55,2.47,2.38,0.3,0.39,0.27,0.29,0.23,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,11.6,10.95,12.38,6.8,5.29,4.88,5.58,3.73,4.56,3.99,3.61,4.09,3.85,2.86,3.28,3.36,2.54,2.51,2.38,0.3,0.39,0.28,0.29,0.23,0.23,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/14/2021,11.46,11.14,12.36,6.94,5.19,4.86,5.57,3.66,4.45,4.06,3.78,4.22,3.78,2.9,3.28,3.28,2.46,2.51,2.37,0.29,0.38,0.27,0.28,0.25,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/15/2021,11.99,11.25,12.83,6.87,4.89,4.93,5.38,3.42,4.71,4.37,3.71,4.19,3.61,2.58,3.3,3.15,2.34,2.44,2.31,0.28,0.39,0.26,0.28,0.23,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/18/2021,11.91,11.16,12.96,6.98,5.12,5.0,4.87,3.35,4.99,4.76,3.91,4.14,3.68,2.57,3.08,2.93,2.3,2.28,2.31,0.3,0.36,0.27,0.28,0.25,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/19/2021,11.91,11.16,12.96,6.98,5.12,5.0,4.87,3.35,4.99,4.76,3.91,4.14,3.68,2.57,3.08,2.93,2.3,2.28,2.31,0.3,0.36,0.27,0.28,0.25,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/21/2021,12.09,10.91,13.31,6.42,4.95,4.85,4.97,3.6,4.9,4.65,3.71,5.02,3.62,2.51,2.9,2.89,2.29,2.34,2.35,0.3,0.36,0.29,0.31,0.24,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/22/2021,12.4,10.86,13.35,6.51,4.97,4.92,4.93,3.88,4.72,4.49,3.79,4.83,3.57,2.44,2.92,2.83,2.27,2.28,2.32,0.29,0.37,0.31,0.3,0.24,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/25/2021,11.89,10.41,13.17,8.02,4.74,5.13,5.04,3.6,4.9,4.52,4.08,4.46,3.41,2.79,2.88,2.59,2.23,2.19,2.27,0.28,0.35,0.3,0.3,0.25,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/26/2021,11.89,10.41,13.17,8.02,4.74,5.13,5.04,3.6,4.9,4.52,4.08,4.46,3.41,2.79,2.88,2.59,2.23,2.19,2.27,0.28,0.35,0.3,0.3,0.25,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/27/2021,11.86,10.32,13.31,7.76,4.99,5.08,5.03,3.82,4.88,4.24,3.96,4.17,3.53,2.72,3.01,2.7,2.32,2.28,2.34,0.29,0.34,0.32,0.3,0.25,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/28/2021,11.89,13.46,13.51,7.21,4.81,4.85,4.89,3.58,4.6,3.82,3.69,4.11,3.36,2.59,2.84,2.63,2.21,2.13,2.24,0.27,0.34,0.28,0.29,0.23,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/29/2021,11.33,13.55,12.98,7.81,4.74,5.08,4.7,3.35,4.78,4.18,3.84,3.83,3.21,2.66,2.8,2.53,2.15,2.11,2.2,0.27,0.33,0.31,0.29,0.24,0.17,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/01/2021,12.15,13.51,13.65,7.88,4.54,5.08,4.8,3.28,4.6,3.93,3.78,3.92,3.22,2.47,2.72,2.5,2.11,2.08,2.19,0.27,0.34,0.3,0.28,0.23,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/02/2021,12.15,13.51,13.65,7.88,4.54,5.08,4.8,3.28,4.6,3.93,3.78,3.92,3.22,2.47,2.72,2.5,2.11,2.08,2.19,0.27,0.34,0.3,0.28,0.23,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/03/2021,12.14,14.11,13.76,7.72,4.58,4.96,4.84,3.31,4.55,3.64,3.79,4.04,3.19,2.44,2.68,2.49,2.04,2.03,2.12,0.26,0.34,0.29,0.27,0.23,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/04/2021,12.17,13.91,14.26,8.0,4.29,4.75,4.7,3.55,4.5,3.51,3.66,4.59,2.98,2.59,2.56,2.43,1.99,1.97,2.01,0.27,0.34,0.29,0.26,0.22,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/05/2021,11.8,13.94,14.25,7.65,4.54,4.64,4.65,3.92,4.32,3.62,3.61,4.58,3.01,2.8,2.64,2.47,1.98,2.0,2.03,0.26,0.35,0.27,0.26,0.23,0.17,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/09/2021,11.93,13.27,14.1,7.93,4.54,4.61,4.64,4.26,4.35,3.59,3.62,4.57,2.97,2.81,2.63,2.48,1.95,2.04,2.08,0.26,0.43,0.3,0.26,0.21,0.17,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/10/2021,11.6,14.09,13.46,7.97,4.55,4.49,4.72,4.26,4.26,3.63,3.64,4.41,2.96,2.96,2.67,2.63,1.97,2.02,2.14,0.26,0.37,0.29,0.26,0.23,0.17,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/11/2021,12.08,14.96,13.72,7.79,4.36,4.34,4.67,3.94,4.11,3.43,3.45,5.09,2.84,2.75,2.5,2.56,1.89,1.93,2.06,0.25,0.39,0.27,0.25,0.21,0.16,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/12/2021,10.74,14.67,13.88,7.98,4.64,4.42,4.52,3.73,4.46,3.47,3.62,5.19,2.96,3.05,2.55,2.62,1.91,1.93,2.11,0.25,0.39,0.27,0.26,0.22,0.17,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/15/2021,11.45,14.58,14.88,8.02,4.27,4.24,4.55,3.46,4.29,3.14,3.62,5.84,2.83,2.4,2.36,2.55,1.92,1.96,2.1,0.25,0.39,0.26,0.25,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/16/2021,11.45,14.58,14.88,8.02,4.27,4.24,4.55,3.46,4.29,3.14,3.62,5.84,2.83,2.4,2.36,2.55,1.92,1.96,2.1,0.25,0.39,0.26,0.25,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/17/2021,11.2,15.56,13.36,5.12,3.71,3.84,2.72,4.59,3.96,2.82,4.83,11.09,2.01,0.43,1.58,0.42,1.59,1.68,1.7,0.0,0.3,4.04,0.0,0.0,0.29,-3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,1.76,0.26,0.24,0.21,100.0
11/18/2021,11.15,14.13,13.22,5.16,3.89,3.9,2.92,4.44,3.93,2.83,5.03,10.86,1.28,0.0,0.55,0.43,1.64,1.75,1.73,0.0,0.3,4.12,0.0,0.0,0.33,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1.8,0.26,0.24,0.22,99.97
11/19/2021,11.16,14.39,13.62,4.96,3.86,3.92,2.87,4.19,3.92,2.88,5.02,10.67,1.27,0.0,0.0,0.43,1.63,1.78,1.71,0.0,0.29,4.2,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,1.79,0.24,0.25,0.22,100.0
11/22/2021,10.58,14.77,13.46,5.22,3.82,3.96,2.75,4.1,3.93,2.77,5.33,10.47,1.26,0.0,0.0,0.43,1.62,1.79,1.73,0.0,0.3,4.32,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.81,0.24,0.25,0.22,99.98
11/23/2021,10.58,14.77,13.46,5.22,3.82,3.96,2.75,4.1,3.93,2.77,5.33,10.47,1.26,0.0,0.0,0.43,1.62,1.79,1.73,0.0,0.3,4.32,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.81,0.24,0.25,0.22,99.98
11/24/2021,10.58,14.47,14.63,5.1,3.91,4.02,2.47,3.96,3.87,2.79,5.33,10.28,1.29,0.0,0.0,0.42,1.61,1.85,1.76,0.0,0.27,3.94,0.0,0.0,0.37,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,1.86,0.24,0.25,0.22,99.99
11/25/2021,10.73,14.28,14.45,5.17,3.93,4.08,2.41,4.01,3.78,2.84,5.36,10.13,1.32,0.0,0.0,0.43,1.69,1.86,1.81,0.0,0.26,3.98,0.0,0.0,0.38,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.9,0.24,0.26,0.22,99.98
