,SNPS,MSCI,VEEV,PYPL,ZS,GIL.TO,CRL,MPWR,MXL,MIME,TECH,UPS,DBX,CSOD,MEDP,IDXX,PKI,ENTG,CNXC,KRNT,GNRC,VSTO,TGH,LULU,Focus Financial Partners Inc Class A,KLIC,SUBC.OL,SUBC.OL.1,FOCS,Kulicke & Soffa Industries Inc,U.S. Bank Money Market Deposit Account,SWIM,DRI,KMX,TRMB,TWTR,FND,LH,AXON,RILY,FOXF,AMD,VZIO,ABBV,LKQ,GOLF,ODFL,TREX,CDW,LAD,PTC,FIVN,STEP,AVY,ALGN,IIPR,LGIH,Fox Factory Holding Corp,TMO,MIDD,LECO,IBN,UNH,ANTM,Align Technology Inc,Concentrix Corp Ordinary Shares,VICI,StepStone Group Inc Ordinary Shares - Class A,CFLT,RCII,SCHW,IR,ALLY,MOS,SAIA,DHI,ITT,PAG,BEN,GFL.TO,NTR.TO,X,CNHI.MI,DE,TLYS,CMRE,EXP,CR,CCS,MBUU,DAC,DIOD,SF,MHK,CE,BC,AGCO,DAR,ZIM,IMXI,MATX,SAH,MLI,TRTN,ESI,CAMT,BLDR,n/a,ATKR,603087.SS,NUE,F,UNVR,OLN,WTFC,HBAN,USB,TFC,UMBF,BPOP,COF,BYD,APA,FBNC,WLK,OVV,HES,HUN,TEL,CFG,ANET,WMB,CNQ.TO,KKR,WHD,SIG,SCI,UCBI,LPX,TGLS,CASH,SIVB,CHDN,TSLA,WLL,KEY,RF,PXD,DEN,EOG,LOB,CF,MTDR,BRKS,CARG,CUBI,CTRA,INFY,BG,VOYA,LIN,PSA,GLPI,REXR,DRE,OMF,LSI,KMI,FNF,OPY,NSA,MSFT,STE,FTNT,ENPH,MNDY,BLK,IAC,VLO,AMG,MMP,PCOR,TENB,TGT,CUBE,IQV,ADBE,CDNS,DHR,UFPI,UPWK,AMRC,TW,EXR,SKY,TRU,TTGT,CACC,GS,AMAT,INVH,S,IAS,TER,XPO,LLY,SYNH,TROW,WK,DOCU,GLOB,TNYA,SNDR,TWKS,ONON,STX,PYCR,DECK,RMBS,PRGS,ASML,DKS,CMC,PFE,UCTT,IBP,FBHS,A,SUI,MU,EQNR,COP,BRO,NSC,SBLK,MCO,SPGI,AMH,WY,AA,ABJA.,JNJ,ABC,TPX,BBL,IPG,CCI,ICLR,KNSL,AMT,RJF,LAMR,AER,SMPL,ISRG,NRG,FCX,AVTR,AZEK,FN,TECK,AMN,WST,AIG,TROX,TYL,IT,MT,SM,PDCE,PECO,SPG,NLOK,TSM,SLM,HGV,CCEP,BOOT,STLA.MI,RACE.MI,RS,TITN,WAL,STM,R6C2.,CRC,ARCH,COOP,PSX,OXY,CAT,ESNT,WDC,RDS.A.MX,CLR,EMN,RHI,CC,CIVI,NMIH,OKE,TBBK,FMX,EPD,BIL1.,R6C2,SUM
08/06/2021,0.0,5.3,5.01,3.75,0.0,0.0,4.4,4.68,3.28,4.36,2.87,1.29,2.88,0.0,2.75,1.41,1.6,0.0,1.44,1.43,0.54,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,4.3,4.39,0.0,2.7,2.91,1.49,0.65,0.0,0.0,0.76,4.12,4.86,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.69,0.62,0.0,0.0,0.62,5.09,5.08,5.09,4.27,0.0,0.0,0.0,1.34,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,0.0,2.94,0.0,0.0,0.0,0.0,3.09,3.07,2.96,2.99,1.74,0.0,2.44,0.0,0.0,1.76,0.85,0.0,0.0,1.76,0.82,1.61,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,1.74,1.73,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.84,0.32,0.32,0.32,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,2.97,2.92,2.86,2.81,2.74,2.6,2.49,2.45,2.44,2.44,2.43,2.39,2.39,2.38,2.33,1.71,1.69,1.69,1.65,1.62,1.57,0.92,0.85,0.83,0.82,0.81,0.81,0.79,0.76,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/26/2021,0.0,2.94,0.0,0.0,0.0,0.0,3.09,3.07,2.96,2.99,1.74,0.0,2.44,0.0,0.0,1.76,0.85,0.0,0.0,1.76,0.82,1.61,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,1.74,1.73,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.84,0.32,0.32,0.32,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,2.97,2.92,2.86,2.81,2.74,2.6,2.49,2.45,2.44,2.44,2.43,2.39,2.39,2.38,2.33,1.71,1.69,1.69,1.65,1.62,1.57,0.92,0.85,0.83,0.82,0.81,0.81,0.79,0.76,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/30/2021,0.0,2.87,0.0,0.0,0.0,0.0,3.03,3.05,2.97,3.08,1.75,0.0,2.41,0.0,0.0,1.69,0.83,0.0,0.0,1.77,0.84,1.57,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,1.68,1.68,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.83,0.31,0.33,0.32,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.98,2.93,2.88,2.79,2.81,2.59,2.45,2.44,2.42,2.45,2.44,2.39,2.41,2.38,2.38,1.8,1.8,1.68,1.63,1.62,1.64,1.0,0.84,0.83,0.81,0.81,0.82,0.81,0.78,0.35,0.32,0.32,0.31,0.31,0.31,0.0,0.33,0.31,0.3,0.3,0.22,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/31/2021,0.0,2.87,0.0,0.0,0.0,0.0,3.03,3.05,2.97,3.08,1.75,0.0,2.41,0.0,0.0,1.69,0.83,0.0,0.0,1.77,0.84,1.57,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,1.68,1.68,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.83,0.31,0.33,0.32,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.98,2.93,2.88,2.79,2.81,2.59,2.45,2.44,2.42,2.45,2.44,2.39,2.41,2.38,2.38,1.8,1.8,1.68,1.63,1.62,1.64,1.0,0.84,0.83,0.81,0.81,0.82,0.81,0.78,0.35,0.32,0.32,0.31,0.31,0.31,0.0,0.33,0.31,0.3,0.3,0.22,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/01/2021,0.0,2.87,0.0,0.0,0.0,0.0,3.03,3.05,2.97,3.08,1.75,0.0,2.41,0.0,0.0,1.69,0.83,0.0,0.0,1.77,0.84,1.57,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,1.68,1.68,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.83,0.31,0.33,0.32,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.98,2.93,2.88,2.79,2.81,2.59,2.45,2.44,2.42,2.45,2.44,2.39,2.41,2.38,2.38,1.8,1.8,1.68,1.63,1.62,1.64,1.0,0.84,0.83,0.81,0.81,0.82,0.81,0.78,0.35,0.32,0.32,0.31,0.31,0.31,0.0,0.33,0.31,0.3,0.3,0.22,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/03/2021,0.0,2.87,0.0,0.0,0.0,0.0,3.03,3.05,2.97,3.08,1.75,0.0,2.41,0.0,0.0,1.69,0.83,0.0,0.0,1.77,0.84,1.57,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,1.68,1.68,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.83,0.31,0.33,0.32,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.98,2.93,2.88,2.79,2.81,2.59,2.45,2.44,2.42,2.45,2.44,2.39,2.41,2.38,2.38,1.8,1.8,1.68,1.63,1.62,1.64,1.0,0.84,0.83,0.81,0.81,0.82,0.81,0.78,0.35,0.32,0.32,0.31,0.31,0.31,0.0,0.33,0.31,0.3,0.3,0.22,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/06/2021,0.0,2.87,0.0,0.0,0.0,0.0,3.03,3.05,2.97,3.08,1.75,0.0,2.41,0.0,0.0,1.69,0.83,0.0,0.0,1.77,0.84,1.57,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,1.68,1.68,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.83,0.31,0.33,0.32,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.98,2.93,2.88,2.79,2.81,2.59,2.45,2.44,2.42,2.45,2.44,2.39,2.41,2.38,2.38,1.8,1.8,1.68,1.63,1.62,1.64,1.0,0.84,0.83,0.81,0.81,0.82,0.81,0.78,0.35,0.32,0.32,0.31,0.31,0.31,0.0,0.33,0.31,0.3,0.3,0.22,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/07/2021,0.0,2.87,0.0,0.0,0.0,0.0,3.03,3.05,2.97,3.08,1.75,0.0,2.41,0.0,0.0,1.69,0.83,0.0,0.0,1.77,0.84,1.57,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,1.68,1.68,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.83,0.31,0.33,0.32,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.98,2.93,2.88,2.79,2.81,2.59,2.45,2.44,2.42,2.45,2.44,2.39,2.41,2.38,2.38,1.8,1.8,1.68,1.63,1.62,1.64,1.0,0.84,0.83,0.81,0.81,0.82,0.81,0.78,0.35,0.32,0.32,0.31,0.31,0.31,0.3,0.33,0.31,0.22,0.3,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/08/2021,0.0,2.87,0.0,0.0,0.0,0.0,3.03,3.05,2.97,3.08,1.75,0.0,2.41,0.0,0.0,1.69,0.83,0.0,0.0,1.77,0.84,1.57,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,1.68,1.68,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.83,0.31,0.33,0.32,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.98,2.93,2.88,2.79,2.81,2.59,2.45,2.44,2.42,2.45,2.44,2.39,2.41,2.38,2.38,1.8,1.8,1.68,1.63,1.62,1.64,1.0,0.84,0.83,0.81,0.81,0.82,0.81,0.78,0.35,0.32,0.32,0.31,0.31,0.31,0.3,0.33,0.31,0.22,0.3,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
