,NOVN.SW,GSK.L,FMG.AX,BATS.L,SAN.PA,RIO.L,ALV.DE,9434.T,CBA.AX,SIE.DE,BHP.AX,BAS.DE,EQNR.OL,DTE.DE,9433.T,IBE.MC,8306.T,ENEL.MI,9432.T,BAYN.DE,BHP.L,VOD.L,ZURN.SW,NAB.AX,ANZ.AX,CS.PA,RIO.AX,8316.T,D05.SI,2914.T,4502.T,BMW.DE,ABBN.SW,NG.L,WES.AX,2388.HK,8058.T,688208.SS,8001.T,16.HK,8411.T,11.HK,BN.PA,NTGY.MC,SCMN.SW,O39.SI,TLS.AX,MUV2.DE,7751.T,AD.AS,UBSG.SW,U11.SI,HOLN.SW,OMV.VI,ORA.PA,FORTUM.HE,ELE.MC,2.HK,12.HK,TEL.OL,Z74.SI,BA.L,8725.T,G.MI,MQG.AX,SSE.L,6.HK,688.HK,5108.T,8766.T,NN.AS,992.HK,SAMPO.HE,PST.MI,SRG.MI,UPM.HE,TELIA.ST,8TRA.DE,TSCO.L,8053.T,WPL.AX,SLHN.SW,US.MI,ADM.L,HNR1.DE,CON.DE,823.HK,EVK.DE,SLA.L,8750.T,MB.MI,ACS.MC,5020.T,TEL2 B.ST,GJF.OL,1972.HK,8604.T,8309.T,1925.T,COV.PA,EDP.LS,SA.SW,8002.T,TRN.MI,17.HK,C31.SI,YAR.OL,1928.T,REE.MC,1605.T,ADEN.SW,PROX.BR,ELISA.HE,KPN.AS,TLX.DE,UN01.DE,GFC.PA,SPSN.SW,PUB.PA,83.HK,LUNE.ST,8308.T,SDR.L,O2D.DE,688208.SS.1,3407.T,MIN.AX,8630.T,SGP.AX,PHNX.L,4188.T,ENG.MC,BCVN.SW,UU.L,BKG.L,1878.T,5019.T,270.HK,101.HK,TATE.L,7181.T,ASRNL.AS,EZJ.L,FXPO.L,A2A.MI,SUN.AX,DLG.L,S68.SI,ALD.PA,8593.T,9503.T,IG.MI,POLI.TA,836.HK,G13.SI,QBE.AX,VALMT.HE,POST.VI,AZJ.AX,MRW.L,HL.L,MGR.AX,8601.T,B4B.DE,ORG.AX,BALN.SW,COFB.BR,SUN.SW,9502.T,PSON.L,S63.SI,1808.T,8795.T,AXFO.ST,1803.T,ZOT.MC,AST.AX,5201.T,APA.AX,C07.SI,NELES.HE,HVN.AX,SVT.L,2768.T,LOG.MC,AFG.OL,MING.OL,1801.T,TKA.VI,4005.T,6724.T,AGL.AX,1812.T,3003.T,MFG.AX,ORNBV.HE,NXI.PA,FCC.MC,EURN.BR,7186.T,2810.T,DXS.AX,MPL.AX,ICL.TA,AAF.L,ASHM.L,4042.T,5938.T,CAI.VI,AZM.MI,257.HK,n/a,VIG.VI,BIDI11.SA,ABDN.L,SOLB.BR,2380.HK,DOL,CLI.SI,CPU.AX,9CI.SI,GVMXX,EOAN.DE,ULVR.L,BP.L,NDA SE.ST,AAL.L,HSBA.L,ENI.MI,RDSA.AS,BNP.PA,IMB.L,7974.T,ISP.MI,267.HK,ACA.PA,ENGI.PA,INGA.AS,VNA.DE,WBC.AX,6178.T,AV.L,SEB A.ST,LGEN.L,9101.T,REP.MC,COL.AX,9104.T,SEV.PA,EN.PA,STR.VI,SHB A.ST,ANTO.L,RAND.AS,144.HK,F34.SI,TRYG.CO,GPT.AX,AKRBP.OL,5713.T,7259.T,TNET.BR,7272.T,SCG.AX,GALP.LS,HEI.DE,BG.VI,AMUN.PA,BDEV.L,TW.L,BMED.MI,NCM.AX,FNTN.DE,7011.T,7202.T,LAND.L,MMT.PA,HOT.DE,PNL.AS,PSPN.SW,FGR.PA,TYRES.HE,ICAD.PA,5411.T,ORK.OL,DWS.DE,KGF.L,CLN.SW,LI.PA,MAP.MC,LIGHT.AS,SHEL.L,DNB.OL,SUM
08/24/2021,4.27,2.97,2.16,2.28,2.35,1.85,1.81,1.96,1.64,1.58,1.33,1.42,1.34,1.44,1.34,1.39,1.29,1.29,1.28,1.12,1.14,1.12,1.25,1.02,0.97,1.07,0.78,0.92,0.9,0.86,0.81,0.69,0.82,0.8,0.78,0.67,0.73,0.0,0.71,0.63,0.63,0.58,0.66,0.62,0.64,0.59,0.6,0.63,0.59,0.64,0.62,0.54,0.51,0.46,0.5,0.52,0.48,0.46,0.43,0.44,0.44,0.45,0.43,0.4,0.4,0.43,0.41,0.4,0.38,0.4,0.38,0.32,0.38,0.34,0.35,0.34,0.33,0.29,0.35,0.31,0.25,0.32,0.3,0.34,0.32,0.26,0.28,0.27,0.25,0.27,0.25,0.26,0.23,0.25,0.24,0.22,0.21,0.22,0.22,0.23,0.23,0.22,0.19,0.24,0.19,0.23,0.19,0.2,0.23,0.17,0.16,0.21,0.21,0.2,0.21,0.2,0.19,0.21,0.19,0.18,0.15,0.18,0.19,0.19,0.0,0.16,0.15,0.18,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.16,0.12,0.11,0.15,0.15,0.15,0.13,0.12,0.13,0.14,0.14,0.14,0.2,0.12,0.14,0.12,0.11,0.13,0.15,0.11,0.12,0.12,0.13,0.11,0.12,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.13,0.12,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.1,0.79,0.17,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8
08/25/2021,4.27,2.97,2.16,2.28,2.35,1.85,1.81,1.96,1.64,1.58,1.33,1.42,1.34,1.44,1.34,1.39,1.29,1.29,1.28,1.12,1.14,1.12,1.25,1.02,0.97,1.07,0.78,0.92,0.9,0.86,0.81,0.69,0.82,0.8,0.78,0.67,0.73,0.0,0.71,0.63,0.63,0.58,0.66,0.62,0.64,0.59,0.6,0.63,0.59,0.64,0.62,0.54,0.51,0.46,0.5,0.52,0.48,0.46,0.43,0.44,0.44,0.45,0.43,0.4,0.4,0.43,0.41,0.4,0.38,0.4,0.38,0.32,0.38,0.34,0.35,0.34,0.33,0.29,0.35,0.31,0.25,0.32,0.3,0.34,0.32,0.26,0.28,0.27,0.0,0.27,0.25,0.26,0.23,0.25,0.24,0.22,0.21,0.22,0.22,0.23,0.23,0.0,0.19,0.24,0.19,0.23,0.19,0.2,0.23,0.17,0.16,0.21,0.21,0.2,0.21,0.2,0.19,0.21,0.19,0.18,0.15,0.18,0.19,0.19,0.0,0.16,0.15,0.18,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.16,0.12,0.11,0.15,0.15,0.15,0.13,0.12,0.13,0.14,0.14,0.14,0.2,0.12,0.14,0.12,0.11,0.13,0.15,0.11,0.12,0.12,0.13,0.11,0.12,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.13,0.12,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.17,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.79,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8
08/26/2021,4.27,2.97,2.16,2.28,2.35,1.85,1.81,1.96,1.64,1.58,1.33,1.42,1.34,1.44,1.34,1.39,1.29,1.29,1.28,1.12,1.14,1.12,1.25,1.02,0.97,1.07,0.78,0.92,0.9,0.86,0.81,0.69,0.82,0.8,0.78,0.67,0.73,0.0,0.71,0.63,0.63,0.58,0.66,0.62,0.64,0.59,0.6,0.63,0.59,0.64,0.62,0.54,0.51,0.46,0.5,0.52,0.48,0.46,0.43,0.44,0.44,0.45,0.43,0.4,0.4,0.43,0.41,0.4,0.38,0.4,0.38,0.32,0.38,0.34,0.35,0.34,0.33,0.29,0.35,0.31,0.25,0.32,0.3,0.34,0.32,0.26,0.28,0.27,0.0,0.27,0.25,0.26,0.23,0.25,0.24,0.22,0.21,0.22,0.22,0.23,0.23,0.0,0.19,0.24,0.19,0.23,0.19,0.2,0.23,0.17,0.16,0.21,0.21,0.2,0.21,0.2,0.19,0.21,0.19,0.18,0.15,0.18,0.19,0.19,0.0,0.16,0.15,0.18,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.16,0.12,0.11,0.15,0.15,0.15,0.13,0.12,0.13,0.14,0.14,0.14,0.2,0.12,0.14,0.12,0.11,0.13,0.15,0.11,0.12,0.12,0.13,0.11,0.12,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.13,0.12,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.17,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.79,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8
08/27/2021,4.28,2.95,2.07,2.27,2.32,1.86,1.81,1.96,1.65,1.59,1.34,1.42,1.39,1.44,1.35,1.37,1.29,1.26,1.3,1.12,1.15,1.12,1.25,1.02,0.97,1.07,0.78,0.92,0.9,0.87,0.82,0.69,0.82,0.79,0.78,0.66,0.74,0.0,0.71,0.63,0.63,0.58,0.65,0.62,0.64,0.59,0.59,0.63,0.59,0.64,0.62,0.55,0.51,0.47,0.5,0.53,0.48,0.46,0.44,0.44,0.44,0.45,0.43,0.4,0.4,0.42,0.41,0.39,0.38,0.4,0.39,0.32,0.38,0.35,0.35,0.34,0.33,0.29,0.35,0.31,0.25,0.32,0.3,0.34,0.32,0.26,0.27,0.27,0.0,0.27,0.25,0.26,0.23,0.25,0.24,0.21,0.21,0.22,0.22,0.23,0.22,0.0,0.19,0.24,0.19,0.23,0.2,0.2,0.23,0.17,0.16,0.21,0.22,0.2,0.21,0.2,0.19,0.21,0.19,0.18,0.15,0.17,0.19,0.19,0.0,0.16,0.15,0.19,0.15,0.14,0.15,0.15,0.14,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.16,0.12,0.12,0.15,0.15,0.15,0.12,0.12,0.13,0.14,0.14,0.14,0.22,0.12,0.14,0.12,0.11,0.12,0.15,0.11,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.13,0.12,0.1,0.1,0.11,0.12,0.1,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.8,0.25,0.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8
08/30/2021,4.16,2.91,2.17,2.27,2.28,1.92,1.82,1.95,1.67,1.58,1.38,1.45,1.4,1.42,1.33,1.35,1.28,1.25,1.29,1.12,1.18,1.13,1.24,1.04,0.98,1.07,0.82,0.92,0.9,0.85,0.81,0.7,0.81,0.77,0.75,0.65,0.74,0.0,0.71,0.61,0.62,0.57,0.64,0.61,0.63,0.59,0.57,0.62,0.59,0.63,0.63,0.55,0.51,0.47,0.5,0.54,0.47,0.45,0.43,0.44,0.44,0.45,0.43,0.4,0.4,0.43,0.4,0.39,0.38,0.4,0.39,0.32,0.38,0.35,0.33,0.35,0.32,0.3,0.35,0.31,0.26,0.32,0.3,0.34,0.31,0.26,0.27,0.27,0.0,0.27,0.25,0.26,0.23,0.25,0.24,0.21,0.21,0.22,0.22,0.23,0.22,0.0,0.19,0.23,0.19,0.23,0.2,0.2,0.22,0.18,0.16,0.21,0.21,0.2,0.21,0.2,0.19,0.2,0.19,0.18,0.16,0.18,0.19,0.19,0.0,0.16,0.16,0.18,0.16,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.17,0.12,0.12,0.15,0.15,0.15,0.12,0.12,0.13,0.14,0.14,0.14,0.22,0.12,0.14,0.12,0.11,0.12,0.15,0.11,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.13,0.12,0.1,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.16,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.28,0.0,0.78,0.26,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7
08/31/2021,4.19,2.9,2.15,2.27,2.29,1.91,1.81,1.95,1.7,1.6,1.36,1.46,1.45,1.42,1.34,1.35,1.28,1.24,1.3,1.11,1.19,1.12,1.24,1.04,0.98,1.07,0.81,0.93,0.9,0.85,0.8,0.7,0.81,0.76,0.75,0.64,0.74,0.0,0.7,0.61,0.62,0.57,0.64,0.61,0.63,0.59,0.58,0.62,0.58,0.64,0.62,0.54,0.52,0.48,0.49,0.54,0.46,0.45,0.42,0.44,0.44,0.45,0.44,0.4,0.41,0.42,0.39,0.39,0.38,0.4,0.39,0.32,0.38,0.35,0.33,0.35,0.32,0.3,0.36,0.31,0.26,0.32,0.3,0.34,0.32,0.27,0.27,0.27,0.0,0.28,0.25,0.26,0.23,0.25,0.24,0.21,0.21,0.22,0.22,0.24,0.22,0.0,0.19,0.22,0.19,0.23,0.2,0.19,0.22,0.18,0.16,0.2,0.21,0.2,0.21,0.2,0.19,0.21,0.19,0.17,0.16,0.18,0.19,0.19,0.0,0.15,0.15,0.18,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.17,0.12,0.12,0.15,0.15,0.15,0.12,0.12,0.13,0.14,0.13,0.14,0.21,0.12,0.14,0.12,0.11,0.12,0.15,0.11,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.13,0.11,0.1,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.28,0.0,0.78,0.26,0.23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.67000000000002
09/01/2021,4.19,2.9,2.15,2.27,2.29,1.91,1.81,1.95,1.7,1.6,1.36,1.46,1.45,1.42,1.34,1.35,1.28,1.24,1.3,1.11,1.19,1.12,1.24,1.04,0.98,1.07,0.81,0.93,0.9,0.85,0.8,0.7,0.81,0.76,0.75,0.64,0.74,0.0,0.7,0.61,0.62,0.57,0.64,0.61,0.63,0.59,0.58,0.62,0.58,0.64,0.62,0.54,0.52,0.48,0.49,0.54,0.46,0.45,0.42,0.44,0.44,0.45,0.44,0.4,0.41,0.42,0.39,0.39,0.38,0.4,0.39,0.32,0.38,0.35,0.33,0.35,0.32,0.3,0.36,0.31,0.26,0.32,0.3,0.34,0.32,0.27,0.27,0.27,0.0,0.28,0.25,0.26,0.23,0.25,0.24,0.21,0.21,0.22,0.22,0.24,0.22,0.0,0.19,0.22,0.19,0.23,0.2,0.19,0.22,0.18,0.16,0.2,0.21,0.2,0.21,0.2,0.19,0.21,0.19,0.17,0.16,0.18,0.19,0.19,0.0,0.15,0.15,0.18,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.17,0.12,0.12,0.15,0.15,0.15,0.12,0.12,0.13,0.14,0.13,0.14,0.21,0.12,0.14,0.12,0.11,0.12,0.15,0.11,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.13,0.11,0.1,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.28,0.0,0.78,0.26,0.23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.67000000000002
09/02/2021,4.19,2.9,2.15,2.27,2.29,1.91,1.81,1.95,1.7,1.6,1.36,1.46,1.45,1.42,1.34,1.35,1.28,1.24,1.3,1.11,1.19,1.12,1.24,1.04,0.98,1.07,0.81,0.93,0.9,0.85,0.8,0.7,0.81,0.76,0.75,0.64,0.74,0.0,0.7,0.61,0.62,0.57,0.64,0.61,0.63,0.59,0.58,0.62,0.58,0.64,0.62,0.54,0.52,0.48,0.49,0.54,0.46,0.45,0.42,0.44,0.44,0.45,0.44,0.4,0.41,0.42,0.39,0.39,0.38,0.4,0.39,0.32,0.38,0.35,0.33,0.35,0.32,0.3,0.36,0.31,0.26,0.32,0.3,0.34,0.32,0.27,0.27,0.27,0.0,0.28,0.25,0.26,0.23,0.25,0.24,0.21,0.21,0.22,0.22,0.24,0.22,0.0,0.19,0.22,0.19,0.23,0.2,0.19,0.22,0.18,0.16,0.2,0.21,0.2,0.21,0.2,0.19,0.21,0.19,0.17,0.16,0.18,0.19,0.19,0.0,0.15,0.15,0.18,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.17,0.12,0.12,0.15,0.15,0.15,0.12,0.12,0.13,0.14,0.13,0.14,0.21,0.12,0.14,0.12,0.11,0.12,0.15,0.11,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.13,0.11,0.1,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.28,0.0,0.78,0.26,0.23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.67000000000002
09/03/2021,4.15,2.89,2.28,2.26,2.28,1.91,1.8,1.94,1.67,1.61,1.39,1.46,1.45,1.41,1.33,1.34,1.28,1.24,1.31,1.11,1.19,1.12,1.22,1.03,0.96,1.06,0.83,0.93,0.91,0.85,0.8,0.71,0.81,0.76,0.72,0.64,0.76,0.0,0.71,0.61,0.62,0.57,0.64,0.61,0.62,0.59,0.58,0.61,0.59,0.64,0.62,0.54,0.51,0.47,0.49,0.54,0.46,0.45,0.42,0.45,0.46,0.45,0.43,0.4,0.41,0.42,0.39,0.39,0.38,0.4,0.39,0.33,0.38,0.35,0.33,0.35,0.32,0.3,0.36,0.32,0.26,0.32,0.3,0.34,0.31,0.27,0.27,0.27,0.0,0.27,0.25,0.26,0.23,0.25,0.24,0.21,0.21,0.22,0.22,0.24,0.22,0.0,0.19,0.22,0.19,0.23,0.2,0.2,0.22,0.18,0.16,0.2,0.21,0.2,0.21,0.21,0.19,0.21,0.19,0.17,0.16,0.18,0.19,0.19,0.0,0.16,0.15,0.19,0.15,0.14,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.16,0.12,0.12,0.15,0.15,0.15,0.12,0.12,0.13,0.14,0.13,0.14,0.23,0.12,0.14,0.12,0.11,0.12,0.15,0.11,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.14,0.11,0.1,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.28,0.0,0.78,0.25,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.76
09/06/2021,4.17,2.87,2.19,2.26,2.28,1.88,1.81,1.96,1.69,1.58,1.37,1.41,1.42,1.38,1.32,1.36,1.31,1.25,1.31,1.11,1.16,1.11,1.23,1.07,0.97,1.06,0.81,0.94,0.9,0.86,0.81,0.71,0.8,0.76,0.7,0.63,0.76,0.0,0.71,0.6,0.63,0.57,0.64,0.62,0.62,0.59,0.59,0.6,0.6,0.63,0.62,0.54,0.51,0.47,0.49,0.55,0.48,0.45,0.43,0.43,0.45,0.44,0.44,0.4,0.41,0.43,0.39,0.39,0.38,0.41,0.38,0.33,0.38,0.35,0.33,0.35,0.32,0.29,0.36,0.32,0.25,0.31,0.3,0.34,0.31,0.26,0.27,0.26,0.0,0.28,0.25,0.27,0.24,0.25,0.23,0.21,0.21,0.23,0.23,0.24,0.23,0.0,0.19,0.23,0.19,0.23,0.19,0.2,0.23,0.18,0.16,0.2,0.21,0.2,0.21,0.2,0.19,0.2,0.2,0.17,0.16,0.18,0.19,0.19,0.0,0.16,0.15,0.19,0.16,0.14,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.16,0.12,0.12,0.15,0.15,0.15,0.12,0.12,0.13,0.14,0.13,0.14,0.22,0.12,0.14,0.12,0.11,0.12,0.15,0.11,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.14,0.11,0.1,0.11,0.1,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.35,0.0,0.78,0.25,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65
