,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,ABBV,PEP,T,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BA,RTX,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,ADP,GILD,TMUS,CCI,MO,TJX,COP,CI,PNC,DUK,USB,TFC,FDX,CB,MMC,BDX,GM,EQIX,CSX,ATVI,EL,CME,CL,ILMN,COF,XTSLA,NSC,ICE,EW,SHW,SO,ADSK,FISV,D,REGN,APD,BSX,ADI,ITW,MCO,HUM,EMR,PGR,GPN,ETN,NXPI,AON,NOC,WM,TWTR,IDXX,HCA,F,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,KLAC,PSA,DOW,IQV,EOG,JCI,SLB,AEP,DXCM,APTV,SNPS,GD,CNC,INFO,DLR,MET,ALGN,EXC,ROST,CMG,MSCI,LHX,KMB,TEL,A,EBAY,TT,TROW,PPG,CARR,PRU,PH,ALL,AIG,MCHP,BK,ORLY,ALXN,DD,BAX,APH,SPG,SRE,EA,DFS,TDG,XLNX,XEL,PSX,HPQ,SBAC,YUM,WELL,SYY,GIS,HLT,CMI,KMI,PAYX,TRV,IFF,CDNS,STZ,MSI,RMD,FTNT,MAR,MRNA,CTSH,USD,OTIS,MNST,MPC,GE.,ROK,AFL,MTD,WBA,CTAS,PXD,MTCH,SIVB,AZO,n/a,SUM
08/31/2021,6.09,5.9,3.75,2.33,2.26,2.15,1.42,1.47,1.43,1.29,1.19,1.03,1.03,0.85,0.9,0.91,0.81,0.85,0.84,0.82,0.71,0.62,0.65,0.59,0.67,0.57,0.65,0.68,0.58,0.56,0.55,0.56,0.51,0.56,0.56,0.5,0.5,0.56,0.53,0.53,0.54,0.54,0.53,0.46,0.52,0.46,0.47,0.43,0.42,0.37,0.42,0.42,0.43,0.39,0.38,0.43,0.39,0.33,0.38,0.4,0.35,0.41,0.32,0.34,0.35,0.37,0.33,0.34,0.33,0.32,0.3,0.35,0.3,0.3,0.32,0.33,0.29,0.31,0.29,0.3,0.29,0.28,0.24,0.23,0.25,0.25,0.22,0.25,0.21,0.23,0.23,0.23,0.23,0.23,0.21,0.22,0.24,0.23,0.2,0.19,0.22,0.21,0.21,0.2,0.17,0.22,0.21,0.19,0.17,0.19,0.2,0.17,0.21,0.19,0.17,0.18,0.21,0.14,0.17,0.17,0.19,0.19,0.18,0.18,0.18,0.16,0.18,0.16,0.17,0.23,0.17,0.16,0.14,0.16,0.15,0.13,0.18,0.16,0.17,0.14,0.16,0.13,0.15,0.17,0.14,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.11,0.14,0.11,0.12,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.0,0.0,0.1,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.71000000000001
09/01/2021,6.09,5.9,3.75,2.33,2.26,2.15,1.42,1.47,1.43,1.29,1.19,1.03,1.03,0.85,0.9,0.91,0.81,0.85,0.84,0.82,0.71,0.62,0.65,0.59,0.67,0.57,0.65,0.68,0.58,0.56,0.55,0.56,0.51,0.56,0.56,0.5,0.5,0.56,0.53,0.53,0.54,0.54,0.53,0.46,0.52,0.46,0.47,0.43,0.42,0.37,0.42,0.42,0.43,0.39,0.38,0.43,0.39,0.33,0.38,0.4,0.35,0.41,0.32,0.34,0.35,0.37,0.33,0.34,0.33,0.32,0.3,0.35,0.3,0.3,0.32,0.33,0.29,0.31,0.29,0.3,0.29,0.28,0.24,0.23,0.25,0.25,0.22,0.25,0.21,0.23,0.23,0.23,0.23,0.23,0.21,0.22,0.24,0.23,0.2,0.19,0.22,0.21,0.21,0.2,0.17,0.22,0.21,0.19,0.17,0.19,0.2,0.17,0.21,0.19,0.17,0.18,0.21,0.14,0.17,0.17,0.19,0.19,0.18,0.18,0.18,0.16,0.18,0.16,0.17,0.23,0.17,0.16,0.14,0.16,0.15,0.13,0.18,0.16,0.17,0.14,0.16,0.13,0.15,0.17,0.14,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.11,0.14,0.11,0.12,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.0,0.0,0.1,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.71000000000001
09/02/2021,6.25,5.95,3.82,2.37,2.26,2.15,1.41,1.47,1.46,1.26,1.19,1.02,1.03,0.88,0.9,0.91,0.8,0.85,0.82,0.83,0.71,0.61,0.65,0.59,0.67,0.57,0.65,0.68,0.58,0.57,0.55,0.56,0.51,0.56,0.57,0.49,0.5,0.56,0.53,0.53,0.54,0.52,0.54,0.46,0.52,0.46,0.47,0.43,0.42,0.36,0.42,0.42,0.43,0.39,0.38,0.43,0.39,0.33,0.38,0.4,0.35,0.4,0.31,0.33,0.35,0.37,0.33,0.34,0.32,0.32,0.3,0.35,0.3,0.3,0.33,0.33,0.28,0.31,0.29,0.29,0.29,0.28,0.24,0.23,0.25,0.24,0.21,0.26,0.21,0.23,0.23,0.23,0.23,0.23,0.21,0.22,0.24,0.23,0.2,0.19,0.21,0.21,0.2,0.2,0.17,0.22,0.21,0.19,0.16,0.2,0.2,0.16,0.21,0.19,0.17,0.17,0.19,0.14,0.17,0.17,0.19,0.19,0.18,0.18,0.18,0.16,0.18,0.16,0.17,0.23,0.17,0.16,0.14,0.17,0.15,0.12,0.18,0.16,0.17,0.14,0.16,0.14,0.15,0.17,0.13,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.13,0.11,0.13,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.12,0.13,0.14,0.13,0.13,0.13,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.1,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.11,0.11,0.11,0.0,0.29,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.80000000000001
09/03/2021,6.2,5.92,3.87,2.37,2.27,2.16,1.41,1.45,1.48,1.26,1.19,1.01,1.02,0.88,0.9,0.91,0.79,0.86,0.82,0.83,0.72,0.6,0.66,0.59,0.67,0.57,0.65,0.67,0.58,0.57,0.56,0.56,0.51,0.55,0.57,0.49,0.5,0.56,0.53,0.53,0.54,0.49,0.54,0.46,0.52,0.46,0.47,0.43,0.42,0.37,0.42,0.42,0.43,0.39,0.38,0.43,0.39,0.34,0.38,0.4,0.36,0.4,0.31,0.33,0.35,0.37,0.32,0.35,0.33,0.32,0.3,0.35,0.29,0.3,0.32,0.33,0.28,0.31,0.3,0.28,0.29,0.28,0.24,0.23,0.25,0.25,0.22,0.26,0.21,0.22,0.23,0.24,0.23,0.24,0.21,0.22,0.24,0.23,0.19,0.19,0.21,0.21,0.2,0.2,0.17,0.22,0.21,0.19,0.16,0.2,0.19,0.17,0.21,0.19,0.17,0.17,0.2,0.15,0.16,0.18,0.19,0.19,0.18,0.18,0.18,0.16,0.18,0.16,0.17,0.23,0.17,0.16,0.14,0.17,0.15,0.13,0.18,0.15,0.17,0.14,0.16,0.13,0.15,0.17,0.13,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.13,0.11,0.13,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.12,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.11,0.11,0.11,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,83.80000000000001
09/06/2021,6.26,5.89,3.85,2.33,2.24,2.13,1.4,1.45,1.46,1.26,1.2,0.98,1.04,0.87,0.9,0.91,0.77,0.86,0.8,0.82,0.73,0.61,0.68,0.59,0.66,0.56,0.65,0.68,0.59,0.57,0.51,0.56,0.51,0.54,0.58,0.49,0.51,0.56,0.52,0.53,0.54,0.48,0.55,0.45,0.53,0.46,0.47,0.42,0.43,0.37,0.42,0.42,0.43,0.38,0.37,0.44,0.38,0.34,0.38,0.4,0.36,0.4,0.32,0.33,0.35,0.37,0.32,0.36,0.32,0.32,0.3,0.34,0.29,0.3,0.33,0.34,0.27,0.31,0.3,0.28,0.29,0.28,0.24,0.23,0.26,0.25,0.22,0.27,0.2,0.22,0.23,0.24,0.23,0.23,0.21,0.22,0.25,0.22,0.2,0.19,0.21,0.21,0.2,0.2,0.17,0.21,0.21,0.19,0.16,0.2,0.19,0.16,0.21,0.18,0.17,0.18,0.19,0.12,0.16,0.18,0.19,0.19,0.18,0.16,0.18,0.17,0.18,0.16,0.17,0.23,0.17,0.16,0.14,0.17,0.15,0.12,0.17,0.15,0.17,0.14,0.16,0.13,0.15,0.17,0.13,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.14,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.14,0.13,0.11,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.11,0.11,0.11,0.0,0.31,0.11,0.13,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,83.57000000000001
09/07/2021,6.28,5.89,3.87,2.34,2.24,2.14,1.39,1.48,1.47,1.25,1.2,0.99,1.04,0.88,0.91,0.92,0.77,0.85,0.8,0.83,0.73,0.6,0.68,0.6,0.67,0.56,0.65,0.68,0.59,0.57,0.51,0.56,0.51,0.54,0.58,0.49,0.51,0.57,0.53,0.53,0.54,0.47,0.55,0.46,0.53,0.46,0.47,0.42,0.43,0.37,0.41,0.42,0.42,0.38,0.37,0.44,0.38,0.34,0.38,0.4,0.36,0.4,0.31,0.33,0.34,0.36,0.32,0.36,0.32,0.31,0.3,0.35,0.29,0.3,0.33,0.35,0.27,0.31,0.3,0.28,0.29,0.28,0.24,0.23,0.26,0.25,0.21,0.27,0.2,0.23,0.22,0.24,0.23,0.23,0.21,0.22,0.24,0.22,0.2,0.19,0.21,0.21,0.2,0.2,0.17,0.21,0.21,0.2,0.16,0.21,0.19,0.16,0.21,0.18,0.17,0.18,0.18,0.12,0.16,0.18,0.19,0.19,0.18,0.17,0.18,0.16,0.18,0.15,0.17,0.23,0.17,0.16,0.14,0.16,0.15,0.12,0.17,0.15,0.17,0.14,0.16,0.13,0.15,0.17,0.13,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.14,0.11,0.13,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.12,0.13,0.14,0.13,0.12,0.13,0.1,0.12,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.33,0.0,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,83.64
09/08/2021,6.28,5.89,3.87,2.34,2.24,2.14,1.39,1.48,1.47,1.25,1.2,0.99,1.04,0.88,0.91,0.92,0.77,0.85,0.8,0.83,0.73,0.6,0.68,0.6,0.67,0.56,0.65,0.68,0.59,0.57,0.51,0.56,0.51,0.54,0.58,0.49,0.51,0.57,0.53,0.53,0.54,0.47,0.55,0.46,0.53,0.46,0.47,0.42,0.43,0.37,0.41,0.42,0.42,0.38,0.37,0.44,0.38,0.34,0.38,0.4,0.36,0.4,0.31,0.33,0.34,0.36,0.32,0.36,0.32,0.31,0.3,0.35,0.29,0.3,0.33,0.35,0.27,0.31,0.3,0.28,0.29,0.28,0.24,0.23,0.26,0.25,0.21,0.27,0.2,0.23,0.22,0.24,0.23,0.23,0.21,0.22,0.24,0.22,0.2,0.19,0.21,0.21,0.2,0.2,0.17,0.21,0.21,0.2,0.16,0.21,0.19,0.16,0.21,0.18,0.17,0.18,0.18,0.12,0.16,0.18,0.19,0.19,0.18,0.17,0.18,0.16,0.18,0.15,0.17,0.23,0.17,0.16,0.14,0.16,0.15,0.12,0.17,0.15,0.17,0.14,0.16,0.13,0.15,0.17,0.13,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.14,0.11,0.13,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.12,0.13,0.14,0.13,0.12,0.13,0.1,0.12,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.33,0.0,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,83.64
09/09/2021,6.29,5.9,3.88,2.34,2.25,2.14,1.39,1.48,1.47,1.25,1.2,0.99,1.04,0.88,0.91,0.92,0.77,0.85,0.8,0.83,0.74,0.6,0.68,0.6,0.67,0.56,0.65,0.68,0.6,0.57,0.51,0.56,0.51,0.54,0.58,0.49,0.51,0.57,0.53,0.53,0.54,0.47,0.55,0.46,0.53,0.46,0.47,0.42,0.43,0.37,0.41,0.42,0.42,0.38,0.37,0.44,0.38,0.34,0.38,0.4,0.36,0.4,0.31,0.33,0.35,0.36,0.32,0.36,0.32,0.31,0.3,0.35,0.29,0.3,0.33,0.35,0.27,0.32,0.3,0.28,0.29,0.28,0.24,0.23,0.26,0.25,0.22,0.27,0.2,0.23,0.23,0.24,0.23,0.23,0.21,0.22,0.25,0.22,0.2,0.19,0.21,0.21,0.2,0.2,0.17,0.21,0.21,0.2,0.16,0.21,0.19,0.16,0.21,0.18,0.17,0.18,0.18,0.12,0.16,0.18,0.2,0.19,0.18,0.17,0.18,0.16,0.18,0.15,0.17,0.23,0.17,0.16,0.14,0.17,0.15,0.12,0.17,0.15,0.17,0.14,0.16,0.13,0.15,0.17,0.13,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.14,0.11,0.13,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.12,0.13,0.14,0.13,0.12,0.13,0.1,0.12,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.11,0.11,0.11,0.0,0.33,0.0,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,83.77000000000001
09/10/2021,6.4,5.89,3.92,2.38,2.26,2.16,1.38,1.47,1.51,1.26,1.18,1.0,1.04,0.9,0.91,0.92,0.79,0.87,0.81,0.82,0.72,0.6,0.7,0.59,0.67,0.56,0.65,0.68,0.59,0.56,0.5,0.56,0.51,0.54,0.58,0.49,0.5,0.57,0.53,0.53,0.53,0.48,0.55,0.46,0.53,0.46,0.47,0.42,0.43,0.37,0.4,0.42,0.43,0.38,0.37,0.43,0.38,0.33,0.38,0.4,0.36,0.4,0.31,0.33,0.34,0.36,0.33,0.35,0.32,0.31,0.3,0.35,0.28,0.3,0.33,0.34,0.27,0.3,0.3,0.28,0.29,0.28,0.24,0.22,0.26,0.25,0.22,0.27,0.2,0.22,0.22,0.24,0.22,0.23,0.21,0.22,0.24,0.22,0.2,0.19,0.21,0.21,0.2,0.2,0.17,0.21,0.21,0.2,0.16,0.21,0.19,0.16,0.2,0.18,0.17,0.18,0.18,0.14,0.16,0.17,0.2,0.19,0.18,0.16,0.18,0.16,0.18,0.15,0.17,0.23,0.17,0.16,0.14,0.16,0.14,0.12,0.17,0.15,0.17,0.14,0.15,0.14,0.15,0.17,0.13,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.14,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.11,0.11,0.11,0.0,0.35,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,83.87
09/13/2021,6.33,5.87,3.91,2.37,2.26,2.16,1.38,1.45,1.52,1.26,1.16,1.01,1.03,0.88,0.92,0.92,0.81,0.88,0.81,0.83,0.72,0.6,0.69,0.59,0.66,0.56,0.65,0.67,0.6,0.57,0.5,0.56,0.51,0.55,0.59,0.49,0.49,0.57,0.53,0.53,0.5,0.48,0.55,0.46,0.54,0.47,0.47,0.42,0.42,0.36,0.41,0.43,0.43,0.37,0.37,0.44,0.38,0.32,0.38,0.41,0.37,0.4,0.31,0.33,0.34,0.36,0.33,0.35,0.32,0.32,0.29,0.34,0.28,0.3,0.33,0.34,0.27,0.3,0.29,0.28,0.28,0.29,0.24,0.22,0.26,0.25,0.21,0.26,0.21,0.22,0.22,0.24,0.23,0.23,0.2,0.22,0.25,0.22,0.2,0.19,0.21,0.21,0.2,0.2,0.17,0.21,0.21,0.2,0.16,0.2,0.19,0.16,0.21,0.18,0.17,0.18,0.18,0.14,0.16,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.18,0.16,0.17,0.24,0.16,0.16,0.14,0.16,0.14,0.13,0.17,0.15,0.17,0.14,0.16,0.13,0.15,0.18,0.13,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.14,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.14,0.13,0.11,0.14,0.14,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.11,0.11,0.11,0.0,0.36,0.11,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.81000000000002
09/14/2021,6.17,5.88,3.93,2.4,2.24,2.13,1.39,1.48,1.5,1.26,1.16,1.0,1.01,0.88,0.93,0.93,0.8,0.88,0.8,0.83,0.72,0.6,0.7,0.59,0.66,0.57,0.64,0.67,0.6,0.57,0.5,0.57,0.51,0.55,0.59,0.49,0.49,0.57,0.54,0.53,0.5,0.48,0.55,0.46,0.54,0.47,0.47,0.42,0.43,0.37,0.41,0.43,0.43,0.37,0.36,0.44,0.38,0.32,0.38,0.41,0.37,0.41,0.31,0.33,0.34,0.36,0.33,0.35,0.32,0.32,0.3,0.34,0.28,0.3,0.32,0.34,0.27,0.3,0.29,0.28,0.29,0.29,0.23,0.22,0.26,0.25,0.22,0.26,0.2,0.23,0.22,0.24,0.23,0.23,0.2,0.21,0.25,0.22,0.2,0.19,0.22,0.21,0.2,0.2,0.17,0.21,0.22,0.2,0.17,0.2,0.19,0.16,0.21,0.18,0.17,0.18,0.19,0.19,0.16,0.18,0.2,0.19,0.19,0.17,0.17,0.16,0.18,0.16,0.17,0.24,0.17,0.16,0.14,0.16,0.14,0.13,0.17,0.15,0.17,0.14,0.16,0.13,0.15,0.18,0.13,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.14,0.0,0.13,0.12,0.0,0.12,0.12,0.12,0.14,0.13,0.11,0.14,0.14,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.0,0.12,0.11,0.1,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.1,0.11,0.11,0.11,0.1,0.36,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.77000000000001
09/15/2021,6.17,5.88,3.93,2.4,2.24,2.13,1.39,1.48,1.5,1.26,1.16,1.0,1.01,0.88,0.93,0.93,0.8,0.88,0.8,0.83,0.72,0.6,0.7,0.59,0.66,0.57,0.64,0.67,0.6,0.57,0.5,0.57,0.51,0.55,0.59,0.49,0.49,0.57,0.54,0.53,0.5,0.48,0.55,0.46,0.54,0.47,0.47,0.42,0.43,0.37,0.41,0.43,0.43,0.37,0.36,0.44,0.38,0.32,0.38,0.41,0.37,0.41,0.31,0.33,0.34,0.36,0.33,0.35,0.32,0.32,0.3,0.34,0.28,0.3,0.32,0.34,0.27,0.3,0.29,0.28,0.29,0.29,0.23,0.22,0.26,0.25,0.22,0.26,0.2,0.23,0.22,0.24,0.23,0.23,0.2,0.21,0.25,0.22,0.2,0.19,0.22,0.21,0.2,0.2,0.17,0.21,0.22,0.2,0.17,0.2,0.19,0.16,0.21,0.18,0.17,0.18,0.19,0.19,0.16,0.18,0.2,0.19,0.19,0.17,0.17,0.16,0.18,0.16,0.17,0.24,0.17,0.16,0.14,0.16,0.14,0.13,0.17,0.15,0.17,0.14,0.16,0.13,0.15,0.18,0.13,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.14,0.0,0.13,0.12,0.0,0.12,0.12,0.12,0.14,0.13,0.11,0.14,0.14,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.0,0.12,0.11,0.1,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.1,0.11,0.11,0.11,0.1,0.36,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.77000000000001
09/16/2021,6.18,5.89,3.9,2.38,2.25,2.15,1.4,1.45,1.51,1.27,1.15,1.0,1.03,0.87,0.94,0.94,0.8,0.89,0.81,0.81,0.72,0.62,0.69,0.6,0.65,0.58,0.65,0.66,0.59,0.57,0.5,0.57,0.52,0.54,0.58,0.5,0.49,0.57,0.54,0.52,0.5,0.5,0.54,0.47,0.54,0.47,0.46,0.43,0.42,0.37,0.41,0.43,0.43,0.37,0.36,0.44,0.38,0.33,0.38,0.4,0.37,0.41,0.31,0.33,0.34,0.37,0.34,0.35,0.33,0.32,0.3,0.34,0.28,0.3,0.32,0.33,0.28,0.3,0.29,0.28,0.29,0.29,0.24,0.22,0.26,0.25,0.22,0.26,0.2,0.23,0.22,0.23,0.22,0.23,0.2,0.22,0.24,0.22,0.2,0.19,0.22,0.21,0.2,0.2,0.17,0.22,0.21,0.2,0.17,0.2,0.18,0.16,0.2,0.18,0.17,0.17,0.19,0.19,0.16,0.18,0.2,0.19,0.18,0.16,0.17,0.16,0.18,0.16,0.17,0.25,0.17,0.16,0.14,0.16,0.15,0.13,0.17,0.16,0.17,0.14,0.16,0.13,0.15,0.18,0.13,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.11,0.14,0.0,0.12,0.14,0.11,0.13,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.12,0.13,0.14,0.12,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.11,0.11,0.11,0.0,0.34,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,83.79999999999998
