,WMT,AMZN,AAPL,UNH,CVS,BRK.B,MCK,COST,ABC,XOM,MSFT,T,CI,CAH,HD,JPM,KR,VZ,ANTM,F,CNC,WBA,GM,CMCSA,TGT,GOOGL,GOOG,FB,LOW,CVX,UPS,BAC,JNJ,HUM,WFC,FDX,TMUS,PG,INTC,C,PEP,GE,MPC,IBM,LMT,ADM,HPQ,GS,PSX,MET,VLO,RTX,PRU,DIS,MS,BA,HCA,CHTR,ABBV,PFE,ACN,BBY,CSCO,ALL,PGR,NKE,MRK,BMY,CAT,SYY,TSN,DE,ABT,TMO,ORCL,AIG,TJX,TSLA,AXP,GD,DOW,CB,NOC,DG,EXC,KO,MMM,HON,TRV,MDT,QCOM,COF,NFLX,PM,DHR,LIN,VIAC,LLY,LYB,MDLZ,AVGO,GILD,DLTR,AMGN,LEN,HPE,DHI,PYPL,SBUX,KHC,MU,DUK,CRM,COP,CBRE,TFC,JCI,NVDA,USB,V,AFL,KMX,SO,AMAT,WHR,CDW,CMI,HIG,KMB,IP,UNP,MO,BDX,MCD,CARR,SLB,NUE,SHW,NEE,BLK,OXY,LUMN,PCAR,ETN,MMC,DD,GIS,LHX,DISH,BKR,PNC,EMR,DXC,GPC,LH,NRG,CL,CTSH,LNC,ROST,CHRW,WM,MA,SWK,AZO,WRK,GPS,EL,TXN,BK,AEP,SYK,ADBE,WDC,ADP,FISV,LB,CTVA,D,APTV,KMI,PPG,FCX,PH,K,EIX,SCHW,OTIS,ORLY,AMD,TEL,LRCX,TT,J,PFG,FIS,L,OMC,IQV,VTRS,ITW,BLL,DFS,LDOS,ED,EBAY,GE.,AMP,TXT,DVA,AON,BBWI WI,AMCR,PWR,BBWI,DGX,TSCO,AAL,DAL,EOG,UAL,BWA,HAL,AGPXX,OKE,PXD,LKQ,GWW,EXPD,DTE,CHV.,TRVC.,PEP.,ALS.,PEO.,4I1.,NRA.,PG4.,A4S.,NEM,GLW,MAR,PEG,PAYC,STT,FE,PHM,SRE,XEL,LUV,MOS,DVN,PARA,MOH,MRNA,CEG,REGN,SUM
09/02/2021,4.65,3.37,3.08,2.17,2.11,1.95,1.93,1.75,1.54,1.27,1.48,1.26,1.1,1.07,1.17,1.08,1.24,0.97,0.95,0.87,0.81,0.96,0.77,0.86,0.83,0.92,0.9,0.85,0.8,0.69,0.67,0.75,0.7,0.6,0.72,0.56,0.58,0.63,0.57,0.62,0.59,0.57,0.53,0.53,0.49,0.49,0.48,0.53,0.4,0.49,0.41,0.46,0.48,0.46,0.51,0.39,0.5,0.46,0.41,0.46,0.42,0.41,0.42,0.38,0.36,0.39,0.36,0.34,0.33,0.34,0.34,0.35,0.34,0.34,0.34,0.36,0.33,0.34,0.29,0.32,0.3,0.33,0.29,0.29,0.29,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.26,0.24,0.2,0.24,0.21,0.21,0.21,0.21,0.18,0.18,0.21,0.21,0.21,0.19,0.19,0.17,0.17,0.19,0.19,0.17,0.2,0.19,0.2,0.19,0.18,0.17,0.18,0.16,0.17,0.16,0.16,0.18,0.16,0.17,0.16,0.15,0.15,0.16,0.15,0.15,0.18,0.14,0.19,0.16,0.16,0.15,0.12,0.13,0.14,0.16,0.16,0.13,0.13,0.15,0.14,0.14,0.14,0.15,0.12,0.13,0.14,0.14,0.12,0.14,0.14,0.12,0.12,0.14,0.12,0.12,0.13,0.12,0.1,0.13,0.12,0.14,0.13,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.02000000000001
09/03/2021,4.65,3.42,3.05,2.16,2.15,1.95,1.95,1.75,1.57,1.26,1.47,1.27,1.12,1.09,1.17,1.08,1.24,0.98,0.96,0.87,0.8,1.0,0.77,0.87,0.82,0.92,0.89,0.85,0.79,0.68,0.68,0.75,0.69,0.6,0.68,0.55,0.57,0.62,0.57,0.62,0.59,0.57,0.54,0.54,0.48,0.49,0.48,0.53,0.4,0.5,0.41,0.45,0.48,0.47,0.51,0.39,0.49,0.46,0.41,0.45,0.42,0.4,0.41,0.38,0.36,0.38,0.36,0.33,0.32,0.35,0.35,0.35,0.34,0.34,0.34,0.36,0.33,0.34,0.29,0.32,0.3,0.33,0.29,0.28,0.29,0.27,0.25,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.26,0.24,0.2,0.23,0.21,0.21,0.21,0.21,0.18,0.18,0.21,0.21,0.2,0.19,0.2,0.17,0.17,0.19,0.19,0.17,0.2,0.19,0.19,0.19,0.18,0.16,0.18,0.16,0.17,0.15,0.16,0.18,0.16,0.17,0.16,0.15,0.15,0.16,0.15,0.15,0.18,0.13,0.19,0.16,0.16,0.15,0.12,0.13,0.14,0.16,0.16,0.13,0.14,0.15,0.14,0.14,0.14,0.15,0.12,0.13,0.14,0.14,0.12,0.14,0.14,0.12,0.12,0.14,0.12,0.12,0.13,0.13,0.1,0.13,0.12,0.14,0.13,0.13,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.03000000000002
09/06/2021,4.64,3.39,3.07,2.19,2.15,1.93,1.97,1.76,1.6,1.26,1.46,1.27,1.15,1.11,1.17,1.08,1.27,0.98,0.97,0.86,0.82,1.01,0.76,0.88,0.81,0.91,0.88,0.84,0.8,0.68,0.68,0.73,0.7,0.61,0.66,0.55,0.56,0.63,0.56,0.62,0.59,0.57,0.52,0.53,0.48,0.49,0.47,0.53,0.39,0.49,0.4,0.45,0.47,0.47,0.51,0.39,0.49,0.46,0.38,0.46,0.43,0.4,0.42,0.38,0.36,0.37,0.36,0.33,0.32,0.34,0.34,0.35,0.34,0.34,0.34,0.36,0.32,0.34,0.28,0.32,0.29,0.33,0.29,0.28,0.3,0.27,0.25,0.26,0.26,0.26,0.25,0.24,0.25,0.24,0.26,0.23,0.2,0.23,0.2,0.21,0.21,0.21,0.19,0.18,0.21,0.21,0.21,0.19,0.19,0.17,0.17,0.2,0.19,0.17,0.21,0.18,0.19,0.19,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.18,0.15,0.17,0.16,0.15,0.15,0.17,0.15,0.16,0.18,0.14,0.18,0.16,0.17,0.15,0.13,0.13,0.14,0.16,0.16,0.13,0.13,0.15,0.15,0.14,0.14,0.15,0.12,0.13,0.14,0.14,0.12,0.14,0.14,0.12,0.12,0.14,0.11,0.12,0.12,0.13,0.0,0.13,0.12,0.13,0.13,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.96000000000001
09/07/2021,4.67,3.41,3.09,2.19,2.17,1.92,1.97,1.77,1.61,1.26,1.46,1.27,1.15,1.11,1.18,1.07,1.25,0.98,0.96,0.85,0.82,1.01,0.76,0.89,0.81,0.91,0.89,0.84,0.8,0.68,0.68,0.74,0.7,0.61,0.65,0.55,0.56,0.63,0.56,0.62,0.59,0.57,0.53,0.53,0.48,0.49,0.48,0.53,0.39,0.49,0.4,0.45,0.47,0.47,0.5,0.39,0.49,0.45,0.38,0.46,0.43,0.39,0.42,0.38,0.36,0.37,0.36,0.33,0.32,0.33,0.34,0.36,0.34,0.34,0.34,0.36,0.32,0.34,0.28,0.32,0.29,0.33,0.29,0.28,0.29,0.27,0.25,0.26,0.26,0.26,0.25,0.24,0.25,0.25,0.26,0.23,0.2,0.23,0.2,0.21,0.21,0.21,0.19,0.18,0.21,0.21,0.2,0.19,0.19,0.17,0.17,0.2,0.19,0.17,0.21,0.18,0.19,0.19,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.18,0.16,0.17,0.16,0.15,0.15,0.17,0.16,0.15,0.18,0.13,0.18,0.16,0.16,0.15,0.12,0.13,0.14,0.16,0.16,0.13,0.13,0.15,0.15,0.14,0.14,0.15,0.12,0.13,0.14,0.14,0.12,0.14,0.14,0.11,0.12,0.14,0.11,0.12,0.12,0.13,0.0,0.13,0.12,0.13,0.13,0.12,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.99
09/08/2021,4.67,3.41,3.09,2.19,2.17,1.92,1.97,1.77,1.61,1.26,1.46,1.27,1.15,1.11,1.18,1.07,1.25,0.98,0.96,0.85,0.82,1.01,0.76,0.89,0.81,0.91,0.89,0.84,0.8,0.68,0.68,0.74,0.7,0.61,0.65,0.55,0.56,0.63,0.56,0.62,0.59,0.57,0.53,0.53,0.48,0.49,0.48,0.53,0.39,0.49,0.4,0.45,0.47,0.47,0.5,0.39,0.49,0.45,0.38,0.46,0.43,0.39,0.42,0.38,0.36,0.37,0.36,0.33,0.32,0.33,0.34,0.36,0.34,0.34,0.34,0.36,0.32,0.34,0.28,0.32,0.29,0.33,0.29,0.28,0.29,0.27,0.25,0.26,0.26,0.26,0.25,0.24,0.25,0.25,0.26,0.23,0.2,0.23,0.2,0.21,0.21,0.21,0.19,0.18,0.21,0.21,0.2,0.19,0.19,0.17,0.17,0.2,0.19,0.17,0.21,0.18,0.19,0.19,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.18,0.16,0.17,0.16,0.15,0.15,0.17,0.16,0.15,0.18,0.13,0.18,0.16,0.16,0.15,0.12,0.13,0.14,0.16,0.16,0.13,0.13,0.15,0.15,0.14,0.14,0.15,0.12,0.13,0.14,0.14,0.12,0.14,0.14,0.11,0.12,0.14,0.11,0.12,0.12,0.13,0.0,0.13,0.12,0.13,0.13,0.12,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.99
09/09/2021,4.67,3.41,3.09,2.19,2.17,1.92,1.97,1.77,1.6,1.26,1.46,1.27,1.15,1.11,1.18,1.07,1.25,0.98,0.96,0.85,0.82,1.01,0.76,0.89,0.81,0.91,0.89,0.84,0.8,0.68,0.68,0.74,0.7,0.61,0.65,0.55,0.56,0.63,0.56,0.62,0.59,0.57,0.52,0.53,0.47,0.49,0.48,0.53,0.39,0.49,0.4,0.45,0.47,0.46,0.5,0.39,0.49,0.45,0.38,0.46,0.43,0.39,0.42,0.38,0.36,0.37,0.36,0.33,0.32,0.33,0.34,0.36,0.34,0.34,0.34,0.36,0.32,0.34,0.28,0.32,0.29,0.33,0.29,0.28,0.29,0.27,0.25,0.26,0.26,0.26,0.25,0.24,0.25,0.25,0.26,0.23,0.2,0.23,0.2,0.2,0.21,0.21,0.19,0.18,0.21,0.21,0.2,0.19,0.19,0.17,0.17,0.19,0.19,0.17,0.21,0.18,0.19,0.19,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.18,0.16,0.17,0.16,0.15,0.15,0.17,0.16,0.15,0.18,0.13,0.18,0.16,0.16,0.15,0.12,0.13,0.14,0.16,0.16,0.13,0.13,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.14,0.14,0.12,0.14,0.14,0.11,0.12,0.14,0.11,0.11,0.12,0.13,0.0,0.13,0.12,0.13,0.13,0.12,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.9
09/10/2021,4.64,3.46,3.16,2.19,2.16,1.91,1.97,1.77,1.6,1.26,1.47,1.27,1.15,1.12,1.18,1.08,1.24,0.98,0.97,0.86,0.82,1.01,0.76,0.87,0.81,0.92,0.9,0.86,0.8,0.68,0.68,0.75,0.69,0.62,0.66,0.55,0.56,0.63,0.57,0.62,0.59,0.56,0.53,0.53,0.47,0.48,0.46,0.53,0.39,0.49,0.4,0.45,0.47,0.48,0.51,0.39,0.49,0.45,0.37,0.46,0.43,0.39,0.41,0.37,0.36,0.37,0.36,0.33,0.32,0.34,0.34,0.34,0.34,0.35,0.34,0.36,0.32,0.35,0.28,0.32,0.29,0.33,0.28,0.28,0.29,0.26,0.24,0.25,0.26,0.26,0.25,0.24,0.26,0.25,0.26,0.24,0.21,0.23,0.2,0.2,0.21,0.21,0.19,0.18,0.21,0.21,0.2,0.19,0.19,0.17,0.17,0.19,0.19,0.17,0.21,0.18,0.19,0.19,0.17,0.16,0.18,0.16,0.17,0.16,0.16,0.18,0.15,0.17,0.16,0.15,0.15,0.17,0.16,0.15,0.18,0.13,0.18,0.16,0.16,0.15,0.12,0.13,0.14,0.16,0.16,0.13,0.13,0.15,0.15,0.14,0.14,0.14,0.12,0.12,0.14,0.14,0.12,0.14,0.14,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.0,0.13,0.12,0.13,0.13,0.13,0.13,0.1,0.12,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.02
09/13/2021,4.64,3.46,3.12,2.17,2.14,1.92,1.98,1.8,1.6,1.26,1.46,1.28,1.14,1.11,1.2,1.08,1.25,0.97,0.96,0.85,0.8,1.0,0.76,0.86,0.82,0.92,0.9,0.85,0.8,0.68,0.66,0.74,0.68,0.62,0.66,0.55,0.55,0.63,0.57,0.62,0.6,0.56,0.52,0.53,0.47,0.49,0.46,0.52,0.38,0.49,0.39,0.45,0.48,0.48,0.51,0.39,0.51,0.44,0.37,0.46,0.43,0.39,0.41,0.38,0.35,0.38,0.35,0.32,0.32,0.34,0.34,0.34,0.35,0.35,0.34,0.36,0.32,0.35,0.28,0.33,0.29,0.33,0.28,0.28,0.3,0.26,0.24,0.26,0.26,0.26,0.24,0.24,0.26,0.24,0.26,0.24,0.2,0.22,0.19,0.2,0.21,0.21,0.18,0.18,0.2,0.2,0.19,0.19,0.2,0.18,0.17,0.2,0.19,0.17,0.21,0.18,0.2,0.19,0.17,0.16,0.18,0.17,0.18,0.15,0.16,0.18,0.15,0.17,0.16,0.15,0.14,0.17,0.16,0.16,0.18,0.13,0.18,0.16,0.17,0.15,0.12,0.13,0.14,0.15,0.16,0.13,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.12,0.14,0.14,0.12,0.14,0.14,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.0,0.13,0.12,0.13,0.13,0.13,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.1,0.0,0.0,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.89
09/14/2021,4.66,3.47,3.04,2.13,2.12,1.92,1.97,1.82,1.61,1.27,1.47,1.28,1.1,1.11,1.21,1.08,1.17,0.98,0.93,0.86,0.78,0.99,0.79,0.87,0.82,0.91,0.89,0.86,0.81,0.69,0.68,0.74,0.68,0.61,0.67,0.55,0.55,0.64,0.58,0.61,0.6,0.56,0.52,0.53,0.47,0.5,0.46,0.53,0.38,0.49,0.4,0.45,0.48,0.48,0.51,0.38,0.51,0.45,0.37,0.46,0.44,0.39,0.41,0.38,0.36,0.38,0.35,0.32,0.32,0.34,0.34,0.34,0.35,0.35,0.34,0.37,0.32,0.35,0.28,0.33,0.29,0.33,0.28,0.28,0.3,0.27,0.24,0.26,0.26,0.26,0.25,0.24,0.26,0.25,0.27,0.24,0.2,0.22,0.2,0.2,0.22,0.21,0.18,0.18,0.2,0.2,0.19,0.19,0.2,0.18,0.17,0.19,0.19,0.17,0.21,0.18,0.2,0.19,0.18,0.16,0.18,0.17,0.18,0.16,0.16,0.18,0.16,0.18,0.16,0.15,0.14,0.17,0.16,0.16,0.18,0.13,0.18,0.16,0.17,0.15,0.12,0.13,0.14,0.16,0.16,0.13,0.14,0.15,0.14,0.15,0.14,0.14,0.12,0.12,0.14,0.14,0.12,0.14,0.14,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.0,0.13,0.12,0.13,0.13,0.13,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.94999999999999
09/15/2021,4.66,3.47,3.04,2.13,2.12,1.92,1.97,1.82,1.61,1.26,1.46,1.28,1.1,1.11,1.21,1.08,1.17,0.98,0.93,0.86,0.78,0.99,0.79,0.87,0.82,0.91,0.89,0.86,0.81,0.69,0.68,0.74,0.68,0.61,0.67,0.55,0.55,0.64,0.58,0.61,0.6,0.56,0.52,0.53,0.47,0.5,0.46,0.53,0.38,0.49,0.4,0.45,0.48,0.48,0.51,0.38,0.51,0.45,0.37,0.46,0.44,0.39,0.41,0.38,0.36,0.38,0.35,0.32,0.32,0.34,0.33,0.34,0.35,0.35,0.34,0.37,0.32,0.35,0.28,0.32,0.29,0.33,0.28,0.28,0.3,0.27,0.24,0.26,0.26,0.26,0.25,0.24,0.26,0.24,0.27,0.24,0.2,0.22,0.2,0.2,0.22,0.21,0.18,0.18,0.2,0.2,0.19,0.19,0.2,0.18,0.17,0.19,0.19,0.17,0.21,0.18,0.2,0.19,0.18,0.16,0.18,0.17,0.18,0.16,0.16,0.18,0.16,0.18,0.16,0.15,0.14,0.17,0.16,0.16,0.18,0.13,0.18,0.16,0.17,0.15,0.12,0.13,0.14,0.15,0.16,0.13,0.14,0.15,0.14,0.15,0.14,0.14,0.12,0.12,0.14,0.14,0.12,0.14,0.13,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.0,0.13,0.12,0.13,0.13,0.13,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.87
09/16/2021,4.6,3.44,3.03,2.17,2.13,1.93,1.99,1.78,1.61,1.29,1.46,1.29,1.12,1.11,1.21,1.09,1.16,0.98,0.95,0.87,0.81,0.98,0.8,0.87,0.81,0.91,0.89,0.85,0.81,0.7,0.68,0.74,0.67,0.61,0.69,0.55,0.55,0.64,0.59,0.62,0.6,0.57,0.54,0.53,0.47,0.5,0.46,0.53,0.38,0.5,0.41,0.45,0.48,0.48,0.51,0.39,0.51,0.45,0.37,0.44,0.43,0.39,0.41,0.38,0.36,0.37,0.35,0.32,0.32,0.34,0.34,0.34,0.34,0.34,0.34,0.37,0.31,0.35,0.29,0.32,0.29,0.34,0.28,0.28,0.3,0.27,0.24,0.26,0.26,0.25,0.25,0.24,0.25,0.24,0.26,0.24,0.2,0.22,0.2,0.2,0.21,0.21,0.18,0.18,0.2,0.2,0.19,0.19,0.2,0.18,0.17,0.19,0.19,0.17,0.21,0.19,0.2,0.19,0.18,0.16,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.18,0.16,0.15,0.14,0.17,0.16,0.16,0.18,0.14,0.17,0.16,0.16,0.15,0.13,0.14,0.14,0.15,0.16,0.13,0.14,0.15,0.15,0.15,0.14,0.14,0.12,0.12,0.14,0.14,0.12,0.14,0.14,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.1,0.12,0.12,0.0,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.94
09/17/2021,4.63,3.46,3.04,2.19,2.13,1.93,1.99,1.8,1.62,1.28,1.49,1.29,1.1,1.1,1.22,1.08,1.15,0.99,0.95,0.87,0.79,0.97,0.81,0.82,0.82,0.92,0.9,0.86,0.81,0.69,0.67,0.73,0.67,0.61,0.7,0.54,0.55,0.65,0.59,0.61,0.6,0.56,0.53,0.53,0.47,0.5,0.45,0.53,0.37,0.5,0.41,0.45,0.48,0.48,0.5,0.39,0.51,0.44,0.37,0.45,0.44,0.39,0.41,0.38,0.36,0.37,0.35,0.32,0.32,0.34,0.34,0.33,0.35,0.35,0.33,0.37,0.32,0.35,0.29,0.32,0.29,0.33,0.28,0.28,0.3,0.27,0.24,0.26,0.26,0.26,0.25,0.24,0.25,0.24,0.26,0.24,0.2,0.21,0.2,0.21,0.22,0.21,0.18,0.18,0.2,0.19,0.19,0.19,0.2,0.18,0.17,0.19,0.19,0.17,0.21,0.18,0.2,0.19,0.18,0.16,0.18,0.18,0.18,0.16,0.16,0.17,0.16,0.18,0.16,0.15,0.14,0.16,0.16,0.16,0.17,0.14,0.17,0.16,0.17,0.15,0.13,0.14,0.14,0.15,0.16,0.13,0.14,0.15,0.14,0.15,0.14,0.14,0.12,0.13,0.14,0.14,0.12,0.14,0.14,0.11,0.12,0.14,0.12,0.11,0.13,0.12,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.1,0.12,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.96
