,CCOI,AWR,AVA,SJI,CWT,SHEN,TTGT,CPK,MDP,SSP,AMCX,NWN,SCHL,QNST,UTL,CBB,GCI,CNSL,ATNI,MCS,SPOK,AGPXX,003000.KS,MSEX,Cash/Receivables/Payables,AP4.SI,n/a,CNK,LYLTV,THRY,CARS,TDS,LYLT,SUM
07/23/2021,9.11,8.88,8.42,7.92,8.57,4.59,4.58,4.32,4.3,3.84,3.62,4.09,3.74,3.29,2.88,2.87,2.6,2.38,1.78,1.46,0.6,0.02,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
07/26/2021,8.98,8.86,8.34,7.93,8.55,4.63,4.65,4.31,4.34,3.85,3.59,4.04,3.74,3.36,2.9,2.91,2.63,2.37,1.76,1.47,0.59,0.02,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,9.09,8.9,8.34,8.01,8.6,4.58,4.67,4.35,4.35,3.9,3.47,4.06,3.63,3.37,2.89,2.87,2.57,2.36,1.76,1.42,0.58,0.02,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/28/2021,9.09,8.9,8.34,8.01,8.6,4.58,4.67,4.35,4.35,3.9,3.47,4.06,3.63,3.37,2.89,2.87,2.57,2.36,1.76,1.42,0.58,0.02,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/29/2021,8.93,8.82,8.3,8.05,8.56,4.55,4.67,4.34,4.28,3.96,3.6,4.09,3.72,3.29,2.89,2.85,2.75,2.4,1.75,1.46,0.58,0.02,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/30/2021,8.92,8.9,8.3,8.1,8.64,4.55,4.49,4.42,4.26,3.91,3.5,4.17,3.64,3.22,2.91,2.85,2.78,2.37,1.75,1.42,0.58,0.02,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/02/2021,8.9,8.98,8.28,7.88,8.79,4.51,4.61,4.43,4.47,3.98,3.39,4.1,3.62,3.29,2.9,2.83,2.78,2.11,1.73,1.42,0.54,0.02,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/03/2021,9.09,9.03,8.22,7.83,8.82,4.54,4.56,4.43,4.46,3.88,3.3,4.06,3.64,3.3,2.9,2.85,2.85,2.06,1.72,1.41,0.54,0.02,0.0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
08/04/2021,9.09,9.03,8.22,7.83,8.82,4.54,4.56,4.43,4.46,3.88,3.3,4.06,3.64,3.3,2.9,2.85,2.85,2.06,1.72,1.41,0.54,0.02,0.0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
08/05/2021,9.03,9.04,8.23,7.87,8.88,4.35,4.55,4.46,4.49,3.87,3.3,4.11,3.64,3.26,2.88,2.85,2.81,2.13,1.7,1.4,0.52,1.63,0.0,6.61,-1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/09/2021,8.71,9.21,8.15,7.69,9.12,2.58,5.1,4.55,4.54,3.94,3.22,4.09,3.67,3.38,2.72,2.81,2.7,2.22,1.75,1.39,0.0,1.55,0.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/10/2021,9.11,9.25,8.17,7.86,9.09,2.59,5.07,4.64,4.51,3.91,3.47,4.14,3.73,3.37,2.76,2.84,3.12,2.31,1.76,1.4,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
08/11/2021,9.11,9.25,8.17,7.86,9.09,2.59,5.07,4.64,4.51,3.91,3.47,4.14,3.73,3.37,2.76,2.84,3.12,2.31,1.76,1.4,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
08/13/2021,9.04,9.18,8.15,7.96,9.09,2.64,5.08,4.63,4.46,3.9,3.61,4.13,3.71,3.28,2.78,2.89,3.08,2.43,1.79,1.36,0.0,0.0,0.0,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/16/2021,8.65,9.23,8.18,8.09,9.12,2.66,5.14,4.68,4.72,3.82,3.53,4.16,3.68,3.12,2.77,2.92,2.96,2.45,1.86,1.37,0.0,0.0,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/19/2021,8.7,9.41,8.25,8.02,9.32,2.58,4.93,4.74,4.65,3.69,3.44,4.19,3.69,3.07,2.77,2.92,2.89,2.43,1.87,1.34,0.0,0.04,0.0,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/20/2021,8.69,9.42,8.43,8.04,9.31,2.57,4.91,4.8,4.58,3.69,3.37,4.2,3.68,3.02,2.82,2.94,2.87,2.45,1.87,1.34,0.0,0.04,0.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/23/2021,8.65,9.62,8.39,7.95,9.39,2.73,4.73,4.75,4.53,3.69,3.27,4.2,3.75,3.04,2.85,3.01,2.71,2.53,1.88,1.33,0.0,0.0,0.0,7.08,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/26/2021,8.61,9.5,8.28,7.89,9.21,2.73,4.9,4.74,4.53,3.77,3.34,4.14,3.76,3.13,2.82,2.95,2.9,2.56,1.86,1.37,0.0,0.0,0.0,7.06,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/27/2021,8.63,9.42,8.29,7.87,9.17,2.64,4.92,4.69,4.35,3.81,3.32,4.16,3.77,3.2,2.82,2.97,3.11,2.57,1.87,1.4,0.0,0.0,0.0,7.1,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/31/2021,8.06,8.84,7.61,7.26,8.48,2.44,4.89,4.4,4.11,3.64,3.05,3.8,3.49,3.05,2.59,2.75,3.1,2.39,1.74,1.3,0.0,0.0,0.0,6.53,0.0,0.0,-0.04,6.55,0.0,0.0,0.0,0.0,0.0,100.03
09/02/2021,8.17,8.97,7.61,7.25,8.55,2.41,4.93,4.39,4.12,3.57,3.0,3.8,3.43,3.05,2.58,2.74,3.02,2.38,1.73,1.28,0.0,0.0,0.0,6.66,0.0,0.0,-0.04,6.42,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/03/2021,8.23,9.12,7.78,7.48,8.66,2.49,4.87,4.5,4.26,3.65,3.04,3.87,3.49,3.12,2.64,2.79,3.04,2.41,1.77,1.33,0.0,0.0,0.0,6.75,0.0,0.0,-0.07,4.82,0.0,0.0,0.0,0.0,0.0,100.04
09/06/2021,8.05,8.78,7.46,7.13,8.36,2.36,4.98,4.29,4.03,3.43,2.83,3.65,3.32,3.04,2.5,2.62,2.98,2.31,1.72,1.22,0.0,2.13,0.0,6.59,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,100.0
09/07/2021,8.47,9.21,7.87,7.43,8.77,2.53,5.45,4.5,4.12,3.49,2.9,3.83,3.5,3.25,2.63,0.0,3.06,2.37,1.78,1.29,0.0,0.11,0.0,6.93,0.0,0.0,0.0,6.52,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/08/2021,8.47,9.21,7.87,7.43,8.77,2.53,5.45,4.5,4.12,3.49,2.9,3.83,3.5,3.25,2.63,0.0,3.06,2.37,1.78,1.29,0.0,0.11,0.0,6.93,0.0,0.0,0.0,6.52,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/09/2021,8.24,8.97,7.66,7.23,8.53,2.46,5.3,4.37,4.0,3.39,2.83,3.72,3.41,3.17,2.56,2.7,2.98,2.3,1.73,1.25,0.0,0.11,0.0,6.75,0.0,0.0,0.0,6.34,0.0,0.0,0.0,0.0,0.0,100.0
09/10/2021,8.51,9.16,7.87,7.35,8.8,2.48,5.19,4.48,4.08,3.45,2.85,3.8,3.65,3.21,2.63,0.0,3.13,2.43,1.81,1.29,0.0,0.11,0.0,6.94,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/14/2021,8.4,9.22,7.89,7.32,8.68,2.52,5.29,4.55,4.12,3.3,3.02,3.81,3.54,3.34,2.64,0.0,3.04,2.42,1.86,1.29,0.0,0.0,0.0,7.09,0.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,100.0
09/15/2021,8.4,9.22,7.89,7.32,8.68,2.52,5.29,4.55,4.12,3.3,3.02,3.81,3.54,3.34,2.64,0.0,3.04,2.42,1.86,1.29,0.0,0.0,0.0,7.09,0.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,100.0
09/16/2021,8.42,8.95,7.77,7.28,8.47,2.52,5.26,4.51,4.17,3.34,3.07,3.77,3.56,3.35,2.59,0.0,3.16,2.48,1.85,1.41,0.0,0.0,0.0,6.91,0.0,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,100.02
09/17/2021,8.48,9.03,7.76,7.2,8.56,2.48,5.3,4.44,4.24,3.33,3.06,3.72,3.59,3.34,2.56,0.0,3.15,2.45,1.83,1.42,0.0,0.0,0.0,6.91,0.0,0.0,0.0,7.15,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,8.39,8.91,7.67,7.16,8.35,2.55,5.51,4.4,4.34,3.53,3.13,3.72,3.65,3.23,2.59,0.0,3.21,2.39,1.85,1.42,0.0,0.07,0.0,6.84,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,100.01
09/21/2021,8.81,9.08,7.89,7.26,8.56,4.65,4.73,4.38,4.7,3.56,4.67,4.38,3.67,3.14,2.59,0.0,3.46,2.34,1.77,1.26,0.0,0.07,0.0,4.26,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,100.02
09/22/2021,8.53,8.82,7.63,7.05,8.21,2.6,5.56,4.43,4.31,3.58,3.13,3.71,3.69,3.24,2.53,0.0,3.38,2.46,1.84,1.43,0.0,0.07,0.0,6.71,0.0,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,8.77,9.34,7.93,7.33,8.76,4.68,4.45,4.33,4.76,3.51,4.6,4.41,3.58,3.09,2.6,0.0,3.36,2.31,1.81,1.25,0.0,0.07,0.0,4.32,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,8.6,9.22,7.8,7.21,8.71,4.64,4.58,4.31,4.84,3.46,4.46,4.33,3.57,3.1,2.54,0.0,3.34,2.24,1.8,1.24,0.0,0.98,0.0,4.32,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,100.01
09/27/2021,8.68,9.06,7.65,7.04,8.64,4.59,4.7,4.25,4.95,3.49,4.53,4.24,3.61,3.16,2.51,0.0,3.4,2.28,1.81,1.28,0.0,0.97,0.0,4.2,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,100.02
09/28/2021,8.56,9.02,7.6,6.81,8.58,4.51,4.67,4.2,6.14,3.56,4.55,4.14,3.49,3.07,2.47,0.0,3.32,2.25,1.78,1.29,0.0,0.96,0.0,4.13,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,100.03
09/29/2021,8.56,9.02,7.6,6.81,8.57,4.51,4.67,4.2,6.14,3.56,4.55,4.14,3.49,3.07,2.46,0.0,3.32,2.25,1.78,1.29,0.0,0.96,0.0,4.13,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,100.00999999999998
09/30/2021,8.53,8.89,7.62,6.79,8.44,4.58,4.57,4.18,6.06,3.63,4.59,4.11,3.62,3.09,2.44,0.0,3.37,2.29,1.81,1.3,0.0,0.96,0.0,4.11,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,100.0
10/01/2021,8.39,8.94,7.67,6.8,8.49,4.67,4.44,4.15,6.13,3.61,4.67,4.13,3.66,3.06,2.41,0.0,3.25,2.33,1.78,1.32,0.0,1.02,0.0,4.13,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,0.0,100.04
10/07/2021,8.59,8.97,7.72,6.94,8.56,4.83,4.11,4.36,5.97,3.62,4.44,4.22,3.88,2.95,2.42,0.0,3.31,2.36,1.76,1.39,0.0,0.02,0.0,4.11,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,100.03
10/08/2021,8.48,8.96,7.8,6.91,8.53,4.8,4.23,4.31,5.88,3.66,4.38,4.18,3.86,2.95,2.43,0.0,3.33,2.35,1.78,1.4,0.0,0.04,0.0,4.1,0.0,0.0,0.0,5.66,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/11/2021,8.54,9.01,7.78,6.98,8.57,4.74,4.42,4.3,6.24,3.58,4.34,4.15,3.84,2.96,2.38,0.0,3.06,2.35,1.75,1.38,0.0,0.04,0.0,4.11,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,100.01999999999998
10/12/2021,8.48,9.02,7.78,7.02,8.6,4.7,4.29,4.33,6.31,3.56,4.39,4.17,3.83,3.0,2.36,0.0,3.04,2.32,1.75,1.39,0.0,0.04,0.0,4.1,0.0,0.0,0.0,5.51,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,8.48,9.02,7.78,7.02,8.6,4.7,4.29,4.33,6.31,3.56,4.39,4.17,3.83,3.0,2.36,0.0,3.04,2.32,1.75,1.39,0.0,0.04,0.0,4.1,0.0,0.0,0.0,5.51,0.0,0.0,0.0,0.0,0.0,99.99
10/14/2021,8.59,9.18,7.56,7.06,8.74,4.71,4.25,4.38,6.4,3.58,4.38,4.21,3.87,2.98,2.38,0.0,3.04,2.29,1.73,1.4,0.0,0.04,0.0,4.13,0.0,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,100.02
10/15/2021,8.68,9.16,7.56,7.09,8.69,4.71,4.29,4.39,6.36,3.53,4.35,4.18,3.85,2.95,2.36,0.0,3.04,2.32,1.71,1.42,0.0,0.04,0.0,4.13,0.0,0.0,0.0,5.18,0.0,0.0,0.0,0.0,0.0,99.99
10/18/2021,8.63,9.2,7.76,7.0,8.59,4.64,4.39,4.38,6.28,3.55,4.48,4.2,3.77,2.88,2.35,0.0,3.03,2.31,1.75,1.39,0.0,0.04,0.0,4.14,0.0,0.0,0.0,5.23,0.0,0.0,0.0,0.0,0.0,99.99
10/19/2021,8.59,9.18,7.87,6.86,8.7,4.66,4.49,4.35,6.32,3.56,4.32,4.22,3.72,2.88,2.39,0.0,2.97,2.34,1.75,1.41,0.0,0.04,0.0,4.14,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,100.01
10/20/2021,8.59,9.18,7.87,6.86,8.7,4.66,4.49,4.35,6.32,3.56,4.32,4.22,3.72,2.88,2.39,0.0,2.97,2.34,1.75,1.41,0.0,0.04,0.0,4.14,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,100.01
10/21/2021,8.69,9.16,7.72,6.83,8.59,4.65,4.55,4.35,6.36,3.53,4.3,4.18,3.69,2.86,2.37,0.0,3.03,2.33,1.75,1.41,0.0,0.04,0.0,4.19,0.0,0.0,0.0,5.42,0.0,0.0,0.0,0.0,0.0,100.0
10/22/2021,8.66,9.22,7.64,7.05,8.6,4.69,4.64,4.38,6.38,3.61,4.38,4.22,3.73,2.64,2.36,0.0,2.96,2.11,1.76,1.43,0.0,0.04,0.0,4.19,0.0,0.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,100.01
10/25/2021,8.7,9.22,7.68,7.2,8.5,4.66,4.56,4.46,6.39,3.69,4.29,4.22,3.73,2.61,2.35,0.0,3.08,2.04,1.75,1.41,0.0,0.04,0.0,4.23,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.0,0.0,100.0
10/26/2021,8.81,9.24,7.69,7.21,8.53,4.64,4.54,4.49,6.4,3.7,4.17,4.21,3.73,2.54,2.34,0.0,2.96,1.98,1.72,1.42,0.0,0.02,0.0,4.3,0.0,0.0,0.0,5.38,0.0,0.0,0.0,0.0,0.0,100.02
10/27/2021,8.81,9.24,7.69,7.21,8.53,4.64,4.54,4.49,6.4,3.7,4.17,4.21,3.73,2.54,2.34,0.0,2.96,1.98,1.72,1.42,0.0,0.02,0.0,4.3,0.0,0.0,0.0,5.38,0.0,0.0,0.0,0.0,0.0,100.02
10/28/2021,8.74,9.31,7.75,7.14,8.6,4.6,4.59,4.49,6.38,3.74,4.09,4.22,3.78,2.49,2.3,0.0,3.05,1.98,1.72,1.43,0.0,0.02,0.0,4.3,0.0,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,100.0
10/29/2021,8.88,9.35,7.73,7.04,8.59,4.55,4.98,4.54,6.37,3.72,3.99,4.19,3.77,2.48,2.29,0.0,2.9,2.0,1.69,1.41,0.0,0.02,0.0,4.3,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0.0,0.0,100.01
11/01/2021,9.06,9.47,7.93,7.08,8.85,4.15,4.81,4.54,6.42,3.73,3.94,4.1,3.83,2.43,2.32,0.0,2.92,1.89,1.58,1.42,0.0,0.02,0.0,4.35,0.0,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,100.01
11/02/2021,9.15,9.45,7.81,7.21,8.84,4.2,4.95,4.56,6.43,3.72,3.87,4.09,3.85,2.42,2.31,0.0,2.89,1.87,1.56,1.42,0.0,0.02,0.0,4.4,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,100.0
11/03/2021,9.15,9.45,7.81,7.21,8.84,4.2,4.95,4.56,6.43,3.72,3.87,4.09,3.85,2.42,2.31,0.0,2.89,1.87,1.56,1.42,0.0,0.02,0.0,4.4,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,100.0
11/04/2021,9.15,9.45,7.81,7.21,8.84,4.2,4.95,4.56,6.43,3.72,3.87,4.09,3.85,2.42,2.31,0.0,2.89,1.87,1.56,1.42,0.0,0.02,0.0,4.4,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,100.0
11/05/2021,9.03,9.31,7.77,7.08,8.91,4.23,4.93,4.53,6.35,3.91,4.04,4.08,3.92,2.26,2.3,0.0,2.98,1.91,1.61,1.46,0.0,0.02,0.0,3.97,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,100.00999999999998
11/08/2021,9.01,9.35,7.6,6.89,8.86,4.07,5.06,4.48,6.26,4.01,4.07,4.08,4.0,2.6,2.31,0.0,3.06,1.97,1.6,1.49,0.0,0.02,0.0,3.96,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,100.01999999999998
11/09/2021,8.61,9.37,7.56,6.87,8.86,4.08,5.02,4.5,6.14,4.1,4.57,4.07,4.0,2.5,2.3,0.0,2.74,2.02,1.6,1.54,0.0,0.02,0.0,3.95,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,100.01999999999998
11/10/2021,8.61,9.37,7.56,6.87,8.86,4.08,5.02,4.5,6.14,4.1,4.57,4.07,4.0,2.5,2.3,0.0,2.74,2.02,1.6,1.54,0.0,0.02,0.0,3.95,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,100.01999999999998
11/11/2021,8.35,9.03,7.27,6.73,8.5,3.99,5.01,4.27,5.96,3.91,4.41,3.85,3.88,2.54,2.21,0.0,2.71,2.0,1.56,1.48,0.0,0.0,0.0,3.82,0.0,0.0,0.02,5.33,3.18,0.0,0.0,0.0,0.0,100.01
11/12/2021,8.52,9.04,7.36,6.8,8.45,4.01,5.17,4.25,6.0,3.92,4.43,3.82,3.87,2.57,2.24,0.0,2.62,2.0,1.57,1.49,0.0,0.0,0.0,3.85,0.0,0.0,0.0,5.38,2.67,0.0,0.0,0.0,0.0,100.03
11/15/2021,8.69,9.11,7.48,7.08,8.54,4.08,5.16,4.29,6.04,3.95,4.31,3.89,3.89,2.71,2.26,0.0,2.55,2.03,1.56,1.53,0.0,0.0,0.0,3.96,0.0,0.0,-0.62,5.3,2.22,0.0,0.0,0.0,0.0,100.01
11/16/2021,8.69,9.11,7.48,7.08,8.54,4.08,5.16,4.29,6.04,3.95,4.31,3.89,3.89,2.71,2.26,0.0,2.55,2.03,1.56,1.53,0.0,0.0,0.0,3.96,0.0,0.0,-0.62,5.3,2.22,0.0,0.0,0.0,0.0,100.01
11/17/2021,8.69,9.01,7.39,7.16,8.52,4.0,5.31,4.3,6.04,3.81,4.25,3.91,3.85,2.75,2.18,0.0,2.51,2.08,1.55,1.52,0.0,0.0,0.0,3.95,0.0,0.0,-0.08,5.07,2.25,0.0,0.0,0.0,0.0,100.02
11/18/2021,8.72,9.0,7.39,7.22,8.56,3.92,5.26,4.32,6.02,3.82,4.39,3.94,3.8,2.75,2.18,0.0,2.55,2.07,1.52,1.5,0.0,0.0,0.0,3.91,0.0,0.0,-0.04,5.05,2.14,0.0,0.0,0.0,0.0,99.98999999999998
11/19/2021,8.93,8.94,7.37,7.23,8.56,3.96,5.41,4.34,6.02,3.75,4.24,3.9,3.8,2.75,2.14,0.0,2.55,2.04,1.5,1.49,0.0,0.0,0.0,3.96,0.0,0.0,-0.04,5.07,2.11,0.0,0.0,0.0,0.0,100.02
11/24/2021,8.78,9.43,7.19,7.25,9.2,3.86,5.3,4.34,6.14,3.86,3.98,3.9,3.82,2.69,2.16,0.0,2.43,1.92,1.51,1.43,0.0,0.0,0.0,4.17,0.0,0.0,-0.01,4.5,2.16,0.0,0.0,0.0,0.0,100.01
11/25/2021,8.74,9.38,7.29,7.25,9.15,3.89,5.17,4.38,6.1,3.94,4.04,3.9,3.88,2.63,2.19,0.0,2.43,1.92,1.51,1.43,0.0,0.0,0.0,4.17,0.0,0.0,-0.01,4.48,2.16,0.0,0.0,0.0,0.0,100.02
12/02/2021,8.76,9.47,7.37,7.24,8.95,3.75,4.9,4.34,6.25,3.66,3.68,3.86,3.86,2.51,2.24,0.0,2.41,1.83,1.47,1.3,0.0,0.0,0.0,4.05,0.0,0.0,-0.24,4.12,2.06,2.15,0.0,0.0,0.0,99.99
12/06/2021,8.86,9.96,7.76,7.57,9.4,3.81,4.79,4.54,0.0,3.66,3.51,3.98,3.98,2.6,2.3,0.0,2.43,1.9,1.48,1.29,0.0,0.0,0.0,4.12,0.0,0.0,-0.2,4.1,2.02,2.34,3.82,0.0,0.0,100.02
12/07/2021,8.86,9.96,7.76,7.57,9.4,3.81,4.79,4.54,0.0,3.66,3.51,3.98,3.98,2.6,2.3,0.0,2.43,1.9,1.48,1.29,0.0,0.0,0.0,4.12,0.0,0.0,-0.2,4.1,2.02,2.34,3.82,0.0,0.0,100.02
12/08/2021,8.86,9.96,7.76,7.57,9.4,3.81,4.79,4.54,0.0,3.66,3.51,3.98,3.98,2.6,2.3,0.0,2.43,1.9,1.48,1.29,0.0,0.0,0.0,4.12,0.0,0.0,-0.2,4.1,2.02,2.34,3.82,0.0,0.0,100.02
12/09/2021,8.86,9.96,7.76,7.57,9.4,3.81,4.79,4.54,0.0,3.66,3.51,3.98,3.98,2.6,2.3,0.0,2.43,1.9,1.48,1.29,0.0,0.0,0.0,4.12,0.0,0.0,-0.2,4.1,2.02,2.34,3.82,0.0,0.0,100.02
12/10/2021,8.86,9.96,7.76,7.57,9.4,3.81,4.79,4.54,0.0,3.66,3.51,3.98,3.98,2.6,2.3,0.0,2.43,1.9,1.48,1.29,0.0,0.0,0.0,4.12,0.0,0.0,-0.2,4.1,2.02,2.34,3.82,0.0,0.0,100.02
12/13/2021,8.86,9.96,7.76,7.57,9.4,3.81,4.79,4.54,0.0,3.66,3.51,3.98,3.98,2.6,2.3,0.0,2.43,1.9,1.48,1.29,0.0,0.0,0.0,4.12,0.0,0.0,-0.2,4.1,2.02,2.34,3.82,0.0,0.0,100.02
12/14/2021,8.86,9.96,7.76,7.57,9.4,3.81,4.79,4.54,0.0,3.66,3.51,3.98,3.98,2.6,2.3,0.0,2.43,1.9,1.48,1.29,0.0,0.0,0.0,4.12,0.0,0.0,-0.2,4.1,2.02,2.34,3.82,0.0,0.0,100.02
