,CMBR 0 08/19/21,B 0 12/30/21,T 2.75 09/15/21,B 0 09/30/21,T 2 10/31/21,B 0 08/26/21,B 0 11/26/21,B 0 04/21/22,T 2.5 01/15/22,B 0 10/28/21,T 2.875 11/15/21,XIB 0 10/07/21,B 0 03/24/22,B 0 02/24/22,T 1.75 05/31/22,B 0 05/19/22,T 1.75 06/15/22,T 2.5 02/15/22,USD,B 0 08/19/21,CMBR 0 08/26/21,B 0 10/07/21,United States Treasury Notes 2.5%,XIB 0 10/28/21,B 0 01/27/22,B 0 06/16/22,B 0 07/14/22,n/a,CMBR 0 09/30/21,XIB 0 11/26/21,XIB 0 02/24/22,CMB 0 11/01/21,B 0 10/26/21,T 1.5 08/15/22,XIB 0 03/24/22,B 0 12/23/21,XIB 0 12/30/21,B 0 12.23.21,B 0 12.30.21,B 0 03.24.22,B 0 02.24.22,B 0 01.27.22,B 0 07.14.22,B 0 04.21.22,T 2.5 01.15.22,T 2.875 11.15.21,T 1.75 05.31.22,B 0 06.16.22,T 1.5 08.15.22,B 0 05.19.22,T 1.75 06.15.22,T 2.5 02.15.22,XIB 0 04.21.22,WIB 0 01.27.22,CMB 0 11.01.21,B 0 10.28.21,B 0 10.26.21,T 2 10.31.21,T 0.125 09.30.22,B 0 10.06.22,B 0 08.11.22,WIB 0 05.19.22,XIB 0 05.19.22,WIB 0 02.24.22,SUM
08/05/2021,0.0,13.0,9.74,15.31,6.5,0.0,8.25,5.0,4.68,12.5,3.69,0.0,3.26,2.76,2.25,1.5,1.5,0.9,0.17,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/06/2021,0.0,13.0,9.74,15.31,6.5,0.0,8.25,5.0,4.68,12.5,3.69,0.0,3.26,2.76,2.25,1.5,1.5,0.9,0.17,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/10/2021,0.0,13.05,9.67,15.37,6.49,0.0,8.28,5.02,4.69,12.55,3.67,0.0,3.27,2.77,2.25,1.51,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,2.01,1.51,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/11/2021,0.0,13.0,9.74,15.31,6.5,0.0,8.25,5.0,4.68,12.5,3.69,0.0,3.26,2.76,2.25,1.5,1.5,0.9,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/13/2021,0.0,13.0,9.73,15.32,6.5,0.0,8.25,5.0,4.68,12.5,3.68,0.0,3.26,2.76,2.25,1.5,1.5,0.9,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/16/2021,0.0,13.0,9.74,0.0,6.5,0.0,8.25,5.0,4.68,12.5,3.68,0.0,3.26,2.76,2.25,1.5,1.5,0.9,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/18/2021,0.0,13.0,9.74,0.0,6.5,0.0,8.25,5.0,4.68,12.5,3.68,0.0,3.26,2.76,2.25,1.5,1.5,0.9,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/19/2021,0.0,13.0,9.74,0.0,6.5,0.0,8.25,5.0,4.68,12.5,3.68,0.0,3.26,2.76,2.25,1.5,1.5,0.89,0.17,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/20/2021,0.0,12.99,9.74,0.0,6.5,0.0,8.25,5.0,4.68,12.5,3.69,0.0,3.26,2.76,2.25,1.5,1.5,0.89,0.17,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/24/2021,0.0,13.04,9.66,15.38,6.48,0.0,8.28,5.02,4.68,12.55,3.67,0.0,3.27,2.77,2.25,1.51,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,2.01,1.51,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,0.0,12.99,9.74,15.32,6.5,0.0,8.25,5.0,4.68,12.5,3.68,0.0,3.26,2.76,2.25,1.5,1.5,0.89,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/26/2021,0.0,12.99,9.74,15.32,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,3.26,0.0,2.25,1.5,1.5,0.89,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,0.0,8.25,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/27/2021,0.0,12.99,9.74,15.32,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,3.26,0.0,2.25,1.5,1.5,0.89,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,0.0,8.25,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/30/2021,0.0,13.04,9.66,15.38,6.48,0.0,8.28,5.02,4.68,12.55,3.67,0.0,3.27,2.77,2.25,1.51,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,2.01,1.51,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/01/2021,0.0,12.99,9.74,15.32,6.5,0.0,8.25,5.0,4.68,12.5,3.68,0.0,3.26,2.76,2.25,1.5,1.5,0.89,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/02/2021,0.0,12.99,9.74,15.32,6.5,0.0,8.25,5.0,4.68,12.5,3.69,0.0,3.26,2.76,2.25,1.5,1.5,0.89,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/03/2021,0.0,12.99,0.12,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.69,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.04,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,15.0,7.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/06/2021,0.0,12.99,0.0,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.69,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.11,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,15.06,7.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/09/2021,0.0,12.99,0.0,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.11,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,15.06,7.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/10/2021,0.0,13.0,0.0,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.64,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,14.53,7.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/13/2021,0.0,13.0,0.0,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.1,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,15.05,7.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/14/2021,0.0,13.03,0.0,0.0,6.46,0.0,0.0,5.01,4.67,12.53,3.66,0.0,3.27,7.77,2.25,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,5.51,2.0,5.26,0.0,0.0,0.0,0.0,15.09,7.99,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/15/2021,0.0,13.0,0.0,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.1,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,15.05,7.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/16/2021,0.0,13.0,0.0,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.1,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,15.05,7.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/17/2021,0.0,13.0,0.0,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.1,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,15.05,7.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/20/2021,0.0,13.0,0.0,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.1,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,15.05,7.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/21/2021,0.0,13.03,0.0,0.0,6.46,0.0,0.0,5.01,4.67,12.53,3.66,0.0,3.27,7.77,2.25,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,5.51,2.0,5.26,0.0,0.0,0.0,0.0,15.09,7.99,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/22/2021,0.0,13.0,0.0,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.1,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,15.05,7.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/24/2021,0.0,13.0,0.0,0.0,6.5,0.0,0.0,5.0,4.68,12.5,3.68,0.0,0.0,7.75,2.25,1.5,1.5,0.89,0.09,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,15.06,7.97,1.6,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/27/2021,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,4.68,0.0,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,41.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
