,AAPL,MSFT,GOOG,AMZN,FB,TSLA,NVDA,BRK.B,JPM,JNJ,UNH,V,PG,HD,PYPL,DIS,MA,ADBE,BAC,CMCSA,PFE,CSCO,NFLX,CRM,XOM,VZ,ABT,INTC,KO,NKE,TMO,PEP,ABBV,ACN,LLY,WMT,DHR,WFC,COST,AVGO,T,CVX,MDT,TXN,NEE,QCOM,LIN,ORCL,HON,MS,INTU,C,UNP,LOW,UPS,GS,BLK,AMD,RTX,AMGN,IBM,TGT,ISRG,AMAT,CAT,DE,GE,MMM,SCHW,CVS,CHTR,SPGI,AXP,ZTS,PLD,ANTM,BKNG,TJX,MO,SYK,ADP,LMT,MDLZ,LRCX,TMUS,CB,DUK,MU,FIS,PNC,MMC,EL,USB,COF,TFC,CSX,ADSK,COP,EW,CI,SHW,BDX,CME,FISV,REGN,ILMN,SO,ETN,ITW,ICE,CL,HCA,FDX,NSC,BSX,ATVI,GM,D,AON,EMR,ADI,MCO,APD,WM,NXPI,IDXX,PGR,ECL,DG,NOC,CMG,JCI,HUM,BIIB,A,VRTX,FCX,ALGN,F,TWTR,ROP,KLAC,TEL,SNPS,GPN,TROW,IQV,PSA,EXC,LHX,DOW,EBAY,TT,AIG,CARR,NEM,MET,GD,APH,AEP,INFO,ROST,CDNS,BK,APTV,ORLY,PRU,SRE,CTSH,RMD,ALL,EA,TRV,FTNT,MCHP,SYY,EOG,DD,SLB,DFS,PPG,PH,MPC,BAX,CNC,IFF,XLNX,NUE,XEL,ROK,PAYX,STZ,OTIS,AFL,MNST,GIS,MTD,WELL,KR,FRC,HPQ,n/a,WBA,CTAS,PXD,ADM,MRK,PM,BMY,MRNA,GILD,SPG,MSI,YUM,SIVB,AGPXX,PSX,KMI,STT,AMP,ENPH,ETSY,FAST,KEYS,DHI,DXCM,AZO,O,VRSK,MCK,PEP.,CHV.,4I1.,TRVC.,GE.,DUT.,PEO.,RME.,WST,ALS.,A4S.,WMB,CMI,AME,DVN,BLL,PEG,CTVA,AVB,OXY,VLO,DLTR,CCI,KMB,DLR,SUM
09/10/2021,6.89,6.34,4.7,4.22,2.57,1.63,1.58,1.48,1.35,1.27,1.12,1.07,0.99,0.98,0.97,0.94,0.85,0.89,0.87,0.78,0.73,0.7,0.75,0.69,0.65,0.64,0.64,0.61,0.61,0.58,0.63,0.6,0.54,0.61,0.57,0.57,0.59,0.51,0.57,0.57,0.55,0.53,0.51,0.49,0.47,0.46,0.46,0.45,0.43,0.44,0.43,0.41,0.4,0.41,0.4,0.39,0.37,0.37,0.35,0.36,0.35,0.34,0.36,0.35,0.32,0.33,0.32,0.3,0.3,0.32,0.31,0.3,0.29,0.28,0.29,0.26,0.27,0.24,0.26,0.26,0.24,0.24,0.24,0.24,0.22,0.23,0.22,0.23,0.22,0.23,0.23,0.22,0.21,0.2,0.21,0.2,0.18,0.21,0.21,0.21,0.2,0.21,0.2,0.19,0.2,0.19,0.2,0.18,0.18,0.19,0.18,0.19,0.18,0.17,0.18,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.12,0.1,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.84
09/13/2021,6.82,6.31,4.7,4.21,2.55,1.64,1.56,1.49,1.36,1.25,1.1,1.09,0.99,0.99,0.95,0.95,0.87,0.89,0.87,0.77,0.73,0.7,0.75,0.68,0.65,0.64,0.64,0.61,0.61,0.59,0.63,0.61,0.53,0.61,0.54,0.57,0.59,0.52,0.58,0.57,0.55,0.52,0.51,0.49,0.47,0.45,0.46,0.46,0.44,0.44,0.44,0.41,0.39,0.4,0.39,0.39,0.37,0.36,0.36,0.35,0.35,0.34,0.36,0.35,0.32,0.32,0.32,0.3,0.31,0.32,0.31,0.31,0.29,0.28,0.28,0.26,0.27,0.24,0.26,0.26,0.24,0.24,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.21,0.2,0.21,0.2,0.18,0.21,0.21,0.21,0.2,0.21,0.19,0.19,0.19,0.19,0.2,0.18,0.18,0.19,0.18,0.19,0.18,0.17,0.18,0.17,0.17,0.18,0.19,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.11,0.11,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.62
09/14/2021,6.65,6.33,4.64,4.23,2.58,1.61,1.59,1.5,1.36,1.25,1.08,1.08,1.0,1.0,0.95,0.95,0.86,0.9,0.86,0.77,0.73,0.69,0.76,0.68,0.65,0.64,0.65,0.62,0.61,0.59,0.64,0.61,0.54,0.62,0.54,0.57,0.6,0.52,0.59,0.58,0.55,0.53,0.5,0.5,0.47,0.46,0.46,0.46,0.44,0.44,0.44,0.41,0.39,0.41,0.4,0.39,0.37,0.36,0.36,0.35,0.35,0.34,0.35,0.36,0.32,0.32,0.32,0.3,0.31,0.31,0.31,0.31,0.29,0.28,0.28,0.25,0.27,0.24,0.27,0.26,0.24,0.24,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.21,0.2,0.21,0.2,0.18,0.21,0.21,0.2,0.21,0.21,0.19,0.19,0.19,0.19,0.2,0.18,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.67
09/15/2021,6.64,6.33,4.64,4.23,2.58,1.61,1.59,1.5,1.35,1.25,1.08,1.08,1.0,1.0,0.95,0.95,0.86,0.89,0.86,0.77,0.73,0.69,0.75,0.68,0.65,0.64,0.65,0.62,0.61,0.59,0.64,0.61,0.54,0.62,0.54,0.57,0.6,0.52,0.58,0.58,0.55,0.53,0.5,0.5,0.47,0.46,0.46,0.46,0.44,0.44,0.44,0.41,0.39,0.41,0.4,0.39,0.37,0.36,0.36,0.35,0.35,0.34,0.34,0.36,0.32,0.32,0.32,0.3,0.3,0.31,0.31,0.31,0.29,0.28,0.28,0.25,0.27,0.24,0.27,0.26,0.24,0.24,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.21,0.2,0.21,0.2,0.18,0.21,0.21,0.2,0.2,0.21,0.19,0.19,0.19,0.19,0.2,0.18,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.55999999999999
09/16/2021,6.65,6.35,4.68,4.2,2.56,1.62,1.57,1.51,1.37,1.24,1.11,1.08,1.01,1.01,0.94,0.95,0.86,0.88,0.88,0.78,0.71,0.7,0.74,0.67,0.67,0.64,0.64,0.63,0.62,0.58,0.62,0.61,0.54,0.61,0.54,0.57,0.58,0.54,0.58,0.58,0.56,0.54,0.5,0.51,0.47,0.46,0.46,0.46,0.44,0.44,0.43,0.41,0.39,0.41,0.4,0.4,0.37,0.36,0.36,0.35,0.35,0.34,0.35,0.36,0.32,0.32,0.33,0.31,0.31,0.32,0.31,0.31,0.3,0.28,0.28,0.26,0.27,0.24,0.26,0.25,0.24,0.24,0.24,0.25,0.22,0.23,0.22,0.24,0.22,0.23,0.23,0.22,0.22,0.2,0.22,0.2,0.18,0.22,0.21,0.2,0.21,0.21,0.19,0.19,0.19,0.19,0.2,0.18,0.18,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.76
09/17/2021,6.63,6.44,4.71,4.22,2.57,1.64,1.58,1.5,1.36,1.24,1.11,1.08,1.02,1.01,0.95,0.95,0.86,0.88,0.86,0.73,0.71,0.7,0.73,0.67,0.66,0.64,0.64,0.63,0.62,0.58,0.63,0.61,0.54,0.62,0.53,0.57,0.59,0.54,0.58,0.59,0.56,0.53,0.5,0.51,0.47,0.45,0.46,0.45,0.44,0.43,0.44,0.41,0.39,0.41,0.39,0.39,0.37,0.37,0.36,0.35,0.35,0.34,0.35,0.37,0.32,0.32,0.31,0.3,0.3,0.32,0.3,0.31,0.3,0.28,0.28,0.26,0.27,0.24,0.26,0.26,0.24,0.24,0.24,0.25,0.22,0.23,0.22,0.24,0.22,0.23,0.23,0.22,0.22,0.2,0.21,0.2,0.18,0.22,0.22,0.2,0.2,0.22,0.19,0.18,0.19,0.19,0.2,0.18,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.19,0.18,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.82
09/20/2021,6.61,6.52,4.71,4.24,2.53,1.65,1.57,1.49,1.36,1.23,1.12,1.08,1.0,1.01,0.94,0.94,0.86,0.9,0.86,0.74,0.71,0.69,0.74,0.68,0.67,0.64,0.64,0.63,0.61,0.57,0.62,0.61,0.54,0.62,0.52,0.56,0.58,0.54,0.58,0.59,0.56,0.53,0.5,0.52,0.47,0.44,0.46,0.45,0.43,0.43,0.44,0.41,0.38,0.42,0.4,0.38,0.36,0.37,0.36,0.35,0.35,0.35,0.35,0.38,0.32,0.31,0.32,0.3,0.3,0.32,0.3,0.31,0.3,0.27,0.28,0.26,0.27,0.24,0.26,0.26,0.24,0.24,0.24,0.25,0.21,0.23,0.22,0.24,0.22,0.23,0.23,0.21,0.22,0.21,0.21,0.2,0.18,0.23,0.21,0.2,0.2,0.22,0.19,0.18,0.19,0.19,0.2,0.18,0.18,0.19,0.18,0.2,0.18,0.18,0.18,0.18,0.19,0.17,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.77
09/21/2021,6.55,6.46,4.65,4.24,2.5,1.67,1.56,1.5,1.36,1.24,1.13,1.07,1.01,1.02,0.93,0.95,0.86,0.89,0.87,0.75,0.7,0.68,0.75,0.69,0.67,0.64,0.64,0.63,0.6,0.57,0.67,0.61,0.54,0.61,0.52,0.57,0.59,0.55,0.58,0.59,0.56,0.53,0.5,0.52,0.46,0.43,0.46,0.45,0.43,0.43,0.44,0.41,0.38,0.42,0.39,0.38,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.37,0.31,0.31,0.32,0.3,0.3,0.32,0.3,0.31,0.3,0.27,0.28,0.27,0.27,0.24,0.26,0.26,0.24,0.24,0.24,0.25,0.21,0.23,0.22,0.24,0.22,0.23,0.23,0.21,0.22,0.21,0.21,0.2,0.18,0.23,0.21,0.2,0.2,0.22,0.19,0.18,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.19,0.17,0.19,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.16,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
09/22/2021,6.55,6.46,4.65,4.24,2.5,1.67,1.56,1.5,1.36,1.24,1.13,1.07,1.01,1.02,0.93,0.95,0.86,0.89,0.87,0.75,0.7,0.68,0.75,0.69,0.67,0.64,0.64,0.63,0.6,0.57,0.67,0.61,0.54,0.61,0.52,0.57,0.59,0.55,0.58,0.59,0.56,0.53,0.5,0.52,0.46,0.43,0.46,0.45,0.43,0.43,0.44,0.41,0.38,0.42,0.39,0.38,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.37,0.31,0.31,0.32,0.3,0.3,0.32,0.3,0.31,0.3,0.27,0.28,0.27,0.27,0.24,0.26,0.26,0.24,0.24,0.24,0.25,0.21,0.23,0.22,0.24,0.22,0.23,0.23,0.21,0.22,0.21,0.21,0.2,0.18,0.23,0.21,0.2,0.2,0.22,0.19,0.18,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.19,0.17,0.19,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.16,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
09/23/2021,6.63,6.73,4.92,0.0,2.59,1.66,1.59,1.61,1.41,1.31,1.18,1.12,1.04,1.05,0.0,0.96,0.89,0.93,0.91,0.79,0.74,0.72,0.0,0.76,0.69,0.68,0.66,0.65,0.63,0.61,0.68,0.64,0.62,0.63,0.56,0.59,0.61,0.6,0.59,0.61,0.58,0.56,0.52,0.54,0.47,0.47,0.48,0.47,0.47,0.45,0.46,0.43,0.4,0.44,0.42,0.4,0.38,0.0,0.39,0.38,0.37,0.36,0.35,0.38,0.32,0.33,0.34,0.33,0.32,0.34,0.32,0.32,0.33,0.28,0.28,0.28,0.29,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.23,0.24,0.23,0.25,0.23,0.24,0.24,0.22,0.24,0.23,0.22,0.21,0.0,0.23,0.21,0.21,0.22,0.22,0.21,0.19,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.2,0.18,0.27,0.18,0.17,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.13,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.12,0.13,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.56,0.47,0.42,0.35,0.27,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.85000000000001
09/24/2021,6.66,6.75,4.95,0.0,2.6,1.68,1.6,1.6,1.41,1.32,1.18,1.13,1.04,1.06,0.0,0.92,0.88,0.93,0.91,0.78,0.74,0.71,0.0,0.76,0.69,0.68,0.66,0.65,0.63,0.61,0.69,0.64,0.63,0.63,0.56,0.6,0.61,0.6,0.59,0.61,0.58,0.56,0.51,0.55,0.47,0.46,0.48,0.48,0.47,0.45,0.46,0.43,0.4,0.44,0.42,0.4,0.37,0.0,0.39,0.38,0.36,0.36,0.35,0.38,0.32,0.32,0.33,0.32,0.32,0.34,0.32,0.32,0.34,0.28,0.28,0.28,0.29,0.26,0.27,0.26,0.26,0.25,0.26,0.26,0.23,0.24,0.23,0.25,0.22,0.24,0.24,0.22,0.24,0.23,0.22,0.21,0.0,0.24,0.21,0.21,0.22,0.22,0.21,0.19,0.21,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.2,0.17,0.28,0.18,0.17,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.16,0.15,0.17,0.14,0.15,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.13,0.11,0.12,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.1,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.56,0.47,0.42,0.36,0.28,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.89
09/27/2021,6.67,6.71,4.92,0.0,2.46,1.68,1.66,1.6,1.46,1.29,1.14,1.14,1.03,1.04,0.0,0.93,0.9,0.89,0.95,0.77,0.73,0.71,0.0,0.8,0.72,0.67,0.65,0.65,0.62,0.62,0.69,0.63,0.61,0.64,0.55,0.58,0.6,0.61,0.58,0.61,0.57,0.57,0.51,0.55,0.46,0.46,0.48,0.48,0.47,0.46,0.47,0.45,0.4,0.43,0.4,0.4,0.38,0.0,0.4,0.37,0.37,0.36,0.36,0.39,0.33,0.33,0.34,0.32,0.34,0.33,0.31,0.32,0.35,0.28,0.27,0.28,0.3,0.26,0.26,0.27,0.26,0.26,0.26,0.27,0.23,0.24,0.22,0.25,0.22,0.24,0.24,0.22,0.25,0.24,0.23,0.21,0.0,0.26,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.2,0.17,0.18,0.19,0.18,0.2,0.18,0.2,0.18,0.28,0.18,0.17,0.18,0.18,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.17,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.14,0.13,0.13,0.11,0.13,0.13,0.11,0.12,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.11,0.0,0.55,0.47,0.41,0.37,0.27,0.13,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.88
