,OXY,FANG,RMD,LB,PAYC,LEN,AZO,CTAS,CPRT,LH,COO,MRO,STE,URI,COP,TRMB,AAP,DHI,AOS,ABMD,WAT,ROL,UPS,OKE,COG,TFX,DPZ,ZBH,MSI,ODFL,PHM,PXD,VRSK,ETN,DVN,MHK,TSCO,XOM,PSA,PH,SWK,LKQ,BLL,ALB,TXT,JBHT,NEE,RSG,WM,UNP,FDX,SEE,EOG,AEP,TT,WAB,MAS,WRB,LIN,EMR,HBAN,MLM,VMC,CSX,NVR,GPN,FAST,HAL,HES,WMT,TDG,DLTR,PWR,TRV,CAT,HON,HWM,CMA,MCD,BRK.B,CF,ZION,WHR,ABC,FE,TFC,MPC,APA,CINF,HST,IP,KSU,ITW,WMB,PPL,KMI,SO,HBI,SYY,MO,PCAR,LNT,APD,HII,EXC,D,PPG,LEG,PSX,VLO,EVRG,LVS,FITB,CE,NI,SJM,ATO,KEY,REG,RF,PNW,CNP,ARE,LYB,LUV,EMN,ETR,WRK,BEN,ADM,MOS,NCLH,AAL,PENN,FMC,FCX,NUE,TAP,NEM,FGXXX,First American Government Obligs X,VSCO WI,n/a,BBWI WI,VSCO,LBEUR,SLVM WI,CTRA,SLVM,CEGVV,CEG,SUM
08/06/2021,0.68,0.67,0.91,0.72,0.85,0.84,0.86,0.8,0.86,0.84,0.82,0.62,0.8,0.8,0.69,0.79,0.79,0.8,0.76,0.79,0.85,0.85,0.7,0.68,0.69,0.71,0.87,0.71,0.77,0.79,0.74,0.68,0.8,0.81,0.65,0.75,0.74,0.68,0.76,0.74,0.71,0.76,0.72,0.88,0.76,0.75,0.79,0.79,0.78,0.72,0.69,0.72,0.63,0.76,0.81,0.76,0.75,0.69,0.76,0.76,0.73,0.75,0.75,0.73,0.75,0.64,0.77,0.62,0.61,0.74,0.69,0.72,0.72,0.71,0.69,0.75,0.68,0.68,0.73,0.71,0.63,0.69,0.72,0.75,0.72,0.69,0.64,0.6,0.71,0.64,0.67,0.66,0.72,0.66,0.71,0.66,0.73,0.7,0.66,0.7,0.64,0.74,0.7,0.67,0.73,0.71,0.68,0.66,0.61,0.62,0.75,0.52,0.66,0.71,0.71,0.71,0.71,0.66,0.69,0.66,0.67,0.72,0.77,0.66,0.64,0.65,0.69,0.63,0.64,0.66,0.66,0.52,0.62,0.58,0.65,0.65,0.73,0.6,0.65,0.0,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/09/2021,0.68,0.67,0.9,0.89,0.98,0.83,0.86,0.81,0.87,0.85,0.8,0.64,0.79,0.78,0.68,0.83,0.76,0.8,0.76,0.85,0.86,0.84,0.69,0.69,0.68,0.7,0.87,0.7,0.77,0.79,0.72,0.68,0.81,0.81,0.67,0.75,0.75,0.67,0.77,0.73,0.71,0.75,0.73,0.94,0.77,0.74,0.8,0.79,0.78,0.72,0.68,0.73,0.61,0.77,0.77,0.77,0.75,0.7,0.77,0.76,0.73,0.75,0.75,0.73,0.76,0.64,0.77,0.59,0.6,0.76,0.69,0.72,0.74,0.71,0.69,0.75,0.66,0.7,0.73,0.71,0.62,0.7,0.72,0.75,0.72,0.7,0.66,0.58,0.7,0.65,0.66,0.68,0.71,0.66,0.72,0.65,0.74,0.73,0.67,0.7,0.64,0.76,0.7,0.67,0.74,0.72,0.67,0.66,0.59,0.59,0.77,0.54,0.67,0.7,0.72,0.69,0.73,0.66,0.7,0.67,0.66,0.74,0.79,0.64,0.64,0.65,0.72,0.62,0.65,0.65,0.65,0.55,0.65,0.63,0.57,0.64,0.7,0.59,0.64,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/10/2021,0.68,0.67,0.9,0.89,0.98,0.83,0.86,0.81,0.87,0.85,0.8,0.64,0.79,0.78,0.68,0.83,0.76,0.8,0.76,0.85,0.86,0.84,0.69,0.69,0.68,0.7,0.87,0.7,0.77,0.79,0.72,0.68,0.81,0.81,0.67,0.75,0.75,0.67,0.77,0.73,0.71,0.75,0.73,0.94,0.77,0.74,0.8,0.79,0.78,0.72,0.68,0.73,0.61,0.77,0.77,0.77,0.75,0.7,0.77,0.76,0.73,0.75,0.75,0.73,0.76,0.64,0.77,0.59,0.6,0.76,0.69,0.72,0.74,0.71,0.69,0.75,0.66,0.7,0.73,0.71,0.62,0.7,0.72,0.75,0.72,0.7,0.66,0.58,0.7,0.65,0.66,0.68,0.71,0.66,0.72,0.65,0.74,0.73,0.67,0.7,0.64,0.76,0.7,0.67,0.74,0.72,0.67,0.66,0.59,0.59,0.77,0.54,0.67,0.7,0.72,0.69,0.73,0.66,0.7,0.67,0.66,0.74,0.79,0.64,0.64,0.65,0.72,0.62,0.65,0.65,0.65,0.55,0.65,0.63,0.57,0.64,0.7,0.59,0.64,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/11/2021,0.68,0.67,0.9,0.89,0.98,0.83,0.86,0.81,0.87,0.85,0.8,0.64,0.79,0.78,0.68,0.83,0.76,0.8,0.76,0.85,0.86,0.84,0.69,0.69,0.68,0.7,0.87,0.7,0.77,0.79,0.72,0.68,0.81,0.81,0.67,0.75,0.75,0.67,0.77,0.73,0.71,0.75,0.73,0.94,0.77,0.74,0.8,0.79,0.78,0.72,0.68,0.73,0.61,0.77,0.77,0.77,0.75,0.7,0.77,0.76,0.73,0.75,0.75,0.73,0.76,0.64,0.77,0.59,0.6,0.76,0.69,0.72,0.74,0.71,0.69,0.75,0.66,0.7,0.73,0.71,0.62,0.7,0.72,0.75,0.72,0.7,0.66,0.58,0.7,0.65,0.66,0.68,0.71,0.66,0.72,0.65,0.74,0.73,0.67,0.7,0.64,0.76,0.7,0.67,0.74,0.72,0.67,0.66,0.59,0.59,0.77,0.54,0.67,0.7,0.72,0.69,0.73,0.66,0.7,0.67,0.66,0.74,0.79,0.64,0.64,0.65,0.72,0.62,0.65,0.65,0.65,0.55,0.65,0.63,0.57,0.64,0.7,0.59,0.64,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/13/2021,0.67,0.65,0.91,0.0,0.97,0.82,0.84,0.8,0.83,0.84,0.78,0.66,0.79,0.8,0.68,0.82,0.75,0.78,0.75,0.8,0.85,0.81,0.68,0.69,0.68,0.66,0.83,0.66,0.78,0.78,0.71,0.67,0.78,0.82,0.68,0.75,0.75,0.68,0.76,0.71,0.7,0.74,0.79,1.01,0.77,0.73,0.79,0.77,0.76,0.72,0.66,0.74,0.58,0.76,0.75,0.78,0.74,0.69,0.75,0.77,0.74,0.77,0.78,0.73,0.73,0.63,0.75,0.61,0.58,0.76,0.67,0.72,0.74,0.72,0.7,0.74,0.66,0.72,0.71,0.72,0.64,0.72,0.71,0.72,0.7,0.72,0.67,0.61,0.71,0.65,0.68,0.71,0.72,0.65,0.71,0.65,0.74,0.75,0.71,0.7,0.62,0.75,0.67,0.68,0.73,0.71,0.68,0.65,0.59,0.59,0.75,0.53,0.68,0.72,0.7,0.69,0.72,0.68,0.7,0.68,0.66,0.73,0.76,0.68,0.64,0.66,0.72,0.64,0.68,0.67,0.7,0.58,0.64,0.6,0.58,0.68,0.8,0.62,0.6,0.0,0.0,0.0,0.26,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/16/2021,0.68,0.65,0.9,0.0,0.99,0.83,0.83,0.78,0.81,0.83,0.83,0.66,0.78,0.84,0.68,0.8,0.75,0.78,0.74,0.77,0.85,0.8,0.68,0.69,0.66,0.66,0.82,0.66,0.77,0.79,0.72,0.68,0.79,0.81,0.69,0.77,0.75,0.66,0.76,0.69,0.7,0.73,0.78,0.99,0.78,0.75,0.81,0.78,0.77,0.73,0.66,0.73,0.58,0.75,0.74,0.78,0.76,0.69,0.75,0.77,0.76,0.79,0.79,0.75,0.73,0.62,0.75,0.61,0.57,0.76,0.66,0.72,0.76,0.72,0.71,0.73,0.66,0.73,0.71,0.72,0.65,0.72,0.73,0.72,0.71,0.72,0.67,0.6,0.71,0.64,0.67,0.71,0.71,0.64,0.71,0.65,0.73,0.76,0.7,0.69,0.63,0.74,0.66,0.67,0.73,0.71,0.69,0.66,0.58,0.59,0.75,0.52,0.68,0.72,0.69,0.69,0.71,0.68,0.69,0.69,0.65,0.73,0.76,0.68,0.63,0.66,0.71,0.64,0.68,0.67,0.7,0.57,0.62,0.62,0.57,0.67,0.84,0.6,0.59,0.0,0.0,0.0,0.26,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/17/2021,0.68,0.65,0.9,0.0,0.99,0.83,0.83,0.78,0.81,0.83,0.83,0.66,0.78,0.84,0.68,0.8,0.75,0.78,0.74,0.77,0.85,0.8,0.68,0.69,0.66,0.66,0.82,0.66,0.77,0.79,0.72,0.68,0.79,0.81,0.69,0.77,0.75,0.66,0.76,0.69,0.7,0.73,0.78,0.99,0.78,0.75,0.81,0.78,0.77,0.73,0.66,0.73,0.58,0.75,0.74,0.78,0.76,0.69,0.75,0.77,0.76,0.79,0.79,0.75,0.73,0.62,0.75,0.61,0.57,0.76,0.66,0.72,0.76,0.72,0.71,0.73,0.66,0.73,0.71,0.72,0.65,0.72,0.73,0.72,0.71,0.72,0.67,0.6,0.71,0.64,0.67,0.71,0.71,0.64,0.71,0.65,0.73,0.76,0.7,0.69,0.63,0.74,0.66,0.67,0.73,0.71,0.69,0.66,0.58,0.59,0.75,0.52,0.68,0.72,0.69,0.69,0.71,0.68,0.69,0.69,0.65,0.73,0.76,0.68,0.63,0.66,0.71,0.64,0.68,0.67,0.7,0.57,0.62,0.62,0.57,0.67,0.84,0.6,0.59,0.0,0.0,0.0,0.26,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/18/2021,0.65,0.62,0.9,0.0,0.98,0.84,0.82,0.79,0.81,0.84,0.83,0.64,0.79,0.83,0.67,0.81,0.74,0.79,0.75,0.77,0.86,0.8,0.68,0.68,0.66,0.67,0.82,0.66,0.79,0.8,0.72,0.67,0.79,0.82,0.69,0.78,0.75,0.65,0.76,0.69,0.7,0.73,0.78,0.99,0.77,0.76,0.81,0.79,0.77,0.74,0.67,0.74,0.57,0.76,0.74,0.78,0.76,0.7,0.76,0.77,0.75,0.78,0.78,0.75,0.73,0.63,0.75,0.6,0.56,0.76,0.65,0.72,0.76,0.72,0.71,0.74,0.65,0.73,0.72,0.72,0.64,0.72,0.74,0.72,0.71,0.71,0.67,0.57,0.71,0.64,0.67,0.71,0.72,0.64,0.72,0.64,0.74,0.75,0.71,0.7,0.63,0.75,0.67,0.67,0.74,0.72,0.69,0.66,0.58,0.58,0.76,0.51,0.68,0.73,0.7,0.7,0.71,0.68,0.7,0.68,0.65,0.74,0.76,0.68,0.63,0.66,0.72,0.64,0.68,0.68,0.7,0.56,0.6,0.61,0.57,0.67,0.85,0.6,0.6,0.0,0.0,0.0,0.26,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/19/2021,0.65,0.62,0.9,0.0,0.98,0.84,0.82,0.79,0.81,0.84,0.83,0.64,0.79,0.83,0.67,0.81,0.74,0.79,0.75,0.77,0.86,0.8,0.68,0.68,0.66,0.67,0.82,0.66,0.79,0.8,0.72,0.67,0.79,0.82,0.69,0.78,0.75,0.65,0.76,0.69,0.7,0.73,0.78,0.99,0.77,0.76,0.81,0.79,0.77,0.74,0.67,0.74,0.57,0.76,0.74,0.78,0.76,0.7,0.76,0.77,0.75,0.78,0.78,0.75,0.73,0.63,0.75,0.6,0.56,0.76,0.65,0.72,0.76,0.72,0.71,0.74,0.65,0.73,0.72,0.72,0.64,0.72,0.74,0.72,0.71,0.71,0.67,0.57,0.71,0.64,0.67,0.71,0.72,0.64,0.72,0.64,0.74,0.75,0.71,0.7,0.63,0.75,0.67,0.67,0.74,0.72,0.69,0.66,0.58,0.58,0.76,0.51,0.68,0.73,0.7,0.7,0.71,0.68,0.7,0.68,0.65,0.74,0.76,0.68,0.63,0.66,0.72,0.64,0.68,0.68,0.7,0.56,0.6,0.61,0.57,0.67,0.85,0.6,0.6,0.0,0.0,0.0,0.26,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/20/2021,0.63,0.6,0.92,0.0,1.0,0.84,0.84,0.8,0.81,0.85,0.84,0.62,0.8,0.83,0.66,0.82,0.76,0.8,0.76,0.78,0.87,0.81,0.7,0.68,0.64,0.68,0.82,0.67,0.79,0.81,0.72,0.65,0.8,0.82,0.67,0.77,0.77,0.65,0.77,0.71,0.71,0.73,0.78,0.95,0.77,0.77,0.82,0.8,0.78,0.74,0.68,0.74,0.55,0.76,0.76,0.78,0.77,0.7,0.77,0.77,0.74,0.77,0.77,0.75,0.73,0.62,0.76,0.59,0.54,0.77,0.65,0.73,0.76,0.73,0.71,0.75,0.65,0.72,0.73,0.72,0.62,0.72,0.74,0.72,0.72,0.71,0.66,0.54,0.72,0.62,0.67,0.71,0.73,0.64,0.72,0.64,0.75,0.74,0.71,0.7,0.63,0.76,0.67,0.67,0.74,0.73,0.69,0.66,0.57,0.57,0.77,0.51,0.68,0.71,0.71,0.7,0.71,0.67,0.69,0.68,0.66,0.74,0.76,0.67,0.63,0.66,0.73,0.64,0.67,0.68,0.67,0.55,0.6,0.58,0.56,0.65,0.84,0.6,0.6,0.0,0.0,0.0,0.26,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/23/2021,0.58,0.57,0.96,0.0,0.99,0.82,0.86,0.82,0.81,0.86,0.87,0.59,0.8,0.8,0.65,0.83,0.77,0.78,0.75,0.82,0.89,0.86,0.7,0.66,0.62,0.7,0.85,0.67,0.82,0.82,0.7,0.64,0.83,0.84,0.64,0.75,0.78,0.63,0.8,0.7,0.69,0.76,0.84,0.92,0.75,0.76,0.85,0.81,0.8,0.74,0.66,0.74,0.55,0.79,0.77,0.77,0.75,0.73,0.79,0.77,0.75,0.78,0.78,0.76,0.73,0.62,0.77,0.56,0.52,0.79,0.65,0.74,0.77,0.76,0.68,0.75,0.66,0.71,0.74,0.73,0.59,0.71,0.72,0.73,0.74,0.7,0.63,0.52,0.74,0.61,0.67,0.73,0.73,0.63,0.73,0.61,0.77,0.7,0.7,0.71,0.64,0.77,0.67,0.67,0.77,0.75,0.67,0.64,0.54,0.55,0.79,0.49,0.68,0.7,0.72,0.72,0.71,0.66,0.7,0.67,0.67,0.73,0.78,0.65,0.61,0.65,0.76,0.63,0.65,0.66,0.63,0.53,0.59,0.57,0.55,0.59,0.81,0.59,0.59,0.0,0.0,0.0,0.31,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/24/2021,0.58,0.57,0.96,0.0,0.99,0.82,0.86,0.82,0.81,0.86,0.87,0.59,0.8,0.8,0.65,0.83,0.77,0.78,0.75,0.82,0.89,0.86,0.7,0.66,0.62,0.7,0.85,0.67,0.82,0.82,0.7,0.64,0.83,0.84,0.64,0.75,0.78,0.63,0.8,0.7,0.69,0.76,0.84,0.92,0.75,0.76,0.85,0.81,0.8,0.74,0.66,0.74,0.55,0.79,0.77,0.77,0.75,0.73,0.79,0.77,0.75,0.78,0.78,0.76,0.73,0.62,0.77,0.56,0.52,0.79,0.65,0.74,0.77,0.76,0.68,0.75,0.66,0.71,0.74,0.73,0.59,0.71,0.72,0.73,0.74,0.7,0.63,0.52,0.74,0.61,0.67,0.73,0.73,0.63,0.73,0.61,0.77,0.7,0.7,0.71,0.64,0.77,0.67,0.67,0.77,0.75,0.67,0.64,0.54,0.55,0.79,0.49,0.68,0.7,0.72,0.72,0.71,0.66,0.7,0.67,0.67,0.73,0.78,0.65,0.61,0.65,0.76,0.63,0.65,0.66,0.63,0.53,0.59,0.57,0.55,0.59,0.81,0.59,0.59,0.0,0.0,0.0,0.31,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,0.57,0.57,0.96,0.0,1.01,0.83,0.86,0.81,0.82,0.87,0.86,0.58,0.79,0.79,0.64,0.84,0.77,0.78,0.75,0.85,0.87,0.86,0.7,0.67,0.61,0.7,0.82,0.67,0.83,0.82,0.71,0.63,0.83,0.83,0.64,0.76,0.79,0.62,0.8,0.7,0.68,0.75,0.85,0.94,0.76,0.77,0.86,0.81,0.8,0.74,0.66,0.74,0.55,0.79,0.76,0.77,0.76,0.74,0.79,0.77,0.75,0.78,0.77,0.76,0.73,0.62,0.77,0.55,0.52,0.79,0.65,0.74,0.76,0.76,0.68,0.74,0.66,0.71,0.73,0.73,0.6,0.71,0.72,0.73,0.74,0.7,0.63,0.52,0.74,0.62,0.68,0.72,0.72,0.63,0.74,0.61,0.77,0.71,0.7,0.71,0.64,0.78,0.65,0.67,0.77,0.76,0.66,0.65,0.53,0.54,0.79,0.49,0.68,0.7,0.72,0.7,0.71,0.66,0.7,0.68,0.67,0.74,0.78,0.65,0.6,0.64,0.77,0.63,0.65,0.65,0.65,0.54,0.58,0.59,0.54,0.59,0.8,0.58,0.59,0.0,0.0,0.0,0.31,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/26/2021,0.6,0.6,0.95,0.0,1.02,0.82,0.84,0.8,0.81,0.85,0.86,0.61,0.78,0.8,0.66,0.85,0.75,0.77,0.75,0.85,0.87,0.84,0.69,0.68,0.61,0.7,0.82,0.67,0.82,0.82,0.7,0.65,0.83,0.83,0.67,0.75,0.77,0.64,0.79,0.71,0.68,0.74,0.84,0.97,0.76,0.77,0.83,0.8,0.79,0.73,0.65,0.74,0.57,0.77,0.76,0.78,0.75,0.73,0.78,0.77,0.75,0.78,0.77,0.76,0.72,0.62,0.77,0.58,0.54,0.78,0.66,0.74,0.77,0.75,0.69,0.74,0.66,0.71,0.73,0.72,0.6,0.72,0.71,0.72,0.73,0.7,0.65,0.55,0.73,0.62,0.67,0.72,0.72,0.64,0.72,0.62,0.76,0.71,0.7,0.71,0.63,0.75,0.65,0.68,0.76,0.74,0.66,0.65,0.55,0.56,0.78,0.52,0.68,0.7,0.71,0.69,0.7,0.67,0.69,0.69,0.65,0.73,0.77,0.66,0.61,0.65,0.76,0.63,0.66,0.65,0.66,0.55,0.59,0.61,0.54,0.61,0.82,0.58,0.6,0.0,0.0,0.0,0.32,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/27/2021,0.62,0.61,0.93,0.0,1.03,0.83,0.82,0.8,0.82,0.84,0.86,0.62,0.77,0.81,0.67,0.85,0.75,0.78,0.75,0.86,0.86,0.82,0.68,0.69,0.61,0.7,0.8,0.68,0.81,0.82,0.71,0.65,0.82,0.83,0.7,0.76,0.75,0.64,0.77,0.71,0.68,0.75,0.83,0.97,0.76,0.76,0.82,0.8,0.78,0.72,0.65,0.74,0.58,0.76,0.76,0.77,0.75,0.72,0.77,0.77,0.76,0.77,0.77,0.74,0.72,0.62,0.76,0.6,0.55,0.76,0.66,0.75,0.77,0.75,0.69,0.74,0.66,0.72,0.72,0.72,0.6,0.73,0.7,0.71,0.72,0.7,0.66,0.57,0.73,0.64,0.67,0.71,0.71,0.64,0.72,0.62,0.74,0.71,0.71,0.7,0.64,0.74,0.65,0.67,0.75,0.73,0.66,0.65,0.56,0.58,0.77,0.55,0.68,0.71,0.7,0.67,0.69,0.67,0.69,0.69,0.64,0.71,0.76,0.67,0.64,0.65,0.75,0.64,0.66,0.65,0.67,0.58,0.61,0.63,0.55,0.62,0.83,0.58,0.59,0.0,0.0,0.0,0.32,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
08/30/2021,0.81,0.79,0.82,0.0,0.78,0.78,0.78,0.79,0.77,0.78,0.77,0.74,0.76,0.76,0.74,0.76,0.75,0.74,0.76,0.76,0.75,0.75,0.75,0.74,0.74,0.74,0.75,0.74,0.75,0.74,0.73,0.73,0.74,0.74,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.73,0.73,0.72,0.73,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.71,0.73,0.73,0.74,0.73,0.72,0.73,0.72,0.72,0.73,0.73,0.72,0.71,0.71,0.72,0.7,0.71,0.73,0.71,0.72,0.72,0.71,0.72,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.71,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.69,0.7,0.71,0.7,0.71,0.7,0.7,0.7,0.69,0.7,0.7,0.7,0.69,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.68,0.68,0.68,0.69,0.68,0.67,0.68,0.67,0.68,0.67,0.67,0.67,0.67,0.66,0.67,0.66,0.66,0.66,0.65,0.66,0.26,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,0.61,0.6,0.94,0.0,1.02,0.83,0.82,0.8,0.83,0.84,0.85,0.62,0.77,0.82,0.66,0.87,0.75,0.78,0.75,0.86,0.87,0.83,0.68,0.69,0.61,0.71,0.81,0.68,0.82,0.82,0.71,0.65,0.83,0.83,0.72,0.75,0.74,0.63,0.77,0.72,0.68,0.75,0.83,0.98,0.76,0.76,0.82,0.81,0.79,0.72,0.65,0.75,0.57,0.76,0.78,0.78,0.76,0.71,0.77,0.77,0.77,0.78,0.78,0.74,0.71,0.6,0.76,0.59,0.54,0.75,0.64,0.67,0.79,0.75,0.69,0.74,0.66,0.72,0.72,0.71,0.6,0.73,0.71,0.7,0.72,0.71,0.66,0.56,0.73,0.64,0.67,0.71,0.71,0.63,0.71,0.61,0.75,0.7,0.71,0.71,0.64,0.75,0.64,0.67,0.75,0.73,0.65,0.65,0.56,0.58,0.78,0.56,0.69,0.71,0.69,0.65,0.68,0.67,0.71,0.69,0.63,0.7,0.76,0.66,0.63,0.65,0.75,0.63,0.67,0.65,0.66,0.57,0.61,0.69,0.56,0.61,0.8,0.57,0.58,0.0,0.0,0.0,0.33,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/01/2021,0.64,0.63,0.94,0.0,1.01,0.83,0.79,0.79,0.82,0.83,0.84,0.64,0.77,0.83,0.67,0.87,0.73,0.78,0.75,0.85,0.86,0.83,0.68,0.7,0.64,0.7,0.81,0.67,0.81,0.82,0.72,0.66,0.82,0.82,0.74,0.75,0.74,0.64,0.76,0.72,0.68,0.75,0.82,0.99,0.76,0.77,0.81,0.8,0.78,0.71,0.64,0.74,0.58,0.75,0.76,0.79,0.75,0.71,0.77,0.77,0.77,0.77,0.77,0.73,0.71,0.6,0.75,0.61,0.55,0.74,0.65,0.64,0.8,0.75,0.69,0.73,0.66,0.73,0.71,0.71,0.6,0.75,0.71,0.71,0.71,0.71,0.68,0.59,0.73,0.65,0.67,0.71,0.71,0.63,0.71,0.62,0.74,0.71,0.71,0.71,0.63,0.74,0.64,0.67,0.74,0.72,0.65,0.65,0.57,0.59,0.76,0.56,0.69,0.71,0.68,0.64,0.68,0.68,0.71,0.69,0.63,0.7,0.75,0.67,0.63,0.65,0.73,0.64,0.67,0.65,0.67,0.58,0.61,0.71,0.55,0.64,0.8,0.56,0.59,0.0,0.0,0.0,0.33,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/02/2021,0.64,0.63,0.94,0.0,1.01,0.83,0.79,0.79,0.82,0.83,0.84,0.64,0.77,0.83,0.67,0.87,0.73,0.78,0.75,0.85,0.86,0.83,0.68,0.7,0.64,0.7,0.81,0.67,0.81,0.82,0.72,0.66,0.82,0.82,0.74,0.75,0.74,0.64,0.76,0.72,0.68,0.75,0.82,0.99,0.76,0.77,0.81,0.8,0.78,0.71,0.64,0.74,0.58,0.75,0.76,0.79,0.75,0.71,0.77,0.77,0.77,0.77,0.77,0.73,0.71,0.6,0.75,0.61,0.55,0.74,0.65,0.64,0.8,0.75,0.69,0.73,0.66,0.73,0.71,0.71,0.6,0.75,0.71,0.71,0.71,0.71,0.68,0.59,0.73,0.65,0.67,0.71,0.71,0.63,0.71,0.62,0.74,0.71,0.71,0.71,0.63,0.74,0.64,0.67,0.74,0.72,0.65,0.65,0.57,0.59,0.76,0.56,0.69,0.71,0.68,0.64,0.68,0.68,0.71,0.69,0.63,0.7,0.75,0.67,0.63,0.65,0.73,0.64,0.67,0.65,0.67,0.58,0.61,0.71,0.55,0.64,0.8,0.56,0.59,0.0,0.0,0.0,0.33,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/03/2021,0.64,0.62,0.95,0.0,1.03,0.83,0.79,0.8,0.83,0.84,0.85,0.63,0.77,0.83,0.67,0.87,0.72,0.77,0.76,0.86,0.88,0.84,0.68,0.69,0.65,0.71,0.82,0.68,0.82,0.84,0.71,0.66,0.83,0.83,0.73,0.75,0.75,0.63,0.77,0.71,0.68,0.75,0.84,1.0,0.75,0.79,0.82,0.81,0.79,0.71,0.64,0.74,0.56,0.76,0.77,0.79,0.75,0.71,0.77,0.78,0.76,0.77,0.76,0.73,0.71,0.6,0.76,0.6,0.55,0.75,0.65,0.64,0.8,0.74,0.68,0.74,0.64,0.71,0.71,0.71,0.6,0.74,0.71,0.71,0.71,0.7,0.67,0.59,0.72,0.65,0.67,0.71,0.72,0.63,0.71,0.61,0.74,0.69,0.71,0.71,0.63,0.74,0.64,0.67,0.75,0.72,0.65,0.65,0.56,0.58,0.76,0.56,0.68,0.71,0.68,0.64,0.68,0.66,0.72,0.68,0.62,0.69,0.76,0.66,0.61,0.65,0.72,0.64,0.67,0.65,0.67,0.56,0.59,0.7,0.56,0.64,0.81,0.56,0.58,0.0,0.0,0.0,0.33,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/06/2021,0.63,0.61,0.94,0.0,1.04,0.84,0.79,0.8,0.83,0.84,0.86,0.6,0.78,0.81,0.65,0.85,0.72,0.78,0.75,0.87,0.89,0.84,0.69,0.68,0.67,0.72,0.82,0.68,0.82,0.84,0.72,0.65,0.84,0.81,0.69,0.73,0.76,0.62,0.8,0.7,0.68,0.75,0.85,1.01,0.75,0.78,0.83,0.82,0.8,0.7,0.64,0.75,0.56,0.76,0.77,0.78,0.75,0.71,0.77,0.77,0.76,0.77,0.76,0.72,0.72,0.6,0.76,0.59,0.55,0.75,0.66,0.64,0.79,0.74,0.67,0.73,0.65,0.7,0.72,0.71,0.6,0.74,0.71,0.73,0.73,0.69,0.65,0.6,0.72,0.66,0.67,0.71,0.71,0.64,0.73,0.61,0.75,0.71,0.71,0.72,0.64,0.75,0.64,0.66,0.76,0.73,0.64,0.64,0.55,0.56,0.77,0.57,0.68,0.7,0.69,0.64,0.69,0.65,0.72,0.67,0.64,0.7,0.77,0.64,0.62,0.64,0.74,0.65,0.66,0.65,0.66,0.56,0.6,0.7,0.57,0.63,0.78,0.57,0.59,0.0,0.0,0.0,0.39,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
