,JPM,MSFT,JNJ,WMT,UNH,V,HD,PG,CMCSA,KO,ORCL,ABT,PEP,AVGO,MRK,ACN,TXN,MCD,NKE,MDT,COST,HON,UPS,QCOM,UNP,BMY,NEE,LOW,RTX,SBUX,BLK,CAT,TGT,LMT,SYK,SPGI,ADP,PNC,CME,CB,CSX,SHW,ATVI,ITW,CL,MMC,BDX,APD,MCO,ECL,NOC,ADI,WM,ETN,EMR,GD,KLAC,ROP,LHX,BK,TEL,TT,TROW,PPG,MCHP,SYY,ALL,TRV,AFL,XEL,CMI,ADM,GLW,CTAS,PAYX,HPQ,DFS,IFF,SWK,RSG,VFC,ROK,MCK,STT,NUE,FAST,AMP,BBY,WEC,AJG,AWK,ES,HRL,WST,HSY,BF.B,GWW,ABC,CLX,MKC,KR,DOV,EXPD,TSCO,CHD,CINF,ALB,GPC,CE,BR,AVY,RJF,CMS,JBHT,MKTX,POOL,EMN,IEX,STE,WHR,BRO,SJM,LNT,PKG,WRB,SNA,LII,HAS,WSM,CHRW,WLK,NDSN,GGG,ATO,FDS,GL,RPM,SMG,TTC,CBOE,WTRG,JKHY,AFG,RS,HUBB,CSL,MORN,RHI,AOS,ATR,AIZ,LAD,ERIE,SEIC,CBSH,SCI,GNTX,RGA,PII,CASY,ITT,RGLD,CHE,DCI,RNR,CHDN,LECO,HEI,HRC,FFIN,PB,THO,SON,MAN,MSA,LFUS,PRI,BOKF,PRGO,EVR,RBC,ASH,LANC,THG,RLI,UMBF,SLGN,ENSG,HOMB,CBU,KWR,BCPC,FELE,AIT,SXT,FUL,NSP,CNS,GATX,WOR,PTBL.TA,WDFC,HI,1379.T,SAR.AX,DDS,n/a,LIN,MMM,TFC,KMB,FITB,CAH,LNC,PNR,ALLE,UGI,ROL,HEI.A,CFR,RRX,MDU,INGR,OZK,WBS,WABC,SCL,SRCE,IBOC,MATW,THFF,NUS,MGRC,BANF,ATRI,CTBI,OGS,INDB,AEL,AUB,CPK,JJSF,SJW,LNN,TNC,HCSG,GRC,PLOW,HWKN,BMRC,UTMD,AXS,MA,CSCO,INTU,ANTM,GS,AON,HUM,APH,MSI,TSN,DTE,DGX,XYL,TPL,SSB,NFG,IDA,SUM
01/03/2022,3.56,5.03,3.45,1.69,3.53,2.63,3.58,2.97,1.92,1.71,1.28,1.87,1.86,1.89,0.0,1.9,1.49,1.53,1.79,1.2,2.0,1.18,1.21,1.7,1.3,1.01,1.43,1.46,0.0,1.08,1.09,0.89,1.01,0.69,0.67,0.92,0.82,0.7,0.67,0.66,0.66,0.68,0.38,0.56,0.54,0.7,0.57,0.53,0.53,0.46,0.44,0.82,0.52,0.54,0.44,0.37,0.52,0.41,0.36,0.37,0.42,0.0,0.38,0.31,0.37,0.3,0.27,0.31,0.29,0.28,0.25,0.29,0.24,0.31,0.32,0.39,0.27,0.3,0.24,0.23,0.2,0.33,0.28,0.27,0.27,0.29,0.28,0.2,0.23,0.28,0.26,0.24,0.1,0.27,0.22,0.11,0.18,0.15,0.17,0.18,0.19,0.2,0.17,0.22,0.19,0.14,0.26,0.15,0.14,0.16,0.14,0.15,0.14,0.13,0.11,0.19,0.12,0.14,0.18,0.11,0.13,0.12,0.12,0.1,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.12,0.1,0.1,0.15,0.07,0.1,0.05,0.09,0.12,0.09,0.09,0.07,0.08,0.09,0.1,0.06,0.11,0.09,0.07,0.08,0.07,0.04,0.05,0.06,0.09,0.07,0.05,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.09,0.05,0.06,0.05,0.05,0.04,0.04,0.06,0.05,0.0,0.04,0.04,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.39,0.82,0.67,0.37,0.24,0.11,0.1,0.1,0.09,0.07,0.06,0.06,0.06,0.09,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
01/03/2022,3.56,5.03,3.45,1.69,3.53,2.63,3.58,2.97,1.92,1.71,1.28,1.87,1.86,1.89,0.0,1.9,1.49,1.53,1.79,1.2,2.0,1.18,1.21,1.7,1.3,1.01,1.43,1.46,0.0,1.08,1.09,0.89,1.01,0.69,0.67,0.92,0.82,0.7,0.67,0.66,0.66,0.68,0.38,0.56,0.54,0.7,0.57,0.53,0.53,0.46,0.44,0.82,0.52,0.54,0.44,0.37,0.52,0.41,0.36,0.37,0.42,0.0,0.38,0.31,0.37,0.3,0.27,0.31,0.29,0.28,0.25,0.29,0.24,0.31,0.32,0.39,0.27,0.3,0.24,0.23,0.2,0.33,0.28,0.27,0.27,0.29,0.28,0.2,0.23,0.28,0.26,0.24,0.1,0.27,0.22,0.11,0.18,0.15,0.17,0.18,0.19,0.2,0.17,0.22,0.19,0.14,0.26,0.15,0.14,0.16,0.14,0.15,0.14,0.13,0.11,0.19,0.12,0.14,0.18,0.11,0.13,0.12,0.12,0.1,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.12,0.1,0.1,0.15,0.07,0.1,0.05,0.09,0.12,0.09,0.09,0.07,0.08,0.09,0.1,0.06,0.11,0.09,0.07,0.08,0.07,0.04,0.05,0.06,0.09,0.07,0.05,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.09,0.05,0.06,0.05,0.05,0.04,0.04,0.06,0.05,0.0,0.04,0.04,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.39,0.82,0.67,0.37,0.24,0.11,0.1,0.1,0.09,0.07,0.06,0.06,0.06,0.09,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
01/04/2022,3.56,5.03,3.45,1.69,3.53,2.63,3.58,2.97,1.92,1.71,1.28,1.87,1.86,1.89,0.0,1.9,1.49,1.53,1.79,1.2,2.0,1.18,1.21,1.7,1.3,1.01,1.43,1.46,0.0,1.08,1.09,0.89,1.01,0.69,0.67,0.92,0.82,0.7,0.67,0.66,0.66,0.68,0.38,0.56,0.54,0.7,0.57,0.53,0.53,0.46,0.44,0.82,0.52,0.54,0.44,0.37,0.52,0.41,0.36,0.37,0.42,0.0,0.38,0.31,0.37,0.3,0.27,0.31,0.29,0.28,0.25,0.29,0.24,0.31,0.32,0.39,0.27,0.3,0.24,0.23,0.2,0.33,0.28,0.27,0.27,0.29,0.28,0.2,0.23,0.28,0.26,0.24,0.1,0.27,0.22,0.11,0.18,0.15,0.17,0.18,0.19,0.2,0.17,0.22,0.19,0.14,0.26,0.15,0.14,0.16,0.14,0.15,0.14,0.13,0.11,0.19,0.12,0.14,0.18,0.11,0.13,0.12,0.12,0.1,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.12,0.1,0.1,0.15,0.07,0.1,0.05,0.09,0.12,0.09,0.09,0.07,0.08,0.09,0.1,0.06,0.11,0.09,0.07,0.08,0.07,0.04,0.05,0.06,0.09,0.07,0.05,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.09,0.05,0.06,0.05,0.05,0.04,0.04,0.06,0.05,0.0,0.04,0.04,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.39,0.82,0.67,0.37,0.24,0.11,0.1,0.1,0.09,0.07,0.06,0.06,0.06,0.09,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
01/05/2022,3.56,5.03,3.45,1.69,3.53,2.63,3.58,2.97,1.92,1.71,1.28,1.87,1.86,1.89,0.0,1.9,1.49,1.53,1.79,1.2,2.0,1.18,1.21,1.7,1.3,1.01,1.43,1.46,0.0,1.08,1.09,0.89,1.01,0.69,0.67,0.92,0.82,0.7,0.67,0.66,0.66,0.68,0.38,0.56,0.54,0.7,0.57,0.53,0.53,0.46,0.44,0.82,0.52,0.54,0.44,0.37,0.52,0.41,0.36,0.37,0.42,0.0,0.38,0.31,0.37,0.3,0.27,0.31,0.29,0.28,0.25,0.29,0.24,0.31,0.32,0.39,0.27,0.3,0.24,0.23,0.2,0.33,0.28,0.27,0.27,0.29,0.28,0.2,0.23,0.28,0.26,0.24,0.1,0.27,0.22,0.11,0.18,0.15,0.17,0.18,0.19,0.2,0.17,0.22,0.19,0.14,0.26,0.15,0.14,0.16,0.14,0.15,0.14,0.13,0.11,0.19,0.12,0.14,0.18,0.11,0.13,0.12,0.12,0.1,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.12,0.1,0.1,0.15,0.07,0.1,0.05,0.09,0.12,0.09,0.09,0.07,0.08,0.09,0.1,0.06,0.11,0.09,0.07,0.08,0.07,0.04,0.05,0.06,0.09,0.07,0.05,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.09,0.05,0.06,0.05,0.05,0.04,0.04,0.06,0.05,0.0,0.04,0.04,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.39,0.82,0.67,0.37,0.24,0.11,0.1,0.1,0.09,0.07,0.06,0.06,0.06,0.09,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
01/06/2022,3.56,5.03,3.45,1.69,3.53,2.63,3.58,2.97,1.92,1.71,1.28,1.87,1.86,1.89,0.0,1.9,1.49,1.53,1.79,1.2,2.0,1.18,1.21,1.7,1.3,1.01,1.43,1.46,0.0,1.08,1.09,0.89,1.01,0.69,0.67,0.92,0.82,0.7,0.67,0.66,0.66,0.68,0.38,0.56,0.54,0.7,0.57,0.53,0.53,0.46,0.44,0.82,0.52,0.54,0.44,0.37,0.52,0.41,0.36,0.37,0.42,0.0,0.38,0.31,0.37,0.3,0.27,0.31,0.29,0.28,0.25,0.29,0.24,0.31,0.32,0.39,0.27,0.3,0.24,0.23,0.2,0.33,0.28,0.27,0.27,0.29,0.28,0.2,0.23,0.28,0.26,0.24,0.1,0.27,0.22,0.11,0.18,0.15,0.17,0.18,0.19,0.2,0.17,0.22,0.19,0.14,0.26,0.15,0.14,0.16,0.14,0.15,0.14,0.13,0.11,0.19,0.12,0.14,0.18,0.11,0.13,0.12,0.12,0.1,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.12,0.1,0.1,0.15,0.07,0.1,0.05,0.09,0.12,0.09,0.09,0.07,0.08,0.09,0.1,0.06,0.11,0.09,0.07,0.08,0.07,0.04,0.05,0.06,0.09,0.07,0.05,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.09,0.05,0.06,0.05,0.05,0.04,0.04,0.06,0.05,0.0,0.04,0.04,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.39,0.82,0.67,0.37,0.24,0.11,0.1,0.1,0.09,0.07,0.06,0.06,0.06,0.09,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
01/07/2022,3.56,5.03,3.45,1.69,3.53,2.63,3.58,2.97,1.92,1.71,1.28,1.87,1.86,1.89,0.0,1.9,1.49,1.53,1.79,1.2,2.0,1.18,1.21,1.7,1.3,1.01,1.43,1.46,0.0,1.08,1.09,0.89,1.01,0.69,0.67,0.92,0.82,0.7,0.67,0.66,0.66,0.68,0.38,0.56,0.54,0.7,0.57,0.53,0.53,0.46,0.44,0.82,0.52,0.54,0.44,0.37,0.52,0.41,0.36,0.37,0.42,0.0,0.38,0.31,0.37,0.3,0.27,0.31,0.29,0.28,0.25,0.29,0.24,0.31,0.32,0.39,0.27,0.3,0.24,0.23,0.2,0.33,0.28,0.27,0.27,0.29,0.28,0.2,0.23,0.28,0.26,0.24,0.1,0.27,0.22,0.11,0.18,0.15,0.17,0.18,0.19,0.2,0.17,0.22,0.19,0.14,0.26,0.15,0.14,0.16,0.14,0.15,0.14,0.13,0.11,0.19,0.12,0.14,0.18,0.11,0.13,0.12,0.12,0.1,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.12,0.1,0.1,0.15,0.07,0.1,0.05,0.09,0.12,0.09,0.09,0.07,0.08,0.09,0.1,0.06,0.11,0.09,0.07,0.08,0.07,0.04,0.05,0.06,0.09,0.07,0.05,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.09,0.05,0.06,0.05,0.05,0.04,0.04,0.06,0.05,0.0,0.04,0.04,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.39,0.82,0.67,0.37,0.24,0.11,0.1,0.1,0.09,0.07,0.06,0.06,0.06,0.09,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
01/10/2022,3.56,5.03,3.45,1.69,3.53,2.63,3.58,2.97,1.92,1.71,1.28,1.87,1.86,1.89,0.0,1.9,1.49,1.53,1.79,1.2,2.0,1.18,1.21,1.7,1.3,1.01,1.43,1.46,0.0,1.08,1.09,0.89,1.01,0.69,0.67,0.92,0.82,0.7,0.67,0.66,0.66,0.68,0.38,0.56,0.54,0.7,0.57,0.53,0.53,0.46,0.44,0.82,0.52,0.54,0.44,0.37,0.52,0.41,0.36,0.37,0.42,0.0,0.38,0.31,0.37,0.3,0.27,0.31,0.29,0.28,0.25,0.29,0.24,0.31,0.32,0.39,0.27,0.3,0.24,0.23,0.2,0.33,0.28,0.27,0.27,0.29,0.28,0.2,0.23,0.28,0.26,0.24,0.1,0.27,0.22,0.11,0.18,0.15,0.17,0.18,0.19,0.2,0.17,0.22,0.19,0.14,0.26,0.15,0.14,0.16,0.14,0.15,0.14,0.13,0.11,0.19,0.12,0.14,0.18,0.11,0.13,0.12,0.12,0.1,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.12,0.1,0.1,0.15,0.07,0.1,0.05,0.09,0.12,0.09,0.09,0.07,0.08,0.09,0.1,0.06,0.11,0.09,0.07,0.08,0.07,0.04,0.05,0.06,0.09,0.07,0.05,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.09,0.05,0.06,0.05,0.05,0.04,0.04,0.06,0.05,0.0,0.04,0.04,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.39,0.82,0.67,0.37,0.24,0.11,0.1,0.1,0.09,0.07,0.06,0.06,0.06,0.09,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
01/11/2022,3.56,5.03,3.45,1.69,3.53,2.63,3.58,2.97,1.92,1.71,1.28,1.87,1.86,1.89,0.0,1.9,1.49,1.53,1.79,1.2,2.0,1.18,1.21,1.7,1.3,1.01,1.43,1.46,0.0,1.08,1.09,0.89,1.01,0.69,0.67,0.92,0.82,0.7,0.67,0.66,0.66,0.68,0.38,0.56,0.54,0.7,0.57,0.53,0.53,0.46,0.44,0.82,0.52,0.54,0.44,0.37,0.52,0.41,0.36,0.37,0.42,0.0,0.38,0.31,0.37,0.3,0.27,0.31,0.29,0.28,0.25,0.29,0.24,0.31,0.32,0.39,0.27,0.3,0.24,0.23,0.2,0.33,0.28,0.27,0.27,0.29,0.28,0.2,0.23,0.28,0.26,0.24,0.1,0.27,0.22,0.11,0.18,0.15,0.17,0.18,0.19,0.2,0.17,0.22,0.19,0.14,0.26,0.15,0.14,0.16,0.14,0.15,0.14,0.13,0.11,0.19,0.12,0.14,0.18,0.11,0.13,0.12,0.12,0.1,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.12,0.1,0.1,0.15,0.07,0.1,0.05,0.09,0.12,0.09,0.09,0.07,0.08,0.09,0.1,0.06,0.11,0.09,0.07,0.08,0.07,0.04,0.05,0.06,0.09,0.07,0.05,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.09,0.05,0.06,0.05,0.05,0.04,0.04,0.06,0.05,0.0,0.04,0.04,0.0,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.39,0.82,0.67,0.37,0.24,0.11,0.1,0.1,0.09,0.07,0.06,0.06,0.06,0.09,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
01/12/2022,3.74,4.96,3.55,1.76,3.6,2.83,3.26,2.89,1.94,1.8,1.33,1.89,1.85,1.79,0.0,1.88,1.43,1.51,1.74,1.33,1.79,1.26,1.28,1.23,1.31,1.08,1.38,1.37,0.0,1.03,1.11,0.92,1.06,0.68,0.74,0.94,0.79,0.74,0.65,0.71,0.68,0.64,0.5,0.54,0.54,0.7,0.57,0.55,0.54,0.46,0.44,0.77,0.51,0.54,0.48,0.39,0.47,0.42,0.39,0.39,0.4,0.0,0.4,0.31,0.32,0.32,0.3,0.33,0.28,0.28,0.28,0.3,0.22,0.31,0.33,0.33,0.28,0.3,0.24,0.23,0.2,0.31,0.27,0.3,0.27,0.27,0.29,0.23,0.23,0.28,0.26,0.24,0.1,0.26,0.21,0.1,0.17,0.15,0.17,0.16,0.18,0.2,0.17,0.21,0.18,0.15,0.24,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.13,0.17,0.12,0.14,0.19,0.11,0.12,0.11,0.12,0.11,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.11,0.1,0.1,0.14,0.07,0.09,0.05,0.08,0.12,0.09,0.1,0.07,0.08,0.09,0.1,0.06,0.11,0.08,0.07,0.08,0.08,0.04,0.06,0.06,0.1,0.07,0.07,0.05,0.06,0.07,0.05,0.06,0.06,0.06,0.07,0.07,0.06,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.05,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.37,0.85,0.7,0.36,0.25,0.11,0.11,0.1,0.1,0.07,0.07,0.06,0.06,0.09,0.05,0.05,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.67
01/13/2022,3.74,4.96,3.55,1.76,3.6,2.83,3.26,2.89,1.94,1.8,1.33,1.89,1.85,1.79,0.0,1.88,1.43,1.51,1.74,1.33,1.79,1.26,1.28,1.23,1.31,1.08,1.38,1.37,0.0,1.03,1.11,0.92,1.06,0.68,0.74,0.94,0.79,0.74,0.65,0.71,0.68,0.64,0.5,0.54,0.54,0.7,0.57,0.55,0.54,0.46,0.44,0.77,0.51,0.54,0.48,0.39,0.47,0.42,0.39,0.39,0.4,0.0,0.4,0.31,0.32,0.32,0.3,0.33,0.28,0.28,0.28,0.3,0.22,0.31,0.33,0.33,0.28,0.3,0.24,0.23,0.2,0.31,0.27,0.3,0.27,0.27,0.29,0.23,0.23,0.28,0.26,0.24,0.1,0.26,0.21,0.1,0.17,0.15,0.17,0.16,0.18,0.2,0.17,0.21,0.18,0.15,0.24,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.13,0.17,0.12,0.14,0.19,0.11,0.12,0.11,0.12,0.11,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.11,0.1,0.1,0.14,0.07,0.09,0.05,0.08,0.12,0.09,0.1,0.07,0.08,0.09,0.1,0.06,0.11,0.08,0.07,0.08,0.08,0.04,0.06,0.06,0.1,0.07,0.07,0.05,0.06,0.07,0.05,0.06,0.06,0.06,0.07,0.07,0.06,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.05,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.37,0.85,0.7,0.36,0.25,0.11,0.11,0.1,0.1,0.07,0.07,0.06,0.06,0.09,0.05,0.05,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.67
01/14/2022,3.74,4.96,3.55,1.76,3.6,2.83,3.26,2.89,1.94,1.8,1.33,1.89,1.85,1.79,0.0,1.88,1.43,1.51,1.74,1.33,1.79,1.26,1.28,1.23,1.31,1.08,1.38,1.37,0.0,1.03,1.11,0.92,1.06,0.68,0.74,0.94,0.79,0.74,0.65,0.71,0.68,0.64,0.5,0.54,0.54,0.7,0.57,0.55,0.54,0.46,0.44,0.77,0.51,0.54,0.48,0.39,0.47,0.42,0.39,0.39,0.4,0.0,0.4,0.31,0.32,0.32,0.3,0.33,0.28,0.28,0.28,0.3,0.22,0.31,0.33,0.33,0.28,0.3,0.24,0.23,0.2,0.31,0.27,0.3,0.27,0.27,0.29,0.23,0.23,0.28,0.26,0.24,0.1,0.26,0.21,0.1,0.17,0.15,0.17,0.16,0.18,0.2,0.17,0.21,0.18,0.15,0.24,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.13,0.17,0.12,0.14,0.19,0.11,0.12,0.11,0.12,0.11,0.09,0.09,0.09,0.1,0.12,0.11,0.0,0.11,0.1,0.1,0.14,0.07,0.09,0.05,0.08,0.12,0.09,0.1,0.07,0.08,0.09,0.1,0.06,0.11,0.08,0.07,0.08,0.08,0.04,0.06,0.06,0.1,0.07,0.07,0.05,0.06,0.07,0.05,0.06,0.06,0.06,0.07,0.07,0.06,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.05,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.37,0.85,0.7,0.36,0.25,0.11,0.11,0.1,0.1,0.07,0.07,0.06,0.06,0.09,0.05,0.05,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.67
