,KO,PEP,PG,PM,MDLZ,SBUX,MCD,MO,GIS,MNST,CL,HSY,ADM,KDP,EQIX,SYY,KHC,CMG,STZ,BF.B,ZTS,K,TSN,CAG,BLL,MKC,SJM,YUM,XTSLA,HRL,CPB,CLX,IFF,CHD,LW,CCK,YUMC,TAP,POST,BG,KMB,SAM,BYND,DAR,ELAN,INGR,FRPT,HAIN,BERY,USFD,GPK,CHG.BK,LANC,COLD,AGCO,ECL,MIDD,PFGC,THS,FLO,SON,SMPL,SMG,BF.A,DRI,NEOG,PRMW.TO,HLF,BGS,CELH,JJSF,SAFM,CASY,BCPC,SXT,COKE,COTY,DPZ,ENR,AMCR,MED,JBT,WEN,SLGN,SEE,PKG,WING,MAT,FIZZ,OI,HELE,PBH,SFM,MOS,TWNK,EXLS,SHAK,CNNE,CORE,JACK,BRBR,TXRH,JBSS,UNFI,CBRL,CAKE,MGPI,EPC,NWL,CALM,UVV,CVGW,WW,PPC,PRGO,WDFC,FDP,ATR,VGR,TR,SEB,BJRI,JEF,ACCO,USD,127.HK,n/a,BISXX,DOUG WI,DOUG,SUM
07/23/2021,11.57,10.52,7.74,4.79,4.68,4.56,4.39,3.88,3.03,2.81,2.2,1.92,1.7,1.72,1.65,1.41,1.45,1.44,1.35,1.23,1.31,1.24,1.18,1.16,1.22,1.14,1.01,0.82,0.88,0.71,0.61,0.62,0.57,0.61,0.55,0.57,0.53,0.46,0.44,0.41,0.45,0.4,0.31,0.36,0.32,0.27,0.25,0.25,0.24,0.22,0.2,0.0,0.2,0.21,0.17,0.19,0.19,0.17,0.18,0.17,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,100.0
07/26/2021,11.7,10.46,7.7,4.87,4.64,4.62,4.42,3.88,2.98,2.79,2.18,1.9,1.7,1.7,1.63,1.42,1.44,1.6,1.35,1.23,1.29,1.21,1.18,1.14,1.19,1.11,0.98,0.83,0.88,0.7,0.6,0.61,0.58,0.59,0.55,0.56,0.53,0.46,0.44,0.42,0.44,0.4,0.31,0.37,0.32,0.27,0.25,0.25,0.24,0.22,0.2,0.0,0.2,0.2,0.18,0.19,0.19,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,100.01999999999995
07/27/2021,11.69,10.47,7.63,4.91,4.63,4.76,4.47,3.86,2.97,2.79,2.18,1.89,1.68,1.71,1.63,1.39,1.42,1.64,1.34,1.21,1.31,1.2,1.17,1.13,1.18,1.1,0.98,0.85,0.88,0.69,0.6,0.62,0.58,0.59,0.54,0.55,0.54,0.46,0.43,0.41,0.44,0.4,0.3,0.36,0.32,0.27,0.25,0.25,0.24,0.21,0.2,0.0,0.2,0.2,0.17,0.19,0.19,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,99.94999999999996
07/28/2021,11.68,10.49,7.65,4.91,4.66,4.83,4.5,3.85,2.97,2.85,2.19,1.89,1.68,1.71,1.64,1.4,1.42,1.65,1.33,1.21,1.31,1.2,1.17,1.12,1.14,1.1,0.98,0.86,0.87,0.69,0.6,0.63,0.58,0.6,0.54,0.53,0.53,0.45,0.43,0.41,0.44,0.29,0.3,0.35,0.32,0.26,0.25,0.25,0.24,0.21,0.2,0.0,0.2,0.2,0.17,0.19,0.19,0.16,0.18,0.17,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,99.96
07/29/2021,11.67,10.46,7.67,4.93,4.65,4.83,4.51,3.86,2.96,2.84,2.21,1.87,1.69,1.71,1.63,1.4,1.43,1.63,1.33,1.21,1.29,1.2,1.17,1.12,1.16,1.1,0.98,0.86,0.93,0.69,0.59,0.63,0.58,0.6,0.55,0.55,0.52,0.45,0.43,0.41,0.43,0.31,0.29,0.36,0.32,0.27,0.25,0.25,0.24,0.21,0.2,0.0,0.2,0.2,0.17,0.19,0.19,0.17,0.18,0.17,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.04999999999998
07/30/2021,11.68,10.49,7.68,4.96,4.66,4.82,4.54,3.86,2.96,2.81,2.2,1.88,1.7,1.68,1.65,1.4,1.42,1.65,1.33,1.21,1.3,1.2,1.17,1.11,1.16,1.1,0.99,0.87,0.93,0.7,0.59,0.62,0.58,0.6,0.47,0.54,0.49,0.45,0.43,0.41,0.44,0.3,0.29,0.35,0.32,0.27,0.24,0.25,0.24,0.22,0.22,0.0,0.2,0.19,0.17,0.19,0.19,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,100.0
08/02/2021,11.7,10.48,7.65,5.01,4.55,4.7,4.53,3.95,2.95,2.8,2.2,1.88,1.73,1.66,1.55,1.44,1.42,1.67,1.33,1.2,1.32,1.2,1.18,1.1,1.16,1.09,0.99,0.91,0.94,0.69,0.59,0.62,0.59,0.6,0.48,0.55,0.5,0.45,0.42,0.44,0.44,0.3,0.29,0.36,0.32,0.27,0.23,0.25,0.24,0.22,0.22,0.0,0.2,0.2,0.18,0.19,0.19,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,100.0
08/03/2021,11.71,10.5,7.81,5.01,4.55,4.67,4.51,3.91,2.95,2.8,2.09,1.89,1.73,1.67,1.62,1.42,1.4,1.68,1.33,1.2,1.31,1.2,1.17,1.1,1.16,1.09,0.99,0.92,0.94,0.68,0.59,0.61,0.59,0.6,0.48,0.55,0.5,0.44,0.42,0.43,0.44,0.3,0.29,0.36,0.32,0.27,0.23,0.25,0.24,0.22,0.22,0.0,0.2,0.2,0.18,0.19,0.2,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,11.71,10.5,7.81,5.01,4.55,4.67,4.51,3.91,2.95,2.8,2.09,1.89,1.73,1.67,1.62,1.42,1.4,1.68,1.33,1.2,1.31,1.2,1.17,1.1,1.16,1.09,0.99,0.92,0.94,0.68,0.59,0.61,0.59,0.6,0.48,0.55,0.5,0.44,0.42,0.43,0.44,0.3,0.29,0.36,0.32,0.27,0.23,0.25,0.24,0.22,0.22,0.0,0.2,0.2,0.18,0.19,0.2,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,11.71,10.5,7.81,5.01,4.55,4.67,4.51,3.91,2.95,2.8,2.09,1.89,1.73,1.67,1.62,1.42,1.4,1.68,1.33,1.2,1.31,1.2,1.17,1.1,1.16,1.09,0.99,0.92,0.94,0.68,0.59,0.61,0.59,0.6,0.48,0.55,0.5,0.44,0.42,0.43,0.44,0.3,0.29,0.36,0.32,0.27,0.23,0.25,0.24,0.22,0.22,0.0,0.2,0.2,0.18,0.19,0.2,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,100.01
08/06/2021,11.72,10.51,7.92,5.04,4.57,4.6,4.41,3.9,2.98,2.77,2.1,1.91,1.74,1.66,1.62,1.4,1.42,1.71,1.31,1.2,1.32,1.21,1.18,1.09,1.16,1.08,1.0,0.94,0.94,0.68,0.58,0.56,0.59,0.59,0.48,0.55,0.5,0.45,0.42,0.43,0.44,0.29,0.29,0.37,0.33,0.27,0.22,0.25,0.24,0.21,0.22,0.0,0.2,0.2,0.19,0.19,0.2,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,100.03999999999998
08/09/2021,11.76,10.46,7.93,5.05,4.51,4.64,4.45,3.91,2.92,2.77,2.11,1.91,1.73,1.66,1.66,1.43,1.36,1.74,1.32,1.2,1.34,1.2,1.17,1.07,1.17,1.09,0.98,0.95,0.95,0.68,0.57,0.56,0.59,0.59,0.47,0.56,0.5,0.44,0.42,0.42,0.44,0.28,0.29,0.37,0.32,0.26,0.22,0.25,0.24,0.22,0.22,0.0,0.2,0.2,0.19,0.19,0.2,0.16,0.15,0.17,0.16,0.16,0.14,0.15,0.16,0.14,0.16,0.13,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,100.02
08/10/2021,11.75,10.43,7.84,5.02,4.49,4.63,4.43,3.89,2.93,2.91,2.09,1.91,1.77,1.65,1.63,1.43,1.37,1.72,1.31,1.2,1.32,1.21,1.18,1.08,1.23,1.09,0.97,0.95,0.95,0.68,0.57,0.56,0.6,0.58,0.47,0.56,0.5,0.45,0.45,0.43,0.43,0.28,0.29,0.38,0.32,0.26,0.22,0.25,0.24,0.22,0.22,0.0,0.2,0.19,0.19,0.19,0.2,0.16,0.15,0.17,0.16,0.16,0.14,0.15,0.16,0.14,0.15,0.13,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.1,0.11,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,99.98
08/11/2021,11.75,10.43,7.84,5.02,4.49,4.63,4.43,3.89,2.93,2.91,2.09,1.91,1.77,1.65,1.63,1.43,1.37,1.72,1.31,1.2,1.32,1.21,1.18,1.08,1.23,1.09,0.97,0.95,0.95,0.68,0.57,0.56,0.6,0.58,0.47,0.56,0.5,0.45,0.45,0.43,0.43,0.28,0.29,0.38,0.32,0.26,0.22,0.25,0.24,0.22,0.22,0.0,0.2,0.19,0.19,0.19,0.2,0.16,0.15,0.17,0.16,0.16,0.14,0.15,0.16,0.14,0.15,0.13,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.1,0.11,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,99.98
