,VCSH,PULS,CMBS,EMLC,VTV,SCHP,VCLT,TLH,BCI,SPHY,GQRE,NFRA,SHYG,VCIT,BAR,MXI,VYMI,SMMV,ACWV,VIGI,JEPI,BKNG,RYT,ABNB,DIS,SUSC,n/a,BA,WYNN,UBER,RCL,MA,MGM,SBUX,LDEM,SQ,GBTC,ETHE,TDV,IGSB,SCHY,VNQI,XLU,IGIB,SUM
11/01/2021,15.83,14.39,8.48,7.21,5.38,5.05,4.98,4.9,4.36,2.5,2.42,2.4,2.01,1.97,2.01,1.7,1.5,1.48,1.5,1.47,1.13,0.98,0.98,0.76,0.69,0.69,0.47,0.42,0.4,0.32,0.31,0.27,0.27,0.23,0.23,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/02/2021,15.86,14.42,8.49,7.2,5.38,5.05,4.99,4.91,4.33,2.51,2.41,2.39,2.01,1.98,1.99,1.69,1.49,1.48,1.5,1.46,1.13,0.98,0.99,0.76,0.69,0.69,0.47,0.42,0.4,0.32,0.31,0.27,0.27,0.21,0.23,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/03/2021,15.86,14.42,8.49,7.2,5.38,5.05,4.99,4.91,4.33,2.51,2.41,2.39,2.01,1.98,1.99,1.69,1.49,1.48,1.5,1.46,1.13,0.98,0.99,0.76,0.69,0.69,0.47,0.42,0.4,0.32,0.31,0.27,0.27,0.21,0.23,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/04/2021,15.86,14.42,8.49,7.2,5.38,5.05,4.99,4.91,4.33,2.51,2.41,2.39,2.01,1.98,1.99,1.69,1.49,1.48,1.5,1.46,1.13,0.98,0.99,0.76,0.69,0.69,0.47,0.42,0.4,0.32,0.31,0.27,0.27,0.21,0.23,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/05/2021,15.5,14.08,8.26,6.98,5.3,4.92,4.88,4.8,4.25,2.43,2.37,2.35,1.96,1.93,1.95,1.65,1.46,1.47,1.47,1.44,1.1,0.97,0.98,0.75,0.67,0.68,2.69,0.42,0.4,0.31,0.31,0.26,0.27,0.22,0.22,0.2,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/08/2021,15.5,14.07,8.27,6.98,5.3,4.94,4.89,4.8,4.18,2.44,2.38,2.34,1.96,1.93,1.96,1.66,1.46,1.49,1.48,1.45,1.1,0.96,0.99,0.78,0.67,0.68,2.61,0.42,0.4,0.32,0.32,0.27,0.26,0.22,0.22,0.2,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/09/2021,15.4,13.96,8.23,6.98,5.29,4.92,4.91,4.82,4.17,2.43,2.38,2.33,1.95,1.93,1.97,1.65,1.45,1.48,1.46,1.44,1.09,1.03,0.99,0.87,0.69,0.68,2.68,0.44,0.42,0.33,0.34,0.27,0.28,0.23,0.22,0.19,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/10/2021,15.4,13.96,8.23,6.98,5.29,4.92,4.91,4.82,4.17,2.43,2.38,2.33,1.95,1.93,1.97,1.65,1.45,1.48,1.46,1.44,1.09,1.03,0.99,0.87,0.69,0.68,2.68,0.44,0.42,0.33,0.34,0.27,0.28,0.23,0.22,0.19,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/11/2021,15.38,13.96,8.24,7.0,5.3,4.94,4.89,4.8,4.17,2.43,2.37,2.33,1.95,1.92,1.98,1.67,1.45,1.48,1.46,1.44,1.08,1.04,1.0,0.86,0.69,0.68,2.68,0.44,0.41,0.32,0.33,0.27,0.27,0.23,0.22,0.19,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/12/2021,15.38,13.96,8.24,7.0,5.3,4.94,4.89,4.8,4.17,2.43,2.37,2.33,1.95,1.92,1.98,1.67,1.45,1.48,1.46,1.44,1.08,1.04,1.0,0.86,0.69,0.68,2.68,0.44,0.41,0.32,0.33,0.27,0.27,0.23,0.22,0.19,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/15/2021,15.41,14.02,8.26,6.99,5.31,4.98,4.87,4.8,4.15,2.43,2.37,2.33,1.95,1.92,2.01,1.66,1.45,1.48,1.47,1.43,1.09,1.01,0.99,0.83,0.69,0.67,2.69,0.43,0.4,0.31,0.31,0.28,0.25,0.22,0.22,0.18,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.97
11/16/2021,15.53,14.15,8.3,7.06,5.36,5.02,4.9,4.83,4.24,2.46,2.4,2.34,1.97,1.93,2.04,1.71,1.47,1.5,1.49,1.45,1.1,0.99,1.01,0.84,0.65,0.68,1.85,0.44,0.41,0.31,0.31,0.28,0.25,0.22,0.23,0.18,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/17/2021,15.53,14.15,8.3,7.06,5.36,5.02,4.9,4.83,4.24,2.46,2.4,2.34,1.97,1.93,2.04,1.71,1.47,1.5,1.49,1.45,1.1,0.99,1.01,0.84,0.65,0.68,1.85,0.44,0.41,0.31,0.31,0.28,0.25,0.22,0.23,0.18,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/18/2021,15.6,14.22,8.34,7.07,5.41,5.04,4.85,4.8,4.27,2.46,2.42,2.36,1.98,1.94,2.06,1.71,1.47,1.51,1.5,1.46,1.12,0.96,1.02,0.91,0.63,0.68,1.41,0.47,0.43,0.31,0.31,0.29,0.26,0.22,0.23,0.19,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/19/2021,15.16,13.83,8.09,6.83,5.25,4.9,4.7,4.66,4.15,2.4,2.34,2.29,1.92,1.88,1.98,1.65,1.43,1.47,1.46,1.42,1.09,0.93,1.0,0.89,0.62,0.66,4.29,0.44,0.42,0.32,0.29,0.29,0.25,0.22,0.22,0.19,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/22/2021,15.16,13.83,8.09,6.83,5.25,4.9,4.7,4.66,4.15,2.4,2.34,2.29,1.92,1.88,1.98,1.65,1.43,1.47,1.46,1.42,1.09,0.93,1.0,0.89,0.62,0.66,4.29,0.44,0.42,0.32,0.29,0.29,0.25,0.22,0.22,0.19,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/23/2021,15.16,13.83,8.09,6.83,5.25,4.9,4.7,4.66,4.15,2.4,2.34,2.29,1.92,1.88,1.98,1.65,1.43,1.47,1.46,1.42,1.09,0.93,1.0,0.89,0.62,0.66,4.29,0.44,0.42,0.32,0.29,0.29,0.25,0.22,0.22,0.19,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/24/2021,15.22,13.87,8.13,6.79,5.17,4.92,4.8,4.75,4.11,2.4,2.35,2.27,1.93,1.9,1.99,1.64,1.41,1.45,1.46,1.42,1.08,0.91,1.0,0.84,0.6,0.67,4.3,0.42,0.39,0.31,0.28,0.27,0.24,0.22,0.22,0.18,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/25/2021,15.25,13.94,8.15,6.77,5.23,4.9,4.76,4.72,4.13,2.4,2.35,2.28,1.93,1.89,1.95,1.66,1.41,1.46,1.46,1.41,1.09,0.9,0.99,0.78,0.6,0.66,4.32,0.41,0.41,0.3,0.28,0.25,0.24,0.22,0.22,0.17,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
11/26/2021,15.26,13.95,8.12,6.75,5.28,4.89,4.71,4.67,4.19,2.4,2.37,2.29,1.93,1.89,1.94,1.67,1.42,1.46,1.46,1.41,1.09,0.92,0.99,0.77,0.59,0.66,4.33,0.41,0.4,0.3,0.28,0.26,0.23,0.22,0.22,0.17,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/29/2021,15.24,13.94,8.12,6.72,5.27,4.9,4.75,4.72,4.19,2.4,2.38,2.29,1.93,1.89,1.93,1.65,1.42,1.46,1.46,1.39,1.09,0.91,0.99,0.78,0.59,0.66,4.32,0.41,0.39,0.3,0.28,0.27,0.24,0.22,0.21,0.17,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/30/2021,15.36,14.02,8.23,6.72,5.19,4.95,4.84,4.83,4.07,2.39,2.33,2.26,1.93,1.91,1.94,1.62,1.38,1.43,1.45,1.38,1.09,0.85,0.0,0.75,0.58,0.67,4.35,0.39,0.37,0.29,0.24,0.26,0.23,0.22,0.21,0.17,0.05,0.05,0.98,0.0,0.0,0.0,0.0,0.0,99.98
12/01/2021,15.36,14.02,8.23,6.72,5.19,4.95,4.84,4.83,4.07,2.39,2.33,2.26,1.93,1.91,1.94,1.62,1.38,1.43,1.45,1.38,1.09,0.85,0.0,0.75,0.58,0.67,4.35,0.39,0.37,0.29,0.24,0.26,0.23,0.22,0.21,0.17,0.05,0.05,0.98,0.0,0.0,0.0,0.0,0.0,99.98
12/02/2021,15.36,14.02,8.23,6.72,5.19,4.95,4.84,4.83,4.07,2.39,2.33,2.26,1.93,1.91,1.94,1.62,1.38,1.43,1.45,1.38,1.09,0.85,0.0,0.75,0.58,0.67,4.35,0.39,0.37,0.29,0.24,0.26,0.23,0.22,0.21,0.17,0.05,0.05,0.98,0.0,0.0,0.0,0.0,0.0,99.98
12/06/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/07/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/08/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/09/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/10/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/13/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/14/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/15/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/16/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/17/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/20/2021,15.4,11.98,8.22,6.77,5.17,4.95,4.89,4.9,3.9,4.51,2.35,2.25,1.94,1.92,1.93,1.63,1.4,1.42,1.45,1.39,1.08,0.86,0.0,0.74,0.58,0.67,4.25,0.4,0.36,0.27,0.25,0.25,0.23,0.22,0.21,0.15,0.05,0.05,0.99,0.0,0.0,0.0,0.0,0.0,99.98
12/21/2021,15.65,12.28,8.43,6.94,5.44,5.01,4.99,5.0,4.04,4.63,2.43,2.32,1.99,1.98,2.01,1.68,1.46,1.48,1.51,1.44,1.14,0.9,0.0,0.71,0.6,0.69,1.78,0.39,0.37,0.29,0.26,0.28,0.24,0.22,0.21,0.14,0.04,0.0,1.02,0.0,0.0,0.0,0.0,0.0,99.99
12/22/2021,15.65,12.28,8.43,6.94,5.44,5.01,4.99,5.0,4.04,4.63,2.43,2.32,1.99,1.98,2.01,1.68,1.46,1.48,1.51,1.44,1.14,0.9,0.0,0.71,0.6,0.69,1.78,0.39,0.37,0.29,0.26,0.28,0.24,0.22,0.21,0.14,0.04,0.0,1.02,0.0,0.0,0.0,0.0,0.0,99.99
12/23/2021,15.8,12.4,8.52,7.02,5.43,5.05,5.0,5.03,4.04,4.67,2.43,2.33,2.01,2.0,2.02,1.67,1.44,1.49,1.52,1.36,1.14,0.9,0.0,0.71,0.6,0.69,1.27,0.39,0.36,0.29,0.27,0.28,0.24,0.22,0.21,0.13,0.04,0.0,1.02,0.0,0.0,0.0,0.0,0.0,99.98999999999998
12/24/2021,15.87,12.46,8.56,7.09,5.53,5.09,5.05,5.04,3.43,4.71,2.47,2.36,2.03,2.0,2.03,1.7,1.46,1.51,1.53,1.38,1.15,0.97,0.0,0.75,0.62,0.7,0.88,0.41,0.39,0.31,0.28,0.29,0.26,0.23,0.21,0.14,0.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,99.99
12/27/2021,15.22,11.99,8.21,6.9,5.38,4.9,4.84,4.84,3.37,4.56,2.39,2.29,1.96,1.91,1.98,1.66,1.43,1.47,1.48,1.34,1.12,0.95,0.0,0.75,0.61,0.67,4.22,0.4,0.39,0.31,0.28,0.29,0.25,0.22,0.21,0.13,0.05,0.0,1.03,0.0,0.0,0.0,0.0,0.0,100.0
12/28/2021,15.22,11.99,8.21,6.9,5.38,4.9,4.84,4.84,3.37,4.56,2.39,2.29,1.96,1.91,1.98,1.66,1.43,1.47,1.48,1.34,1.12,0.95,0.0,0.75,0.61,0.67,4.22,0.4,0.39,0.31,0.28,0.29,0.25,0.22,0.21,0.13,0.05,0.0,1.03,0.0,0.0,0.0,0.0,0.0,100.0
12/29/2021,15.22,11.99,8.21,6.9,5.38,4.9,4.84,4.84,3.37,4.56,2.39,2.29,1.96,1.91,1.98,1.66,1.43,1.47,1.48,1.34,1.12,0.95,0.0,0.75,0.61,0.67,4.22,0.4,0.39,0.31,0.28,0.29,0.25,0.22,0.21,0.13,0.05,0.0,1.03,0.0,0.0,0.0,0.0,0.0,100.0
12/30/2021,15.2,11.96,8.18,6.89,5.39,4.9,4.85,4.82,3.41,4.55,2.42,2.3,1.95,1.91,1.98,1.67,1.44,1.48,1.49,1.35,1.13,0.95,0.0,0.75,0.6,0.67,4.21,0.4,0.38,0.31,0.28,0.28,0.25,0.23,0.21,0.13,0.05,0.0,1.04,0.0,0.0,0.0,0.0,0.0,100.00999999999998
12/31/2021,15.2,11.97,8.19,6.86,5.4,4.9,4.84,4.82,3.4,4.56,2.43,2.3,1.95,1.91,1.97,1.67,1.44,1.48,1.5,1.35,1.13,0.94,0.0,0.74,0.61,0.67,4.22,0.41,0.38,0.3,0.28,0.29,0.24,0.23,0.2,0.13,0.04,0.0,1.04,0.0,0.0,0.0,0.0,0.0,99.99
01/03/2022,15.1,0.0,8.11,6.77,5.37,4.9,4.79,0.0,3.36,6.46,0.0,0.0,0.0,6.67,1.97,1.66,0.0,1.47,1.49,0.0,1.11,0.94,0.0,0.73,0.61,0.67,4.96,0.4,0.37,0.3,0.27,0.28,0.25,0.23,0.2,0.13,0.04,0.0,1.03,11.87,2.77,2.41,2.3,0.0,99.99
01/03/2022,15.1,0.0,8.11,6.77,5.37,4.9,4.79,0.0,3.36,6.46,0.0,0.0,0.0,6.67,1.97,1.66,0.0,1.47,1.49,0.0,1.11,0.94,0.0,0.73,0.61,0.67,4.96,0.4,0.37,0.3,0.27,0.28,0.25,0.23,0.2,0.13,0.04,0.0,1.03,11.87,2.77,2.41,2.3,0.0,99.99
01/03/2022,15.1,0.0,8.11,6.77,5.37,4.9,4.79,0.0,3.36,6.46,0.0,0.0,0.0,6.67,1.97,1.66,0.0,1.47,1.49,0.0,1.11,0.94,0.0,0.73,0.61,0.67,4.96,0.4,0.37,0.3,0.27,0.28,0.25,0.23,0.2,0.13,0.04,0.0,1.03,11.87,2.77,2.41,2.3,0.0,99.99
01/04/2022,15.1,0.0,8.11,6.77,5.37,4.9,4.79,0.0,3.36,6.46,0.0,0.0,0.0,6.67,1.97,1.66,0.0,1.47,1.49,0.0,1.11,0.94,0.0,0.73,0.61,0.67,4.96,0.4,0.37,0.3,0.27,0.28,0.25,0.23,0.2,0.13,0.04,0.0,1.03,11.87,2.77,2.41,2.3,0.0,99.99
01/05/2022,15.1,0.0,8.11,6.77,5.37,4.9,4.79,0.0,3.36,6.46,0.0,0.0,0.0,6.67,1.97,1.66,0.0,1.47,1.49,0.0,1.11,0.94,0.0,0.73,0.61,0.67,4.96,0.4,0.37,0.3,0.27,0.28,0.25,0.23,0.2,0.13,0.04,0.0,1.03,11.87,2.77,2.41,2.3,0.0,99.99
01/06/2022,15.1,0.0,8.11,6.77,5.37,4.9,4.79,0.0,3.36,6.46,0.0,0.0,0.0,6.67,1.97,1.66,0.0,1.47,1.49,0.0,1.11,0.94,0.0,0.73,0.61,0.67,4.96,0.4,0.37,0.3,0.27,0.28,0.25,0.23,0.2,0.13,0.04,0.0,1.03,11.87,2.77,2.41,2.3,0.0,99.99
01/07/2022,15.23,0.0,8.15,6.79,5.51,4.89,4.75,0.0,3.42,6.52,0.0,0.0,0.0,6.7,1.99,1.7,0.0,1.49,1.49,0.0,1.13,0.98,0.0,0.75,0.62,0.67,4.08,0.42,0.38,0.32,0.29,0.3,0.25,0.23,0.21,0.12,0.04,0.0,1.04,11.99,2.81,2.45,2.3,0.0,100.01
01/10/2022,15.5,0.0,8.28,6.92,5.6,4.94,4.82,0.0,3.51,6.6,0.0,0.0,0.0,6.79,2.0,1.72,0.0,1.49,1.51,0.0,1.14,0.98,0.0,0.71,0.64,0.68,2.77,0.43,0.38,0.31,0.28,0.3,0.25,0.23,0.21,0.12,0.04,0.0,1.04,12.19,2.86,2.47,2.32,0.0,100.03000000000002
01/11/2022,15.48,0.0,8.26,6.95,5.63,4.93,4.78,0.0,3.52,6.58,0.0,0.0,0.0,6.77,2.01,1.73,0.0,1.48,1.5,0.0,1.14,0.99,0.0,0.74,0.64,0.67,2.77,0.44,0.38,0.3,0.3,0.3,0.25,0.22,0.21,0.11,0.04,0.0,1.03,12.18,2.88,2.47,2.34,0.0,100.02
01/12/2022,15.48,0.0,8.26,6.95,5.63,4.93,4.78,0.0,3.52,6.58,0.0,0.0,0.0,6.77,2.01,1.73,0.0,1.48,1.5,0.0,1.14,0.99,0.0,0.74,0.64,0.67,2.77,0.44,0.38,0.3,0.3,0.3,0.25,0.22,0.21,0.11,0.04,0.0,1.03,12.18,2.88,2.47,2.34,0.0,100.02
01/13/2022,15.49,0.0,8.28,6.94,5.63,4.94,4.79,0.0,3.51,6.6,0.0,0.0,0.0,6.77,2.02,1.72,0.0,1.49,1.5,0.0,1.14,0.98,0.0,0.72,0.64,0.67,2.78,0.42,0.37,0.31,0.29,0.3,0.25,0.21,0.21,0.12,0.04,0.0,1.03,12.19,2.87,2.46,2.33,0.0,100.01
01/14/2022,15.43,0.0,8.26,6.95,5.64,4.95,4.79,0.0,3.56,6.58,0.0,0.0,0.0,6.75,2.03,1.74,0.0,1.49,1.5,0.0,1.14,1.0,0.0,0.75,0.64,0.67,2.76,0.44,0.38,0.32,0.3,0.3,0.25,0.21,0.21,0.12,0.04,0.0,1.03,12.14,2.89,2.47,2.29,0.0,100.02000000000002
01/17/2022,15.43,0.0,8.27,6.99,5.63,4.92,4.8,0.0,3.55,6.58,0.0,0.0,0.0,6.76,2.03,1.76,0.0,1.47,1.49,0.0,1.13,0.99,0.0,0.74,0.63,0.67,2.76,0.45,0.37,0.31,0.3,0.3,0.25,0.21,0.22,0.11,0.04,0.0,1.02,12.14,2.91,2.46,2.31,0.0,100.0
01/18/2022,15.44,0.0,8.27,6.99,5.63,4.91,4.75,0.0,3.6,6.59,0.0,0.0,0.0,6.74,2.03,1.75,0.0,1.47,1.49,0.0,1.13,0.99,0.0,0.73,0.61,0.67,2.77,0.46,0.41,0.3,0.31,0.3,0.25,0.2,0.22,0.11,0.04,0.0,1.02,12.14,2.92,2.47,2.3,0.0,100.01000000000002
01/19/2022,15.44,0.0,8.27,6.99,5.63,4.91,4.75,0.0,3.6,6.59,0.0,0.0,0.0,6.74,2.03,1.75,0.0,1.47,1.49,0.0,1.13,0.99,0.0,0.73,0.61,0.67,2.77,0.46,0.41,0.3,0.31,0.3,0.25,0.2,0.22,0.11,0.04,0.0,1.02,12.14,2.92,2.47,2.3,0.0,100.01000000000002
01/20/2022,15.44,0.0,8.27,6.99,5.63,4.91,4.75,0.0,3.6,6.59,0.0,0.0,0.0,6.74,2.03,1.75,0.0,1.47,1.49,0.0,1.13,0.99,0.0,0.73,0.61,0.67,2.77,0.46,0.41,0.3,0.31,0.3,0.25,0.2,0.22,0.11,0.04,0.0,1.02,12.14,2.92,2.47,2.3,0.0,100.01000000000002
01/21/2022,15.51,0.0,8.29,6.96,5.6,4.92,4.72,0.0,3.64,6.61,0.0,0.0,0.0,6.74,2.04,1.74,0.0,1.46,1.49,0.0,1.13,0.97,0.0,0.69,0.62,0.67,2.79,0.46,0.41,0.28,0.3,0.3,0.25,0.2,0.21,0.11,0.03,0.0,1.01,12.19,2.92,2.45,2.29,0.0,100.0
