,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,NVDA,TSLA,PYPL,ADBE,HD,V,NFLX,CRM,MA,TMO,UNH,JNJ,PG,QCOM,ABBV,INTU,AVGO,NKE,AMAT,ABT,DHR,CMCSA,AMD,LLY,NOW,ACN,UPS,CHTR,SPGI,LOW,MRK,COST,TXN,LRCX,BLK,LIN,PEP,ORCL,DE,TGT,SBUX,ISRG,BMY,KO,UNP,AMGN,MCD,ZTS,ADSK,AMT,NEE,REGN,TMUS,IDXX,TWTR,CAT,VRTX,DG,CCI,KLAC,FDX,MSCI,SHW,EBAY,CMG,FISV,ALGN,ATVI,MCO,LMT,EQIX,SNPS,DXCM,SYK,EL,ADP,CDNS,CSX,EW,PGR,RMD,CL,ICE,XLNX,MMC,BKNG,ILMN,FTNT,MNST,MTD,A,FCX,ANSS,IQV,HUM,NSC,SIVB,ALXN,APD,VRSK,MCHP,APTV,CPRT,ITW,NEM,ORLY,TROW,AON,BIIB,INFO,WST,GNRC,ROP,ADI,APH,LHX,ENPH,CARR,ETSY,ODFL,ECL,SBAC,EMR,DOW,URI,FAST,CTAS,EA,QRVO,WM,TSCO,TDG,ZBRA,TER,TRMB,ANET,PH,TT,PSA,TTWO,ALB,AZO,TYL,PAYC,CTLT,CRL,ROK,POOL,PAYX,CTSH,DPZ,DHI,MKTX,FRC,PKI,OTIS,BLL,KMB,MSI,TEL,MXIM,KEYS,MPWR,SWKS,PTC,CLX,AME,EFX,YUM,CMI,ABMD,BIO,AWK,GLW,EXPD,CHD,FMC,NDAQ,KSU,HLT,HOLX,BBY,HES,WAT,GRMN,AJG,AKAM,CZR,GWW,IT,STE,CDW,EXR,J,HSY,MRNA,4970.T,CERN,XYL,n/a,LWB.WA,ULTA,TECH,MTCH,BRO,SUM
08/16/2021,11.58,10.82,7.02,4.31,4.09,3.91,2.46,2.76,1.6,1.5,1.27,1.16,1.12,1.19,1.07,1.06,0.99,0.92,0.83,0.82,0.75,0.73,0.67,0.69,0.59,0.64,0.67,0.59,0.64,0.63,0.57,0.57,0.49,0.53,0.52,0.48,0.46,0.52,0.45,0.41,0.45,0.46,0.45,0.45,0.45,0.42,0.39,0.41,0.39,0.38,0.36,0.33,0.35,0.34,0.36,0.32,0.35,0.32,0.29,0.29,0.26,0.28,0.25,0.28,0.25,0.25,0.21,0.26,0.25,0.22,0.26,0.22,0.25,0.19,0.22,0.2,0.21,0.22,0.24,0.21,0.21,0.22,0.21,0.2,0.2,0.18,0.2,0.17,0.18,0.18,0.19,0.17,0.18,0.2,0.18,0.18,0.17,0.17,0.16,0.15,0.14,0.15,0.17,0.0,0.14,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.15,0.16,0.14,0.14,0.16,0.13,0.13,0.13,0.14,0.13,0.12,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.06,0.0,0.34,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,98.51
08/17/2021,11.56,10.9,6.97,4.3,4.1,3.89,2.49,2.73,1.59,1.5,1.25,1.17,1.13,1.2,1.06,1.06,1.0,0.92,0.83,0.83,0.75,0.73,0.67,0.69,0.59,0.64,0.67,0.59,0.66,0.63,0.57,0.57,0.49,0.53,0.53,0.47,0.46,0.52,0.45,0.41,0.45,0.46,0.45,0.45,0.45,0.42,0.39,0.41,0.39,0.38,0.36,0.33,0.35,0.35,0.36,0.32,0.35,0.32,0.29,0.28,0.26,0.28,0.25,0.28,0.25,0.25,0.21,0.26,0.25,0.24,0.26,0.22,0.25,0.19,0.22,0.2,0.21,0.22,0.23,0.21,0.21,0.22,0.21,0.2,0.2,0.18,0.2,0.17,0.18,0.18,0.19,0.17,0.19,0.21,0.18,0.18,0.17,0.17,0.16,0.15,0.14,0.15,0.17,0.0,0.14,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.15,0.16,0.14,0.14,0.16,0.13,0.13,0.13,0.14,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.14,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.07,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.0,0.34,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,98.54
08/18/2021,11.56,10.9,6.97,4.3,4.1,3.89,2.49,2.73,1.59,1.5,1.25,1.17,1.13,1.2,1.06,1.06,1.0,0.92,0.83,0.83,0.75,0.73,0.67,0.69,0.59,0.64,0.67,0.59,0.66,0.63,0.57,0.57,0.49,0.53,0.53,0.47,0.46,0.52,0.45,0.41,0.45,0.46,0.45,0.45,0.45,0.42,0.39,0.41,0.39,0.38,0.36,0.33,0.35,0.35,0.36,0.32,0.35,0.32,0.29,0.28,0.26,0.28,0.25,0.28,0.25,0.25,0.21,0.26,0.25,0.24,0.26,0.22,0.25,0.19,0.22,0.2,0.21,0.22,0.23,0.21,0.21,0.22,0.21,0.2,0.2,0.18,0.2,0.17,0.18,0.18,0.19,0.17,0.19,0.21,0.18,0.18,0.17,0.17,0.16,0.15,0.14,0.15,0.17,0.0,0.14,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.15,0.16,0.14,0.14,0.16,0.13,0.13,0.13,0.14,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.14,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.07,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.0,0.34,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,98.54
08/19/2021,11.66,10.92,6.96,4.32,4.09,3.89,2.45,2.6,1.61,1.5,1.26,1.17,1.13,1.18,1.06,1.07,1.01,0.92,0.83,0.82,0.76,0.73,0.67,0.69,0.59,0.64,0.68,0.59,0.64,0.65,0.56,0.57,0.49,0.53,0.53,0.48,0.47,0.52,0.46,0.41,0.45,0.46,0.45,0.45,0.44,0.42,0.39,0.41,0.39,0.38,0.36,0.33,0.35,0.35,0.36,0.32,0.35,0.32,0.28,0.28,0.25,0.27,0.24,0.28,0.25,0.25,0.22,0.26,0.25,0.24,0.26,0.22,0.24,0.19,0.22,0.2,0.21,0.22,0.24,0.21,0.21,0.22,0.21,0.2,0.2,0.18,0.2,0.17,0.18,0.17,0.19,0.16,0.19,0.2,0.18,0.18,0.17,0.16,0.16,0.15,0.14,0.15,0.17,0.0,0.14,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.15,0.16,0.14,0.14,0.16,0.13,0.13,0.13,0.14,0.13,0.11,0.15,0.12,0.13,0.12,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.09,0.13,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.07,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.0,0.06,0.07,0.06,0.06,0.05,0.05,0.0,0.33,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,98.45000000000002
08/20/2021,11.69,10.95,6.89,4.26,4.08,3.88,2.41,2.55,1.58,1.5,1.22,1.18,1.14,1.18,1.07,1.09,1.03,0.94,0.84,0.81,0.78,0.73,0.66,0.69,0.59,0.65,0.69,0.59,0.65,0.66,0.57,0.58,0.5,0.54,0.53,0.45,0.48,0.53,0.45,0.41,0.45,0.46,0.45,0.45,0.44,0.41,0.39,0.42,0.4,0.39,0.36,0.33,0.36,0.36,0.35,0.33,0.35,0.34,0.28,0.29,0.25,0.27,0.26,0.27,0.25,0.25,0.22,0.26,0.25,0.23,0.26,0.23,0.24,0.19,0.22,0.2,0.21,0.22,0.24,0.21,0.21,0.22,0.21,0.2,0.21,0.18,0.2,0.18,0.18,0.17,0.19,0.16,0.19,0.2,0.18,0.18,0.18,0.16,0.15,0.16,0.14,0.15,0.16,0.0,0.14,0.16,0.14,0.14,0.14,0.15,0.13,0.14,0.14,0.16,0.14,0.14,0.16,0.12,0.14,0.13,0.14,0.14,0.11,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.09,0.12,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.07,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.0,0.06,0.07,0.06,0.06,0.06,0.05,0.0,0.35,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,98.43
08/23/2021,11.47,11.14,6.81,4.24,4.07,3.89,2.46,2.59,1.58,1.52,1.23,1.17,1.2,1.22,1.06,1.08,1.05,0.94,0.85,0.79,0.77,0.74,0.66,0.67,0.59,0.66,0.69,0.59,0.63,0.65,0.58,0.58,0.49,0.54,0.52,0.51,0.48,0.53,0.45,0.41,0.45,0.47,0.46,0.44,0.42,0.4,0.39,0.43,0.4,0.38,0.36,0.32,0.35,0.36,0.36,0.33,0.36,0.34,0.28,0.29,0.25,0.26,0.25,0.27,0.26,0.25,0.21,0.25,0.25,0.23,0.26,0.23,0.24,0.19,0.22,0.2,0.22,0.24,0.24,0.21,0.21,0.22,0.21,0.2,0.21,0.18,0.21,0.17,0.18,0.18,0.19,0.16,0.17,0.2,0.18,0.18,0.18,0.15,0.16,0.16,0.14,0.15,0.16,0.0,0.14,0.16,0.14,0.14,0.14,0.15,0.12,0.14,0.14,0.16,0.14,0.14,0.16,0.12,0.13,0.13,0.14,0.13,0.11,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.09,0.12,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.08,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.0,0.06,0.07,0.06,0.06,0.06,0.0,0.05,0.33,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,98.46
08/24/2021,11.47,11.31,6.76,4.25,4.08,3.89,2.56,2.59,1.58,1.52,1.24,1.16,1.2,1.22,1.04,1.08,1.04,0.93,0.84,0.79,0.77,0.74,0.65,0.67,0.58,0.65,0.68,0.59,0.63,0.65,0.58,0.58,0.48,0.54,0.52,0.52,0.47,0.53,0.44,0.4,0.45,0.47,0.45,0.44,0.41,0.41,0.39,0.42,0.4,0.38,0.35,0.32,0.35,0.35,0.36,0.33,0.36,0.34,0.28,0.29,0.25,0.26,0.25,0.27,0.25,0.24,0.21,0.25,0.25,0.23,0.26,0.23,0.24,0.19,0.21,0.2,0.22,0.24,0.25,0.21,0.21,0.21,0.22,0.2,0.21,0.18,0.21,0.17,0.18,0.18,0.19,0.16,0.18,0.2,0.18,0.18,0.18,0.15,0.16,0.15,0.14,0.15,0.16,0.0,0.13,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.16,0.14,0.14,0.16,0.12,0.13,0.13,0.14,0.13,0.11,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.13,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.08,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.0,0.06,0.07,0.06,0.06,0.06,0.0,0.05,0.33,0.0,0.0,0.05,0.0,0.06,0.0,0.0,0.0,0.0,98.49
08/25/2021,11.47,11.31,6.76,4.25,4.08,3.89,2.56,2.59,1.58,1.52,1.24,1.16,1.2,1.22,1.04,1.08,1.04,0.93,0.84,0.79,0.77,0.74,0.65,0.67,0.58,0.65,0.68,0.59,0.63,0.65,0.58,0.58,0.48,0.54,0.52,0.52,0.47,0.53,0.44,0.4,0.45,0.47,0.45,0.44,0.41,0.41,0.39,0.42,0.4,0.38,0.35,0.32,0.35,0.35,0.36,0.33,0.36,0.34,0.28,0.29,0.25,0.26,0.25,0.27,0.25,0.24,0.21,0.25,0.25,0.23,0.26,0.23,0.24,0.19,0.21,0.2,0.22,0.24,0.25,0.21,0.21,0.21,0.22,0.2,0.21,0.18,0.21,0.17,0.18,0.18,0.19,0.16,0.18,0.2,0.18,0.18,0.18,0.15,0.16,0.15,0.14,0.15,0.16,0.0,0.13,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.16,0.14,0.14,0.16,0.12,0.13,0.13,0.14,0.13,0.11,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.13,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.08,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.0,0.06,0.07,0.06,0.06,0.06,0.0,0.05,0.33,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,98.49
08/26/2021,11.19,10.63,7.68,4.34,3.82,3.72,2.6,2.73,1.78,1.46,1.27,1.24,1.22,1.18,1.13,1.03,1.02,0.9,0.83,0.84,0.77,0.7,0.69,0.65,0.68,0.63,0.6,0.6,0.59,0.58,0.56,0.54,0.55,0.52,0.51,0.51,0.49,0.48,0.49,0.48,0.45,0.46,0.45,0.41,0.43,0.42,0.4,0.4,0.4,0.38,0.37,0.37,0.36,0.34,0.33,0.33,0.32,0.3,0.3,0.28,0.29,0.29,0.27,0.27,0.26,0.26,0.24,0.23,0.24,0.24,0.23,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.45000000000002
08/27/2021,11.45,11.12,6.91,4.27,4.15,3.96,2.65,2.67,1.6,1.53,1.21,1.16,1.2,1.22,1.05,1.06,1.02,0.9,0.82,0.79,0.76,0.74,0.65,0.68,0.59,0.64,0.67,0.58,0.64,0.62,0.6,0.57,0.48,0.53,0.51,0.5,0.46,0.52,0.45,0.41,0.45,0.46,0.44,0.43,0.42,0.4,0.38,0.42,0.39,0.37,0.35,0.32,0.35,0.35,0.37,0.32,0.35,0.34,0.28,0.28,0.25,0.27,0.25,0.27,0.24,0.25,0.2,0.25,0.25,0.23,0.26,0.23,0.25,0.18,0.21,0.2,0.21,0.24,0.24,0.21,0.21,0.21,0.22,0.19,0.21,0.18,0.2,0.17,0.17,0.18,0.19,0.17,0.17,0.2,0.17,0.18,0.18,0.16,0.16,0.15,0.14,0.14,0.16,0.0,0.13,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.14,0.16,0.14,0.14,0.16,0.13,0.13,0.13,0.14,0.13,0.11,0.14,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.09,0.13,0.09,0.09,0.12,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.08,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.0,0.0,0.34,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,98.45
08/30/2021,11.34,11.04,6.96,4.28,4.17,3.97,2.7,2.65,1.57,1.53,1.2,1.14,1.2,1.27,1.03,1.07,1.0,0.9,0.82,0.79,0.77,0.74,0.66,0.67,0.6,0.65,0.67,0.58,0.64,0.62,0.6,0.58,0.48,0.54,0.52,0.51,0.46,0.52,0.45,0.41,0.45,0.46,0.44,0.44,0.44,0.4,0.38,0.42,0.38,0.37,0.35,0.31,0.35,0.35,0.33,0.32,0.35,0.34,0.27,0.28,0.25,0.27,0.25,0.26,0.24,0.25,0.2,0.25,0.25,0.24,0.26,0.23,0.25,0.18,0.21,0.2,0.21,0.24,0.24,0.21,0.21,0.21,0.22,0.19,0.2,0.18,0.2,0.17,0.17,0.18,0.19,0.17,0.17,0.21,0.18,0.18,0.19,0.15,0.15,0.15,0.13,0.14,0.16,0.0,0.13,0.16,0.15,0.14,0.15,0.14,0.12,0.14,0.15,0.16,0.13,0.14,0.16,0.13,0.13,0.13,0.14,0.13,0.11,0.15,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.09,0.13,0.09,0.09,0.12,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.0,0.0,0.35,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,98.48
08/31/2021,11.32,10.96,6.97,4.33,4.21,4.0,2.74,2.67,1.59,1.53,1.2,1.15,1.2,1.25,1.03,1.05,1.0,0.89,0.81,0.79,0.76,0.75,0.67,0.66,0.61,0.64,0.67,0.58,0.66,0.61,0.61,0.58,0.48,0.54,0.51,0.5,0.45,0.51,0.45,0.42,0.46,0.46,0.44,0.43,0.43,0.39,0.38,0.42,0.38,0.37,0.35,0.31,0.34,0.34,0.34,0.32,0.34,0.34,0.27,0.28,0.25,0.26,0.25,0.26,0.24,0.26,0.2,0.25,0.24,0.24,0.26,0.23,0.25,0.18,0.21,0.2,0.21,0.25,0.24,0.21,0.21,0.21,0.22,0.19,0.2,0.18,0.2,0.17,0.17,0.19,0.19,0.17,0.16,0.21,0.17,0.18,0.19,0.16,0.15,0.15,0.13,0.14,0.16,0.0,0.13,0.16,0.15,0.14,0.15,0.14,0.12,0.14,0.15,0.16,0.13,0.14,0.16,0.13,0.13,0.21,0.14,0.13,0.12,0.15,0.13,0.14,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.09,0.13,0.09,0.09,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.08,0.09,0.09,0.0,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.0,0.0,0.33,0.0,0.0,0.06,0.0,0.06,0.05,0.0,0.0,0.0,98.55
09/01/2021,11.31,10.96,6.97,4.33,4.2,4.0,2.74,2.66,1.59,1.53,1.2,1.15,1.2,1.25,1.03,1.05,1.0,0.88,0.81,0.79,0.76,0.75,0.67,0.66,0.61,0.64,0.67,0.58,0.66,0.61,0.61,0.58,0.48,0.54,0.51,0.5,0.45,0.51,0.45,0.42,0.46,0.46,0.44,0.43,0.43,0.39,0.38,0.42,0.38,0.37,0.34,0.31,0.34,0.34,0.34,0.32,0.34,0.34,0.27,0.28,0.25,0.26,0.25,0.26,0.24,0.26,0.2,0.25,0.24,0.24,0.26,0.23,0.25,0.18,0.21,0.2,0.21,0.25,0.24,0.21,0.21,0.21,0.22,0.19,0.2,0.18,0.2,0.17,0.17,0.19,0.19,0.17,0.16,0.21,0.17,0.18,0.19,0.16,0.15,0.15,0.13,0.14,0.16,0.0,0.13,0.16,0.15,0.14,0.15,0.14,0.12,0.14,0.15,0.16,0.13,0.14,0.16,0.13,0.13,0.21,0.14,0.13,0.12,0.15,0.13,0.14,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.09,0.13,0.09,0.09,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.08,0.09,0.09,0.0,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.0,0.0,0.33,0.0,0.0,0.06,0.06,0.0,0.0,0.09,0.0,0.0,98.52
09/02/2021,11.53,10.97,7.04,4.38,4.17,3.98,2.71,2.7,1.63,1.53,1.2,1.13,1.21,1.23,1.01,1.06,0.98,0.88,0.8,0.79,0.76,0.74,0.67,0.66,0.6,0.63,0.68,0.58,0.65,0.61,0.61,0.57,0.47,0.54,0.51,0.49,0.45,0.51,0.45,0.42,0.45,0.46,0.43,0.43,0.43,0.39,0.38,0.42,0.38,0.37,0.33,0.31,0.34,0.34,0.33,0.33,0.34,0.34,0.27,0.28,0.25,0.26,0.25,0.26,0.24,0.25,0.2,0.25,0.24,0.24,0.26,0.23,0.24,0.18,0.21,0.2,0.21,0.24,0.24,0.21,0.21,0.21,0.22,0.19,0.2,0.17,0.2,0.16,0.17,0.18,0.19,0.17,0.16,0.21,0.17,0.18,0.19,0.16,0.15,0.15,0.13,0.14,0.16,0.0,0.13,0.16,0.15,0.13,0.14,0.14,0.12,0.13,0.15,0.16,0.13,0.14,0.16,0.13,0.13,0.18,0.14,0.13,0.12,0.15,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.09,0.13,0.09,0.09,0.11,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.08,0.09,0.09,0.0,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.0,0.0,0.32,0.0,0.0,0.06,0.06,0.0,0.0,0.09,0.0,0.0,98.52
09/03/2021,11.46,10.94,7.16,4.37,4.19,3.99,2.68,2.73,1.63,1.52,1.2,1.12,1.21,1.23,0.99,1.05,0.98,0.88,0.8,0.79,0.76,0.74,0.66,0.65,0.6,0.64,0.67,0.59,0.65,0.6,0.61,0.57,0.48,0.54,0.51,0.49,0.45,0.51,0.45,0.41,0.45,0.45,0.44,0.43,0.43,0.39,0.39,0.42,0.37,0.37,0.33,0.31,0.34,0.34,0.33,0.33,0.34,0.34,0.27,0.28,0.25,0.26,0.25,0.25,0.24,0.25,0.2,0.25,0.24,0.24,0.26,0.23,0.25,0.18,0.21,0.2,0.21,0.24,0.25,0.21,0.21,0.21,0.22,0.19,0.2,0.17,0.2,0.17,0.17,0.18,0.19,0.17,0.16,0.2,0.17,0.17,0.19,0.16,0.15,0.15,0.13,0.14,0.16,0.0,0.13,0.16,0.15,0.13,0.14,0.14,0.12,0.13,0.15,0.16,0.13,0.14,0.16,0.13,0.13,0.18,0.14,0.13,0.11,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.13,0.09,0.09,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.08,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.0,0.0,0.32,0.0,0.0,0.06,0.0,0.0,0.05,0.09,0.0,0.0,98.44
