,FANG,WFC L,JPM-PK,EVV,WFC C,COF L,DSL,TROW,SKT,DCUE,VIAC,FRT,SLG,BRX,MPLX,SPG,AES,PSXP,OMP,AMGN,KIM,BMY,GD,PTR,GLP,INTC,LMT,MDLZ,ALL,BK,BBY,TRV,STT,PRU,NS,AFL,SITC,JPM,HPQ,MET,WHR,CVS,TSN,CEQP,TX,HYT,ADM,SNP,C,RF E,KOF,EPD,NMR,BSM,GEL,DCP,WFC Z,CIM,GGN,VST,SKM,HFRO,NAVI,BAC O,OMF,JEF,PRGO,VALE,WES,ET,CAH,CNP,OZK,RDN,IVZ,VIRT,HII,FAF,ORI,JPC,CAG,UNM,FNF,KKR C,EQH,HBI,LNC,ZION,T C,CANG,PACW,RCII,BG,MDC,PKX,RDS/A.MX,KT,PBR,DLY,PRE J,COF 4.8 PERP J,BSAC,MUFG,GHY,FCT,TEI,SHG,NRGX,BGB,AKR,UE,BKE,ARI,PDM,RGR,SC,RILY,ISD,FHI,DSU,KRG,DHT,WD,PINC,EAD,REYN,THG,TRTN,SBTA.,PB,SFNC,BOKF,AAT,WAFD,FBP,ONB,BXS,FULT,BLW,SSB,ARDC,PAG,LCII,HOMB,BGFV,KIO,ACRE,JGH,AGPXX,HYI,Cash/Receivables/Payables,WFC 7.5 PERP L,T 4.75 PERP C,BAC 4.375 PERP NN,n/a,RDS/A,COF J,SBGI,KKR 6 09/15/23 C,CNR.TO,BAC L,JPM L,ACGLN,UDR,CI,NSA,WELL,MG.TO,MS,ALLY,RF,AAP,GGB,TEF,PAA,SID,SI A,KL.TO,AOD,HRB,CWH,K.TO,NXST,EVR,AEM.TO,EBR,MTG,YRI.TO,BPOP,MFC.TO,TTE,PII,HMC,GSK,EPRT,ARLP,EMD,PSEC 5.35 PERP A,BOH 4.375 PERP A,D 7.25 06/01/22 A,FTHY,WFC 4.75 PERP Z,ALSN,DAC,HI,BTO.TO,GNK,TGNA,SLF.TO,HWC,BKU,SPB,CNO,TROX,BGH,NTST,HIO,CNI,MGA,KL,KGC,AEM,AUY,MFC,PSEC A,BOH A,BTG,SLF,BAC 7.25 PERP L,JPM 4.625 PERP LL,ACGL 4.55 PERP G,JPM 4.55 PERP JJ,SNP.L,COF 4.375 PERP L,WFC 4.375 PERP CC,SI 5.375 PERP A,RDS.A.MX,D 7.25 06.01.22 A,XAODX,XEMDX,COS.,BG3.,SUM
08/05/2021,1.03,1.16,1.14,1.14,1.13,1.14,1.1,1.13,1.01,1.1,1.01,1.05,0.96,1.05,0.98,1.03,0.94,0.94,0.94,1.0,1.05,1.03,1.05,0.86,1.06,0.96,0.96,1.01,0.97,1.01,0.99,0.96,1.03,0.97,0.85,0.99,1.02,0.95,0.93,0.91,0.95,0.94,0.91,0.86,1.14,0.91,0.9,0.83,0.88,0.87,0.91,0.76,0.81,0.83,0.72,0.71,0.8,0.75,0.75,0.79,0.72,0.69,0.81,0.72,0.74,0.71,0.71,0.66,0.61,0.63,0.72,0.69,0.66,0.67,0.62,0.6,0.65,0.71,0.64,0.65,0.59,0.62,0.64,0.67,0.65,0.65,0.61,0.62,0.61,0.5,0.61,0.66,0.59,0.63,0.61,0.57,0.58,0.52,0.54,0.54,0.51,0.5,0.48,0.45,0.43,0.42,0.39,0.37,0.4,0.38,0.39,0.35,0.37,0.37,0.34,0.37,0.31,0.35,0.34,0.34,0.32,0.31,0.35,0.35,0.34,0.31,0.33,0.34,0.3,0.31,0.31,0.32,0.31,0.33,0.33,0.29,0.29,0.31,0.31,0.27,0.3,0.36,0.34,0.27,0.27,0.24,0.24,0.19,0.4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.13
08/09/2021,1.07,1.16,1.14,1.15,1.14,1.14,1.11,1.16,1.02,1.11,1.03,1.09,0.95,1.08,0.96,1.09,0.99,0.9,0.97,0.98,1.05,1.04,1.05,0.85,1.0,0.96,0.94,0.98,0.96,1.02,1.02,0.97,1.04,0.99,0.8,1.01,1.02,0.96,0.93,0.93,0.95,0.91,0.88,0.81,1.18,0.92,0.89,0.83,0.91,0.88,0.92,0.75,0.81,0.82,0.63,0.7,0.8,0.77,0.75,0.76,0.73,0.71,0.81,0.72,0.76,0.73,0.71,0.66,0.6,0.59,0.61,0.7,0.68,0.67,0.61,0.6,0.65,0.71,0.64,0.65,0.57,0.58,0.67,0.7,0.67,0.68,0.65,0.64,0.62,0.48,0.62,0.66,0.58,0.61,0.6,0.58,0.58,0.55,0.54,0.54,0.52,0.5,0.48,0.46,0.42,0.42,0.4,0.37,0.4,0.39,0.4,0.35,0.38,0.37,0.36,0.37,0.32,0.36,0.34,0.35,0.32,0.29,0.36,0.34,0.34,0.31,0.33,0.34,0.32,0.32,0.32,0.33,0.32,0.33,0.33,0.29,0.3,0.31,0.31,0.27,0.3,0.35,0.34,0.27,0.27,0.25,0.24,0.19,0.11,0.15,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.11
08/13/2021,1.04,1.13,1.11,1.14,1.11,1.12,1.1,1.18,1.04,1.09,1.0,1.06,0.94,1.06,0.97,1.06,0.96,0.92,0.99,0.94,1.06,1.01,1.05,0.86,0.79,0.95,0.93,0.97,0.99,1.05,1.01,0.98,1.07,1.02,0.8,1.02,1.0,0.98,0.93,0.96,0.94,0.94,0.99,0.8,1.28,0.91,0.92,0.82,0.94,0.86,0.91,0.77,0.8,0.82,0.59,0.69,0.79,0.76,0.72,0.76,0.71,0.71,0.84,0.7,0.77,0.74,0.71,0.66,0.6,0.6,0.61,0.71,0.69,0.68,0.62,0.59,0.65,0.7,0.65,0.64,0.58,0.61,0.69,0.68,0.68,0.7,0.68,0.65,0.6,0.48,0.64,0.68,0.6,0.6,0.58,0.58,0.56,0.54,0.54,0.53,0.51,0.52,0.48,0.45,0.42,0.42,0.39,0.37,0.4,0.39,0.39,0.37,0.38,0.36,0.37,0.37,0.32,0.35,0.35,0.34,0.32,0.29,0.35,0.35,0.34,0.32,0.34,0.34,0.31,0.32,0.33,0.33,0.32,0.34,0.34,0.3,0.32,0.32,0.31,0.28,0.3,0.35,0.34,0.27,0.28,0.24,0.24,0.19,0.07,0.14,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/16/2021,1.04,1.12,1.11,1.13,1.11,1.12,1.08,1.16,1.02,1.1,0.97,1.06,0.94,1.06,0.98,1.07,0.98,0.94,0.97,0.94,1.06,1.0,1.05,0.88,0.79,0.93,0.92,0.97,0.99,1.07,1.03,0.99,1.06,1.03,0.83,1.02,0.99,0.99,0.95,0.97,0.97,0.95,0.99,0.82,1.27,0.91,0.92,0.83,0.95,0.85,0.91,0.76,0.81,0.8,0.61,0.71,0.78,0.76,0.73,0.75,0.71,0.71,0.84,0.7,0.74,0.74,0.6,0.64,0.62,0.62,0.62,0.71,0.7,0.71,0.62,0.59,0.65,0.7,0.65,0.63,0.58,0.61,0.7,0.68,0.67,0.71,0.69,0.66,0.0,0.44,0.64,0.74,0.6,0.6,0.56,0.57,0.58,0.54,0.53,0.52,0.5,0.52,0.49,0.45,0.42,0.42,0.39,0.38,0.4,0.38,0.39,0.37,0.37,0.36,0.37,0.38,0.31,0.35,0.35,0.34,0.31,0.29,0.34,0.35,0.33,0.32,0.34,0.35,0.31,0.32,0.33,0.34,0.32,0.34,0.34,0.29,0.32,0.32,0.3,0.28,0.3,0.35,0.34,0.27,0.27,0.24,0.24,0.19,0.13,0.14,0.0,0.0,0.59,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07000000000002
08/19/2021,0.96,1.13,1.12,1.13,1.11,1.11,1.09,1.17,1.0,1.11,0.94,1.05,0.94,1.06,0.97,1.05,0.96,0.93,0.9,0.95,1.05,1.03,1.06,0.87,0.78,0.94,0.93,1.0,1.01,1.06,1.01,1.01,1.05,1.03,0.83,1.03,0.99,0.98,0.92,0.97,0.98,0.96,1.01,0.8,1.26,0.9,0.94,0.84,0.93,0.86,0.94,0.76,0.82,0.77,0.59,0.7,0.79,0.77,0.73,0.74,0.71,0.73,0.85,0.71,0.74,0.74,0.6,0.64,0.62,0.61,0.63,0.72,0.7,0.71,0.63,0.6,0.65,0.71,0.67,0.64,0.59,0.6,0.71,0.68,0.67,0.7,0.68,0.66,0.0,0.39,0.64,0.73,0.6,0.61,0.56,0.55,0.57,0.54,0.53,0.52,0.5,0.52,0.49,0.45,0.42,0.42,0.39,0.37,0.4,0.38,0.38,0.37,0.37,0.36,0.36,0.37,0.32,0.35,0.35,0.35,0.31,0.29,0.34,0.34,0.33,0.32,0.34,0.35,0.3,0.32,0.33,0.33,0.32,0.34,0.34,0.29,0.32,0.31,0.3,0.28,0.3,0.36,0.34,0.27,0.25,0.24,0.24,0.19,0.34,0.15,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/20/2021,0.96,1.13,1.13,1.14,1.13,1.12,1.1,1.16,0.97,1.12,0.96,1.04,0.95,1.05,0.97,1.04,0.96,0.93,0.89,0.96,1.05,1.04,1.06,0.84,0.8,0.93,0.95,1.01,1.0,1.06,0.97,1.02,1.04,1.03,0.83,1.03,0.97,0.98,0.91,0.97,0.95,0.98,1.01,0.81,1.25,0.91,0.93,0.83,0.94,0.87,0.94,0.76,0.82,0.77,0.6,0.71,0.8,0.78,0.73,0.76,0.69,0.74,0.86,0.72,0.74,0.74,0.62,0.64,0.62,0.6,0.64,0.72,0.69,0.71,0.63,0.6,0.65,0.72,0.68,0.65,0.6,0.6,0.71,0.67,0.67,0.68,0.68,0.65,0.61,0.4,0.62,0.7,0.6,0.59,0.54,0.0,0.56,0.52,0.54,0.52,0.0,0.52,0.49,0.45,0.43,0.42,0.38,0.37,0.4,0.37,0.38,0.35,0.37,0.36,0.36,0.37,0.31,0.35,0.35,0.35,0.3,0.3,0.34,0.35,0.34,0.32,0.34,0.35,0.0,0.32,0.33,0.33,0.32,0.34,0.34,0.3,0.32,0.31,0.3,0.28,0.31,0.34,0.34,0.27,0.24,0.25,0.25,0.19,0.35,0.15,0.0,0.0,0.0,0.0,0.01,0.56,0.5,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
08/23/2021,0.93,1.16,1.15,1.17,1.14,1.14,1.11,1.18,0.97,1.15,1.0,1.05,0.94,1.05,0.97,1.06,0.96,0.92,0.88,0.95,1.06,1.06,1.06,0.83,0.79,0.95,0.95,1.03,1.02,1.06,0.99,1.05,1.03,1.02,0.84,1.03,1.0,0.98,0.9,0.97,0.95,0.98,1.03,0.8,1.22,0.93,0.92,0.83,0.93,0.88,0.93,0.75,0.8,0.78,0.57,0.69,0.81,0.79,0.73,0.76,0.7,0.75,0.87,0.73,0.73,0.74,0.6,0.58,0.6,0.59,0.64,0.71,0.69,0.72,0.61,0.6,0.65,0.73,0.69,0.66,0.6,0.59,0.72,0.66,0.65,0.67,0.67,0.65,0.62,0.43,0.63,0.73,0.58,0.61,0.53,0.0,0.57,0.5,0.55,0.53,0.0,0.54,0.49,0.46,0.44,0.42,0.38,0.37,0.41,0.38,0.38,0.37,0.37,0.37,0.36,0.38,0.3,0.36,0.35,0.35,0.31,0.29,0.34,0.37,0.34,0.33,0.35,0.34,0.3,0.32,0.33,0.33,0.32,0.34,0.34,0.3,0.32,0.31,0.31,0.27,0.31,0.34,0.33,0.27,0.25,0.25,0.25,0.2,0.08,0.15,0.0,0.0,0.0,0.0,0.0,0.55,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
08/26/2021,0.97,1.14,1.13,1.15,1.13,1.13,1.09,1.18,1.0,1.13,1.0,1.05,0.94,1.05,0.97,1.05,0.97,0.92,0.9,0.94,1.05,1.04,1.06,0.84,0.78,0.95,0.94,1.0,1.03,1.07,0.99,1.04,1.04,1.01,0.85,1.03,1.0,0.98,0.91,0.97,0.94,0.97,1.0,0.81,1.24,0.92,0.9,0.83,0.93,0.87,0.93,0.76,0.8,0.79,0.57,0.72,0.8,0.79,0.73,0.75,0.69,0.74,0.87,0.72,0.73,0.77,0.61,0.57,0.61,0.6,0.64,0.71,0.69,0.71,0.63,0.6,0.66,0.73,0.69,0.65,0.59,0.6,0.72,0.68,0.64,0.68,0.68,0.66,0.61,0.45,0.64,0.74,0.58,0.61,0.53,0.56,0.55,0.51,0.54,0.53,0.5,0.55,0.49,0.45,0.43,0.42,0.38,0.37,0.4,0.38,0.38,0.34,0.37,0.37,0.35,0.37,0.32,0.35,0.36,0.35,0.31,0.29,0.35,0.37,0.34,0.32,0.34,0.35,0.0,0.33,0.33,0.33,0.32,0.34,0.34,0.3,0.32,0.32,0.31,0.27,0.3,0.34,0.33,0.27,0.26,0.25,0.25,0.19,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
08/27/2021,0.99,1.13,1.13,1.14,1.12,1.12,1.09,1.18,0.99,1.12,1.0,1.05,0.94,1.05,0.96,1.07,0.96,0.92,0.91,0.93,1.06,1.03,1.06,0.83,0.78,0.95,0.94,0.98,1.02,1.07,1.07,1.03,1.06,1.02,0.85,1.02,1.0,0.98,0.91,0.97,0.94,0.95,0.99,0.8,1.27,0.91,0.9,0.83,0.94,0.86,0.92,0.76,0.8,0.77,0.59,0.71,0.8,0.79,0.73,0.77,0.69,0.74,0.87,0.72,0.73,0.77,0.6,0.6,0.61,0.6,0.63,0.7,0.69,0.71,0.63,0.6,0.65,0.73,0.68,0.65,0.58,0.61,0.71,0.0,0.66,0.68,0.69,0.67,0.61,0.46,0.65,0.75,0.58,0.62,0.54,0.56,0.55,0.53,0.54,0.52,0.5,0.55,0.48,0.45,0.43,0.42,0.39,0.37,0.4,0.38,0.38,0.36,0.37,0.36,0.35,0.37,0.32,0.35,0.36,0.35,0.31,0.29,0.34,0.37,0.34,0.31,0.34,0.35,0.0,0.32,0.33,0.33,0.32,0.34,0.34,0.3,0.32,0.31,0.3,0.27,0.3,0.35,0.33,0.27,0.27,0.24,0.25,0.19,0.07,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/02/2021,1.01,1.13,1.12,1.14,1.11,1.11,1.08,1.2,0.98,1.09,0.98,1.08,0.91,1.07,0.97,1.07,0.95,0.91,0.89,0.93,1.06,1.01,1.05,0.87,0.8,0.95,0.94,0.98,1.0,1.08,1.04,1.02,1.08,1.01,0.86,1.01,1.02,0.99,0.93,0.97,0.95,0.96,0.98,0.79,1.27,0.91,0.9,0.85,0.93,0.86,0.91,0.76,0.8,0.77,0.57,0.7,0.78,0.78,0.73,0.78,0.68,0.74,0.89,0.71,0.74,0.79,0.59,0.6,0.63,0.6,0.62,0.68,0.69,0.7,0.63,0.58,0.65,0.75,0.68,0.65,0.57,0.6,0.71,0.67,0.66,0.66,0.69,0.68,0.61,0.5,0.64,0.75,0.58,0.62,0.55,0.56,0.55,0.54,0.54,0.52,0.5,0.55,0.47,0.45,0.43,0.42,0.38,0.37,0.4,0.38,0.39,0.33,0.38,0.35,0.35,0.37,0.32,0.35,0.35,0.35,0.32,0.29,0.35,0.35,0.34,0.31,0.34,0.36,0.0,0.32,0.32,0.33,0.33,0.34,0.34,0.3,0.32,0.31,0.31,0.26,0.3,0.35,0.33,0.27,0.33,0.25,0.25,0.19,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/03/2021,1.02,1.12,1.11,1.13,1.11,1.11,1.09,1.21,0.98,1.09,1.01,1.08,0.91,1.07,0.97,1.08,0.94,0.91,0.91,0.93,1.06,1.0,1.06,0.89,0.78,0.95,0.93,0.97,1.0,1.08,1.02,1.02,1.09,1.01,0.84,1.01,1.02,0.99,0.93,0.97,0.94,0.97,0.98,0.79,1.25,0.91,0.9,0.86,0.93,0.85,0.92,0.76,0.79,0.77,0.57,0.68,0.79,0.79,0.73,0.79,0.7,0.74,0.9,0.71,0.74,0.78,0.6,0.6,0.63,0.6,0.63,0.67,0.69,0.7,0.64,0.57,0.64,0.74,0.67,0.64,0.58,0.6,0.71,0.66,0.65,0.65,0.68,0.69,0.6,0.51,0.65,0.73,0.58,0.61,0.56,0.55,0.55,0.53,0.53,0.52,0.49,0.55,0.48,0.45,0.44,0.41,0.38,0.37,0.4,0.38,0.39,0.32,0.38,0.35,0.35,0.37,0.32,0.35,0.35,0.35,0.32,0.29,0.38,0.36,0.34,0.31,0.34,0.35,0.0,0.32,0.33,0.33,0.33,0.34,0.34,0.3,0.33,0.31,0.31,0.27,0.3,0.35,0.33,0.28,0.32,0.25,0.26,0.19,0.17,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/06/2021,0.0,1.09,1.08,1.09,0.76,0.94,1.08,0.99,0.0,0.0,1.02,1.01,0.0,1.01,1.04,1.02,0.0,1.0,1.13,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.96,0.0,0.96,0.98,0.0,0.0,1.04,0.97,0.72,0.97,0.99,0.98,1.0,0.0,0.98,1.0,0.46,0.0,0.0,1.03,0.97,0.0,0.0,0.85,0.0,0.89,0.0,0.62,0.0,0.81,0.0,0.68,0.0,1.09,0.66,0.0,0.66,0.65,0.0,0.82,0.73,0.7,1.02,0.0,0.32,0.32,0.99,0.62,0.65,0.65,0.0,0.0,1.0,0.65,0.65,0.0,0.66,0.0,0.0,0.67,0.0,0.0,0.33,0.65,0.67,0.33,0.43,0.61,0.44,0.72,0.42,0.0,0.0,0.41,0.0,0.56,0.38,0.41,0.0,0.0,0.44,0.36,0.35,0.0,0.35,0.0,0.32,0.0,0.33,0.46,0.0,0.35,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.31,0.0,0.33,0.0,0.34,0.0,0.0,0.0,0.3,0.33,0.32,0.0,0.42,0.23,0.25,0.23,0.29,0.21,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.32,0.0,1.11,1.11,1.1,1.09,1.03,1.03,1.02,1.01,1.0,0.99,0.97,0.95,0.94,0.93,0.8,0.79,0.71,0.71,0.7,0.7,0.68,0.68,0.67,0.67,0.67,0.66,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.62,0.6,0.6,0.56,0.55,0.54,0.53,0.51,0.5,0.46,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.3,0.29,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/07/2021,0.0,1.09,1.08,1.09,0.77,0.94,1.08,0.98,0.0,0.51,1.01,1.01,0.0,1.01,1.05,1.01,0.0,1.01,1.12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.98,0.96,0.0,0.95,0.97,0.0,0.0,1.03,0.97,0.72,0.97,1.01,0.97,1.0,0.0,0.98,1.0,0.46,0.0,0.0,1.05,0.96,0.0,0.0,0.85,0.0,0.9,0.0,0.62,0.46,0.81,0.0,0.68,0.0,1.08,0.67,0.0,0.65,0.65,0.0,0.83,0.72,0.7,1.02,0.0,0.33,0.32,0.98,0.62,0.65,0.64,0.0,0.0,1.0,0.65,0.65,0.0,0.66,0.0,0.0,0.67,0.0,0.0,0.33,0.66,0.67,0.33,0.43,0.0,0.44,0.71,0.42,0.0,0.0,0.41,0.0,0.56,0.38,0.41,0.0,0.0,0.44,0.36,0.35,0.0,0.35,0.0,0.32,0.0,0.32,0.46,0.0,0.35,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.32,0.0,0.33,0.0,0.34,0.0,0.0,0.0,0.3,0.33,0.31,0.0,0.44,0.23,0.25,0.23,0.3,0.21,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.31,0.0,0.0,1.11,1.1,1.09,1.03,1.02,1.03,1.0,0.0,0.98,0.96,0.94,0.94,0.92,0.79,0.79,0.72,0.71,0.0,0.7,0.67,0.67,0.0,0.66,0.67,0.0,0.66,0.66,0.0,0.64,0.0,0.64,0.64,0.63,0.61,0.6,0.57,0.54,0.0,0.0,0.0,0.5,0.0,0.33,0.34,0.33,0.0,0.33,0.33,0.0,0.32,0.33,0.33,0.32,0.31,0.3,0.29,0.24,1.14,1.0,0.72,0.69,0.68,0.67,0.65,0.54,0.53,0.35,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
