,RVLV,FB,GOOGL,TGT,MOH,NTAP,NLOK,MRK,SYKE,ABBV,JNJ,QRTEA,ORCL,DELL,STX,HD,UNH,NCR,DVA,VMW,GM,EBAY,AMZN,VZ,MSFT,HPQ,TMUS,LH,BAC,XRX,LOW,TXN,ANGI,UTHR,CMCSA,BRK.B,JPM,MTCH,QNST,HIBB,NRG,QCOM,AVGO,MXIM,PRGS,JAZZ,MU,AAPL,PAYX,CVS,SMCI,SSTK,WMT,WWE,BBY,IDXX,RCII,T,CNC,SSNC,C,JCOM,ARW,SEM,FTNT,ROKU,HPE,MTD,MET,CERN,CAH,LMT,SYF,BR,HOLX,NKE,CDNS,WAT,INTC,F,INTU,ANTM,TDC,STE,ALXN,WHR,KR,SIVB,BMY,CRL,FIBK,CBRE,PINS,AMP,APPF,ABT,ADBE,CVLT,NSIT,SNPS,BKNG,GD,DG,PG,EXLS,PGR,AMGN,GRMN,REGN,MASI,ON,DIS,ATUS,DIOD,RJF,LLY,DLTR,PANW,GILD,VICI,CENTA,TTEC,EW,SYK,CL,EXC,HSIC,FITB,NFLX,NOW,PFE,MDT,CHTR,HCA,MPW,ADP,HUM,TTWO,Z,CNA,KTB,TSCO,ABNB,A,USB,MS,MCK,CSGS,R,ETSY,SJM,TDY,ALLY,MCY,IAC,BPMC,DASH,NVCR,LZB,BIO,CCS,DGX,VTRS,DPZ,SPB,SYNA,SNAP,ZTS,EVR,HSY,MODV,SPSC,SANM,PFG,GMED,TXT,ACI,QRVO,ADSK,RGR,KMB,LGF.A,IVZ,DISCA,CNO,TSN,TRV,LHX,JEF,YUM,ALL,PLUS,ADI,NOC,PNC,CFG,GIS,NUS,MMS,NUAN,ICUI,OMCL,TYL,HZNP,CRWD,CRVL,ALGN,TPX,7342.T,WY,WBA,n/a,YELP,DLB,BAX,XPER,PRU,BK,CI,TWTR,CARG,WU,ORI,AFL,HRC,CDK,HII,W,VRSN,BMBL,FICO,PINC,CDW,COO,GHC,COF,JBL,SNX,CHH,BDX,VRNT,SWKS,GS,TDS,MCD,EA,TGNA,ZBH,PBH,VRTX,MEI,CRM,WELL,IQV,FE,LSTR,WFC,FOXA,NTRS,AFG,NXPI,DKS,CRI,CINF,WDC,PSA,DHI,SNDR,HRB,EL,NVDA,GRPN,ATVI,NDAQ,BIG,WERN,VTR,APLE,SUM
07/23/2021,1.31,1.2,1.14,1.12,1.05,0.94,0.95,0.97,0.98,0.99,0.95,0.87,1.01,0.86,0.89,0.91,0.93,0.83,0.87,0.83,0.79,0.82,0.85,0.79,0.8,0.71,0.78,0.74,0.68,0.67,0.71,0.68,0.65,0.67,0.65,0.66,0.64,0.65,0.6,0.56,0.59,0.59,0.6,0.56,0.57,0.56,0.54,0.6,0.59,0.56,0.54,0.56,0.56,0.46,0.5,0.54,0.5,0.5,0.5,0.51,0.48,0.5,0.48,0.45,0.51,0.45,0.46,0.5,0.46,0.47,0.46,0.46,0.44,0.48,0.48,0.46,0.46,0.48,0.44,0.42,0.45,0.45,0.4,0.44,0.43,0.43,0.44,0.43,0.43,0.44,0.43,0.4,0.36,0.41,0.4,0.41,0.42,0.4,0.38,0.4,0.38,0.39,0.39,0.4,0.39,0.37,0.37,0.38,0.36,0.38,0.33,0.37,0.35,0.33,0.35,0.35,0.35,0.37,0.35,0.35,0.33,0.33,0.34,0.33,0.35,0.34,0.33,0.31,0.32,0.33,0.33,0.32,0.31,0.32,0.3,0.31,0.31,0.28,0.26,0.28,0.27,0.29,0.25,0.28,0.28,0.28,0.27,0.27,0.26,0.25,0.27,0.27,0.26,0.25,0.24,0.25,0.24,0.26,0.24,0.27,0.23,0.26,0.24,0.26,0.25,0.23,0.22,0.26,0.22,0.25,0.23,0.22,0.23,0.23,0.24,0.22,0.22,0.21,0.21,0.2,0.22,0.18,0.2,0.19,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.17,0.17,0.17,0.16,0.17,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.56
07/26/2021,1.35,1.22,1.14,1.13,1.05,0.93,0.94,0.96,0.98,0.99,0.97,0.88,1.05,0.89,0.87,0.92,0.92,0.83,0.87,0.87,0.79,0.86,0.85,0.78,0.8,0.71,0.75,0.75,0.67,0.69,0.7,0.67,0.63,0.66,0.64,0.65,0.63,0.65,0.62,0.58,0.61,0.6,0.62,0.56,0.58,0.55,0.54,0.6,0.57,0.56,0.54,0.57,0.55,0.45,0.5,0.54,0.52,0.49,0.5,0.51,0.47,0.5,0.48,0.45,0.54,0.47,0.46,0.5,0.46,0.46,0.47,0.46,0.43,0.47,0.48,0.47,0.47,0.48,0.45,0.42,0.46,0.43,0.44,0.45,0.0,0.42,0.44,0.43,0.43,0.44,0.43,0.42,0.38,0.4,0.41,0.42,0.42,0.42,0.38,0.4,0.38,0.38,0.4,0.38,0.38,0.36,0.37,0.38,0.36,0.39,0.34,0.35,0.35,0.35,0.35,0.36,0.36,0.37,0.35,0.35,0.32,0.34,0.34,0.33,0.33,0.34,0.33,0.3,0.31,0.34,0.33,0.32,0.31,0.35,0.3,0.3,0.3,0.28,0.28,0.28,0.27,0.27,0.26,0.28,0.27,0.29,0.28,0.27,0.26,0.27,0.26,0.28,0.27,0.25,0.24,0.27,0.26,0.27,0.23,0.26,0.23,0.26,0.24,0.28,0.25,0.24,0.23,0.26,0.24,0.24,0.22,0.23,0.22,0.23,0.24,0.23,0.22,0.22,0.23,0.19,0.21,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.18,0.2,0.17,0.17,0.0,0.16,0.17,0.0,0.17,0.17,0.0,0.17,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72000000000001
07/27/2021,1.34,1.28,1.17,1.14,1.05,0.93,0.93,0.96,0.97,0.99,0.97,0.88,1.0,0.89,0.89,0.93,0.91,0.83,0.86,0.87,0.77,0.87,0.85,0.78,0.81,0.71,0.74,0.75,0.66,0.68,0.71,0.67,0.63,0.65,0.64,0.64,0.62,0.66,0.62,0.59,0.6,0.6,0.62,0.56,0.58,0.54,0.54,0.6,0.57,0.56,0.55,0.57,0.55,0.44,0.51,0.54,0.52,0.48,0.49,0.51,0.47,0.5,0.48,0.45,0.55,0.53,0.45,0.5,0.45,0.46,0.47,0.45,0.43,0.48,0.48,0.47,0.48,0.49,0.42,0.41,0.46,0.43,0.43,0.45,0.0,0.42,0.44,0.42,0.43,0.44,0.43,0.42,0.4,0.4,0.41,0.42,0.42,0.42,0.39,0.4,0.38,0.38,0.4,0.38,0.37,0.37,0.37,0.38,0.36,0.39,0.34,0.35,0.35,0.35,0.34,0.36,0.36,0.37,0.34,0.35,0.32,0.34,0.34,0.33,0.33,0.34,0.33,0.3,0.31,0.34,0.33,0.32,0.31,0.35,0.3,0.3,0.31,0.28,0.27,0.27,0.27,0.28,0.26,0.28,0.27,0.28,0.28,0.27,0.26,0.28,0.26,0.27,0.27,0.26,0.24,0.27,0.27,0.27,0.23,0.26,0.24,0.26,0.23,0.27,0.25,0.23,0.28,0.26,0.24,0.24,0.22,0.23,0.22,0.23,0.24,0.22,0.22,0.22,0.23,0.19,0.21,0.0,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.18,0.2,0.17,0.17,0.16,0.0,0.17,0.0,0.17,0.17,0.0,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72
07/28/2021,1.34,1.28,1.17,1.14,1.05,0.93,0.93,0.96,0.97,0.99,0.97,0.88,1.0,0.89,0.89,0.93,0.91,0.83,0.86,0.87,0.77,0.87,0.85,0.78,0.81,0.71,0.74,0.75,0.66,0.68,0.71,0.67,0.63,0.65,0.64,0.64,0.62,0.66,0.62,0.59,0.6,0.6,0.62,0.56,0.58,0.54,0.54,0.6,0.57,0.56,0.55,0.57,0.55,0.44,0.51,0.54,0.52,0.48,0.49,0.51,0.47,0.5,0.48,0.45,0.55,0.53,0.45,0.5,0.45,0.46,0.47,0.45,0.43,0.48,0.48,0.47,0.48,0.49,0.42,0.41,0.46,0.43,0.43,0.45,0.0,0.42,0.44,0.42,0.43,0.44,0.43,0.42,0.4,0.4,0.41,0.42,0.42,0.42,0.39,0.4,0.38,0.38,0.4,0.38,0.37,0.37,0.37,0.38,0.36,0.39,0.34,0.35,0.35,0.35,0.34,0.36,0.36,0.37,0.34,0.35,0.32,0.34,0.34,0.33,0.33,0.34,0.33,0.3,0.31,0.34,0.33,0.32,0.31,0.35,0.3,0.3,0.31,0.28,0.27,0.27,0.27,0.28,0.26,0.28,0.27,0.28,0.28,0.27,0.26,0.28,0.26,0.27,0.27,0.26,0.24,0.27,0.27,0.27,0.23,0.26,0.24,0.26,0.23,0.27,0.25,0.23,0.28,0.26,0.24,0.24,0.22,0.23,0.22,0.23,0.24,0.22,0.22,0.22,0.23,0.19,0.21,0.0,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.18,0.2,0.17,0.17,0.16,0.0,0.17,0.0,0.17,0.17,0.0,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72
07/29/2021,1.34,1.28,1.18,1.14,1.04,0.94,0.93,0.95,0.97,0.98,0.97,0.89,1.0,0.89,0.89,0.92,0.9,0.84,0.86,0.86,0.78,0.86,0.86,0.77,0.8,0.71,0.74,0.74,0.66,0.69,0.7,0.67,0.64,0.65,0.65,0.64,0.62,0.66,0.61,0.59,0.6,0.6,0.62,0.56,0.57,0.54,0.54,0.6,0.58,0.56,0.55,0.59,0.55,0.44,0.51,0.54,0.53,0.48,0.49,0.51,0.47,0.5,0.49,0.44,0.54,0.53,0.47,0.5,0.45,0.46,0.46,0.44,0.44,0.47,0.48,0.47,0.48,0.48,0.43,0.42,0.46,0.42,0.44,0.45,0.0,0.42,0.44,0.42,0.42,0.44,0.43,0.42,0.39,0.4,0.4,0.42,0.42,0.42,0.39,0.4,0.38,0.38,0.4,0.39,0.38,0.36,0.37,0.38,0.35,0.38,0.34,0.36,0.36,0.35,0.35,0.36,0.36,0.37,0.34,0.35,0.32,0.34,0.34,0.33,0.34,0.34,0.33,0.3,0.31,0.34,0.33,0.31,0.31,0.35,0.3,0.3,0.3,0.28,0.27,0.28,0.27,0.28,0.26,0.28,0.27,0.29,0.28,0.27,0.26,0.28,0.26,0.27,0.27,0.26,0.24,0.26,0.26,0.26,0.23,0.26,0.23,0.26,0.23,0.28,0.25,0.24,0.27,0.25,0.24,0.24,0.22,0.23,0.22,0.23,0.24,0.22,0.23,0.21,0.23,0.19,0.21,0.0,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.18,0.2,0.17,0.17,0.16,0.16,0.17,0.0,0.17,0.17,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.68
07/30/2021,1.36,1.27,1.16,1.13,1.06,0.94,0.93,0.97,0.97,0.99,0.98,0.88,1.01,0.89,0.89,0.92,0.91,0.83,0.86,0.86,0.77,0.85,0.84,0.78,0.8,0.72,0.75,0.75,0.67,0.73,0.69,0.67,0.64,0.66,0.65,0.65,0.62,0.65,0.6,0.58,0.61,0.59,0.61,0.55,0.57,0.55,0.53,0.59,0.58,0.56,0.55,0.55,0.56,0.44,0.51,0.54,0.53,0.49,0.47,0.51,0.48,0.51,0.49,0.44,0.54,0.51,0.46,0.5,0.45,0.47,0.47,0.45,0.44,0.48,0.48,0.47,0.47,0.48,0.42,0.42,0.46,0.43,0.44,0.46,0.0,0.42,0.44,0.41,0.42,0.44,0.43,0.44,0.38,0.4,0.39,0.42,0.42,0.39,0.39,0.4,0.39,0.39,0.41,0.39,0.37,0.37,0.37,0.38,0.36,0.38,0.33,0.36,0.35,0.35,0.35,0.36,0.36,0.37,0.35,0.35,0.32,0.34,0.35,0.34,0.34,0.34,0.34,0.31,0.31,0.34,0.34,0.32,0.31,0.35,0.3,0.31,0.3,0.27,0.26,0.28,0.27,0.28,0.26,0.28,0.27,0.29,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.24,0.26,0.26,0.25,0.23,0.27,0.24,0.26,0.24,0.28,0.26,0.23,0.27,0.26,0.23,0.24,0.22,0.22,0.22,0.23,0.24,0.23,0.23,0.21,0.23,0.19,0.21,0.0,0.19,0.21,0.2,0.2,0.2,0.2,0.19,0.21,0.19,0.2,0.17,0.17,0.16,0.17,0.17,0.0,0.17,0.17,0.0,0.16,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.82
08/02/2021,1.35,1.29,1.2,1.12,1.05,0.94,0.92,0.97,0.97,0.99,0.97,0.88,1.0,0.89,0.9,0.91,0.9,0.83,0.85,0.85,0.78,0.86,0.84,0.77,0.8,0.72,0.75,0.75,0.67,0.71,0.68,0.67,0.63,0.66,0.64,0.64,0.62,0.66,0.61,0.58,0.62,0.59,0.62,0.55,0.58,0.55,0.54,0.58,0.58,0.56,0.56,0.56,0.55,0.44,0.51,0.55,0.53,0.48,0.47,0.5,0.48,0.51,0.49,0.45,0.54,0.52,0.47,0.5,0.45,0.46,0.47,0.45,0.44,0.47,0.48,0.47,0.47,0.49,0.42,0.42,0.46,0.43,0.44,0.45,0.0,0.42,0.44,0.42,0.43,0.45,0.42,0.43,0.39,0.41,0.4,0.42,0.42,0.39,0.39,0.4,0.38,0.39,0.4,0.38,0.38,0.37,0.37,0.38,0.36,0.37,0.34,0.36,0.35,0.36,0.35,0.37,0.36,0.37,0.35,0.35,0.31,0.34,0.34,0.34,0.33,0.34,0.34,0.3,0.31,0.34,0.35,0.32,0.31,0.35,0.3,0.3,0.29,0.28,0.27,0.27,0.26,0.27,0.27,0.28,0.27,0.29,0.28,0.27,0.26,0.27,0.26,0.28,0.26,0.25,0.24,0.26,0.26,0.26,0.23,0.27,0.24,0.26,0.24,0.27,0.25,0.23,0.27,0.26,0.23,0.24,0.22,0.23,0.22,0.23,0.24,0.23,0.23,0.21,0.23,0.19,0.21,0.0,0.19,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.18,0.2,0.17,0.17,0.16,0.16,0.17,0.0,0.17,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72
08/03/2021,1.35,1.29,1.2,1.12,1.05,0.94,0.92,0.97,0.97,0.99,0.97,0.88,1.0,0.89,0.9,0.91,0.9,0.83,0.85,0.85,0.78,0.86,0.84,0.77,0.8,0.72,0.75,0.75,0.67,0.71,0.68,0.67,0.63,0.66,0.64,0.64,0.62,0.66,0.61,0.58,0.62,0.59,0.62,0.55,0.58,0.55,0.54,0.58,0.58,0.56,0.56,0.56,0.55,0.44,0.51,0.55,0.53,0.48,0.47,0.5,0.48,0.51,0.49,0.45,0.54,0.52,0.47,0.5,0.45,0.46,0.47,0.45,0.44,0.47,0.48,0.47,0.47,0.49,0.42,0.42,0.46,0.43,0.44,0.45,0.0,0.42,0.44,0.42,0.43,0.45,0.42,0.43,0.39,0.41,0.4,0.42,0.42,0.39,0.39,0.4,0.38,0.39,0.4,0.38,0.38,0.37,0.37,0.38,0.36,0.37,0.34,0.36,0.35,0.36,0.35,0.37,0.36,0.37,0.35,0.35,0.31,0.34,0.34,0.34,0.33,0.34,0.34,0.3,0.31,0.34,0.35,0.32,0.31,0.35,0.3,0.3,0.29,0.28,0.27,0.27,0.26,0.27,0.27,0.28,0.27,0.29,0.28,0.27,0.26,0.27,0.26,0.28,0.26,0.25,0.24,0.26,0.26,0.26,0.23,0.27,0.24,0.26,0.24,0.27,0.25,0.23,0.27,0.26,0.23,0.24,0.22,0.23,0.22,0.23,0.24,0.23,0.23,0.21,0.23,0.19,0.21,0.0,0.19,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.18,0.2,0.17,0.17,0.16,0.16,0.17,0.0,0.17,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72
08/04/2021,1.35,1.29,1.2,1.12,1.05,0.94,0.92,0.97,0.97,0.99,0.97,0.88,1.0,0.89,0.9,0.91,0.9,0.83,0.85,0.85,0.78,0.86,0.84,0.77,0.8,0.72,0.75,0.75,0.67,0.71,0.68,0.67,0.63,0.66,0.64,0.64,0.62,0.66,0.61,0.58,0.62,0.59,0.62,0.55,0.58,0.55,0.54,0.58,0.58,0.56,0.56,0.56,0.55,0.44,0.51,0.55,0.53,0.48,0.47,0.5,0.48,0.51,0.49,0.45,0.54,0.52,0.47,0.5,0.45,0.46,0.47,0.45,0.44,0.47,0.48,0.47,0.47,0.49,0.42,0.42,0.46,0.43,0.44,0.45,0.0,0.42,0.44,0.42,0.43,0.45,0.42,0.43,0.39,0.41,0.4,0.42,0.42,0.39,0.39,0.4,0.38,0.39,0.4,0.38,0.38,0.37,0.37,0.38,0.36,0.37,0.34,0.36,0.35,0.36,0.35,0.37,0.36,0.37,0.35,0.35,0.31,0.34,0.34,0.34,0.33,0.34,0.34,0.3,0.31,0.34,0.35,0.32,0.31,0.35,0.3,0.3,0.29,0.28,0.27,0.27,0.26,0.27,0.27,0.28,0.27,0.29,0.28,0.27,0.26,0.27,0.26,0.28,0.26,0.25,0.24,0.26,0.26,0.26,0.23,0.27,0.24,0.26,0.24,0.27,0.25,0.23,0.27,0.26,0.23,0.24,0.22,0.23,0.22,0.23,0.24,0.23,0.23,0.21,0.23,0.19,0.21,0.0,0.19,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.18,0.2,0.17,0.17,0.16,0.16,0.17,0.0,0.17,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72
08/05/2021,1.35,1.29,1.2,1.12,1.05,0.94,0.92,0.97,0.97,0.99,0.97,0.88,1.0,0.89,0.9,0.91,0.9,0.83,0.85,0.85,0.78,0.86,0.84,0.77,0.8,0.72,0.75,0.75,0.67,0.71,0.68,0.67,0.63,0.66,0.64,0.64,0.62,0.66,0.61,0.58,0.62,0.59,0.62,0.55,0.58,0.55,0.54,0.58,0.58,0.56,0.56,0.56,0.55,0.44,0.51,0.55,0.53,0.48,0.47,0.5,0.48,0.51,0.49,0.45,0.54,0.52,0.47,0.5,0.45,0.46,0.47,0.45,0.44,0.47,0.48,0.47,0.47,0.49,0.42,0.42,0.46,0.43,0.44,0.45,0.0,0.42,0.44,0.42,0.43,0.45,0.42,0.43,0.39,0.41,0.4,0.42,0.42,0.39,0.39,0.4,0.38,0.39,0.4,0.38,0.38,0.37,0.37,0.38,0.36,0.37,0.34,0.36,0.35,0.36,0.35,0.37,0.36,0.37,0.35,0.35,0.31,0.34,0.34,0.34,0.33,0.34,0.34,0.3,0.31,0.34,0.35,0.32,0.31,0.35,0.3,0.3,0.29,0.28,0.27,0.27,0.26,0.27,0.27,0.28,0.27,0.29,0.28,0.27,0.26,0.27,0.26,0.28,0.26,0.25,0.24,0.26,0.26,0.26,0.23,0.27,0.24,0.26,0.24,0.27,0.25,0.23,0.27,0.26,0.23,0.24,0.22,0.23,0.22,0.23,0.24,0.23,0.23,0.21,0.23,0.19,0.21,0.0,0.19,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.18,0.2,0.17,0.17,0.16,0.16,0.17,0.0,0.17,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72
08/06/2021,1.41,1.2,1.18,1.13,1.11,0.97,0.88,0.94,0.96,0.96,0.98,0.88,1.02,0.9,0.93,0.92,0.92,0.81,0.87,0.86,0.8,0.79,0.77,0.77,0.79,0.74,0.74,0.78,0.67,0.71,0.68,0.67,0.58,0.63,0.64,0.64,0.62,0.63,0.59,0.57,0.61,0.61,0.62,0.55,0.57,0.53,0.57,0.59,0.58,0.56,0.59,0.57,0.55,0.43,0.51,0.54,0.55,0.48,0.46,0.51,0.48,0.49,0.51,0.45,0.58,0.46,0.48,0.5,0.45,0.48,0.47,0.44,0.43,0.48,0.5,0.48,0.49,0.49,0.42,0.42,0.46,0.44,0.45,0.46,0.0,0.43,0.46,0.4,0.43,0.45,0.44,0.45,0.31,0.42,0.39,0.42,0.41,0.39,0.39,0.4,0.37,0.39,0.41,0.39,0.41,0.37,0.36,0.39,0.36,0.39,0.42,0.34,0.31,0.38,0.34,0.38,0.36,0.37,0.35,0.33,0.32,0.34,0.36,0.33,0.32,0.34,0.34,0.31,0.3,0.33,0.36,0.32,0.32,0.36,0.29,0.31,0.27,0.26,0.26,0.27,0.27,0.28,0.27,0.28,0.26,0.29,0.28,0.26,0.28,0.25,0.27,0.28,0.26,0.25,0.23,0.27,0.25,0.21,0.23,0.28,0.27,0.27,0.24,0.28,0.25,0.23,0.26,0.26,0.22,0.24,0.23,0.25,0.23,0.23,0.24,0.23,0.26,0.22,0.24,0.19,0.21,0.0,0.19,0.2,0.19,0.2,0.2,0.21,0.19,0.22,0.18,0.21,0.17,0.17,0.16,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.16,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.81
