,United States Treasury Bills 0%,AAPL,MSFT,AMZN,FB,GOOG,TSLA,NVDA,GOOGL,PYPL,ADBE,CMCSA,NFLX,INTC,CSCO,PEP,AVGO,TMUS,TXN,COST,QCOM,AMGN,CHTR,INTU,SBUX,AMAT,AMD,ISRG,MRNA,BKNG,LRCX,ZM,MU,MDLZ,GILD,ADP,MELI,CSX,FISV,ATVI,ILMN,ADSK,JD,ADI,REGN,NXPI,IDXX,BIDU,BIIB,ASML,VRTX,DOCU,KDP,KHC,ALGN,MNST,KLAC,MRVL,EBAY,PDD,LULU,MAR,ROST,EXC,MTCH,WDAY,AEP,SNPS,WBA,ORLY,DXCM,EA,ALXN,CTAS,CHG.BK,MCHP,PAYX,CDNS,CTSH,XEL,NTES,XLNX,TEAM,PTON,PCAR,SWKS,CPRT,ANSS,OKTA,FAST,SGEN,VRSK,SIRI,MXIM,VRSN,CDW,CERN,DLTR,SPLK,TCOM,INCY,CHKP,FOXA,FOX,U.S. Bank Money Market Deposit Account,B 0 07/15/21,AZN,HON,n/a,EGCO.BK,BIDI11.SA,B 0 10/14/21,CRWD,USBFS03,B 0 10.14.21,CLV.,B 0 01.13.22,CMBR 0 01.13.22,SUM
10/08/2021,0.0,6.08,5.65,4.25,2.07,2.27,2.47,2.03,2.13,1.22,1.07,1.03,1.11,0.87,0.91,0.83,0.79,0.63,0.72,0.78,0.57,0.48,0.55,0.59,0.52,0.46,0.49,0.47,0.53,0.4,0.31,0.24,0.32,0.33,0.34,0.34,0.31,0.28,0.29,0.24,0.24,0.24,0.22,0.35,0.23,0.2,0.21,0.15,0.17,0.24,0.19,0.19,0.19,0.18,0.21,0.19,0.2,0.2,0.18,0.13,0.2,0.2,0.15,0.19,0.17,0.19,0.17,0.18,0.16,0.17,0.21,0.17,0.0,0.17,0.0,0.16,0.17,0.17,0.16,0.14,0.1,0.15,0.21,0.09,0.11,0.1,0.13,0.12,0.13,0.11,0.13,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.09,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.0,0.6,6.64,0.0,0.0,0.0,0.15,0.0,38.06,0.0,0.0,0.0,100.0
10/11/2021,0.0,6.12,5.73,4.32,2.03,2.31,2.49,2.07,2.17,1.23,1.09,1.03,1.1,0.86,0.91,0.85,0.8,0.61,0.72,0.79,0.57,0.47,0.54,0.59,0.53,0.45,0.51,0.48,0.49,0.4,0.31,0.24,0.31,0.34,0.34,0.35,0.3,0.29,0.29,0.24,0.25,0.25,0.24,0.35,0.23,0.2,0.21,0.16,0.17,0.24,0.19,0.2,0.2,0.18,0.21,0.19,0.2,0.21,0.19,0.14,0.2,0.2,0.15,0.19,0.17,0.19,0.17,0.18,0.16,0.17,0.21,0.16,0.0,0.17,0.0,0.16,0.17,0.17,0.16,0.14,0.12,0.15,0.21,0.09,0.11,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.1,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.0,0.6,6.53,0.0,0.0,0.0,0.15,0.0,37.77,0.0,0.0,0.0,100.02
10/12/2021,0.0,6.12,5.73,4.32,2.03,2.31,2.49,2.07,2.17,1.23,1.09,1.03,1.1,0.86,0.91,0.85,0.8,0.61,0.72,0.79,0.57,0.47,0.54,0.59,0.53,0.45,0.51,0.48,0.49,0.4,0.31,0.24,0.31,0.34,0.34,0.35,0.3,0.29,0.29,0.24,0.25,0.25,0.24,0.35,0.23,0.2,0.21,0.16,0.17,0.24,0.19,0.2,0.2,0.18,0.21,0.19,0.2,0.21,0.19,0.14,0.2,0.2,0.15,0.19,0.17,0.19,0.17,0.18,0.16,0.17,0.21,0.16,0.0,0.17,0.0,0.16,0.17,0.17,0.16,0.14,0.12,0.15,0.21,0.09,0.11,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.1,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.0,0.6,6.53,0.0,0.0,0.0,0.15,0.0,37.77,0.0,0.0,0.0,100.02
10/13/2021,0.0,6.12,5.73,4.32,2.03,2.31,2.49,2.07,2.17,1.23,1.09,1.03,1.1,0.86,0.91,0.85,0.8,0.61,0.72,0.79,0.57,0.47,0.54,0.59,0.53,0.45,0.51,0.48,0.49,0.4,0.31,0.24,0.31,0.34,0.34,0.35,0.3,0.29,0.29,0.24,0.25,0.25,0.24,0.35,0.23,0.2,0.21,0.16,0.17,0.24,0.19,0.2,0.2,0.18,0.21,0.19,0.2,0.21,0.19,0.14,0.2,0.2,0.15,0.19,0.17,0.19,0.17,0.18,0.16,0.17,0.21,0.16,0.0,0.17,0.0,0.16,0.17,0.17,0.16,0.14,0.12,0.15,0.21,0.09,0.11,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.1,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.0,0.6,6.53,0.0,0.0,0.0,0.15,0.0,37.77,0.0,0.0,0.0,100.02
10/14/2021,0.0,6.12,5.73,4.32,2.03,2.31,2.49,2.07,2.17,1.23,1.09,1.03,1.1,0.86,0.91,0.85,0.8,0.61,0.72,0.79,0.57,0.47,0.54,0.59,0.53,0.45,0.51,0.48,0.49,0.4,0.31,0.24,0.31,0.34,0.34,0.35,0.3,0.29,0.29,0.24,0.25,0.25,0.24,0.35,0.23,0.2,0.21,0.16,0.17,0.24,0.19,0.2,0.2,0.18,0.21,0.19,0.2,0.21,0.19,0.14,0.2,0.2,0.15,0.19,0.17,0.19,0.17,0.18,0.16,0.17,0.21,0.16,0.0,0.17,0.0,0.16,0.17,0.17,0.16,0.14,0.12,0.15,0.21,0.09,0.11,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.1,0.06,0.06,0.06,0.06,0.04,0.0,0.0,0.0,0.6,6.53,0.0,0.0,0.0,0.15,0.0,37.77,0.0,0.0,0.0,100.02
10/15/2021,0.0,6.14,5.75,4.27,2.02,2.31,2.5,2.05,2.17,1.19,1.08,0.95,1.1,0.86,0.92,0.85,0.8,0.58,0.71,0.79,0.56,0.46,0.51,0.58,0.52,0.46,0.51,0.46,0.48,0.4,0.31,0.24,0.31,0.34,0.34,0.34,0.29,0.29,0.28,0.24,0.25,0.24,0.24,0.36,0.23,0.2,0.21,0.16,0.17,0.23,0.19,0.2,0.2,0.18,0.2,0.19,0.2,0.21,0.19,0.14,0.19,0.2,0.15,0.19,0.17,0.19,0.16,0.18,0.16,0.17,0.2,0.16,0.0,0.17,0.0,0.15,0.17,0.17,0.16,0.13,0.12,0.15,0.21,0.09,0.12,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.1,0.0,0.05,0.06,0.06,0.04,0.0,0.0,0.0,0.59,6.59,0.0,0.0,0.0,0.14,0.0,38.1,0.06,0.0,0.0,100.01000000000002
10/18/2021,0.0,6.05,5.78,4.32,2.01,2.3,2.56,2.07,2.15,1.2,1.11,0.95,1.1,0.84,0.91,0.86,0.79,0.58,0.69,0.78,0.56,0.46,0.51,0.59,0.52,0.46,0.53,0.46,0.51,0.4,0.31,0.25,0.3,0.34,0.34,0.34,0.3,0.29,0.28,0.23,0.25,0.25,0.25,0.35,0.23,0.19,0.21,0.16,0.17,0.24,0.19,0.19,0.2,0.18,0.19,0.18,0.2,0.21,0.19,0.15,0.2,0.2,0.15,0.19,0.17,0.2,0.17,0.18,0.16,0.18,0.21,0.16,0.0,0.17,0.0,0.15,0.17,0.17,0.16,0.14,0.12,0.16,0.22,0.09,0.12,0.1,0.13,0.12,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.1,0.0,0.05,0.07,0.06,0.04,0.0,0.0,0.0,0.59,6.43,0.0,0.0,0.0,0.16,0.0,38.08,0.06,0.0,0.0,100.01
10/19/2021,0.0,6.11,5.85,4.3,2.01,2.33,2.55,2.13,2.18,1.23,1.13,0.97,1.1,0.86,0.92,0.86,0.8,0.59,0.7,0.78,0.57,0.46,0.51,0.59,0.52,0.47,0.53,0.46,0.52,0.4,0.32,0.25,0.3,0.34,0.34,0.35,0.3,0.29,0.29,0.23,0.25,0.25,0.25,0.35,0.23,0.2,0.21,0.16,0.17,0.25,0.19,0.19,0.2,0.18,0.19,0.18,0.2,0.21,0.19,0.14,0.2,0.2,0.15,0.19,0.17,0.2,0.17,0.18,0.17,0.18,0.21,0.15,0.0,0.17,0.0,0.15,0.17,0.17,0.16,0.14,0.12,0.16,0.21,0.09,0.12,0.1,0.13,0.12,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.11,0.0,0.05,0.07,0.06,0.04,0.0,0.0,0.0,0.6,44.05,0.0,0.0,0.0,0.16,0.0,0.0,0.06,0.0,0.0,99.98
10/20/2021,0.0,6.11,5.85,4.3,2.01,2.33,2.55,2.13,2.18,1.23,1.13,0.97,1.1,0.86,0.92,0.86,0.8,0.59,0.7,0.78,0.57,0.46,0.51,0.59,0.52,0.47,0.53,0.46,0.52,0.4,0.32,0.25,0.3,0.34,0.34,0.35,0.3,0.29,0.29,0.23,0.25,0.25,0.25,0.35,0.23,0.2,0.21,0.16,0.17,0.25,0.19,0.19,0.2,0.18,0.19,0.18,0.2,0.21,0.19,0.14,0.2,0.2,0.15,0.19,0.17,0.2,0.17,0.18,0.17,0.18,0.21,0.15,0.0,0.17,0.0,0.15,0.17,0.17,0.16,0.14,0.12,0.16,0.21,0.09,0.12,0.1,0.13,0.12,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.11,0.0,0.05,0.07,0.06,0.04,0.0,0.0,0.0,0.6,44.05,0.0,0.0,0.0,0.16,0.0,0.0,0.06,0.0,0.0,99.98
10/21/2021,0.0,6.17,5.88,4.45,2.04,2.33,2.69,2.15,2.19,1.24,1.15,0.94,1.09,0.86,0.9,0.85,0.8,0.57,0.7,0.79,0.57,0.45,0.5,0.61,0.52,0.47,0.55,0.46,0.52,0.4,0.31,0.25,0.29,0.33,0.33,0.35,0.31,0.3,0.29,0.23,0.25,0.25,0.25,0.36,0.23,0.2,0.21,0.17,0.16,0.25,0.18,0.2,0.19,0.18,0.19,0.18,0.2,0.22,0.19,0.14,0.21,0.2,0.15,0.19,0.17,0.2,0.16,0.18,0.16,0.18,0.2,0.15,0.0,0.17,0.0,0.16,0.17,0.17,0.16,0.14,0.12,0.16,0.22,0.09,0.12,0.1,0.13,0.12,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.6,6.31,0.0,0.0,0.0,0.17,0.0,0.0,0.06,37.34,0.0,99.96
10/22/2021,0.0,6.24,5.88,4.43,2.06,2.34,2.66,2.15,2.19,1.24,1.17,0.96,1.09,0.86,0.91,0.85,0.81,0.58,0.71,0.8,0.58,0.45,0.51,0.61,0.52,0.47,0.55,0.46,0.52,0.39,0.31,0.26,0.29,0.33,0.33,0.35,0.3,0.3,0.29,0.23,0.25,0.26,0.26,0.37,0.23,0.2,0.21,0.17,0.16,0.25,0.19,0.2,0.19,0.18,0.18,0.18,0.2,0.22,0.19,0.14,0.2,0.2,0.15,0.19,0.17,0.2,0.16,0.18,0.16,0.18,0.21,0.15,0.0,0.17,0.0,0.16,0.17,0.17,0.16,0.14,0.12,0.16,0.21,0.09,0.12,0.1,0.13,0.12,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.1,0.0,0.05,0.06,0.06,0.04,0.0,0.0,0.0,0.6,6.28,0.0,0.0,0.0,0.16,0.0,0.0,0.06,37.18,0.0,99.93999999999998
10/25/2021,0.0,6.26,5.87,4.39,2.06,2.32,2.67,2.13,2.17,1.18,1.16,0.97,1.07,0.87,0.92,0.86,0.81,0.59,0.72,0.8,0.58,0.46,0.52,0.61,0.52,0.47,0.55,0.47,0.52,0.38,0.31,0.25,0.3,0.33,0.33,0.35,0.31,0.3,0.29,0.24,0.25,0.26,0.26,0.37,0.23,0.2,0.21,0.18,0.16,0.24,0.19,0.2,0.19,0.18,0.19,0.18,0.2,0.22,0.19,0.15,0.2,0.19,0.15,0.2,0.17,0.2,0.17,0.19,0.16,0.18,0.21,0.16,0.0,0.17,0.0,0.16,0.17,0.17,0.16,0.14,0.12,0.16,0.21,0.09,0.12,0.1,0.13,0.12,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.11,0.0,0.05,0.06,0.06,0.04,0.0,0.0,0.0,0.6,6.29,0.0,0.0,0.0,0.16,0.0,0.0,0.06,37.21,0.0,99.97
10/26/2021,0.0,6.25,5.91,4.4,2.06,2.31,2.74,2.18,2.16,1.11,1.17,0.95,1.11,0.87,0.9,0.85,0.81,0.57,0.72,0.81,0.58,0.46,0.52,0.62,0.52,0.46,0.56,0.47,0.53,0.38,0.3,0.25,0.3,0.33,0.33,0.35,0.3,0.3,0.29,0.24,0.25,0.26,0.26,0.37,0.24,0.21,0.22,0.18,0.16,0.25,0.19,0.2,0.19,0.17,0.19,0.18,0.2,0.21,0.19,0.14,0.21,0.2,0.15,0.19,0.18,0.21,0.17,0.19,0.17,0.18,0.21,0.16,0.0,0.17,0.0,0.16,0.17,0.18,0.16,0.14,0.12,0.17,0.22,0.09,0.12,0.1,0.13,0.13,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.11,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.6,6.27,0.0,0.0,0.0,0.16,0.0,0.0,0.06,37.08,0.0,99.96
10/27/2021,0.0,6.25,5.91,4.4,2.06,2.31,2.74,2.18,2.16,1.11,1.17,0.95,1.11,0.87,0.9,0.85,0.81,0.57,0.72,0.81,0.58,0.46,0.52,0.62,0.52,0.46,0.56,0.47,0.53,0.38,0.3,0.25,0.3,0.33,0.33,0.35,0.3,0.3,0.29,0.24,0.25,0.26,0.26,0.37,0.24,0.21,0.22,0.18,0.16,0.25,0.19,0.2,0.19,0.17,0.19,0.18,0.2,0.21,0.19,0.14,0.21,0.2,0.15,0.19,0.18,0.21,0.17,0.19,0.17,0.18,0.21,0.16,0.0,0.17,0.0,0.16,0.17,0.18,0.16,0.14,0.12,0.17,0.22,0.09,0.12,0.1,0.13,0.13,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.11,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.6,6.27,0.0,0.0,0.0,0.16,0.0,0.0,0.06,37.08,0.0,99.96
10/28/2021,0.0,6.25,5.91,4.4,2.06,2.31,2.74,2.18,2.16,1.11,1.17,0.95,1.11,0.87,0.9,0.85,0.81,0.57,0.72,0.81,0.58,0.46,0.52,0.62,0.52,0.46,0.56,0.47,0.53,0.38,0.3,0.25,0.3,0.33,0.33,0.35,0.3,0.3,0.29,0.24,0.25,0.26,0.26,0.37,0.24,0.21,0.22,0.18,0.16,0.25,0.19,0.2,0.19,0.17,0.19,0.18,0.2,0.21,0.19,0.14,0.21,0.2,0.15,0.19,0.18,0.21,0.17,0.19,0.17,0.18,0.21,0.16,0.0,0.17,0.0,0.16,0.17,0.18,0.16,0.14,0.12,0.17,0.22,0.09,0.12,0.1,0.13,0.13,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.11,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.6,6.27,0.0,0.0,0.0,0.16,0.0,0.0,0.06,37.08,0.0,99.96
10/29/2021,0.0,6.21,5.85,4.25,1.98,2.25,3.14,2.23,2.09,1.12,1.19,0.95,1.14,0.77,0.89,0.85,0.82,0.56,0.72,0.83,0.57,0.45,0.52,0.64,0.53,0.47,0.57,0.47,0.54,0.38,0.3,0.26,0.3,0.33,0.33,0.35,0.29,0.31,0.29,0.25,0.25,0.27,0.26,0.37,0.24,0.2,0.22,0.17,0.16,0.25,0.19,0.2,0.19,0.17,0.18,0.17,0.21,0.22,0.2,0.15,0.21,0.2,0.16,0.2,0.17,0.21,0.16,0.19,0.17,0.18,0.21,0.16,0.0,0.18,0.0,0.16,0.17,0.18,0.16,0.14,0.12,0.17,0.22,0.1,0.12,0.1,0.13,0.13,0.14,0.12,0.12,0.13,0.1,0.0,0.1,0.1,0.08,0.09,0.11,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,6.26,0.0,0.0,0.0,0.16,0.0,0.0,0.06,37.05,0.0,99.95999999999998
11/01/2021,0.0,6.23,5.88,4.32,1.9,2.26,3.12,2.37,2.12,1.1,1.18,0.95,1.14,0.75,0.9,0.86,0.84,0.56,0.71,0.82,0.57,0.45,0.51,0.65,0.53,0.46,0.58,0.48,0.53,0.39,0.3,0.26,0.3,0.33,0.33,0.36,0.29,0.31,0.29,0.24,0.25,0.27,0.25,0.37,0.24,0.2,0.22,0.16,0.16,0.25,0.19,0.2,0.19,0.17,0.18,0.18,0.2,0.22,0.2,0.14,0.21,0.2,0.16,0.2,0.17,0.21,0.16,0.19,0.16,0.18,0.21,0.16,0.0,0.18,0.0,0.15,0.17,0.19,0.16,0.13,0.12,0.16,0.22,0.09,0.12,0.1,0.13,0.13,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.11,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,6.25,0.0,0.0,0.0,0.17,0.0,0.0,0.06,36.99,0.0,100.0
11/02/2021,0.0,6.31,6.1,4.37,1.89,2.34,3.27,2.38,2.2,1.07,1.16,0.91,1.14,0.74,0.9,0.85,0.83,0.56,0.67,0.83,0.57,0.45,0.49,0.65,0.51,0.47,0.56,0.49,0.53,0.38,0.31,0.25,0.3,0.33,0.33,0.36,0.29,0.31,0.26,0.24,0.25,0.27,0.24,0.35,0.26,0.2,0.22,0.16,0.16,0.25,0.18,0.2,0.19,0.17,0.19,0.17,0.21,0.22,0.18,0.13,0.21,0.2,0.16,0.2,0.16,0.21,0.16,0.19,0.16,0.17,0.21,0.16,0.0,0.17,0.0,0.15,0.17,0.18,0.16,0.13,0.12,0.17,0.21,0.09,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,6.21,0.0,0.0,0.0,0.16,0.0,0.0,0.06,36.69,0.0,99.99
11/03/2021,0.0,6.17,6.21,4.26,1.92,2.37,3.37,2.42,2.22,1.04,1.18,0.89,1.16,0.75,0.89,0.85,0.83,0.55,0.66,0.82,0.57,0.45,0.47,0.66,0.48,0.47,0.56,0.49,0.53,0.38,0.3,0.25,0.3,0.33,0.31,0.36,0.28,0.31,0.25,0.23,0.25,0.27,0.23,0.35,0.26,0.2,0.22,0.16,0.16,0.25,0.19,0.2,0.2,0.17,0.19,0.17,0.22,0.22,0.19,0.13,0.22,0.2,0.15,0.2,0.15,0.21,0.16,0.19,0.16,0.17,0.23,0.15,0.0,0.17,0.0,0.15,0.17,0.19,0.16,0.13,0.12,0.17,0.23,0.09,0.12,0.1,0.13,0.13,0.13,0.12,0.12,0.13,0.1,0.0,0.1,0.1,0.08,0.09,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,6.21,0.0,0.0,0.0,0.16,0.0,0.0,0.06,36.67,0.0,99.97
11/04/2021,0.0,6.17,6.21,4.26,1.92,2.37,3.37,2.42,2.22,1.04,1.18,0.89,1.16,0.75,0.89,0.85,0.83,0.55,0.66,0.82,0.57,0.45,0.47,0.66,0.48,0.47,0.56,0.49,0.53,0.38,0.3,0.25,0.3,0.33,0.31,0.36,0.28,0.31,0.25,0.23,0.25,0.27,0.23,0.35,0.26,0.2,0.22,0.16,0.16,0.25,0.19,0.2,0.2,0.17,0.19,0.17,0.22,0.22,0.19,0.13,0.22,0.2,0.15,0.2,0.15,0.21,0.16,0.19,0.16,0.17,0.23,0.15,0.0,0.17,0.0,0.15,0.17,0.19,0.16,0.13,0.12,0.17,0.23,0.09,0.12,0.1,0.13,0.13,0.13,0.12,0.12,0.13,0.1,0.0,0.1,0.1,0.08,0.09,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,6.21,0.0,0.0,0.0,0.16,0.0,0.0,0.06,36.67,0.0,99.97
11/05/2021,0.0,6.13,6.16,4.18,1.96,2.29,3.65,2.44,2.15,1.04,1.15,0.91,1.14,0.76,0.89,0.84,0.82,0.55,0.66,0.82,0.58,0.45,0.47,0.64,0.5,0.48,0.58,0.48,0.51,0.39,0.31,0.25,0.3,0.33,0.32,0.36,0.28,0.3,0.26,0.24,0.25,0.27,0.25,0.36,0.26,0.21,0.22,0.16,0.16,0.25,0.19,0.2,0.2,0.17,0.2,0.17,0.22,0.22,0.19,0.14,0.22,0.2,0.16,0.2,0.16,0.21,0.16,0.19,0.16,0.17,0.23,0.16,0.0,0.17,0.0,0.16,0.17,0.19,0.16,0.13,0.12,0.17,0.23,0.09,0.12,0.1,0.13,0.13,0.14,0.12,0.12,0.13,0.1,0.0,0.1,0.1,0.09,0.1,0.1,0.0,0.06,0.06,0.05,0.04,0.0,0.0,0.0,0.58,6.22,0.0,0.0,0.0,0.15,0.0,0.0,0.06,36.59,0.0,100.06
11/08/2021,0.0,6.12,6.2,4.32,1.96,2.34,3.66,2.78,2.19,1.01,1.2,0.9,1.1,0.76,0.9,0.85,0.84,0.58,0.67,0.85,0.66,0.46,0.47,0.65,0.5,0.51,0.63,0.49,0.43,0.37,0.32,0.25,0.3,0.33,0.32,0.36,0.29,0.3,0.26,0.2,0.25,0.27,0.24,0.36,0.26,0.22,0.21,0.15,0.16,0.26,0.19,0.2,0.19,0.17,0.2,0.17,0.24,0.22,0.19,0.12,0.22,0.2,0.16,0.2,0.16,0.21,0.16,0.2,0.16,0.17,0.23,0.15,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.12,0.18,0.23,0.08,0.12,0.1,0.13,0.13,0.14,0.12,0.13,0.13,0.1,0.0,0.1,0.1,0.08,0.09,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,5.96,0.0,0.0,0.0,0.16,0.0,0.0,0.05,36.08,0.0,100.03
11/09/2021,0.0,6.12,6.2,4.32,1.96,2.34,3.66,2.78,2.19,1.01,1.2,0.9,1.1,0.76,0.9,0.85,0.84,0.58,0.67,0.85,0.66,0.46,0.47,0.65,0.5,0.51,0.63,0.49,0.43,0.37,0.32,0.25,0.3,0.33,0.32,0.36,0.29,0.3,0.26,0.2,0.25,0.27,0.24,0.36,0.26,0.22,0.21,0.15,0.16,0.26,0.19,0.2,0.19,0.17,0.2,0.17,0.24,0.22,0.19,0.12,0.22,0.2,0.16,0.2,0.16,0.21,0.16,0.2,0.16,0.17,0.23,0.15,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.12,0.18,0.23,0.08,0.12,0.1,0.13,0.13,0.14,0.12,0.13,0.13,0.1,0.0,0.1,0.1,0.08,0.09,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,5.96,0.0,0.0,0.0,0.16,0.0,0.0,0.05,36.08,0.0,100.03
11/10/2021,0.0,6.12,6.2,4.32,1.96,2.34,3.66,2.78,2.19,1.01,1.2,0.9,1.1,0.76,0.9,0.85,0.84,0.58,0.67,0.85,0.66,0.46,0.47,0.65,0.5,0.51,0.63,0.49,0.43,0.37,0.32,0.25,0.3,0.33,0.32,0.36,0.29,0.3,0.26,0.2,0.25,0.27,0.24,0.36,0.26,0.22,0.21,0.15,0.16,0.26,0.19,0.2,0.19,0.17,0.2,0.17,0.24,0.22,0.19,0.12,0.22,0.2,0.16,0.2,0.16,0.21,0.16,0.2,0.16,0.17,0.23,0.15,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.12,0.18,0.23,0.08,0.12,0.1,0.13,0.13,0.14,0.12,0.13,0.13,0.1,0.0,0.1,0.1,0.08,0.09,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,5.96,0.0,0.0,0.0,0.16,0.0,0.0,0.05,36.08,0.0,100.03
11/11/2021,0.0,6.13,6.2,4.37,1.99,2.35,3.64,2.78,2.2,1.0,1.18,0.92,1.07,0.77,0.9,0.86,0.86,0.58,0.67,0.85,0.69,0.45,0.47,0.64,0.52,0.52,0.62,0.49,0.36,0.4,0.32,0.24,0.31,0.33,0.31,0.36,0.3,0.3,0.25,0.2,0.24,0.27,0.23,0.37,0.24,0.22,0.21,0.15,0.16,0.26,0.19,0.19,0.19,0.17,0.21,0.18,0.24,0.22,0.18,0.12,0.22,0.21,0.16,0.2,0.16,0.21,0.16,0.2,0.16,0.17,0.23,0.15,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.12,0.18,0.22,0.05,0.12,0.1,0.13,0.13,0.14,0.12,0.13,0.13,0.1,0.0,0.1,0.1,0.08,0.1,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.59,5.9,0.0,0.0,0.0,0.15,0.0,0.0,0.06,36.08,0.0,100.0
11/12/2021,0.0,6.11,6.22,4.34,1.98,2.35,3.46,2.88,2.2,1.01,1.19,0.92,1.08,0.78,0.9,0.84,0.86,0.57,0.67,0.83,0.7,0.45,0.48,0.64,0.51,0.52,0.68,0.49,0.37,0.41,0.32,0.23,0.31,0.33,0.31,0.36,0.31,0.3,0.25,0.2,0.24,0.27,0.23,0.37,0.25,0.22,0.21,0.15,0.16,0.26,0.19,0.19,0.19,0.17,0.21,0.18,0.24,0.23,0.18,0.12,0.22,0.21,0.16,0.2,0.16,0.21,0.16,0.2,0.16,0.17,0.23,0.15,0.0,0.17,0.0,0.17,0.17,0.19,0.16,0.13,0.12,0.19,0.22,0.05,0.12,0.1,0.13,0.13,0.14,0.12,0.13,0.13,0.1,0.0,0.1,0.1,0.08,0.1,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.59,5.91,0.0,0.0,0.0,0.16,0.0,0.0,0.06,36.11,0.0,100.03
11/15/2021,0.0,6.07,6.2,4.37,1.94,2.33,3.2,2.87,2.18,0.9,1.16,0.93,1.1,0.77,0.9,0.85,0.86,0.56,0.66,0.86,0.7,0.45,0.48,0.63,0.5,0.52,0.67,0.47,0.34,0.39,0.33,0.22,0.32,0.34,0.32,0.37,0.3,0.3,0.26,0.2,0.23,0.27,0.25,0.37,0.25,0.22,0.2,0.16,0.16,0.26,0.19,0.18,0.19,0.17,0.21,0.19,0.24,0.23,0.18,0.13,0.22,0.19,0.16,0.2,0.15,0.21,0.16,0.2,0.16,0.18,0.23,0.16,0.0,0.17,0.0,0.17,0.17,0.19,0.16,0.13,0.13,0.2,0.23,0.05,0.12,0.1,0.13,0.13,0.14,0.13,0.12,0.13,0.1,0.0,0.1,0.1,0.08,0.1,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,5.97,0.0,0.0,0.0,0.16,0.0,0.0,0.06,36.5,0.0,99.97
