,United States Treasury Bills 0%,AAPL,MSFT,AMZN,FB,GOOG,TSLA,NVDA,GOOGL,PYPL,ADBE,CMCSA,NFLX,INTC,CSCO,PEP,AVGO,TMUS,TXN,COST,QCOM,AMGN,CHTR,INTU,SBUX,AMAT,AMD,ISRG,MRNA,BKNG,LRCX,ZM,MU,MDLZ,GILD,ADP,MELI,CSX,FISV,ATVI,ILMN,ADSK,JD,ADI,REGN,NXPI,IDXX,BIDU,BIIB,ASML,VRTX,DOCU,KDP,KHC,ALGN,MNST,KLAC,MRVL,EBAY,PDD,LULU,MAR,ROST,EXC,MTCH,WDAY,AEP,SNPS,WBA,ORLY,DXCM,EA,ALXN,CTAS,CHG.BK,MCHP,PAYX,CDNS,CTSH,XEL,NTES,XLNX,TEAM,PTON,PCAR,SWKS,CPRT,ANSS,OKTA,FAST,SGEN,VRSK,SIRI,MXIM,VRSN,CDW,CERN,DLTR,SPLK,TCOM,INCY,CHKP,FOXA,FOX,U.S. Bank Money Market Deposit Account,B 0 07/15/21,AZN,HON,n/a,EGCO.BK,BIDI11.SA,B 0 10/14/21,CRWD,USBFS03,B 0 10.14.21,CLV.,B 0 01.13.22,CMBR 0 01.13.22,SUM
07/23/2021,0.0,6.44,5.57,4.74,2.16,2.25,2.03,1.81,2.01,1.38,1.16,1.06,0.94,0.89,0.91,0.87,0.76,0.75,0.69,0.73,0.64,0.57,0.54,0.55,0.56,0.47,0.42,0.45,0.46,0.36,0.34,0.34,0.34,0.36,0.35,0.35,0.31,0.29,0.3,0.29,0.27,0.26,0.25,0.24,0.25,0.21,0.23,0.19,0.2,0.21,0.21,0.21,0.2,0.19,0.2,0.2,0.18,0.18,0.18,0.16,0.19,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.0,0.14,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.11,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.06,0.07,0.07,0.05,0.03,44.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
07/26/2021,37.69,6.36,5.55,4.73,2.18,2.25,2.05,1.92,2.01,1.41,1.17,1.06,0.91,0.91,0.91,0.86,0.78,0.72,0.71,0.73,0.64,0.56,0.54,0.56,0.56,0.5,0.43,0.44,0.51,0.36,0.37,0.33,0.34,0.36,0.34,0.35,0.31,0.29,0.3,0.28,0.28,0.27,0.25,0.24,0.25,0.22,0.23,0.19,0.2,0.22,0.2,0.23,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.16,0.19,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.0,0.15,0.16,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.06,0.07,0.07,0.05,0.03,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
07/27/2021,37.69,6.36,5.55,4.73,2.18,2.25,2.05,1.92,2.01,1.41,1.17,1.06,0.91,0.91,0.91,0.86,0.78,0.72,0.71,0.73,0.64,0.56,0.54,0.56,0.56,0.5,0.43,0.44,0.51,0.36,0.37,0.33,0.34,0.36,0.34,0.35,0.31,0.29,0.3,0.28,0.28,0.27,0.25,0.24,0.25,0.22,0.23,0.19,0.2,0.22,0.2,0.23,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.16,0.19,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.0,0.15,0.16,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.06,0.07,0.07,0.05,0.03,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
07/28/2021,37.3,6.43,5.66,4.77,2.3,2.31,1.99,1.92,2.07,1.42,1.18,1.05,0.9,0.85,0.92,0.86,0.77,0.71,0.68,0.74,0.65,0.56,0.54,0.57,0.59,0.5,0.44,0.45,0.55,0.36,0.37,0.33,0.33,0.36,0.34,0.35,0.32,0.3,0.3,0.28,0.29,0.27,0.24,0.24,0.25,0.21,0.23,0.18,0.2,0.23,0.21,0.23,0.2,0.19,0.2,0.2,0.19,0.19,0.2,0.15,0.2,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.16,0.18,0.18,0.16,0.0,0.16,0.0,0.15,0.16,0.16,0.14,0.14,0.13,0.13,0.14,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.1,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.05,0.07,0.07,0.05,0.03,6.82,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,37.1,6.41,5.62,4.8,2.31,2.33,2.02,1.88,2.08,1.41,1.17,1.05,0.9,0.86,0.92,0.85,0.77,0.71,0.68,0.74,0.64,0.55,0.54,0.57,0.58,0.5,0.43,0.45,0.52,0.36,0.36,0.35,0.33,0.36,0.34,0.35,0.31,0.3,0.29,0.27,0.28,0.27,0.22,0.24,0.24,0.22,0.23,0.17,0.2,0.23,0.2,0.22,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.13,0.19,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.0,0.16,0.0,0.15,0.16,0.16,0.14,0.14,0.11,0.13,0.14,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.05,0.06,0.06,0.05,0.03,6.75,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92
07/30/2021,37.1,6.41,5.62,4.8,2.31,2.33,2.02,1.88,2.08,1.41,1.17,1.05,0.9,0.86,0.92,0.85,0.77,0.71,0.68,0.74,0.64,0.55,0.54,0.57,0.58,0.5,0.43,0.45,0.52,0.36,0.36,0.35,0.33,0.36,0.34,0.35,0.31,0.3,0.29,0.27,0.28,0.27,0.22,0.24,0.24,0.22,0.23,0.17,0.2,0.23,0.2,0.22,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.13,0.19,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.0,0.16,0.0,0.15,0.16,0.16,0.14,0.14,0.11,0.13,0.14,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.05,0.06,0.06,0.05,0.03,6.75,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92
08/02/2021,37.44,6.3,5.61,4.76,2.33,2.3,2.01,1.92,2.13,1.4,1.18,1.05,0.91,0.85,0.92,0.86,0.77,0.72,0.68,0.74,0.64,0.56,0.54,0.57,0.57,0.5,0.47,0.45,0.55,0.37,0.36,0.35,0.33,0.35,0.35,0.35,0.33,0.29,0.3,0.26,0.29,0.27,0.23,0.24,0.25,0.22,0.24,0.18,0.2,0.23,0.21,0.23,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.14,0.2,0.19,0.17,0.18,0.17,0.17,0.18,0.17,0.16,0.17,0.18,0.16,0.0,0.16,0.0,0.15,0.16,0.16,0.14,0.15,0.12,0.13,0.14,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.06,0.07,0.07,0.05,0.03,6.31,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/03/2021,37.44,6.3,5.61,4.76,2.33,2.3,2.01,1.92,2.13,1.4,1.18,1.05,0.91,0.85,0.92,0.86,0.77,0.72,0.68,0.74,0.64,0.56,0.54,0.57,0.57,0.5,0.47,0.45,0.55,0.37,0.36,0.35,0.33,0.35,0.35,0.35,0.33,0.29,0.3,0.26,0.29,0.27,0.23,0.24,0.25,0.22,0.24,0.18,0.2,0.23,0.21,0.23,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.14,0.2,0.19,0.17,0.18,0.17,0.17,0.18,0.17,0.16,0.17,0.18,0.16,0.0,0.16,0.0,0.15,0.16,0.16,0.14,0.15,0.12,0.13,0.14,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.06,0.07,0.07,0.05,0.03,6.31,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/04/2021,37.44,6.3,5.61,4.76,2.33,2.3,2.01,1.92,2.13,1.4,1.18,1.05,0.91,0.85,0.92,0.86,0.77,0.72,0.68,0.74,0.64,0.56,0.54,0.57,0.57,0.5,0.47,0.45,0.55,0.37,0.36,0.35,0.33,0.35,0.35,0.35,0.33,0.29,0.3,0.26,0.29,0.27,0.23,0.24,0.25,0.22,0.24,0.18,0.2,0.23,0.21,0.23,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.14,0.2,0.19,0.17,0.18,0.17,0.17,0.18,0.17,0.16,0.17,0.18,0.16,0.0,0.16,0.0,0.15,0.16,0.16,0.14,0.15,0.12,0.13,0.14,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.06,0.07,0.07,0.05,0.03,6.31,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/05/2021,37.44,6.3,5.61,4.76,2.33,2.3,2.01,1.92,2.13,1.4,1.18,1.05,0.91,0.85,0.92,0.86,0.77,0.72,0.68,0.74,0.64,0.56,0.54,0.57,0.57,0.5,0.47,0.45,0.55,0.37,0.36,0.35,0.33,0.35,0.35,0.35,0.33,0.29,0.3,0.26,0.29,0.27,0.23,0.24,0.25,0.22,0.24,0.18,0.2,0.23,0.21,0.23,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.14,0.2,0.19,0.17,0.18,0.17,0.17,0.18,0.17,0.16,0.17,0.18,0.16,0.0,0.16,0.0,0.15,0.16,0.16,0.14,0.15,0.12,0.13,0.14,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.06,0.07,0.07,0.05,0.03,6.31,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/06/2021,37.38,6.39,5.62,4.4,2.19,2.29,2.2,1.95,2.12,1.27,1.17,1.05,0.9,0.87,0.94,0.86,0.78,0.71,0.69,0.76,0.66,0.56,0.57,0.57,0.55,0.51,0.54,0.47,0.61,0.35,0.37,0.35,0.36,0.35,0.35,0.36,0.32,0.3,0.29,0.24,0.29,0.29,0.23,0.25,0.25,0.23,0.24,0.18,0.2,0.24,0.21,0.22,0.19,0.19,0.22,0.19,0.21,0.2,0.18,0.13,0.2,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.16,0.17,0.2,0.16,0.0,0.16,0.0,0.16,0.16,0.17,0.15,0.15,0.11,0.14,0.17,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.05,0.07,0.07,0.05,0.03,6.3,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/19/2021,0.0,6.45,5.72,4.3,2.26,2.32,2.22,1.98,2.14,1.27,1.2,1.07,0.9,0.86,0.94,0.86,0.78,0.71,0.69,0.78,0.67,0.52,0.57,0.58,0.54,0.47,0.53,0.47,0.61,0.36,0.33,0.33,0.31,0.35,0.35,0.36,0.37,0.31,0.3,0.26,0.3,0.29,0.23,0.25,0.26,0.24,0.23,0.16,0.21,0.24,0.2,0.22,0.19,0.18,0.22,0.2,0.2,0.2,0.2,0.13,0.2,0.17,0.18,0.19,0.14,0.17,0.18,0.18,0.17,0.17,0.19,0.16,0.0,0.16,0.0,0.16,0.17,0.17,0.16,0.15,0.11,0.14,0.18,0.11,0.11,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.05,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.63,37.28,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/25/2021,0.0,6.42,5.95,4.18,2.24,2.33,2.11,2.04,2.14,1.26,1.22,1.07,0.96,0.83,0.97,0.87,0.76,0.7,0.67,0.8,0.64,0.51,0.59,0.59,0.53,0.46,0.5,0.49,0.6,0.34,0.32,0.31,0.31,0.35,0.36,0.36,0.36,0.31,0.31,0.25,0.28,0.29,0.21,0.24,0.28,0.22,0.23,0.15,0.21,0.24,0.2,0.21,0.19,0.18,0.21,0.2,0.19,0.19,0.19,0.12,0.2,0.17,0.17,0.19,0.14,0.17,0.18,0.19,0.16,0.17,0.2,0.16,0.0,0.16,0.0,0.15,0.16,0.17,0.16,0.15,0.1,0.14,0.18,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.05,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.62,37.35,0.0,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
08/26/2021,0.0,6.43,5.91,4.23,2.25,2.35,2.17,2.14,2.17,1.27,1.23,1.07,0.96,0.85,0.97,0.86,0.77,0.7,0.68,0.79,0.64,0.51,0.59,0.59,0.53,0.47,0.51,0.48,0.64,0.35,0.33,0.32,0.31,0.35,0.36,0.36,0.36,0.31,0.31,0.25,0.27,0.29,0.21,0.25,0.28,0.23,0.22,0.15,0.21,0.25,0.2,0.21,0.19,0.18,0.22,0.2,0.2,0.2,0.19,0.12,0.2,0.17,0.17,0.19,0.14,0.17,0.18,0.19,0.16,0.17,0.19,0.16,0.0,0.16,0.0,0.16,0.16,0.17,0.16,0.15,0.1,0.15,0.18,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.1,0.11,0.09,0.11,0.09,0.09,0.09,0.05,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.62,37.04,0.0,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/27/2021,0.0,6.41,5.85,4.27,2.25,2.37,2.17,2.12,2.18,1.28,1.23,1.06,0.96,0.85,0.98,0.84,0.76,0.69,0.68,0.78,0.64,0.51,0.58,0.59,0.53,0.47,0.51,0.48,0.61,0.36,0.33,0.31,0.31,0.34,0.35,0.35,0.37,0.3,0.31,0.25,0.27,0.29,0.24,0.24,0.28,0.23,0.22,0.16,0.21,0.25,0.2,0.21,0.19,0.17,0.22,0.2,0.2,0.2,0.19,0.15,0.2,0.17,0.17,0.19,0.15,0.17,0.17,0.19,0.16,0.17,0.19,0.16,0.0,0.16,0.0,0.16,0.16,0.17,0.16,0.14,0.11,0.15,0.18,0.11,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.1,0.1,0.09,0.11,0.09,0.09,0.1,0.06,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.62,37.06,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
08/30/2021,0.0,6.35,5.81,4.3,2.26,2.37,2.16,2.15,2.19,1.26,1.22,1.06,0.96,0.85,0.98,0.84,0.77,0.67,0.68,0.78,0.63,0.5,0.59,0.59,0.53,0.48,0.51,0.48,0.62,0.37,0.33,0.32,0.32,0.34,0.35,0.35,0.36,0.3,0.31,0.25,0.27,0.27,0.25,0.24,0.28,0.24,0.23,0.16,0.2,0.25,0.2,0.22,0.19,0.17,0.22,0.2,0.2,0.2,0.2,0.14,0.2,0.17,0.17,0.19,0.14,0.17,0.17,0.19,0.16,0.17,0.2,0.16,0.0,0.16,0.0,0.16,0.16,0.17,0.16,0.14,0.11,0.15,0.18,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.09,0.11,0.09,0.08,0.1,0.06,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.62,37.22,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
