,BIIB,ALL,CINF,ALLY,LH,BRK.B,CVS,PNC,BK,AFL,AGR,DGX,KR,PGR,EXC,ETR,CFG,DHI,SJM,ACGL,CE,PEG,SRE,GM,TSN,COF,LEN,FTV,CI,ED,PPL,VZ,F,VIAC,TMUS,MS,CNC,MU,HIG,GS,INTC,VICI,FE,HUM,CMCSA,BEN,DTE,ADM,GD,PFG,VTRS,XEL,AEE,AEP,KEY,LUMN,TRV,SO,STT,GIS,MET,EIX,T,BBY,CAG,CAH,C,URI,ES,MTB,TFC,HPE,PCG,TGT,DISCA,AVB,BXP,NUE,HCA,NOC,CERN,STX,WFC,EQR,NVR,ANTM,MKL,PFE,LDOS,MDLZ,DUK,FDX,WDC,WAB,PKG,EMN,LMT,FOXA,CB,STZ,FITB,JPM,CMS,GE,WEC,HPQ,LYB,PCAR,RF,CMI,HBAN,DLTR,EXPD,SYF,AJG,CARR,EOG,RSG,UNH,WMB,HSY,KMI,IP,LHX,MOH,NTRS,VTR,EMR,PEAK,OMC,RJF,JNJ,SWK,BAC,IBM,BDX,MMM,CSX,HRL,K,USB,VMC,PH,DOW,JBHT,FMC,CTVA,WY,CTSH,DFS,MAA,ALB,JCI,PRU,WM,GWW,US Dollar,DOV,PPG,OKE,COST,AVY,O,PEP,MDT,L,FIS,ETN,CBRE,AMP,CDW,J,KHC,TDY,NSC,NEE,MKC,ITW,HON,HAS,CVX,AVGO,AIG,MO,BAX,GLW,MAS,ON,DTM WI,DD,KMX,COP,VLO,WELL,TEL,DRI,D,MPC,ULTA,FCX,ZBH,MISXX,018000.KQ,Morgan Stanley Instl Lqudty Trs Instl,n/a,688101.SS,688001.SS,SLVM WI,EBAY,NEM,BIO,HOLX,CNP,LKQ,WBA,EVRG,TXT,WPC,LNT,XPO,ATVI,GILD,TTWO,APD,SSNC,BR,CSCO,CHD,DG,VRTX,AKAM,AMGN,PXD,DVN,UNP,BRO,RTX,SLB,AXP,GPC,HD,KDP,FAST,VFC,ACN,CAT,GPN,AME,KMB,FISV,CL,UPS,TSCO,BUWA.,KD WI,PEO.,ALS.,TRVC.,CHV.,PG4.,VMW,INCY,XOM,FLT,MRK,TFX,ROST,SUM
09/01/2021,0.51,0.93,0.94,0.94,0.96,0.91,0.88,0.72,0.77,0.93,0.74,0.99,0.83,0.87,0.78,0.98,0.86,0.94,0.84,0.94,0.93,0.94,0.87,0.74,0.93,1.0,0.95,0.93,0.78,0.93,0.54,0.86,0.63,0.79,0.49,0.59,0.62,0.76,0.97,0.78,0.84,0.86,0.73,0.64,0.73,0.9,0.65,0.7,0.54,0.76,0.52,0.54,0.77,0.74,0.71,0.62,0.76,0.77,0.81,0.49,0.18,0.7,0.66,0.72,0.64,0.0,0.91,0.57,0.58,0.69,0.54,0.93,0.63,0.53,0.81,0.38,0.17,0.88,0.63,0.71,0.5,0.5,0.56,0.19,0.36,0.5,0.94,0.61,0.34,0.35,0.54,0.63,0.31,0.56,0.57,0.35,0.49,0.88,0.82,0.47,0.73,0.54,0.56,0.0,0.54,0.49,0.7,0.47,0.73,0.51,0.39,0.64,0.35,0.55,0.18,0.42,0.3,0.39,0.37,0.48,0.35,0.64,0.5,0.38,0.37,0.37,0.0,0.38,0.18,0.16,0.39,0.37,0.49,0.36,0.33,0.17,0.35,0.37,0.33,0.35,0.36,0.38,0.35,0.53,0.39,0.15,0.51,0.73,0.57,0.4,0.0,0.0,0.0,0.54,0.19,0.17,0.0,0.2,0.16,0.34,0.0,0.18,0.18,0.18,0.18,0.18,0.0,0.2,0.19,0.0,0.2,0.17,0.15,0.0,0.35,0.19,0.17,0.18,0.0,0.37,0.0,0.18,0.2,0.18,0.16,0.51,0.37,0.2,0.0,0.85,0.34,0.33,0.3,0.18,0.19,0.18,0.18,0.17,0.19,0.17,0.16,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/02/2021,0.51,0.91,0.93,0.92,0.97,0.91,0.9,0.71,0.76,0.93,0.75,1.01,0.85,0.87,0.79,0.97,0.84,0.94,0.83,0.94,0.93,0.95,0.88,0.73,0.94,0.95,0.96,0.94,0.77,0.93,0.54,0.86,0.62,0.79,0.49,0.59,0.61,0.76,0.96,0.77,0.85,0.88,0.73,0.65,0.74,0.9,0.66,0.7,0.55,0.75,0.52,0.54,0.78,0.75,0.69,0.62,0.75,0.77,0.8,0.49,0.18,0.7,0.67,0.73,0.63,0.0,0.9,0.57,0.59,0.68,0.53,0.93,0.63,0.53,0.8,0.39,0.17,0.89,0.63,0.72,0.5,0.51,0.55,0.19,0.36,0.5,0.94,0.62,0.34,0.35,0.55,0.63,0.31,0.56,0.58,0.34,0.49,0.88,0.82,0.47,0.71,0.53,0.56,0.0,0.55,0.51,0.7,0.47,0.71,0.51,0.38,0.65,0.35,0.53,0.18,0.42,0.29,0.4,0.37,0.48,0.36,0.63,0.5,0.38,0.37,0.36,0.0,0.39,0.19,0.16,0.38,0.37,0.49,0.36,0.34,0.18,0.35,0.36,0.34,0.35,0.35,0.38,0.35,0.52,0.4,0.15,0.51,0.75,0.57,0.38,0.0,0.0,0.0,0.53,0.19,0.17,0.0,0.2,0.16,0.34,0.0,0.19,0.19,0.18,0.19,0.18,0.0,0.2,0.19,0.0,0.2,0.17,0.15,0.0,0.34,0.2,0.17,0.18,0.0,0.37,0.0,0.18,0.2,0.18,0.16,0.51,0.37,0.2,0.0,0.84,0.35,0.33,0.3,0.18,0.19,0.18,0.18,0.17,0.19,0.17,0.16,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/03/2021,0.5,0.91,0.93,0.94,0.97,0.91,0.91,0.71,0.76,0.93,0.75,1.02,0.85,0.86,0.78,0.98,0.84,0.93,0.84,0.93,0.92,0.94,0.88,0.73,0.94,0.95,0.95,0.93,0.79,0.93,0.54,0.86,0.62,0.81,0.49,0.59,0.61,0.76,0.96,0.77,0.85,0.88,0.74,0.65,0.75,0.89,0.65,0.7,0.55,0.75,0.53,0.54,0.77,0.75,0.69,0.64,0.75,0.77,0.8,0.49,0.18,0.71,0.67,0.71,0.64,0.0,0.9,0.57,0.58,0.68,0.53,0.93,0.64,0.53,0.83,0.39,0.17,0.86,0.63,0.71,0.5,0.51,0.52,0.19,0.37,0.51,0.94,0.61,0.34,0.35,0.55,0.63,0.31,0.56,0.58,0.34,0.49,0.89,0.82,0.46,0.72,0.53,0.56,0.0,0.55,0.51,0.69,0.47,0.71,0.5,0.38,0.64,0.35,0.53,0.18,0.42,0.29,0.4,0.37,0.48,0.36,0.63,0.5,0.38,0.37,0.36,0.0,0.39,0.19,0.16,0.38,0.37,0.49,0.36,0.34,0.18,0.35,0.36,0.34,0.35,0.36,0.38,0.34,0.51,0.38,0.15,0.51,0.74,0.57,0.38,0.0,0.0,0.0,0.53,0.19,0.17,0.0,0.2,0.16,0.33,0.0,0.18,0.19,0.18,0.18,0.18,0.0,0.19,0.19,0.0,0.2,0.17,0.15,0.0,0.34,0.2,0.17,0.18,0.0,0.37,0.0,0.18,0.2,0.18,0.16,0.5,0.36,0.2,0.0,0.84,0.34,0.32,0.3,0.18,0.19,0.18,0.18,0.17,0.19,0.17,0.16,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09999999999998
09/06/2021,0.5,0.9,0.92,0.92,0.98,0.9,0.92,0.71,0.75,0.92,0.76,1.03,0.87,0.86,0.8,1.0,0.83,0.94,0.83,0.89,0.91,0.95,0.89,0.73,0.94,0.91,0.95,0.94,0.81,0.95,0.56,0.87,0.62,0.81,0.48,0.59,0.62,0.77,0.97,0.77,0.84,0.9,0.75,0.66,0.76,0.89,0.66,0.7,0.55,0.74,0.54,0.55,0.78,0.76,0.69,0.64,0.75,0.78,0.79,0.49,0.18,0.72,0.68,0.71,0.65,0.0,0.89,0.57,0.59,0.67,0.52,0.93,0.64,0.52,0.83,0.39,0.17,0.85,0.63,0.71,0.5,0.52,0.51,0.19,0.36,0.52,0.94,0.61,0.34,0.35,0.55,0.63,0.3,0.57,0.58,0.34,0.49,0.88,0.81,0.47,0.71,0.53,0.57,0.0,0.56,0.5,0.67,0.48,0.7,0.5,0.38,0.65,0.34,0.51,0.18,0.42,0.29,0.4,0.37,0.49,0.36,0.63,0.51,0.38,0.38,0.36,0.0,0.39,0.19,0.16,0.38,0.37,0.48,0.35,0.34,0.18,0.35,0.36,0.32,0.35,0.35,0.37,0.34,0.51,0.39,0.15,0.52,0.75,0.57,0.37,0.0,0.0,0.0,0.53,0.19,0.17,0.0,0.2,0.16,0.34,0.0,0.19,0.19,0.18,0.19,0.17,0.0,0.19,0.2,0.0,0.2,0.17,0.15,0.0,0.34,0.2,0.17,0.18,0.0,0.37,0.0,0.18,0.2,0.18,0.17,0.5,0.37,0.2,0.0,0.84,0.34,0.33,0.29,0.18,0.19,0.18,0.18,0.16,0.19,0.17,0.16,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
09/07/2021,0.5,0.91,0.92,0.9,0.98,0.9,0.93,0.71,0.74,0.92,0.75,1.04,0.86,0.87,0.79,1.0,0.83,0.93,0.82,0.89,0.9,0.95,0.89,0.73,0.94,0.9,0.94,0.96,0.81,0.94,0.55,0.87,0.61,0.81,0.48,0.59,0.62,0.77,0.97,0.77,0.84,0.91,0.75,0.66,0.76,0.88,0.66,0.7,0.55,0.74,0.54,0.55,0.78,0.75,0.69,0.63,0.75,0.77,0.8,0.49,0.18,0.72,0.68,0.7,0.65,0.0,0.89,0.57,0.59,0.68,0.52,0.94,0.64,0.52,0.81,0.39,0.17,0.84,0.63,0.71,0.5,0.53,0.5,0.19,0.36,0.51,0.93,0.62,0.35,0.35,0.55,0.63,0.3,0.57,0.58,0.34,0.49,0.88,0.82,0.47,0.71,0.53,0.57,0.0,0.56,0.51,0.66,0.49,0.69,0.5,0.38,0.66,0.34,0.5,0.18,0.42,0.29,0.4,0.37,0.49,0.36,0.63,0.5,0.38,0.38,0.36,0.0,0.39,0.19,0.16,0.38,0.38,0.48,0.35,0.34,0.18,0.35,0.35,0.32,0.35,0.35,0.37,0.33,0.51,0.39,0.15,0.52,0.75,0.57,0.37,0.0,0.0,0.0,0.53,0.19,0.17,0.0,0.2,0.16,0.34,0.0,0.18,0.19,0.18,0.19,0.17,0.0,0.19,0.2,0.0,0.2,0.18,0.15,0.0,0.33,0.2,0.17,0.18,0.0,0.37,0.0,0.18,0.2,0.18,0.18,0.5,0.37,0.21,0.0,0.82,0.35,0.33,0.29,0.18,0.19,0.17,0.18,0.17,0.19,0.17,0.16,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/08/2021,0.5,0.91,0.92,0.9,0.98,0.9,0.93,0.71,0.74,0.92,0.75,1.04,0.86,0.87,0.79,1.0,0.83,0.93,0.82,0.89,0.9,0.95,0.89,0.73,0.94,0.9,0.94,0.96,0.81,0.94,0.55,0.87,0.61,0.81,0.48,0.59,0.62,0.77,0.97,0.77,0.84,0.91,0.75,0.66,0.76,0.88,0.66,0.7,0.55,0.74,0.54,0.55,0.78,0.75,0.69,0.63,0.75,0.77,0.8,0.49,0.18,0.72,0.68,0.7,0.65,0.0,0.89,0.57,0.59,0.68,0.52,0.94,0.64,0.52,0.81,0.39,0.17,0.84,0.63,0.71,0.5,0.53,0.5,0.19,0.36,0.51,0.93,0.62,0.35,0.35,0.55,0.63,0.3,0.57,0.58,0.34,0.49,0.88,0.82,0.47,0.71,0.53,0.57,0.0,0.56,0.51,0.66,0.49,0.69,0.5,0.38,0.66,0.34,0.5,0.18,0.42,0.29,0.4,0.37,0.49,0.36,0.63,0.5,0.38,0.38,0.36,0.0,0.39,0.19,0.16,0.38,0.38,0.48,0.35,0.34,0.18,0.35,0.35,0.32,0.35,0.35,0.37,0.33,0.51,0.39,0.15,0.52,0.75,0.57,0.37,0.0,0.0,0.0,0.53,0.19,0.17,0.0,0.2,0.16,0.34,0.0,0.18,0.19,0.18,0.19,0.17,0.0,0.19,0.2,0.0,0.2,0.18,0.15,0.0,0.33,0.2,0.17,0.18,0.0,0.37,0.0,0.18,0.2,0.18,0.18,0.5,0.37,0.21,0.0,0.82,0.35,0.33,0.29,0.18,0.19,0.17,0.18,0.17,0.19,0.17,0.16,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/09/2021,0.5,0.91,0.92,0.91,0.98,0.9,0.93,0.71,0.74,0.92,0.75,1.04,0.86,0.87,0.8,1.0,0.83,0.93,0.82,0.9,0.9,0.95,0.89,0.73,0.94,0.9,0.94,0.96,0.81,0.94,0.56,0.87,0.61,0.81,0.49,0.59,0.62,0.77,0.97,0.77,0.84,0.91,0.75,0.66,0.77,0.88,0.66,0.7,0.56,0.74,0.54,0.55,0.78,0.76,0.69,0.63,0.75,0.77,0.8,0.49,0.18,0.72,0.68,0.7,0.65,0.0,0.89,0.57,0.59,0.68,0.53,0.94,0.64,0.52,0.82,0.39,0.17,0.84,0.63,0.71,0.5,0.53,0.5,0.19,0.36,0.51,0.94,0.62,0.35,0.35,0.55,0.63,0.31,0.57,0.58,0.34,0.49,0.88,0.82,0.47,0.71,0.53,0.57,0.0,0.56,0.51,0.66,0.49,0.69,0.51,0.38,0.66,0.35,0.5,0.18,0.42,0.29,0.4,0.37,0.49,0.36,0.63,0.5,0.38,0.38,0.36,0.0,0.39,0.19,0.16,0.38,0.38,0.48,0.35,0.34,0.18,0.35,0.35,0.32,0.35,0.35,0.37,0.33,0.51,0.39,0.15,0.52,0.75,0.57,0.37,0.0,0.0,0.0,0.53,0.19,0.17,0.0,0.2,0.16,0.34,0.0,0.18,0.19,0.18,0.19,0.17,0.0,0.19,0.2,0.0,0.2,0.18,0.15,0.0,0.33,0.2,0.17,0.18,0.0,0.37,0.0,0.18,0.2,0.18,0.18,0.5,0.37,0.21,0.0,0.82,0.35,0.33,0.29,0.18,0.19,0.17,0.18,0.17,0.19,0.17,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/10/2021,0.49,0.9,0.92,0.9,0.98,0.9,0.93,0.72,0.74,0.92,0.74,1.05,0.86,0.86,0.8,1.01,0.84,0.93,0.83,0.9,0.9,0.94,0.89,0.74,0.94,0.91,0.94,0.95,0.82,0.93,0.56,0.87,0.62,0.82,0.49,0.59,0.63,0.77,0.97,0.77,0.85,0.91,0.74,0.67,0.76,0.87,0.66,0.7,0.56,0.74,0.54,0.54,0.77,0.75,0.69,0.63,0.75,0.78,0.78,0.49,0.18,0.73,0.68,0.69,0.65,0.0,0.9,0.57,0.58,0.68,0.53,0.92,0.66,0.52,0.81,0.39,0.17,0.86,0.64,0.71,0.51,0.52,0.51,0.19,0.37,0.52,0.93,0.62,0.35,0.34,0.55,0.63,0.3,0.56,0.58,0.34,0.48,0.88,0.82,0.47,0.72,0.53,0.56,0.0,0.55,0.5,0.66,0.48,0.7,0.5,0.38,0.66,0.35,0.5,0.18,0.41,0.29,0.4,0.38,0.48,0.36,0.63,0.5,0.38,0.38,0.36,0.0,0.39,0.19,0.16,0.38,0.37,0.47,0.36,0.34,0.18,0.33,0.35,0.32,0.34,0.35,0.36,0.34,0.51,0.39,0.15,0.52,0.75,0.57,0.37,0.0,0.0,0.0,0.53,0.19,0.17,0.0,0.2,0.15,0.34,0.0,0.19,0.19,0.18,0.19,0.17,0.0,0.19,0.2,0.0,0.2,0.17,0.15,0.0,0.33,0.2,0.17,0.17,0.0,0.38,0.0,0.18,0.2,0.19,0.18,0.51,0.36,0.21,0.0,0.82,0.35,0.33,0.3,0.18,0.19,0.18,0.18,0.17,0.19,0.17,0.16,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/13/2021,0.45,0.91,0.92,0.91,0.99,0.9,0.92,0.72,0.74,0.92,0.75,1.07,0.86,0.85,0.81,1.02,0.85,0.9,0.84,0.91,0.9,0.95,0.91,0.73,0.92,0.91,0.91,0.98,0.81,0.96,0.56,0.87,0.62,0.8,0.48,0.59,0.61,0.77,0.99,0.77,0.85,0.86,0.74,0.68,0.75,0.88,0.67,0.71,0.57,0.74,0.52,0.55,0.79,0.77,0.69,0.65,0.76,0.8,0.77,0.5,0.18,0.73,0.68,0.7,0.66,0.0,0.89,0.56,0.59,0.68,0.53,0.9,0.66,0.53,0.78,0.39,0.17,0.84,0.65,0.7,0.5,0.52,0.51,0.19,0.37,0.51,0.94,0.62,0.35,0.35,0.56,0.62,0.3,0.57,0.59,0.34,0.48,0.88,0.82,0.48,0.73,0.54,0.57,0.0,0.57,0.49,0.64,0.49,0.7,0.5,0.39,0.66,0.35,0.5,0.18,0.42,0.29,0.4,0.37,0.48,0.36,0.63,0.5,0.39,0.37,0.36,0.0,0.37,0.19,0.16,0.38,0.37,0.48,0.36,0.34,0.19,0.34,0.35,0.32,0.35,0.35,0.36,0.34,0.5,0.38,0.16,0.52,0.73,0.58,0.37,0.0,0.0,0.0,0.53,0.19,0.17,0.0,0.2,0.16,0.34,0.0,0.19,0.18,0.18,0.19,0.17,0.0,0.19,0.2,0.0,0.2,0.18,0.16,0.0,0.33,0.2,0.17,0.17,0.0,0.37,0.0,0.18,0.2,0.19,0.18,0.49,0.36,0.21,0.0,0.81,0.37,0.33,0.29,0.18,0.19,0.18,0.19,0.17,0.19,0.16,0.16,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/14/2021,0.46,0.91,0.91,0.92,0.98,0.9,0.91,0.73,0.73,0.92,0.73,1.06,0.8,0.86,0.81,1.01,0.84,0.89,0.84,0.9,0.91,0.94,0.9,0.76,0.92,0.91,0.91,0.97,0.78,0.94,0.56,0.87,0.62,0.79,0.48,0.6,0.59,0.78,1.0,0.77,0.87,0.87,0.73,0.66,0.75,0.88,0.66,0.71,0.56,0.74,0.51,0.54,0.79,0.76,0.69,0.64,0.75,0.79,0.77,0.51,0.18,0.73,0.68,0.7,0.66,0.0,0.89,0.56,0.58,0.67,0.52,0.89,0.66,0.53,0.77,0.39,0.17,0.85,0.65,0.7,0.5,0.5,0.52,0.19,0.37,0.49,0.94,0.61,0.35,0.35,0.55,0.62,0.29,0.57,0.59,0.34,0.48,0.87,0.82,0.48,0.73,0.53,0.57,0.0,0.56,0.49,0.65,0.49,0.7,0.5,0.39,0.65,0.36,0.51,0.18,0.42,0.29,0.41,0.36,0.48,0.36,0.63,0.5,0.39,0.36,0.35,0.0,0.38,0.19,0.16,0.38,0.37,0.48,0.35,0.34,0.19,0.34,0.35,0.32,0.35,0.35,0.37,0.33,0.5,0.39,0.16,0.52,0.73,0.58,0.37,0.0,0.0,0.0,0.53,0.19,0.17,0.0,0.2,0.16,0.34,0.0,0.19,0.18,0.18,0.19,0.17,0.0,0.19,0.2,0.0,0.2,0.18,0.16,0.0,0.34,0.2,0.17,0.17,0.0,0.37,0.0,0.18,0.2,0.19,0.18,0.5,0.36,0.22,0.0,0.82,0.38,0.33,0.29,0.18,0.19,0.18,0.18,0.17,0.19,0.17,0.15,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/15/2021,0.46,0.91,0.91,0.93,0.99,0.9,0.91,0.73,0.73,0.92,0.74,1.06,0.81,0.86,0.81,1.01,0.84,0.9,0.85,0.9,0.91,0.94,0.9,0.76,0.92,0.91,0.91,0.98,0.78,0.94,0.56,0.88,0.62,0.79,0.48,0.6,0.59,0.78,1.01,0.77,0.87,0.87,0.73,0.66,0.75,0.89,0.66,0.72,0.57,0.74,0.51,0.54,0.79,0.76,0.7,0.64,0.76,0.79,0.77,0.51,0.18,0.73,0.68,0.7,0.66,0.0,0.89,0.57,0.58,0.68,0.53,0.89,0.66,0.53,0.77,0.39,0.17,0.85,0.66,0.7,0.5,0.5,0.52,0.19,0.37,0.49,0.94,0.62,0.35,0.35,0.55,0.62,0.29,0.57,0.59,0.34,0.48,0.88,0.82,0.48,0.73,0.53,0.57,0.0,0.56,0.49,0.65,0.49,0.7,0.51,0.39,0.66,0.36,0.52,0.18,0.42,0.29,0.41,0.36,0.48,0.36,0.63,0.5,0.39,0.36,0.35,0.0,0.38,0.19,0.16,0.38,0.37,0.48,0.35,0.34,0.19,0.34,0.35,0.32,0.35,0.35,0.37,0.33,0.5,0.39,0.16,0.52,0.73,0.58,0.37,0.0,0.0,0.0,0.53,0.19,0.17,0.0,0.2,0.16,0.34,0.0,0.19,0.18,0.18,0.19,0.17,0.0,0.19,0.2,0.0,0.2,0.18,0.16,0.0,0.34,0.2,0.17,0.17,0.0,0.38,0.0,0.18,0.2,0.19,0.18,0.5,0.37,0.22,0.0,0.82,0.38,0.33,0.29,0.18,0.19,0.18,0.19,0.17,0.19,0.17,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
