,NESN.SW,ASML.AS,ROG.SW,MC.PA,AZN.L,ULVR.L,1299.HK,NOVO B.CO,6758.T,DGE.L,OR.PA,6861.T,SAP.DE,CSL.AX,388.HK,ADS.DE,6098.T,7974.T,KER.PA,8035.T,RITN.,4063.T,SU.PA,LONN.SW,REL.L,6594.T,IFX.DE,7741.T,DSV.CO,WES.AX,ADYEN.AS,6367.T,SAF.PA,6954.T,SIKA.SW,6981.T,RMS.PA,RI.PA,PRX.AS,PHIA.AS,9983.T,GIVN.SW,GLEN.L,INVE B.ST,RKT.L,D05.SI,AI.PA,ATCO A.ST,VWS.CO,MQG.AX,STLA.MI,CPG.L,AIR.PA,ITX.MC,ERIC B.ST,BHP.AX,DAI.DE,EXPN.L,LSEG.L,WOW.AX,PGHN.SW,VOLV B.ST,6273.T,AHT.L,DB1.DE,DSY.PA,CLNX.MC,DSM.AS,2413.T,CAP.PA,FERG.L,ASSA B.ST,6902.T,TCL.AX,4661.T,9984.T,4911.T,HEXA B.ST,SAND.ST,EVO.ST,GEBN.SW,GMAB.CO,WKL.AS,4543.T,GMG.AX,4519.T,RACE.MI,STM.PA,MRK.DE,DTE.DE,TEP.PA,669.HK,AKZA.AS,4568.T,7733.T,WLN.PA,DHER.DE,6301.T,4523.T,KRZ.IR,LOGN.SW,SOON.SW,DWNI.DE,ESSITY B.ST,ATCOB.ST,ZAL.DE,DG.PA,6501.T,COLO B.CO,6869.T,LR.PA,SY1.DE,ALL.AX,EL.PA,6502.T,7309.T,APT.AX,KNIN.SW,KNEBV.HE,ALC.SW,8267.T,6857.T,HM B.ST,COL.AX,UCG.MI,HFG.DE,CNHI.MI,SHL.DE,STMN.SW,NCM.AX,KRX.IR,ERF.PA,HEIA.AS,FLTR.L,8113.T,NZYM B.CO,ASM.AS,AMS.MC,NICE.TA,6762.T,HLMA.L,9843.T,CRDA.L,SRT3.,EDEN.PA,NXT.L,6920.T,JHX.AX,4452.T,EPI A.ST,ENT.L,NIBE B.ST,PNDORA.CO,DIM.PA,ORSTED.CO,7832.T,SPX.L,SWMA.ST,MONC.MI,BXB.AX,RTO.L,4684.T,ALO.PA,RO.SW,NESTE.HE,CHKP,XRO.AX,MTX.DE,6723.T,MUV2.DE,6506.T,UMI.BR,PUM.DE,RR.L,8001.T,IHG.L,BEI.DE,SCHP.SW,6701.T,8058.T,FPH.NZ,ITRK.L,CCEP,SHL.AX,LEG.DE,ABF.L,27.HK,ALFA.ST,STJ.L,HO.PA,4307.T,8697.T,BNZL.L,BRBY.L,COH.AX,HEIO.AS,MAERSK B.CO,GN.CO,SAMPO.HE,QGEN,DSYA.,TEMN.SW,6586.T,3659.T,6479.T,KESKOB.HE,S32.AX,EUR,CHF,603613.SS,EQT.ST,SCA B.ST,MRO.L,KINV B.ST,7701.T,4689.T,9735.T,CFR.SW,SINCH.ST,9962.T,EOAN.DE,9613.T,2801.T,6645.T,SE,SUM
09/01/2021,4.08,3.86,3.13,2.27,2.02,1.62,1.64,1.96,1.43,1.25,1.3,1.27,1.12,1.15,0.82,0.76,0.87,0.59,0.66,0.69,0.0,0.63,0.7,0.71,0.64,0.56,0.62,0.65,0.58,0.57,0.71,0.67,0.48,0.45,0.57,0.52,0.51,0.49,0.88,0.45,0.43,0.52,0.51,0.48,0.39,0.45,0.47,0.52,0.45,0.46,0.46,0.41,0.44,0.41,0.39,0.37,0.4,0.45,0.4,0.42,0.45,0.36,0.4,0.39,0.37,0.42,0.41,0.41,0.32,0.4,0.35,0.36,0.33,0.31,0.33,0.27,0.29,0.38,0.32,0.32,0.35,0.35,0.34,0.29,0.31,0.29,0.3,0.33,0.34,0.28,0.29,0.33,0.26,0.29,0.27,0.23,0.25,0.23,0.22,0.26,0.2,0.24,0.23,0.22,0.25,0.27,0.22,0.21,0.23,0.2,0.22,0.2,0.21,0.21,0.2,0.24,0.23,0.22,0.21,0.23,0.19,0.19,0.16,0.19,0.19,0.2,0.19,0.21,0.22,0.16,0.2,0.21,0.16,0.18,0.2,0.19,0.2,0.15,0.2,0.15,0.17,0.16,0.19,0.19,0.16,0.16,0.17,0.19,0.16,0.16,0.17,0.22,0.13,0.19,0.17,0.15,0.18,0.17,0.14,0.14,0.16,0.14,0.13,0.16,0.14,0.16,0.16,0.14,0.14,0.16,0.13,0.15,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.14,0.15,0.13,0.13,0.16,0.13,0.0,0.0,0.14,0.13,0.0,0.15,0.14,0.14,0.0,0.0,0.12,0.13,0.0,0.14,0.14,0.0,0.12,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.66,0.0,0.0,0.0,0.13,0.12,0.0,0.0,83.50999999999999
09/02/2021,4.07,3.89,3.1,2.27,2.02,1.62,1.61,1.95,1.43,1.24,1.31,1.28,1.12,1.14,0.82,0.75,0.87,0.59,0.66,0.7,0.0,0.64,0.7,0.7,0.64,0.56,0.62,0.66,0.59,0.55,0.71,0.68,0.47,0.45,0.57,0.52,0.52,0.49,0.86,0.45,0.42,0.52,0.51,0.48,0.39,0.45,0.47,0.52,0.45,0.46,0.45,0.41,0.44,0.41,0.39,0.38,0.4,0.45,0.4,0.42,0.45,0.36,0.4,0.38,0.37,0.42,0.4,0.41,0.32,0.4,0.35,0.36,0.33,0.31,0.34,0.27,0.29,0.38,0.33,0.31,0.34,0.35,0.34,0.29,0.3,0.29,0.3,0.34,0.34,0.28,0.29,0.34,0.26,0.28,0.26,0.23,0.24,0.23,0.21,0.26,0.2,0.24,0.23,0.22,0.25,0.27,0.22,0.21,0.23,0.21,0.22,0.2,0.21,0.21,0.2,0.24,0.23,0.22,0.21,0.23,0.19,0.19,0.16,0.19,0.19,0.2,0.19,0.21,0.22,0.16,0.19,0.21,0.16,0.18,0.2,0.19,0.21,0.15,0.2,0.15,0.17,0.16,0.19,0.19,0.16,0.16,0.17,0.19,0.16,0.16,0.17,0.22,0.13,0.19,0.17,0.15,0.18,0.17,0.14,0.14,0.16,0.15,0.13,0.16,0.14,0.16,0.16,0.14,0.15,0.16,0.13,0.15,0.14,0.15,0.14,0.13,0.14,0.15,0.0,0.15,0.15,0.13,0.13,0.16,0.13,0.0,0.0,0.14,0.13,0.12,0.15,0.14,0.14,0.0,0.0,0.12,0.13,0.0,0.14,0.14,0.0,0.12,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.13,0.0,0.13,0.0,83.41999999999999
09/03/2021,4.02,3.85,3.11,2.27,2.01,1.61,1.6,1.87,1.44,1.24,1.3,1.29,1.13,1.15,0.82,0.75,0.89,0.6,0.66,0.71,0.0,0.65,0.69,0.7,0.64,0.57,0.61,0.66,0.57,0.55,0.71,0.69,0.47,0.46,0.56,0.53,0.51,0.49,0.91,0.46,0.43,0.51,0.5,0.48,0.39,0.45,0.47,0.51,0.45,0.47,0.45,0.41,0.44,0.41,0.38,0.38,0.4,0.45,0.39,0.43,0.45,0.36,0.41,0.39,0.36,0.42,0.39,0.41,0.33,0.4,0.36,0.35,0.34,0.31,0.34,0.27,0.29,0.38,0.32,0.3,0.34,0.34,0.34,0.3,0.31,0.29,0.3,0.34,0.34,0.27,0.29,0.34,0.26,0.29,0.27,0.23,0.25,0.23,0.22,0.26,0.2,0.23,0.23,0.21,0.25,0.26,0.22,0.21,0.23,0.21,0.22,0.2,0.21,0.22,0.2,0.24,0.24,0.22,0.2,0.23,0.19,0.19,0.16,0.19,0.19,0.2,0.19,0.21,0.22,0.16,0.2,0.21,0.16,0.18,0.2,0.18,0.2,0.15,0.2,0.15,0.17,0.17,0.19,0.19,0.16,0.16,0.18,0.19,0.16,0.16,0.17,0.22,0.13,0.18,0.17,0.15,0.18,0.16,0.14,0.14,0.16,0.15,0.13,0.16,0.14,0.15,0.16,0.14,0.15,0.16,0.13,0.14,0.14,0.15,0.14,0.13,0.14,0.15,0.13,0.15,0.15,0.13,0.13,0.16,0.13,0.0,0.0,0.14,0.13,0.0,0.14,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.13,0.13,0.0,0.13,0.0,0.13,0.26,83.44999999999999
09/06/2021,3.96,3.91,3.05,2.32,2.01,1.56,1.57,1.86,1.45,1.25,1.3,1.29,1.1,1.11,0.82,0.74,0.86,0.61,0.67,0.71,0.0,0.65,0.7,0.69,0.64,0.56,0.63,0.66,0.58,0.53,0.69,0.68,0.47,0.47,0.56,0.54,0.52,0.5,0.94,0.47,0.42,0.5,0.49,0.48,0.39,0.44,0.46,0.51,0.47,0.47,0.45,0.41,0.44,0.42,0.38,0.35,0.39,0.45,0.4,0.41,0.44,0.35,0.41,0.39,0.36,0.42,0.38,0.4,0.34,0.4,0.36,0.35,0.33,0.32,0.32,0.27,0.3,0.38,0.32,0.32,0.34,0.35,0.34,0.3,0.31,0.29,0.3,0.34,0.34,0.27,0.29,0.33,0.25,0.29,0.27,0.23,0.27,0.24,0.21,0.26,0.19,0.24,0.23,0.21,0.25,0.27,0.22,0.21,0.23,0.21,0.22,0.2,0.21,0.22,0.19,0.24,0.24,0.22,0.2,0.23,0.19,0.19,0.17,0.19,0.19,0.2,0.19,0.21,0.22,0.16,0.19,0.21,0.16,0.18,0.19,0.18,0.2,0.16,0.2,0.15,0.17,0.17,0.19,0.2,0.15,0.16,0.18,0.19,0.16,0.16,0.17,0.22,0.14,0.19,0.16,0.15,0.18,0.16,0.14,0.14,0.16,0.15,0.13,0.16,0.15,0.15,0.16,0.13,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.15,0.15,0.13,0.13,0.16,0.0,0.0,0.0,0.14,0.13,0.0,0.14,0.13,0.14,0.0,0.0,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.13,0.13,0.0,0.13,0.13,0.13,0.25,83.24000000000001
09/07/2021,3.94,3.91,3.05,2.27,1.99,1.57,1.57,1.84,1.48,1.24,1.28,1.32,1.1,1.12,0.8,0.74,0.87,0.6,0.66,0.72,0.0,0.68,0.7,0.68,0.64,0.57,0.62,0.66,0.58,0.53,0.68,0.7,0.46,0.49,0.56,0.55,0.51,0.5,0.93,0.47,0.43,0.5,0.5,0.48,0.4,0.44,0.46,0.5,0.47,0.47,0.45,0.4,0.44,0.42,0.38,0.35,0.39,0.45,0.4,0.42,0.44,0.35,0.42,0.39,0.36,0.42,0.38,0.4,0.34,0.4,0.36,0.35,0.34,0.32,0.33,0.27,0.3,0.38,0.32,0.32,0.34,0.35,0.34,0.32,0.31,0.29,0.3,0.33,0.34,0.27,0.29,0.34,0.25,0.31,0.28,0.22,0.26,0.25,0.22,0.26,0.2,0.24,0.23,0.21,0.25,0.26,0.22,0.22,0.23,0.23,0.22,0.2,0.21,0.21,0.19,0.24,0.23,0.22,0.2,0.23,0.19,0.2,0.16,0.19,0.19,0.2,0.19,0.2,0.22,0.16,0.19,0.21,0.15,0.18,0.2,0.18,0.2,0.15,0.2,0.16,0.17,0.16,0.19,0.2,0.15,0.16,0.2,0.2,0.16,0.16,0.17,0.23,0.14,0.19,0.16,0.16,0.18,0.16,0.14,0.14,0.16,0.15,0.0,0.15,0.15,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.0,0.14,0.13,0.15,0.15,0.13,0.14,0.16,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.14,0.13,0.0,0.13,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.63,0.13,0.13,0.0,0.13,0.0,0.13,0.26,83.34
09/08/2021,3.94,3.91,3.05,2.27,1.99,1.57,1.57,1.84,1.48,1.24,1.28,1.32,1.1,1.12,0.8,0.74,0.87,0.6,0.66,0.72,0.0,0.68,0.7,0.68,0.64,0.57,0.62,0.66,0.58,0.53,0.68,0.7,0.46,0.49,0.56,0.55,0.51,0.5,0.93,0.47,0.43,0.5,0.5,0.48,0.4,0.44,0.46,0.5,0.47,0.47,0.45,0.4,0.44,0.42,0.38,0.35,0.39,0.45,0.4,0.42,0.44,0.35,0.42,0.39,0.36,0.42,0.38,0.4,0.34,0.4,0.36,0.35,0.34,0.32,0.33,0.27,0.3,0.38,0.32,0.32,0.34,0.35,0.34,0.32,0.31,0.29,0.3,0.33,0.34,0.27,0.29,0.34,0.25,0.31,0.28,0.22,0.26,0.25,0.22,0.26,0.2,0.24,0.23,0.21,0.25,0.26,0.22,0.22,0.23,0.23,0.22,0.2,0.21,0.21,0.19,0.24,0.23,0.22,0.2,0.23,0.19,0.2,0.16,0.19,0.19,0.2,0.19,0.2,0.22,0.16,0.19,0.21,0.15,0.18,0.2,0.18,0.2,0.15,0.2,0.16,0.17,0.16,0.19,0.2,0.15,0.16,0.2,0.2,0.16,0.16,0.17,0.23,0.14,0.19,0.16,0.16,0.18,0.16,0.14,0.14,0.16,0.15,0.0,0.15,0.15,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.0,0.14,0.13,0.15,0.15,0.13,0.14,0.16,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.14,0.13,0.0,0.13,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.63,0.13,0.13,0.0,0.13,0.0,0.13,0.26,83.34
09/09/2021,3.93,3.98,3.04,2.31,2.0,1.57,1.6,1.85,1.48,1.24,1.28,1.32,1.11,1.12,0.81,0.73,0.88,0.61,0.67,0.74,0.0,0.68,0.69,0.69,0.64,0.57,0.62,0.65,0.58,0.53,0.69,0.71,0.46,0.49,0.56,0.55,0.52,0.5,0.95,0.48,0.44,0.5,0.5,0.48,0.4,0.44,0.46,0.51,0.46,0.47,0.45,0.4,0.44,0.42,0.38,0.35,0.39,0.45,0.4,0.41,0.44,0.35,0.43,0.39,0.36,0.42,0.38,0.4,0.35,0.4,0.36,0.35,0.34,0.32,0.33,0.27,0.31,0.38,0.32,0.32,0.34,0.35,0.33,0.32,0.31,0.29,0.3,0.33,0.34,0.27,0.29,0.34,0.25,0.3,0.28,0.22,0.27,0.25,0.22,0.26,0.19,0.24,0.23,0.21,0.25,0.26,0.22,0.22,0.23,0.23,0.22,0.2,0.22,0.22,0.19,0.24,0.23,0.22,0.2,0.23,0.19,0.2,0.16,0.19,0.2,0.2,0.19,0.2,0.22,0.17,0.19,0.21,0.15,0.18,0.19,0.18,0.21,0.15,0.2,0.16,0.17,0.17,0.19,0.2,0.15,0.16,0.2,0.19,0.16,0.16,0.17,0.22,0.14,0.19,0.16,0.16,0.18,0.16,0.14,0.14,0.16,0.15,0.0,0.15,0.15,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.0,0.13,0.14,0.13,0.15,0.15,0.13,0.14,0.16,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.14,0.13,0.0,0.13,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.63,0.13,0.13,0.0,0.13,0.13,0.13,0.26,83.63
09/10/2021,3.91,3.91,2.99,2.32,1.95,1.55,1.6,1.84,1.48,1.22,1.27,1.38,1.1,1.12,0.82,0.73,0.89,0.61,0.67,0.74,0.0,0.69,0.69,0.68,0.63,0.58,0.62,0.66,0.58,0.52,0.68,0.72,0.45,0.49,0.55,0.58,0.52,0.5,0.96,0.48,0.43,0.5,0.5,0.47,0.4,0.44,0.46,0.5,0.46,0.47,0.44,0.39,0.43,0.41,0.38,0.35,0.39,0.45,0.4,0.41,0.44,0.35,0.43,0.39,0.36,0.42,0.38,0.39,0.34,0.39,0.36,0.35,0.34,0.31,0.32,0.3,0.31,0.37,0.32,0.32,0.33,0.33,0.33,0.32,0.31,0.29,0.3,0.33,0.33,0.27,0.29,0.33,0.24,0.3,0.28,0.22,0.27,0.24,0.21,0.26,0.2,0.24,0.23,0.21,0.24,0.27,0.22,0.22,0.23,0.23,0.22,0.2,0.22,0.22,0.19,0.25,0.23,0.22,0.2,0.23,0.2,0.2,0.16,0.19,0.19,0.2,0.18,0.2,0.22,0.16,0.19,0.21,0.15,0.18,0.2,0.17,0.21,0.15,0.2,0.16,0.17,0.17,0.19,0.2,0.15,0.16,0.2,0.19,0.16,0.16,0.17,0.23,0.14,0.19,0.16,0.16,0.18,0.16,0.14,0.14,0.16,0.15,0.0,0.15,0.15,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.0,0.13,0.14,0.13,0.15,0.15,0.13,0.13,0.15,0.0,0.0,0.0,0.14,0.13,0.12,0.14,0.15,0.13,0.0,0.13,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.65,0.13,0.13,0.0,0.13,0.13,0.13,0.26,83.29
09/13/2021,3.92,3.9,2.9,2.35,1.92,1.57,1.58,1.84,1.51,1.23,1.29,1.41,1.08,1.12,0.81,0.73,0.91,0.61,0.67,0.77,0.0,0.7,0.69,0.68,0.64,0.58,0.62,0.67,0.57,0.51,0.68,0.72,0.46,0.49,0.55,0.58,0.53,0.51,0.9,0.47,0.44,0.5,0.5,0.47,0.4,0.45,0.46,0.5,0.44,0.49,0.44,0.39,0.44,0.41,0.38,0.34,0.38,0.45,0.4,0.4,0.43,0.34,0.43,0.39,0.36,0.42,0.38,0.4,0.35,0.39,0.36,0.35,0.34,0.31,0.33,0.31,0.31,0.37,0.31,0.32,0.33,0.32,0.33,0.33,0.3,0.28,0.31,0.33,0.34,0.27,0.29,0.32,0.25,0.31,0.28,0.22,0.27,0.25,0.21,0.26,0.19,0.24,0.23,0.21,0.25,0.27,0.22,0.22,0.23,0.23,0.22,0.2,0.22,0.22,0.19,0.25,0.22,0.22,0.19,0.23,0.2,0.21,0.16,0.19,0.2,0.19,0.18,0.2,0.22,0.16,0.19,0.21,0.15,0.18,0.2,0.17,0.21,0.16,0.2,0.16,0.18,0.17,0.19,0.2,0.15,0.16,0.21,0.19,0.16,0.16,0.17,0.22,0.14,0.19,0.15,0.17,0.18,0.16,0.14,0.14,0.16,0.15,0.0,0.15,0.15,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.16,0.15,0.13,0.13,0.15,0.0,0.0,0.0,0.14,0.13,0.0,0.14,0.15,0.13,0.0,0.13,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.65,0.0,0.13,0.0,0.13,0.13,0.14,0.24,83.33000000000001
09/14/2021,3.91,3.94,2.86,2.36,1.9,1.56,1.61,1.82,1.52,1.23,1.29,1.42,1.07,1.1,0.82,0.73,0.94,0.61,0.67,0.8,0.0,0.72,0.69,0.68,0.63,0.58,0.63,0.67,0.57,0.52,0.69,0.72,0.46,0.5,0.54,0.59,0.53,0.51,0.89,0.47,0.44,0.49,0.5,0.47,0.4,0.45,0.45,0.5,0.44,0.48,0.44,0.39,0.43,0.41,0.38,0.34,0.38,0.46,0.4,0.4,0.43,0.34,0.43,0.39,0.35,0.41,0.37,0.39,0.36,0.39,0.35,0.35,0.34,0.31,0.33,0.31,0.33,0.37,0.31,0.32,0.33,0.31,0.33,0.33,0.3,0.28,0.3,0.34,0.34,0.26,0.28,0.32,0.25,0.31,0.28,0.22,0.27,0.24,0.19,0.25,0.19,0.24,0.23,0.21,0.25,0.27,0.21,0.22,0.23,0.24,0.22,0.2,0.22,0.22,0.19,0.25,0.22,0.22,0.19,0.23,0.2,0.22,0.16,0.18,0.19,0.2,0.18,0.2,0.22,0.16,0.19,0.21,0.15,0.18,0.21,0.17,0.22,0.15,0.2,0.16,0.17,0.18,0.19,0.2,0.15,0.16,0.21,0.19,0.17,0.16,0.17,0.23,0.14,0.19,0.15,0.17,0.18,0.16,0.14,0.14,0.17,0.16,0.0,0.15,0.15,0.14,0.16,0.13,0.17,0.15,0.14,0.14,0.14,0.14,0.14,0.0,0.14,0.14,0.13,0.16,0.15,0.13,0.13,0.15,0.0,0.0,0.0,0.14,0.13,0.0,0.15,0.15,0.13,0.0,0.0,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.67,0.0,0.14,0.0,0.14,0.13,0.14,0.24,83.41999999999999
09/15/2021,3.91,3.94,2.86,2.36,1.9,1.56,1.61,1.82,1.52,1.23,1.29,1.42,1.07,1.1,0.82,0.73,0.94,0.61,0.67,0.8,0.0,0.72,0.69,0.68,0.63,0.58,0.63,0.67,0.57,0.52,0.69,0.72,0.46,0.5,0.54,0.59,0.53,0.51,0.89,0.47,0.44,0.49,0.5,0.47,0.4,0.45,0.45,0.5,0.44,0.48,0.44,0.39,0.43,0.41,0.38,0.34,0.38,0.46,0.4,0.4,0.43,0.34,0.43,0.39,0.35,0.41,0.37,0.39,0.36,0.39,0.35,0.35,0.34,0.31,0.33,0.31,0.33,0.37,0.31,0.32,0.33,0.31,0.33,0.33,0.3,0.28,0.3,0.34,0.34,0.26,0.28,0.32,0.25,0.31,0.28,0.22,0.27,0.24,0.19,0.25,0.19,0.24,0.23,0.21,0.25,0.27,0.21,0.22,0.23,0.24,0.22,0.2,0.22,0.22,0.19,0.25,0.22,0.22,0.19,0.23,0.2,0.22,0.16,0.18,0.19,0.2,0.18,0.2,0.22,0.16,0.19,0.21,0.15,0.18,0.21,0.17,0.22,0.15,0.2,0.16,0.17,0.18,0.19,0.2,0.15,0.16,0.21,0.19,0.17,0.16,0.17,0.23,0.14,0.19,0.15,0.17,0.18,0.16,0.14,0.14,0.17,0.16,0.0,0.15,0.15,0.14,0.16,0.13,0.17,0.15,0.14,0.14,0.14,0.14,0.14,0.0,0.14,0.14,0.13,0.16,0.15,0.13,0.13,0.15,0.0,0.0,0.0,0.14,0.13,0.0,0.15,0.15,0.13,0.0,0.0,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.67,0.0,0.14,0.0,0.14,0.13,0.14,0.24,83.41999999999999
09/16/2021,3.91,3.96,2.83,2.34,1.89,1.58,1.6,1.83,1.52,1.24,1.29,1.45,1.07,1.1,0.83,0.73,0.93,0.61,0.65,0.82,0.0,0.73,0.69,0.67,0.64,0.59,0.62,0.69,0.57,0.52,0.67,0.72,0.47,0.5,0.54,0.59,0.52,0.51,0.86,0.46,0.44,0.49,0.51,0.46,0.4,0.45,0.45,0.5,0.45,0.49,0.44,0.39,0.44,0.41,0.38,0.34,0.39,0.46,0.4,0.4,0.43,0.34,0.44,0.4,0.35,0.41,0.37,0.39,0.36,0.39,0.36,0.35,0.34,0.3,0.33,0.31,0.33,0.37,0.31,0.3,0.33,0.32,0.33,0.33,0.3,0.28,0.3,0.33,0.34,0.26,0.28,0.33,0.25,0.31,0.28,0.22,0.26,0.24,0.19,0.25,0.19,0.23,0.23,0.21,0.25,0.26,0.21,0.22,0.22,0.24,0.22,0.2,0.22,0.22,0.19,0.25,0.22,0.22,0.19,0.23,0.2,0.22,0.16,0.19,0.19,0.19,0.18,0.19,0.22,0.16,0.19,0.21,0.15,0.18,0.2,0.17,0.22,0.15,0.2,0.16,0.17,0.18,0.19,0.19,0.15,0.16,0.21,0.19,0.16,0.16,0.17,0.22,0.14,0.19,0.15,0.17,0.18,0.16,0.14,0.14,0.17,0.16,0.0,0.15,0.15,0.14,0.16,0.13,0.18,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.16,0.15,0.13,0.13,0.15,0.0,0.0,0.0,0.14,0.13,0.0,0.15,0.15,0.13,0.0,0.0,0.0,0.13,0.0,0.14,0.13,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.66,0.0,0.14,0.0,0.14,0.13,0.14,0.24,83.38
09/17/2021,3.88,4.04,2.86,2.29,1.89,1.57,1.58,1.83,1.54,1.23,1.29,1.46,1.07,1.08,0.82,0.72,0.95,0.6,0.63,0.82,0.0,0.75,0.69,0.68,0.64,0.6,0.63,0.71,0.57,0.51,0.68,0.72,0.45,0.51,0.55,0.6,0.51,0.51,0.85,0.46,0.43,0.49,0.5,0.46,0.4,0.44,0.45,0.51,0.45,0.49,0.44,0.38,0.42,0.42,0.37,0.34,0.4,0.46,0.4,0.39,0.43,0.34,0.45,0.4,0.35,0.41,0.37,0.41,0.37,0.39,0.35,0.35,0.34,0.3,0.34,0.31,0.32,0.37,0.31,0.3,0.33,0.31,0.33,0.34,0.3,0.28,0.3,0.35,0.33,0.26,0.28,0.32,0.25,0.3,0.28,0.22,0.26,0.24,0.2,0.25,0.19,0.24,0.23,0.21,0.25,0.26,0.21,0.22,0.23,0.24,0.22,0.2,0.22,0.22,0.19,0.25,0.21,0.22,0.18,0.23,0.2,0.22,0.16,0.18,0.19,0.19,0.18,0.2,0.22,0.16,0.19,0.21,0.15,0.18,0.2,0.17,0.23,0.15,0.2,0.16,0.17,0.18,0.19,0.2,0.15,0.16,0.21,0.19,0.16,0.16,0.17,0.23,0.15,0.19,0.15,0.17,0.18,0.16,0.14,0.13,0.17,0.16,0.0,0.15,0.15,0.14,0.15,0.13,0.18,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.16,0.14,0.0,0.13,0.15,0.0,0.0,0.0,0.14,0.13,0.0,0.15,0.15,0.13,0.0,0.0,0.0,0.13,0.0,0.14,0.13,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.13,0.0,0.64,0.0,0.14,0.0,0.14,0.13,0.14,0.25,83.38
