,MSFT,AAPL,AMZN,GOOGL,HD,DIS,JPM,NEE,PLD,MS,PYPL,BAC,NVDA,TSLA,MA,HON,V,FB,UNH,PEP,NKE,RF,LIN,PG,PH,JCI,ACN,TMO,TJX,APTV,SPGI,ASML,COP,EXPE,ABBV,MRK,SYY,TXN,BMY,CMI,AMGN,AMAT,BLK,A,ADBE,KEYS,MDT,CVS,LMT,EW,NSC,AVGO,UPS,AXP,MDLZ,MAS,ETN,CI,BKNG,UNP,BLL,SHW,CRM,AMP,EL,CMCSA,CMG,CSCO,ECL,APD,ATVI,ZTS,CGNX,ICE,VFC,COST,TGT,AMD,CL,HUM,VZ,MMC,SLB,EXPD,PRU,NVO,VRTX,ROK,AFL,CDW,INFO,WDAY,TRV,Ssc Government Mm Gvmxx,PGR,RMD,Vital Farms Inc Ordinary Shares,BYND,TSCO,n/a,VITL,XYL,EA,DECK,GVMXX,NOW,RIVN,GNRC,DE,SUM
01/28/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
01/31/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/01/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/02/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/03/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/04/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/07/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/08/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/09/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/10/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/11/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/14/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/15/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
02/16/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96000000000001
