,MSFT,AAPL,AMZN,GOOGL,HD,DIS,JPM,NEE,PLD,MS,PYPL,BAC,NVDA,TSLA,MA,HON,V,FB,UNH,PEP,NKE,RF,LIN,PG,PH,JCI,ACN,TMO,TJX,APTV,SPGI,ASML,COP,EXPE,ABBV,MRK,SYY,TXN,BMY,CMI,AMGN,AMAT,BLK,A,ADBE,KEYS,MDT,CVS,LMT,EW,NSC,AVGO,UPS,AXP,MDLZ,MAS,ETN,CI,BKNG,UNP,BLL,SHW,CRM,AMP,EL,CMCSA,CMG,CSCO,ECL,APD,ATVI,ZTS,CGNX,ICE,VFC,COST,TGT,AMD,CL,HUM,VZ,MMC,SLB,EXPD,PRU,NVO,VRTX,ROK,AFL,CDW,INFO,WDAY,TRV,Ssc Government Mm Gvmxx,PGR,RMD,Vital Farms Inc Ordinary Shares,BYND,TSCO,n/a,VITL,XYL,EA,DECK,GVMXX,NOW,RIVN,GNRC,DE,SUM
09/17/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/20/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/21/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/22/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/23/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/24/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/27/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/28/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/29/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/30/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/01/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/04/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/05/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/06/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/07/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/08/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/11/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/12/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/13/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/15/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/18/2021,7.84,3.89,4.18,4.37,2.3,1.96,1.84,1.68,1.94,1.68,1.7,1.49,2.07,0.53,1.35,1.29,1.43,1.48,1.34,1.41,1.37,1.12,1.19,1.03,0.99,1.23,1.12,1.1,0.67,1.09,1.11,1.16,1.09,0.8,0.37,0.94,0.92,1.09,0.98,0.82,0.75,0.9,0.97,1.08,0.97,0.85,0.83,0.92,0.99,0.94,0.7,0.0,1.09,0.8,0.76,0.64,0.68,1.21,0.62,0.56,0.53,0.59,0.63,0.58,0.58,0.52,0.53,1.1,0.47,0.48,0.47,0.77,0.47,0.5,0.48,0.52,0.53,0.51,0.46,0.46,0.41,0.47,0.6,0.46,0.47,0.41,0.3,0.4,0.34,0.73,0.31,0.22,0.58,0.0,0.0,0.22,0.0,0.03,0.29,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/19/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
10/20/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
10/21/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
10/22/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
10/25/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
10/26/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
10/27/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
10/28/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
10/29/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
