,GOOGL,PSA,FB,MSFT,AAPL,ACN,AMZN,AMGN,JNJ,INTU,PG,CSCO,MA,ADBE,TGT,WM,V,KO,HSY,MMM,NVDA,VZ,ZTS,ABBV,TTC,ORCL,COST,BMY,RSG,MRK,EMR,A,HD,ABT,WMT,TXN,JKHY,JBHT,JPM,IBM,RF,JAZZ,SNA,NOW,VEEV,PEP,FRC,UNP,BAC,EA,LLY,TYL,TEAM,MG.TO,ISRG,AVGO,EPAM,MS,CTSH,CBOE,Deckers Outdoor Corp,SYK,SPGI,ZBRA,VMW,ITW,PNC,MSCI,ROL,EWBC,RMD,T,EL,PPG,PANW,CRM,FTNT,VRSK,ALGN,MMC,AOS,CHE,GRMN,NDSN,CNHI.MI,TW,TRV,AME,CVX,IEX,LOGN.SW,GNTX,PYPL,ELS,SNPS,GIS,CL,Ssc Government Mm Gvmxx,DECK,Equity Lifestyle Properties Inc,SHW,PH,MCO,SBUX,MPWR,WDAY,PPG Industries Inc,TEL,ADI,ITT,ETN,n/a,MDT,FDS,DOV,APH,BRK.B,BRO,BKNG,HLT,VLO,MPC,APA,EOG,COP,FANG,LOW,NKE,LIN,F,ODFL,RTX,KD WI,GD,QCOM,ADM,TROW,CMCSA,SPG,MCD,PLD,HSIC,CE,CF,KEYS,NSC,STX,DVN,GS,SUM
10/05/2021,4.21,1.53,2.54,2.84,3.61,3.67,2.21,1.13,2.25,2.51,2.34,3.02,0.76,2.69,0.65,1.79,2.84,1.61,1.16,1.3,1.01,0.0,1.08,0.5,1.16,0.0,1.24,0.97,0.97,0.0,1.32,1.02,0.97,1.16,1.47,1.7,0.78,0.59,0.92,0.99,0.0,0.0,0.62,0.0,0.65,0.76,0.51,0.94,0.0,0.74,0.0,0.49,0.0,0.0,0.84,2.13,0.55,0.0,0.71,0.71,0.0,1.47,2.42,0.0,0.0,0.58,0.63,0.5,0.0,0.0,0.0,1.75,0.55,0.47,0.72,0.61,0.0,0.59,0.0,0.99,0.0,0.0,0.53,0.54,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.52,0.0,0.0,0.95,0.0,0.27,0.0,0.0,0.0,1.79,0.96,1.46,1.53,0.0,0.55,0.0,1.23,1.01,0.68,0.57,0.21,1.02,0.64,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/06/2021,4.21,1.53,2.54,2.84,3.61,3.67,2.21,1.13,2.25,2.51,2.34,3.02,0.76,2.69,0.65,1.79,2.84,1.61,1.16,1.3,1.01,0.0,1.08,0.5,1.16,0.0,1.24,0.97,0.97,0.0,1.32,1.02,0.97,1.16,1.47,1.7,0.78,0.59,0.92,0.99,0.0,0.0,0.62,0.0,0.65,0.76,0.51,0.94,0.0,0.74,0.0,0.49,0.0,0.0,0.84,2.13,0.55,0.0,0.71,0.71,0.0,1.47,2.42,0.0,0.0,0.58,0.63,0.5,0.0,0.0,0.0,1.75,0.55,0.47,0.72,0.61,0.0,0.59,0.0,0.99,0.0,0.0,0.53,0.54,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.52,0.0,0.0,0.95,0.0,0.27,0.0,0.0,0.0,1.79,0.96,1.46,1.53,0.0,0.55,0.0,1.23,1.01,0.68,0.57,0.21,1.02,0.64,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/07/2021,4.19,1.55,2.45,2.83,3.58,3.67,2.18,1.14,2.27,2.46,2.36,3.02,0.74,2.64,0.66,1.81,2.82,1.63,1.18,1.31,0.98,0.0,1.08,0.51,1.19,0.0,1.23,0.97,0.98,0.0,1.32,1.01,0.98,1.16,1.47,1.7,0.78,0.6,0.94,1.01,0.0,0.0,0.64,0.0,0.64,0.77,0.51,0.97,0.0,0.75,0.0,0.49,0.0,0.0,0.82,2.11,0.55,0.0,0.71,0.72,0.0,1.46,2.39,0.0,0.0,0.59,0.64,0.49,0.0,0.0,0.0,1.79,0.55,0.48,0.7,0.61,0.0,0.6,0.0,0.99,0.0,0.0,0.54,0.55,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.54,0.0,0.0,0.92,0.0,0.27,0.0,0.0,0.0,1.82,0.97,1.44,1.54,0.0,0.55,0.0,1.24,1.0,0.69,0.57,0.21,1.01,0.65,0.57,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/08/2021,4.22,1.52,2.48,2.85,3.59,3.69,2.18,1.13,2.25,2.47,2.34,3.01,0.73,2.65,0.65,1.8,2.78,1.62,1.19,1.31,1.0,0.0,1.08,0.5,1.18,0.0,1.24,0.97,0.98,0.0,1.33,1.0,0.98,1.15,1.47,1.71,0.77,0.61,0.94,0.99,0.0,0.0,0.64,0.0,0.64,0.76,0.52,0.98,0.0,0.75,0.0,0.48,0.0,0.0,0.83,2.13,0.55,0.0,0.71,0.7,0.0,1.45,2.42,0.0,0.0,0.6,0.64,0.5,0.0,0.0,0.0,1.78,0.56,0.48,0.71,0.6,0.0,0.6,0.0,0.99,0.0,0.0,0.54,0.55,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.53,0.0,0.0,0.92,0.0,0.27,0.0,0.0,0.0,1.83,0.97,1.45,1.51,0.0,0.54,0.0,1.25,1.0,0.7,0.58,0.21,1.01,0.65,0.57,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/11/2021,4.26,1.53,2.41,2.87,3.59,3.66,2.2,1.1,2.24,2.46,2.36,2.99,0.74,2.67,0.65,1.83,2.82,1.62,1.2,1.29,1.02,0.0,1.08,0.5,1.16,0.0,1.24,0.95,1.0,0.0,1.34,1.01,0.99,1.16,1.48,1.7,0.77,0.61,0.93,0.97,0.0,0.0,0.63,0.0,0.65,0.78,0.51,0.98,0.0,0.7,0.0,0.49,0.0,0.0,0.84,2.14,0.56,0.0,0.7,0.71,0.0,1.45,2.43,0.0,0.0,0.6,0.64,0.49,0.0,0.0,0.0,1.73,0.55,0.48,0.72,0.6,0.0,0.61,0.0,0.99,0.0,0.0,0.53,0.54,0.0,0.0,0.0,0.44,0.0,0.59,0.0,0.54,0.0,0.0,0.93,0.0,0.27,0.0,0.0,0.0,1.82,0.95,1.46,1.51,0.0,0.55,0.0,1.26,0.99,0.7,0.58,0.21,1.0,0.65,0.57,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/12/2021,4.65,1.38,2.19,2.6,3.24,3.3,1.98,0.73,2.02,2.2,2.13,2.7,1.27,2.15,0.59,1.66,2.55,2.28,1.08,1.16,0.91,0.0,0.98,0.46,1.04,0.0,1.12,1.36,0.91,0.0,1.74,0.89,0.89,1.05,0.64,1.74,0.7,0.54,1.44,0.89,0.0,0.0,0.57,0.0,0.58,0.7,0.47,0.54,0.9,0.0,0.0,0.45,0.0,0.0,0.74,1.93,0.5,0.0,0.64,0.65,0.0,1.79,2.18,0.0,0.0,0.54,0.58,0.44,0.0,0.0,0.0,0.8,0.5,0.44,0.65,0.54,0.0,0.55,0.0,1.4,0.0,0.0,0.48,0.48,0.0,0.0,0.0,0.4,0.69,0.53,0.0,0.49,0.0,0.0,0.82,0.0,0.46,0.0,0.0,0.0,1.63,0.86,1.32,2.19,0.0,0.49,0.0,1.33,0.91,0.0,0.0,0.19,1.87,0.58,1.3,0.47,0.89,0.5,0.44,0.4,0.36,0.35,0.34,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/13/2021,4.65,1.38,2.19,2.6,3.24,3.3,1.98,0.73,2.02,2.2,2.13,2.7,1.27,2.15,0.59,1.66,2.55,2.28,1.08,1.16,0.91,0.0,0.98,0.46,1.04,0.0,1.12,1.36,0.91,0.0,1.74,0.89,0.89,1.05,0.64,1.74,0.7,0.54,1.44,0.89,0.0,0.0,0.57,0.0,0.58,0.7,0.47,0.54,0.9,0.0,0.0,0.45,0.0,0.0,0.74,1.93,0.5,0.0,0.64,0.65,0.0,1.79,2.18,0.0,0.0,0.54,0.58,0.44,0.0,0.0,0.0,0.8,0.5,0.44,0.65,0.54,0.0,0.55,0.0,1.4,0.0,0.0,0.48,0.48,0.0,0.0,0.0,0.4,0.69,0.53,0.0,0.49,0.0,0.0,0.82,0.0,0.46,0.0,0.0,0.0,1.63,0.86,1.32,2.19,0.0,0.49,0.0,1.33,0.91,0.0,0.0,0.19,1.87,0.58,1.3,0.47,0.89,0.5,0.44,0.4,0.36,0.35,0.34,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/14/2021,4.65,1.4,2.17,2.61,3.26,3.33,1.97,0.72,2.03,2.19,2.15,2.71,1.25,2.15,0.59,1.66,2.51,2.3,1.09,1.17,0.91,0.0,0.98,0.46,1.02,0.0,1.12,1.37,0.92,0.0,1.7,0.88,0.9,1.05,0.65,1.73,0.7,0.54,1.42,0.89,0.0,0.0,0.57,0.0,0.58,0.71,0.47,0.54,0.89,0.0,0.0,0.45,0.0,0.0,0.73,1.94,0.5,0.0,0.64,0.65,0.0,1.77,2.19,0.0,0.0,0.54,0.58,0.44,0.0,0.0,0.0,0.78,0.5,0.45,0.67,0.55,0.0,0.55,0.0,1.41,0.0,0.0,0.47,0.48,0.0,0.0,0.0,0.4,0.68,0.52,0.0,0.51,0.0,0.0,0.82,0.0,0.47,0.0,0.0,0.0,1.63,0.86,1.32,2.2,0.0,0.49,0.0,1.34,0.91,0.0,0.0,0.19,1.86,0.59,1.3,0.46,0.89,0.5,0.44,0.4,0.36,0.35,0.34,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/15/2021,4.65,1.4,2.17,2.61,3.26,3.33,1.97,0.72,2.03,2.19,2.15,2.71,1.25,2.15,0.59,1.66,2.51,2.3,1.09,1.17,0.91,0.0,0.98,0.46,1.02,0.0,1.12,1.37,0.92,0.0,1.7,0.88,0.9,1.05,0.65,1.73,0.7,0.54,1.42,0.89,0.0,0.0,0.57,0.0,0.58,0.71,0.47,0.54,0.89,0.0,0.0,0.45,0.0,0.0,0.73,1.94,0.5,0.0,0.64,0.65,0.0,1.77,2.19,0.0,0.0,0.54,0.58,0.44,0.0,0.0,0.0,0.78,0.5,0.45,0.67,0.55,0.0,0.55,0.0,1.41,0.0,0.0,0.47,0.48,0.0,0.0,0.0,0.4,0.68,0.52,0.0,0.51,0.0,0.0,0.82,0.0,0.47,0.0,0.0,0.0,1.63,0.86,1.32,2.2,0.0,0.49,0.0,1.34,0.91,0.0,0.0,0.19,1.86,0.59,1.3,0.46,0.89,0.5,0.44,0.4,0.36,0.35,0.34,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/18/2021,5.09,0.46,2.08,2.91,3.57,3.43,2.19,0.79,2.24,2.19,2.39,2.4,1.37,2.46,0.0,1.86,2.75,2.55,1.22,1.3,0.0,0.0,0.48,0.0,1.12,0.0,1.23,1.51,1.02,0.0,1.84,0.98,1.0,0.51,0.71,1.86,0.0,0.61,1.52,0.97,0.0,0.0,0.62,0.0,0.68,0.8,0.52,0.61,0.97,0.0,0.0,0.0,0.0,0.0,0.82,2.12,0.0,0.0,0.71,0.0,0.0,1.95,2.44,0.0,0.0,0.6,0.64,0.0,0.0,0.0,0.0,0.84,0.56,0.5,0.75,0.63,0.0,0.62,0.0,1.57,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.76,0.57,0.0,0.57,0.0,0.0,0.93,0.0,0.52,0.0,0.0,0.0,1.82,0.94,1.47,2.44,0.0,0.0,0.0,1.45,0.99,0.0,0.0,0.06,2.05,0.67,1.45,0.51,0.97,0.57,0.47,0.44,0.4,0.4,0.38,0.37,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/19/2021,5.08,0.45,2.02,2.91,3.57,2.47,2.21,0.0,2.2,2.2,2.35,1.63,1.38,2.46,0.0,1.84,2.77,2.49,1.18,1.3,0.0,0.0,0.48,0.0,0.0,0.0,1.21,1.5,1.0,0.0,1.87,0.97,1.01,0.5,0.7,1.88,0.0,0.66,1.53,0.97,0.0,0.0,0.62,0.0,0.68,0.78,0.52,0.61,1.02,0.0,0.0,0.0,0.0,0.0,0.81,2.13,0.0,0.0,0.72,0.0,0.0,1.96,2.44,0.0,0.0,0.61,0.62,0.0,0.0,0.0,0.0,0.0,0.55,0.51,0.73,0.63,0.0,0.61,0.0,1.57,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.75,0.58,0.0,0.57,0.0,0.0,0.93,0.0,0.51,0.0,0.0,0.0,1.81,0.96,1.46,2.38,0.0,0.0,0.0,1.46,1.0,0.0,0.0,0.23,2.08,0.66,1.48,0.51,0.97,0.58,0.47,0.44,0.39,0.39,0.39,0.35,0.35,0.35,0.99,0.98,0.88,0.65,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/20/2021,5.08,0.45,2.02,2.91,3.57,2.47,2.21,0.0,2.2,2.2,2.35,1.63,1.38,2.46,0.0,1.84,2.77,2.49,1.18,1.3,0.0,0.0,0.48,0.0,0.0,0.0,1.21,1.5,1.0,0.0,1.87,0.97,1.01,0.5,0.7,1.88,0.0,0.66,1.53,0.97,0.0,0.0,0.62,0.0,0.68,0.78,0.52,0.61,1.02,0.0,0.0,0.0,0.0,0.0,0.81,2.13,0.0,0.0,0.72,0.0,0.0,1.96,2.44,0.0,0.0,0.61,0.62,0.0,0.0,0.0,0.0,0.0,0.55,0.51,0.73,0.63,0.0,0.61,0.0,1.57,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.75,0.58,0.0,0.57,0.0,0.0,0.93,0.0,0.51,0.0,0.0,0.0,1.81,0.96,1.46,2.38,0.0,0.0,0.0,1.46,1.0,0.0,0.0,0.23,2.08,0.66,1.48,0.51,0.97,0.58,0.47,0.44,0.39,0.39,0.39,0.35,0.35,0.35,0.99,0.98,0.88,0.65,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/21/2021,5.12,0.45,2.08,2.93,3.6,2.47,2.23,0.0,2.18,2.24,2.32,1.63,1.39,2.51,0.0,1.83,2.76,2.46,1.17,1.29,0.0,0.0,0.48,0.0,0.0,0.0,1.23,1.46,1.0,0.0,1.86,0.98,1.02,0.5,0.71,1.88,0.0,0.65,1.52,0.95,0.0,0.0,0.63,0.0,0.68,0.77,0.52,0.62,1.01,0.0,0.0,0.0,0.0,0.0,0.81,2.13,0.0,0.0,0.72,0.0,0.0,1.93,2.46,0.0,0.0,0.6,0.62,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.74,0.63,0.0,0.61,0.0,1.56,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.75,0.58,0.0,0.56,0.0,0.0,0.93,0.0,0.5,0.0,0.0,0.0,1.81,0.95,1.47,2.42,0.0,0.0,0.0,1.46,1.01,0.0,0.0,0.22,1.96,0.66,1.49,0.52,0.96,0.57,0.47,0.44,0.39,0.39,0.4,0.35,0.35,0.35,1.0,0.99,0.87,0.64,0.52,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/22/2021,5.09,0.45,2.09,2.92,3.62,2.5,2.2,0.0,2.21,2.26,2.27,1.63,1.39,2.54,0.0,1.83,2.77,2.45,1.17,1.29,0.0,0.0,0.48,0.0,0.0,0.0,1.24,1.46,1.0,0.0,1.86,0.98,1.02,0.5,0.71,1.89,0.0,0.66,1.53,0.94,0.0,0.0,0.63,0.0,0.69,0.78,0.52,0.61,1.01,0.0,0.0,0.0,0.0,0.0,0.81,2.14,0.0,0.0,0.72,0.0,0.0,1.98,2.46,0.0,0.0,0.6,0.63,0.0,0.0,0.0,0.0,0.0,0.53,0.5,0.73,0.62,0.0,0.61,0.0,1.58,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.76,0.58,0.0,0.55,0.0,0.0,0.94,0.0,0.49,0.0,0.0,0.0,1.8,0.94,1.48,2.4,0.0,0.0,0.0,1.44,1.02,0.0,0.0,0.21,1.96,0.66,1.49,0.51,0.96,0.57,0.46,0.43,0.4,0.39,0.4,0.35,0.35,0.36,1.0,0.97,0.87,0.63,0.51,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/25/2021,5.03,0.45,2.09,2.9,3.63,2.46,2.18,0.0,2.21,2.24,2.27,1.64,1.37,2.52,0.0,1.85,2.74,2.47,1.17,1.28,0.0,0.0,0.48,0.0,0.0,0.0,1.24,1.47,1.0,0.0,1.87,0.99,1.02,0.52,0.72,1.9,0.0,0.67,1.55,0.94,0.0,0.0,0.64,0.0,0.7,0.78,0.52,0.61,1.02,0.0,0.0,0.0,0.0,0.0,0.82,2.13,0.0,0.0,0.72,0.0,0.0,1.99,2.4,0.0,0.0,0.6,0.65,0.0,0.0,0.0,0.0,0.0,0.52,0.5,0.73,0.62,0.0,0.6,0.0,1.58,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.77,0.58,0.0,0.55,0.0,0.0,0.95,0.0,0.49,0.0,0.0,0.0,1.82,0.95,1.45,2.4,0.0,0.0,0.0,1.44,1.02,0.0,0.0,0.21,1.95,0.66,1.49,0.52,0.97,0.57,0.44,0.42,0.4,0.39,0.41,0.36,0.36,0.36,1.0,0.97,0.87,0.65,0.52,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/26/2021,5.02,0.45,2.1,2.92,3.62,2.47,2.19,0.0,2.2,2.27,2.24,1.62,1.36,2.54,0.0,1.86,2.72,2.45,1.17,1.28,0.0,0.0,0.49,0.0,0.0,0.0,1.26,1.46,1.01,0.0,1.85,0.98,1.03,0.53,0.72,1.91,0.0,0.66,1.53,0.85,0.0,0.0,0.6,0.0,0.7,0.77,0.53,0.62,1.01,0.0,0.0,0.0,0.0,0.0,0.82,2.15,0.0,0.0,0.71,0.0,0.0,2.01,2.41,0.0,0.0,0.6,0.65,0.0,0.0,0.0,0.0,0.0,0.54,0.51,0.72,0.62,0.0,0.61,0.0,1.6,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.76,0.59,0.0,0.55,0.0,0.0,0.96,0.0,0.49,0.0,0.0,0.0,1.84,0.94,1.46,2.41,0.0,0.0,0.0,1.45,1.03,0.0,0.0,0.22,1.95,0.66,1.49,0.52,0.96,0.58,0.44,0.42,0.4,0.39,0.4,0.35,0.35,0.35,1.01,0.99,0.87,0.67,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
10/27/2021,5.02,0.45,2.1,2.92,3.62,2.47,2.19,0.0,2.2,2.27,2.24,1.62,1.36,2.54,0.0,1.86,2.72,2.45,1.17,1.28,0.0,0.0,0.49,0.0,0.0,0.0,1.26,1.46,1.01,0.0,1.85,0.98,1.03,0.53,0.72,1.91,0.0,0.66,1.53,0.85,0.0,0.0,0.6,0.0,0.7,0.77,0.53,0.62,1.01,0.0,0.0,0.0,0.0,0.0,0.82,2.15,0.0,0.0,0.71,0.0,0.0,2.01,2.41,0.0,0.0,0.6,0.65,0.0,0.0,0.0,0.0,0.0,0.54,0.51,0.72,0.62,0.0,0.61,0.0,1.6,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.76,0.59,0.0,0.55,0.0,0.0,0.96,0.0,0.49,0.0,0.0,0.0,1.84,0.94,1.46,2.41,0.0,0.0,0.0,1.45,1.03,0.0,0.0,0.22,1.95,0.66,1.49,0.52,0.96,0.58,0.44,0.42,0.4,0.39,0.4,0.35,0.35,0.35,1.01,0.99,0.87,0.67,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
10/28/2021,5.02,0.45,2.1,2.92,3.62,2.47,2.19,0.0,2.2,2.27,2.24,1.62,1.36,2.54,0.0,1.86,2.72,2.45,1.17,1.28,0.0,0.0,0.49,0.0,0.0,0.0,1.26,1.46,1.01,0.0,1.85,0.98,1.03,0.53,0.72,1.91,0.0,0.66,1.53,0.85,0.0,0.0,0.6,0.0,0.7,0.77,0.53,0.62,1.01,0.0,0.0,0.0,0.0,0.0,0.82,2.15,0.0,0.0,0.71,0.0,0.0,2.01,2.41,0.0,0.0,0.6,0.65,0.0,0.0,0.0,0.0,0.0,0.54,0.51,0.72,0.62,0.0,0.61,0.0,1.6,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.76,0.59,0.0,0.55,0.0,0.0,0.96,0.0,0.49,0.0,0.0,0.0,1.84,0.94,1.46,2.41,0.0,0.0,0.0,1.45,1.03,0.0,0.0,0.22,1.95,0.66,1.49,0.52,0.96,0.58,0.44,0.42,0.4,0.39,0.4,0.35,0.35,0.35,1.01,0.99,0.87,0.67,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
10/29/2021,4.85,0.45,2.01,2.89,3.59,2.53,2.11,0.0,2.2,2.36,2.25,1.6,1.38,2.57,0.0,1.84,2.76,2.44,1.16,1.28,0.0,0.0,0.49,0.0,0.0,0.0,1.29,1.46,1.01,0.0,1.85,0.99,1.05,0.53,0.73,1.9,0.0,0.67,1.54,0.84,0.0,0.0,0.59,0.0,0.69,0.77,0.53,0.64,1.02,0.0,0.0,0.0,0.0,0.0,0.82,2.17,0.0,0.0,0.71,0.0,0.0,1.98,2.42,0.0,0.0,0.6,0.66,0.0,0.0,0.0,0.0,0.0,0.56,0.5,0.7,0.62,0.0,0.6,0.0,1.61,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.77,0.59,0.0,0.52,0.0,0.0,0.97,0.0,0.49,0.0,0.0,0.0,1.85,0.96,1.49,2.41,0.0,0.0,0.0,1.44,1.03,0.0,0.0,0.22,1.97,0.67,1.48,0.52,0.97,0.58,0.44,0.43,0.4,0.4,0.42,0.36,0.36,0.35,1.03,1.0,0.88,0.65,0.54,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
11/01/2021,5.19,0.45,1.92,3.05,3.62,2.52,2.17,0.0,2.21,2.41,2.28,1.64,1.29,2.55,0.0,1.78,2.56,2.51,1.17,1.25,0.0,0.0,0.49,0.0,0.0,0.0,1.29,1.43,1.0,0.0,1.85,0.97,1.06,0.54,0.73,1.78,0.0,0.67,1.52,0.83,0.0,0.0,0.57,0.0,0.68,0.78,0.52,0.65,1.02,0.0,0.0,0.0,0.0,0.0,0.84,2.19,0.0,0.0,0.7,0.0,0.0,1.96,2.51,0.0,0.0,0.6,0.65,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.7,0.63,0.0,0.59,0.0,1.6,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.76,0.59,0.0,0.53,0.0,0.0,0.96,0.0,0.5,0.0,0.0,0.0,1.91,0.94,1.53,2.4,0.0,0.0,0.0,1.4,0.98,0.0,0.0,0.24,1.96,0.67,1.46,0.5,0.97,0.55,0.45,0.44,0.39,0.39,0.4,0.36,0.35,0.34,1.03,0.99,0.9,0.63,0.54,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/02/2021,5.21,0.46,1.97,3.1,3.61,2.53,2.14,0.0,2.18,2.44,2.28,1.62,1.27,2.57,0.0,1.83,2.49,2.52,1.13,1.25,0.0,0.0,0.5,0.0,0.0,0.0,1.29,1.47,1.03,0.0,1.85,0.98,1.05,0.54,0.73,1.77,0.0,0.67,1.53,0.82,0.0,0.0,0.57,0.0,0.68,0.78,0.53,0.65,1.03,0.0,0.0,0.0,0.0,0.0,0.86,2.21,0.0,0.0,0.7,0.0,0.0,1.92,2.56,0.0,0.0,0.61,0.64,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.72,0.63,0.0,0.59,0.0,1.58,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.77,0.59,0.0,0.53,0.0,0.0,0.99,0.0,0.5,0.0,0.0,0.0,1.89,0.93,1.56,2.22,0.0,0.0,0.0,1.42,0.99,0.0,0.0,0.24,1.91,0.69,1.48,0.5,0.96,0.55,0.44,0.43,0.38,0.38,0.38,0.36,0.35,0.34,1.03,1.01,0.89,0.69,0.56,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
