,AAPL,MSFT,JPM,INTC,BAC,T,PG,JNJ,XOM,GOOGL,GOOG,BRK.B,ORCL,WFC,HD,C,CSCO,V,VZ,ABBV,CVX,BMY,MRK,AMGN,PFE,CHTR,PEP,UNH,LOW,PM,FB,AVGO,MO,UNP,MA,MCD,HON,KO,GS,IBM,TXN,QCOM,MS,BIIB,EBAY,USB,JCI,WMT,GILD,LIN,ACN,CMCSA,COP,NKE,CI,PNC,SBUX,MMM,CAT,HPQ,ABT,LMT,MDT,ADBE,BLK,MDLZ,UPS,BKNG,ANTM,LLY,AXP,PGR,RTX,PRU,TGT,LRCX,BK,TMO,DG,MET,CL,CSX,LHX,NSC,ALL,ATUS,ADP,REGN,TFC,CVS,ETN,BX,CB,NOC,KMB,SO,NEE,AMT,CCI,AMP,PSX,WBA,AFL,SYF,AON,CTSH,LYB,ITW,ORLY,KMI,SHW,XTSLA,DOW,ICE,DE,D,TROW,HUM,SCHW,WMB,STT,PYPL,AMAT,MPC,TRV,VLO,EMR,PLD,AZO,CMI,SPGI,GD,COST,DELL,STX,NXPI,MCK,NEM,KR,DVA,AIG,KLAC,EXC,DUK,COF,ADI,CERN,SYY,DFS,WM,PSA,AEP,EL,GIS,YUM,DD,BAX,NTRS,APD,CME,BA,CLX,OKE,INTU,TEL,FIS,HCA,NTAP,CFG,NLOK,HPE,GLW,A,GPN,NLY,MTB,TJX,PANW,INFO,WAT,MMC,FITB,FISV,SBAC,CTXS,PEG,VFC,IP,RF,SWKS,BBY,XLNX,APH,KEY,CE,MAS,ROK,EQH,WEC,EOG,TT,PAYX,MCO,ZTS,MTD,AVB,USD,ANSGR.IS,EA,DGX,LSXMK,HSY,CDW,MSCI,SPG,CMA,VOYA,MSI,NRG,CTAS,ALLY,DPZ,HIG,KHC,HBAN,LBRDK,LUMN,AGNC,PFG,NUE,ADM,n/a,PXD,STZ,SRE,VMW,VRTX,FLT,SLM,CAH,JEF,CAG,NVR,FE,XRX,PCAR,CINF,BXP,AGO,GDDY,GPC,LEN,HOLX,CSL,PPL,EXPE,ABC,CHD,SLG,AMG,DHI,MAA,DISCK,WPC,CF,EVRG,L,IQV,ED,BEN,RJF,HLT,SJM,DAL,IVZ,OVV,OMF,FNF,WU,IRM,K,WHR,OMC,SUM
11/04/2021,4.6,4.61,2.94,1.71,2.27,1.77,1.77,1.43,1.89,1.67,1.58,1.76,1.53,1.45,1.42,1.33,0.85,0.99,1.04,1.07,1.25,0.96,1.02,0.79,0.84,0.75,0.79,0.86,0.96,0.7,0.89,0.73,0.62,0.88,0.6,0.63,0.6,0.63,0.66,0.59,0.53,0.54,0.71,0.46,0.49,0.58,0.29,0.51,0.42,0.54,0.48,0.4,0.56,0.29,0.49,0.43,0.37,0.41,0.38,0.54,0.4,0.39,0.33,0.29,0.37,0.36,0.34,0.23,0.4,0.34,0.36,0.31,0.39,0.38,0.4,0.28,0.35,0.29,0.29,0.35,0.29,0.32,0.23,0.36,0.29,0.16,0.31,0.24,0.36,0.29,0.24,0.29,0.36,0.24,0.21,0.24,0.23,0.1,0.22,0.26,0.26,0.21,0.25,0.23,0.21,0.19,0.25,0.23,0.19,0.23,0.26,0.19,0.21,0.21,0.22,0.26,0.19,0.21,0.18,0.23,0.23,0.15,0.26,0.27,0.21,0.25,0.19,0.2,0.19,0.24,0.17,0.19,0.18,0.18,0.2,0.2,0.18,0.19,0.15,0.12,0.19,0.16,0.17,0.14,0.25,0.21,0.14,0.14,0.15,0.14,0.12,0.12,0.13,0.15,0.12,0.16,0.13,0.12,0.15,0.15,0.0,0.11,0.15,0.12,0.13,0.13,0.22,0.11,0.15,0.0,0.1,0.0,0.0,0.0,0.13,0.12,0.14,0.12,0.0,0.0,0.13,0.16,0.13,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.15,0.13,0.14,0.0,0.12,0.0,0.14,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.12,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.33
11/05/2021,4.62,4.64,2.95,1.72,2.26,1.76,1.78,1.45,1.86,1.69,1.6,1.77,1.54,1.43,1.42,1.31,0.87,0.97,1.03,1.08,1.24,0.95,1.03,0.81,0.88,0.75,0.8,0.85,0.97,0.7,0.89,0.74,0.62,0.88,0.59,0.62,0.6,0.63,0.67,0.59,0.54,0.54,0.71,0.46,0.48,0.58,0.29,0.51,0.42,0.55,0.48,0.4,0.55,0.3,0.49,0.42,0.37,0.41,0.38,0.53,0.39,0.38,0.33,0.28,0.37,0.36,0.34,0.23,0.39,0.35,0.35,0.31,0.39,0.38,0.4,0.28,0.35,0.29,0.29,0.35,0.29,0.32,0.23,0.35,0.29,0.15,0.31,0.24,0.36,0.29,0.25,0.3,0.35,0.24,0.22,0.24,0.23,0.1,0.22,0.27,0.25,0.21,0.25,0.23,0.2,0.19,0.25,0.23,0.19,0.23,0.26,0.13,0.22,0.21,0.22,0.26,0.19,0.21,0.18,0.23,0.23,0.15,0.26,0.26,0.2,0.24,0.19,0.2,0.19,0.24,0.17,0.19,0.18,0.0,0.2,0.2,0.18,0.19,0.15,0.12,0.19,0.16,0.16,0.14,0.25,0.21,0.14,0.14,0.15,0.14,0.13,0.12,0.13,0.15,0.12,0.18,0.13,0.12,0.14,0.15,0.0,0.11,0.15,0.12,0.13,0.12,0.21,0.11,0.15,0.0,0.1,0.0,0.0,0.0,0.13,0.12,0.14,0.12,0.0,0.0,0.13,0.16,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.18,0.0,0.11,0.15,0.13,0.14,0.0,0.12,0.0,0.13,0.11,0.1,0.1,0.0,0.0,0.0,0.16,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.26
11/08/2021,4.63,4.68,2.9,1.73,2.23,1.72,1.8,1.44,1.84,1.71,1.62,1.76,1.54,1.41,1.44,1.27,0.86,0.97,1.01,1.08,1.23,0.96,1.05,0.81,0.84,0.76,0.8,0.86,0.98,0.7,0.9,0.76,0.63,0.87,0.6,0.63,0.6,0.63,0.64,0.56,0.54,0.62,0.68,0.47,0.49,0.57,0.28,0.51,0.42,0.55,0.49,0.4,0.55,0.31,0.48,0.42,0.37,0.41,0.37,0.53,0.4,0.39,0.33,0.3,0.37,0.37,0.34,0.23,0.39,0.37,0.35,0.31,0.39,0.38,0.4,0.29,0.35,0.29,0.3,0.35,0.29,0.32,0.23,0.35,0.27,0.15,0.31,0.24,0.36,0.3,0.25,0.3,0.35,0.24,0.21,0.24,0.23,0.1,0.22,0.26,0.25,0.21,0.25,0.23,0.19,0.19,0.24,0.23,0.19,0.23,0.27,0.15,0.21,0.2,0.22,0.26,0.19,0.2,0.18,0.23,0.23,0.14,0.28,0.25,0.2,0.24,0.19,0.2,0.19,0.23,0.17,0.18,0.19,0.0,0.21,0.21,0.19,0.19,0.16,0.12,0.19,0.17,0.17,0.14,0.25,0.22,0.14,0.14,0.15,0.14,0.12,0.12,0.14,0.15,0.12,0.18,0.13,0.12,0.15,0.15,0.0,0.11,0.15,0.12,0.14,0.13,0.21,0.11,0.15,0.0,0.1,0.0,0.0,0.0,0.13,0.12,0.15,0.11,0.0,0.0,0.13,0.16,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.19,0.0,0.11,0.15,0.13,0.14,0.0,0.13,0.0,0.13,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.31
11/09/2021,4.62,4.65,2.88,1.74,2.2,1.74,1.8,1.42,1.85,1.71,1.62,1.75,1.52,1.4,1.41,1.27,0.85,1.0,1.01,1.07,1.24,0.96,0.94,0.8,0.93,0.76,0.81,0.85,0.97,0.7,0.91,0.77,0.63,0.87,0.62,0.63,0.61,0.63,0.64,0.57,0.54,0.65,0.68,0.47,0.48,0.57,0.29,0.51,0.42,0.55,0.49,0.4,0.56,0.31,0.48,0.42,0.39,0.41,0.38,0.54,0.38,0.4,0.33,0.29,0.37,0.37,0.34,0.24,0.39,0.36,0.36,0.31,0.4,0.37,0.39,0.3,0.34,0.28,0.3,0.35,0.29,0.32,0.23,0.35,0.27,0.17,0.32,0.22,0.36,0.29,0.25,0.3,0.36,0.25,0.22,0.24,0.23,0.0,0.22,0.26,0.25,0.22,0.25,0.23,0.19,0.19,0.24,0.23,0.2,0.23,0.26,0.2,0.21,0.2,0.22,0.26,0.19,0.2,0.18,0.23,0.22,0.14,0.28,0.26,0.2,0.24,0.19,0.2,0.19,0.23,0.17,0.18,0.18,0.0,0.21,0.21,0.18,0.2,0.16,0.13,0.18,0.18,0.16,0.14,0.25,0.22,0.14,0.15,0.15,0.14,0.12,0.12,0.14,0.15,0.12,0.18,0.13,0.12,0.15,0.15,0.0,0.11,0.15,0.12,0.14,0.13,0.21,0.11,0.15,0.0,0.1,0.1,0.0,0.0,0.13,0.12,0.15,0.11,0.0,0.0,0.13,0.16,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.19,0.0,0.11,0.15,0.13,0.14,0.0,0.12,0.0,0.14,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.35
11/10/2021,4.62,4.65,2.88,1.74,2.2,1.74,1.8,1.42,1.85,1.71,1.62,1.75,1.52,1.4,1.41,1.27,0.85,1.0,1.01,1.07,1.24,0.96,0.94,0.8,0.93,0.76,0.81,0.85,0.97,0.7,0.91,0.77,0.63,0.87,0.62,0.63,0.61,0.63,0.64,0.57,0.54,0.65,0.68,0.47,0.48,0.57,0.29,0.51,0.42,0.55,0.49,0.4,0.56,0.31,0.48,0.42,0.39,0.41,0.38,0.54,0.38,0.4,0.33,0.29,0.37,0.37,0.34,0.24,0.39,0.36,0.36,0.31,0.4,0.37,0.39,0.3,0.34,0.28,0.3,0.35,0.29,0.32,0.23,0.35,0.27,0.17,0.32,0.22,0.36,0.29,0.25,0.3,0.36,0.25,0.22,0.24,0.23,0.0,0.22,0.26,0.25,0.22,0.25,0.23,0.19,0.19,0.24,0.23,0.2,0.23,0.26,0.2,0.21,0.2,0.22,0.26,0.19,0.2,0.18,0.23,0.22,0.14,0.28,0.26,0.2,0.24,0.19,0.2,0.19,0.23,0.17,0.18,0.18,0.0,0.21,0.21,0.18,0.2,0.16,0.13,0.18,0.18,0.16,0.14,0.25,0.22,0.14,0.15,0.15,0.14,0.12,0.12,0.14,0.15,0.12,0.18,0.13,0.12,0.15,0.15,0.0,0.11,0.15,0.12,0.14,0.13,0.21,0.11,0.15,0.0,0.1,0.1,0.0,0.0,0.13,0.12,0.15,0.11,0.0,0.0,0.13,0.16,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.19,0.0,0.11,0.15,0.13,0.14,0.0,0.12,0.0,0.14,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.35
11/11/2021,4.59,4.66,2.9,1.76,2.22,1.72,1.78,1.41,1.87,1.71,1.62,1.76,1.52,1.41,1.41,1.29,0.85,1.02,1.01,1.06,1.25,0.96,0.95,0.79,0.92,0.76,0.79,0.87,0.97,0.69,0.91,0.77,0.63,0.87,0.62,0.63,0.61,0.62,0.64,0.57,0.54,0.66,0.68,0.46,0.47,0.57,0.29,0.5,0.41,0.56,0.49,0.4,0.57,0.3,0.49,0.42,0.38,0.41,0.39,0.54,0.39,0.4,0.33,0.29,0.38,0.36,0.34,0.24,0.39,0.36,0.37,0.31,0.4,0.37,0.39,0.3,0.34,0.28,0.29,0.34,0.29,0.32,0.23,0.35,0.27,0.16,0.31,0.23,0.36,0.29,0.26,0.29,0.35,0.24,0.22,0.24,0.23,0.0,0.22,0.26,0.25,0.21,0.25,0.23,0.2,0.19,0.25,0.23,0.19,0.22,0.27,0.2,0.21,0.2,0.22,0.25,0.19,0.2,0.18,0.23,0.22,0.14,0.28,0.26,0.2,0.24,0.19,0.2,0.19,0.23,0.17,0.19,0.18,0.0,0.21,0.21,0.18,0.2,0.15,0.13,0.18,0.17,0.16,0.14,0.25,0.22,0.14,0.15,0.15,0.14,0.12,0.12,0.14,0.15,0.12,0.18,0.13,0.12,0.15,0.15,0.0,0.11,0.15,0.12,0.14,0.13,0.21,0.11,0.15,0.0,0.1,0.1,0.0,0.0,0.13,0.12,0.14,0.12,0.0,0.0,0.13,0.16,0.13,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.19,0.0,0.11,0.15,0.13,0.14,0.0,0.12,0.0,0.14,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.33999999999996
11/12/2021,4.61,4.65,2.88,1.75,2.2,1.71,1.79,1.41,1.89,1.71,1.62,1.75,1.51,1.38,1.42,1.28,0.86,0.98,1.01,1.06,1.26,0.96,0.95,0.79,0.9,0.76,0.79,0.87,0.96,0.69,0.9,0.77,0.63,0.88,0.61,0.63,0.62,0.63,0.64,0.56,0.54,0.66,0.67,0.45,0.47,0.57,0.29,0.5,0.42,0.56,0.49,0.4,0.57,0.3,0.49,0.42,0.38,0.41,0.38,0.54,0.39,0.39,0.33,0.29,0.38,0.37,0.34,0.25,0.39,0.36,0.37,0.31,0.4,0.37,0.39,0.3,0.34,0.28,0.29,0.34,0.3,0.32,0.23,0.35,0.26,0.16,0.32,0.23,0.36,0.29,0.26,0.3,0.36,0.25,0.22,0.24,0.23,0.0,0.22,0.26,0.26,0.21,0.25,0.23,0.2,0.19,0.24,0.23,0.2,0.22,0.27,0.11,0.22,0.2,0.22,0.25,0.19,0.2,0.18,0.23,0.22,0.13,0.29,0.27,0.2,0.25,0.19,0.2,0.2,0.23,0.17,0.19,0.18,0.0,0.22,0.21,0.18,0.2,0.15,0.12,0.18,0.18,0.16,0.14,0.25,0.22,0.14,0.14,0.15,0.14,0.12,0.12,0.14,0.15,0.12,0.18,0.13,0.12,0.15,0.15,0.0,0.11,0.15,0.12,0.14,0.13,0.21,0.11,0.15,0.0,0.1,0.1,0.0,0.0,0.13,0.12,0.14,0.12,0.0,0.0,0.13,0.16,0.13,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.0,0.11,0.15,0.13,0.14,0.0,0.12,0.0,0.14,0.11,0.1,0.1,0.0,0.0,0.0,0.13,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23
11/15/2021,4.53,4.61,2.88,1.73,2.24,1.73,1.81,1.42,1.84,1.68,1.6,1.74,1.51,1.41,1.42,1.31,0.85,0.97,1.02,1.07,1.24,0.96,0.97,0.79,0.96,0.76,0.79,0.86,0.96,0.71,0.88,0.77,0.63,0.88,0.63,0.62,0.6,0.63,0.63,0.56,0.53,0.65,0.67,0.45,0.47,0.58,0.29,0.5,0.43,0.56,0.49,0.4,0.54,0.29,0.49,0.41,0.37,0.41,0.38,0.54,0.39,0.39,0.32,0.28,0.38,0.37,0.34,0.23,0.4,0.36,0.37,0.31,0.39,0.37,0.4,0.3,0.35,0.28,0.29,0.35,0.3,0.31,0.23,0.34,0.26,0.16,0.32,0.23,0.35,0.3,0.25,0.29,0.36,0.24,0.22,0.24,0.23,0.0,0.22,0.26,0.25,0.22,0.25,0.24,0.2,0.2,0.25,0.23,0.2,0.23,0.27,0.12,0.22,0.2,0.22,0.26,0.18,0.2,0.18,0.24,0.23,0.13,0.28,0.26,0.2,0.24,0.19,0.2,0.2,0.23,0.17,0.18,0.18,0.0,0.23,0.21,0.19,0.21,0.16,0.12,0.18,0.17,0.17,0.14,0.26,0.22,0.14,0.14,0.15,0.14,0.12,0.12,0.14,0.15,0.12,0.18,0.13,0.12,0.15,0.15,0.0,0.11,0.15,0.12,0.14,0.14,0.21,0.11,0.15,0.0,0.11,0.1,0.0,0.0,0.13,0.12,0.14,0.12,0.0,0.0,0.13,0.16,0.13,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.0,0.11,0.15,0.13,0.14,0.0,0.12,0.0,0.14,0.11,0.1,0.1,0.0,0.0,0.0,0.16,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.12,0.0,0.12,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2
11/16/2021,4.53,4.61,2.88,1.73,2.24,1.73,1.81,1.42,1.84,1.68,1.6,1.74,1.51,1.41,1.42,1.31,0.85,0.97,1.02,1.07,1.24,0.96,0.97,0.79,0.96,0.76,0.79,0.86,0.96,0.71,0.88,0.77,0.63,0.88,0.63,0.62,0.6,0.63,0.63,0.56,0.53,0.65,0.67,0.45,0.47,0.58,0.29,0.5,0.43,0.56,0.49,0.4,0.54,0.29,0.49,0.41,0.37,0.41,0.38,0.54,0.39,0.39,0.32,0.28,0.38,0.37,0.34,0.23,0.4,0.36,0.37,0.31,0.39,0.37,0.4,0.3,0.35,0.28,0.29,0.35,0.3,0.31,0.23,0.34,0.26,0.16,0.32,0.23,0.35,0.3,0.25,0.29,0.36,0.24,0.22,0.24,0.23,0.0,0.22,0.26,0.25,0.22,0.25,0.24,0.2,0.2,0.25,0.23,0.2,0.23,0.27,0.12,0.22,0.2,0.22,0.26,0.18,0.2,0.18,0.24,0.23,0.13,0.28,0.26,0.2,0.24,0.19,0.2,0.2,0.23,0.17,0.18,0.18,0.0,0.23,0.21,0.19,0.21,0.16,0.12,0.18,0.17,0.17,0.14,0.26,0.22,0.14,0.14,0.15,0.14,0.12,0.12,0.14,0.15,0.12,0.18,0.13,0.12,0.15,0.15,0.0,0.11,0.15,0.12,0.14,0.14,0.21,0.11,0.15,0.0,0.11,0.1,0.0,0.0,0.13,0.12,0.14,0.12,0.0,0.0,0.13,0.16,0.13,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.0,0.11,0.15,0.13,0.14,0.0,0.12,0.0,0.14,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.12,0.0,0.12,0.0,0.1,0.1,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2
11/17/2021,4.57,4.65,2.86,1.72,2.2,1.72,1.8,1.43,1.82,1.71,1.62,1.74,1.49,1.41,1.43,1.3,0.85,0.98,1.01,1.07,1.24,0.96,0.97,0.79,0.95,0.75,0.79,0.86,0.97,0.7,0.91,0.77,0.63,0.88,0.65,0.62,0.6,0.63,0.63,0.55,0.53,0.65,0.67,0.45,0.47,0.57,0.3,0.5,0.42,0.56,0.49,0.4,0.54,0.3,0.49,0.41,0.37,0.41,0.38,0.54,0.39,0.39,0.32,0.29,0.38,0.37,0.34,0.23,0.4,0.35,0.37,0.31,0.39,0.37,0.4,0.3,0.35,0.28,0.29,0.35,0.29,0.31,0.23,0.34,0.26,0.16,0.32,0.23,0.35,0.29,0.25,0.3,0.36,0.24,0.22,0.24,0.23,0.0,0.22,0.26,0.25,0.21,0.25,0.24,0.2,0.2,0.25,0.23,0.2,0.22,0.27,0.15,0.22,0.2,0.22,0.25,0.19,0.2,0.18,0.23,0.23,0.13,0.29,0.26,0.2,0.24,0.19,0.2,0.2,0.23,0.17,0.18,0.19,0.0,0.24,0.21,0.19,0.21,0.16,0.12,0.18,0.17,0.17,0.14,0.26,0.22,0.14,0.14,0.15,0.14,0.12,0.12,0.14,0.15,0.12,0.18,0.13,0.12,0.15,0.15,0.0,0.11,0.14,0.12,0.14,0.13,0.21,0.11,0.15,0.0,0.0,0.1,0.0,0.0,0.13,0.12,0.14,0.12,0.0,0.0,0.14,0.16,0.13,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.0,0.11,0.15,0.13,0.14,0.0,0.12,0.0,0.14,0.11,0.1,0.1,0.0,0.0,0.0,0.14,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.12,0.1,0.12,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.20999999999998
11/18/2021,4.57,4.64,2.85,1.72,2.2,1.71,1.81,1.42,1.83,1.7,1.62,1.73,1.5,1.41,1.42,1.3,0.86,0.98,1.01,1.07,1.26,0.96,0.96,0.77,0.95,0.76,0.79,0.84,0.96,0.7,0.93,0.78,0.63,0.88,0.64,0.63,0.6,0.63,0.63,0.55,0.53,0.67,0.68,0.46,0.47,0.57,0.3,0.49,0.42,0.55,0.49,0.4,0.54,0.29,0.49,0.41,0.37,0.41,0.38,0.53,0.4,0.4,0.32,0.29,0.37,0.37,0.34,0.22,0.4,0.35,0.37,0.31,0.39,0.37,0.41,0.3,0.35,0.28,0.3,0.35,0.3,0.31,0.23,0.33,0.26,0.16,0.32,0.24,0.35,0.29,0.25,0.3,0.36,0.24,0.22,0.24,0.23,0.0,0.22,0.26,0.26,0.21,0.25,0.24,0.2,0.2,0.25,0.23,0.2,0.23,0.28,0.15,0.22,0.2,0.22,0.26,0.18,0.19,0.18,0.23,0.23,0.13,0.28,0.26,0.2,0.24,0.19,0.2,0.2,0.23,0.17,0.18,0.19,0.0,0.23,0.2,0.18,0.21,0.16,0.12,0.18,0.17,0.17,0.14,0.26,0.22,0.14,0.14,0.15,0.14,0.12,0.12,0.14,0.15,0.12,0.18,0.13,0.12,0.15,0.15,0.0,0.12,0.14,0.12,0.14,0.13,0.21,0.11,0.16,0.0,0.0,0.1,0.0,0.0,0.12,0.12,0.14,0.12,0.0,0.0,0.14,0.16,0.13,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.19,0.0,0.11,0.15,0.13,0.15,0.0,0.12,0.0,0.13,0.11,0.1,0.1,0.0,0.0,0.0,0.15,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.1,0.12,0.11,0.11,0.12,0.1,0.12,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23
