,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,V,JNJ,HD,DIS,ADBE,MA,UNH,PYPL,BAC,PG,BRK.B,PEP,KO,NEE,CSCO,TXN,INTC,CRM,XOM,VZ,NFLX,NKE,CMCSA,AXP,BLK,TMO,MMM,RTX,HON,LLY,MRK,C,ACN,CVX,MS,INTU,IBM,ABBV,LIN,T,LOW,AMGN,AMAT,AMT,BMY,MCD,PFE,COST,ABT,ZTS,TGT,ADP,UPS,MMC,JCI,ORCL,GILD,CAT,PLD,NOW,EQIX,UNP,LRCX,AVGO,QCOM,ECL,CL,XYL,COP,A,CI,DHR,SBUX,WST,ISRG,SPGI,CCI,EW,EXPD,DE,GE,TT,LHX,AMD,KMB,INFO,CSX,ES,TFC,CVS,PEG,SQ,ADSK,GS,IDXX,MET,ANTM,NSC,K,BKNG,SCHW,CME,XTSLA,ILMN,SLB,APTV,EXC,MU,SRE,BK,PNC,MELI,CB,WAT,MCO,HLT,ED,VRTX,TJX,HCA,TWLO,BIIB,FIS,MDT,GWW,ZM,PEAK,ROP,TROW,RF,CBRE,PRU,MDLZ,FDX,TRV,PPG,HBAN,DXCM,WDAY,MRNA,BBY,ANSS,SNAP,PODD,ADM,WY,FISV,NTRS,ITW,DOCU,VFC,AMCR,CERN,WELL,CMI,MSI,STT,RMD,OKTA,HUM,AIG,NEM,APD,CLX,MTD,KSU,SNPS,SHW,HRL,HES,BDX,IFF,TMUS,DD,UBER,LULU,GIS,TRMB,PINS,HPE,TWTR,CDNS,USB,MRVL,ROKU,EBAY,CRWD,KR,NXPI,PSX,ALLY,EQR,SPG,IPG,FAST,KEYS,DGX,KDP,CARR,CHRW,REGN,ATVI,HOLX,EXAS,SPLK,HPQ,CMG,HUBS,ALGN,GE.,FTV,TDY,MPC,RHI,XLNX,ADI,BLL,HII,SNOW,IEX,ETR,DOW,LDOS,VTR,HAS,CZR,MDB,BG,MTN,OXY,SIVB,ON,MOS,NET,BKR,LNG,OKE,ETSY,MKC,ICE,STE,DFS,BXP,SYF,n/a,TAP,VLO,HAL,VMW,EOG,DISCK,PLUG,DRI,IQV,MGM,ZBRA,HWM,BF.B,J,ZI,MAR,PTC,BWA,PNR,ODFL,ROST,RNG,BILL,STX,CNC,LH,BKI,CTVA,VIAC,DOV,ARE,CBOE,LUMN,LII,SWKS,CPRT,ABNB,COUP,SUM
09/03/2021,6.03,5.47,3.77,2.01,2.07,2.03,1.5,1.5,1.2,1.0,1.0,1.02,0.93,0.95,0.77,0.78,0.79,0.84,0.8,0.57,0.74,0.74,0.78,0.79,0.74,0.64,0.7,0.49,0.51,0.56,0.55,0.54,0.54,0.56,0.5,0.6,0.46,0.52,0.53,0.47,0.53,0.52,0.44,0.54,0.49,0.5,0.47,0.49,0.4,0.45,0.45,0.44,0.43,0.41,0.39,0.35,0.38,0.37,0.4,0.37,0.41,0.3,0.34,0.42,0.34,0.34,0.31,0.33,0.38,0.32,0.24,0.33,0.23,0.25,0.37,0.3,0.36,0.3,0.34,0.26,0.42,0.26,0.34,0.29,0.29,0.26,0.29,0.33,0.28,0.23,0.3,0.27,0.29,0.26,0.23,0.24,0.3,0.26,0.24,0.25,0.26,0.24,0.23,0.24,0.26,0.21,0.2,0.26,0.22,0.21,0.2,0.38,0.21,0.19,0.24,0.24,0.19,0.2,0.24,0.18,0.24,0.23,0.24,0.21,0.2,0.21,0.21,0.22,0.21,0.21,0.19,0.15,0.0,0.27,0.0,0.19,0.19,0.19,0.22,0.2,0.18,0.0,0.13,0.17,0.15,0.24,0.18,0.18,0.3,0.21,0.16,0.18,0.15,0.16,0.19,0.17,0.2,0.16,0.14,0.15,0.17,0.18,0.18,0.14,0.16,0.18,0.17,0.15,0.13,0.17,0.0,0.0,0.14,0.19,0.14,0.15,0.0,0.13,0.16,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.18,0.0,0.13,0.0,0.15,0.0,0.0,0.0,0.14,0.13,0.16,0.14,0.0,0.13,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.18,0.17,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.19,0.16,0.15,0.14,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.22999999999999
09/06/2021,6.08,5.43,3.75,1.98,2.05,2.01,1.5,1.48,1.2,0.98,1.0,1.02,0.93,0.95,0.76,0.79,0.78,0.82,0.81,0.57,0.74,0.75,0.8,0.8,0.73,0.63,0.7,0.5,0.51,0.57,0.55,0.55,0.52,0.56,0.51,0.6,0.45,0.51,0.53,0.47,0.52,0.53,0.44,0.54,0.48,0.49,0.44,0.49,0.4,0.46,0.45,0.43,0.44,0.4,0.39,0.35,0.39,0.38,0.41,0.37,0.41,0.3,0.34,0.42,0.34,0.33,0.31,0.34,0.39,0.33,0.24,0.33,0.23,0.25,0.37,0.3,0.36,0.3,0.34,0.27,0.43,0.26,0.35,0.29,0.29,0.27,0.3,0.33,0.28,0.23,0.3,0.27,0.28,0.27,0.23,0.24,0.31,0.25,0.24,0.25,0.26,0.22,0.23,0.24,0.26,0.22,0.2,0.26,0.22,0.21,0.2,0.4,0.22,0.19,0.23,0.24,0.19,0.2,0.23,0.18,0.25,0.22,0.24,0.21,0.2,0.22,0.2,0.22,0.21,0.21,0.19,0.15,0.0,0.27,0.0,0.2,0.19,0.19,0.21,0.2,0.18,0.0,0.13,0.17,0.15,0.24,0.19,0.18,0.31,0.21,0.16,0.17,0.16,0.16,0.19,0.16,0.19,0.16,0.14,0.15,0.17,0.17,0.18,0.14,0.16,0.18,0.17,0.16,0.0,0.17,0.13,0.0,0.14,0.19,0.15,0.15,0.0,0.0,0.16,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.18,0.0,0.13,0.0,0.15,0.13,0.13,0.0,0.14,0.0,0.16,0.14,0.0,0.13,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.18,0.17,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.19,0.16,0.15,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.16999999999999
09/07/2021,6.11,5.43,3.76,1.99,2.05,2.01,1.53,1.49,1.19,0.98,1.0,1.03,0.93,0.95,0.76,0.79,0.79,0.82,0.81,0.56,0.74,0.75,0.79,0.79,0.73,0.63,0.7,0.49,0.51,0.57,0.55,0.55,0.51,0.55,0.51,0.6,0.45,0.51,0.53,0.48,0.52,0.53,0.44,0.54,0.48,0.49,0.43,0.48,0.4,0.46,0.45,0.44,0.44,0.4,0.39,0.35,0.39,0.38,0.41,0.37,0.41,0.3,0.34,0.42,0.34,0.33,0.31,0.34,0.4,0.33,0.24,0.33,0.23,0.25,0.37,0.29,0.36,0.3,0.35,0.26,0.43,0.26,0.35,0.29,0.29,0.27,0.3,0.33,0.28,0.22,0.3,0.26,0.29,0.27,0.23,0.24,0.31,0.25,0.25,0.25,0.26,0.23,0.23,0.24,0.26,0.22,0.2,0.26,0.22,0.21,0.19,0.3,0.22,0.19,0.23,0.24,0.19,0.2,0.23,0.18,0.25,0.23,0.24,0.21,0.2,0.21,0.2,0.21,0.21,0.21,0.19,0.15,0.0,0.27,0.13,0.19,0.19,0.18,0.21,0.2,0.18,0.0,0.13,0.17,0.15,0.23,0.19,0.18,0.33,0.21,0.16,0.17,0.16,0.16,0.19,0.16,0.19,0.16,0.15,0.15,0.17,0.17,0.17,0.14,0.16,0.18,0.17,0.16,0.0,0.17,0.14,0.0,0.14,0.19,0.15,0.15,0.0,0.0,0.16,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.18,0.0,0.13,0.0,0.15,0.13,0.13,0.0,0.14,0.13,0.16,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.17,0.16,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.19,0.17,0.15,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.09999999999998
09/08/2021,6.11,5.43,3.76,1.99,2.05,2.01,1.53,1.49,1.19,0.98,1.0,1.03,0.93,0.95,0.76,0.79,0.79,0.82,0.81,0.56,0.74,0.75,0.79,0.79,0.73,0.63,0.7,0.49,0.51,0.57,0.55,0.55,0.51,0.55,0.51,0.6,0.45,0.51,0.53,0.48,0.52,0.53,0.44,0.54,0.48,0.49,0.43,0.48,0.4,0.46,0.45,0.44,0.44,0.4,0.39,0.35,0.39,0.38,0.41,0.37,0.41,0.3,0.34,0.42,0.34,0.33,0.31,0.34,0.4,0.33,0.24,0.33,0.23,0.25,0.37,0.29,0.36,0.3,0.35,0.26,0.43,0.26,0.35,0.29,0.29,0.27,0.3,0.33,0.28,0.22,0.3,0.26,0.29,0.27,0.23,0.24,0.31,0.25,0.25,0.25,0.26,0.23,0.23,0.24,0.26,0.22,0.2,0.26,0.22,0.21,0.19,0.3,0.22,0.19,0.23,0.24,0.19,0.2,0.23,0.18,0.25,0.23,0.24,0.21,0.2,0.21,0.2,0.21,0.21,0.21,0.19,0.15,0.0,0.27,0.13,0.19,0.19,0.18,0.21,0.2,0.18,0.0,0.13,0.17,0.15,0.23,0.19,0.18,0.33,0.21,0.16,0.17,0.16,0.16,0.19,0.16,0.19,0.16,0.15,0.15,0.17,0.17,0.17,0.14,0.16,0.18,0.17,0.16,0.0,0.17,0.14,0.0,0.14,0.19,0.15,0.15,0.0,0.0,0.16,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.18,0.0,0.13,0.0,0.15,0.13,0.13,0.0,0.14,0.13,0.16,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.17,0.16,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.19,0.17,0.15,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.09999999999998
09/09/2021,6.11,5.44,3.77,1.99,2.05,2.01,1.53,1.49,1.19,0.98,1.0,1.03,0.93,0.95,0.76,0.79,0.79,0.82,0.81,0.56,0.74,0.75,0.79,0.79,0.74,0.63,0.7,0.49,0.52,0.58,0.55,0.55,0.52,0.55,0.51,0.6,0.45,0.51,0.53,0.48,0.52,0.53,0.44,0.54,0.48,0.49,0.43,0.48,0.4,0.46,0.45,0.44,0.44,0.4,0.39,0.35,0.39,0.38,0.41,0.37,0.41,0.3,0.35,0.42,0.34,0.33,0.31,0.34,0.4,0.33,0.24,0.33,0.23,0.25,0.37,0.29,0.36,0.3,0.35,0.26,0.43,0.26,0.35,0.29,0.29,0.27,0.3,0.33,0.28,0.22,0.3,0.26,0.29,0.27,0.23,0.24,0.31,0.25,0.25,0.25,0.26,0.23,0.23,0.24,0.26,0.22,0.2,0.27,0.22,0.21,0.19,0.3,0.22,0.19,0.23,0.24,0.19,0.2,0.23,0.18,0.25,0.23,0.24,0.21,0.2,0.21,0.2,0.21,0.21,0.21,0.19,0.15,0.0,0.27,0.13,0.19,0.19,0.18,0.21,0.2,0.18,0.0,0.13,0.17,0.15,0.23,0.19,0.18,0.33,0.21,0.16,0.17,0.16,0.16,0.19,0.16,0.19,0.16,0.15,0.15,0.17,0.17,0.17,0.14,0.16,0.18,0.17,0.16,0.0,0.17,0.14,0.0,0.14,0.19,0.15,0.15,0.0,0.0,0.16,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.18,0.0,0.13,0.0,0.15,0.13,0.13,0.0,0.14,0.13,0.16,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.18,0.16,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.19,0.17,0.15,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.19
09/10/2021,6.23,5.44,3.81,2.03,2.07,2.03,1.52,1.53,1.2,0.99,0.99,1.03,0.95,0.95,0.77,0.79,0.8,0.83,0.81,0.56,0.73,0.74,0.79,0.79,0.74,0.63,0.7,0.49,0.51,0.59,0.55,0.54,0.52,0.55,0.51,0.57,0.45,0.5,0.52,0.47,0.52,0.53,0.44,0.54,0.48,0.49,0.43,0.49,0.4,0.46,0.44,0.44,0.44,0.4,0.39,0.35,0.39,0.38,0.41,0.37,0.4,0.3,0.34,0.41,0.34,0.33,0.31,0.34,0.39,0.34,0.24,0.32,0.23,0.24,0.38,0.29,0.36,0.3,0.34,0.26,0.43,0.26,0.35,0.3,0.29,0.26,0.31,0.33,0.27,0.22,0.29,0.26,0.28,0.27,0.23,0.23,0.3,0.25,0.24,0.24,0.26,0.23,0.23,0.24,0.26,0.22,0.2,0.26,0.23,0.21,0.19,0.32,0.21,0.19,0.23,0.24,0.19,0.2,0.23,0.19,0.25,0.22,0.24,0.21,0.2,0.21,0.2,0.21,0.21,0.21,0.18,0.15,0.0,0.26,0.13,0.19,0.18,0.18,0.21,0.2,0.18,0.0,0.13,0.17,0.15,0.24,0.19,0.18,0.35,0.2,0.16,0.18,0.16,0.15,0.19,0.16,0.19,0.16,0.14,0.14,0.16,0.17,0.17,0.14,0.16,0.18,0.17,0.15,0.0,0.17,0.0,0.0,0.14,0.19,0.14,0.15,0.0,0.0,0.16,0.0,0.14,0.0,0.13,0.0,0.0,0.13,0.18,0.0,0.13,0.0,0.15,0.13,0.13,0.0,0.14,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.17,0.16,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.19,0.17,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.22999999999999
09/13/2021,6.16,5.41,3.8,2.02,2.07,2.03,1.5,1.54,1.2,1.0,0.97,1.04,0.96,0.95,0.79,0.78,0.79,0.83,0.82,0.56,0.74,0.74,0.8,0.79,0.74,0.63,0.69,0.49,0.51,0.59,0.55,0.54,0.52,0.55,0.52,0.58,0.45,0.5,0.49,0.46,0.52,0.53,0.44,0.54,0.49,0.49,0.42,0.49,0.4,0.46,0.43,0.44,0.44,0.39,0.39,0.35,0.39,0.38,0.41,0.37,0.4,0.29,0.35,0.43,0.34,0.33,0.31,0.34,0.39,0.33,0.23,0.32,0.23,0.24,0.38,0.29,0.36,0.3,0.35,0.26,0.43,0.27,0.35,0.3,0.29,0.26,0.31,0.33,0.27,0.22,0.29,0.27,0.28,0.27,0.23,0.23,0.3,0.25,0.24,0.25,0.25,0.23,0.23,0.24,0.26,0.21,0.2,0.27,0.23,0.21,0.19,0.31,0.21,0.18,0.23,0.24,0.19,0.2,0.23,0.19,0.24,0.22,0.24,0.21,0.2,0.22,0.19,0.21,0.22,0.21,0.17,0.15,0.0,0.26,0.13,0.19,0.18,0.18,0.21,0.2,0.18,0.0,0.13,0.17,0.15,0.24,0.19,0.18,0.36,0.2,0.16,0.17,0.16,0.16,0.18,0.16,0.19,0.16,0.0,0.14,0.16,0.17,0.17,0.14,0.16,0.17,0.17,0.16,0.13,0.17,0.0,0.0,0.14,0.19,0.14,0.15,0.0,0.0,0.16,0.0,0.14,0.0,0.13,0.0,0.15,0.14,0.18,0.0,0.13,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.17,0.16,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.19,0.17,0.14,0.14,0.0,0.13,0.13,0.14,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.13999999999999
09/14/2021,6.0,5.43,3.82,2.04,2.05,2.01,1.53,1.52,1.2,1.0,0.97,1.05,0.96,0.96,0.79,0.77,0.79,0.82,0.82,0.57,0.75,0.75,0.8,0.79,0.75,0.64,0.69,0.49,0.51,0.59,0.56,0.54,0.52,0.55,0.52,0.58,0.45,0.5,0.5,0.46,0.52,0.54,0.44,0.54,0.5,0.49,0.42,0.49,0.4,0.46,0.43,0.45,0.44,0.39,0.4,0.35,0.4,0.38,0.41,0.38,0.4,0.3,0.35,0.43,0.35,0.33,0.31,0.34,0.39,0.33,0.23,0.33,0.23,0.25,0.38,0.3,0.36,0.3,0.35,0.25,0.43,0.27,0.35,0.29,0.3,0.26,0.31,0.34,0.27,0.22,0.29,0.27,0.28,0.27,0.23,0.23,0.3,0.25,0.24,0.24,0.24,0.23,0.23,0.25,0.26,0.21,0.2,0.27,0.23,0.21,0.19,0.35,0.22,0.18,0.23,0.24,0.2,0.2,0.23,0.19,0.24,0.23,0.25,0.21,0.21,0.21,0.2,0.21,0.22,0.2,0.17,0.15,0.0,0.26,0.13,0.19,0.18,0.19,0.21,0.2,0.18,0.0,0.13,0.17,0.15,0.24,0.19,0.18,0.36,0.2,0.16,0.18,0.16,0.16,0.18,0.16,0.19,0.16,0.0,0.14,0.17,0.17,0.18,0.14,0.16,0.17,0.18,0.15,0.13,0.17,0.0,0.0,0.14,0.19,0.14,0.15,0.0,0.0,0.16,0.0,0.14,0.0,0.13,0.0,0.15,0.14,0.18,0.0,0.0,0.0,0.15,0.13,0.14,0.0,0.14,0.0,0.15,0.14,0.0,0.13,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.19,0.17,0.15,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.29999999999998
09/15/2021,6.0,5.43,3.82,2.04,2.05,2.01,1.53,1.52,1.2,1.0,0.97,1.05,0.96,0.96,0.79,0.77,0.79,0.82,0.82,0.57,0.75,0.75,0.8,0.79,0.75,0.64,0.69,0.49,0.51,0.59,0.56,0.54,0.52,0.55,0.52,0.58,0.45,0.5,0.5,0.46,0.52,0.54,0.44,0.54,0.5,0.49,0.42,0.49,0.4,0.46,0.43,0.45,0.44,0.39,0.4,0.35,0.4,0.38,0.41,0.38,0.4,0.3,0.35,0.43,0.35,0.33,0.31,0.34,0.39,0.33,0.23,0.33,0.23,0.25,0.38,0.3,0.36,0.3,0.35,0.25,0.43,0.27,0.35,0.29,0.3,0.26,0.31,0.34,0.27,0.22,0.29,0.27,0.28,0.27,0.23,0.23,0.3,0.25,0.24,0.24,0.24,0.23,0.23,0.25,0.26,0.21,0.2,0.27,0.23,0.21,0.19,0.35,0.22,0.18,0.23,0.24,0.2,0.2,0.23,0.19,0.24,0.23,0.25,0.21,0.21,0.21,0.2,0.21,0.22,0.2,0.17,0.15,0.0,0.26,0.13,0.19,0.18,0.19,0.21,0.2,0.18,0.0,0.13,0.17,0.15,0.24,0.19,0.18,0.36,0.2,0.16,0.18,0.16,0.16,0.18,0.16,0.19,0.16,0.0,0.14,0.17,0.17,0.18,0.14,0.16,0.17,0.18,0.15,0.13,0.17,0.0,0.0,0.14,0.19,0.14,0.15,0.0,0.0,0.16,0.0,0.14,0.0,0.13,0.0,0.15,0.14,0.18,0.0,0.0,0.0,0.15,0.13,0.14,0.0,0.14,0.0,0.15,0.14,0.0,0.13,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.19,0.17,0.15,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.29999999999998
09/16/2021,6.01,5.44,3.8,2.02,2.07,2.02,1.51,1.53,1.21,1.0,0.97,1.06,0.96,0.93,0.79,0.79,0.78,0.83,0.83,0.57,0.75,0.75,0.79,0.79,0.76,0.66,0.68,0.51,0.52,0.58,0.54,0.54,0.53,0.55,0.51,0.58,0.46,0.5,0.49,0.46,0.52,0.53,0.45,0.55,0.49,0.49,0.42,0.49,0.4,0.46,0.44,0.46,0.44,0.39,0.4,0.34,0.39,0.38,0.41,0.37,0.4,0.3,0.35,0.42,0.34,0.33,0.31,0.33,0.38,0.32,0.23,0.33,0.23,0.25,0.38,0.3,0.36,0.31,0.34,0.26,0.42,0.27,0.34,0.29,0.29,0.26,0.3,0.34,0.27,0.23,0.29,0.26,0.28,0.27,0.24,0.23,0.3,0.26,0.24,0.24,0.24,0.22,0.23,0.24,0.27,0.21,0.2,0.27,0.23,0.21,0.19,0.35,0.21,0.19,0.23,0.25,0.2,0.2,0.23,0.19,0.24,0.23,0.23,0.21,0.21,0.21,0.2,0.21,0.22,0.2,0.17,0.15,0.0,0.26,0.0,0.19,0.18,0.18,0.22,0.2,0.19,0.0,0.13,0.18,0.15,0.24,0.19,0.18,0.34,0.21,0.16,0.17,0.16,0.16,0.18,0.16,0.19,0.16,0.13,0.14,0.17,0.17,0.18,0.14,0.16,0.18,0.17,0.15,0.13,0.17,0.13,0.0,0.14,0.19,0.14,0.15,0.0,0.0,0.17,0.0,0.14,0.0,0.13,0.0,0.15,0.14,0.18,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.17,0.17,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.19,0.17,0.14,0.14,0.13,0.13,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.23999999999998
