,LII,VVV,SEDG,ARW,AXON,WTRG,CLF,RGA,RUN,CHDN,BLDR,LAD,XPO,CREE,KSS,ARWR,Y,TNL,HRB,JEF,AFG,MPW,JBL,ORI,FHN,TMHC,CABO,UGI,LEA,IIVI,AN,RGEN,JLL,NAVI,FAF,SGMS,ADNT,RS,RNR,SABR,THC,JWN,HOG,WING,OLN,MAN,CAR,FOXF,FL,WEX,GT,PCTY,BJ,JBLU,IBKR,SNX,SIX,PEN,TOL,AVT,THO,BCO,ADS,WH,IAA,REXR,JACK,AIRC,KMPR,PB,NYCB,NCR,DKS,MAT,AVNT,SF,JHG,PZZA,XRX,MDU,CHX,KNX,X,CNO,THG,RYN,TRIP,MTG,RCM,TDC,URC.V,MUSA,R,VLY,BHF,CC,TGNA,FNB,BYD,ENR,UBSI,KBH,SAIC,TCBI,OZK,SIGI,SWX,CMC,LIVN,CMP,STL,CNK,GHC,WEN,WTFC,UNVR,PK,ETRN,TDS,TPH,ASB,STRA,UMPQ,SFM,CBRL,DAN,KNSL,NJR,NUVA,INT,HAE,RAMP,WW,GATX,SLGN,THS,COTY,NSA,EBS,BXS,TREE,CNX,FULT,MLHR,CATY,AMKR,TRN,MCY,PGNY,WOR,WAFD,TRMK,IBOC,MAC,GEF,PPC,STE,MUR,EPR,QDEL,FSLR,STAA,SLG,URBN,CIT,HXL,CPRI,PEB,AM,UE,YELP,BRX,XEC,PACW,HQY,EQT,BRKS,LGND,AEO,HWC,SBNY,WBS,NUS,SNV,TEX,FLR,DY,Strategic Education Inc,U.S. Bank Money Market Deposit Account,GXO WI,TECH,DAR,UTHR,MOH,MASI,NYT,CGNX,WSO,RH,TREX,WSM,FLO,HAIN,COR,BRO,DECK,FIVE,LSI,SAM,CPT,FR,GGG,IDA,HALO,NDSN,G,LANC,ATR,SMG,SCI,TTC,EGP,CONE,DCI,CACI,HRC,HE,BKH,LECO,MMS,HUBB,CHE,OGE,GNTX,LSTR,FDS,YETI,RPM,DOC,NATI,HR,NFG,NEU,AGCO,POST,WERN,SON,SXT,ICUI,CASY,NWE,OGS,PSB,FCN,MSA,OFC,SR,SEIC,BLD,NEOG,ASH,EHC,MKSI,IRDM,AMED,RGLD,RBC,SAIL,TTEK,INGR,LOPE,CIEN,OLLI,CDK,SYNA,MEDP,EVR,LHCG,QLYS,VMI,SMTC,CVLT,BIDI11.SA,VC,PDCO,n/a,CDAY,FICO,MANH,LSCC,LAMR,OLED,AZPN,ACHC,COHR,SLAB,NKTR,CHH,CCMP,BLKB,SUM
08/06/2021,2.53,1.48,2.54,0.0,2.33,1.53,2.33,0.0,2.25,1.18,0.47,0.0,0.78,1.78,0.58,1.57,0.0,1.37,1.15,0.0,0.0,1.07,0.0,0.0,0.0,0.87,0.99,0.0,0.0,1.42,0.0,1.14,0.0,0.51,0.0,1.52,0.87,0.0,0.0,1.42,0.72,1.45,1.15,0.93,1.39,0.0,1.81,0.84,0.0,0.74,0.84,0.84,0.0,1.13,0.71,0.0,1.27,0.72,0.0,0.0,0.0,1.2,1.11,0.66,0.73,0.74,0.61,0.72,0.0,0.0,0.0,1.13,0.0,0.68,0.6,0.0,0.0,0.67,0.0,0.0,1.13,0.0,1.3,0.0,0.0,0.54,1.07,0.0,0.5,1.38,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.43,0.47,0.0,0.47,0.44,0.93,0.0,0.0,0.0,0.0,0.44,0.51,0.5,0.88,0.0,0.42,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.49,0.37,0.34,0.31,0.59,0.79,0.72,0.72,0.33,0.3,0.0,1.02,0.32,0.57,0.0,0.23,0.47,0.0,0.79,0.0,0.73,0.25,0.0,0.85,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.73,0.69,0.83,0.66,0.57,0.59,0.6,0.61,0.55,0.66,0.57,0.52,0.55,0.51,0.54,0.49,0.53,0.47,0.44,0.5,0.44,0.49,0.5,0.46,0.46,0.45,0.46,0.49,0.46,0.42,0.2,0.04,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
08/25/2021,0.61,0.52,2.05,0.6,1.36,0.75,1.07,0.0,0.97,0.0,0.56,1.14,0.0,1.03,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.92,0.51,1.72,0.0,0.0,0.0,0.0,0.0,0.49,0.6,0.0,0.0,0.0,0.0,0.42,0.43,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.02,0.0,0.5,0.0,0.0,0.62,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.67,0.61,0.0,0.58,0.55,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.89,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.87,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.64,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1.83,1.61,1.6,1.49,1.32,1.29,1.27,1.26,1.22,1.2,1.15,0.99,0.93,0.88,0.88,0.85,0.83,0.82,0.8,0.78,0.77,0.77,0.75,0.74,0.74,0.74,0.73,0.73,0.73,0.72,0.7,0.69,0.69,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.63,0.62,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.59,0.59,0.58,0.58,0.58,0.58,0.57,0.57,0.56,0.56,0.54,0.53,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.5,0.49,0.49,0.49,0.46,0.45,0.44,0.38,0.36,0.34,0.33,0.33,0.32,0.26,0.23,0.22,0.22,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/26/2021,0.61,0.52,2.05,0.6,1.36,0.75,1.07,0.0,0.97,0.0,0.56,1.14,0.0,1.03,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.92,0.51,1.72,0.0,0.0,0.0,0.0,0.0,0.49,0.6,0.0,0.0,0.0,0.0,0.42,0.43,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.02,0.0,0.5,0.0,0.0,0.62,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.67,0.61,0.0,0.58,0.55,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.89,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.87,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.64,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1.83,1.61,1.6,1.49,1.32,1.29,1.27,1.26,1.22,1.2,1.15,0.99,0.93,0.88,0.88,0.85,0.83,0.82,0.8,0.78,0.77,0.77,0.75,0.74,0.74,0.74,0.73,0.73,0.73,0.72,0.7,0.69,0.69,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.63,0.62,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.59,0.59,0.58,0.58,0.58,0.58,0.57,0.57,0.56,0.56,0.54,0.53,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.5,0.49,0.49,0.49,0.46,0.45,0.44,0.38,0.36,0.34,0.33,0.33,0.32,0.26,0.23,0.22,0.22,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,0.6,0.52,2.1,0.6,1.34,0.73,1.14,0.0,1.01,0.0,0.58,1.17,0.0,1.07,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.94,0.51,1.75,0.0,0.0,0.0,0.0,0.0,0.49,0.59,0.0,0.0,0.0,0.0,0.42,0.44,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.98,0.0,0.51,0.0,0.0,0.64,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.48,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.67,0.62,0.0,0.57,0.54,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.89,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.86,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.66,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.86,1.68,1.59,1.48,1.32,1.3,1.29,1.25,1.22,1.2,1.18,0.95,0.91,0.86,0.86,0.84,0.84,0.81,0.81,0.75,0.75,0.76,0.72,0.75,0.74,0.73,0.71,0.71,0.72,0.69,0.7,0.67,0.68,0.68,0.65,0.65,0.64,0.64,0.66,0.65,0.66,0.65,0.63,0.64,0.66,0.63,0.64,0.62,0.62,0.63,0.61,0.6,0.61,0.63,0.6,0.6,0.59,0.6,0.59,0.59,0.57,0.58,0.56,0.57,0.57,0.56,0.54,0.56,0.54,0.53,0.54,0.52,0.53,0.51,0.53,0.52,0.51,0.52,0.49,0.49,0.49,0.47,0.45,0.44,0.39,0.36,0.34,0.33,0.34,0.32,0.27,0.24,0.22,0.22,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/30/2021,0.6,0.52,2.12,0.61,1.34,0.73,1.1,0.0,1.01,0.0,0.59,1.15,0.0,1.04,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.92,0.49,1.77,0.0,0.0,0.0,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.0,0.42,0.46,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.52,0.0,0.0,0.63,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.48,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.67,0.6,0.0,0.57,0.53,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.9,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.85,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.66,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.87,1.7,1.6,1.47,1.29,1.3,1.29,1.25,1.24,1.19,1.31,0.94,0.83,0.86,0.87,0.82,0.82,0.81,0.79,0.77,0.75,0.77,0.71,0.75,0.74,0.72,0.68,0.72,0.72,0.69,0.71,0.67,0.67,0.68,0.66,0.65,0.64,0.64,0.67,0.65,0.67,0.65,0.64,0.63,0.67,0.65,0.65,0.62,0.61,0.63,0.62,0.61,0.6,0.65,0.59,0.6,0.6,0.59,0.58,0.59,0.56,0.56,0.57,0.57,0.56,0.56,0.53,0.56,0.54,0.52,0.54,0.52,0.53,0.5,0.51,0.51,0.52,0.54,0.5,0.49,0.49,0.47,0.42,0.44,0.39,0.36,0.34,0.33,0.34,0.32,0.27,0.24,0.22,0.21,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/31/2021,0.6,0.52,2.12,0.61,1.34,0.73,1.1,0.0,1.01,0.0,0.59,1.15,0.0,1.04,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.92,0.49,1.77,0.0,0.0,0.0,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.0,0.42,0.46,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.52,0.0,0.0,0.63,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.48,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.67,0.6,0.0,0.57,0.53,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.9,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.85,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.66,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.87,1.7,1.6,1.47,1.29,1.3,1.29,1.25,1.24,1.19,1.31,0.94,0.83,0.86,0.87,0.82,0.82,0.81,0.79,0.77,0.75,0.77,0.71,0.75,0.74,0.72,0.68,0.72,0.72,0.69,0.71,0.67,0.67,0.68,0.66,0.65,0.64,0.64,0.67,0.65,0.67,0.65,0.64,0.63,0.67,0.65,0.65,0.62,0.61,0.63,0.62,0.61,0.6,0.65,0.59,0.6,0.6,0.59,0.58,0.59,0.56,0.56,0.57,0.57,0.56,0.56,0.53,0.56,0.54,0.52,0.54,0.52,0.53,0.5,0.51,0.51,0.52,0.54,0.5,0.49,0.49,0.47,0.42,0.44,0.39,0.36,0.34,0.33,0.34,0.32,0.27,0.24,0.22,0.21,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/01/2021,0.6,0.52,2.16,0.61,1.34,0.72,1.11,0.0,1.0,0.0,0.6,1.13,0.0,1.06,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.94,0.48,1.76,0.0,0.0,0.0,0.0,0.0,0.49,0.58,0.0,0.0,0.0,0.0,0.42,0.47,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.99,0.0,0.52,0.0,0.0,0.63,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.48,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.68,0.61,0.0,0.57,0.53,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.89,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.85,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.68,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.85,1.75,1.62,1.47,1.27,1.29,1.3,1.25,1.22,1.2,1.27,0.94,0.81,0.84,0.86,0.81,0.77,0.8,0.77,0.77,0.75,0.76,0.71,0.77,0.73,0.72,0.69,0.72,0.73,0.69,0.7,0.68,0.67,0.67,0.65,0.65,0.63,0.63,0.67,0.65,0.66,0.65,0.63,0.63,0.68,0.64,0.64,0.61,0.61,0.63,0.61,0.61,0.6,0.65,0.59,0.61,0.6,0.6,0.57,0.59,0.57,0.56,0.57,0.55,0.56,0.56,0.52,0.56,0.54,0.52,0.55,0.51,0.54,0.51,0.51,0.52,0.52,0.55,0.51,0.49,0.49,0.47,0.39,0.44,0.4,0.35,0.35,0.34,0.34,0.32,0.28,0.25,0.22,0.22,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/02/2021,0.6,0.52,2.16,0.61,1.34,0.72,1.11,0.0,1.0,0.0,0.6,1.13,0.0,1.06,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.94,0.48,1.76,0.0,0.0,0.0,0.0,0.0,0.49,0.58,0.0,0.0,0.0,0.0,0.42,0.47,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.99,0.0,0.52,0.0,0.0,0.63,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.48,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.68,0.61,0.0,0.57,0.53,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.89,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.85,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.68,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.85,1.75,1.62,1.47,1.27,1.29,1.3,1.25,1.22,1.2,1.27,0.94,0.81,0.84,0.86,0.81,0.77,0.8,0.77,0.77,0.75,0.76,0.71,0.77,0.73,0.72,0.69,0.72,0.73,0.69,0.7,0.68,0.67,0.67,0.65,0.65,0.63,0.63,0.67,0.65,0.66,0.65,0.63,0.63,0.68,0.64,0.64,0.61,0.61,0.63,0.61,0.61,0.6,0.65,0.59,0.61,0.6,0.6,0.57,0.59,0.57,0.56,0.57,0.55,0.56,0.56,0.52,0.56,0.54,0.52,0.55,0.51,0.54,0.51,0.51,0.52,0.52,0.55,0.51,0.49,0.49,0.47,0.39,0.44,0.4,0.35,0.35,0.34,0.34,0.32,0.28,0.25,0.22,0.22,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/03/2021,0.6,0.52,2.19,0.61,1.37,0.74,1.09,0.0,1.0,0.0,0.6,1.1,0.0,1.04,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.93,0.48,1.8,0.0,0.0,0.0,0.0,0.0,0.48,0.56,0.0,0.0,0.0,0.0,0.42,0.47,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.99,0.0,0.51,0.0,0.0,0.62,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.47,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.69,0.59,0.0,0.56,0.54,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.89,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.68,0.21,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.88,1.71,1.61,1.44,1.26,1.28,1.3,1.26,1.23,1.2,1.28,0.94,0.84,0.86,0.86,0.8,0.77,0.81,0.76,0.77,0.76,0.76,0.7,0.77,0.74,0.72,0.67,0.72,0.71,0.68,0.7,0.69,0.68,0.67,0.64,0.71,0.63,0.63,0.67,0.65,0.66,0.65,0.63,0.62,0.68,0.64,0.64,0.61,0.61,0.62,0.61,0.61,0.6,0.64,0.58,0.61,0.59,0.59,0.58,0.59,0.56,0.56,0.57,0.55,0.56,0.55,0.52,0.55,0.54,0.52,0.54,0.52,0.54,0.59,0.5,0.51,0.51,0.54,0.51,0.49,0.49,0.47,0.4,0.44,0.41,0.36,0.35,0.34,0.34,0.33,0.28,0.24,0.23,0.21,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/06/2021,0.59,0.52,2.14,0.59,1.29,0.74,1.08,0.0,1.05,0.0,0.6,1.13,0.0,1.02,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.92,0.47,1.82,0.0,0.0,0.0,0.0,0.0,0.47,0.56,0.0,0.0,0.0,0.0,0.43,0.48,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.98,0.0,0.52,0.0,0.0,0.62,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.47,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.69,0.59,0.0,0.57,0.55,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.88,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.84,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.68,0.25,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1.88,1.67,1.62,1.44,1.25,1.3,1.27,1.25,1.2,1.19,1.26,0.94,0.85,0.89,0.86,0.79,0.77,0.82,0.75,0.79,0.76,0.76,0.71,0.77,0.75,0.71,0.66,0.71,0.7,0.69,0.68,0.7,0.69,0.65,0.64,0.7,0.63,0.63,0.65,0.66,0.64,0.66,0.63,0.62,0.68,0.65,0.63,0.6,0.62,0.63,0.62,0.61,0.6,0.62,0.58,0.6,0.59,0.6,0.58,0.59,0.57,0.57,0.58,0.55,0.56,0.55,0.53,0.55,0.53,0.52,0.57,0.52,0.52,0.58,0.52,0.51,0.5,0.55,0.52,0.49,0.5,0.46,0.38,0.44,0.41,0.37,0.34,0.34,0.35,0.32,0.28,0.24,0.24,0.21,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
