,PG,KO,PEP,WMT,COST,PM,MDLZ,MO,EL,CL,KMB,STZ,SYY,GIS,WBA,MNST,ADM,KR,KHC,HSY,CLX,MKC,TSN,CHD,CAG,K,SJM,BF.B,HRL,LW,TAP,Campbell Soup Company,STATE STREET INSTITUTIONAL LIQ STATE STR,U.S. Dollar,CPB,State Street Instl Liquid Reserves Prem,4282.T,SINA,GVMXX,SSIXX,n/a,SUM
07/29/2021,15.84,10.21,10.01,9.03,4.94,4.46,4.53,4.26,4.17,3.84,2.46,2.05,2.03,1.95,1.83,1.92,1.76,1.63,1.38,1.41,1.25,1.15,1.13,1.14,0.89,0.86,0.77,0.71,0.72,0.6,0.51,0.49,1.67,-1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
07/30/2021,15.88,10.23,10.05,9.02,4.94,4.49,4.55,4.27,4.12,3.83,2.48,2.06,2.03,1.96,1.81,1.9,1.77,1.63,1.37,1.41,1.23,1.15,1.14,1.15,0.89,0.87,0.78,0.71,0.72,0.52,0.51,0.0,0.0,0.0,0.49,0.0,0.05,0.0,0.0,0.0,0.0,100.01
08/02/2021,15.78,10.23,10.04,9.06,4.96,4.49,4.46,4.29,4.17,3.83,2.47,2.08,2.05,1.95,1.84,1.89,1.78,1.65,1.37,1.4,1.23,1.15,1.15,1.15,0.88,0.86,0.78,0.72,0.72,0.53,0.51,0.0,0.0,0.0,0.49,0.0,0.0,0.05,0.0,0.0,0.0,100.01
08/03/2021,15.78,10.23,10.01,9.02,4.97,4.52,4.43,4.36,4.18,3.82,2.49,2.05,2.08,1.94,1.83,1.89,1.8,1.67,1.37,1.41,1.23,1.13,1.15,1.15,0.87,0.86,0.78,0.71,0.72,0.53,0.5,0.48,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,16.08,10.22,10.01,9.04,5.02,4.51,4.42,4.3,4.18,3.64,2.48,2.05,2.05,1.94,1.83,1.89,1.8,1.67,1.35,1.42,1.22,1.13,1.14,1.15,0.87,0.86,0.78,0.7,0.71,0.53,0.5,0.48,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/05/2021,16.09,10.22,10.0,9.04,5.02,4.52,4.45,4.29,4.12,3.65,2.46,2.04,2.03,1.96,1.82,1.87,1.8,1.68,1.36,1.42,1.22,1.14,1.15,1.14,0.87,0.87,0.78,0.7,0.71,0.53,0.5,0.48,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,16.25,10.19,9.98,9.11,5.07,4.52,4.42,4.27,4.1,3.63,2.47,2.02,2.0,1.96,1.84,1.86,1.8,1.74,1.36,1.42,1.1,1.13,1.14,1.13,0.86,0.87,0.79,0.7,0.7,0.53,0.5,0.48,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/10/2021,16.1,10.22,9.91,9.27,5.17,4.5,4.35,4.27,4.15,3.62,2.45,2.01,2.06,1.92,1.84,1.95,1.83,1.72,1.31,1.42,1.1,1.13,1.14,1.11,0.86,0.87,0.76,0.7,0.7,0.52,0.5,0.0,0.0,0.0,0.47,0.0,0.0,0.07,0.0,0.0,0.0,100.0
08/16/2021,16.07,10.13,9.84,9.4,5.17,4.48,4.33,4.28,4.07,3.58,2.43,1.92,2.17,1.93,1.9,1.94,1.86,1.73,1.3,1.4,1.11,1.15,1.27,1.11,0.87,0.87,0.77,0.67,0.69,0.52,0.51,0.0,0.0,0.0,0.46,0.0,0.0,0.06,0.0,0.0,0.0,99.99
08/17/2021,16.01,10.11,9.85,9.35,5.15,4.52,4.37,4.29,4.04,3.58,2.45,1.92,2.17,1.95,1.88,1.93,1.86,1.73,1.31,1.4,1.12,1.15,1.29,1.11,0.87,0.88,0.77,0.67,0.69,0.52,0.51,0.0,0.0,0.0,0.47,0.0,0.0,0.08,0.0,0.0,0.0,100.0
08/18/2021,16.01,10.11,9.85,9.35,5.15,4.52,4.37,4.29,4.04,3.58,2.45,1.92,2.17,1.95,1.88,1.93,1.86,1.73,1.31,1.4,1.12,1.15,1.29,1.11,0.87,0.88,0.77,0.67,0.69,0.52,0.51,0.0,0.0,0.0,0.47,0.0,0.0,0.08,0.0,0.0,0.0,100.0
08/24/2021,16.1,9.96,9.92,9.43,5.26,4.49,4.36,4.26,4.06,3.54,2.48,1.92,2.08,1.95,1.84,1.9,1.75,1.89,1.26,1.4,1.12,1.16,1.25,1.12,0.86,0.88,0.76,0.67,0.69,0.51,0.48,0.0,0.0,0.0,0.47,0.0,0.0,0.19,0.0,0.0,0.0,100.01
08/30/2021,16.08,9.94,9.85,9.33,5.24,4.56,4.29,4.36,4.21,3.53,2.48,1.96,2.18,1.89,1.85,1.93,1.8,1.85,1.26,1.38,1.11,1.14,1.24,1.09,0.85,0.86,0.73,0.69,0.68,0.51,0.48,0.0,0.0,0.0,0.44,0.0,0.0,0.2,0.0,0.0,0.0,99.99
08/31/2021,15.5,9.85,9.6,9.08,4.69,4.54,4.43,4.34,4.05,3.78,2.48,2.17,2.18,2.04,2.07,1.86,1.86,1.59,1.45,1.4,1.23,1.21,1.19,1.15,0.96,0.89,0.78,0.75,0.74,0.65,0.56,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.22,0.1,0.0,99.9
09/01/2021,15.5,9.85,9.6,9.08,4.69,4.54,4.43,4.34,4.05,3.78,2.48,2.17,2.18,2.04,2.07,1.86,1.86,1.59,1.45,1.4,1.23,1.21,1.19,1.15,0.96,0.89,0.78,0.75,0.74,0.65,0.56,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.22,0.1,0.0,99.9
09/07/2021,16.01,9.99,9.85,9.3,5.31,4.7,4.24,4.49,4.21,3.5,2.52,1.9,2.1,1.87,1.95,1.92,1.79,1.88,1.23,1.38,1.12,1.17,1.23,1.1,0.85,0.85,0.7,0.69,0.64,0.49,0.47,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.07,99.98
09/13/2021,16.14,9.92,9.85,9.2,5.39,4.59,4.2,4.49,4.19,3.5,2.49,1.96,2.14,1.91,1.94,1.91,1.79,1.87,1.27,1.38,1.13,1.16,1.19,1.1,0.85,0.85,0.71,0.7,0.64,0.48,0.46,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.12,99.99
09/21/2021,16.38,9.79,9.87,9.21,5.38,4.61,4.27,4.37,4.02,3.5,2.47,1.97,2.11,1.95,1.93,1.9,1.89,1.68,1.29,1.39,1.12,1.17,1.21,1.11,0.87,0.87,0.73,0.69,0.64,0.49,0.47,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.16,99.98999999999998
09/28/2021,16.05,9.64,9.81,9.42,4.58,4.48,4.73,4.36,4.17,3.63,2.51,2.01,2.31,2.06,1.95,1.95,1.88,1.53,1.37,1.42,1.13,1.18,1.26,1.14,0.9,0.92,0.72,0.7,0.64,0.5,0.49,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.05,99.97
09/29/2021,16.05,9.64,9.81,9.42,4.58,4.48,4.73,4.36,4.17,3.63,2.51,2.01,2.31,2.06,1.95,1.95,1.88,1.53,1.37,1.42,1.13,1.18,1.26,1.14,0.9,0.92,0.72,0.7,0.64,0.5,0.49,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.05,99.97
09/30/2021,15.91,9.64,9.77,9.41,4.53,4.53,4.69,4.41,4.17,3.62,2.51,2.01,2.36,2.04,1.98,1.94,1.92,1.54,1.4,1.4,1.14,1.19,1.28,1.14,0.92,0.92,0.73,0.7,0.65,0.51,0.52,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.05,100.01
10/05/2021,15.96,9.7,9.83,9.22,4.49,4.32,4.67,4.22,4.13,3.66,2.55,2.07,2.37,2.11,1.93,1.94,1.95,1.53,1.42,1.43,1.16,1.15,1.33,1.16,0.93,0.94,0.74,0.7,0.66,0.53,0.51,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.22,100.01
10/06/2021,15.96,9.7,9.83,9.22,4.49,4.32,4.67,4.22,4.13,3.66,2.55,2.07,2.37,2.11,1.93,1.94,1.95,1.53,1.42,1.43,1.16,1.15,1.33,1.16,0.93,0.94,0.74,0.7,0.66,0.53,0.51,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.22,100.01
10/07/2021,15.91,9.72,9.8,9.16,4.42,4.34,4.67,4.29,4.09,3.64,2.56,2.06,2.4,2.14,1.93,1.91,1.97,1.55,1.43,1.44,1.16,1.16,1.32,1.15,0.94,0.95,0.75,0.7,0.67,0.53,0.52,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.24,100.01
10/11/2021,16.03,9.72,10.03,9.24,4.47,4.24,4.74,4.22,4.13,3.61,2.55,2.06,2.4,2.1,1.94,1.91,1.99,1.52,1.41,1.46,1.15,1.13,1.31,1.15,0.93,0.91,0.75,0.7,0.66,0.48,0.5,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.08,100.0
10/12/2021,15.99,9.77,10.02,9.28,4.47,4.23,4.71,4.25,4.1,3.61,2.53,2.09,2.42,2.11,1.93,1.9,2.01,1.52,1.4,1.46,1.14,1.12,1.31,1.15,0.92,0.91,0.75,0.7,0.67,0.47,0.5,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.08,100.01
10/13/2021,15.99,9.77,10.02,9.28,4.47,4.23,4.71,4.25,4.1,3.61,2.53,2.09,2.42,2.11,1.93,1.9,2.01,1.52,1.4,1.46,1.14,1.12,1.31,1.15,0.92,0.91,0.75,0.7,0.67,0.47,0.5,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.08,100.01
10/19/2021,16.1,9.72,10.08,9.23,4.42,4.31,4.71,4.37,4.16,3.6,2.51,2.06,2.35,2.11,1.96,1.8,2.0,1.47,1.39,1.46,1.12,1.11,1.31,1.15,0.89,0.88,0.74,0.71,0.67,0.46,0.48,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.18,99.98000000000002
10/20/2021,16.1,9.72,10.08,9.23,4.42,4.31,4.71,4.37,4.16,3.6,2.51,2.06,2.35,2.11,1.96,1.8,2.0,1.47,1.39,1.46,1.12,1.11,1.31,1.15,0.89,0.88,0.74,0.71,0.67,0.46,0.48,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.18,99.98000000000002
10/22/2021,15.77,9.72,10.22,9.55,4.59,4.23,4.7,4.33,4.08,3.55,2.46,2.05,2.34,2.11,1.94,1.8,2.03,1.49,1.39,1.47,1.1,1.12,1.33,1.15,0.9,0.89,0.74,0.72,0.66,0.46,0.48,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.18,100.02
10/26/2021,15.57,9.72,10.13,9.66,4.67,4.24,4.72,4.34,4.13,3.54,2.48,2.06,2.29,2.13,1.98,1.79,2.04,1.5,1.37,1.47,1.1,1.12,1.34,1.15,0.9,0.88,0.74,0.71,0.66,0.47,0.47,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.17,100.0
11/02/2021,15.87,10.01,10.21,9.76,4.78,4.13,4.73,3.94,4.19,3.58,2.43,2.03,2.19,2.09,1.88,1.78,2.0,1.51,1.34,1.42,1.11,1.11,1.31,1.2,0.86,0.87,0.74,0.69,0.66,0.46,0.46,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.18,99.97
11/03/2021,15.87,10.01,10.21,9.76,4.78,4.13,4.73,3.94,4.19,3.58,2.43,2.03,2.19,2.09,1.88,1.78,2.0,1.51,1.34,1.42,1.11,1.11,1.31,1.2,0.86,0.87,0.74,0.69,0.66,0.46,0.46,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.18,99.97
11/05/2021,15.85,9.88,10.19,9.7,4.79,4.07,4.74,3.91,4.34,3.55,2.45,2.05,2.19,2.1,1.89,1.78,1.96,1.53,1.38,1.41,1.12,1.12,1.33,1.21,0.87,0.88,0.74,0.72,0.67,0.46,0.47,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.2,100.0
11/08/2021,15.83,9.87,10.19,9.7,4.92,4.02,4.75,3.91,4.31,3.57,2.42,2.02,2.17,2.08,1.94,1.8,1.97,1.61,1.37,1.39,1.1,1.11,1.31,1.2,0.86,0.88,0.74,0.71,0.66,0.45,0.48,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.2,99.99
11/09/2021,15.81,9.85,10.23,9.58,4.87,4.02,4.73,3.94,4.41,3.57,2.42,2.04,2.26,2.06,1.96,1.87,1.96,1.56,1.38,1.39,1.09,1.1,1.31,1.18,0.85,0.87,0.74,0.72,0.66,0.46,0.48,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.2,100.02
11/10/2021,15.81,9.85,10.23,9.58,4.87,4.02,4.73,3.94,4.41,3.57,2.42,2.04,2.26,2.06,1.96,1.87,1.96,1.56,1.38,1.39,1.09,1.1,1.31,1.18,0.85,0.87,0.74,0.72,0.66,0.46,0.48,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.2,100.02
11/24/2021,16.12,9.69,10.24,9.2,5.13,3.9,4.66,3.84,4.51,3.59,2.5,2.18,2.09,2.07,1.86,1.85,2.01,1.53,1.31,1.44,1.13,1.15,1.32,1.25,0.81,0.87,0.74,0.76,0.66,0.45,0.48,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.19,99.98
11/25/2021,16.1,9.67,10.18,9.28,5.15,3.85,4.66,3.86,4.44,3.58,2.49,2.16,2.11,2.08,1.86,1.85,2.03,1.59,1.31,1.44,1.13,1.15,1.34,1.26,0.82,0.87,0.75,0.75,0.66,0.46,0.49,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.19,100.01
11/26/2021,16.16,9.67,10.17,9.28,5.16,3.81,4.66,3.85,4.4,3.57,2.48,2.16,2.12,2.09,1.85,1.81,2.03,1.59,1.38,1.44,1.13,1.15,1.33,1.25,0.82,0.88,0.78,0.74,0.66,0.45,0.49,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.18,100.0
11/29/2021,16.14,9.63,10.12,9.37,5.23,3.85,4.67,3.85,4.41,3.58,2.48,2.13,2.13,2.09,1.82,1.82,2.02,1.58,1.36,1.43,1.13,1.16,1.34,1.25,0.83,0.88,0.78,0.74,0.66,0.44,0.48,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.11,99.97
11/30/2021,16.0,9.61,9.8,9.39,4.5,4.27,4.67,4.19,3.99,3.66,2.56,2.04,2.31,2.08,1.94,1.92,1.93,1.58,1.42,1.41,1.17,1.16,1.34,1.16,0.93,0.94,0.75,0.7,0.66,0.51,0.5,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.03,0.13,0.0,99.74
12/01/2021,16.0,9.61,9.8,9.39,4.5,4.27,4.67,4.19,3.99,3.66,2.56,2.04,2.31,2.08,1.94,1.92,1.93,1.58,1.42,1.41,1.17,1.16,1.34,1.16,0.93,0.94,0.75,0.7,0.66,0.51,0.5,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.03,0.13,0.0,99.74
12/02/2021,16.0,9.61,9.8,9.39,4.5,4.27,4.67,4.19,3.99,3.66,2.56,2.04,2.31,2.08,1.94,1.92,1.93,1.58,1.42,1.41,1.17,1.16,1.34,1.16,0.93,0.94,0.75,0.7,0.66,0.51,0.5,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.03,0.13,0.0,99.74
12/06/2021,16.51,9.52,10.26,8.94,5.16,3.88,4.68,3.9,4.37,3.58,2.52,2.13,2.02,2.15,1.8,1.75,1.96,1.71,1.33,1.45,1.15,1.22,1.34,1.26,0.84,0.89,0.78,0.74,0.66,0.43,0.48,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.12,99.99
12/07/2021,16.51,9.52,10.26,8.94,5.16,3.88,4.68,3.9,4.37,3.58,2.52,2.13,2.02,2.15,1.8,1.75,1.96,1.71,1.33,1.45,1.15,1.22,1.34,1.26,0.84,0.89,0.78,0.74,0.66,0.43,0.48,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.12,99.99
12/08/2021,16.51,9.52,10.26,8.94,5.16,3.88,4.68,3.9,4.37,3.58,2.52,2.13,2.02,2.15,1.8,1.75,1.96,1.71,1.33,1.45,1.15,1.22,1.34,1.26,0.84,0.89,0.78,0.74,0.66,0.43,0.48,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.12,99.99
12/09/2021,16.51,9.52,10.26,8.94,5.16,3.88,4.68,3.9,4.37,3.58,2.52,2.13,2.02,2.15,1.8,1.75,1.96,1.71,1.33,1.45,1.15,1.22,1.34,1.26,0.84,0.89,0.78,0.74,0.66,0.43,0.48,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.12,99.99
12/10/2021,16.51,9.52,10.26,8.94,5.16,3.88,4.68,3.9,4.37,3.58,2.52,2.13,2.02,2.15,1.8,1.75,1.96,1.71,1.33,1.45,1.15,1.22,1.34,1.26,0.84,0.89,0.78,0.74,0.66,0.43,0.48,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.12,99.99000000000001
