,FANG,PSXP,CLR,ET,DVN,MPC,EOG,PXD,WES,EPD,DCP,TRGP,KMI,IEP,MPLX,CHTR,OKE,WMB,MMP,SEAS,KR,SAM,CTRA,HII,VZ,CHK,CQP,ACI,PKG,MO,LUV,MTZ,HGV,AR,CACI,STZ,BAH,STLD,ATO,FLO,EME,PFGC,JBHT,FOXA,ARNA,CAH,CSX,NXST,AEP,USFD,REYN,ULTA,MP,LYFT,XEL,ODFL,CMS,DTE,ED,LAD,FYBR,MDU,SO,PNW,M,DUK,UFPI,MUSA,LNT,NI,IDA,AEE,DISH,NSC,NFG,PEG,D,TXRH,VST,CASY,ASGN,CVS,AMN,DRI,DG,AN,BLD,PLNT,EVRG,EQT,CNP,UNH,ABC,INTU,NYT,MCW,LBRDK,OGE,PINC,DVA,BJ,AGR,FE,DNLI,PCG,EXC,CHNG,ACHC,FIVE,TGT,TSCO,WEC,TNET,KNX,ES,PHM,NBIX,VMC,BLDR,KSS,ETR,ROST,WTRG,HCA,SIRI,RSG,WM,BYD,EXP,CI,AZEK,DKS,LEN,CHDN,KMX,TOL,EIX,SRPT,THC,CZR,SITE,ADT,NRG,DHI,NEE,WING,PAYX,TREX,DGX,LSTR,RUN,SWN,ANTM,DASH,RCM,MLM,FXFXX,Z,OPCH,SGEN,FCNCA,UTHR,PENN,UHAL,BURL,PAYC,CNC,ARWR,PCTY,AMED,MEDP,CHWY,FND,ORLY,NTLA,PYCR,RH,SAIA,BEAM,AGL,MOH,DV,CHE,VIR,FATE,CNM,TSP,MRNA,ROKU,TTD,CVNA,HUM,BILL,NVAX,OSH,CABO,CMG,SIVB,SBNY,MTB,PBCT,WFC,PNFP,GL,PGR,KEY,CFG,KIM,SYF,PACW,BXMT,EWBC,L,PB,CUZ,HTA,HST,EQR,DFS,PEAK,CBSH,VNO,VICI,CMA,KRC,ARES,VOYA,UDR,OMF,BOKF,AVB,FAF,CONE,HHC,LPLA,NNN,GLPI,RHP,FR,RF,UMBF,ARCC,DEI,STL,CPT,FSK,LAMR,WBS,LSI,CFR,ERIE,USB,CBOE,HIG,ELS,ALLY,STOR,SC,TPL,VLY,STAG,TFSL,DRE,FRC,PSB,EGP,ARE,TROW,HOOD,UPST,SUM
01/25/2022,0.46,0.49,0.46,0.48,0.45,0.46,0.48,0.48,0.45,0.46,0.45,0.44,0.45,0.44,0.45,0.39,0.42,0.46,0.44,0.38,0.43,0.39,0.42,0.43,0.42,0.41,0.43,0.38,0.42,0.43,0.43,0.4,0.37,0.4,0.42,0.42,0.41,0.37,0.42,0.42,0.39,0.4,0.41,0.41,0.41,0.41,0.39,0.43,0.42,0.41,0.41,0.37,0.39,0.36,0.41,0.37,0.4,0.41,0.4,0.4,0.39,0.39,0.41,0.42,0.37,0.41,0.37,0.39,0.4,0.41,0.4,0.41,0.41,0.38,0.38,0.41,0.41,0.37,0.4,0.38,0.37,0.41,0.33,0.37,0.37,0.38,0.36,0.37,0.39,0.39,0.4,0.4,0.41,0.38,0.34,0.37,0.37,0.4,0.38,0.4,0.37,0.37,0.41,0.3,0.43,0.4,0.39,0.37,0.34,0.38,0.36,0.4,0.36,0.38,0.39,0.38,0.35,0.36,0.34,0.39,0.4,0.35,0.37,0.37,0.38,0.38,0.37,0.36,0.36,0.41,0.31,0.4,0.35,0.36,0.35,0.33,0.38,0.29,0.39,0.34,0.32,0.36,0.36,0.33,0.37,0.31,0.35,0.3,0.33,0.38,0.35,0.36,0.39,0.35,0.36,0.34,0.43,0.35,0.32,0.34,0.32,0.38,0.33,0.33,0.3,0.34,0.38,0.32,0.33,0.32,0.32,0.28,0.31,0.33,0.28,0.36,0.28,0.35,0.31,0.26,0.34,0.3,0.32,0.34,0.26,0.33,0.25,0.26,0.29,0.29,0.27,0.33,0.26,0.23,0.0,0.27,0.24,0.0,0.23,0.0,0.0,0.24,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.36999999999999
01/26/2022,0.46,0.49,0.45,0.47,0.44,0.46,0.48,0.47,0.45,0.46,0.43,0.45,0.46,0.44,0.45,0.4,0.42,0.46,0.44,0.38,0.44,0.39,0.41,0.44,0.43,0.41,0.44,0.39,0.42,0.44,0.43,0.4,0.37,0.4,0.43,0.42,0.42,0.35,0.42,0.44,0.39,0.4,0.42,0.42,0.41,0.41,0.38,0.44,0.43,0.41,0.41,0.37,0.37,0.35,0.42,0.36,0.41,0.42,0.41,0.41,0.39,0.39,0.42,0.42,0.36,0.42,0.37,0.4,0.41,0.42,0.4,0.42,0.4,0.39,0.38,0.41,0.42,0.36,0.4,0.38,0.38,0.41,0.33,0.38,0.37,0.39,0.36,0.38,0.39,0.39,0.41,0.4,0.42,0.37,0.34,0.37,0.37,0.41,0.39,0.4,0.38,0.38,0.41,0.3,0.42,0.41,0.39,0.37,0.33,0.38,0.37,0.41,0.36,0.38,0.4,0.38,0.37,0.36,0.33,0.39,0.4,0.35,0.37,0.38,0.39,0.38,0.37,0.36,0.36,0.41,0.31,0.4,0.35,0.36,0.36,0.33,0.39,0.29,0.39,0.33,0.32,0.36,0.38,0.34,0.38,0.32,0.35,0.29,0.34,0.37,0.32,0.35,0.39,0.33,0.35,0.34,0.47,0.34,0.32,0.34,0.29,0.39,0.33,0.32,0.3,0.33,0.38,0.31,0.32,0.33,0.32,0.27,0.31,0.33,0.29,0.34,0.27,0.33,0.32,0.25,0.34,0.29,0.33,0.35,0.26,0.32,0.0,0.25,0.27,0.26,0.24,0.33,0.25,0.0,0.0,0.27,0.24,0.0,0.23,0.0,0.0,0.24,0.23,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.42999999999999
01/27/2022,0.46,0.49,0.45,0.47,0.44,0.46,0.48,0.47,0.45,0.46,0.43,0.45,0.46,0.44,0.45,0.4,0.42,0.46,0.44,0.38,0.44,0.39,0.41,0.44,0.43,0.41,0.44,0.39,0.42,0.44,0.43,0.4,0.37,0.4,0.43,0.42,0.42,0.35,0.42,0.44,0.39,0.4,0.42,0.42,0.41,0.41,0.38,0.44,0.43,0.41,0.41,0.37,0.37,0.35,0.42,0.36,0.41,0.42,0.41,0.41,0.39,0.39,0.42,0.42,0.36,0.42,0.37,0.4,0.41,0.42,0.4,0.42,0.4,0.39,0.38,0.41,0.42,0.36,0.4,0.38,0.38,0.41,0.33,0.38,0.37,0.39,0.36,0.38,0.39,0.39,0.41,0.4,0.42,0.37,0.34,0.37,0.37,0.41,0.39,0.4,0.38,0.38,0.41,0.3,0.42,0.41,0.39,0.37,0.33,0.38,0.37,0.41,0.36,0.38,0.4,0.38,0.37,0.36,0.33,0.39,0.4,0.35,0.37,0.38,0.39,0.38,0.37,0.36,0.36,0.41,0.31,0.4,0.35,0.36,0.36,0.33,0.39,0.29,0.39,0.33,0.32,0.36,0.38,0.34,0.38,0.32,0.35,0.29,0.34,0.37,0.32,0.35,0.39,0.33,0.35,0.34,0.47,0.34,0.32,0.34,0.29,0.39,0.33,0.32,0.3,0.33,0.38,0.31,0.32,0.33,0.32,0.27,0.31,0.33,0.29,0.34,0.27,0.33,0.32,0.25,0.34,0.29,0.33,0.35,0.26,0.32,0.0,0.25,0.27,0.26,0.24,0.33,0.25,0.0,0.0,0.27,0.24,0.0,0.23,0.0,0.0,0.24,0.23,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.42999999999999
01/28/2022,0.46,0.49,0.45,0.47,0.44,0.46,0.48,0.47,0.45,0.46,0.43,0.45,0.46,0.44,0.45,0.4,0.42,0.46,0.44,0.38,0.44,0.39,0.41,0.44,0.43,0.41,0.44,0.39,0.42,0.44,0.43,0.4,0.37,0.4,0.43,0.42,0.42,0.35,0.42,0.44,0.39,0.4,0.42,0.42,0.41,0.41,0.38,0.44,0.43,0.41,0.41,0.37,0.37,0.35,0.42,0.36,0.41,0.42,0.41,0.41,0.39,0.39,0.42,0.42,0.36,0.42,0.37,0.4,0.41,0.42,0.4,0.42,0.4,0.39,0.38,0.41,0.42,0.36,0.4,0.38,0.38,0.41,0.33,0.38,0.37,0.39,0.36,0.38,0.39,0.39,0.41,0.4,0.42,0.37,0.34,0.37,0.37,0.41,0.39,0.4,0.38,0.38,0.41,0.3,0.42,0.41,0.39,0.37,0.33,0.38,0.37,0.41,0.36,0.38,0.4,0.38,0.37,0.36,0.33,0.39,0.4,0.35,0.37,0.38,0.39,0.38,0.37,0.36,0.36,0.41,0.31,0.4,0.35,0.36,0.36,0.33,0.39,0.29,0.39,0.33,0.32,0.36,0.38,0.34,0.38,0.32,0.35,0.29,0.34,0.37,0.32,0.35,0.39,0.33,0.35,0.34,0.47,0.34,0.32,0.34,0.29,0.39,0.33,0.32,0.3,0.33,0.38,0.31,0.32,0.33,0.32,0.27,0.31,0.33,0.29,0.34,0.27,0.33,0.32,0.25,0.34,0.29,0.33,0.35,0.26,0.32,0.0,0.25,0.27,0.26,0.24,0.33,0.25,0.0,0.0,0.27,0.24,0.0,0.23,0.0,0.0,0.24,0.23,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.42999999999999
01/31/2022,0.5,0.5,0.49,0.49,0.5,0.47,0.53,0.49,0.47,0.47,0.43,0.47,0.46,0.45,0.47,0.4,0.44,0.48,0.45,0.37,0.43,0.37,0.45,0.43,0.42,0.45,0.47,0.38,0.46,0.45,0.42,0.39,0.38,0.44,0.39,0.42,0.41,0.37,0.43,0.43,0.39,0.38,0.4,0.43,0.41,0.43,0.38,0.44,0.43,0.41,0.41,0.37,0.35,0.34,0.43,0.35,0.41,0.42,0.41,0.4,0.37,0.39,0.42,0.42,0.4,0.42,0.36,0.4,0.41,0.43,0.4,0.41,0.39,0.38,0.39,0.42,0.42,0.37,0.4,0.39,0.38,0.44,0.35,0.38,0.36,0.39,0.35,0.37,0.39,0.39,0.41,0.41,0.43,0.37,0.33,0.37,0.37,0.41,0.39,0.4,0.36,0.38,0.42,0.3,0.43,0.41,0.38,0.36,0.33,0.38,0.37,0.4,0.36,0.38,0.39,0.37,0.36,0.36,0.32,0.5,0.41,0.35,0.37,0.36,0.4,0.37,0.36,0.37,0.35,0.4,0.27,0.42,0.34,0.35,0.36,0.32,0.38,0.31,0.38,0.32,0.3,0.36,0.38,0.33,0.33,0.33,0.34,0.27,0.34,0.35,0.29,0.36,0.39,0.27,0.36,0.33,0.48,0.31,0.33,0.33,0.27,0.38,0.35,0.31,0.32,0.32,0.38,0.3,0.32,0.31,0.32,0.3,0.31,0.34,0.29,0.34,0.26,0.33,0.31,0.23,0.34,0.3,0.32,0.33,0.25,0.31,0.0,0.24,0.26,0.27,0.25,0.34,0.25,0.0,0.0,0.26,0.24,0.0,0.0,0.24,0.23,0.24,0.0,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.57
02/01/2022,0.5,0.0,0.49,0.49,0.5,0.47,0.0,0.49,0.47,0.47,0.43,0.47,0.46,0.45,0.47,0.4,0.44,0.48,0.45,0.37,0.43,0.37,0.45,0.43,0.42,0.45,0.47,0.38,0.46,0.45,0.42,0.39,0.38,0.44,0.39,0.42,0.41,0.37,0.43,0.43,0.39,0.38,0.4,0.43,0.41,0.43,0.38,0.44,0.43,0.41,0.41,0.37,0.0,0.0,0.43,0.0,0.41,0.42,0.41,0.4,0.37,0.39,0.42,0.42,0.4,0.42,0.36,0.4,0.41,0.43,0.4,0.41,0.39,0.38,0.39,0.42,0.42,0.37,0.4,0.39,0.38,0.44,0.0,0.38,0.36,0.39,0.0,0.37,0.39,0.39,0.41,0.41,0.43,0.37,0.0,0.37,0.37,0.41,0.39,0.4,0.36,0.38,0.42,0.0,0.43,0.41,0.38,0.0,0.0,0.38,0.37,0.4,0.0,0.38,0.39,0.37,0.0,0.0,0.0,0.5,0.41,0.0,0.37,0.36,0.4,0.37,0.36,0.37,0.0,0.4,0.0,0.42,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.0,0.0,0.36,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.39,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.24,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.23,0.24,0.22,0.23,0.23,0.23,0.23,0.2,0.2,0.21,0.21,0.22,0.22,0.22,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.23,0.2,0.19,0.22,0.19,0.21,0.19,0.21,0.19,0.21,0.19,0.2,0.19,0.19,0.19,0.19,0.22,0.19,0.22,0.19,0.22,0.19,0.22,0.19,0.22,0.18,0.22,0.18,0.21,0.18,0.21,0.18,0.21,0.18,0.21,0.18,0.21,0.18,0.2,0.18,0.17,0.17,0.17,0.16,0.16,0.14,0.13,65.94
02/02/2022,0.5,0.5,0.49,0.49,0.5,0.47,0.53,0.49,0.47,0.47,0.43,0.47,0.46,0.45,0.47,0.4,0.44,0.48,0.45,0.37,0.43,0.37,0.45,0.43,0.42,0.45,0.47,0.38,0.46,0.45,0.42,0.39,0.38,0.44,0.39,0.42,0.41,0.37,0.43,0.43,0.39,0.38,0.4,0.43,0.41,0.43,0.38,0.44,0.43,0.41,0.41,0.37,0.35,0.34,0.43,0.35,0.41,0.42,0.41,0.4,0.37,0.39,0.42,0.42,0.4,0.42,0.36,0.4,0.41,0.43,0.4,0.41,0.39,0.38,0.39,0.42,0.42,0.37,0.4,0.39,0.38,0.44,0.35,0.38,0.36,0.39,0.35,0.37,0.39,0.39,0.41,0.41,0.43,0.37,0.33,0.37,0.37,0.41,0.39,0.4,0.36,0.38,0.42,0.3,0.43,0.41,0.38,0.36,0.33,0.38,0.37,0.4,0.36,0.38,0.39,0.37,0.36,0.36,0.32,0.5,0.41,0.35,0.37,0.36,0.4,0.37,0.36,0.37,0.35,0.4,0.27,0.42,0.34,0.35,0.36,0.32,0.38,0.31,0.38,0.32,0.3,0.36,0.38,0.33,0.33,0.33,0.34,0.27,0.34,0.35,0.29,0.36,0.39,0.27,0.36,0.33,0.48,0.31,0.33,0.33,0.27,0.38,0.35,0.31,0.32,0.32,0.38,0.3,0.32,0.31,0.32,0.3,0.31,0.34,0.29,0.34,0.26,0.33,0.31,0.23,0.34,0.3,0.32,0.33,0.25,0.31,0.0,0.24,0.26,0.27,0.25,0.34,0.25,0.0,0.0,0.26,0.24,0.0,0.0,0.24,0.23,0.24,0.0,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.57
02/03/2022,0.49,0.48,0.48,0.48,0.48,0.46,0.52,0.49,0.45,0.45,0.44,0.46,0.45,0.45,0.46,0.41,0.42,0.47,0.45,0.38,0.4,0.37,0.46,0.42,0.42,0.44,0.46,0.37,0.46,0.44,0.42,0.39,0.38,0.46,0.38,0.41,0.37,0.36,0.42,0.43,0.39,0.38,0.4,0.44,0.41,0.42,0.38,0.45,0.42,0.41,0.39,0.37,0.35,0.34,0.43,0.36,0.41,0.42,0.41,0.4,0.37,0.39,0.42,0.42,0.39,0.42,0.36,0.4,0.4,0.44,0.4,0.41,0.39,0.38,0.39,0.41,0.41,0.38,0.4,0.39,0.37,0.44,0.35,0.39,0.36,0.39,0.35,0.38,0.39,0.4,0.41,0.41,0.43,0.37,0.33,0.37,0.38,0.41,0.38,0.4,0.36,0.38,0.41,0.3,0.44,0.41,0.38,0.36,0.33,0.38,0.37,0.4,0.36,0.38,0.39,0.37,0.37,0.36,0.32,0.49,0.41,0.35,0.36,0.37,0.4,0.37,0.36,0.37,0.35,0.41,0.28,0.41,0.34,0.35,0.36,0.32,0.38,0.32,0.37,0.33,0.3,0.37,0.38,0.33,0.33,0.34,0.34,0.27,0.33,0.35,0.29,0.37,0.38,0.29,0.37,0.33,0.47,0.31,0.33,0.33,0.26,0.38,0.35,0.31,0.32,0.33,0.38,0.31,0.33,0.31,0.32,0.31,0.32,0.34,0.3,0.34,0.27,0.33,0.32,0.23,0.35,0.3,0.32,0.35,0.25,0.31,0.0,0.25,0.26,0.28,0.25,0.34,0.26,0.0,0.0,0.26,0.25,0.0,0.0,0.24,0.23,0.24,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.46000000000001
02/04/2022,0.47,0.47,0.47,0.48,0.47,0.45,0.51,0.49,0.45,0.44,0.43,0.46,0.45,0.45,0.46,0.41,0.43,0.47,0.44,0.38,0.4,0.36,0.46,0.42,0.42,0.43,0.47,0.38,0.46,0.43,0.43,0.38,0.38,0.45,0.38,0.41,0.37,0.36,0.42,0.42,0.39,0.38,0.4,0.44,0.41,0.41,0.37,0.45,0.42,0.41,0.39,0.37,0.36,0.36,0.42,0.36,0.41,0.41,0.41,0.4,0.36,0.39,0.42,0.4,0.39,0.41,0.36,0.4,0.4,0.43,0.4,0.41,0.39,0.37,0.38,0.41,0.41,0.38,0.4,0.39,0.37,0.42,0.35,0.38,0.36,0.39,0.36,0.39,0.39,0.39,0.41,0.4,0.42,0.38,0.34,0.38,0.38,0.4,0.38,0.39,0.38,0.38,0.41,0.31,0.43,0.41,0.37,0.36,0.34,0.38,0.37,0.4,0.36,0.38,0.4,0.38,0.38,0.36,0.33,0.48,0.4,0.35,0.37,0.37,0.4,0.37,0.36,0.37,0.35,0.39,0.29,0.41,0.35,0.36,0.36,0.33,0.38,0.32,0.37,0.34,0.31,0.37,0.38,0.34,0.35,0.34,0.34,0.28,0.32,0.36,0.31,0.37,0.38,0.31,0.38,0.33,0.47,0.33,0.34,0.34,0.27,0.38,0.36,0.31,0.32,0.34,0.37,0.32,0.35,0.32,0.33,0.33,0.33,0.33,0.32,0.36,0.28,0.34,0.34,0.25,0.35,0.34,0.32,0.35,0.28,0.32,0.0,0.26,0.28,0.3,0.28,0.34,0.29,0.24,0.0,0.26,0.25,0.0,0.0,0.23,0.23,0.23,0.0,0.23,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.81
02/07/2022,0.49,0.49,0.5,0.51,0.49,0.49,0.52,0.5,0.48,0.45,0.46,0.48,0.44,0.44,0.47,0.42,0.44,0.48,0.45,0.38,0.41,0.35,0.48,0.41,0.42,0.43,0.49,0.39,0.46,0.43,0.42,0.38,0.37,0.48,0.39,0.41,0.37,0.38,0.42,0.43,0.38,0.38,0.4,0.44,0.41,0.41,0.38,0.47,0.42,0.41,0.39,0.37,0.31,0.34,0.42,0.39,0.41,0.41,0.42,0.39,0.36,0.38,0.42,0.41,0.38,0.42,0.35,0.39,0.4,0.44,0.39,0.41,0.38,0.38,0.39,0.41,0.42,0.39,0.4,0.39,0.37,0.43,0.36,0.38,0.35,0.39,0.35,0.38,0.39,0.39,0.41,0.42,0.42,0.37,0.35,0.37,0.39,0.41,0.37,0.4,0.38,0.37,0.42,0.31,0.41,0.31,0.36,0.36,0.34,0.37,0.38,0.39,0.37,0.38,0.39,0.38,0.38,0.35,0.33,0.47,0.4,0.34,0.36,0.37,0.42,0.37,0.35,0.37,0.34,0.37,0.28,0.4,0.34,0.35,0.35,0.33,0.37,0.31,0.37,0.34,0.31,0.36,0.37,0.33,0.34,0.33,0.35,0.28,0.33,0.35,0.28,0.39,0.39,0.25,0.38,0.32,0.68,0.31,0.33,0.35,0.26,0.37,0.36,0.31,0.31,0.32,0.39,0.29,0.34,0.32,0.32,0.3,0.32,0.34,0.32,0.35,0.27,0.35,0.3,0.25,0.36,0.31,0.32,0.34,0.26,0.31,0.0,0.25,0.25,0.28,0.25,0.36,0.26,0.0,0.0,0.27,0.25,0.0,0.0,0.24,0.23,0.24,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93
02/08/2022,0.49,0.49,0.5,0.51,0.49,0.49,0.52,0.5,0.48,0.45,0.46,0.48,0.44,0.44,0.47,0.42,0.44,0.48,0.45,0.38,0.41,0.35,0.48,0.41,0.42,0.43,0.49,0.39,0.46,0.43,0.42,0.38,0.37,0.48,0.39,0.41,0.37,0.38,0.42,0.43,0.38,0.38,0.4,0.44,0.41,0.41,0.38,0.47,0.42,0.41,0.39,0.37,0.31,0.34,0.42,0.39,0.41,0.41,0.42,0.39,0.36,0.38,0.42,0.41,0.38,0.42,0.35,0.39,0.4,0.44,0.39,0.41,0.38,0.38,0.39,0.41,0.42,0.39,0.4,0.39,0.37,0.43,0.36,0.38,0.35,0.39,0.35,0.38,0.39,0.39,0.41,0.42,0.42,0.37,0.35,0.37,0.39,0.41,0.37,0.4,0.38,0.37,0.42,0.31,0.41,0.31,0.36,0.36,0.34,0.37,0.38,0.39,0.37,0.38,0.39,0.38,0.38,0.35,0.33,0.47,0.4,0.34,0.36,0.37,0.42,0.37,0.35,0.37,0.34,0.37,0.28,0.4,0.34,0.35,0.35,0.33,0.37,0.31,0.37,0.34,0.31,0.36,0.37,0.33,0.34,0.33,0.35,0.28,0.33,0.35,0.28,0.39,0.39,0.25,0.38,0.32,0.68,0.31,0.33,0.35,0.26,0.37,0.36,0.31,0.31,0.32,0.39,0.29,0.34,0.32,0.32,0.3,0.32,0.34,0.32,0.35,0.27,0.35,0.3,0.25,0.36,0.31,0.32,0.34,0.26,0.31,0.0,0.25,0.25,0.28,0.25,0.36,0.26,0.0,0.0,0.27,0.25,0.0,0.0,0.24,0.23,0.24,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93
