,NVDA,AMZN,FB,MSFT,AAPL,GOOGL,BABA,TSLA,WMT,700.HK,CRM,INTC,ROG.SW,JNJ,PYPL,SQ,V,INTU,MA,TSM,IBM,MELI,LLY,BIDU,PFE,ABT,ADBE,MRNA,MDT,DIS,ABBV,7203.T,CSCO,NIO,AZN.L,QCOM,SHOP,BMY,MRK,ZM,ISRG,GE,ILMN,NKE,GS,GME,BLK,SPGI,SAN.PA,SE,SYK,SAP.DE,DLR,AMGN,ABBN.SW,GM,TMO,BNTX,6758.T,AVGO,F,GILD,TWTR,TER,NOW,REGN,ORCL,NOVN.SW,NTES,DOCU,XPEV,6594.T,DXCM,ICE,BX,CRWD,6861.T,6954.T,NFLX,ADYEN.AS,SNAP,MSCI,APTV,005380.KS,FISV,FTNT,NTLA,ATVI,DSY.PA,NEE,PTON,BSY,ADSK,JD,EA,AMD,NOK,TDOC,2020.HK,IFX.DE,PHIA.AS,UBER,KKR,PANW,MS,EQIX,SWKS,CRSP,SCHW,2318.HK,PDD,COIN,SPCE,MRVL,1024.HK,PODD,A,EW,OKTA,LULU,BILI,FIS,ROK,HZNP,MASI,QRVO,DFS,SPOT,ENR.DE,018260.KS,000270.KS,FDX,TXG,ADS.DE,D,ANET,EBAY,VRSK,CON.DE,CGNX,SSNC,BSX,LYFT,TEAM,VRTX,CERN,6503.T,EXAS,STNE,GH,DDD,ETSY,PAGS,BKNG,TECH,6506.T,7832.T,GPN,BEP.UN.TO,BB.TO,ZS,SN.L,RMD.AX,NOVT,HPQ,AGR,RUN,APO,LYV,HPE,2331.HK,OSTK,ARES,XLNX,FLT,TUYA,KEYS,TNDM,ABMD,NKLA,NXPI,DECK,XP,ZAL.DE,ZG,ZNGA,III.L,WB,EDEN.PA,AMBA,AMP,APH,TME,BYND,T.TO,BIGC,BEPC,NSY.,QGEN,PTC,IDEX,PFPT,USD,DKS,VMW,DSYA.,JNPR,HO.PA,FICO,TXT,956.HK,RMV.L,241.HK,GLW,TTWO,2208.HK,NEM.DE,GE.,HRC,EDIT,VNE,UAA,SLAB,7272.T,CYBR,TEF,CMCSA,STM.PA,TIXT.TO,AMC,MGM,ABNB,4528.T,TW,IAC,TKWY.AS,JD.L,6724.T,LVS,EEFT,AVAV,AFRM,902.HK,YY,WMG,ASGN,BRKS,MORN,EXPE,MOG.A,ATO.PA,BWA,EVD.DE,IBKR,SSYS,MARA,EVR,FSLR,SPWR,IRTC,LAZR,KRW,LI,PATH,HOOD,SPLK,TTE.PA,SYNA,INVZ,EXEL,EXTR,GHC,SRNE,SMTC,IDT,QTWO,GOEV,NDX1.DE,SUM
08/10/2021,2.58,1.92,2.16,2.17,2.12,2.19,1.64,1.63,1.18,0.93,1.04,0.8,0.71,0.7,0.63,0.72,0.64,0.68,0.61,0.61,0.63,0.67,0.62,0.49,0.63,0.56,0.55,0.91,0.51,0.53,0.5,0.49,0.52,0.38,0.42,0.46,0.43,0.44,0.41,0.41,0.46,0.42,0.45,0.44,0.45,0.3,0.41,0.41,0.37,0.42,0.37,0.39,0.39,0.35,0.39,0.35,0.38,0.65,0.36,0.36,0.34,0.35,0.33,0.35,0.36,0.35,0.37,0.34,0.27,0.35,0.31,0.33,0.38,0.34,0.37,0.32,0.35,0.29,0.3,0.34,0.34,0.34,0.31,0.28,0.31,0.35,0.32,0.24,0.0,0.31,0.25,0.27,0.32,0.26,0.26,0.32,0.29,0.24,0.26,0.27,0.24,0.23,0.29,0.25,0.28,0.25,0.25,0.23,0.25,0.23,0.2,0.27,0.17,0.26,0.0,0.22,0.24,0.25,0.23,0.26,0.17,0.21,0.25,0.24,0.23,0.22,0.24,0.19,0.19,0.22,0.2,0.19,0.18,0.21,0.21,0.22,0.2,0.22,0.2,0.2,0.21,0.2,0.17,0.25,0.2,0.2,0.2,0.17,0.16,0.18,0.15,0.18,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.16,0.21,0.17,0.21,0.19,0.18,0.2,0.15,0.18,0.18,0.19,0.17,0.0,0.19,0.18,0.18,0.0,0.18,0.18,0.18,0.0,0.18,0.19,0.18,0.0,0.0,0.0,0.17,0.15,0.16,0.16,0.17,0.17,0.0,0.0,0.17,0.0,0.16,0.18,0.17,0.0,0.0,0.15,0.0,0.17,0.0,0.32,0.15,0.0,0.0,0.17,0.16,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6
08/11/2021,2.57,1.92,2.15,2.17,2.12,2.18,1.64,1.62,1.18,0.93,1.04,0.8,0.71,0.7,0.63,0.72,0.64,0.67,0.6,0.61,0.63,0.67,0.62,0.49,0.63,0.56,0.55,0.91,0.51,0.52,0.49,0.49,0.51,0.38,0.42,0.46,0.43,0.44,0.41,0.41,0.46,0.0,0.44,0.44,0.44,0.3,0.41,0.41,0.37,0.42,0.37,0.38,0.39,0.35,0.39,0.35,0.38,0.64,0.36,0.36,0.34,0.35,0.33,0.35,0.36,0.35,0.37,0.34,0.27,0.35,0.31,0.33,0.38,0.34,0.37,0.32,0.35,0.29,0.3,0.34,0.34,0.34,0.31,0.28,0.31,0.35,0.32,0.24,0.0,0.31,0.25,0.27,0.32,0.26,0.26,0.32,0.29,0.24,0.25,0.27,0.24,0.23,0.29,0.25,0.28,0.25,0.25,0.23,0.25,0.23,0.2,0.26,0.17,0.26,0.0,0.22,0.24,0.25,0.23,0.26,0.17,0.21,0.25,0.24,0.23,0.22,0.24,0.19,0.19,0.22,0.2,0.19,0.18,0.21,0.21,0.21,0.19,0.22,0.2,0.2,0.21,0.2,0.17,0.25,0.2,0.2,0.2,0.17,0.16,0.18,0.0,0.18,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.16,0.21,0.17,0.21,0.19,0.18,0.2,0.15,0.18,0.18,0.19,0.17,0.0,0.19,0.18,0.18,0.0,0.18,0.18,0.18,0.0,0.18,0.19,0.18,0.0,0.0,0.0,0.17,0.15,0.16,0.16,0.17,0.17,0.0,0.0,0.16,0.15,0.16,0.18,0.17,0.0,0.0,0.15,0.0,0.17,0.0,0.32,0.0,0.15,0.0,0.17,0.16,0.16,0.0,0.0,0.0,0.16,0.15,0.42,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.42
08/13/2021,2.52,1.91,2.14,2.14,2.11,2.2,1.63,1.65,1.21,0.99,1.01,0.8,0.72,0.7,0.62,0.72,0.63,0.67,0.59,0.6,0.61,0.72,0.64,0.5,0.68,0.56,0.54,1.0,0.5,0.52,0.5,0.49,0.51,0.38,0.42,0.46,0.43,0.43,0.41,0.4,0.44,0.0,0.45,0.44,0.46,0.32,0.41,0.4,0.37,0.41,0.36,0.38,0.38,0.34,0.39,0.34,0.38,0.7,0.35,0.36,0.34,0.35,0.32,0.34,0.35,0.36,0.37,0.34,0.28,0.35,0.32,0.33,0.37,0.33,0.37,0.31,0.35,0.28,0.3,0.34,0.34,0.34,0.32,0.27,0.31,0.35,0.3,0.24,0.0,0.3,0.25,0.28,0.32,0.27,0.26,0.3,0.29,0.23,0.26,0.27,0.24,0.22,0.28,0.24,0.29,0.25,0.25,0.23,0.26,0.23,0.2,0.28,0.16,0.25,0.0,0.23,0.24,0.24,0.22,0.25,0.17,0.21,0.26,0.24,0.23,0.22,0.25,0.18,0.19,0.21,0.19,0.19,0.18,0.21,0.21,0.21,0.2,0.22,0.2,0.2,0.21,0.19,0.18,0.25,0.19,0.19,0.2,0.16,0.16,0.17,0.19,0.2,0.2,0.2,0.19,0.19,0.18,0.17,0.19,0.16,0.2,0.16,0.22,0.2,0.19,0.2,0.15,0.17,0.18,0.19,0.18,0.0,0.18,0.18,0.18,0.0,0.18,0.17,0.17,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.18,0.0,0.16,0.15,0.17,0.17,0.0,0.0,0.17,0.15,0.16,0.17,0.16,0.15,0.0,0.15,0.16,0.17,0.0,0.32,0.15,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.19,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.47
08/16/2021,2.52,1.9,2.15,2.17,2.16,2.21,1.6,1.68,1.21,0.98,1.03,0.8,0.73,0.71,0.62,0.7,0.61,0.68,0.58,0.59,0.62,0.7,0.62,0.48,0.66,0.56,0.55,0.86,0.51,0.53,0.5,0.5,0.52,0.37,0.42,0.46,0.43,0.43,0.42,0.39,0.45,0.0,0.46,0.43,0.46,0.32,0.42,0.41,0.37,0.42,0.37,0.39,0.39,0.34,0.4,0.35,0.38,0.65,0.35,0.36,0.34,0.36,0.32,0.33,0.36,0.35,0.37,0.35,0.29,0.34,0.31,0.34,0.36,0.33,0.37,0.3,0.36,0.28,0.3,0.34,0.33,0.34,0.32,0.27,0.31,0.36,0.31,0.25,0.0,0.31,0.25,0.27,0.32,0.26,0.26,0.31,0.29,0.23,0.25,0.27,0.24,0.22,0.28,0.24,0.3,0.25,0.24,0.23,0.26,0.23,0.2,0.26,0.0,0.25,0.0,0.23,0.25,0.24,0.22,0.26,0.17,0.21,0.26,0.24,0.22,0.22,0.25,0.18,0.19,0.21,0.2,0.19,0.17,0.21,0.22,0.21,0.21,0.22,0.2,0.19,0.21,0.2,0.18,0.25,0.19,0.2,0.2,0.16,0.16,0.17,0.18,0.2,0.2,0.19,0.2,0.19,0.18,0.17,0.19,0.16,0.21,0.17,0.21,0.2,0.19,0.2,0.16,0.17,0.18,0.19,0.17,0.0,0.18,0.18,0.17,0.0,0.18,0.18,0.17,0.0,0.19,0.19,0.18,0.0,0.0,0.0,0.18,0.0,0.16,0.0,0.17,0.17,0.0,0.0,0.17,0.15,0.16,0.17,0.16,0.15,0.0,0.15,0.19,0.17,0.0,0.32,0.16,0.15,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.43,0.0,0.2,0.16,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.47999999999999
08/17/2021,2.57,1.9,2.16,2.2,2.18,2.23,1.58,1.67,1.22,0.96,1.05,0.8,0.74,0.72,0.62,0.71,0.62,0.69,0.59,0.59,0.63,0.71,0.63,0.46,0.68,0.57,0.56,0.86,0.51,0.54,0.51,0.5,0.53,0.36,0.43,0.47,0.43,0.44,0.42,0.39,0.45,0.0,0.47,0.44,0.46,0.33,0.42,0.41,0.38,0.43,0.37,0.39,0.39,0.35,0.41,0.34,0.38,0.64,0.36,0.36,0.33,0.37,0.32,0.33,0.36,0.36,0.38,0.35,0.28,0.34,0.3,0.34,0.37,0.33,0.38,0.3,0.36,0.28,0.3,0.35,0.33,0.34,0.32,0.26,0.31,0.36,0.3,0.25,0.0,0.32,0.25,0.28,0.32,0.26,0.26,0.32,0.29,0.23,0.25,0.27,0.24,0.22,0.28,0.24,0.3,0.25,0.25,0.21,0.26,0.23,0.19,0.27,0.0,0.26,0.0,0.23,0.25,0.25,0.22,0.26,0.16,0.22,0.26,0.24,0.22,0.22,0.26,0.18,0.2,0.2,0.19,0.19,0.17,0.22,0.22,0.21,0.22,0.22,0.2,0.19,0.22,0.2,0.17,0.26,0.19,0.2,0.21,0.16,0.15,0.16,0.17,0.2,0.2,0.2,0.2,0.19,0.18,0.17,0.19,0.16,0.21,0.17,0.21,0.2,0.18,0.21,0.0,0.17,0.18,0.19,0.18,0.0,0.19,0.18,0.18,0.0,0.18,0.18,0.17,0.0,0.19,0.2,0.18,0.0,0.0,0.0,0.18,0.0,0.16,0.15,0.17,0.17,0.0,0.0,0.17,0.15,0.16,0.17,0.16,0.0,0.0,0.16,0.0,0.17,0.0,0.32,0.16,0.0,0.0,0.17,0.17,0.15,0.0,0.0,0.0,0.15,0.15,0.43,0.0,0.2,0.16,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.89
08/18/2021,2.56,1.9,2.16,2.2,2.17,2.22,1.58,1.67,1.22,0.96,1.04,0.8,0.74,0.71,0.62,0.7,0.62,0.69,0.59,0.59,0.62,0.71,0.63,0.46,0.68,0.57,0.56,0.86,0.51,0.54,0.51,0.5,0.52,0.36,0.43,0.47,0.43,0.43,0.42,0.38,0.45,0.0,0.46,0.44,0.46,0.33,0.42,0.41,0.38,0.43,0.37,0.39,0.39,0.35,0.4,0.34,0.38,0.63,0.36,0.36,0.33,0.37,0.32,0.33,0.36,0.36,0.37,0.35,0.28,0.34,0.3,0.33,0.36,0.33,0.37,0.3,0.36,0.28,0.3,0.35,0.33,0.34,0.31,0.26,0.31,0.36,0.3,0.25,0.0,0.32,0.25,0.28,0.32,0.26,0.26,0.32,0.29,0.23,0.25,0.27,0.24,0.22,0.28,0.24,0.29,0.25,0.25,0.21,0.26,0.23,0.19,0.27,0.0,0.26,0.0,0.23,0.25,0.25,0.22,0.26,0.16,0.21,0.26,0.24,0.22,0.22,0.26,0.18,0.2,0.2,0.19,0.19,0.17,0.22,0.22,0.21,0.22,0.22,0.2,0.19,0.21,0.2,0.17,0.25,0.19,0.2,0.21,0.16,0.15,0.16,0.17,0.2,0.2,0.2,0.2,0.19,0.18,0.17,0.19,0.16,0.21,0.17,0.21,0.2,0.18,0.2,0.15,0.17,0.17,0.19,0.18,0.15,0.19,0.18,0.18,0.0,0.18,0.18,0.17,0.0,0.19,0.19,0.18,0.0,0.0,0.0,0.18,0.0,0.16,0.15,0.17,0.17,0.0,0.0,0.17,0.15,0.16,0.17,0.16,0.0,0.0,0.16,0.2,0.17,0.0,0.32,0.16,0.15,0.0,0.17,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.19,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.66
08/19/2021,2.55,1.92,2.2,2.23,2.22,2.25,1.54,1.61,1.24,0.94,1.04,0.8,0.75,0.73,0.64,0.7,0.63,0.69,0.59,0.59,0.63,0.69,0.65,0.44,0.69,0.58,0.56,0.83,0.52,0.54,0.52,0.5,0.53,0.34,0.44,0.47,0.43,0.45,0.43,0.38,0.46,0.0,0.47,0.44,0.46,0.33,0.42,0.42,0.38,0.41,0.38,0.39,0.4,0.35,0.41,0.34,0.39,0.59,0.35,0.37,0.33,0.37,0.32,0.33,0.36,0.37,0.38,0.36,0.27,0.34,0.28,0.33,0.38,0.33,0.38,0.29,0.36,0.28,0.3,0.35,0.33,0.34,0.32,0.27,0.32,0.36,0.29,0.25,0.0,0.32,0.25,0.27,0.32,0.25,0.27,0.31,0.29,0.23,0.26,0.27,0.24,0.22,0.28,0.24,0.3,0.26,0.25,0.21,0.26,0.23,0.19,0.27,0.0,0.25,0.0,0.24,0.25,0.25,0.22,0.26,0.15,0.21,0.26,0.24,0.23,0.22,0.26,0.18,0.2,0.2,0.19,0.2,0.17,0.21,0.22,0.21,0.23,0.23,0.2,0.19,0.21,0.21,0.17,0.25,0.19,0.2,0.21,0.16,0.15,0.16,0.16,0.2,0.2,0.19,0.2,0.19,0.18,0.17,0.19,0.15,0.21,0.17,0.21,0.21,0.19,0.21,0.0,0.17,0.18,0.19,0.18,0.0,0.19,0.17,0.18,0.0,0.19,0.18,0.17,0.0,0.19,0.2,0.18,0.15,0.0,0.0,0.18,0.0,0.16,0.15,0.17,0.17,0.0,0.0,0.17,0.0,0.16,0.17,0.17,0.0,0.0,0.16,0.21,0.18,0.15,0.32,0.16,0.0,0.0,0.17,0.17,0.15,0.0,0.0,0.0,0.15,0.0,0.42,0.0,0.19,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.95
08/20/2021,2.51,1.9,2.17,2.24,2.23,2.24,1.48,1.58,1.25,0.91,1.04,0.8,0.76,0.74,0.63,0.7,0.63,0.69,0.6,0.58,0.63,0.69,0.66,0.44,0.72,0.59,0.56,0.9,0.53,0.53,0.53,0.5,0.53,0.34,0.45,0.46,0.43,0.45,0.44,0.38,0.47,0.0,0.48,0.44,0.46,0.33,0.42,0.42,0.39,0.44,0.39,0.4,0.4,0.35,0.41,0.33,0.4,0.6,0.35,0.36,0.32,0.38,0.32,0.33,0.37,0.38,0.38,0.36,0.27,0.34,0.29,0.33,0.38,0.34,0.37,0.29,0.36,0.28,0.31,0.35,0.33,0.35,0.31,0.26,0.32,0.36,0.3,0.25,0.0,0.32,0.26,0.27,0.32,0.24,0.27,0.31,0.29,0.23,0.25,0.27,0.24,0.22,0.28,0.24,0.3,0.26,0.24,0.21,0.26,0.23,0.18,0.26,0.0,0.25,0.0,0.25,0.25,0.26,0.22,0.25,0.0,0.22,0.26,0.24,0.24,0.22,0.25,0.18,0.19,0.2,0.19,0.2,0.18,0.21,0.22,0.21,0.22,0.23,0.2,0.19,0.22,0.21,0.16,0.26,0.2,0.2,0.2,0.16,0.15,0.16,0.16,0.21,0.2,0.19,0.2,0.19,0.18,0.17,0.19,0.16,0.21,0.17,0.22,0.2,0.18,0.21,0.0,0.17,0.18,0.19,0.19,0.15,0.19,0.18,0.18,0.0,0.19,0.19,0.18,0.0,0.18,0.19,0.17,0.15,0.0,0.0,0.18,0.0,0.16,0.0,0.17,0.18,0.0,0.0,0.17,0.0,0.16,0.18,0.17,0.0,0.0,0.16,0.21,0.17,0.0,0.32,0.16,0.15,0.0,0.17,0.17,0.15,0.0,0.0,0.0,0.0,0.16,0.42,0.0,0.19,0.16,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.03999999999999
08/23/2021,2.59,1.9,2.18,2.3,2.2,2.26,1.38,1.62,1.26,0.89,1.08,0.81,0.77,0.75,0.63,0.7,0.63,0.71,0.6,0.59,0.62,0.7,0.66,0.43,0.71,0.6,0.57,0.85,0.53,0.53,0.53,0.48,0.55,0.33,0.46,0.46,0.43,0.45,0.44,0.37,0.49,0.0,0.44,0.44,0.46,0.32,0.42,0.42,0.4,0.46,0.39,0.4,0.41,0.35,0.41,0.32,0.4,0.59,0.35,0.36,0.32,0.38,0.32,0.33,0.37,0.39,0.38,0.36,0.25,0.34,0.29,0.33,0.39,0.34,0.37,0.3,0.36,0.28,0.32,0.38,0.33,0.34,0.3,0.26,0.34,0.36,0.28,0.25,0.0,0.33,0.25,0.28,0.33,0.24,0.27,0.31,0.29,0.22,0.26,0.27,0.25,0.21,0.28,0.24,0.29,0.27,0.24,0.2,0.26,0.23,0.17,0.26,0.0,0.26,0.0,0.25,0.27,0.27,0.22,0.26,0.0,0.21,0.26,0.24,0.24,0.21,0.24,0.18,0.2,0.2,0.19,0.19,0.17,0.21,0.23,0.22,0.22,0.24,0.2,0.2,0.22,0.21,0.16,0.26,0.2,0.2,0.2,0.16,0.15,0.16,0.16,0.21,0.2,0.19,0.21,0.18,0.18,0.17,0.2,0.16,0.22,0.17,0.22,0.21,0.18,0.21,0.0,0.17,0.18,0.19,0.2,0.0,0.19,0.18,0.18,0.0,0.19,0.19,0.18,0.0,0.18,0.2,0.18,0.0,0.0,0.0,0.18,0.0,0.16,0.0,0.17,0.18,0.0,0.0,0.17,0.0,0.17,0.18,0.17,0.0,0.0,0.16,0.17,0.17,0.0,0.32,0.16,0.0,0.0,0.16,0.17,0.16,0.0,0.15,0.0,0.15,0.16,0.41,0.0,0.19,0.16,0.15,0.15,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.25
08/24/2021,2.7,1.89,2.19,2.34,2.21,2.27,1.35,1.62,1.27,0.89,1.09,0.79,0.75,0.74,0.63,0.71,0.63,0.71,0.59,0.57,0.62,0.7,0.66,0.42,0.7,0.59,0.58,0.86,0.53,0.53,0.53,0.46,0.55,0.33,0.45,0.46,0.42,0.46,0.44,0.37,0.48,0.0,0.45,0.44,0.46,0.33,0.43,0.42,0.4,0.44,0.38,0.4,0.41,0.34,0.41,0.32,0.4,0.6,0.35,0.36,0.31,0.38,0.32,0.32,0.38,0.39,0.38,0.36,0.26,0.34,0.3,0.32,0.39,0.34,0.38,0.3,0.36,0.27,0.32,0.39,0.33,0.34,0.3,0.25,0.33,0.36,0.29,0.25,0.0,0.34,0.25,0.28,0.33,0.24,0.27,0.31,0.29,0.23,0.25,0.27,0.25,0.21,0.28,0.24,0.29,0.27,0.25,0.2,0.26,0.22,0.18,0.27,0.0,0.26,0.0,0.25,0.27,0.27,0.22,0.26,0.0,0.21,0.26,0.24,0.25,0.21,0.25,0.19,0.2,0.19,0.18,0.19,0.17,0.21,0.23,0.22,0.22,0.24,0.2,0.2,0.22,0.21,0.15,0.27,0.2,0.2,0.2,0.16,0.15,0.17,0.16,0.21,0.2,0.19,0.21,0.18,0.18,0.17,0.2,0.16,0.22,0.17,0.22,0.21,0.18,0.21,0.0,0.17,0.18,0.19,0.18,0.15,0.19,0.18,0.18,0.0,0.19,0.19,0.19,0.0,0.18,0.2,0.18,0.0,0.0,0.0,0.18,0.0,0.16,0.15,0.17,0.18,0.0,0.0,0.17,0.0,0.17,0.18,0.17,0.0,0.0,0.16,0.0,0.18,0.0,0.32,0.16,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.15,0.16,0.41,0.15,0.19,0.16,0.15,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.33000000000001
08/25/2021,2.1,1.96,2.03,2.16,2.08,2.08,1.57,1.78,0.53,1.17,0.78,0.93,0.72,0.77,0.63,0.67,0.65,0.3,0.62,0.57,0.63,0.67,0.59,0.53,0.69,0.6,0.5,0.51,0.55,0.59,0.48,0.53,0.53,0.34,0.5,0.44,0.33,0.47,0.49,0.18,0.45,0.51,0.4,0.4,0.46,0.41,0.44,0.42,0.43,0.41,0.39,0.36,0.22,0.4,0.46,0.4,0.34,0.41,0.35,0.35,0.34,0.37,0.2,0.38,0.31,0.37,0.33,0.0,0.32,0.26,0.3,0.38,0.33,0.35,0.34,0.28,0.34,0.34,0.51,0.36,0.29,0.3,0.34,0.3,0.37,0.28,0.18,0.28,0.31,0.36,0.21,0.28,0.33,0.27,0.3,0.27,0.25,0.2,0.24,0.31,0.32,0.26,0.27,0.23,0.0,0.23,0.24,0.18,0.26,0.0,0.25,0.3,0.0,0.26,0.21,0.24,0.25,0.26,0.22,0.22,0.18,0.22,0.24,0.19,0.23,0.0,0.25,0.19,0.27,0.0,0.19,0.23,0.0,0.23,0.24,0.19,0.22,0.23,0.23,0.22,0.22,0.23,0.18,0.2,0.34,0.17,0.21,0.22,0.17,0.2,0.0,0.21,0.18,0.21,0.2,0.19,0.17,0.22,0.21,0.0,0.18,0.18,0.19,0.0,0.26,0.26,0.0,0.18,0.18,0.0,0.17,0.17,0.0,0.0,0.2,0.0,0.16,0.17,0.17,0.0,0.17,0.0,0.15,0.0,0.0,0.17,0.18,0.0,0.16,0.16,0.18,0.16,0.0,0.0,0.17,0.0,0.19,0.18,0.16,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.17,0.17,0.0,0.18,0.16,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.0,0.41,0.26,0.25,0.2,0.19,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.95
