,LIN,ULVR.L,ASML.AS,MC.PA,OR.PA,AD.AS,BAS.DE,DTE.DE,KNEBV.HE,SAN.PA,SIE.DE,SAP.DE,BAYN.DE,SU.PA,CRH.L,AI.PA,ACS.MC,BMW.DE,BN.PA,SA.SW,DSM.AS,AKZA.AS,KER.PA,DAI.DE,WKL.AS,ASM.AS,RMS.PA,RI.PA,SHL.DE,VALMT.HE,RACE.MI,UCB.BR,NELES.HE,CON.DE,HNR1.DE,EVK.DE,HLAG.DE,ML.PA,FRE.DE,PUB.PA,LR.PA,KRZ.IR,FME.DE,CIE.MC,STM.PA,IFX.DE,GL9.IR,GRF.MC,VPK.AS,HUH1V.HE,KCR.HE,HEK.SW,VIS.MC,KBX.DE,BESI.AS,BNR.DE,EXO.MI,CGCBV.HE,PSG.MC,SBMO.AS,UMI.BR,DSY.PA,CASH.MC,1COV.DE,KEMIRA.HE,RUI.PA,ANDR.VI,NK.PA,MELE.BR,AKE.PA,IMCD.AS,TEP.PA,MF.PA,CPR.MI,BAR.BR,SY1.DE,MRK.DE,BB.PA,BEI.DE,HEI.DE,REY.MI,BEKB.BR,CHG.BK,VCT.PA,MOCORP.HE,CHG.BK.1,GTT.PA,SK.PA,LXS.DE,CRBN.AS,G1A.DE,FSKRS.HE,REG1V.HE,RCO.PA,SOW.DE,DUE.DE,DIM.PA,CRL.MI,WCH.DE,IPS.PA,KRN.DE,BIM.PA,FAGR.BR,EUZ.DE,SOLB.BR,n/a,BBVA.MC,SAN.MC,PHIA.AS,HEIA.AS,MAP.MC,EL.PA,AGN.AS,HEIO.AS,LIGHT.AS,CNHI.MI,ADS.DE,MONC.MI,ACX.MC,FDR.MC,PRY.MI,WRT1V.HE,HOT.DE,BVI.PA,ETL.PA,PIRC.MI,SAF.PA,ARCAD.AS,EO.PA,WBD.MI,PIA.MI,DIA.MI,FR.PA,GVS.MI,APPS.MC,ATS.VI,NEX.PA,ELN.MI,DAL.MI,NOEJ.DE,PUM.DE,DAN.MI,AMG.AS,AIXA.DE,LSS.PA,ABI.BR,IVG.MI,SUM
11/18/2021,5.14,0.0,4.73,3.62,3.67,2.43,2.95,3.04,2.09,3.53,3.1,2.3,2.08,2.53,2.15,2.15,0.0,1.23,1.46,0.0,1.14,1.03,1.08,2.26,1.47,0.46,0.83,0.83,0.92,0.58,0.77,0.73,0.11,0.0,0.79,0.57,1.07,0.6,0.46,0.8,0.54,0.43,0.0,0.21,0.54,0.32,0.33,0.37,0.37,0.28,0.21,0.42,0.33,0.28,0.55,0.34,0.34,0.18,0.2,0.37,0.0,0.3,0.11,0.24,0.23,0.19,0.38,0.13,0.23,0.25,0.27,0.19,0.0,0.24,0.0,0.17,0.24,0.13,0.15,0.39,0.11,0.22,0.0,0.1,0.45,0.0,0.0,0.12,0.09,0.07,0.22,0.07,0.04,0.07,0.05,0.04,0.08,0.05,0.14,0.06,0.0,0.06,0.02,0.03,1.05,2.34,3.89,2.12,2.06,1.48,1.1,1.05,0.78,0.72,0.68,0.59,0.59,0.5,0.48,0.41,0.34,0.32,0.26,0.24,0.23,0.21,0.19,0.18,0.15,0.15,0.14,0.13,0.08,0.05,0.05,0.05,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,99.97
11/19/2021,5.1,0.0,4.9,3.7,3.72,2.51,2.95,3.02,2.12,3.51,3.14,2.23,2.03,2.54,2.14,2.13,0.0,1.24,1.44,0.0,1.15,1.03,1.1,2.26,1.5,0.48,0.86,0.85,0.92,0.58,0.78,0.72,0.11,0.0,0.78,0.56,1.11,0.59,0.45,0.81,0.53,0.42,0.0,0.22,0.55,0.33,0.32,0.37,0.37,0.29,0.21,0.41,0.32,0.27,0.58,0.33,0.34,0.18,0.2,0.36,0.0,0.3,0.11,0.24,0.23,0.18,0.37,0.13,0.23,0.25,0.28,0.19,0.0,0.24,0.0,0.17,0.25,0.13,0.15,0.39,0.11,0.22,0.0,0.1,0.46,0.0,0.0,0.12,0.09,0.07,0.22,0.07,0.04,0.08,0.05,0.04,0.08,0.05,0.14,0.06,0.0,0.06,0.02,0.02,1.06,2.32,3.74,2.1,1.82,1.49,1.11,1.05,0.78,0.73,0.68,0.62,0.58,0.52,0.47,0.41,0.34,0.33,0.27,0.25,0.24,0.22,0.19,0.18,0.15,0.15,0.14,0.13,0.08,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.01
11/22/2021,5.13,0.0,4.9,3.73,3.74,2.42,2.96,3.01,2.18,3.5,3.2,2.24,2.01,2.53,2.14,2.11,0.0,1.23,1.41,0.0,1.15,1.03,1.15,2.27,1.5,0.48,0.88,0.85,0.93,0.58,0.78,0.71,0.11,0.0,0.78,0.56,1.04,0.6,0.45,0.81,0.53,0.42,0.0,0.22,0.55,0.33,0.3,0.36,0.37,0.28,0.21,0.41,0.32,0.27,0.59,0.33,0.34,0.18,0.2,0.35,0.0,0.3,0.11,0.24,0.23,0.18,0.37,0.13,0.23,0.25,0.27,0.18,0.0,0.24,0.0,0.17,0.25,0.12,0.15,0.39,0.11,0.22,0.0,0.1,0.47,0.0,0.0,0.12,0.09,0.07,0.21,0.07,0.04,0.08,0.05,0.04,0.08,0.05,0.14,0.06,0.0,0.07,0.02,0.02,1.06,2.34,3.69,2.09,1.79,1.47,1.1,1.07,0.78,0.72,0.68,0.63,0.59,0.53,0.46,0.42,0.34,0.34,0.26,0.25,0.21,0.22,0.18,0.18,0.16,0.15,0.14,0.14,0.09,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,99.92
11/23/2021,5.13,0.0,4.9,3.73,3.74,2.42,2.96,3.01,2.18,3.5,3.2,2.24,2.01,2.53,2.14,2.11,0.0,1.23,1.41,0.0,1.15,1.03,1.15,2.27,1.5,0.48,0.88,0.85,0.93,0.58,0.78,0.71,0.11,0.0,0.78,0.56,1.04,0.6,0.45,0.81,0.53,0.42,0.0,0.22,0.55,0.33,0.3,0.36,0.37,0.28,0.21,0.41,0.32,0.27,0.59,0.33,0.34,0.18,0.2,0.35,0.0,0.3,0.11,0.24,0.23,0.18,0.37,0.13,0.23,0.25,0.27,0.18,0.0,0.24,0.0,0.17,0.25,0.12,0.15,0.39,0.11,0.22,0.0,0.1,0.47,0.0,0.0,0.12,0.09,0.07,0.21,0.07,0.04,0.08,0.05,0.04,0.08,0.05,0.14,0.06,0.0,0.07,0.02,0.02,1.06,2.34,3.69,2.09,1.79,1.47,1.1,1.07,0.78,0.72,0.68,0.63,0.59,0.53,0.46,0.42,0.34,0.34,0.26,0.25,0.21,0.22,0.18,0.18,0.16,0.15,0.14,0.14,0.09,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,99.92
11/24/2021,5.12,0.0,4.96,3.77,3.74,2.45,2.92,2.98,2.2,3.47,3.25,2.25,1.94,2.63,2.12,2.16,0.0,1.24,1.41,0.0,1.17,1.04,1.16,2.29,1.55,0.49,0.97,0.86,1.02,0.58,0.82,0.7,0.11,0.0,0.78,0.56,1.08,0.61,0.43,0.82,0.55,0.43,0.0,0.22,0.56,0.33,0.3,0.35,0.37,0.28,0.21,0.4,0.32,0.27,0.61,0.33,0.34,0.18,0.19,0.35,0.0,0.31,0.1,0.25,0.23,0.17,0.36,0.13,0.24,0.25,0.28,0.19,0.0,0.24,0.0,0.17,0.26,0.12,0.15,0.38,0.11,0.2,0.0,0.1,0.47,0.0,0.0,0.12,0.09,0.08,0.22,0.07,0.04,0.08,0.05,0.04,0.09,0.05,0.14,0.06,0.0,0.07,0.02,0.02,1.04,0.0,3.46,2.01,1.8,1.41,1.08,1.11,0.75,0.7,0.68,0.62,0.58,0.52,0.45,0.44,0.35,0.32,0.25,0.25,0.21,0.22,0.17,0.17,0.15,0.15,0.13,0.13,0.08,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,2.3,0.0,99.98
11/25/2021,5.17,0.0,4.88,3.75,3.68,2.51,2.93,3.06,2.17,3.49,3.27,2.18,1.95,2.64,2.11,2.16,0.0,1.26,1.41,0.0,1.17,1.05,1.15,2.32,1.55,0.48,0.95,0.85,1.01,0.59,0.84,0.68,0.11,0.0,0.78,0.57,1.05,0.62,0.43,0.83,0.56,0.43,0.0,0.22,0.56,0.33,0.29,0.35,0.37,0.28,0.2,0.4,0.32,0.27,0.6,0.33,0.34,0.18,0.19,0.35,0.0,0.3,0.11,0.25,0.24,0.17,0.36,0.13,0.24,0.25,0.28,0.19,0.0,0.25,0.0,0.17,0.26,0.12,0.15,0.37,0.11,0.21,0.0,0.09,0.47,0.0,0.0,0.12,0.09,0.08,0.22,0.07,0.04,0.08,0.05,0.04,0.09,0.05,0.15,0.06,0.0,0.07,0.02,0.02,1.06,0.0,3.47,2.03,1.7,1.41,1.09,1.1,0.76,0.7,0.67,0.62,0.57,0.53,0.46,0.44,0.35,0.32,0.25,0.25,0.21,0.23,0.17,0.17,0.15,0.15,0.14,0.13,0.08,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,2.32,0.0,99.98
11/26/2021,5.17,0.0,4.88,3.75,3.68,2.51,2.93,3.06,2.17,3.49,3.27,2.18,1.95,2.64,2.11,2.16,0.0,1.26,1.41,0.0,1.17,1.05,1.15,2.32,1.55,0.48,0.95,0.85,1.01,0.59,0.84,0.68,0.11,0.0,0.78,0.57,1.05,0.62,0.43,0.83,0.56,0.43,0.0,0.22,0.56,0.33,0.29,0.35,0.37,0.28,0.2,0.4,0.32,0.27,0.6,0.33,0.34,0.18,0.19,0.35,0.0,0.3,0.11,0.25,0.24,0.17,0.36,0.13,0.24,0.25,0.28,0.19,0.0,0.25,0.0,0.17,0.26,0.12,0.15,0.37,0.11,0.21,0.0,0.09,0.47,0.0,0.0,0.12,0.09,0.08,0.22,0.07,0.04,0.08,0.05,0.04,0.09,0.05,0.15,0.06,0.0,0.07,0.02,0.02,1.06,0.0,3.47,2.03,1.7,1.41,1.09,1.1,0.76,0.7,0.67,0.62,0.57,0.53,0.46,0.44,0.35,0.32,0.25,0.25,0.21,0.23,0.17,0.17,0.15,0.15,0.14,0.13,0.08,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,2.32,0.0,99.98
11/29/2021,5.19,0.0,4.71,3.8,3.7,2.53,2.99,3.11,2.13,3.47,3.24,2.17,1.95,2.59,2.25,2.17,0.0,1.25,1.44,0.0,1.16,1.01,1.17,2.3,1.55,0.45,0.96,0.86,0.99,0.58,0.83,0.7,0.11,0.0,0.81,0.57,1.05,0.63,0.43,0.83,0.56,0.42,0.0,0.22,0.55,0.32,0.29,0.36,0.37,0.28,0.2,0.4,0.33,0.27,0.59,0.33,0.34,0.17,0.19,0.35,0.0,0.29,0.11,0.24,0.23,0.17,0.36,0.13,0.23,0.25,0.28,0.19,0.0,0.24,0.0,0.17,0.25,0.12,0.15,0.38,0.11,0.22,0.0,0.1,0.47,0.0,0.0,0.12,0.09,0.07,0.22,0.07,0.04,0.08,0.05,0.04,0.08,0.05,0.14,0.06,0.0,0.07,0.02,0.02,1.07,0.0,3.38,2.02,1.73,1.44,1.1,1.1,0.79,0.7,0.66,0.62,0.56,0.52,0.47,0.42,0.35,0.32,0.27,0.24,0.22,0.23,0.18,0.17,0.15,0.15,0.14,0.13,0.08,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,2.36,0.0,99.96
11/30/2021,5.2,0.0,4.72,3.76,3.73,2.61,2.89,3.08,2.18,3.5,3.21,2.18,1.94,2.61,2.24,2.2,0.0,1.2,1.44,0.0,1.21,1.02,1.14,2.24,1.62,0.46,0.98,0.88,1.03,0.6,0.84,0.71,0.11,0.0,0.8,0.56,1.06,0.6,0.43,0.83,0.56,0.42,0.0,0.22,0.54,0.32,0.3,0.36,0.39,0.3,0.2,0.41,0.34,0.28,0.6,0.33,0.33,0.17,0.19,0.35,0.0,0.31,0.11,0.24,0.24,0.17,0.36,0.13,0.23,0.25,0.29,0.2,0.0,0.25,0.0,0.18,0.27,0.12,0.15,0.38,0.11,0.21,0.0,0.09,0.46,0.0,0.0,0.13,0.09,0.08,0.22,0.07,0.04,0.09,0.06,0.04,0.1,0.05,0.14,0.06,0.0,0.08,0.02,0.02,1.05,0.0,3.27,1.93,1.69,1.49,1.09,1.08,0.74,0.72,0.66,0.6,0.55,0.51,0.46,0.43,0.35,0.32,0.26,0.25,0.22,0.22,0.16,0.17,0.14,0.15,0.14,0.14,0.08,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,2.39,0.0,99.98
12/01/2021,5.2,0.0,4.72,3.76,3.73,2.61,2.89,3.08,2.18,3.5,3.21,2.18,1.94,2.61,2.24,2.2,0.0,1.2,1.44,0.0,1.21,1.02,1.14,2.24,1.62,0.46,0.98,0.88,1.03,0.6,0.84,0.71,0.11,0.0,0.8,0.56,1.06,0.6,0.43,0.83,0.56,0.42,0.0,0.22,0.54,0.32,0.3,0.36,0.39,0.3,0.2,0.41,0.34,0.28,0.6,0.33,0.33,0.17,0.19,0.35,0.0,0.31,0.11,0.24,0.24,0.17,0.36,0.13,0.23,0.25,0.29,0.2,0.0,0.25,0.0,0.18,0.27,0.12,0.15,0.38,0.11,0.21,0.0,0.09,0.46,0.0,0.0,0.13,0.09,0.08,0.22,0.07,0.04,0.09,0.06,0.04,0.1,0.05,0.14,0.06,0.0,0.08,0.02,0.02,1.05,0.0,3.27,1.93,1.69,1.49,1.09,1.08,0.74,0.72,0.66,0.6,0.55,0.51,0.46,0.43,0.35,0.32,0.26,0.25,0.22,0.22,0.16,0.17,0.14,0.15,0.14,0.14,0.08,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,2.39,0.0,99.98
12/02/2021,5.2,0.0,4.72,3.76,3.73,2.61,2.89,3.08,2.18,3.5,3.21,2.18,1.94,2.61,2.24,2.2,0.0,1.2,1.44,0.0,1.21,1.02,1.14,2.24,1.62,0.46,0.98,0.88,1.03,0.6,0.84,0.71,0.11,0.0,0.8,0.56,1.06,0.6,0.43,0.83,0.56,0.42,0.0,0.22,0.54,0.32,0.3,0.36,0.39,0.3,0.2,0.41,0.34,0.28,0.6,0.33,0.33,0.17,0.19,0.35,0.0,0.31,0.11,0.24,0.24,0.17,0.36,0.13,0.23,0.25,0.29,0.2,0.0,0.25,0.0,0.18,0.27,0.12,0.15,0.38,0.11,0.21,0.0,0.09,0.46,0.0,0.0,0.13,0.09,0.08,0.22,0.07,0.04,0.09,0.06,0.04,0.1,0.05,0.14,0.06,0.0,0.08,0.02,0.02,1.05,0.0,3.27,1.93,1.69,1.49,1.09,1.08,0.74,0.72,0.66,0.6,0.55,0.51,0.46,0.43,0.35,0.32,0.26,0.25,0.22,0.22,0.16,0.17,0.14,0.15,0.14,0.14,0.08,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,2.39,0.0,99.98
12/06/2021,5.14,0.0,4.9,3.67,3.65,2.55,2.94,3.03,2.2,3.49,3.23,2.2,1.9,2.74,2.22,2.15,0.0,1.2,1.39,0.0,1.16,0.99,1.17,2.33,1.57,0.48,0.98,0.86,1.05,0.61,0.81,0.68,0.11,0.0,0.79,0.58,1.16,0.64,0.43,0.83,0.58,0.42,0.0,0.21,0.65,0.36,0.3,0.33,0.38,0.29,0.2,0.0,0.32,0.26,0.64,0.33,0.33,0.17,0.19,0.35,0.0,0.33,0.11,0.25,0.23,0.18,0.35,0.12,0.24,0.25,0.28,0.19,0.0,0.29,0.0,0.18,0.27,0.12,0.16,0.4,0.11,0.21,0.0,0.09,0.49,0.0,0.0,0.12,0.08,0.07,0.24,0.07,0.04,0.08,0.05,0.04,0.09,0.04,0.13,0.06,0.0,0.07,0.02,0.02,1.02,0.39,3.2,1.91,1.63,1.37,1.08,1.08,0.74,0.66,0.68,0.6,0.58,0.55,0.47,0.44,0.37,0.35,0.27,0.27,0.23,0.22,0.2,0.17,0.14,0.15,0.14,0.14,0.1,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.0,2.3,0.0,100.01
12/07/2021,5.14,0.0,4.9,3.67,3.65,2.55,2.94,3.03,2.2,3.49,3.23,2.2,1.9,2.74,2.22,2.15,0.0,1.2,1.39,0.0,1.16,0.99,1.17,2.33,1.57,0.48,0.98,0.86,1.05,0.61,0.81,0.68,0.11,0.0,0.79,0.58,1.16,0.64,0.43,0.83,0.58,0.42,0.0,0.21,0.65,0.36,0.3,0.33,0.38,0.29,0.2,0.0,0.32,0.26,0.64,0.33,0.33,0.17,0.19,0.35,0.0,0.33,0.11,0.25,0.23,0.18,0.35,0.12,0.24,0.25,0.28,0.19,0.0,0.29,0.0,0.18,0.27,0.12,0.16,0.4,0.11,0.21,0.0,0.09,0.49,0.0,0.0,0.12,0.08,0.07,0.24,0.07,0.04,0.08,0.05,0.04,0.09,0.04,0.13,0.06,0.0,0.07,0.02,0.02,1.02,0.39,3.2,1.91,1.63,1.37,1.08,1.08,0.74,0.66,0.68,0.6,0.58,0.55,0.47,0.44,0.37,0.35,0.27,0.27,0.23,0.22,0.2,0.17,0.14,0.15,0.14,0.14,0.1,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.0,2.3,0.0,100.01
12/08/2021,5.14,0.0,4.9,3.67,3.65,2.55,2.94,3.03,2.2,3.49,3.23,2.2,1.9,2.74,2.22,2.15,0.0,1.2,1.39,0.0,1.16,0.99,1.17,2.33,1.57,0.48,0.98,0.86,1.05,0.61,0.81,0.68,0.11,0.0,0.79,0.58,1.16,0.64,0.43,0.83,0.58,0.42,0.0,0.21,0.65,0.36,0.3,0.33,0.38,0.29,0.2,0.0,0.32,0.26,0.64,0.33,0.33,0.17,0.19,0.35,0.0,0.33,0.11,0.25,0.23,0.18,0.35,0.12,0.24,0.25,0.28,0.19,0.0,0.29,0.0,0.18,0.27,0.12,0.16,0.4,0.11,0.21,0.0,0.09,0.49,0.0,0.0,0.12,0.08,0.07,0.24,0.07,0.04,0.08,0.05,0.04,0.09,0.04,0.13,0.06,0.0,0.07,0.02,0.02,1.02,0.39,3.2,1.91,1.63,1.37,1.08,1.08,0.74,0.66,0.68,0.6,0.58,0.55,0.47,0.44,0.37,0.35,0.27,0.27,0.23,0.22,0.2,0.17,0.14,0.15,0.14,0.14,0.1,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.0,2.3,0.0,100.01
12/09/2021,5.14,0.0,4.9,3.67,3.65,2.55,2.94,3.03,2.2,3.49,3.23,2.2,1.9,2.74,2.22,2.15,0.0,1.2,1.39,0.0,1.16,0.99,1.17,2.33,1.57,0.48,0.98,0.86,1.05,0.61,0.81,0.68,0.11,0.0,0.79,0.58,1.16,0.64,0.43,0.83,0.58,0.42,0.0,0.21,0.65,0.36,0.3,0.33,0.38,0.29,0.2,0.0,0.32,0.26,0.64,0.33,0.33,0.17,0.19,0.35,0.0,0.33,0.11,0.25,0.23,0.18,0.35,0.12,0.24,0.25,0.28,0.19,0.0,0.29,0.0,0.18,0.27,0.12,0.16,0.4,0.11,0.21,0.0,0.09,0.49,0.0,0.0,0.12,0.08,0.07,0.24,0.07,0.04,0.08,0.05,0.04,0.09,0.04,0.13,0.06,0.0,0.07,0.02,0.02,1.02,0.39,3.2,1.91,1.63,1.37,1.08,1.08,0.74,0.66,0.68,0.6,0.58,0.55,0.47,0.44,0.37,0.35,0.27,0.27,0.23,0.22,0.2,0.17,0.14,0.15,0.14,0.14,0.1,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.0,2.3,0.0,100.01
12/10/2021,5.14,0.0,4.9,3.67,3.65,2.55,2.94,3.03,2.2,3.49,3.23,2.2,1.9,2.74,2.22,2.15,0.0,1.2,1.39,0.0,1.16,0.99,1.17,2.33,1.57,0.48,0.98,0.86,1.05,0.61,0.81,0.68,0.11,0.0,0.79,0.58,1.16,0.64,0.43,0.83,0.58,0.42,0.0,0.21,0.65,0.36,0.3,0.33,0.38,0.29,0.2,0.0,0.32,0.26,0.64,0.33,0.33,0.17,0.19,0.35,0.0,0.33,0.11,0.25,0.23,0.18,0.35,0.12,0.24,0.25,0.28,0.19,0.0,0.29,0.0,0.18,0.27,0.12,0.16,0.4,0.11,0.21,0.0,0.09,0.49,0.0,0.0,0.12,0.08,0.07,0.24,0.07,0.04,0.08,0.05,0.04,0.09,0.04,0.13,0.06,0.0,0.07,0.02,0.02,1.02,0.39,3.2,1.91,1.63,1.37,1.08,1.08,0.74,0.66,0.68,0.6,0.58,0.55,0.47,0.44,0.37,0.35,0.27,0.27,0.23,0.22,0.2,0.17,0.14,0.15,0.14,0.14,0.1,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.0,2.3,0.0,100.01
12/13/2021,5.14,0.0,4.9,3.67,3.65,2.55,2.94,3.03,2.2,3.49,3.23,2.2,1.9,2.74,2.22,2.15,0.0,1.2,1.39,0.0,1.16,0.99,1.17,2.33,1.57,0.48,0.98,0.86,1.05,0.61,0.81,0.68,0.11,0.0,0.79,0.58,1.16,0.64,0.43,0.83,0.58,0.42,0.0,0.21,0.65,0.36,0.3,0.33,0.38,0.29,0.2,0.0,0.32,0.26,0.64,0.33,0.33,0.17,0.19,0.35,0.0,0.33,0.11,0.25,0.23,0.18,0.35,0.12,0.24,0.25,0.28,0.19,0.0,0.29,0.0,0.18,0.27,0.12,0.16,0.4,0.11,0.21,0.0,0.09,0.49,0.0,0.0,0.12,0.08,0.07,0.24,0.07,0.04,0.08,0.05,0.04,0.09,0.04,0.13,0.06,0.0,0.07,0.02,0.02,1.02,0.39,3.2,1.91,1.63,1.37,1.08,1.08,0.74,0.66,0.68,0.6,0.58,0.55,0.47,0.44,0.37,0.35,0.27,0.27,0.23,0.22,0.2,0.17,0.14,0.15,0.14,0.14,0.1,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.0,2.3,0.0,100.01
12/14/2021,5.14,0.0,4.9,3.67,3.65,2.55,2.94,3.03,2.2,3.49,3.23,2.2,1.9,2.74,2.22,2.15,0.0,1.2,1.39,0.0,1.16,0.99,1.17,2.33,1.57,0.48,0.98,0.86,1.05,0.61,0.81,0.68,0.11,0.0,0.79,0.58,1.16,0.64,0.43,0.83,0.58,0.42,0.0,0.21,0.65,0.36,0.3,0.33,0.38,0.29,0.2,0.0,0.32,0.26,0.64,0.33,0.33,0.17,0.19,0.35,0.0,0.33,0.11,0.25,0.23,0.18,0.35,0.12,0.24,0.25,0.28,0.19,0.0,0.29,0.0,0.18,0.27,0.12,0.16,0.4,0.11,0.21,0.0,0.09,0.49,0.0,0.0,0.12,0.08,0.07,0.24,0.07,0.04,0.08,0.05,0.04,0.09,0.04,0.13,0.06,0.0,0.07,0.02,0.02,1.02,0.39,3.2,1.91,1.63,1.37,1.08,1.08,0.74,0.66,0.68,0.6,0.58,0.55,0.47,0.44,0.37,0.35,0.27,0.27,0.23,0.22,0.2,0.17,0.14,0.15,0.14,0.14,0.1,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.0,2.3,0.0,100.01
12/15/2021,5.14,0.0,4.9,3.67,3.65,2.55,2.94,3.03,2.2,3.49,3.23,2.2,1.9,2.74,2.22,2.15,0.0,1.2,1.39,0.0,1.16,0.99,1.17,2.33,1.57,0.48,0.98,0.86,1.05,0.61,0.81,0.68,0.11,0.0,0.79,0.58,1.16,0.64,0.43,0.83,0.58,0.42,0.0,0.21,0.65,0.36,0.3,0.33,0.38,0.29,0.2,0.0,0.32,0.26,0.64,0.33,0.33,0.17,0.19,0.35,0.0,0.33,0.11,0.25,0.23,0.18,0.35,0.12,0.24,0.25,0.28,0.19,0.0,0.29,0.0,0.18,0.27,0.12,0.16,0.4,0.11,0.21,0.0,0.09,0.49,0.0,0.0,0.12,0.08,0.07,0.24,0.07,0.04,0.08,0.05,0.04,0.09,0.04,0.13,0.06,0.0,0.07,0.02,0.02,1.02,0.39,3.2,1.91,1.63,1.37,1.08,1.08,0.74,0.66,0.68,0.6,0.58,0.55,0.47,0.44,0.37,0.35,0.27,0.27,0.23,0.22,0.2,0.17,0.14,0.15,0.14,0.14,0.1,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.0,2.3,0.0,100.01
12/16/2021,5.14,0.0,4.9,3.67,3.65,2.55,2.94,3.03,2.2,3.49,3.23,2.2,1.9,2.74,2.22,2.15,0.0,1.2,1.39,0.0,1.16,0.99,1.17,2.33,1.57,0.48,0.98,0.86,1.05,0.61,0.81,0.68,0.11,0.0,0.79,0.58,1.16,0.64,0.43,0.83,0.58,0.42,0.0,0.21,0.65,0.36,0.3,0.33,0.38,0.29,0.2,0.0,0.32,0.26,0.64,0.33,0.33,0.17,0.19,0.35,0.0,0.33,0.11,0.25,0.23,0.18,0.35,0.12,0.24,0.25,0.28,0.19,0.0,0.29,0.0,0.18,0.27,0.12,0.16,0.4,0.11,0.21,0.0,0.09,0.49,0.0,0.0,0.12,0.08,0.07,0.24,0.07,0.04,0.08,0.05,0.04,0.09,0.04,0.13,0.06,0.0,0.07,0.02,0.02,1.02,0.39,3.2,1.91,1.63,1.37,1.08,1.08,0.74,0.66,0.68,0.6,0.58,0.55,0.47,0.44,0.37,0.35,0.27,0.27,0.23,0.22,0.2,0.17,0.14,0.15,0.14,0.14,0.1,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.0,2.3,0.0,100.01
12/17/2021,5.14,0.0,4.9,3.67,3.65,2.55,2.94,3.03,2.2,3.49,3.23,2.2,1.9,2.74,2.22,2.15,0.0,1.2,1.39,0.0,1.16,0.99,1.17,2.33,1.57,0.48,0.98,0.86,1.05,0.61,0.81,0.68,0.11,0.0,0.79,0.58,1.16,0.64,0.43,0.83,0.58,0.42,0.0,0.21,0.65,0.36,0.3,0.33,0.38,0.29,0.2,0.0,0.32,0.26,0.64,0.33,0.33,0.17,0.19,0.35,0.0,0.33,0.11,0.25,0.23,0.18,0.35,0.12,0.24,0.25,0.28,0.19,0.0,0.29,0.0,0.18,0.27,0.12,0.16,0.4,0.11,0.21,0.0,0.09,0.49,0.0,0.0,0.12,0.08,0.07,0.24,0.07,0.04,0.08,0.05,0.04,0.09,0.04,0.13,0.06,0.0,0.07,0.02,0.02,1.02,0.39,3.2,1.91,1.63,1.37,1.08,1.08,0.74,0.66,0.68,0.6,0.58,0.55,0.47,0.44,0.37,0.35,0.27,0.27,0.23,0.22,0.2,0.17,0.14,0.15,0.14,0.14,0.1,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.0,2.3,0.0,100.01
