,TECH,MOH,CGNX,SBNY,SEDG,MASI,CDAY,STLD,CPT,FDS,RGEN,BRO,GGG,FICO,FIVE,WSM,TREX,NDSN,JLL,DECK,AXON,DAR,MPW,TTC,RH,CLF,LII,HUBB,WTRG,CSL,RPM,BLDR,SCI,EWBC,MANH,LAD,CREE,MIDD,OC,XPO,RS,UGI,LAMR,Y,ACM,AFG,KSS,PEN,LSI,UTHR,CPRI,SYNH,WSO,G,FHN,OLED,ARW,LEA,NBIX,AZPN,ATR,CIEN,HRC,DCI,STOR,AGCO,ITT,LECO,JAZZ,NNN,REXR,BC,RGA,FSLR,TPX,JBL,RNR,MKSI,LSCC,OSK,OHI,EHC,AIRC,THC,MAT,FAF,BJ,GNTX,X,DKS,ORI,YETI,CASY,CHE,CBSH,TTEK,JHG,NYT,SEIC,PII,RGLD,BLD,SF,JEF,PNFP,IAA,RUN,WWD,OGE,SLAB,FR,KRC,FFIN,AMG,SKX,EGP,TOL,LFUS,CNXC,BRX,NVST,ACC,POST,OLN,WH,AYI,MAN,EME,LITE,PB,IIVI,EXP,FOXF,THO,CFR,MDU,SON,SNV,SMG,VAC,STAA,LSTR,HOG,AN,COHR,KNX,LPX,SYNA,FL,RBC,SRCL,BRKS,GMED,CACI,PRI,TXRH,AMED,SLM,EXEL,VNT,TDC,INGR,CUZ,NYCB,MSA,ASGN,ACHC,JCOM,SRC,CFX,HELE,SAM,LHCG,NVT,EVR,CC,NCR,NATI,VVV,HALO,KBR,HQY,VLY,IDA,ESNT,CIT,MMS,SNX,MTZ,IART,VMI,MTG,OZK,GBCI,AEO,CLH,IBKR,TKR,SIGI,FLS,CR,THG,EQT,BYD,IRDM,MEDP,RYN,CDK,QDEL,SMTC,ASH,SAIC,CRUS,PACW,CAR,CW,GME,PCTY,CROX,TRGP,GXO,SAIA,VSCO,DEI,HXL,TNL,TGNA,ADS,HFC,GT,WBS,UBSI,NFG,STL,RRX,SLG,ZD,SSD,CHX,AVNT,WTFC,SAIL,FLO,FCN,AZTA,SUM
09/29/2021,0.0,0.8,0.74,0.7,0.0,0.66,0.0,0.57,0.67,0.65,0.74,0.0,0.58,0.56,0.59,0.72,0.57,0.6,0.6,0.52,0.54,0.56,0.53,0.5,0.56,0.44,0.0,0.48,0.48,0.51,0.49,0.51,0.47,0.5,0.47,0.49,0.0,0.47,0.44,0.41,0.43,0.41,0.47,0.42,0.46,0.43,0.43,0.0,0.41,0.41,0.38,0.45,0.42,0.4,0.44,0.39,0.41,0.4,0.0,0.4,0.38,0.38,0.45,0.39,0.38,0.37,0.36,0.38,0.32,0.36,0.36,0.36,0.35,0.36,0.41,0.39,0.33,0.4,0.43,0.35,0.33,0.35,0.36,0.36,0.34,0.36,0.36,0.37,0.29,0.44,0.32,0.34,0.34,0.35,0.35,0.37,0.34,0.35,0.35,0.34,0.31,0.34,0.35,0.35,0.33,0.36,0.32,0.32,0.31,0.33,0.32,0.33,0.32,0.32,0.3,0.31,0.33,0.34,0.33,0.32,0.32,0.32,0.3,0.34,0.35,0.32,0.28,0.31,0.3,0.3,0.31,0.29,0.3,0.29,0.32,0.28,0.29,0.31,0.28,0.32,0.31,0.3,0.29,0.32,0.29,0.3,0.29,0.32,0.25,0.27,0.29,0.36,0.28,0.28,0.29,0.29,0.0,0.28,0.29,0.27,0.28,0.28,0.26,0.28,0.25,0.28,0.27,0.28,0.26,0.26,0.27,0.0,0.24,0.27,0.27,0.0,0.25,0.25,0.26,0.25,0.25,0.26,0.26,0.0,0.24,0.25,0.24,0.0,0.0,0.0,0.24,0.24,0.25,0.24,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.25,0.27,0.25,0.52,0.52,0.49,0.5,0.38,0.3,0.26,0.24,0.25,0.24,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.09
09/30/2021,0.0,0.78,0.72,0.74,0.0,0.64,0.0,0.59,0.65,0.64,0.7,0.0,0.58,0.55,0.59,0.73,0.57,0.6,0.59,0.51,0.53,0.57,0.52,0.49,0.57,0.46,0.0,0.48,0.47,0.52,0.48,0.52,0.47,0.53,0.47,0.49,0.0,0.47,0.45,0.41,0.43,0.41,0.47,0.42,0.45,0.42,0.43,0.0,0.39,0.41,0.38,0.43,0.41,0.39,0.46,0.38,0.42,0.41,0.0,0.39,0.38,0.38,0.44,0.39,0.38,0.38,0.36,0.38,0.31,0.36,0.35,0.36,0.35,0.37,0.41,0.38,0.33,0.4,0.42,0.35,0.33,0.35,0.35,0.34,0.33,0.36,0.36,0.37,0.3,0.43,0.32,0.33,0.35,0.35,0.35,0.37,0.34,0.35,0.35,0.34,0.3,0.34,0.35,0.35,0.34,0.35,0.33,0.32,0.31,0.33,0.32,0.33,0.32,0.32,0.29,0.31,0.33,0.33,0.32,0.31,0.31,0.31,0.31,0.35,0.35,0.32,0.29,0.31,0.3,0.31,0.31,0.29,0.3,0.29,0.33,0.29,0.29,0.32,0.28,0.33,0.29,0.3,0.29,0.32,0.29,0.3,0.3,0.31,0.25,0.28,0.29,0.36,0.28,0.28,0.29,0.3,0.0,0.28,0.29,0.27,0.28,0.28,0.26,0.29,0.25,0.29,0.27,0.28,0.26,0.26,0.27,0.0,0.24,0.27,0.27,0.25,0.25,0.26,0.26,0.25,0.26,0.27,0.26,0.0,0.24,0.25,0.24,0.0,0.0,0.0,0.24,0.0,0.25,0.26,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.29,0.25,0.53,0.51,0.48,0.52,0.37,0.3,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.09
10/01/2021,0.0,0.77,0.68,0.74,0.0,0.64,0.0,0.6,0.67,0.67,0.66,0.0,0.58,0.54,0.57,0.73,0.55,0.6,0.6,0.51,0.54,0.57,0.53,0.51,0.56,0.45,0.0,0.49,0.48,0.51,0.49,0.52,0.47,0.53,0.45,0.49,0.0,0.47,0.44,0.39,0.44,0.41,0.47,0.42,0.45,0.42,0.43,0.0,0.4,0.4,0.38,0.42,0.41,0.39,0.46,0.37,0.42,0.42,0.0,0.4,0.38,0.38,0.45,0.39,0.38,0.39,0.36,0.38,0.32,0.36,0.35,0.37,0.35,0.37,0.41,0.38,0.33,0.39,0.41,0.36,0.33,0.35,0.35,0.34,0.33,0.36,0.35,0.37,0.3,0.43,0.32,0.32,0.35,0.35,0.36,0.36,0.34,0.34,0.35,0.34,0.3,0.33,0.35,0.35,0.34,0.35,0.32,0.32,0.31,0.32,0.32,0.33,0.33,0.31,0.29,0.31,0.32,0.34,0.34,0.32,0.32,0.32,0.31,0.35,0.36,0.32,0.29,0.31,0.3,0.32,0.31,0.29,0.3,0.32,0.33,0.29,0.29,0.32,0.29,0.33,0.28,0.3,0.29,0.32,0.29,0.3,0.3,0.31,0.26,0.28,0.29,0.35,0.28,0.29,0.3,0.29,0.0,0.28,0.29,0.27,0.28,0.28,0.26,0.29,0.26,0.29,0.27,0.28,0.26,0.26,0.27,0.0,0.24,0.27,0.27,0.24,0.25,0.25,0.26,0.24,0.25,0.26,0.26,0.24,0.0,0.26,0.24,0.0,0.0,0.0,0.25,0.24,0.25,0.26,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.29,0.25,0.51,0.49,0.47,0.52,0.37,0.3,0.25,0.25,0.25,0.24,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.03
10/05/2021,0.0,0.76,0.69,0.78,0.0,0.64,0.0,0.56,0.67,0.69,0.65,0.0,0.56,0.55,0.53,0.67,0.54,0.59,0.62,0.5,0.54,0.57,0.52,0.5,0.53,0.43,0.0,0.48,0.48,0.51,0.49,0.51,0.47,0.53,0.46,0.45,0.0,0.47,0.44,0.39,0.43,0.42,0.47,0.43,0.45,0.42,0.38,0.0,0.4,0.4,0.36,0.41,0.4,0.39,0.46,0.36,0.42,0.42,0.0,0.4,0.39,0.39,0.45,0.39,0.38,0.38,0.36,0.38,0.31,0.37,0.36,0.36,0.37,0.38,0.39,0.37,0.33,0.39,0.42,0.35,0.33,0.34,0.36,0.35,0.32,0.36,0.33,0.38,0.29,0.41,0.32,0.31,0.34,0.34,0.36,0.38,0.34,0.34,0.35,0.34,0.29,0.32,0.35,0.36,0.35,0.35,0.33,0.33,0.31,0.32,0.32,0.33,0.33,0.31,0.29,0.32,0.3,0.33,0.36,0.32,0.32,0.32,0.31,0.35,0.36,0.31,0.29,0.31,0.3,0.33,0.31,0.29,0.3,0.34,0.33,0.29,0.29,0.33,0.28,0.33,0.28,0.29,0.28,0.31,0.29,0.29,0.3,0.31,0.24,0.29,0.29,0.34,0.28,0.29,0.3,0.3,0.0,0.28,0.31,0.27,0.29,0.29,0.26,0.3,0.26,0.29,0.28,0.28,0.26,0.27,0.27,0.0,0.0,0.27,0.27,0.25,0.26,0.25,0.26,0.26,0.26,0.27,0.27,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.26,0.26,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.25,0.0,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.3,0.26,0.51,0.5,0.44,0.54,0.38,0.3,0.0,0.24,0.25,0.0,0.0,0.26,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.87
10/06/2021,0.0,0.76,0.69,0.78,0.0,0.64,0.0,0.56,0.67,0.69,0.65,0.0,0.56,0.55,0.53,0.67,0.54,0.59,0.62,0.5,0.54,0.57,0.52,0.5,0.53,0.43,0.0,0.48,0.48,0.51,0.49,0.51,0.47,0.53,0.46,0.45,0.0,0.47,0.44,0.39,0.43,0.42,0.47,0.43,0.45,0.42,0.38,0.0,0.4,0.4,0.36,0.41,0.4,0.39,0.46,0.36,0.42,0.42,0.0,0.4,0.39,0.39,0.45,0.39,0.38,0.38,0.36,0.38,0.31,0.37,0.36,0.36,0.37,0.38,0.39,0.37,0.33,0.39,0.42,0.35,0.33,0.34,0.36,0.35,0.32,0.36,0.33,0.38,0.29,0.41,0.32,0.31,0.34,0.34,0.36,0.38,0.34,0.34,0.35,0.34,0.29,0.32,0.35,0.36,0.35,0.35,0.33,0.33,0.31,0.32,0.32,0.33,0.33,0.31,0.29,0.32,0.3,0.33,0.36,0.32,0.32,0.32,0.31,0.35,0.36,0.31,0.29,0.31,0.3,0.33,0.31,0.29,0.3,0.34,0.33,0.29,0.29,0.33,0.28,0.33,0.28,0.29,0.28,0.31,0.29,0.29,0.3,0.31,0.24,0.29,0.29,0.34,0.28,0.29,0.3,0.3,0.0,0.28,0.31,0.27,0.29,0.29,0.26,0.3,0.26,0.29,0.28,0.28,0.26,0.27,0.27,0.0,0.0,0.27,0.27,0.25,0.26,0.25,0.26,0.26,0.26,0.27,0.27,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.26,0.26,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.25,0.0,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.3,0.26,0.51,0.5,0.44,0.54,0.38,0.3,0.0,0.24,0.25,0.0,0.0,0.26,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.87
10/07/2021,0.0,0.76,0.68,0.79,0.0,0.63,0.0,0.57,0.68,0.7,0.63,0.0,0.56,0.53,0.53,0.65,0.55,0.6,0.61,0.5,0.5,0.56,0.52,0.51,0.52,0.44,0.0,0.48,0.49,0.51,0.49,0.51,0.48,0.54,0.45,0.45,0.0,0.47,0.44,0.38,0.44,0.43,0.48,0.43,0.44,0.42,0.39,0.0,0.4,0.4,0.36,0.41,0.41,0.39,0.46,0.34,0.42,0.42,0.0,0.4,0.39,0.38,0.45,0.39,0.38,0.39,0.36,0.38,0.35,0.37,0.36,0.37,0.37,0.38,0.38,0.37,0.33,0.38,0.41,0.36,0.33,0.34,0.36,0.34,0.32,0.37,0.34,0.38,0.29,0.41,0.33,0.31,0.35,0.34,0.36,0.37,0.34,0.34,0.35,0.34,0.29,0.32,0.35,0.36,0.35,0.35,0.31,0.33,0.32,0.32,0.33,0.33,0.34,0.31,0.29,0.32,0.31,0.33,0.34,0.32,0.32,0.33,0.32,0.35,0.37,0.31,0.29,0.31,0.29,0.33,0.29,0.29,0.3,0.34,0.33,0.3,0.29,0.33,0.28,0.33,0.26,0.29,0.29,0.32,0.29,0.29,0.3,0.3,0.0,0.29,0.29,0.34,0.27,0.3,0.29,0.3,0.0,0.28,0.3,0.27,0.29,0.29,0.27,0.3,0.26,0.29,0.27,0.28,0.26,0.27,0.26,0.0,0.0,0.27,0.27,0.25,0.26,0.25,0.26,0.25,0.27,0.26,0.27,0.24,0.24,0.26,0.25,0.0,0.0,0.0,0.25,0.25,0.26,0.26,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.3,0.26,0.49,0.49,0.43,0.56,0.37,0.29,0.0,0.25,0.26,0.0,0.0,0.25,0.26,0.25,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.83
10/08/2021,0.0,0.76,0.69,0.79,0.0,0.64,0.0,0.57,0.68,0.7,0.62,0.0,0.56,0.53,0.51,0.65,0.55,0.6,0.62,0.5,0.5,0.56,0.51,0.51,0.52,0.45,0.0,0.49,0.48,0.51,0.49,0.51,0.48,0.54,0.46,0.44,0.0,0.47,0.44,0.38,0.44,0.43,0.47,0.43,0.44,0.43,0.38,0.0,0.4,0.41,0.36,0.41,0.41,0.39,0.46,0.35,0.43,0.42,0.0,0.41,0.39,0.38,0.45,0.39,0.38,0.39,0.37,0.39,0.35,0.37,0.35,0.37,0.37,0.38,0.38,0.38,0.33,0.38,0.41,0.36,0.32,0.33,0.36,0.33,0.32,0.37,0.34,0.38,0.3,0.4,0.33,0.31,0.35,0.33,0.36,0.38,0.35,0.34,0.35,0.35,0.29,0.32,0.36,0.36,0.35,0.36,0.31,0.32,0.31,0.32,0.33,0.33,0.34,0.31,0.29,0.32,0.31,0.34,0.35,0.32,0.31,0.32,0.31,0.36,0.37,0.32,0.29,0.31,0.29,0.32,0.29,0.29,0.31,0.33,0.33,0.29,0.29,0.34,0.28,0.33,0.26,0.29,0.28,0.3,0.29,0.29,0.3,0.3,0.0,0.27,0.29,0.34,0.28,0.29,0.3,0.3,0.0,0.28,0.3,0.27,0.28,0.29,0.26,0.3,0.26,0.29,0.26,0.28,0.26,0.27,0.26,0.0,0.0,0.27,0.28,0.25,0.27,0.25,0.26,0.25,0.27,0.26,0.27,0.24,0.24,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.26,0.26,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.32,0.26,0.49,0.49,0.43,0.56,0.37,0.3,0.0,0.24,0.26,0.0,0.0,0.26,0.26,0.25,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.85
10/11/2021,0.0,0.77,0.68,0.79,0.0,0.64,0.0,0.57,0.68,0.7,0.62,0.0,0.56,0.54,0.57,0.65,0.55,0.59,0.6,0.51,0.51,0.56,0.51,0.5,0.53,0.45,0.0,0.48,0.48,0.51,0.49,0.52,0.49,0.54,0.46,0.46,0.0,0.47,0.45,0.39,0.43,0.43,0.47,0.43,0.44,0.44,0.37,0.0,0.41,0.42,0.37,0.41,0.41,0.39,0.45,0.35,0.43,0.43,0.0,0.44,0.39,0.39,0.45,0.38,0.38,0.38,0.37,0.39,0.38,0.37,0.36,0.37,0.37,0.38,0.38,0.39,0.34,0.38,0.41,0.35,0.32,0.32,0.36,0.32,0.33,0.37,0.34,0.39,0.27,0.4,0.34,0.31,0.35,0.31,0.36,0.39,0.37,0.35,0.35,0.34,0.29,0.33,0.36,0.37,0.34,0.36,0.33,0.32,0.31,0.32,0.33,0.34,0.33,0.31,0.29,0.32,0.31,0.33,0.35,0.32,0.3,0.32,0.3,0.35,0.37,0.35,0.29,0.31,0.29,0.32,0.29,0.29,0.3,0.33,0.33,0.29,0.29,0.33,0.28,0.32,0.26,0.29,0.28,0.31,0.29,0.28,0.3,0.31,0.24,0.26,0.28,0.34,0.27,0.3,0.3,0.29,0.0,0.28,0.3,0.26,0.28,0.3,0.26,0.3,0.26,0.3,0.25,0.29,0.26,0.27,0.27,0.24,0.0,0.26,0.28,0.25,0.27,0.25,0.26,0.0,0.27,0.26,0.27,0.0,0.24,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.26,0.0,0.25,0.27,0.0,0.0,0.0,0.0,0.0,0.25,0.24,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.31,0.26,0.49,0.49,0.44,0.55,0.37,0.31,0.0,0.24,0.26,0.0,0.0,0.25,0.25,0.24,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.96000000000001
10/12/2021,0.0,0.78,0.68,0.81,0.0,0.64,0.0,0.57,0.67,0.7,0.59,0.0,0.56,0.54,0.57,0.65,0.55,0.58,0.6,0.49,0.49,0.56,0.51,0.5,0.53,0.45,0.0,0.48,0.48,0.51,0.49,0.52,0.49,0.54,0.45,0.46,0.0,0.46,0.44,0.38,0.43,0.43,0.47,0.44,0.44,0.44,0.36,0.0,0.41,0.42,0.36,0.41,0.41,0.39,0.46,0.35,0.43,0.44,0.0,0.45,0.39,0.39,0.45,0.38,0.38,0.38,0.38,0.39,0.37,0.37,0.36,0.37,0.38,0.39,0.38,0.39,0.35,0.37,0.41,0.34,0.32,0.32,0.36,0.31,0.32,0.37,0.34,0.4,0.27,0.39,0.34,0.31,0.35,0.31,0.36,0.39,0.37,0.36,0.35,0.36,0.29,0.32,0.37,0.38,0.35,0.36,0.32,0.32,0.31,0.32,0.33,0.33,0.34,0.31,0.28,0.32,0.31,0.33,0.36,0.32,0.3,0.32,0.3,0.35,0.38,0.36,0.29,0.31,0.29,0.32,0.29,0.29,0.3,0.33,0.33,0.29,0.29,0.33,0.28,0.32,0.25,0.28,0.28,0.31,0.29,0.27,0.29,0.3,0.24,0.25,0.29,0.33,0.27,0.3,0.3,0.29,0.0,0.28,0.31,0.27,0.28,0.3,0.27,0.3,0.26,0.3,0.24,0.0,0.25,0.27,0.27,0.0,0.0,0.26,0.28,0.26,0.26,0.25,0.26,0.0,0.27,0.26,0.27,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.26,0.26,0.0,0.25,0.28,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.34,0.27,0.49,0.48,0.41,0.56,0.35,0.31,0.0,0.24,0.26,0.0,0.0,0.25,0.26,0.25,0.25,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.86
10/13/2021,0.0,0.78,0.68,0.81,0.0,0.64,0.0,0.57,0.67,0.7,0.59,0.0,0.56,0.54,0.57,0.65,0.55,0.58,0.6,0.49,0.49,0.56,0.51,0.5,0.53,0.45,0.0,0.48,0.48,0.51,0.49,0.52,0.49,0.54,0.45,0.46,0.0,0.46,0.44,0.38,0.43,0.43,0.47,0.44,0.44,0.44,0.36,0.0,0.41,0.42,0.36,0.41,0.41,0.39,0.46,0.35,0.43,0.44,0.0,0.45,0.39,0.39,0.45,0.38,0.38,0.38,0.38,0.39,0.37,0.37,0.36,0.37,0.38,0.39,0.38,0.39,0.35,0.37,0.41,0.34,0.32,0.32,0.36,0.31,0.32,0.37,0.34,0.4,0.27,0.39,0.34,0.31,0.35,0.31,0.36,0.39,0.37,0.36,0.35,0.36,0.29,0.32,0.37,0.38,0.35,0.36,0.32,0.32,0.31,0.32,0.33,0.33,0.34,0.31,0.28,0.32,0.31,0.33,0.36,0.32,0.3,0.32,0.3,0.35,0.38,0.36,0.29,0.31,0.29,0.32,0.29,0.29,0.3,0.33,0.33,0.29,0.29,0.33,0.28,0.32,0.25,0.28,0.28,0.31,0.29,0.27,0.29,0.3,0.24,0.25,0.29,0.33,0.27,0.3,0.3,0.29,0.0,0.28,0.31,0.27,0.28,0.3,0.27,0.3,0.26,0.3,0.24,0.0,0.25,0.27,0.27,0.0,0.0,0.26,0.28,0.26,0.26,0.25,0.26,0.0,0.27,0.26,0.27,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.26,0.26,0.0,0.25,0.28,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.34,0.27,0.49,0.48,0.41,0.56,0.35,0.31,0.0,0.24,0.26,0.0,0.0,0.25,0.26,0.25,0.25,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.86
10/14/2021,0.0,0.79,0.68,0.81,0.0,0.64,0.0,0.59,0.68,0.71,0.59,0.0,0.55,0.53,0.56,0.65,0.55,0.59,0.61,0.45,0.51,0.56,0.52,0.49,0.53,0.47,0.0,0.48,0.48,0.52,0.5,0.53,0.48,0.54,0.45,0.46,0.0,0.45,0.44,0.37,0.44,0.43,0.48,0.44,0.43,0.44,0.35,0.0,0.41,0.42,0.36,0.4,0.42,0.39,0.46,0.35,0.43,0.44,0.0,0.51,0.4,0.39,0.45,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.36,0.37,0.38,0.4,0.38,0.4,0.35,0.38,0.4,0.33,0.32,0.32,0.36,0.31,0.32,0.38,0.35,0.41,0.28,0.38,0.34,0.3,0.34,0.31,0.36,0.39,0.37,0.36,0.35,0.36,0.29,0.32,0.37,0.38,0.35,0.36,0.34,0.32,0.31,0.32,0.33,0.33,0.33,0.31,0.28,0.33,0.31,0.33,0.35,0.32,0.29,0.32,0.3,0.35,0.38,0.37,0.29,0.3,0.3,0.32,0.28,0.29,0.3,0.33,0.33,0.29,0.29,0.33,0.29,0.32,0.25,0.29,0.28,0.31,0.29,0.27,0.31,0.3,0.24,0.0,0.28,0.33,0.27,0.3,0.31,0.29,0.0,0.28,0.31,0.26,0.28,0.3,0.27,0.31,0.26,0.3,0.24,0.0,0.26,0.27,0.27,0.24,0.0,0.26,0.29,0.26,0.26,0.25,0.26,0.0,0.27,0.26,0.27,0.0,0.25,0.25,0.24,0.0,0.0,0.0,0.24,0.25,0.25,0.25,0.0,0.25,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.35,0.26,0.51,0.48,0.4,0.57,0.35,0.31,0.0,0.25,0.26,0.0,0.0,0.24,0.26,0.25,0.25,0.24,0.24,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.04
10/15/2021,0.0,0.79,0.68,0.8,0.0,0.64,0.0,0.59,0.69,0.72,0.58,0.0,0.55,0.53,0.55,0.66,0.49,0.58,0.61,0.46,0.52,0.57,0.52,0.48,0.53,0.47,0.0,0.47,0.48,0.52,0.5,0.53,0.48,0.54,0.45,0.47,0.0,0.45,0.44,0.37,0.44,0.43,0.48,0.44,0.43,0.44,0.35,0.0,0.42,0.41,0.37,0.41,0.42,0.39,0.46,0.35,0.42,0.45,0.0,0.52,0.39,0.38,0.45,0.37,0.38,0.37,0.37,0.38,0.37,0.38,0.36,0.37,0.38,0.41,0.37,0.39,0.35,0.38,0.4,0.33,0.33,0.31,0.37,0.31,0.33,0.38,0.35,0.41,0.29,0.38,0.34,0.31,0.34,0.31,0.35,0.39,0.36,0.35,0.35,0.35,0.3,0.32,0.37,0.38,0.35,0.36,0.36,0.32,0.3,0.32,0.33,0.34,0.33,0.3,0.28,0.33,0.31,0.32,0.35,0.32,0.29,0.33,0.3,0.35,0.38,0.37,0.29,0.3,0.3,0.32,0.28,0.29,0.3,0.33,0.33,0.29,0.29,0.33,0.29,0.32,0.25,0.29,0.28,0.31,0.29,0.27,0.32,0.29,0.24,0.0,0.28,0.33,0.27,0.31,0.31,0.29,0.0,0.27,0.3,0.26,0.28,0.3,0.27,0.31,0.25,0.3,0.24,0.0,0.26,0.27,0.26,0.0,0.0,0.26,0.29,0.26,0.26,0.25,0.29,0.0,0.27,0.26,0.27,0.0,0.25,0.25,0.24,0.0,0.0,0.0,0.24,0.25,0.26,0.25,0.0,0.26,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.37,0.26,0.5,0.49,0.41,0.57,0.36,0.31,0.0,0.25,0.26,0.0,0.0,0.25,0.26,0.25,0.25,0.0,0.24,0.24,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.06
10/18/2021,0.0,0.77,0.69,0.8,0.0,0.66,0.0,0.58,0.7,0.71,0.61,0.0,0.55,0.54,0.56,0.67,0.48,0.59,0.6,0.47,0.53,0.56,0.52,0.48,0.53,0.46,0.0,0.49,0.47,0.53,0.5,0.53,0.47,0.54,0.46,0.47,0.0,0.45,0.44,0.37,0.43,0.43,0.47,0.44,0.42,0.43,0.36,0.0,0.43,0.39,0.37,0.4,0.42,0.4,0.46,0.36,0.43,0.45,0.0,0.53,0.4,0.39,0.44,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.38,0.41,0.37,0.39,0.34,0.37,0.41,0.33,0.33,0.3,0.36,0.31,0.33,0.39,0.36,0.41,0.29,0.39,0.33,0.32,0.34,0.31,0.35,0.39,0.36,0.36,0.35,0.35,0.3,0.33,0.36,0.38,0.36,0.36,0.36,0.32,0.31,0.33,0.34,0.33,0.33,0.32,0.29,0.33,0.32,0.33,0.35,0.32,0.29,0.33,0.29,0.34,0.37,0.37,0.29,0.3,0.3,0.32,0.29,0.3,0.31,0.29,0.33,0.29,0.29,0.33,0.28,0.31,0.25,0.29,0.28,0.3,0.29,0.27,0.31,0.29,0.24,0.0,0.28,0.33,0.27,0.3,0.31,0.28,0.0,0.27,0.3,0.26,0.28,0.3,0.27,0.3,0.25,0.29,0.0,0.0,0.26,0.27,0.26,0.0,0.0,0.26,0.29,0.25,0.27,0.25,0.28,0.0,0.27,0.25,0.26,0.0,0.26,0.25,0.25,0.0,0.0,0.0,0.24,0.26,0.25,0.25,0.0,0.25,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.35,0.26,0.51,0.5,0.42,0.57,0.38,0.3,0.0,0.25,0.25,0.0,0.0,0.24,0.27,0.24,0.25,0.0,0.24,0.24,0.26,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.11000000000001
