,AMZN,AAPL,MSFT,TSLA,FB,NVDA,GOOG,GOOGL,CRM,PYPL,PG,JNJ,HD,WMT,UNH,ADBE,JPM,MRNA,NFLX,ABBV,V,ZM,MA,TMO,FIS,BRK.B,AMD,TMUS,AVGO,NOW,BAC,DHR,GILD,INTC,ABT,LLY,SQ,DIS,CMCSA,MRK,ORCL,VZ,PEP,BMY,CSCO,T,KO,TJX,ACN,COST,QCOM,LOW,UPS,GE,BKNG,NKE,PFE,TXN,MO,AMAT,SNOW,CHTR,BSX,MDT,AMGN,INTU,STLA.MI,FDX,DASH,TGT,MS,XOM,SBUX,MCD,WFC,BLK,SNAP,NEE,PM,FISV,ADSK,TFC,LRCX,HON,UNP,AMT,GPN,SCHW,TEL,PLD,CRWD,CVX,IBM,MU,GS,C,LMT,ROKU,MMM,TWLO,PTON,ANTM,SPGI,DOCU,LHX,ISRG,PINS,KMI,ATVI,DE,FCX,SGEN,CVS,ROST,VRTX,SYK,AXP,BDX,ZTS,DXCM,RTX,ICE,First American Government Obligs X,CI,LBRDK,IR,ETSY,CAT,UBER,CCI,MDLZ,KHC,ADP,RBLX,EQIX,ALGN,WDAY,REGN,MCO,PRU,DUK,CME,CNC,BX,SHW,GM,CB,CL,IQV,MMC,PLTR,EL,DG,USB,ZBH,ADI,VEEV,EW,HUM,HCA,IDXX,WBA,KLAC,NOC,CSX,SBAC,PGR,ILMN,TWTR,ALXN,NEM,APD,CTVA,PNC,MCHP,DOW,D,ITW,SO,COF,PXD,SNPS,MNST,MRVL,WY,TTD,NSC,WM,WDC,KDP,BA,AES,W,EMR,OKTA,CMG,FTNT,ALNY,AON,COP,PSA,TROW,PANW,DLR,FGXXX,MSCI,KMB,EBAY,A,HOLX,CDNS,RMD,GE.,ETN,U,n/a,ZS,LNG,GD,MET,HUBS,INFO,SUM
09/22/2021,5.81,5.63,5.59,3.93,2.27,2.09,2.09,1.93,1.13,0.98,1.0,0.88,0.86,0.82,0.79,0.86,0.73,1.35,0.75,0.65,0.65,0.48,0.6,0.65,0.51,0.58,0.66,0.5,0.59,0.64,0.51,0.62,0.54,0.51,0.55,0.5,0.51,0.49,0.45,0.39,0.46,0.41,0.44,0.38,0.44,0.38,0.41,0.41,0.44,0.45,0.38,0.41,0.35,0.35,0.4,0.36,0.4,0.37,0.36,0.36,0.46,0.34,0.33,0.33,0.27,0.35,0.31,0.26,0.36,0.3,0.33,0.26,0.3,0.31,0.3,0.3,0.31,0.33,0.3,0.29,0.27,0.27,0.25,0.26,0.23,0.27,0.21,0.24,0.26,0.27,0.26,0.22,0.22,0.21,0.24,0.22,0.2,0.17,0.21,0.2,0.19,0.21,0.24,0.21,0.22,0.24,0.14,0.18,0.17,0.21,0.19,0.2,0.21,0.18,0.18,0.21,0.19,0.2,0.2,0.24,0.18,0.18,0.0,0.15,0.18,0.19,0.19,0.16,0.13,0.16,0.16,0.15,0.16,0.15,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.13,0.12,0.2,0.16,0.12,0.16,0.13,0.14,0.15,0.16,0.14,0.14,0.13,0.12,0.2,0.13,0.15,0.12,0.16,0.13,0.13,0.15,0.12,0.12,0.14,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.11,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.13,0.0,0.23,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.05
09/23/2021,5.81,5.63,5.59,3.93,2.27,2.09,2.09,1.93,1.13,0.98,1.0,0.88,0.86,0.82,0.79,0.86,0.73,1.35,0.75,0.65,0.65,0.48,0.6,0.65,0.51,0.58,0.66,0.5,0.59,0.64,0.51,0.62,0.54,0.51,0.55,0.5,0.51,0.49,0.45,0.39,0.46,0.41,0.44,0.38,0.44,0.38,0.41,0.41,0.44,0.45,0.38,0.41,0.35,0.35,0.4,0.36,0.4,0.37,0.36,0.36,0.46,0.34,0.33,0.33,0.27,0.35,0.31,0.26,0.36,0.3,0.33,0.26,0.3,0.31,0.3,0.3,0.31,0.33,0.3,0.29,0.27,0.27,0.25,0.26,0.23,0.27,0.21,0.24,0.26,0.27,0.26,0.22,0.22,0.21,0.24,0.22,0.2,0.17,0.21,0.2,0.19,0.21,0.24,0.21,0.22,0.24,0.14,0.18,0.17,0.21,0.19,0.2,0.21,0.18,0.18,0.21,0.19,0.2,0.2,0.24,0.18,0.18,0.0,0.15,0.18,0.19,0.19,0.16,0.13,0.16,0.16,0.15,0.16,0.15,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.13,0.12,0.2,0.16,0.12,0.16,0.13,0.14,0.15,0.16,0.14,0.14,0.13,0.12,0.2,0.13,0.15,0.12,0.16,0.13,0.13,0.15,0.12,0.12,0.14,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.11,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.13,0.0,0.23,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.05
09/24/2021,5.72,5.58,5.55,3.95,2.24,2.05,2.08,1.92,1.15,0.96,1.02,0.9,0.88,0.83,0.8,0.86,0.73,1.36,0.76,0.66,0.65,0.49,0.6,0.71,0.51,0.58,0.65,0.5,0.58,0.65,0.51,0.64,0.55,0.5,0.56,0.51,0.52,0.47,0.45,0.4,0.47,0.42,0.45,0.38,0.43,0.38,0.41,0.41,0.44,0.46,0.37,0.41,0.35,0.34,0.4,0.36,0.41,0.37,0.36,0.35,0.45,0.35,0.33,0.33,0.28,0.35,0.29,0.26,0.37,0.3,0.32,0.26,0.3,0.31,0.3,0.29,0.33,0.33,0.3,0.29,0.27,0.27,0.24,0.26,0.23,0.27,0.21,0.23,0.25,0.27,0.25,0.22,0.22,0.21,0.24,0.22,0.21,0.17,0.21,0.2,0.18,0.22,0.24,0.21,0.22,0.24,0.14,0.19,0.17,0.2,0.17,0.22,0.21,0.19,0.19,0.21,0.2,0.21,0.2,0.25,0.18,0.18,0.0,0.15,0.18,0.19,0.19,0.15,0.15,0.17,0.17,0.15,0.17,0.15,0.18,0.18,0.18,0.17,0.16,0.15,0.15,0.13,0.13,0.2,0.16,0.12,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.2,0.13,0.15,0.12,0.16,0.14,0.13,0.15,0.12,0.12,0.14,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.13,0.13,0.11,0.12,0.0,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.03
09/27/2021,5.73,5.6,5.53,3.94,2.12,2.13,2.07,1.91,1.21,0.98,1.01,0.88,0.87,0.82,0.78,0.82,0.75,1.4,0.77,0.65,0.66,0.48,0.61,0.71,0.5,0.58,0.66,0.51,0.59,0.65,0.53,0.62,0.54,0.5,0.55,0.5,0.54,0.48,0.44,0.4,0.48,0.41,0.44,0.38,0.43,0.38,0.4,0.41,0.45,0.45,0.37,0.41,0.34,0.36,0.42,0.37,0.4,0.37,0.36,0.36,0.46,0.34,0.34,0.33,0.27,0.36,0.3,0.23,0.36,0.3,0.33,0.27,0.3,0.31,0.31,0.29,0.34,0.32,0.29,0.29,0.27,0.28,0.25,0.26,0.23,0.27,0.21,0.25,0.26,0.26,0.26,0.22,0.22,0.21,0.24,0.23,0.21,0.17,0.21,0.2,0.17,0.22,0.24,0.21,0.22,0.24,0.14,0.19,0.17,0.21,0.18,0.21,0.21,0.19,0.18,0.21,0.21,0.2,0.2,0.25,0.18,0.18,0.0,0.15,0.18,0.19,0.19,0.15,0.15,0.16,0.16,0.15,0.17,0.16,0.17,0.19,0.17,0.17,0.16,0.15,0.15,0.14,0.13,0.19,0.16,0.13,0.15,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.12,0.2,0.13,0.15,0.12,0.16,0.14,0.13,0.15,0.12,0.12,0.14,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.13,0.13,0.11,0.12,0.0,0.0,0.11,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.08999999999999
09/28/2021,5.73,5.6,5.53,3.94,2.12,2.13,2.07,1.91,1.21,0.98,1.01,0.88,0.87,0.82,0.78,0.82,0.75,1.4,0.77,0.65,0.66,0.48,0.61,0.71,0.5,0.58,0.66,0.51,0.59,0.65,0.53,0.62,0.54,0.5,0.55,0.5,0.54,0.48,0.44,0.4,0.48,0.41,0.44,0.38,0.43,0.38,0.4,0.41,0.45,0.45,0.37,0.41,0.34,0.36,0.42,0.37,0.4,0.37,0.36,0.36,0.46,0.34,0.34,0.33,0.27,0.36,0.3,0.23,0.36,0.3,0.33,0.27,0.3,0.31,0.31,0.29,0.34,0.32,0.29,0.29,0.27,0.28,0.25,0.26,0.23,0.27,0.21,0.25,0.26,0.26,0.26,0.22,0.22,0.21,0.24,0.23,0.21,0.17,0.21,0.2,0.17,0.22,0.24,0.21,0.22,0.24,0.14,0.19,0.17,0.21,0.18,0.21,0.21,0.19,0.18,0.21,0.21,0.2,0.2,0.25,0.18,0.18,0.0,0.15,0.18,0.19,0.19,0.15,0.15,0.16,0.16,0.15,0.17,0.16,0.17,0.19,0.17,0.17,0.16,0.15,0.15,0.14,0.13,0.19,0.16,0.13,0.15,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.12,0.2,0.13,0.15,0.12,0.16,0.14,0.13,0.15,0.12,0.12,0.14,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.13,0.13,0.11,0.12,0.0,0.0,0.11,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.08999999999999
09/29/2021,5.73,5.6,5.53,3.94,2.12,2.13,2.07,1.91,1.21,0.98,1.01,0.88,0.87,0.82,0.78,0.82,0.75,1.4,0.77,0.65,0.66,0.48,0.61,0.71,0.5,0.58,0.66,0.51,0.59,0.65,0.53,0.62,0.54,0.5,0.55,0.5,0.54,0.48,0.44,0.4,0.48,0.41,0.44,0.38,0.43,0.38,0.4,0.41,0.45,0.45,0.37,0.41,0.34,0.36,0.42,0.37,0.4,0.37,0.36,0.36,0.46,0.34,0.34,0.33,0.27,0.36,0.3,0.23,0.36,0.3,0.33,0.27,0.3,0.31,0.31,0.29,0.34,0.32,0.29,0.29,0.27,0.28,0.25,0.26,0.23,0.27,0.21,0.25,0.26,0.26,0.26,0.22,0.22,0.21,0.24,0.23,0.21,0.17,0.21,0.2,0.17,0.22,0.24,0.21,0.22,0.24,0.14,0.19,0.17,0.21,0.18,0.21,0.21,0.19,0.18,0.21,0.21,0.2,0.2,0.25,0.18,0.18,0.0,0.15,0.18,0.19,0.19,0.15,0.15,0.16,0.16,0.15,0.17,0.16,0.17,0.19,0.17,0.17,0.16,0.15,0.15,0.14,0.13,0.19,0.16,0.13,0.15,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.12,0.2,0.13,0.15,0.12,0.16,0.14,0.13,0.15,0.12,0.12,0.14,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.13,0.13,0.11,0.12,0.0,0.0,0.11,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.08999999999999
09/30/2021,5.73,5.59,5.51,4.05,2.16,2.09,2.08,1.92,1.25,0.97,1.0,0.88,0.87,0.82,0.77,0.81,0.76,1.32,0.76,0.65,0.67,0.47,0.62,0.71,0.5,0.58,0.66,0.5,0.59,0.65,0.53,0.62,0.54,0.5,0.54,0.5,0.53,0.47,0.44,0.4,0.48,0.41,0.44,0.37,0.43,0.38,0.4,0.41,0.44,0.46,0.37,0.41,0.34,0.36,0.42,0.34,0.4,0.38,0.36,0.36,0.45,0.33,0.33,0.33,0.27,0.36,0.3,0.23,0.36,0.29,0.33,0.27,0.3,0.31,0.31,0.29,0.36,0.32,0.3,0.29,0.27,0.28,0.25,0.26,0.23,0.26,0.21,0.25,0.26,0.26,0.25,0.23,0.22,0.21,0.24,0.23,0.21,0.17,0.21,0.2,0.17,0.22,0.24,0.21,0.22,0.24,0.14,0.19,0.17,0.2,0.18,0.21,0.21,0.19,0.18,0.21,0.21,0.2,0.2,0.24,0.18,0.18,0.0,0.15,0.18,0.19,0.19,0.15,0.16,0.16,0.16,0.15,0.17,0.16,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.14,0.13,0.19,0.15,0.13,0.15,0.13,0.15,0.16,0.16,0.14,0.14,0.14,0.12,0.2,0.13,0.15,0.12,0.16,0.14,0.13,0.15,0.12,0.12,0.13,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.13,0.13,0.11,0.12,0.0,0.0,0.1,0.13,0.0,0.21,0.12,0.0,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.07
10/01/2021,5.72,5.56,5.38,4.18,2.15,2.01,2.04,1.89,1.22,0.94,1.01,0.89,0.89,0.83,0.78,0.77,0.8,1.22,0.78,0.67,0.67,0.47,0.63,0.69,0.51,0.59,0.65,0.51,0.59,0.61,0.56,0.6,0.54,0.52,0.53,0.49,0.51,0.48,0.44,0.41,0.49,0.42,0.44,0.38,0.44,0.39,0.4,0.42,0.43,0.45,0.37,0.41,0.35,0.38,0.42,0.34,0.4,0.38,0.37,0.35,0.43,0.34,0.34,0.33,0.28,0.35,0.3,0.23,0.35,0.29,0.34,0.29,0.3,0.32,0.3,0.29,0.33,0.31,0.29,0.3,0.27,0.3,0.25,0.26,0.24,0.25,0.21,0.26,0.26,0.26,0.24,0.24,0.23,0.22,0.25,0.24,0.22,0.17,0.21,0.19,0.16,0.23,0.23,0.21,0.22,0.24,0.14,0.2,0.17,0.21,0.19,0.21,0.22,0.19,0.19,0.21,0.21,0.2,0.2,0.24,0.19,0.18,0.0,0.16,0.18,0.19,0.19,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.17,0.18,0.17,0.16,0.15,0.16,0.15,0.14,0.13,0.18,0.15,0.13,0.16,0.14,0.14,0.15,0.15,0.14,0.14,0.15,0.13,0.2,0.12,0.15,0.12,0.16,0.13,0.13,0.14,0.13,0.12,0.13,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.13,0.12,0.11,0.12,0.11,0.1,0.1,0.13,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.0,84.81
10/04/2021,5.69,5.59,5.38,4.2,2.14,2.0,2.02,1.87,1.21,0.93,1.02,0.9,0.9,0.83,0.78,0.77,0.8,1.2,0.8,0.68,0.68,0.46,0.63,0.69,0.52,0.6,0.64,0.51,0.59,0.62,0.56,0.61,0.55,0.51,0.53,0.51,0.49,0.48,0.45,0.42,0.5,0.42,0.45,0.39,0.44,0.39,0.4,0.42,0.43,0.46,0.36,0.42,0.35,0.38,0.41,0.34,0.41,0.37,0.37,0.33,0.43,0.34,0.34,0.33,0.28,0.35,0.3,0.23,0.35,0.29,0.33,0.29,0.3,0.32,0.31,0.29,0.32,0.32,0.3,0.3,0.27,0.3,0.24,0.26,0.24,0.26,0.21,0.26,0.26,0.27,0.24,0.24,0.23,0.21,0.24,0.24,0.22,0.16,0.21,0.19,0.16,0.23,0.23,0.2,0.23,0.24,0.14,0.2,0.18,0.21,0.19,0.22,0.22,0.19,0.19,0.21,0.21,0.2,0.2,0.24,0.19,0.18,0.0,0.16,0.18,0.19,0.18,0.16,0.15,0.16,0.16,0.16,0.17,0.15,0.17,0.18,0.17,0.17,0.15,0.16,0.15,0.14,0.13,0.19,0.15,0.13,0.16,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.13,0.2,0.12,0.15,0.12,0.16,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.13,0.12,0.11,0.13,0.11,0.1,0.1,0.13,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,84.88000000000001
10/05/2021,5.71,5.59,5.39,4.2,2.16,2.03,2.02,1.88,1.23,0.94,1.01,0.89,0.88,0.83,0.77,0.78,0.79,1.23,0.82,0.68,0.67,0.47,0.62,0.69,0.52,0.59,0.67,0.52,0.59,0.63,0.56,0.61,0.55,0.51,0.53,0.52,0.5,0.47,0.45,0.43,0.48,0.42,0.45,0.38,0.43,0.39,0.4,0.4,0.43,0.46,0.37,0.41,0.34,0.37,0.42,0.34,0.41,0.37,0.35,0.34,0.44,0.34,0.34,0.33,0.28,0.35,0.3,0.23,0.35,0.29,0.33,0.29,0.3,0.32,0.31,0.29,0.33,0.32,0.28,0.3,0.27,0.3,0.24,0.26,0.23,0.25,0.21,0.25,0.26,0.27,0.25,0.24,0.23,0.21,0.24,0.23,0.21,0.17,0.21,0.19,0.16,0.22,0.23,0.21,0.22,0.24,0.14,0.2,0.18,0.2,0.19,0.23,0.22,0.18,0.19,0.21,0.21,0.2,0.2,0.25,0.19,0.18,0.0,0.15,0.18,0.19,0.18,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.17,0.18,0.17,0.17,0.15,0.16,0.15,0.14,0.13,0.18,0.15,0.13,0.16,0.14,0.14,0.15,0.14,0.13,0.14,0.15,0.13,0.2,0.13,0.15,0.12,0.16,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.12,0.13,0.12,0.12,0.11,0.0,0.0,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,84.95
10/06/2021,5.66,5.59,5.48,4.17,2.17,2.02,2.05,1.9,1.24,0.95,1.0,0.88,0.88,0.81,0.77,0.77,0.8,1.08,0.81,0.68,0.69,0.48,0.64,0.69,0.52,0.59,0.66,0.51,0.59,0.63,0.56,0.6,0.53,0.51,0.52,0.51,0.5,0.49,0.46,0.46,0.49,0.42,0.44,0.38,0.43,0.39,0.4,0.4,0.44,0.46,0.36,0.41,0.34,0.38,0.43,0.35,0.4,0.37,0.35,0.34,0.44,0.34,0.34,0.33,0.28,0.35,0.3,0.23,0.34,0.29,0.33,0.3,0.3,0.32,0.31,0.29,0.33,0.32,0.29,0.3,0.27,0.3,0.24,0.26,0.24,0.25,0.21,0.26,0.26,0.27,0.25,0.24,0.24,0.21,0.24,0.24,0.21,0.17,0.21,0.19,0.16,0.22,0.23,0.21,0.22,0.24,0.14,0.2,0.18,0.21,0.19,0.23,0.21,0.18,0.18,0.21,0.21,0.2,0.2,0.25,0.19,0.18,0.0,0.15,0.18,0.19,0.18,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.14,0.13,0.18,0.16,0.13,0.16,0.14,0.14,0.15,0.14,0.14,0.13,0.15,0.13,0.2,0.12,0.15,0.12,0.16,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.1,0.11,0.0,0.11,0.11,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.12,0.13,0.12,0.13,0.11,0.0,0.0,0.13,0.0,0.13,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.0,84.88000000000001
10/07/2021,5.59,5.54,5.45,4.27,2.09,1.95,2.04,1.89,1.24,0.93,1.01,0.89,0.88,0.81,0.77,0.76,0.81,1.05,0.81,0.69,0.68,0.47,0.62,0.69,0.52,0.6,0.65,0.51,0.58,0.63,0.57,0.6,0.53,0.52,0.53,0.51,0.48,0.49,0.46,0.48,0.5,0.43,0.45,0.38,0.43,0.4,0.41,0.4,0.43,0.45,0.36,0.42,0.34,0.38,0.44,0.35,0.4,0.37,0.36,0.33,0.44,0.35,0.33,0.33,0.28,0.34,0.3,0.23,0.34,0.29,0.33,0.3,0.3,0.32,0.32,0.29,0.32,0.33,0.29,0.3,0.26,0.31,0.23,0.26,0.24,0.26,0.21,0.26,0.26,0.27,0.24,0.25,0.24,0.21,0.24,0.24,0.22,0.16,0.21,0.19,0.15,0.22,0.23,0.2,0.22,0.23,0.14,0.2,0.18,0.21,0.19,0.23,0.22,0.18,0.18,0.21,0.21,0.2,0.2,0.24,0.19,0.18,0.0,0.15,0.18,0.19,0.18,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.17,0.17,0.17,0.15,0.15,0.16,0.16,0.14,0.13,0.18,0.16,0.14,0.16,0.14,0.14,0.15,0.13,0.14,0.13,0.15,0.13,0.2,0.12,0.14,0.12,0.16,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.1,0.11,0.0,0.11,0.11,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.12,0.11,0.11,0.12,0.0,0.1,0.12,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.12,0.12,0.12,0.13,0.12,0.1,0.0,0.13,0.0,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,84.63000000000001
10/08/2021,5.59,5.54,5.45,4.27,2.09,1.95,2.04,1.89,1.24,0.93,1.01,0.89,0.88,0.81,0.77,0.76,0.81,1.05,0.81,0.69,0.68,0.47,0.62,0.69,0.52,0.6,0.65,0.51,0.58,0.63,0.57,0.6,0.53,0.52,0.53,0.51,0.48,0.49,0.46,0.48,0.5,0.43,0.45,0.38,0.43,0.4,0.41,0.4,0.43,0.45,0.36,0.42,0.34,0.38,0.44,0.35,0.4,0.37,0.36,0.33,0.44,0.35,0.33,0.33,0.28,0.34,0.3,0.23,0.34,0.29,0.33,0.3,0.3,0.32,0.32,0.29,0.32,0.33,0.29,0.3,0.26,0.31,0.23,0.26,0.24,0.26,0.21,0.26,0.26,0.27,0.24,0.25,0.24,0.21,0.24,0.24,0.22,0.16,0.21,0.19,0.15,0.22,0.23,0.2,0.22,0.23,0.14,0.2,0.18,0.21,0.19,0.23,0.22,0.18,0.18,0.21,0.21,0.2,0.2,0.24,0.19,0.18,0.0,0.15,0.18,0.19,0.18,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.17,0.17,0.17,0.15,0.15,0.16,0.16,0.14,0.13,0.18,0.16,0.14,0.16,0.14,0.14,0.15,0.13,0.14,0.13,0.15,0.13,0.2,0.12,0.14,0.12,0.16,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.1,0.11,0.0,0.11,0.11,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.12,0.11,0.11,0.12,0.0,0.1,0.12,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.12,0.12,0.12,0.13,0.12,0.1,0.0,0.13,0.0,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,84.63000000000001
10/11/2021,5.63,5.57,5.56,4.21,2.11,2.02,2.06,1.92,1.24,0.95,1.01,0.88,0.88,0.81,0.77,0.76,0.81,0.96,0.85,0.68,0.68,0.45,0.62,0.69,0.51,0.6,0.67,0.5,0.59,0.63,0.58,0.59,0.52,0.52,0.52,0.51,0.5,0.49,0.46,0.46,0.5,0.42,0.46,0.38,0.43,0.39,0.41,0.39,0.44,0.46,0.36,0.41,0.34,0.37,0.43,0.35,0.39,0.37,0.36,0.33,0.45,0.35,0.33,0.33,0.28,0.34,0.29,0.23,0.35,0.28,0.33,0.29,0.3,0.32,0.32,0.29,0.32,0.33,0.29,0.3,0.26,0.3,0.23,0.26,0.25,0.25,0.21,0.26,0.27,0.27,0.25,0.24,0.24,0.21,0.25,0.24,0.22,0.17,0.21,0.19,0.15,0.22,0.23,0.21,0.23,0.24,0.14,0.2,0.18,0.2,0.18,0.22,0.21,0.17,0.18,0.21,0.21,0.2,0.2,0.24,0.19,0.19,0.0,0.16,0.18,0.19,0.18,0.16,0.16,0.16,0.17,0.16,0.17,0.14,0.16,0.17,0.17,0.15,0.15,0.16,0.16,0.14,0.13,0.18,0.16,0.14,0.16,0.13,0.14,0.16,0.14,0.14,0.13,0.15,0.12,0.2,0.12,0.14,0.12,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.1,0.11,0.0,0.11,0.11,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.12,0.13,0.12,0.13,0.12,0.1,0.0,0.13,0.0,0.15,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.0,84.84
