,AMZN,AAPL,MSFT,TSLA,FB,NVDA,GOOG,GOOGL,CRM,PYPL,PG,JNJ,HD,WMT,UNH,ADBE,JPM,MRNA,NFLX,ABBV,V,ZM,MA,TMO,FIS,BRK.B,AMD,TMUS,AVGO,NOW,BAC,DHR,GILD,INTC,ABT,LLY,SQ,DIS,CMCSA,MRK,ORCL,VZ,PEP,BMY,CSCO,T,KO,TJX,ACN,COST,QCOM,LOW,UPS,GE,BKNG,NKE,PFE,TXN,MO,AMAT,SNOW,CHTR,BSX,MDT,AMGN,INTU,STLA.MI,FDX,DASH,TGT,MS,XOM,SBUX,MCD,WFC,BLK,SNAP,NEE,PM,FISV,ADSK,TFC,LRCX,HON,UNP,AMT,GPN,SCHW,TEL,PLD,CRWD,CVX,IBM,MU,GS,C,LMT,ROKU,MMM,TWLO,PTON,ANTM,SPGI,DOCU,LHX,ISRG,PINS,KMI,ATVI,DE,FCX,SGEN,CVS,ROST,VRTX,SYK,AXP,BDX,ZTS,DXCM,RTX,ICE,First American Government Obligs X,CI,LBRDK,IR,ETSY,CAT,UBER,CCI,MDLZ,KHC,ADP,RBLX,EQIX,ALGN,WDAY,REGN,MCO,PRU,DUK,CME,CNC,BX,SHW,GM,CB,CL,IQV,MMC,PLTR,EL,DG,USB,ZBH,ADI,VEEV,EW,HUM,HCA,IDXX,WBA,KLAC,NOC,CSX,SBAC,PGR,ILMN,TWTR,ALXN,NEM,APD,CTVA,PNC,MCHP,DOW,D,ITW,SO,COF,PXD,SNPS,MNST,MRVL,WY,TTD,NSC,WM,WDC,KDP,BA,AES,W,EMR,OKTA,CMG,FTNT,ALNY,AON,COP,PSA,TROW,PANW,DLR,FGXXX,MSCI,KMB,EBAY,A,HOLX,CDNS,RMD,GE.,ETN,U,n/a,ZS,LNG,GD,MET,HUBS,INFO,SUM
07/23/2021,6.22,5.77,5.36,3.49,2.18,1.78,1.99,1.78,1.05,1.07,1.01,0.92,0.86,0.84,0.82,0.82,0.73,0.91,0.71,0.74,0.75,0.65,0.7,0.63,0.63,0.6,0.56,0.6,0.56,0.56,0.5,0.57,0.53,0.53,0.53,0.52,0.5,0.5,0.47,0.44,0.48,0.44,0.46,0.43,0.43,0.41,0.43,0.41,0.42,0.42,0.39,0.4,0.4,0.36,0.38,0.38,0.38,0.36,0.36,0.34,0.37,0.33,0.33,0.33,0.33,0.32,0.29,0.3,0.28,0.32,0.3,0.28,0.32,0.31,0.29,0.3,0.26,0.32,0.3,0.31,0.28,0.27,0.25,0.28,0.26,0.27,0.26,0.24,0.25,0.27,0.25,0.23,0.23,0.22,0.23,0.22,0.23,0.22,0.23,0.23,0.21,0.23,0.23,0.23,0.23,0.23,0.19,0.21,0.21,0.21,0.19,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.18,0.19,0.0,0.18,0.18,0.18,0.16,0.17,0.16,0.18,0.18,0.16,0.17,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.15,0.14,0.14,0.12,0.15,0.14,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.0,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.11,0.15,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.59
07/26/2021,6.18,5.68,5.32,3.52,2.19,1.89,1.99,1.78,1.05,1.09,0.99,0.92,0.86,0.83,0.81,0.82,0.73,1.02,0.68,0.73,0.73,0.63,0.68,0.62,0.61,0.6,0.57,0.58,0.57,0.57,0.5,0.55,0.53,0.53,0.54,0.53,0.54,0.49,0.47,0.43,0.49,0.43,0.45,0.43,0.42,0.4,0.43,0.4,0.42,0.42,0.4,0.39,0.4,0.37,0.38,0.38,0.38,0.37,0.35,0.36,0.38,0.33,0.34,0.33,0.32,0.33,0.29,0.31,0.3,0.32,0.31,0.28,0.32,0.31,0.3,0.3,0.28,0.31,0.29,0.3,0.29,0.27,0.27,0.28,0.25,0.27,0.25,0.24,0.26,0.27,0.25,0.23,0.23,0.23,0.24,0.22,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.24,0.23,0.23,0.2,0.21,0.21,0.22,0.2,0.19,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.19,0.0,0.18,0.18,0.18,0.17,0.17,0.16,0.18,0.18,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.1,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.73000000000002
07/27/2021,6.18,5.68,5.32,3.52,2.19,1.89,1.99,1.78,1.05,1.09,0.99,0.92,0.86,0.83,0.81,0.82,0.73,1.02,0.68,0.73,0.73,0.63,0.68,0.62,0.61,0.6,0.57,0.58,0.57,0.57,0.5,0.55,0.53,0.53,0.54,0.53,0.54,0.49,0.47,0.43,0.49,0.43,0.45,0.43,0.42,0.4,0.43,0.4,0.42,0.42,0.4,0.39,0.4,0.37,0.38,0.38,0.38,0.37,0.35,0.36,0.38,0.33,0.34,0.33,0.32,0.33,0.29,0.31,0.3,0.32,0.31,0.28,0.32,0.31,0.3,0.3,0.28,0.31,0.29,0.3,0.29,0.27,0.27,0.28,0.25,0.27,0.25,0.24,0.26,0.27,0.25,0.23,0.23,0.23,0.24,0.22,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.24,0.23,0.23,0.2,0.21,0.21,0.22,0.2,0.19,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.19,0.0,0.18,0.18,0.18,0.17,0.17,0.16,0.18,0.18,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.1,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.73000000000002
07/28/2021,6.21,5.72,5.4,3.41,2.3,1.87,2.04,1.82,1.07,1.09,0.98,0.92,0.87,0.82,0.8,0.83,0.71,1.09,0.67,0.72,0.73,0.63,0.69,0.63,0.62,0.59,0.58,0.57,0.57,0.58,0.48,0.57,0.52,0.49,0.54,0.53,0.54,0.48,0.46,0.43,0.47,0.43,0.45,0.43,0.43,0.4,0.42,0.4,0.42,0.42,0.4,0.4,0.39,0.36,0.38,0.39,0.38,0.35,0.35,0.35,0.38,0.33,0.33,0.33,0.32,0.33,0.28,0.3,0.31,0.32,0.31,0.27,0.33,0.31,0.29,0.29,0.34,0.31,0.29,0.3,0.29,0.27,0.26,0.27,0.25,0.27,0.25,0.23,0.25,0.26,0.27,0.22,0.23,0.22,0.23,0.22,0.23,0.25,0.23,0.24,0.22,0.22,0.22,0.24,0.23,0.23,0.21,0.2,0.21,0.21,0.2,0.19,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.18,0.19,0.0,0.17,0.18,0.17,0.18,0.17,0.16,0.17,0.18,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.16,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.1,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8
07/29/2021,6.27,5.73,5.38,3.47,2.32,1.84,2.06,1.83,1.06,1.09,0.98,0.92,0.86,0.82,0.79,0.82,0.71,1.04,0.67,0.72,0.73,0.65,0.69,0.62,0.61,0.59,0.58,0.57,0.57,0.58,0.49,0.56,0.52,0.51,0.53,0.53,0.54,0.49,0.46,0.42,0.47,0.43,0.45,0.43,0.43,0.4,0.42,0.4,0.42,0.42,0.4,0.39,0.38,0.36,0.38,0.38,0.38,0.36,0.35,0.35,0.39,0.33,0.33,0.32,0.31,0.33,0.29,0.3,0.3,0.32,0.31,0.28,0.33,0.31,0.29,0.29,0.33,0.3,0.29,0.3,0.29,0.27,0.26,0.27,0.25,0.26,0.25,0.23,0.25,0.26,0.26,0.23,0.23,0.22,0.23,0.22,0.22,0.25,0.23,0.23,0.22,0.22,0.22,0.24,0.22,0.23,0.21,0.2,0.2,0.21,0.21,0.19,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.18,0.18,0.0,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.18,0.16,0.17,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.0,0.1,0.1,0.11,0.1,0.16,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.78
07/30/2021,6.27,5.73,5.38,3.47,2.32,1.84,2.06,1.83,1.06,1.09,0.98,0.92,0.86,0.82,0.79,0.82,0.71,1.04,0.67,0.72,0.73,0.65,0.69,0.62,0.61,0.59,0.58,0.57,0.57,0.58,0.49,0.56,0.52,0.51,0.53,0.53,0.54,0.49,0.46,0.42,0.47,0.43,0.45,0.43,0.43,0.4,0.42,0.4,0.42,0.42,0.4,0.39,0.38,0.36,0.38,0.38,0.38,0.36,0.35,0.35,0.39,0.33,0.33,0.32,0.31,0.33,0.29,0.3,0.3,0.32,0.31,0.28,0.33,0.31,0.29,0.29,0.33,0.3,0.29,0.3,0.29,0.27,0.26,0.27,0.25,0.26,0.25,0.23,0.25,0.26,0.26,0.23,0.23,0.22,0.23,0.22,0.22,0.25,0.23,0.23,0.22,0.22,0.22,0.24,0.22,0.23,0.21,0.2,0.2,0.21,0.21,0.19,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.18,0.18,0.0,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.18,0.16,0.17,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.0,0.1,0.1,0.11,0.1,0.16,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.78
08/02/2021,6.2,5.61,5.36,3.44,2.33,1.88,2.02,1.88,1.08,1.08,0.99,0.93,0.85,0.82,0.79,0.82,0.72,1.09,0.68,0.73,0.73,0.65,0.68,0.63,0.62,0.59,0.62,0.57,0.56,0.58,0.49,0.57,0.53,0.5,0.53,0.54,0.53,0.49,0.46,0.43,0.47,0.43,0.45,0.43,0.43,0.4,0.42,0.4,0.42,0.42,0.39,0.38,0.35,0.37,0.38,0.38,0.4,0.36,0.35,0.35,0.39,0.33,0.35,0.33,0.31,0.33,0.29,0.29,0.31,0.32,0.31,0.28,0.32,0.31,0.3,0.29,0.33,0.31,0.29,0.31,0.3,0.27,0.26,0.27,0.25,0.27,0.25,0.23,0.26,0.26,0.26,0.23,0.23,0.22,0.23,0.22,0.23,0.25,0.23,0.23,0.22,0.22,0.22,0.24,0.23,0.23,0.21,0.2,0.19,0.21,0.21,0.19,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.0,0.17,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.15,0.17,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.14,0.18,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.1,0.0,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.81
08/03/2021,6.2,5.61,5.36,3.44,2.33,1.88,2.02,1.88,1.08,1.08,0.99,0.93,0.85,0.82,0.79,0.82,0.72,1.09,0.68,0.73,0.73,0.65,0.68,0.63,0.62,0.59,0.62,0.57,0.56,0.58,0.49,0.57,0.53,0.5,0.53,0.54,0.53,0.49,0.46,0.43,0.47,0.43,0.45,0.43,0.43,0.4,0.42,0.4,0.42,0.42,0.39,0.38,0.35,0.37,0.38,0.38,0.4,0.36,0.35,0.35,0.39,0.33,0.35,0.33,0.31,0.33,0.29,0.29,0.31,0.32,0.31,0.28,0.32,0.31,0.3,0.29,0.33,0.31,0.29,0.31,0.3,0.27,0.26,0.27,0.25,0.27,0.25,0.23,0.26,0.26,0.26,0.23,0.23,0.22,0.23,0.22,0.23,0.25,0.23,0.23,0.22,0.22,0.22,0.24,0.23,0.23,0.21,0.2,0.19,0.21,0.21,0.19,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.0,0.17,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.15,0.17,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.14,0.18,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.1,0.0,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.81
08/04/2021,6.2,5.61,5.36,3.44,2.33,1.88,2.02,1.88,1.08,1.08,0.99,0.93,0.85,0.82,0.79,0.82,0.72,1.09,0.68,0.73,0.73,0.65,0.68,0.63,0.62,0.59,0.62,0.57,0.56,0.58,0.49,0.57,0.53,0.5,0.53,0.54,0.53,0.49,0.46,0.43,0.47,0.43,0.45,0.43,0.43,0.4,0.42,0.4,0.42,0.42,0.39,0.38,0.35,0.37,0.38,0.38,0.4,0.36,0.35,0.35,0.39,0.33,0.35,0.33,0.31,0.33,0.29,0.29,0.31,0.32,0.31,0.28,0.32,0.31,0.3,0.29,0.33,0.31,0.29,0.31,0.3,0.27,0.26,0.27,0.25,0.27,0.25,0.23,0.26,0.26,0.26,0.23,0.23,0.22,0.23,0.22,0.23,0.25,0.23,0.23,0.22,0.22,0.22,0.24,0.23,0.23,0.21,0.2,0.19,0.21,0.21,0.19,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.0,0.17,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.15,0.17,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.14,0.18,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.1,0.0,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.81
08/05/2021,6.2,5.61,5.36,3.44,2.33,1.88,2.02,1.88,1.08,1.08,0.99,0.93,0.85,0.82,0.79,0.82,0.72,1.09,0.68,0.73,0.73,0.65,0.68,0.63,0.62,0.59,0.62,0.57,0.56,0.58,0.49,0.57,0.53,0.5,0.53,0.54,0.53,0.49,0.46,0.43,0.47,0.43,0.45,0.43,0.43,0.4,0.42,0.4,0.42,0.42,0.39,0.38,0.35,0.37,0.38,0.38,0.4,0.36,0.35,0.35,0.39,0.33,0.35,0.33,0.31,0.33,0.29,0.29,0.31,0.32,0.31,0.28,0.32,0.31,0.3,0.29,0.33,0.31,0.29,0.31,0.3,0.27,0.26,0.27,0.25,0.27,0.25,0.23,0.26,0.26,0.26,0.23,0.23,0.22,0.23,0.22,0.23,0.25,0.23,0.23,0.22,0.22,0.22,0.24,0.23,0.23,0.21,0.2,0.19,0.21,0.21,0.19,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.0,0.17,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.15,0.17,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.14,0.18,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.1,0.0,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.81
08/06/2021,5.71,5.67,5.35,3.76,2.18,1.9,2.01,1.86,1.07,0.97,1.02,0.94,0.86,0.83,0.81,0.82,0.72,1.2,0.67,0.71,0.7,0.66,0.64,0.63,0.54,0.6,0.71,0.57,0.57,0.58,0.49,0.59,0.53,0.5,0.54,0.56,0.55,0.47,0.46,0.42,0.48,0.43,0.45,0.44,0.44,0.4,0.42,0.4,0.42,0.44,0.41,0.39,0.36,0.36,0.37,0.4,0.42,0.36,0.35,0.36,0.41,0.35,0.34,0.33,0.31,0.33,0.31,0.28,0.29,0.32,0.32,0.27,0.31,0.3,0.3,0.3,0.32,0.31,0.29,0.29,0.31,0.27,0.27,0.28,0.25,0.26,0.22,0.23,0.27,0.27,0.25,0.23,0.23,0.24,0.24,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.23,0.23,0.23,0.23,0.16,0.2,0.18,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.23,0.19,0.18,0.0,0.18,0.18,0.18,0.17,0.17,0.15,0.17,0.17,0.16,0.18,0.15,0.17,0.18,0.15,0.16,0.16,0.15,0.16,0.15,0.14,0.18,0.16,0.14,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.13,0.14,0.14,0.15,0.13,0.16,0.14,0.12,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.1,0.13,0.13,0.11,0.11,0.0,0.1,0.1,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/09/2021,5.7,5.64,5.37,3.77,2.25,1.97,2.01,1.86,1.1,0.99,1.0,0.93,0.86,0.83,0.78,0.83,0.72,1.29,0.68,0.7,0.7,0.7,0.65,0.64,0.53,0.59,0.71,0.56,0.57,0.58,0.5,0.59,0.52,0.5,0.54,0.58,0.57,0.48,0.46,0.41,0.48,0.42,0.44,0.43,0.43,0.39,0.42,0.4,0.42,0.44,0.4,0.38,0.35,0.36,0.38,0.4,0.41,0.36,0.35,0.36,0.4,0.35,0.34,0.32,0.3,0.34,0.31,0.28,0.3,0.32,0.32,0.27,0.31,0.3,0.3,0.3,0.33,0.32,0.29,0.29,0.31,0.27,0.27,0.27,0.25,0.26,0.22,0.23,0.27,0.27,0.26,0.23,0.23,0.24,0.24,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.23,0.24,0.23,0.24,0.16,0.19,0.18,0.22,0.2,0.21,0.2,0.19,0.2,0.2,0.2,0.19,0.2,0.23,0.18,0.18,0.0,0.15,0.19,0.18,0.16,0.17,0.15,0.17,0.17,0.15,0.18,0.15,0.17,0.18,0.15,0.16,0.16,0.15,0.16,0.15,0.14,0.18,0.16,0.13,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.13,0.14,0.14,0.15,0.12,0.16,0.14,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.1,0.12,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.12,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.82
08/10/2021,5.7,5.64,5.37,3.77,2.25,1.97,2.01,1.86,1.1,0.99,1.0,0.93,0.86,0.83,0.78,0.83,0.72,1.29,0.68,0.7,0.7,0.7,0.65,0.64,0.53,0.59,0.71,0.56,0.57,0.58,0.5,0.59,0.52,0.5,0.54,0.58,0.57,0.48,0.46,0.41,0.48,0.42,0.44,0.43,0.43,0.39,0.42,0.4,0.42,0.44,0.4,0.38,0.35,0.36,0.38,0.4,0.41,0.36,0.35,0.36,0.4,0.35,0.34,0.32,0.3,0.34,0.31,0.28,0.3,0.32,0.32,0.27,0.31,0.3,0.3,0.3,0.33,0.32,0.29,0.29,0.31,0.27,0.27,0.27,0.25,0.26,0.22,0.23,0.27,0.27,0.26,0.23,0.23,0.24,0.24,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.23,0.24,0.23,0.24,0.16,0.19,0.18,0.22,0.2,0.21,0.2,0.19,0.2,0.2,0.2,0.19,0.2,0.23,0.18,0.18,0.0,0.15,0.19,0.18,0.16,0.17,0.15,0.17,0.17,0.15,0.18,0.15,0.17,0.18,0.15,0.16,0.16,0.15,0.16,0.15,0.14,0.18,0.16,0.13,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.13,0.14,0.14,0.15,0.12,0.16,0.14,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.1,0.12,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.12,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.82
08/11/2021,5.7,5.64,5.37,3.77,2.25,1.97,2.01,1.86,1.1,0.99,1.0,0.93,0.86,0.83,0.78,0.83,0.72,1.29,0.68,0.7,0.7,0.7,0.65,0.64,0.53,0.59,0.71,0.56,0.57,0.58,0.5,0.59,0.52,0.5,0.54,0.58,0.57,0.48,0.46,0.41,0.48,0.42,0.44,0.43,0.43,0.39,0.42,0.4,0.42,0.44,0.4,0.38,0.35,0.36,0.38,0.4,0.41,0.36,0.35,0.36,0.4,0.35,0.34,0.32,0.3,0.34,0.31,0.28,0.3,0.32,0.32,0.27,0.31,0.3,0.3,0.3,0.33,0.32,0.29,0.29,0.31,0.27,0.27,0.27,0.25,0.26,0.22,0.23,0.27,0.27,0.26,0.23,0.23,0.24,0.24,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.23,0.24,0.23,0.24,0.16,0.19,0.18,0.22,0.2,0.21,0.2,0.19,0.2,0.2,0.2,0.19,0.2,0.23,0.18,0.18,0.0,0.15,0.19,0.18,0.16,0.17,0.15,0.17,0.17,0.15,0.18,0.15,0.17,0.18,0.15,0.16,0.16,0.15,0.16,0.15,0.14,0.18,0.16,0.13,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.13,0.14,0.14,0.15,0.12,0.16,0.14,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.1,0.12,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.12,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.82
