,1120.SR,1180.SR,2010.SR,2222.SR,7010.SR,1010.SR,1211.SR,1060.SR,1050.SR,1150.SR,5110.SR,2020.SR,2280.SR,1140.SR,1080.SR,4190.SR,7020.SR,2050.SR,2310.SR,2290.SR,4002.SR,2330.SR,1020.SR,2250.SR,8210.SR,4210.SR,2060.SR,4013.SR,7030.SR,2350.SR,3050.SR,2380.SR,4300.SR,4001.SR,8010.SR,4220.SR,3030.SR,4003.SR,3040.SR,2070.SR,3020.SR,3060.SR,4004.SR,4031.SR,1810.SR,6004.SR,2270.SR,4020.SR,2040.SR,4007.SR,4200.SR,3002.SR,3010.SR,4080.SR,4150.SR,3080.SR,6010.SR,3004.SR,4040.SR,3003.SR,2230.SR,4240.SR,4260.SR,2080.SR,4005.SR,4010.SR,8230.SR,1830.SR,6002.SR,4008.SR,4009.SR,1831.SR,4342.SR,SAR,XTSLA,2190.SR,2170.SR,6001.SR,6050.SR,7200.SR,2002.SR,9512.SR,2030.SR,1182,6070.SR,HBCFT,MESU1,USD,1182.SR,MESZ1,SUM
08/05/2021,12.49,11.06,9.94,6.83,4.72,3.57,3.09,2.59,2.25,2.21,2.24,1.91,1.57,1.45,1.42,1.28,1.31,1.24,1.34,1.1,0.99,0.9,0.9,0.92,0.9,0.85,0.85,0.85,0.74,0.71,0.68,0.71,0.68,0.63,0.64,0.66,0.6,0.55,0.49,0.5,0.44,0.46,0.4,0.41,0.41,0.39,0.37,0.4,0.39,0.35,0.35,0.34,0.34,0.32,0.38,0.31,0.3,0.29,0.29,0.3,0.29,0.25,0.27,0.27,0.26,0.24,0.25,0.24,0.25,0.23,0.22,0.21,0.21,0.11,0.09,0.17,0.18,0.13,0.1,0.1,0.1,0.09,0.07,0.07,0.06,0.01,0.0,0.0,0.0,0.0,100.07
08/06/2021,13.07,11.25,9.93,6.75,4.71,3.58,3.03,2.62,2.32,2.29,2.19,1.84,1.51,1.43,1.42,1.26,1.28,1.22,1.27,1.1,1.03,0.87,0.87,0.91,0.89,0.81,0.84,0.87,0.73,0.69,0.67,0.68,0.67,0.62,0.64,0.61,0.58,0.54,0.49,0.47,0.43,0.43,0.39,0.39,0.4,0.38,0.37,0.4,0.4,0.34,0.33,0.33,0.34,0.31,0.38,0.33,0.3,0.29,0.29,0.3,0.28,0.25,0.26,0.28,0.25,0.24,0.27,0.24,0.25,0.21,0.21,0.21,0.2,0.13,0.09,0.16,0.18,0.12,0.09,0.1,0.1,0.09,0.07,0.07,0.06,0.01,0.0,0.0,0.0,0.0,100.1
08/10/2021,12.92,11.33,10.08,6.73,4.75,3.59,2.95,2.64,2.36,2.28,2.19,1.78,1.5,1.46,1.4,1.25,1.29,1.16,1.3,1.11,1.05,0.87,0.88,0.91,0.9,0.8,0.84,0.91,0.73,0.69,0.67,0.68,0.66,0.61,0.63,0.62,0.58,0.54,0.49,0.46,0.42,0.43,0.38,0.38,0.39,0.38,0.36,0.39,0.41,0.34,0.33,0.33,0.34,0.31,0.38,0.33,0.28,0.29,0.29,0.3,0.28,0.25,0.26,0.28,0.25,0.24,0.27,0.24,0.24,0.21,0.21,0.21,0.2,0.13,0.09,0.17,0.19,0.12,0.09,0.1,0.1,0.09,0.07,0.07,0.06,0.01,0.0,0.0,0.0,0.0,100.08
08/11/2021,12.92,11.33,10.08,6.73,4.75,3.59,2.95,2.64,2.36,2.28,2.19,1.78,1.5,1.46,1.4,1.25,1.29,1.16,1.3,1.11,1.05,0.87,0.88,0.91,0.9,0.8,0.84,0.91,0.73,0.69,0.67,0.68,0.66,0.61,0.63,0.62,0.58,0.54,0.49,0.46,0.42,0.43,0.38,0.38,0.39,0.38,0.36,0.39,0.41,0.34,0.33,0.33,0.34,0.31,0.38,0.33,0.28,0.29,0.29,0.3,0.28,0.25,0.26,0.28,0.25,0.24,0.27,0.24,0.24,0.21,0.21,0.21,0.2,0.13,0.09,0.17,0.19,0.12,0.09,0.1,0.1,0.09,0.07,0.07,0.06,0.01,0.0,0.0,0.0,0.0,100.08
08/12/2021,13.01,11.33,9.79,6.74,4.72,3.58,3.08,2.6,2.29,2.25,2.16,1.75,1.47,1.51,1.39,1.27,1.29,1.15,1.28,1.09,1.07,0.88,0.87,0.88,1.08,0.77,0.81,0.92,0.72,0.67,0.66,0.67,0.66,0.61,0.74,0.6,0.58,0.54,0.5,0.45,0.41,0.43,0.4,0.39,0.39,0.39,0.36,0.39,0.41,0.37,0.33,0.31,0.34,0.3,0.39,0.31,0.28,0.28,0.3,0.29,0.29,0.25,0.26,0.27,0.25,0.23,0.29,0.27,0.24,0.21,0.23,0.21,0.2,0.19,0.14,0.16,0.18,0.12,0.09,0.1,0.09,0.09,0.07,0.07,0.06,0.01,0.0,0.0,0.0,0.0,100.07
08/13/2021,12.96,11.6,9.8,6.67,4.68,3.62,3.07,2.59,2.33,2.26,2.16,1.76,1.48,1.57,1.38,1.3,1.27,1.15,1.28,1.09,1.09,0.87,0.86,0.88,1.03,0.76,0.8,0.92,0.71,0.66,0.65,0.66,0.66,0.6,0.7,0.6,0.57,0.53,0.48,0.45,0.41,0.43,0.4,0.39,0.39,0.39,0.36,0.39,0.4,0.35,0.33,0.31,0.33,0.3,0.39,0.31,0.28,0.28,0.29,0.29,0.28,0.25,0.26,0.27,0.25,0.23,0.28,0.28,0.24,0.2,0.22,0.21,0.2,0.2,0.14,0.16,0.19,0.12,0.09,0.1,0.1,0.09,0.07,0.07,0.06,0.01,0.0,0.0,0.0,0.0,100.09
08/19/2021,13.1,11.68,9.74,6.61,4.59,3.57,3.15,2.74,2.42,2.25,2.28,1.82,1.45,1.6,1.4,1.3,1.25,1.12,1.31,1.07,1.03,0.86,0.85,0.87,0.98,0.77,0.81,0.88,0.71,0.67,0.58,0.64,0.64,0.59,0.67,0.59,0.56,0.53,0.45,0.41,0.41,0.41,0.38,0.38,0.39,0.39,0.35,0.37,0.39,0.34,0.33,0.3,0.34,0.29,0.4,0.3,0.27,0.27,0.29,0.29,0.27,0.24,0.26,0.28,0.24,0.22,0.27,0.27,0.23,0.19,0.22,0.21,0.2,0.4,0.07,0.15,0.19,0.12,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.01,0.0,0.0,0.0,0.0,100.03
08/20/2021,13.13,11.61,9.82,6.6,4.65,3.6,3.13,2.78,2.4,2.23,2.26,1.81,1.45,1.62,1.39,1.28,1.25,1.12,1.3,1.07,1.09,0.85,0.84,0.87,0.99,0.75,0.81,0.9,0.7,0.67,0.58,0.64,0.64,0.59,0.69,0.58,0.56,0.52,0.46,0.41,0.41,0.41,0.38,0.38,0.38,0.39,0.35,0.37,0.38,0.34,0.33,0.3,0.33,0.28,0.39,0.31,0.27,0.27,0.29,0.29,0.28,0.23,0.26,0.27,0.24,0.22,0.27,0.27,0.23,0.19,0.22,0.21,0.2,0.4,0.06,0.15,0.19,0.11,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.02,0.0,0.0,0.0,0.0,100.07
08/23/2021,13.39,11.55,9.73,6.67,4.5,3.64,3.0,2.8,2.41,2.23,2.22,1.8,1.46,1.62,1.37,1.27,1.26,1.1,1.31,1.06,1.05,0.85,0.84,0.86,1.0,0.75,0.8,0.88,0.7,0.66,0.59,0.62,0.65,0.59,0.71,0.58,0.57,0.53,0.47,0.42,0.4,0.41,0.38,0.38,0.38,0.39,0.36,0.36,0.39,0.34,0.34,0.3,0.32,0.29,0.39,0.31,0.26,0.27,0.29,0.29,0.28,0.24,0.27,0.28,0.24,0.22,0.27,0.28,0.24,0.19,0.21,0.22,0.2,0.41,0.07,0.15,0.19,0.12,0.08,0.1,0.09,0.08,0.07,0.07,0.06,0.03,0.0,0.0,0.0,0.0,100.01999999999998
08/24/2021,13.39,11.55,9.73,6.67,4.5,3.64,3.0,2.8,2.41,2.23,2.22,1.8,1.46,1.62,1.37,1.27,1.26,1.1,1.31,1.06,1.05,0.85,0.84,0.86,1.0,0.75,0.8,0.88,0.7,0.66,0.59,0.62,0.65,0.59,0.71,0.58,0.57,0.53,0.47,0.42,0.4,0.41,0.38,0.38,0.38,0.39,0.36,0.36,0.39,0.34,0.34,0.3,0.32,0.29,0.39,0.31,0.26,0.27,0.29,0.29,0.28,0.24,0.27,0.28,0.24,0.22,0.27,0.28,0.24,0.19,0.21,0.22,0.2,0.41,0.06,0.15,0.19,0.12,0.08,0.1,0.09,0.08,0.07,0.07,0.06,0.03,0.0,0.0,0.0,0.0,100.01
08/25/2021,13.39,11.55,9.73,6.67,4.5,3.64,3.0,2.8,2.41,2.23,2.22,1.8,1.46,1.62,1.37,1.27,1.26,1.1,1.31,1.06,1.05,0.85,0.84,0.86,1.0,0.75,0.8,0.88,0.7,0.66,0.59,0.62,0.65,0.59,0.71,0.58,0.57,0.53,0.47,0.42,0.4,0.41,0.38,0.38,0.38,0.39,0.36,0.36,0.39,0.34,0.34,0.3,0.32,0.29,0.39,0.31,0.26,0.27,0.29,0.29,0.28,0.24,0.27,0.28,0.24,0.22,0.27,0.28,0.24,0.19,0.21,0.22,0.2,0.41,0.06,0.15,0.19,0.12,0.08,0.1,0.09,0.08,0.07,0.07,0.06,0.03,0.0,0.0,0.0,0.0,100.01
08/26/2021,13.45,11.76,9.74,6.67,4.47,3.52,2.92,2.8,2.37,2.22,2.21,1.76,1.46,1.65,1.38,1.32,1.27,1.1,1.29,1.06,1.07,0.85,0.84,0.85,1.04,0.75,0.77,0.88,0.71,0.65,0.59,0.62,0.64,0.59,0.7,0.57,0.57,0.53,0.47,0.43,0.4,0.41,0.39,0.38,0.38,0.39,0.35,0.35,0.41,0.34,0.34,0.3,0.32,0.28,0.39,0.31,0.26,0.26,0.29,0.28,0.28,0.23,0.27,0.28,0.24,0.22,0.27,0.28,0.23,0.19,0.21,0.21,0.21,0.35,0.14,0.14,0.18,0.12,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.03,0.0,0.0,0.0,0.0,100.01
08/27/2021,13.41,11.65,9.71,6.67,4.5,3.54,3.01,2.75,2.36,2.23,2.23,1.78,1.49,1.64,1.37,1.32,1.26,1.11,1.29,1.04,1.05,0.85,0.84,0.86,1.04,0.73,0.78,0.88,0.71,0.66,0.59,0.64,0.64,0.6,0.7,0.58,0.57,0.52,0.47,0.44,0.4,0.41,0.38,0.38,0.38,0.4,0.34,0.37,0.41,0.34,0.34,0.3,0.32,0.28,0.4,0.32,0.27,0.26,0.29,0.28,0.28,0.23,0.27,0.28,0.24,0.22,0.27,0.29,0.24,0.2,0.21,0.21,0.2,0.21,0.14,0.15,0.18,0.11,0.08,0.1,0.09,0.08,0.07,0.07,0.06,0.03,0.0,0.12,0.0,0.0,100.01
08/30/2021,13.16,11.56,9.69,6.69,4.48,3.63,2.98,2.84,2.45,2.22,2.26,1.77,1.5,1.64,1.4,1.29,1.26,1.11,1.29,1.04,1.06,0.86,0.84,0.86,1.08,0.73,0.8,0.88,0.71,0.65,0.59,0.65,0.64,0.59,0.7,0.59,0.57,0.53,0.46,0.42,0.4,0.41,0.38,0.39,0.39,0.4,0.35,0.37,0.4,0.33,0.34,0.3,0.31,0.28,0.4,0.32,0.27,0.26,0.29,0.28,0.28,0.23,0.27,0.29,0.24,0.22,0.27,0.29,0.24,0.19,0.21,0.22,0.2,0.19,0.31,0.15,0.18,0.11,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.03,0.0,0.0,0.0,0.0,100.01999999999998
08/31/2021,13.16,11.56,9.69,6.69,4.48,3.63,2.98,2.84,2.45,2.22,2.26,1.77,1.5,1.64,1.4,1.29,1.26,1.11,1.29,1.04,1.06,0.86,0.84,0.86,1.08,0.73,0.8,0.88,0.71,0.65,0.59,0.65,0.64,0.59,0.7,0.59,0.57,0.53,0.46,0.42,0.4,0.41,0.38,0.39,0.39,0.4,0.35,0.37,0.4,0.33,0.34,0.3,0.31,0.28,0.4,0.32,0.27,0.26,0.29,0.28,0.28,0.23,0.27,0.29,0.24,0.22,0.27,0.29,0.24,0.19,0.21,0.22,0.2,0.19,0.31,0.15,0.18,0.11,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.03,0.0,0.0,0.0,0.0,100.01999999999998
09/01/2021,13.16,11.56,9.69,6.69,4.48,3.63,2.98,2.84,2.45,2.22,2.26,1.77,1.5,1.64,1.4,1.29,1.26,1.11,1.29,1.04,1.06,0.86,0.84,0.86,1.08,0.73,0.8,0.88,0.71,0.65,0.59,0.65,0.64,0.59,0.7,0.59,0.57,0.53,0.46,0.42,0.4,0.41,0.38,0.39,0.39,0.4,0.35,0.37,0.4,0.33,0.34,0.3,0.31,0.28,0.4,0.32,0.27,0.26,0.29,0.28,0.28,0.23,0.27,0.29,0.24,0.22,0.27,0.29,0.24,0.19,0.21,0.22,0.2,0.19,0.31,0.15,0.18,0.11,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.03,0.0,0.0,0.0,0.0,100.01999999999998
09/02/2021,13.14,11.68,9.7,6.65,4.47,3.56,3.04,2.8,2.41,2.27,2.26,1.79,1.49,1.62,1.37,1.31,1.26,1.11,1.29,1.04,1.04,0.85,0.84,0.86,1.06,0.74,0.8,0.88,0.71,0.65,0.57,0.66,0.64,0.6,0.68,0.59,0.57,0.57,0.46,0.42,0.4,0.41,0.38,0.39,0.39,0.4,0.34,0.38,0.41,0.34,0.34,0.3,0.31,0.29,0.4,0.31,0.27,0.26,0.29,0.28,0.28,0.23,0.28,0.3,0.24,0.23,0.26,0.29,0.24,0.2,0.21,0.21,0.2,0.16,0.31,0.15,0.18,0.12,0.09,0.11,0.09,0.08,0.07,0.07,0.06,0.02,0.0,0.0,0.0,0.0,100.02
09/10/2021,13.2,11.83,9.66,6.56,4.51,3.49,3.2,2.72,2.36,2.33,2.29,1.85,1.45,1.6,1.4,1.29,1.24,1.11,1.32,1.02,1.0,0.85,0.84,0.88,1.02,0.79,0.78,0.86,0.73,0.66,0.58,0.7,0.63,0.6,0.67,0.58,0.57,0.55,0.46,0.41,0.39,0.41,0.38,0.4,0.39,0.41,0.34,0.36,0.4,0.34,0.34,0.3,0.31,0.29,0.39,0.31,0.27,0.26,0.28,0.27,0.28,0.23,0.26,0.36,0.24,0.23,0.26,0.28,0.24,0.2,0.21,0.22,0.2,0.07,0.24,0.15,0.19,0.12,0.09,0.11,0.17,0.08,0.07,0.0,0.07,0.01,0.0,0.0,0.07,0.0,100.07999999999998
09/13/2021,13.34,11.8,9.71,6.53,4.54,3.5,3.29,2.73,2.37,2.34,2.26,1.89,1.47,1.63,1.4,1.28,1.22,1.08,1.31,1.02,0.98,0.84,0.83,0.86,1.02,0.78,0.77,0.85,0.71,0.65,0.58,0.69,0.63,0.6,0.67,0.58,0.56,0.57,0.46,0.4,0.4,0.41,0.37,0.4,0.39,0.42,0.34,0.36,0.39,0.34,0.34,0.29,0.31,0.29,0.39,0.3,0.27,0.26,0.28,0.27,0.28,0.23,0.27,0.36,0.23,0.23,0.26,0.28,0.23,0.19,0.21,0.22,0.2,0.06,0.25,0.14,0.19,0.12,0.09,0.11,0.17,0.08,0.07,0.0,0.08,0.01,0.0,0.0,0.07,0.0,100.18999999999998
09/14/2021,13.34,11.8,9.71,6.53,4.54,3.5,3.29,2.73,2.37,2.34,2.26,1.89,1.47,1.63,1.4,1.28,1.22,1.08,1.31,1.02,0.98,0.84,0.83,0.86,1.02,0.78,0.77,0.85,0.71,0.65,0.58,0.69,0.63,0.6,0.67,0.58,0.56,0.57,0.46,0.4,0.4,0.41,0.37,0.4,0.39,0.42,0.34,0.36,0.39,0.34,0.34,0.29,0.31,0.29,0.39,0.3,0.27,0.26,0.28,0.27,0.28,0.23,0.27,0.36,0.23,0.23,0.26,0.28,0.23,0.19,0.21,0.22,0.2,0.06,0.16,0.14,0.19,0.12,0.09,0.11,0.17,0.08,0.07,0.0,0.08,0.01,0.0,0.0,0.07,0.0,100.09999999999998
09/15/2021,13.34,11.8,9.71,6.53,4.54,3.5,3.29,2.73,2.37,2.34,2.26,1.89,1.47,1.63,1.4,1.28,1.22,1.08,1.31,1.02,0.98,0.84,0.83,0.86,1.02,0.78,0.77,0.85,0.71,0.65,0.58,0.69,0.63,0.6,0.67,0.58,0.56,0.57,0.46,0.4,0.4,0.41,0.37,0.4,0.39,0.42,0.34,0.36,0.39,0.34,0.34,0.29,0.31,0.29,0.39,0.3,0.27,0.26,0.28,0.27,0.28,0.23,0.27,0.36,0.23,0.23,0.26,0.28,0.23,0.19,0.21,0.22,0.2,0.06,0.16,0.14,0.19,0.12,0.09,0.11,0.17,0.08,0.07,0.0,0.08,0.01,0.0,0.0,0.07,0.0,100.09999999999998
09/16/2021,13.17,11.79,9.7,6.57,4.54,3.58,3.32,2.72,2.38,2.34,2.22,1.94,1.48,1.59,1.39,1.29,1.22,1.11,1.3,1.01,0.96,0.84,0.82,0.87,1.01,0.78,0.77,0.86,0.71,0.65,0.58,0.71,0.63,0.59,0.69,0.58,0.57,0.57,0.45,0.4,0.4,0.41,0.36,0.41,0.4,0.44,0.34,0.37,0.4,0.33,0.36,0.29,0.3,0.29,0.38,0.31,0.27,0.26,0.28,0.27,0.28,0.23,0.26,0.35,0.23,0.23,0.26,0.28,0.23,0.19,0.21,0.22,0.19,0.09,0.16,0.14,0.19,0.12,0.09,0.11,0.17,0.08,0.07,0.0,0.08,0.01,0.0,0.0,0.07,0.0,100.11
09/17/2021,13.17,11.8,9.65,6.56,4.53,3.54,3.31,2.69,2.39,2.34,2.26,1.92,1.48,1.6,1.39,1.3,1.22,1.1,1.34,1.01,0.96,0.84,0.82,0.86,0.99,0.76,0.79,0.85,0.71,0.66,0.58,0.71,0.63,0.59,0.7,0.6,0.56,0.58,0.45,0.4,0.41,0.41,0.36,0.41,0.4,0.43,0.34,0.36,0.4,0.34,0.36,0.29,0.3,0.29,0.38,0.3,0.28,0.26,0.28,0.27,0.28,0.23,0.26,0.35,0.23,0.23,0.26,0.29,0.23,0.19,0.21,0.22,0.19,0.09,0.03,0.14,0.2,0.12,0.09,0.1,0.17,0.08,0.07,0.0,0.08,0.01,0.0,0.03,0.07,0.0,99.96
09/20/2021,13.28,11.82,9.7,6.57,4.44,3.5,3.34,2.68,2.37,2.34,2.3,2.08,1.48,1.56,1.4,1.27,1.2,1.1,1.37,1.03,0.95,0.84,0.82,0.9,0.93,0.73,0.79,0.84,0.7,0.66,0.57,0.69,0.63,0.58,0.69,0.59,0.56,0.57,0.45,0.4,0.4,0.41,0.36,0.41,0.39,0.43,0.33,0.35,0.41,0.35,0.35,0.29,0.3,0.28,0.36,0.3,0.27,0.25,0.28,0.26,0.28,0.23,0.26,0.37,0.23,0.22,0.27,0.3,0.23,0.19,0.21,0.22,0.19,0.09,0.09,0.14,0.19,0.12,0.09,0.1,0.18,0.08,0.07,0.0,0.08,0.01,0.0,0.0,0.07,0.0,100.01
