,TSM,NVDA,ASML,QCOM,AMD,INTC,TXN,AVGO,AMAT,MU,ADI,LRCX,NXPI,KLAC,MCHP,XLNX,MRVL,CDNS,SWKS,STM,MXIM,QRVO,TER,ON,OLED,010950.KS,PTBL.TA,1379.T,SAR.AX,GVMXX,n/a,SNPS,SUM
07/23/2021,14.37,9.96,6.03,5.24,4.89,5.06,5.01,5.03,4.31,4.28,4.22,4.21,3.5,2.95,2.6,2.44,2.5,2.5,2.37,1.98,1.61,1.64,1.53,1.06,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/26/2021,14.03,10.05,6.22,5.19,4.97,5.01,4.78,4.98,4.44,4.19,4.16,4.37,3.48,3.04,2.64,2.49,2.56,2.51,2.34,1.96,1.59,1.62,1.56,1.05,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/27/2021,13.96,9.96,6.33,5.25,4.99,4.71,4.82,5.01,4.45,4.18,4.17,4.37,3.49,3.08,2.63,2.5,2.58,2.54,2.35,2.0,1.6,1.62,1.58,1.06,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/28/2021,13.96,9.96,6.33,5.25,4.99,4.71,4.82,5.01,4.45,4.18,4.17,4.37,3.49,3.08,2.63,2.5,2.58,2.54,2.35,2.0,1.6,1.62,1.58,1.06,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,13.85,9.84,6.39,5.2,4.98,4.83,4.87,5.01,4.46,4.21,4.19,4.38,3.53,3.07,2.64,2.46,2.59,2.53,2.35,2.02,1.6,1.62,1.57,1.07,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/30/2021,13.84,9.98,6.43,5.2,5.03,4.82,4.87,5.03,4.42,4.17,4.23,4.34,3.53,3.03,2.62,2.42,2.59,2.55,2.34,2.03,1.59,1.6,1.54,1.06,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/02/2021,13.78,9.95,6.44,5.17,5.31,4.73,4.83,4.96,4.42,4.17,4.19,4.35,3.54,3.04,2.61,2.52,2.59,2.53,2.34,2.02,1.57,1.6,1.5,1.08,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/03/2021,13.78,9.95,6.44,5.17,5.31,4.73,4.83,4.96,4.42,4.17,4.19,4.35,3.54,3.04,2.61,2.52,2.59,2.53,2.34,2.02,1.57,1.6,1.5,1.08,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/04/2021,13.78,9.95,6.44,5.17,5.31,4.73,4.83,4.96,4.42,4.17,4.19,4.35,3.54,3.04,2.61,2.52,2.59,2.53,2.34,2.02,1.57,1.6,1.5,1.08,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/05/2021,13.78,9.95,6.44,5.17,5.31,4.73,4.83,4.96,4.42,4.17,4.19,4.35,3.54,3.04,2.61,2.52,2.59,2.53,2.34,2.02,1.57,1.6,1.5,1.08,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/06/2021,13.62,9.71,6.35,5.16,5.87,4.62,4.7,4.86,4.4,4.28,4.14,4.24,3.61,3.21,2.67,2.56,2.59,2.52,2.21,2.07,1.53,1.58,1.5,1.27,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/09/2021,13.58,10.01,6.41,5.07,5.8,4.56,4.75,4.82,4.36,4.28,4.13,4.2,3.61,3.24,2.7,2.61,2.55,2.52,2.16,2.06,1.54,1.56,1.48,1.24,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/10/2021,13.54,9.93,6.35,5.07,5.71,4.59,4.77,4.82,4.39,4.32,4.18,4.24,3.64,3.25,2.71,2.61,2.54,2.52,2.17,2.07,1.55,1.57,1.49,1.26,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/11/2021,13.54,9.93,6.35,5.07,5.71,4.59,4.77,4.82,4.39,4.32,4.18,4.24,3.64,3.25,2.71,2.61,2.54,2.52,2.17,2.07,1.55,1.57,1.49,1.26,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/12/2021,13.58,9.93,6.41,5.11,5.6,4.62,4.72,4.83,4.39,4.24,4.2,4.2,3.71,3.25,2.72,2.6,2.55,2.52,2.17,2.1,1.55,1.56,1.48,1.27,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/13/2021,13.55,9.89,6.5,5.14,5.62,4.67,4.77,4.87,4.32,4.07,4.25,4.1,3.76,3.2,2.77,2.59,2.55,2.53,2.19,2.13,1.57,1.56,1.46,1.26,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/16/2021,13.65,10.0,6.52,5.26,5.69,4.69,4.78,4.96,4.1,3.82,4.24,3.93,3.77,3.11,2.82,2.61,2.59,2.62,2.2,2.16,1.56,1.56,1.44,1.25,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/17/2021,13.54,10.08,6.54,5.28,5.87,4.66,4.77,4.94,4.1,3.83,4.25,3.89,3.75,3.09,2.81,2.61,2.59,2.61,2.19,2.17,1.57,1.55,1.43,1.24,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/18/2021,13.54,10.08,6.54,5.28,5.87,4.66,4.77,4.94,4.1,3.83,4.25,3.89,3.75,3.09,2.81,2.61,2.59,2.61,2.19,2.17,1.57,1.55,1.43,1.24,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/19/2021,13.54,10.08,6.54,5.28,5.87,4.66,4.77,4.94,4.1,3.83,4.25,3.89,3.75,3.09,2.81,2.61,2.59,2.61,2.19,2.17,1.57,1.55,1.43,1.24,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/20/2021,13.49,10.0,6.56,5.28,5.73,4.68,4.82,4.98,4.17,3.84,4.3,3.96,3.73,3.11,2.8,2.55,2.55,2.61,2.18,2.18,1.58,1.55,1.43,1.25,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/23/2021,13.32,10.16,6.67,5.13,5.66,4.7,4.81,4.95,4.19,3.9,4.29,3.97,3.64,3.12,2.75,2.6,2.61,2.7,2.18,2.17,1.65,1.53,1.41,1.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/24/2021,12.97,10.64,6.69,5.16,5.69,4.64,4.79,4.95,4.11,3.88,4.26,3.88,3.66,3.09,2.75,2.63,2.63,2.74,2.19,2.18,1.64,1.53,1.4,1.21,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/25/2021,12.97,10.64,6.69,5.16,5.69,4.64,4.79,4.95,4.11,3.88,4.26,3.88,3.66,3.09,2.75,2.63,2.63,2.74,2.19,2.18,1.64,1.53,1.4,1.21,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/26/2021,12.94,10.91,6.7,5.09,5.75,4.61,4.73,4.88,4.13,3.85,4.22,3.89,3.66,3.08,2.73,2.72,2.65,2.69,2.15,2.16,1.67,1.51,1.4,1.21,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/27/2021,13.07,10.82,6.65,5.1,5.69,4.66,4.73,4.87,4.12,3.86,4.12,3.9,3.72,3.07,2.73,2.71,2.67,2.7,2.16,2.15,1.64,1.52,1.4,1.24,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/30/2021,13.6,10.82,6.61,4.97,5.6,4.55,4.67,4.85,4.11,3.86,4.11,3.85,3.81,3.09,2.84,2.64,2.67,2.68,2.12,2.13,1.63,1.51,1.38,1.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/31/2021,14.1,10.0,5.74,5.08,4.99,4.9,4.87,4.86,4.5,4.59,4.31,4.36,3.59,3.06,2.78,2.57,2.51,2.34,2.29,1.83,1.66,1.61,1.61,1.09,0.74,0.0,0.0,0.0,0.0,0.26,0.0,0.0,100.24
09/01/2021,14.1,10.0,5.74,5.08,4.99,4.9,4.87,4.86,4.5,4.59,4.31,4.36,3.59,3.06,2.78,2.57,2.51,2.34,2.29,1.83,1.66,1.61,1.61,1.09,0.74,0.0,0.0,0.0,0.0,0.26,0.0,0.0,100.24
09/02/2021,14.1,10.0,5.74,5.08,4.99,4.9,4.87,4.86,4.5,4.59,4.31,4.36,3.59,3.06,2.78,2.57,2.51,2.34,2.29,1.83,1.66,1.61,1.61,1.09,0.74,0.0,0.0,0.0,0.0,0.26,0.0,0.0,100.24
09/03/2021,13.42,10.89,6.7,4.98,5.69,4.52,4.66,4.88,4.13,3.8,5.61,3.92,3.82,3.1,2.84,2.65,2.56,2.7,2.14,2.17,0.0,1.51,1.42,1.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/06/2021,13.71,10.83,6.92,4.99,5.62,4.53,4.64,4.84,4.11,3.87,5.5,3.9,3.58,3.08,2.81,2.65,2.55,2.74,2.12,2.19,0.0,1.48,1.41,1.26,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/07/2021,13.96,10.95,6.84,4.93,5.61,4.48,4.61,4.86,4.11,3.83,5.45,3.93,3.57,3.09,2.79,2.66,2.54,2.72,2.1,2.17,0.0,1.47,1.41,1.25,0.67,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.01
09/08/2021,13.96,10.95,6.84,4.93,5.61,4.48,4.61,4.86,4.11,3.83,5.45,3.93,3.57,3.09,2.79,2.66,2.54,2.72,2.1,2.17,0.0,1.47,1.41,1.25,0.67,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.01
09/09/2021,13.96,10.95,6.84,4.93,5.61,4.48,4.61,4.86,4.11,3.83,5.45,3.93,3.57,3.09,2.79,2.66,2.54,2.72,2.1,2.17,0.0,1.47,1.41,1.25,0.67,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.01
09/10/2021,14.07,10.89,6.88,4.91,5.58,4.5,4.62,4.86,4.14,3.83,5.49,3.82,3.58,3.1,2.79,2.65,2.53,2.72,2.09,2.18,0.0,1.45,1.39,1.26,0.66,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.01
09/13/2021,13.94,10.88,6.94,4.94,5.5,4.55,4.66,4.9,4.11,3.81,5.58,3.81,3.54,3.09,2.79,2.66,2.53,2.76,2.07,2.17,0.0,1.44,1.39,1.25,0.66,0.0,0.0,0.0,0.0,0.0,0.02,0.0,99.99
09/14/2021,13.9,10.82,6.87,4.88,5.39,4.52,4.65,4.88,4.16,3.83,5.72,3.86,3.57,3.18,2.82,2.66,2.53,2.75,2.04,2.18,0.0,1.42,1.4,1.29,0.64,0.0,0.0,0.0,0.0,0.0,0.02,0.0,99.98
09/15/2021,13.9,10.82,6.87,4.88,5.39,4.52,4.65,4.88,4.16,3.83,5.72,3.86,3.57,3.18,2.82,2.66,2.53,2.75,2.04,2.18,0.0,1.42,1.4,1.29,0.64,0.0,0.0,0.0,0.0,0.0,0.02,0.0,99.98
09/16/2021,13.9,10.82,6.87,4.88,5.39,4.52,4.65,4.88,4.16,3.83,5.72,3.86,3.57,3.18,2.82,2.66,2.53,2.75,2.04,2.18,0.0,1.42,1.4,1.29,0.64,0.0,0.0,0.0,0.0,0.0,0.02,0.0,99.98
09/17/2021,13.79,10.62,7.04,4.79,5.37,4.54,4.72,4.88,4.22,3.79,5.79,3.86,3.53,3.21,2.85,2.64,2.56,2.7,2.03,2.24,0.0,1.44,1.41,1.31,0.63,0.0,0.0,0.0,0.0,0.0,0.04,0.0,100.0
09/20/2021,13.57,10.63,7.03,4.68,5.34,4.58,4.76,4.94,4.24,3.8,5.79,3.9,3.53,3.3,2.87,2.67,2.56,2.73,2.01,2.26,0.0,1.41,1.4,1.34,0.62,0.0,0.0,0.0,0.0,0.0,0.04,0.0,100.0
09/21/2021,13.34,10.57,6.89,4.58,5.33,4.57,4.8,4.97,4.29,3.88,5.79,3.94,3.53,3.37,2.89,2.64,2.58,2.7,2.02,2.23,0.0,1.4,1.41,1.35,0.63,0.0,0.0,0.0,0.0,0.0,0.05,0.25,100.0
09/22/2021,13.34,10.57,6.89,4.58,5.33,4.57,4.8,4.97,4.29,3.88,5.79,3.94,3.53,3.37,2.89,2.64,2.58,2.7,2.02,2.23,0.0,1.4,1.41,1.35,0.63,0.0,0.0,0.0,0.0,0.0,0.05,0.25,100.0
09/23/2021,13.34,10.57,6.89,4.58,5.33,4.57,4.8,4.97,4.29,3.88,5.79,3.94,3.53,3.37,2.89,2.64,2.58,2.7,2.02,2.23,0.0,1.4,1.41,1.35,0.63,0.0,0.0,0.0,0.0,0.0,0.05,0.25,100.0
09/24/2021,15.47,11.15,7.51,4.71,4.44,5.03,5.21,4.55,4.64,4.58,4.72,4.4,2.93,2.62,2.07,2.07,2.31,2.11,1.55,1.87,0.0,1.07,1.05,0.97,0.48,0.0,0.0,0.0,0.0,0.0,0.02,2.46,99.99
09/27/2021,15.16,11.44,7.5,4.64,4.45,4.98,5.2,4.54,4.7,4.56,4.76,4.46,2.98,2.64,2.11,2.07,2.33,2.08,1.53,1.86,0.0,1.06,1.05,0.97,0.47,0.0,0.0,0.0,0.0,0.0,0.04,2.43,100.01000000000002
09/28/2021,15.13,11.26,7.42,4.65,4.44,5.01,5.26,4.55,4.74,4.57,4.81,4.47,2.99,2.64,2.12,2.09,2.34,2.09,1.52,1.86,0.0,1.06,1.05,0.97,0.47,0.0,0.0,0.0,0.0,0.0,0.04,2.43,99.98
09/29/2021,15.13,11.26,7.42,4.65,4.44,5.01,5.26,4.55,4.74,4.57,4.81,4.47,2.99,2.64,2.12,2.09,2.34,2.09,1.52,1.86,0.0,1.06,1.05,0.97,0.47,0.0,0.0,0.0,0.0,0.0,0.04,2.43,99.98
09/30/2021,15.26,11.09,7.16,4.66,4.56,5.07,5.28,4.57,4.78,4.66,4.78,4.52,3.0,2.62,2.14,2.13,2.33,2.03,1.52,1.87,0.0,1.07,1.04,0.98,0.46,0.0,0.0,0.0,0.0,0.0,0.04,2.37,99.99
10/01/2021,15.33,11.05,6.98,4.73,4.46,5.23,5.35,4.64,4.64,4.72,4.83,4.48,2.98,2.59,2.12,2.1,2.34,2.04,1.54,1.84,0.0,1.09,1.03,0.98,0.47,0.0,0.0,0.0,0.0,0.0,0.05,2.38,99.99
10/04/2021,15.52,11.12,6.81,4.78,4.48,5.26,5.38,4.69,4.55,4.7,4.83,4.4,2.92,2.54,2.08,2.1,2.36,2.06,1.56,1.85,0.0,1.1,1.02,0.96,0.45,0.0,0.0,0.0,0.0,0.0,0.05,2.42,99.99
10/05/2021,15.5,11.24,6.73,4.75,4.57,5.29,5.4,4.67,4.58,4.65,4.79,4.42,2.83,2.54,2.08,2.15,2.34,2.07,1.54,1.85,0.0,1.1,1.02,0.95,0.45,0.0,0.0,0.0,0.0,0.0,0.08,2.42,100.01
10/06/2021,15.5,11.24,6.73,4.75,4.57,5.29,5.4,4.67,4.58,4.65,4.79,4.42,2.83,2.54,2.08,2.15,2.34,2.07,1.54,1.85,0.0,1.1,1.02,0.95,0.45,0.0,0.0,0.0,0.0,0.0,0.08,2.42,100.01
10/07/2021,15.57,10.98,6.65,4.8,4.6,5.39,5.45,4.68,4.56,4.75,4.83,4.38,2.85,2.56,2.05,2.15,2.32,2.06,1.54,1.83,0.0,1.09,1.03,0.96,0.44,0.0,0.0,0.0,0.0,0.0,0.09,2.38,99.99
10/08/2021,15.57,10.98,6.65,4.8,4.6,5.39,5.45,4.68,4.56,4.75,4.83,4.38,2.85,2.56,2.05,2.15,2.32,2.06,1.54,1.83,0.0,1.09,1.03,0.96,0.44,0.0,0.0,0.0,0.0,0.0,0.09,2.38,99.99
10/11/2021,15.34,11.32,6.71,4.77,4.66,5.35,5.47,4.72,4.53,4.62,4.79,4.32,2.83,2.52,2.03,2.19,2.52,2.05,1.52,1.82,0.0,1.08,1.03,0.94,0.43,0.0,0.0,0.0,0.0,0.0,0.07,2.38,100.01
10/12/2021,15.4,11.36,6.67,4.7,4.72,5.32,5.48,4.75,4.5,4.62,4.85,4.29,2.81,2.49,2.0,2.22,2.55,2.05,1.52,1.78,0.0,1.08,1.03,0.94,0.44,0.0,0.0,0.0,0.0,0.0,0.07,2.35,99.98999999999998
10/13/2021,15.4,11.36,6.67,4.7,4.72,5.32,5.48,4.75,4.5,4.62,4.85,4.29,2.81,2.49,2.0,2.22,2.55,2.05,1.52,1.78,0.0,1.08,1.03,0.94,0.44,0.0,0.0,0.0,0.0,0.0,0.07,2.35,99.98999999999998
10/14/2021,15.4,11.36,6.67,4.7,4.72,5.32,5.48,4.75,4.5,4.62,4.85,4.29,2.81,2.49,2.0,2.22,2.55,2.05,1.52,1.78,0.0,1.08,1.03,0.94,0.44,0.0,0.0,0.0,0.0,0.0,0.07,2.35,99.98999999999998
10/15/2021,15.52,11.35,6.63,4.67,4.73,5.31,5.46,4.78,4.58,4.59,4.86,4.34,2.76,2.5,1.98,2.22,2.52,2.05,1.51,1.76,0.0,1.07,1.02,0.92,0.45,0.0,0.0,0.0,0.0,0.0,0.07,2.34,99.99
10/18/2021,15.5,11.5,6.85,4.68,4.94,5.21,5.29,4.71,4.61,4.41,4.77,4.28,2.72,2.46,1.94,2.32,2.52,2.11,1.48,1.79,0.0,1.05,1.03,0.89,0.46,0.0,0.0,0.0,0.0,0.0,0.08,2.41,100.01
10/19/2021,15.59,11.56,6.99,4.69,4.88,5.22,5.29,4.71,4.55,4.33,4.8,4.27,2.72,2.44,1.93,2.31,2.51,2.06,1.47,1.77,0.0,1.05,1.04,0.88,0.45,0.0,0.0,0.0,0.0,0.0,0.08,2.39,99.98
10/20/2021,15.59,11.56,6.99,4.69,4.88,5.22,5.29,4.71,4.55,4.33,4.8,4.27,2.72,2.44,1.93,2.31,2.51,2.06,1.47,1.77,0.0,1.05,1.04,0.88,0.45,0.0,0.0,0.0,0.0,0.0,0.08,2.39,99.98
10/21/2021,15.52,11.66,6.93,4.65,5.03,5.18,5.26,4.67,4.58,4.27,4.8,4.27,2.73,2.4,1.95,2.33,2.55,2.07,1.46,1.77,0.0,1.04,1.05,0.89,0.45,0.0,0.0,0.0,0.0,0.0,0.12,2.38,100.01
10/22/2021,15.52,11.66,6.93,4.65,5.03,5.18,5.26,4.67,4.58,4.27,4.8,4.27,2.73,2.4,1.95,2.33,2.55,2.07,1.46,1.77,0.0,1.04,1.05,0.89,0.45,0.0,0.0,0.0,0.0,0.0,0.12,2.38,100.01
10/25/2021,15.46,11.52,6.7,4.69,5.0,5.23,5.35,4.69,4.57,4.3,4.87,4.22,2.79,2.42,1.96,2.32,2.53,2.09,1.49,1.76,0.0,1.06,1.05,0.92,0.45,0.0,0.0,0.0,0.0,0.0,0.13,2.43,100.0
10/26/2021,15.37,11.69,6.79,4.67,5.06,5.23,5.33,4.68,4.49,4.28,4.86,4.09,2.81,2.42,1.97,2.33,2.5,2.13,1.49,1.78,0.0,1.05,1.05,0.92,0.45,0.0,0.0,0.0,0.0,0.0,0.13,2.44,100.01
10/27/2021,15.37,11.69,6.79,4.67,5.06,5.23,5.33,4.68,4.49,4.28,4.86,4.09,2.81,2.42,1.97,2.33,2.5,2.13,1.49,1.78,0.0,1.05,1.05,0.92,0.45,0.0,0.0,0.0,0.0,0.0,0.13,2.44,100.01
10/28/2021,15.37,11.69,6.79,4.67,5.06,5.23,5.33,4.68,4.49,4.28,4.86,4.09,2.81,2.42,1.97,2.33,2.5,2.13,1.49,1.78,0.0,1.05,1.05,0.92,0.45,0.0,0.0,0.0,0.0,0.0,0.13,2.44,100.01
10/29/2021,15.07,11.98,6.83,4.65,5.21,4.63,5.32,4.77,4.59,4.3,4.93,4.08,2.8,2.48,1.97,2.36,2.53,2.16,1.48,1.81,0.0,1.03,1.05,0.92,0.43,0.0,0.0,0.0,0.0,0.0,0.12,2.48,99.98
11/01/2021,15.14,12.68,6.96,4.64,5.22,4.5,4.99,4.8,4.49,4.28,4.67,4.11,2.7,2.47,1.89,2.45,2.54,2.14,1.49,1.84,0.0,1.02,1.1,0.89,0.43,0.0,0.0,0.0,0.0,0.0,0.12,2.45,100.01000000000002
11/02/2021,14.8,12.97,6.91,4.6,5.02,4.51,4.89,4.77,4.54,4.24,4.65,4.09,2.76,2.65,1.89,2.38,2.51,2.2,1.47,1.9,0.0,1.02,1.21,0.94,0.45,0.0,0.0,0.0,0.0,0.0,0.12,2.5,99.99
11/03/2021,14.8,12.97,6.91,4.6,5.02,4.51,4.89,4.77,4.54,4.24,4.65,4.09,2.76,2.65,1.89,2.38,2.51,2.2,1.47,1.9,0.0,1.02,1.21,0.94,0.45,0.0,0.0,0.0,0.0,0.0,0.12,2.5,99.99
11/04/2021,14.8,12.97,6.91,4.6,5.02,4.51,4.89,4.77,4.54,4.24,4.65,4.09,2.76,2.65,1.89,2.38,2.51,2.2,1.47,1.9,0.0,1.02,1.21,0.94,0.45,0.0,0.0,0.0,0.0,0.0,0.12,2.5,99.99
11/05/2021,14.68,12.95,6.78,4.61,5.17,4.5,4.84,4.68,4.58,4.29,4.63,4.11,2.79,2.67,1.94,2.42,2.5,2.18,1.47,1.88,0.0,1.03,1.21,1.06,0.45,0.0,0.0,0.0,0.0,0.0,0.12,2.44,99.98
11/08/2021,14.38,13.07,6.83,4.64,5.28,4.49,4.78,4.71,4.59,4.23,4.64,4.09,2.87,2.71,1.97,2.46,2.46,2.13,1.48,1.91,0.0,1.05,1.19,1.1,0.44,0.0,0.0,0.0,0.0,0.0,0.09,2.42,100.01
11/09/2021,14.16,13.94,6.65,5.2,5.26,4.32,4.66,4.63,4.7,4.13,4.55,4.1,2.85,2.73,2.02,2.43,2.43,2.09,1.33,1.87,0.0,0.87,1.17,1.07,0.39,0.0,0.0,0.0,0.0,0.0,0.09,2.36,100.0
11/10/2021,14.16,13.94,6.65,5.2,5.26,4.32,4.66,4.63,4.7,4.13,4.55,4.1,2.85,2.73,2.02,2.43,2.43,2.09,1.33,1.87,0.0,0.87,1.17,1.07,0.39,0.0,0.0,0.0,0.0,0.0,0.09,2.36,100.0
11/11/2021,14.16,13.94,6.65,5.2,5.26,4.32,4.66,4.63,4.7,4.13,4.55,4.1,2.85,2.73,2.02,2.43,2.43,2.09,1.33,1.87,0.0,0.87,1.17,1.07,0.39,0.0,0.0,0.0,0.0,0.0,0.09,2.36,100.0
11/12/2021,14.31,14.15,6.54,5.21,5.68,4.29,4.55,4.55,4.6,4.15,4.49,4.02,2.78,2.66,1.95,2.5,2.43,2.06,1.34,1.87,0.0,0.88,1.14,1.04,0.39,0.0,0.0,0.0,0.0,0.0,0.08,2.33,99.99
11/15/2021,14.31,14.15,6.54,5.21,5.68,4.29,4.55,4.55,4.6,4.15,4.49,4.02,2.78,2.66,1.95,2.5,2.43,2.06,1.34,1.87,0.0,0.88,1.14,1.04,0.39,0.0,0.0,0.0,0.0,0.0,0.08,2.33,99.99
11/16/2021,14.31,14.15,6.54,5.21,5.68,4.29,4.55,4.55,4.6,4.15,4.49,4.02,2.78,2.66,1.95,2.5,2.43,2.06,1.34,1.87,0.0,0.88,1.14,1.04,0.39,0.0,0.0,0.0,0.0,0.0,0.08,2.33,99.99
11/17/2021,14.31,14.15,6.54,5.21,5.68,4.29,4.55,4.55,4.6,4.15,4.49,4.02,2.78,2.66,1.95,2.5,2.43,2.06,1.34,1.87,0.0,0.88,1.14,1.04,0.39,0.0,0.0,0.0,0.0,0.0,0.08,2.33,99.99
11/18/2021,14.31,14.15,6.54,5.21,5.68,4.29,4.55,4.55,4.6,4.15,4.49,4.02,2.78,2.66,1.95,2.5,2.43,2.06,1.34,1.87,0.0,0.88,1.14,1.04,0.39,0.0,0.0,0.0,0.0,0.0,0.08,2.33,99.99
11/19/2021,14.02,13.89,6.64,5.31,5.58,4.22,4.5,4.63,4.73,4.3,4.52,4.17,2.7,2.68,1.93,2.6,2.44,2.11,1.31,1.86,0.0,0.88,1.18,1.06,0.37,0.0,0.0,0.0,0.0,0.0,0.0,2.36,99.99
11/22/2021,14.02,13.89,6.64,5.31,5.58,4.22,4.5,4.63,4.73,4.3,4.52,4.17,2.7,2.68,1.93,2.6,2.44,2.11,1.31,1.86,0.0,0.88,1.18,1.06,0.37,0.0,0.0,0.0,0.0,0.0,0.0,2.36,99.99
11/23/2021,14.02,13.89,6.64,5.31,5.58,4.22,4.5,4.63,4.73,4.3,4.52,4.17,2.7,2.68,1.93,2.6,2.44,2.11,1.31,1.86,0.0,0.88,1.18,1.06,0.37,0.0,0.0,0.0,0.0,0.0,0.0,2.36,99.99
