,BAC,WFC,JPM,GS,MS,C,BRK.B,SCHW,AXP,USB,TFC,COF,PGR,UNH,MMC,MET,FIS,AIG,PRU,TRV,CI,ALL,AFL,XTSLA,BK,SPGI,TROW,ICE,CAT,ANTM,SIVB,STT,MCO,FITB,MA,AMP,CME,BX,CVS,DFS,AON,NTRS,ADP,HIG,HBAN,KEY,CFG,AJG,RF,SYF,KKR,CINF,PFG,FISV,GPN,ALLY,RJF,WLTW,MSCI,MKL,APO,VRSK,ACGL,LNC,WRB,MTB,EFX,NDAQ,EWBC,RE,BRO,EQH,FNF,FHN,ATH,CMA,GL,Y,AFG,ZION,PAYX,WY,VOYA,BR,CBSH,LPLA,MKTX,FFIN,PBCT,CFR,IP,PNFP,SNV,SLM,WAL,PB,AIZ,BPOP,L,FAF,BEN,CBOE,SF,RNR,THG,UNM,NYCB,NVR,SSB,MOH,STL,AMG,LYFT,FLT,CG,GBCI,MTG,PACW,USD,SEIC,OZK,RLI,ORI,WBS,CBU,WTFC,FCNCA,KMPR,IVZ,SIGI,UMBF,FNB,PRI,NLY,JEF,CIT,ESNT,CNC,VLY,BOH,RDN,UMPQ,CACC,WEX,HWC,HOMB,BKU,FHB,WTM,OMF,ASB,ISBC,CATY,KNSL,BHF,SSNC,WU,AXS,HE,SCI,SFBS,FULT,HTH,ONB,COLB,IBOC,FDS,VRT,EVR,WAFD,ARES,CVBF,FFBC,CNO,SFNC,AUB,NAVI,ERIE,WSFS,SC,INDB,AX,RNST,MORN,FMBI,V,FHI,FBP,TRUP,ESGR,IBKR,TW,BOKF,AGNC,FCF,HOG,WD,EEFT,APAM,WSBC,PFSI,GNW,FIBK,TCBI,MCY,WABC,127.HK,LKFN,AGO,NBTB,UCBI,BKI,GWB,VRTS,ANAT,HOPE,LOB,HLI,PRK,EGBN,PPBI,n/a,PIPR,PLMR,COOP,AVLR,BISXX,TBK,SASR,SUM
07/23/2021,4.74,4.96,4.46,3.11,3.17,2.84,2.65,2.24,2.23,2.21,2.1,1.84,1.5,1.53,1.36,1.21,1.18,1.18,1.15,1.08,1.04,1.0,0.98,0.98,0.96,0.95,0.91,0.85,0.82,0.85,0.85,0.81,0.8,0.75,0.77,0.75,0.76,0.8,0.75,0.74,0.65,0.64,0.66,0.65,0.6,0.57,0.55,0.57,0.55,0.53,0.52,0.53,0.51,0.49,0.48,0.48,0.43,0.42,0.41,0.38,0.34,0.39,0.35,0.33,0.33,0.3,0.33,0.31,0.3,0.28,0.29,0.29,0.3,0.27,0.27,0.28,0.28,0.28,0.29,0.27,0.28,0.27,0.26,0.25,0.24,0.23,0.22,0.22,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.19,0.19,0.18,0.19,0.2,0.18,0.19,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.14,0.16,0.15,0.15,0.14,0.15,0.16,0.16,0.15,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.23
07/26/2021,4.76,4.98,4.47,3.14,3.23,2.86,2.64,2.26,2.24,2.21,2.11,1.87,1.47,1.51,1.34,1.21,1.16,1.18,1.16,1.07,1.03,0.99,0.98,0.97,0.96,0.94,0.9,0.85,0.82,0.82,0.85,0.82,0.79,0.76,0.76,0.76,0.76,0.8,0.75,0.75,0.64,0.64,0.65,0.64,0.6,0.57,0.56,0.57,0.55,0.54,0.51,0.52,0.51,0.49,0.48,0.48,0.43,0.42,0.4,0.38,0.34,0.38,0.35,0.34,0.32,0.29,0.32,0.31,0.3,0.28,0.28,0.29,0.29,0.27,0.27,0.29,0.28,0.28,0.29,0.27,0.28,0.27,0.26,0.25,0.24,0.23,0.21,0.22,0.19,0.2,0.21,0.21,0.2,0.2,0.21,0.19,0.18,0.18,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.16,0.16,0.17,0.16,0.17,0.14,0.16,0.15,0.15,0.14,0.15,0.0,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.13
07/27/2021,4.75,4.95,4.47,3.16,3.26,2.85,2.65,2.21,2.25,2.18,2.1,1.87,1.47,1.53,1.39,1.2,1.18,1.18,1.15,1.05,1.04,0.99,0.97,0.98,0.97,0.95,0.9,0.86,0.82,0.83,0.85,0.82,0.81,0.75,0.78,0.75,0.76,0.84,0.75,0.75,0.65,0.63,0.66,0.64,0.59,0.57,0.56,0.58,0.55,0.53,0.53,0.52,0.51,0.5,0.49,0.48,0.43,0.43,0.41,0.38,0.35,0.39,0.35,0.33,0.32,0.29,0.32,0.32,0.31,0.28,0.29,0.29,0.3,0.27,0.27,0.29,0.28,0.28,0.29,0.27,0.28,0.27,0.26,0.25,0.23,0.23,0.22,0.22,0.19,0.2,0.21,0.21,0.2,0.19,0.21,0.19,0.18,0.18,0.19,0.2,0.18,0.19,0.19,0.18,0.17,0.18,0.17,0.16,0.16,0.18,0.16,0.16,0.14,0.16,0.15,0.14,0.14,0.15,0.17,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.24
07/28/2021,4.7,4.89,4.44,3.16,3.21,2.83,2.64,2.22,2.27,2.17,2.09,1.85,1.49,1.54,1.4,1.19,1.2,1.17,1.14,1.05,1.04,1.0,0.98,0.97,0.97,0.95,0.91,0.86,0.82,0.82,0.85,0.83,0.8,0.74,0.8,0.75,0.77,0.85,0.76,0.74,0.65,0.63,0.66,0.63,0.59,0.57,0.56,0.58,0.55,0.53,0.54,0.52,0.51,0.5,0.49,0.48,0.43,0.43,0.41,0.38,0.35,0.39,0.35,0.33,0.32,0.29,0.32,0.32,0.31,0.28,0.29,0.29,0.3,0.27,0.28,0.29,0.28,0.28,0.28,0.27,0.28,0.28,0.26,0.25,0.24,0.23,0.22,0.22,0.19,0.2,0.21,0.21,0.2,0.19,0.21,0.19,0.19,0.18,0.18,0.2,0.18,0.2,0.19,0.18,0.17,0.18,0.17,0.17,0.15,0.18,0.16,0.17,0.14,0.16,0.15,0.14,0.14,0.15,0.0,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2
07/29/2021,4.73,4.91,4.45,3.16,3.26,2.86,2.63,2.21,2.25,2.18,2.1,1.87,1.48,1.51,1.39,1.2,1.19,1.17,1.15,1.05,1.01,1.0,0.98,0.97,0.97,0.93,0.9,0.85,0.82,0.81,0.84,0.83,0.8,0.75,0.79,0.76,0.76,0.86,0.75,0.75,0.7,0.63,0.66,0.64,0.6,0.57,0.56,0.57,0.55,0.54,0.54,0.52,0.51,0.5,0.48,0.48,0.43,0.39,0.41,0.37,0.35,0.38,0.35,0.34,0.31,0.29,0.32,0.32,0.31,0.28,0.29,0.29,0.3,0.27,0.28,0.29,0.28,0.27,0.28,0.27,0.28,0.27,0.26,0.25,0.24,0.23,0.22,0.22,0.19,0.2,0.21,0.21,0.2,0.19,0.21,0.19,0.19,0.18,0.19,0.2,0.18,0.19,0.19,0.18,0.17,0.18,0.17,0.16,0.15,0.17,0.16,0.17,0.14,0.16,0.15,0.14,0.14,0.15,0.17,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
07/30/2021,4.71,4.92,4.44,3.15,3.26,2.87,2.65,2.19,2.26,2.18,2.1,1.87,1.5,1.52,1.39,1.19,1.21,1.17,1.15,1.05,1.01,1.01,0.98,0.97,0.97,0.93,0.89,0.85,0.82,0.82,0.82,0.82,0.8,0.75,0.79,0.75,0.77,0.87,0.76,0.75,0.72,0.63,0.67,0.64,0.6,0.57,0.57,0.57,0.55,0.54,0.54,0.52,0.51,0.51,0.49,0.47,0.43,0.39,0.41,0.37,0.35,0.38,0.35,0.33,0.31,0.3,0.32,0.31,0.3,0.28,0.29,0.29,0.3,0.27,0.27,0.29,0.28,0.28,0.28,0.27,0.28,0.28,0.26,0.25,0.24,0.23,0.22,0.22,0.2,0.2,0.21,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.18,0.2,0.18,0.19,0.19,0.18,0.17,0.18,0.17,0.16,0.15,0.18,0.16,0.16,0.14,0.16,0.15,0.14,0.14,0.15,0.17,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
08/02/2021,4.74,5.01,4.44,3.14,3.22,2.87,2.61,2.21,2.22,2.16,2.09,1.86,1.48,1.49,1.37,1.19,1.18,1.16,1.15,1.04,1.0,1.01,1.0,0.96,0.98,0.95,0.88,0.84,0.82,0.81,0.83,0.84,0.78,0.75,0.77,0.77,0.77,0.87,0.74,0.75,0.73,0.63,0.66,0.64,0.61,0.58,0.54,0.56,0.55,0.54,0.55,0.52,0.5,0.51,0.48,0.48,0.43,0.38,0.42,0.37,0.34,0.38,0.35,0.34,0.31,0.3,0.32,0.31,0.3,0.28,0.29,0.3,0.3,0.27,0.27,0.29,0.28,0.27,0.28,0.27,0.28,0.27,0.26,0.25,0.23,0.24,0.22,0.22,0.19,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.2,0.18,0.19,0.2,0.18,0.17,0.17,0.18,0.17,0.15,0.17,0.16,0.15,0.14,0.16,0.16,0.14,0.14,0.15,0.21,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.0,0.06,0.06,0.0,0.0,0.0,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.09
08/03/2021,4.74,4.99,4.44,3.14,3.23,2.84,2.62,2.2,2.22,2.14,2.07,1.85,1.48,1.5,1.39,1.18,1.19,1.16,1.14,1.04,1.01,0.99,1.0,0.96,0.98,0.96,0.89,0.84,0.8,0.82,0.81,0.84,0.78,0.75,0.77,0.77,0.76,0.87,0.74,0.74,0.72,0.63,0.67,0.65,0.6,0.58,0.54,0.56,0.55,0.53,0.55,0.52,0.5,0.51,0.49,0.47,0.43,0.38,0.42,0.37,0.34,0.39,0.35,0.34,0.31,0.29,0.33,0.31,0.3,0.29,0.29,0.3,0.3,0.27,0.27,0.29,0.28,0.28,0.28,0.27,0.28,0.27,0.26,0.25,0.23,0.24,0.22,0.22,0.19,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.21,0.18,0.19,0.2,0.18,0.18,0.17,0.18,0.17,0.15,0.18,0.16,0.16,0.14,0.16,0.17,0.14,0.15,0.15,0.25,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.11
08/04/2021,4.74,4.99,4.44,3.14,3.23,2.84,2.62,2.2,2.22,2.14,2.07,1.85,1.48,1.5,1.39,1.18,1.19,1.16,1.14,1.04,1.01,0.99,1.0,0.96,0.98,0.96,0.89,0.84,0.8,0.82,0.81,0.84,0.78,0.75,0.77,0.77,0.76,0.87,0.74,0.74,0.72,0.63,0.67,0.65,0.6,0.58,0.54,0.56,0.55,0.53,0.55,0.52,0.5,0.51,0.49,0.47,0.43,0.38,0.42,0.37,0.34,0.39,0.35,0.34,0.31,0.29,0.33,0.31,0.3,0.29,0.29,0.3,0.3,0.27,0.27,0.29,0.28,0.28,0.28,0.27,0.28,0.27,0.26,0.25,0.23,0.24,0.22,0.22,0.19,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.21,0.18,0.19,0.2,0.18,0.18,0.17,0.18,0.17,0.15,0.18,0.16,0.16,0.14,0.16,0.17,0.14,0.15,0.15,0.25,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.11
08/05/2021,4.74,4.99,4.44,3.14,3.23,2.84,2.62,2.2,2.22,2.14,2.07,1.85,1.48,1.5,1.39,1.18,1.19,1.16,1.14,1.04,1.01,0.99,1.0,0.96,0.98,0.96,0.89,0.84,0.8,0.82,0.81,0.84,0.78,0.75,0.77,0.77,0.76,0.87,0.74,0.74,0.72,0.63,0.67,0.65,0.6,0.58,0.54,0.56,0.55,0.53,0.55,0.52,0.5,0.51,0.49,0.47,0.43,0.38,0.42,0.37,0.34,0.39,0.35,0.34,0.31,0.29,0.33,0.31,0.3,0.29,0.29,0.3,0.3,0.27,0.27,0.29,0.28,0.28,0.28,0.27,0.28,0.27,0.26,0.25,0.23,0.24,0.22,0.22,0.19,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.21,0.18,0.19,0.2,0.18,0.18,0.17,0.18,0.17,0.15,0.18,0.16,0.16,0.14,0.16,0.17,0.14,0.15,0.15,0.25,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.11
08/06/2021,4.74,5.06,4.44,3.17,3.23,2.88,2.64,2.17,2.18,2.15,2.1,1.84,1.5,1.53,1.41,1.19,1.03,1.16,1.16,1.05,1.03,0.99,1.0,1.12,0.99,0.97,0.91,0.83,0.81,0.84,0.81,0.84,0.79,0.75,0.73,0.78,0.75,0.86,0.75,0.75,0.73,0.63,0.68,0.66,0.61,0.59,0.54,0.55,0.56,0.53,0.56,0.53,0.51,0.48,0.42,0.47,0.43,0.39,0.43,0.37,0.35,0.38,0.35,0.34,0.3,0.3,0.32,0.32,0.31,0.29,0.29,0.3,0.29,0.27,0.28,0.29,0.27,0.27,0.28,0.27,0.28,0.27,0.27,0.25,0.22,0.23,0.22,0.22,0.19,0.21,0.21,0.21,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.2,0.18,0.2,0.19,0.18,0.17,0.17,0.18,0.17,0.15,0.19,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.09,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.14,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
08/09/2021,4.78,5.05,4.43,3.19,3.26,2.9,2.61,2.23,2.18,2.13,2.1,1.85,1.47,1.48,1.41,1.2,1.02,1.18,1.15,1.05,0.9,0.97,1.0,1.11,0.98,0.98,0.91,0.83,0.8,0.8,0.83,0.83,0.8,0.75,0.74,0.78,0.74,0.86,0.72,0.75,0.72,0.62,0.67,0.66,0.61,0.58,0.54,0.55,0.55,0.54,0.58,0.51,0.51,0.48,0.43,0.47,0.43,0.4,0.44,0.38,0.35,0.38,0.36,0.35,0.3,0.29,0.32,0.32,0.31,0.29,0.29,0.3,0.31,0.27,0.28,0.29,0.27,0.28,0.29,0.28,0.28,0.27,0.26,0.25,0.22,0.23,0.23,0.22,0.19,0.21,0.2,0.22,0.2,0.19,0.21,0.19,0.19,0.18,0.18,0.21,0.18,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.15,0.18,0.16,0.16,0.13,0.16,0.16,0.14,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.14,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.12
08/10/2021,4.82,5.14,4.47,3.24,3.26,2.9,2.61,2.26,2.16,2.14,2.1,1.85,1.47,1.47,1.37,1.21,1.04,1.21,1.16,1.04,0.9,0.97,0.99,0.94,0.99,0.96,0.9,0.82,0.79,0.79,0.85,0.84,0.78,0.75,0.73,0.77,0.73,0.84,0.71,0.76,0.71,0.63,0.66,0.66,0.61,0.58,0.54,0.54,0.55,0.54,0.57,0.52,0.51,0.48,0.43,0.46,0.43,0.39,0.43,0.37,0.35,0.37,0.36,0.36,0.3,0.29,0.31,0.31,0.31,0.29,0.28,0.3,0.3,0.27,0.28,0.3,0.27,0.28,0.29,0.28,0.28,0.27,0.27,0.24,0.22,0.23,0.22,0.22,0.19,0.21,0.2,0.22,0.2,0.18,0.21,0.19,0.18,0.18,0.18,0.2,0.18,0.19,0.19,0.18,0.17,0.16,0.18,0.16,0.15,0.17,0.16,0.16,0.13,0.16,0.15,0.15,0.15,0.15,0.29,0.15,0.15,0.15,0.15,0.15,0.13,0.13,0.15,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.14,0.14,0.11,0.12,0.13,0.11,0.12,0.14,0.1,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.06,0.08,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.12
08/11/2021,4.82,5.14,4.47,3.24,3.26,2.9,2.61,2.26,2.16,2.14,2.1,1.85,1.47,1.47,1.37,1.21,1.04,1.21,1.16,1.04,0.9,0.97,0.99,0.94,0.99,0.96,0.9,0.82,0.79,0.79,0.85,0.84,0.78,0.75,0.73,0.77,0.73,0.84,0.71,0.76,0.71,0.63,0.66,0.66,0.61,0.58,0.54,0.54,0.55,0.54,0.57,0.52,0.51,0.48,0.43,0.46,0.43,0.39,0.43,0.37,0.35,0.37,0.36,0.36,0.3,0.29,0.31,0.31,0.31,0.29,0.28,0.3,0.3,0.27,0.28,0.3,0.27,0.28,0.29,0.28,0.28,0.27,0.27,0.24,0.22,0.23,0.22,0.22,0.19,0.21,0.2,0.22,0.2,0.18,0.21,0.19,0.18,0.18,0.18,0.2,0.18,0.19,0.19,0.18,0.17,0.16,0.18,0.16,0.15,0.17,0.16,0.16,0.13,0.16,0.15,0.15,0.15,0.15,0.29,0.15,0.15,0.15,0.15,0.15,0.13,0.13,0.15,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.14,0.14,0.11,0.12,0.13,0.11,0.12,0.14,0.1,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.06,0.08,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.12
