,2330.TW,700.HK,9988.HK,005930.KS,1299.HK,3690.HK,RELIANCE.NS,388.HK,INFY.NS,939.HK,NIO,JD,2318.HK,000660.KS,HDFC.NS,2269.HK,005935.KQ,2454.TW,2317.TW,BIDU,PDD,XTSLA,1810.HK,035420.KS,ICICIBANK.NS,NTES,035720.KS,D05.SI,TCS.NS,006400.KS,051910.KS,1398.HK,M4B.,O39.SI,005380.KS,3988.HK,YUMC,HINDUNILVR.NS,HKD,2020.HK,2331.HK,600519.SS,AXISBANK.NS,669.HK,U11.SI,BY6.,2303.TW,068270.KS,BAJFINANCE.NS,005490.KS,BBCA.JK,2308.TW,2382.HK,000270.KS,16.HK,2313.HK,1.HK,823.HK,2603.TW,105560.KS,27.HK,175.HK,2319.HK,3.HK,BILI,2002.TW,2881.TW,BHARTIARTL.NS,TCOM,012330.KS,6098.HK,066570.KS,1303.TW,2.HK,LI,ASIANPAINT.NS,055550.KS,11.HK,051900.KS,PBBANK.KL,2412.TW,2882.TW,Z74.SI,BEKE,2688.HK,BBRI.JK,1301.TW,BGNE,XPEV,HCLTECH.NS,1113.HK,2891.TW,CHL.,1801.HK,LT.NS,291.HK,MARUTI.NS,1216.TW,207940.KS,SNPMF,2609.TW,096770.KS,ZLAB,2388.HK,J36.SI,ZTO,3711.TW,INR,1109.HK,KOTAKBANK.NS,2886.TW,PTT-R.BK,036570.KS,086790.KS,EDU,2884.TW,011200.KS,CPALL-R.BK,2357.TW,1326.TW,017670.KS,1093.HK,TLKM.JK,028260.KS,2885.TW,3008.TW,3034.TW,000858.SZ,SBIN.NS,857.HK,2333.HK,600036.SS,1997.HK,TME,1177.HK,300750.SZ,HTHT,960.HK,968.HK,WIPRO.NS,SCVUF,1928.HK,TATASTEEL.NS,ULTRACEMCO.NS,2892.TW,2327.TW,TAL,6.HK,688.HK,DRREDDY.NS,2899.HK,1101.TW,5871.TW,66.HK,2382.TW,TECHM.NS,M&M.NS,268.HK,6415.TW,1288.HK,384.HK,009150.KS,288.HK,241.HK,ITC.NS,NESTLEIND.NS,992.HK,17.HK,DIVISLAB.NS,2007.HK,HINDALCO.NS,091990.KQ,033780.KS,VIPS,TITAN.NS,2601.HK,AOT-R.BK,BMRI.JK,TATAMOTORS.NS,A17U.SI,NTPC.NS,2379.TW,DMART.NS,FUTU,C31.SI,C38U.SI,MAYBANK.KL,12.HK,1918.HK,SUNPHARMA.NS,SMPH.PM,003550.KS,JSWSTEEL.NS,034730.KS,5880.TW,1821.HK,6862.HK,586.HK,2409.TW,3481.TW,BDMS-R.BK,1919.HK,2883.TW,HDFCLIFE.NS,090430.KS,POWERGRID.NS,1088.HK,TWD,KRW,6969.HK,6690.HK,F34.SI,853.HK,DELTA-R.BK,TATACONSUM.NS,9930.TW,2359.HK,6186.HK,5876.TW,ASII.JK,CNH,CIMB.KL,BJFIN.NS,SBILIFE.NS,S68.SI,267.HK,2880.TW,916.HK,868.HK,AQE.,1658.HK,APOLLOHOSP.NS,NVAA.,BAJAJFINSV.NS,2887.TW,SE,1548.HK,1772.HK,NAUKRI.NS,6488,CLI.SI,2912.TW,3037.TW,2207.TW,CLV.,9CI.SI,GRASIM.NS,ADANITRANS.NS,SUM
08/20/2021,7.5,4.69,4.87,4.38,2.19,1.44,1.21,1.11,1.17,1.01,0.72,0.81,0.78,0.69,0.92,0.72,0.71,0.7,0.69,0.56,0.51,0.25,0.66,0.66,0.71,0.5,0.55,0.59,0.65,0.55,0.51,0.46,0.48,0.42,0.37,0.41,0.37,0.4,0.0,0.34,0.38,0.29,0.35,0.45,0.33,0.38,0.35,0.33,0.34,0.3,0.35,0.27,0.29,0.27,0.29,0.28,0.28,0.28,0.16,0.26,0.18,0.29,0.26,0.28,0.16,0.23,0.26,0.3,0.18,0.22,0.18,0.2,0.23,0.23,0.19,0.23,0.21,0.21,0.17,0.2,0.22,0.22,0.22,0.1,0.25,0.22,0.21,0.19,0.21,0.24,0.19,0.19,0.18,0.16,0.22,0.18,0.18,0.18,0.21,0.17,0.11,0.15,0.16,0.18,0.16,0.17,0.2,0.14,0.18,0.19,0.17,0.15,0.16,0.17,0.0,0.17,0.12,0.15,0.13,0.15,0.15,0.19,0.17,0.14,0.13,0.14,0.15,0.12,0.15,0.13,0.19,0.13,0.12,0.0,0.13,0.15,0.11,0.13,0.13,0.17,0.14,0.11,0.19,0.15,0.13,0.1,0.0,0.13,0.13,0.11,0.14,0.12,0.15,0.14,0.11,0.18,0.13,0.12,0.14,0.13,0.14,0.12,0.12,0.0,0.12,0.12,0.11,0.11,0.13,0.12,0.14,0.12,0.11,0.1,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.1,0.1,0.13,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.1,0.24,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.21000000000001
08/23/2021,7.31,4.61,4.67,4.39,2.24,1.39,1.23,1.11,1.18,1.03,0.7,0.8,0.77,0.71,0.93,0.73,0.71,0.72,0.68,0.55,0.49,0.34,0.66,0.67,0.71,0.47,0.57,0.59,0.66,0.54,0.52,0.47,0.5,0.42,0.37,0.42,0.37,0.41,0.11,0.36,0.4,0.3,0.36,0.44,0.33,0.39,0.35,0.33,0.36,0.29,0.37,0.28,0.29,0.27,0.3,0.3,0.28,0.28,0.17,0.25,0.18,0.31,0.26,0.28,0.16,0.22,0.26,0.3,0.2,0.22,0.17,0.2,0.23,0.24,0.19,0.23,0.2,0.21,0.17,0.2,0.22,0.22,0.22,0.0,0.25,0.22,0.2,0.19,0.22,0.25,0.2,0.19,0.18,0.15,0.22,0.19,0.19,0.18,0.2,0.17,0.11,0.15,0.15,0.18,0.16,0.17,0.2,0.23,0.17,0.19,0.17,0.15,0.18,0.16,0.0,0.18,0.12,0.15,0.13,0.15,0.15,0.19,0.17,0.14,0.13,0.15,0.15,0.12,0.15,0.13,0.2,0.14,0.12,0.0,0.13,0.16,0.12,0.12,0.14,0.17,0.14,0.11,0.19,0.16,0.13,0.1,0.0,0.13,0.13,0.11,0.13,0.12,0.15,0.14,0.11,0.18,0.14,0.13,0.13,0.13,0.14,0.12,0.1,0.0,0.12,0.13,0.11,0.11,0.13,0.12,0.14,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.13,0.0,0.1,0.13,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.1,0.32,0.19,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.41000000000001
08/24/2021,7.29,4.71,4.6,4.4,2.22,1.34,1.23,1.1,1.19,1.04,0.72,0.83,0.77,0.71,0.94,0.69,0.72,0.71,0.69,0.56,0.51,0.21,0.65,0.67,0.7,0.49,0.57,0.6,0.66,0.54,0.52,0.47,0.5,0.43,0.36,0.42,0.37,0.44,0.11,0.35,0.38,0.29,0.35,0.43,0.34,0.38,0.36,0.33,0.37,0.29,0.37,0.28,0.3,0.27,0.3,0.3,0.28,0.29,0.18,0.25,0.17,0.3,0.26,0.29,0.16,0.23,0.26,0.3,0.2,0.21,0.17,0.2,0.23,0.24,0.2,0.24,0.2,0.21,0.17,0.2,0.22,0.22,0.23,0.0,0.25,0.23,0.2,0.17,0.22,0.25,0.2,0.19,0.18,0.14,0.22,0.19,0.19,0.18,0.21,0.16,0.11,0.15,0.15,0.18,0.17,0.17,0.2,0.23,0.17,0.19,0.17,0.15,0.17,0.16,0.0,0.18,0.13,0.15,0.13,0.15,0.15,0.18,0.17,0.14,0.13,0.15,0.15,0.11,0.15,0.12,0.2,0.14,0.12,0.0,0.13,0.16,0.12,0.13,0.14,0.17,0.14,0.1,0.17,0.16,0.13,0.1,0.0,0.13,0.13,0.11,0.12,0.12,0.16,0.14,0.11,0.18,0.14,0.13,0.14,0.13,0.13,0.12,0.11,0.0,0.12,0.13,0.11,0.11,0.13,0.12,0.13,0.12,0.11,0.0,0.13,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.13,0.1,0.1,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.1,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.04
08/25/2021,7.29,4.71,4.6,4.4,2.22,1.34,1.23,1.1,1.19,1.04,0.72,0.83,0.77,0.71,0.94,0.69,0.72,0.71,0.69,0.56,0.51,0.21,0.65,0.67,0.7,0.49,0.57,0.6,0.66,0.54,0.52,0.47,0.5,0.43,0.36,0.42,0.37,0.44,0.11,0.35,0.38,0.29,0.35,0.43,0.34,0.38,0.36,0.33,0.37,0.29,0.37,0.28,0.3,0.27,0.3,0.3,0.28,0.29,0.18,0.25,0.17,0.3,0.26,0.29,0.16,0.23,0.26,0.3,0.2,0.21,0.17,0.2,0.23,0.24,0.2,0.24,0.2,0.21,0.17,0.2,0.22,0.22,0.23,0.0,0.25,0.23,0.2,0.17,0.22,0.25,0.2,0.19,0.18,0.14,0.22,0.19,0.19,0.18,0.21,0.16,0.11,0.15,0.15,0.18,0.17,0.17,0.2,0.23,0.17,0.19,0.17,0.15,0.17,0.16,0.0,0.18,0.13,0.15,0.13,0.15,0.15,0.18,0.17,0.14,0.13,0.15,0.15,0.11,0.15,0.12,0.2,0.14,0.12,0.0,0.13,0.16,0.12,0.13,0.14,0.17,0.14,0.1,0.17,0.16,0.13,0.1,0.0,0.13,0.13,0.11,0.12,0.12,0.16,0.14,0.11,0.18,0.14,0.13,0.14,0.13,0.13,0.12,0.11,0.0,0.12,0.13,0.11,0.11,0.13,0.12,0.13,0.12,0.11,0.0,0.13,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.13,0.1,0.1,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.1,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.04
08/26/2021,7.37,4.73,4.36,4.39,2.19,1.33,1.22,1.15,1.18,1.03,0.73,0.84,0.74,0.71,0.93,0.73,0.71,0.74,0.7,0.57,0.53,0.4,0.66,0.67,0.7,0.51,0.58,0.59,0.67,0.56,0.46,0.47,0.51,0.42,0.36,0.42,0.37,0.43,0.0,0.37,0.39,0.29,0.35,0.44,0.34,0.4,0.37,0.34,0.37,0.29,0.36,0.28,0.3,0.27,0.3,0.29,0.28,0.28,0.19,0.25,0.17,0.29,0.26,0.29,0.17,0.23,0.27,0.3,0.2,0.22,0.17,0.19,0.23,0.24,0.2,0.24,0.2,0.21,0.17,0.2,0.22,0.22,0.22,0.09,0.25,0.23,0.21,0.19,0.23,0.25,0.19,0.19,0.18,0.14,0.21,0.19,0.18,0.18,0.21,0.17,0.12,0.15,0.16,0.18,0.16,0.17,0.2,0.22,0.16,0.19,0.17,0.16,0.17,0.16,0.0,0.18,0.12,0.16,0.13,0.15,0.15,0.18,0.17,0.14,0.13,0.15,0.15,0.11,0.15,0.13,0.2,0.14,0.12,0.0,0.13,0.17,0.12,0.12,0.14,0.17,0.14,0.1,0.17,0.15,0.13,0.1,0.0,0.13,0.13,0.11,0.12,0.12,0.16,0.14,0.11,0.18,0.13,0.14,0.15,0.13,0.14,0.12,0.11,0.0,0.12,0.14,0.11,0.11,0.13,0.12,0.13,0.13,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.13,0.1,0.1,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.11,0.21,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.31
08/27/2021,7.28,5.02,4.66,4.45,2.13,1.47,1.2,1.13,1.14,1.0,0.73,0.94,0.73,0.71,0.9,0.76,0.73,0.72,0.7,0.6,0.63,0.39,0.67,0.67,0.69,0.54,0.57,0.58,0.65,0.53,0.45,0.46,0.5,0.42,0.37,0.4,0.37,0.42,0.0,0.36,0.39,0.29,0.34,0.43,0.33,0.39,0.36,0.34,0.37,0.29,0.36,0.28,0.3,0.27,0.29,0.26,0.27,0.27,0.18,0.25,0.18,0.28,0.26,0.27,0.18,0.22,0.26,0.29,0.21,0.21,0.18,0.19,0.23,0.23,0.21,0.23,0.2,0.2,0.17,0.21,0.21,0.22,0.22,0.1,0.21,0.22,0.2,0.19,0.23,0.24,0.19,0.19,0.17,0.15,0.21,0.19,0.18,0.17,0.19,0.16,0.11,0.15,0.16,0.17,0.16,0.16,0.2,0.0,0.16,0.18,0.17,0.16,0.17,0.17,0.0,0.17,0.13,0.16,0.13,0.15,0.15,0.18,0.17,0.14,0.13,0.15,0.14,0.11,0.15,0.12,0.2,0.13,0.11,0.0,0.12,0.16,0.12,0.12,0.14,0.17,0.14,0.11,0.17,0.15,0.13,0.0,0.0,0.13,0.13,0.1,0.12,0.12,0.16,0.13,0.11,0.18,0.13,0.15,0.14,0.12,0.13,0.12,0.1,0.0,0.12,0.13,0.11,0.11,0.13,0.12,0.13,0.12,0.11,0.1,0.13,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.12,0.0,0.12,0.1,0.11,0.1,0.0,0.13,0.1,0.1,0.11,0.1,0.11,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.30000000000001
08/30/2021,7.58,5.03,4.55,4.38,2.1,1.51,1.23,1.13,1.15,0.99,0.72,0.96,0.71,0.7,0.9,0.74,0.72,0.7,0.69,0.6,0.61,0.53,0.65,0.65,0.7,0.53,0.57,0.59,0.66,0.52,0.45,0.45,0.48,0.42,0.37,0.4,0.37,0.43,0.0,0.33,0.39,0.28,0.35,0.43,0.33,0.38,0.38,0.34,0.37,0.29,0.35,0.29,0.29,0.27,0.29,0.25,0.28,0.27,0.18,0.26,0.18,0.28,0.27,0.27,0.18,0.23,0.27,0.28,0.21,0.22,0.18,0.19,0.23,0.23,0.2,0.23,0.21,0.2,0.17,0.21,0.2,0.22,0.22,0.1,0.2,0.22,0.2,0.19,0.23,0.25,0.19,0.2,0.17,0.14,0.21,0.19,0.17,0.17,0.19,0.16,0.12,0.15,0.15,0.17,0.16,0.16,0.2,0.0,0.16,0.18,0.17,0.16,0.14,0.17,0.0,0.18,0.13,0.16,0.13,0.15,0.13,0.17,0.17,0.14,0.13,0.14,0.14,0.11,0.14,0.13,0.19,0.13,0.11,0.0,0.12,0.16,0.12,0.12,0.15,0.17,0.14,0.11,0.17,0.15,0.12,0.1,0.0,0.13,0.12,0.1,0.12,0.12,0.17,0.13,0.11,0.18,0.13,0.14,0.14,0.13,0.13,0.12,0.11,0.0,0.12,0.13,0.1,0.11,0.13,0.12,0.13,0.13,0.11,0.1,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.12,0.0,0.12,0.1,0.11,0.1,0.0,0.12,0.1,0.1,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.31
08/31/2021,7.62,4.96,4.36,4.36,2.12,1.5,1.24,1.12,1.14,1.0,0.71,0.95,0.74,0.7,0.91,0.73,0.71,0.71,0.69,0.6,0.6,0.45,0.66,0.64,0.7,0.54,0.57,0.58,0.67,0.52,0.44,0.46,0.49,0.41,0.36,0.4,0.37,0.43,0.0,0.32,0.4,0.28,0.35,0.44,0.33,0.39,0.38,0.35,0.37,0.29,0.35,0.29,0.29,0.27,0.29,0.25,0.27,0.27,0.18,0.26,0.18,0.29,0.27,0.27,0.18,0.23,0.28,0.28,0.21,0.22,0.18,0.19,0.23,0.23,0.2,0.23,0.21,0.2,0.17,0.21,0.2,0.23,0.22,0.1,0.21,0.22,0.21,0.19,0.22,0.25,0.19,0.2,0.17,0.14,0.22,0.19,0.18,0.17,0.19,0.16,0.12,0.15,0.15,0.17,0.16,0.17,0.21,0.0,0.17,0.18,0.17,0.16,0.13,0.17,0.0,0.18,0.13,0.16,0.13,0.15,0.13,0.16,0.16,0.14,0.13,0.14,0.14,0.11,0.15,0.13,0.2,0.13,0.11,0.0,0.12,0.16,0.12,0.12,0.15,0.17,0.14,0.11,0.17,0.15,0.13,0.1,0.0,0.13,0.12,0.11,0.12,0.12,0.17,0.13,0.11,0.18,0.13,0.14,0.15,0.13,0.13,0.12,0.11,0.0,0.12,0.13,0.11,0.11,0.13,0.12,0.14,0.13,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.12,0.0,0.12,0.1,0.11,0.1,0.0,0.13,0.1,0.1,0.11,0.1,0.11,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.15
09/01/2021,7.62,4.96,4.36,4.36,2.12,1.5,1.24,1.12,1.14,1.0,0.71,0.95,0.74,0.7,0.91,0.73,0.71,0.71,0.69,0.6,0.6,0.45,0.66,0.64,0.7,0.54,0.57,0.58,0.67,0.52,0.44,0.46,0.49,0.41,0.36,0.4,0.37,0.43,0.0,0.32,0.4,0.28,0.35,0.44,0.33,0.39,0.38,0.35,0.37,0.29,0.35,0.29,0.29,0.27,0.29,0.25,0.27,0.27,0.18,0.26,0.18,0.29,0.27,0.27,0.18,0.23,0.28,0.28,0.21,0.22,0.18,0.19,0.23,0.23,0.2,0.23,0.21,0.2,0.17,0.21,0.2,0.23,0.22,0.1,0.21,0.22,0.21,0.19,0.22,0.25,0.19,0.2,0.17,0.14,0.22,0.19,0.18,0.17,0.19,0.16,0.12,0.15,0.15,0.17,0.16,0.17,0.21,0.0,0.17,0.18,0.17,0.16,0.13,0.17,0.0,0.18,0.13,0.16,0.13,0.15,0.13,0.16,0.16,0.14,0.13,0.14,0.14,0.11,0.15,0.13,0.2,0.13,0.11,0.0,0.12,0.16,0.12,0.12,0.15,0.17,0.14,0.11,0.17,0.15,0.13,0.1,0.0,0.13,0.12,0.11,0.12,0.12,0.17,0.13,0.11,0.18,0.13,0.14,0.15,0.13,0.13,0.12,0.11,0.0,0.12,0.13,0.11,0.11,0.13,0.12,0.14,0.13,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.12,0.0,0.12,0.1,0.11,0.1,0.0,0.13,0.1,0.1,0.11,0.1,0.11,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.15
09/02/2021,7.66,4.9,4.38,4.34,2.07,1.5,1.26,1.12,1.13,0.98,0.7,0.95,0.71,0.69,0.92,0.74,0.7,0.72,0.69,0.59,0.6,0.28,0.65,0.65,0.71,0.52,0.58,0.58,0.67,0.52,0.43,0.45,0.47,0.41,0.36,0.4,0.36,0.43,0.0,0.33,0.41,0.28,0.36,0.44,0.33,0.38,0.39,0.34,0.38,0.3,0.35,0.29,0.3,0.27,0.28,0.25,0.27,0.27,0.18,0.25,0.18,0.29,0.27,0.27,0.17,0.23,0.28,0.29,0.21,0.22,0.18,0.18,0.23,0.23,0.2,0.23,0.2,0.2,0.17,0.21,0.2,0.23,0.22,0.0,0.22,0.22,0.21,0.2,0.22,0.25,0.19,0.2,0.17,0.13,0.22,0.18,0.18,0.18,0.19,0.17,0.11,0.15,0.15,0.17,0.16,0.17,0.21,0.0,0.17,0.19,0.17,0.17,0.13,0.16,0.0,0.17,0.13,0.16,0.13,0.15,0.12,0.16,0.17,0.14,0.13,0.14,0.14,0.11,0.15,0.13,0.21,0.12,0.11,0.0,0.12,0.16,0.12,0.12,0.17,0.17,0.14,0.11,0.18,0.15,0.13,0.1,0.0,0.12,0.12,0.11,0.13,0.12,0.17,0.13,0.11,0.18,0.13,0.14,0.15,0.12,0.13,0.12,0.11,0.0,0.12,0.13,0.11,0.11,0.13,0.12,0.14,0.12,0.11,0.0,0.13,0.1,0.12,0.11,0.1,0.11,0.1,0.11,0.12,0.0,0.12,0.1,0.11,0.1,0.0,0.13,0.1,0.1,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.88
09/03/2021,7.56,4.95,4.47,4.37,2.01,1.79,1.22,1.09,1.11,0.96,0.74,0.94,0.67,0.7,0.91,0.78,0.7,0.7,0.69,0.6,0.61,0.28,0.64,0.65,0.7,0.54,0.58,0.56,0.66,0.52,0.42,0.43,0.44,0.39,0.36,0.38,0.36,0.43,0.0,0.33,0.41,0.27,0.34,0.43,0.31,0.38,0.37,0.34,0.39,0.3,0.35,0.27,0.3,0.27,0.24,0.26,0.27,0.26,0.17,0.25,0.18,0.3,0.27,0.25,0.18,0.22,0.27,0.31,0.21,0.22,0.17,0.18,0.24,0.22,0.23,0.23,0.2,0.19,0.16,0.2,0.2,0.23,0.2,0.0,0.22,0.21,0.21,0.2,0.23,0.24,0.18,0.2,0.17,0.14,0.22,0.18,0.18,0.18,0.19,0.16,0.11,0.15,0.15,0.16,0.15,0.17,0.21,0.12,0.17,0.18,0.17,0.16,0.13,0.16,0.0,0.16,0.13,0.16,0.13,0.15,0.0,0.16,0.16,0.13,0.12,0.14,0.13,0.11,0.14,0.13,0.19,0.13,0.11,0.0,0.12,0.15,0.12,0.11,0.16,0.17,0.14,0.11,0.2,0.15,0.12,0.1,0.0,0.12,0.12,0.1,0.11,0.12,0.17,0.13,0.11,0.17,0.13,0.12,0.15,0.12,0.12,0.12,0.11,0.0,0.12,0.13,0.11,0.11,0.13,0.12,0.14,0.12,0.11,0.0,0.13,0.1,0.12,0.11,0.0,0.0,0.1,0.11,0.12,0.0,0.11,0.1,0.11,0.0,0.0,0.13,0.1,0.1,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.11,0.27,0.16,0.12,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.13,0.0,0.32,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.02
09/06/2021,7.44,5.08,4.61,4.31,1.99,1.82,1.24,1.09,1.09,0.97,0.76,0.96,0.67,0.69,0.9,0.74,0.69,0.72,0.69,0.62,0.62,0.23,0.65,0.65,0.7,0.53,0.57,0.56,0.67,0.49,0.39,0.44,0.45,0.4,0.35,0.38,0.36,0.44,0.0,0.32,0.4,0.28,0.35,0.43,0.31,0.38,0.37,0.33,0.39,0.3,0.34,0.27,0.31,0.26,0.23,0.26,0.27,0.26,0.16,0.25,0.18,0.3,0.26,0.25,0.19,0.22,0.27,0.31,0.22,0.22,0.18,0.18,0.23,0.22,0.23,0.24,0.2,0.19,0.16,0.2,0.2,0.22,0.2,0.0,0.22,0.21,0.2,0.21,0.22,0.24,0.18,0.2,0.17,0.14,0.22,0.19,0.17,0.17,0.19,0.16,0.1,0.15,0.15,0.16,0.16,0.18,0.2,0.24,0.17,0.19,0.17,0.16,0.12,0.16,0.0,0.16,0.12,0.16,0.13,0.15,0.0,0.16,0.16,0.13,0.12,0.14,0.14,0.1,0.15,0.13,0.18,0.14,0.11,0.0,0.12,0.15,0.12,0.12,0.16,0.17,0.14,0.11,0.19,0.15,0.11,0.1,0.0,0.12,0.12,0.11,0.11,0.12,0.16,0.13,0.11,0.17,0.12,0.12,0.16,0.12,0.13,0.12,0.11,0.1,0.11,0.13,0.11,0.0,0.13,0.12,0.14,0.12,0.11,0.1,0.13,0.11,0.11,0.11,0.0,0.1,0.1,0.11,0.12,0.0,0.11,0.1,0.11,0.0,0.0,0.13,0.1,0.1,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.18,0.1,0.11,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.12,0.0,0.32,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.94
