,AAPL,MSFT,FB,JNJ,ROG.SW,GOOG,NESN.SW,V,NVDA,ADBE,UNH,GOOGL,WMT,MRK,NOVOB.CO,CSCO,MA,INTC,NOVN.SW,ACN,ASML.AS,VZ,PYPL,TXN,TGT,REGN,PEP,DTE.DE,JPM,COST,WM,NEE,KO,BRK.B,TMUS,NEM,VRTX,LLY,PG,ULVR.L,NKE,ADP,BAC,KR,PSA,T,PAYX,GILD,HON,UNP,DG,ALL,INTU,SO,AMZN,FNV.TO,LOGN.SW,EA,RSG,MSI,HSY,MMM,9432.T,SAP.DE,GIVN.SW,COLO B.CO,PGR,AMAT,BLK,RMS.PA,WFC,ED,DUK,9433.T,CMCSA,7203.T,PFE,AON,KEYS,MCD,XEL,RIO.L,GSK.L,XOM,KNIN.SW,LMT,ZTS,HD,TD.TO,IFC.TO,CSL.AX,ATVI,9434.T,7974.T,4519.T,MMC,AMD,LRCX,D,OR.PA,APH,MDT,TYL,DIS,C,SCMN.SW,ISRG,Z74.SI,DHR,Royal Dutch Shell Plc Class A,WES.AX,HRL,6861.T,HSBA.L,TTWO,6178.T,11.HK,ORA.PA,ORCL,WEC,BIIB,8306.T,CHD,ERF.PA,BP.L,EXPD,8001.T,SCHP.SW,CHRW,WCN.TO,CCI,7751.T,AD.AS,J36.SI,RKT.L,8411.T,KRZ.IR,CTXS,JKHY,PGHN.SW,8035.T,CLX,BR,DAI.DE,388.HK,CNR.TO,AEM.TO,IBM,BKI,K,EXR,6701.T,MKC,CME,AMGN,BNP.PA,WOW.AX,EMR,AEP,CVS,FIS,4901.T,4661.T,GM,GIB.A.TO,SBUX,ANTM,6098.T,ELISA.HE,GS,RY.TO,NOC,AZO,TROW,PRU.L,TRV,823.HK,ITW,SHW,SOON.SW,FISV,KLAC,EW,SAN.MC,IDXX,7267.T,KNEBV.HE,WST,BATS.L,TTE.PA,BRO,T.TO,ERIC B.ST,BAX,ICE,6758.T,9735.T,LISP.SW,INGA.AS,F,2.HK,6869.T,NOVO B.CO,RDSA.AS,ALV.DE,VOW3.DE,CTSH,ATCO A.ST,KMB,CL,2484.T,ADYEN.AS,ORLY,MRNA,AZN.L,STATE STREET INSTITUTIONAL LIQ STATE STR,MS,7741.T,6425.T,FENER.IS,HFG.DE,LINX3.SA,GVMXX,ALGN,n/a,4684.T,ADI,CDNS,RDSA.L,GLE.PA,CVX,QCOM,BHP.AX,NFLX,VRSN,EL,BHP.L,LBRDK,TJX,BX,3.HK,AAL.L,SY1.DE,SGEN,ABC,8316.T,DPZ,AKAM,8058.T,CBOE,SUM
07/23/2021,2.39,2.36,1.84,1.55,1.42,1.36,1.32,1.26,0.98,1.08,1.04,0.99,0.91,0.89,0.0,0.79,0.74,0.7,0.71,0.72,0.68,0.65,0.66,0.56,0.57,0.55,0.56,0.52,0.49,0.51,0.5,0.49,0.48,0.46,0.42,0.4,0.4,0.4,0.41,0.4,0.38,0.38,0.35,0.41,0.37,0.35,0.37,0.36,0.36,0.33,0.35,0.32,0.32,0.33,0.31,0.31,0.3,0.31,0.31,0.3,0.32,0.31,0.31,0.31,0.31,0.31,0.28,0.27,0.27,0.29,0.28,0.28,0.29,0.28,0.27,0.28,0.28,0.26,0.27,0.26,0.26,0.25,0.25,0.23,0.25,0.25,0.25,0.25,0.23,0.23,0.24,0.23,0.24,0.22,0.23,0.23,0.21,0.22,0.23,0.23,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.12,0.21,0.0,0.2,0.2,0.2,0.18,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.18,0.19,0.2,0.16,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.15,0.18,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.11,0.86,0.19,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.02000000000001
07/26/2021,2.42,2.39,1.88,1.55,1.35,1.38,1.28,1.26,1.01,1.1,1.04,1.0,0.9,0.87,0.0,0.79,0.76,0.71,0.7,0.72,0.72,0.64,0.66,0.55,0.57,0.54,0.55,0.51,0.49,0.51,0.49,0.48,0.48,0.46,0.41,0.39,0.39,0.4,0.4,0.37,0.39,0.38,0.35,0.39,0.37,0.35,0.37,0.36,0.37,0.33,0.34,0.31,0.33,0.33,0.31,0.31,0.3,0.3,0.31,0.3,0.31,0.31,0.3,0.3,0.31,0.31,0.27,0.29,0.27,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.28,0.26,0.27,0.27,0.25,0.25,0.25,0.23,0.24,0.25,0.25,0.25,0.23,0.24,0.24,0.22,0.24,0.21,0.22,0.23,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.22,0.21,0.21,0.21,0.12,0.21,0.0,0.21,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.21,0.19,0.18,0.17,0.18,0.19,0.16,0.18,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.18,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.11,0.12,0.12,0.0,0.0,0.12,0.0,0.85,0.19,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.85
07/27/2021,2.43,2.4,1.97,1.55,1.35,1.41,1.29,1.27,1.0,1.09,1.04,1.03,0.9,0.88,0.0,0.8,0.77,0.66,0.7,0.73,0.74,0.64,0.67,0.55,0.57,0.54,0.55,0.51,0.49,0.51,0.49,0.48,0.48,0.45,0.41,0.38,0.4,0.41,0.4,0.37,0.39,0.38,0.35,0.39,0.37,0.35,0.37,0.36,0.36,0.33,0.34,0.31,0.33,0.33,0.31,0.3,0.29,0.31,0.31,0.3,0.31,0.31,0.3,0.29,0.31,0.31,0.27,0.29,0.27,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.28,0.26,0.27,0.27,0.25,0.25,0.24,0.23,0.24,0.25,0.25,0.25,0.23,0.23,0.25,0.23,0.24,0.21,0.22,0.23,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.22,0.21,0.21,0.21,0.12,0.21,0.0,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.2,0.19,0.17,0.17,0.18,0.19,0.16,0.18,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.17,0.15,0.16,0.17,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.86,0.19,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.92
07/28/2021,2.43,2.4,1.97,1.55,1.35,1.41,1.29,1.27,1.0,1.09,1.04,1.03,0.9,0.88,0.0,0.8,0.77,0.66,0.7,0.73,0.74,0.64,0.67,0.55,0.57,0.54,0.55,0.51,0.49,0.51,0.49,0.48,0.48,0.45,0.41,0.38,0.4,0.41,0.4,0.37,0.39,0.38,0.35,0.39,0.37,0.35,0.37,0.36,0.36,0.33,0.34,0.31,0.33,0.33,0.31,0.3,0.29,0.31,0.31,0.3,0.31,0.31,0.3,0.29,0.31,0.31,0.27,0.29,0.27,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.28,0.26,0.27,0.27,0.25,0.25,0.24,0.23,0.24,0.25,0.25,0.25,0.23,0.23,0.25,0.23,0.24,0.21,0.22,0.23,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.22,0.21,0.21,0.21,0.12,0.21,0.0,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.2,0.19,0.17,0.17,0.18,0.19,0.16,0.18,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.17,0.15,0.16,0.17,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.86,0.19,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.92
07/29/2021,2.43,2.39,1.98,1.55,1.34,1.43,1.28,1.28,0.98,1.08,1.02,1.03,0.9,0.87,0.0,0.8,0.77,0.68,0.69,0.73,0.74,0.64,0.66,0.56,0.57,0.53,0.55,0.51,0.49,0.51,0.49,0.48,0.48,0.45,0.41,0.38,0.39,0.41,0.4,0.37,0.39,0.38,0.35,0.39,0.37,0.35,0.37,0.35,0.36,0.33,0.35,0.32,0.33,0.33,0.32,0.31,0.3,0.31,0.31,0.3,0.31,0.31,0.3,0.29,0.3,0.31,0.27,0.28,0.27,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.28,0.28,0.27,0.27,0.25,0.26,0.24,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.25,0.22,0.24,0.21,0.22,0.23,0.22,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.12,0.21,0.0,0.21,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.2,0.19,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.16,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.0,0.11,0.12,0.12,0.0,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.12,0.0,0.85,0.19,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9
07/30/2021,2.4,2.38,1.95,1.56,1.35,1.4,1.28,1.28,0.98,1.08,1.03,1.02,0.9,0.88,0.0,0.8,0.77,0.67,0.69,0.73,0.72,0.64,0.65,0.55,0.57,0.53,0.56,0.51,0.49,0.51,0.49,0.48,0.48,0.46,0.41,0.39,0.4,0.41,0.4,0.37,0.39,0.38,0.35,0.39,0.37,0.35,0.37,0.36,0.36,0.33,0.35,0.32,0.33,0.33,0.31,0.31,0.27,0.3,0.31,0.3,0.31,0.31,0.3,0.29,0.31,0.3,0.28,0.28,0.27,0.29,0.29,0.28,0.29,0.28,0.27,0.27,0.29,0.29,0.27,0.28,0.26,0.26,0.24,0.23,0.24,0.24,0.25,0.25,0.23,0.23,0.24,0.21,0.24,0.21,0.22,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.12,0.21,0.0,0.21,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.2,0.2,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.16,0.15,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.0,0.11,0.12,0.12,0.0,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.12,0.0,0.85,0.19,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.88000000000001
08/02/2021,2.37,2.37,1.98,1.56,1.36,1.4,1.28,1.26,1.0,1.08,1.01,1.05,0.9,0.89,0.0,0.79,0.75,0.67,0.7,0.72,0.74,0.64,0.66,0.55,0.57,0.54,0.55,0.51,0.49,0.51,0.49,0.48,0.48,0.45,0.41,0.39,0.4,0.41,0.4,0.37,0.39,0.38,0.35,0.39,0.37,0.35,0.37,0.36,0.36,0.33,0.35,0.32,0.33,0.33,0.31,0.32,0.26,0.3,0.31,0.3,0.3,0.3,0.3,0.3,0.31,0.31,0.27,0.28,0.27,0.29,0.29,0.28,0.29,0.27,0.27,0.27,0.3,0.29,0.27,0.27,0.26,0.26,0.24,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.24,0.21,0.24,0.2,0.22,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.23,0.22,0.21,0.21,0.21,0.12,0.21,0.0,0.21,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.2,0.19,0.18,0.17,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.16,0.14,0.16,0.17,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.0,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.12,0.0,0.87,0.2,0.0,0.0,0.0,0.12,0.0,0.0,0.13,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.84
08/03/2021,2.37,2.36,1.89,1.55,1.36,1.39,1.28,1.26,1.0,1.08,1.02,1.04,0.89,0.86,0.87,0.79,0.76,0.67,0.7,0.72,0.74,0.64,0.61,0.56,0.57,0.53,0.55,0.51,0.49,0.51,0.49,0.48,0.48,0.45,0.41,0.4,0.39,0.41,0.4,0.38,0.39,0.38,0.35,0.39,0.37,0.35,0.37,0.36,0.37,0.32,0.35,0.32,0.33,0.33,0.31,0.33,0.26,0.3,0.31,0.3,0.31,0.3,0.3,0.3,0.31,0.31,0.28,0.28,0.27,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.29,0.29,0.27,0.27,0.26,0.27,0.25,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.24,0.2,0.23,0.2,0.22,0.23,0.24,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.12,0.22,0.2,0.21,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.2,0.19,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.19,0.17,0.18,0.17,0.17,0.18,0.16,0.14,0.16,0.18,0.14,0.17,0.18,0.16,0.16,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.76
08/04/2021,2.38,2.36,1.89,1.55,1.38,1.38,1.29,1.26,0.99,1.08,1.02,1.04,0.9,0.87,0.88,0.8,0.76,0.67,0.71,0.72,0.74,0.64,0.6,0.56,0.57,0.53,0.55,0.51,0.49,0.52,0.5,0.48,0.48,0.45,0.41,0.4,0.4,0.41,0.41,0.38,0.39,0.38,0.35,0.4,0.37,0.35,0.37,0.35,0.37,0.33,0.35,0.31,0.33,0.33,0.28,0.33,0.27,0.31,0.32,0.3,0.31,0.3,0.29,0.3,0.31,0.31,0.27,0.29,0.27,0.29,0.29,0.28,0.28,0.26,0.27,0.27,0.29,0.29,0.28,0.27,0.25,0.26,0.25,0.23,0.24,0.24,0.25,0.25,0.23,0.24,0.24,0.21,0.23,0.19,0.21,0.23,0.25,0.23,0.22,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.12,0.22,0.2,0.2,0.19,0.21,0.19,0.19,0.2,0.18,0.19,0.2,0.19,0.17,0.17,0.18,0.18,0.17,0.18,0.18,0.19,0.17,0.18,0.17,0.17,0.18,0.16,0.14,0.16,0.17,0.14,0.17,0.18,0.15,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.83
08/05/2021,2.37,2.35,1.86,1.55,1.38,1.38,1.29,1.22,1.0,1.07,1.02,1.04,0.89,0.86,0.88,0.8,0.73,0.67,0.7,0.72,0.75,0.63,0.59,0.56,0.56,0.53,0.55,0.5,0.49,0.52,0.49,0.49,0.48,0.45,0.41,0.39,0.39,0.41,0.41,0.38,0.4,0.38,0.35,0.4,0.37,0.35,0.37,0.35,0.36,0.32,0.35,0.31,0.33,0.33,0.28,0.33,0.27,0.3,0.32,0.3,0.31,0.3,0.3,0.3,0.31,0.32,0.27,0.29,0.27,0.3,0.29,0.28,0.29,0.27,0.27,0.28,0.3,0.29,0.28,0.27,0.25,0.26,0.25,0.23,0.24,0.24,0.25,0.25,0.23,0.23,0.25,0.2,0.23,0.2,0.22,0.23,0.26,0.23,0.22,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.12,0.22,0.2,0.21,0.19,0.22,0.18,0.19,0.2,0.18,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.19,0.17,0.18,0.17,0.18,0.18,0.16,0.14,0.17,0.17,0.14,0.17,0.18,0.16,0.16,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.80000000000001
08/06/2021,2.39,2.36,1.85,1.56,1.38,1.38,1.28,1.2,1.0,1.07,1.04,1.04,0.9,0.86,0.88,0.8,0.72,0.67,0.7,0.72,0.75,0.63,0.59,0.55,0.57,0.53,0.55,0.5,0.49,0.52,0.5,0.49,0.48,0.46,0.41,0.4,0.39,0.43,0.41,0.38,0.4,0.39,0.35,0.41,0.36,0.35,0.37,0.36,0.36,0.33,0.35,0.31,0.33,0.33,0.28,0.33,0.26,0.29,0.32,0.3,0.31,0.3,0.3,0.3,0.31,0.32,0.28,0.29,0.27,0.3,0.29,0.28,0.29,0.27,0.27,0.28,0.31,0.29,0.28,0.26,0.25,0.27,0.25,0.23,0.24,0.24,0.25,0.25,0.23,0.23,0.24,0.19,0.23,0.2,0.21,0.24,0.27,0.23,0.22,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.12,0.22,0.2,0.21,0.19,0.22,0.18,0.18,0.2,0.18,0.19,0.2,0.19,0.18,0.17,0.18,0.19,0.17,0.17,0.18,0.19,0.17,0.18,0.17,0.18,0.18,0.16,0.14,0.16,0.17,0.14,0.17,0.18,0.16,0.14,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.13,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.82000000000001
08/10/2021,2.36,2.38,1.91,1.55,1.37,1.39,1.25,1.22,1.03,1.09,1.02,1.04,0.91,0.84,0.0,0.79,0.73,0.67,0.69,0.73,0.76,0.62,0.6,0.57,0.57,0.55,0.54,0.5,0.5,0.53,0.49,0.49,0.47,0.46,0.4,0.38,0.39,0.44,0.4,0.37,0.4,0.39,0.36,0.4,0.36,0.34,0.37,0.35,0.36,0.33,0.35,0.31,0.33,0.33,0.28,0.32,0.26,0.29,0.32,0.31,0.3,0.3,0.29,0.3,0.31,0.31,0.28,0.29,0.28,0.3,0.31,0.28,0.29,0.26,0.27,0.27,0.3,0.29,0.28,0.26,0.26,0.25,0.25,0.23,0.23,0.23,0.25,0.25,0.23,0.23,0.25,0.2,0.24,0.18,0.21,0.24,0.26,0.23,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.12,0.22,0.0,0.21,0.18,0.21,0.19,0.17,0.2,0.18,0.19,0.2,0.2,0.18,0.17,0.17,0.2,0.17,0.17,0.18,0.19,0.17,0.18,0.17,0.18,0.18,0.15,0.14,0.16,0.16,0.14,0.17,0.18,0.16,0.14,0.17,0.16,0.18,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.93,0.2,0.0,0.0,0.12,0.12,0.0,0.0,0.15,0.12,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.79
