,AMZN,MSFT,FB,AAPL,GOOGL,V,GOOG,MA,BABA,TSLA,SE,NFLX,UNH,SNAP,INTU,PYPL,CRM,ASML,ROST,ISRG,CI,FISV,SYK,ROP,NOW,GPN,LLY,FDX,State Street Instl US Govt MMkt Premier,FIS,WYNN,NKE,TDY,HCA,RACE.MI,ANTM,SPLK,VRTX,TSM,AMD,CTAS,MTCH,BKNG,LULU,SPGI,CMG,SPOT,NVDA,LVS,AZN,CMI,ZM,FTCH,HUM,BKI,LIN,TRU,BA,DKNG,PINS,SHOP,XP,CVNA,INCY,AVLR,DASH,ATVI,LUV,AVTR,NSC,APTV,WDAY,MSCI,PAYC,STNE,DDOG,GNRC,ZBRA,TW,CPNG,ARGX,ALGN,EFX,IACEUR,CLVT,WIX,CB,PLTK,COUP,ADBE,PH,RBLX,SNOW,ABNB,FTV,UNP,CNC,MRVL,WORK,AFRM,CRWD,Cash & Cash Equivalents,GVMXX,IAC/InterActiveCorp Ordinary Shares - New,SDA.AX,002810.KS,MKTX,DIDI,PATH,VMEO,Bright Health Group Inc,IAC,Cash,SQ,MDB,TTD,S,BHG,TOST,RIVN,EXPE,n/a,CDAY,PDD,PTON,MNDY,BILL,HCP,SUM
02/01/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/02/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/03/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/04/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/07/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/08/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/09/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/10/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/11/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/14/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/15/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
02/16/2022,10.16,10.79,4.95,6.01,4.36,1.58,4.27,1.35,0.05,3.36,1.81,1.93,0.71,1.41,2.41,0.47,1.28,1.52,1.39,1.51,0.45,0.85,1.12,0.91,1.38,0.5,1.09,0.82,0.0,0.0,0.58,0.53,0.83,0.95,0.85,0.45,0.02,0.0,0.58,1.05,0.51,0.62,0.59,0.77,0.6,0.69,0.98,1.8,0.3,0.57,0.0,0.51,0.42,0.33,0.62,0.0,0.63,0.63,0.16,0.2,0.61,0.03,0.4,0.04,0.21,0.59,0.31,0.03,0.52,0.02,0.02,0.29,0.18,0.23,0.02,0.6,0.61,0.03,0.18,0.32,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.58,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.54,0.0,0.0,0.0,0.21,0.0,0.48,0.05,0.0,0.06,0.0,0.74,0.73,0.43,0.43,0.01,0.01,1.48,0.45,0.44,0.26,0.25,0.17,0.1,0.09,0.07,99.94
