,ROG.SW,NOVN.SW,ULVR.L,SIE.DE,SAN.PA,BHP.AX,ALV.DE,GSK.L,RIO.L,VALE3.SA,BATS.L,939.HK,ENEL.MI,IBE.MC,7974.T,BHP.L,ZURN.SW,2317.TW,AAL.L,9433.T,WES.AX,TRP.TO,BN.PA,NG.L,MFC.TO,9434.T,Cash & Cash Equivalents,8001.T,RIO.AX,NTR.TO,1180.SR,9432.T,1398.HK,AD.AS,O39.SI,HOLN.SW,8766.T,SLF.TO,FMG.AX,SREN.SW,5108.T,TSCO.L,U11.SI,BA.L,2914.T,G.MI,QNBK.QA,GMKN.ME,IMB.L,7010.SR,UPM.HE,FAB.,16.HK,SGSN.SW,B3SA3.SA,1925.T,2881.TW,POW.TO,PPL.TO,2503.T,WALMEX.MX,2.HK,III.L,SLHN.SW,11.HK,SCMN.SW,BBRI.JK,2891.TW,GMEXICOB.MX,1301.TW,PBBANK.KL,1113.HK,3407.T,PSN.L,SJR.B.TO,NN.AS,1109.HK,8725.T,1928.T,2388.HK,FORTUM.HE,8630.T,SRG.MI,SNPMF,ASX.AX,017670.KS,STJ.L,TRN.MI,ADEN.SW,1326.TW,ETISALAT.,2884.TW,TATN.ME,TLKM.JK,3034.TW,960.HK,1997.HK,T.TO,1101.TW,RAND.AS,YAR.OL,TRYG.CO,CTC.A.TO,EMIRATESNBD.DB,AQN.TO,HDEF,MRW.L,2601.HK,688.HK,ELISA.HE,033780.KS,ADM.L,2007.HK,6.HK,SVT.L,EN.PA,2892.TW,MNG.L,GFI.JO,GWO.TO,SLM.JO,992.HK,ITC.NS,ELE.MC,MAYBANK.KL,REE.MC,H.TO,POLY.L,HL.L,NTPC.NS,NTGY.MC,ORK.OL,BMRI.JK,868.HK,8795.T,6488,BALN.SW,1801.T,POWERGRID.NS,LUNE.ST,1088.HK,TEL2 B.ST,EVK.DE,1050.SR,CPU.AX,1812.T,MPL.AX,12.HK,BRDT3.SA,AQE.,S68.SI,2328.HK,ELUX B.ST,G1A.DE,PLZL.ME,SPK.NZ,KEY.TO,EVN.AX,SDR.L,IAG.TO,000810.KS,5876.TW,2912.TW,MFG.AX,1802.T,4704.T,ENG.MC,2887.TW,DLG.L,101.HK,1658.HK,BPCL.NS,TOPGLOV.KL,83.HK,4042.T,PTTEP-R.BK,6823.HK,SECU B.ST,AZJ.AX,2202.HK,HEROMOTOCO.NS,ICA.ST,2301.TW,1044.HK,032830.KS,2890.TW,S63.SI,600900.SS,VIVT3.SA,ORNBV.HE,NLMK.ME,BTO.TO,GJF.OL,MBT,1038.HK,4732.T,EQTL3.SA,4182.T,270.HK,ZAIN.,HTO.AT,ALDAR.,010130.KS,DEM,n/a,5347,V03.SI,135.HK,2888.TW,2324.TW,2377.TW,BCE.TO,151.HK,3231.T,ELUXB.ST,SPK.AX,SUM
07/30/2021,5.61,4.45,3.25,2.65,2.56,2.56,2.26,2.15,2.07,1.93,1.84,1.5,1.68,1.53,1.39,1.49,1.33,1.09,1.21,1.14,1.14,1.02,0.97,1.01,0.82,0.84,0.82,0.81,0.8,0.74,0.7,0.73,0.7,0.7,0.66,0.67,0.69,0.66,0.71,0.61,0.56,0.55,0.51,0.55,0.53,0.49,0.49,0.47,0.45,0.45,0.47,0.43,0.42,0.43,0.43,0.4,0.4,0.39,0.4,0.36,0.37,0.37,0.38,0.36,0.33,0.35,0.32,0.33,0.34,0.3,0.31,0.31,0.3,0.28,0.3,0.3,0.26,0.29,0.28,0.26,0.28,0.29,0.27,0.24,0.25,0.23,0.24,0.25,0.24,0.22,0.24,0.23,0.21,0.25,0.23,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.33,0.2,0.17,0.19,0.2,0.18,0.2,0.17,0.19,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.14,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.15,0.17,0.13,0.15,0.15,0.16,0.16,0.16,0.14,0.14,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.12,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.12,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.0,0.09,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.91
08/02/2021,5.65,4.45,3.28,2.63,2.53,2.53,2.26,2.16,2.14,1.97,1.81,1.46,1.68,1.54,1.34,1.52,1.33,1.08,1.29,1.11,1.12,1.02,1.03,1.0,0.83,0.81,0.79,0.8,0.81,0.75,0.7,0.72,0.68,0.7,0.67,0.68,0.68,0.66,0.71,0.62,0.55,0.54,0.51,0.56,0.52,0.49,0.49,0.47,0.45,0.46,0.47,0.43,0.41,0.44,0.42,0.39,0.4,0.39,0.4,0.35,0.37,0.37,0.38,0.36,0.32,0.35,0.32,0.33,0.34,0.31,0.3,0.3,0.3,0.29,0.3,0.3,0.25,0.28,0.26,0.26,0.28,0.29,0.27,0.24,0.24,0.23,0.26,0.25,0.21,0.22,0.24,0.23,0.21,0.24,0.22,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.33,0.19,0.17,0.18,0.2,0.18,0.2,0.17,0.19,0.2,0.19,0.18,0.18,0.19,0.18,0.17,0.15,0.18,0.17,0.17,0.19,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.14,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.13,0.15,0.12,0.13,0.15,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.11,0.13,0.11,0.12,0.14,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.09,0.1,0.11,0.11,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.12,0.1,0.1,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.88
08/03/2021,5.75,4.51,3.33,2.62,2.56,2.55,2.26,2.18,2.09,1.84,1.79,1.48,1.65,1.56,1.29,1.5,1.33,1.08,1.26,1.09,1.12,1.01,1.06,1.0,0.83,0.81,0.79,0.8,0.8,0.75,0.7,0.72,0.68,0.71,0.68,0.68,0.68,0.67,0.68,0.6,0.56,0.55,0.52,0.57,0.52,0.49,0.5,0.47,0.45,0.47,0.47,0.44,0.41,0.44,0.4,0.39,0.4,0.4,0.4,0.35,0.38,0.37,0.38,0.36,0.32,0.35,0.32,0.33,0.32,0.3,0.31,0.3,0.3,0.28,0.3,0.3,0.24,0.28,0.27,0.26,0.27,0.29,0.27,0.24,0.24,0.23,0.26,0.25,0.21,0.22,0.24,0.24,0.21,0.24,0.23,0.19,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.21,0.21,0.33,0.2,0.17,0.17,0.2,0.18,0.2,0.17,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.17,0.15,0.18,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.17,0.15,0.16,0.15,0.15,0.15,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.15,0.12,0.13,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.14,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.09,0.11,0.12,0.11,0.09,0.1,0.11,0.12,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.12,0.1,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9
08/04/2021,5.75,4.51,3.33,2.62,2.56,2.55,2.26,2.18,2.09,1.84,1.79,1.48,1.65,1.56,1.29,1.5,1.33,1.08,1.26,1.09,1.12,1.01,1.06,1.0,0.83,0.81,0.79,0.8,0.8,0.75,0.7,0.72,0.68,0.71,0.68,0.68,0.68,0.67,0.68,0.6,0.56,0.55,0.52,0.57,0.52,0.49,0.5,0.47,0.45,0.47,0.47,0.44,0.41,0.44,0.4,0.39,0.4,0.4,0.4,0.35,0.38,0.37,0.38,0.36,0.32,0.35,0.32,0.33,0.32,0.3,0.31,0.3,0.3,0.28,0.3,0.3,0.24,0.28,0.27,0.26,0.27,0.29,0.27,0.24,0.24,0.23,0.26,0.25,0.21,0.22,0.24,0.24,0.21,0.24,0.23,0.19,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.21,0.21,0.33,0.2,0.17,0.17,0.2,0.18,0.2,0.17,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.17,0.15,0.18,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.17,0.15,0.16,0.15,0.15,0.15,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.15,0.12,0.13,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.14,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.09,0.11,0.12,0.11,0.09,0.1,0.11,0.12,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.12,0.1,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9
08/05/2021,5.75,4.51,3.33,2.62,2.56,2.55,2.26,2.18,2.09,1.84,1.79,1.48,1.65,1.56,1.29,1.5,1.33,1.08,1.26,1.09,1.12,1.01,1.06,1.0,0.83,0.81,0.79,0.8,0.8,0.75,0.7,0.72,0.68,0.71,0.68,0.68,0.68,0.67,0.68,0.6,0.56,0.55,0.52,0.57,0.52,0.49,0.5,0.47,0.45,0.47,0.47,0.44,0.41,0.44,0.4,0.39,0.4,0.4,0.4,0.35,0.38,0.37,0.38,0.36,0.32,0.35,0.32,0.33,0.32,0.3,0.31,0.3,0.3,0.28,0.3,0.3,0.24,0.28,0.27,0.26,0.27,0.29,0.27,0.24,0.24,0.23,0.26,0.25,0.21,0.22,0.24,0.24,0.21,0.24,0.23,0.19,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.21,0.21,0.33,0.2,0.17,0.17,0.2,0.18,0.2,0.17,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.17,0.15,0.18,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.17,0.15,0.16,0.15,0.15,0.15,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.15,0.12,0.13,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.14,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.09,0.11,0.12,0.11,0.09,0.1,0.11,0.12,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.12,0.1,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9
08/06/2021,5.76,4.47,3.31,2.67,2.53,2.51,2.05,2.19,2.13,1.85,1.79,1.48,1.61,1.57,1.3,1.51,1.34,1.09,1.32,1.1,1.13,1.0,1.07,1.0,0.82,0.82,0.79,0.83,0.79,0.74,0.72,0.73,0.68,0.72,0.67,0.67,0.69,0.66,0.65,0.6,0.56,0.55,0.51,0.56,0.54,0.48,0.49,0.48,0.46,0.47,0.47,0.44,0.41,0.44,0.41,0.4,0.4,0.39,0.4,0.35,0.38,0.36,0.38,0.37,0.32,0.35,0.32,0.33,0.32,0.3,0.31,0.3,0.31,0.28,0.3,0.3,0.24,0.29,0.27,0.27,0.28,0.29,0.27,0.24,0.25,0.23,0.25,0.25,0.21,0.23,0.25,0.24,0.21,0.25,0.24,0.19,0.19,0.21,0.22,0.19,0.2,0.2,0.2,0.2,0.21,0.33,0.2,0.18,0.18,0.2,0.18,0.2,0.17,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.15,0.18,0.18,0.17,0.19,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.13,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.13,0.13,0.15,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.09,0.11,0.12,0.11,0.09,0.1,0.11,0.12,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.12,0.1,0.1,0.0,0.09,0.1,0.09,0.09,0.0,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96
08/09/2021,5.83,4.45,3.27,2.79,2.49,2.53,2.06,2.21,2.05,1.84,1.76,1.48,1.62,1.55,1.29,1.46,1.36,1.1,1.28,1.09,1.16,1.01,1.06,1.01,0.84,0.83,0.0,0.82,0.8,0.73,0.73,0.72,0.68,0.71,0.68,0.66,0.69,0.66,0.63,0.61,0.56,0.54,0.52,0.57,0.52,0.48,0.5,0.47,0.45,0.48,0.47,0.43,0.41,0.43,0.41,0.39,0.4,0.4,0.39,0.34,0.38,0.36,0.39,0.37,0.32,0.35,0.35,0.34,0.33,0.3,0.3,0.3,0.3,0.28,0.3,0.3,0.24,0.29,0.26,0.26,0.28,0.29,0.27,0.24,0.26,0.23,0.26,0.25,0.2,0.23,0.25,0.24,0.21,0.25,0.26,0.18,0.18,0.22,0.21,0.19,0.19,0.2,0.2,0.2,0.21,0.36,0.2,0.18,0.18,0.2,0.18,0.2,0.17,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.15,0.19,0.17,0.17,0.19,0.17,0.17,0.17,0.17,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.16,0.13,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.12,0.11,0.14,0.13,0.12,0.12,0.13,0.11,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.11,0.12,0.11,0.09,0.1,0.11,0.11,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.12,0.09,0.1,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.92
08/12/2021,5.85,4.48,3.29,2.73,2.54,2.45,2.12,2.22,2.07,1.79,1.76,1.5,1.63,1.55,1.19,1.47,1.38,1.1,1.3,1.09,1.15,1.0,1.05,1.02,0.86,0.84,0.0,0.83,0.77,0.76,0.73,0.72,0.68,0.72,0.68,0.66,0.69,0.67,0.62,0.61,0.55,0.54,0.52,0.56,0.52,0.49,0.5,0.46,0.46,0.48,0.46,0.44,0.41,0.43,0.41,0.39,0.4,0.42,0.38,0.34,0.38,0.36,0.39,0.37,0.32,0.35,0.33,0.34,0.32,0.31,0.3,0.3,0.3,0.28,0.29,0.31,0.25,0.29,0.26,0.26,0.28,0.3,0.27,0.24,0.26,0.23,0.26,0.26,0.2,0.23,0.26,0.24,0.21,0.25,0.24,0.18,0.18,0.22,0.21,0.19,0.19,0.2,0.21,0.21,0.21,0.36,0.2,0.18,0.18,0.2,0.18,0.2,0.18,0.19,0.2,0.2,0.19,0.19,0.17,0.19,0.17,0.15,0.19,0.17,0.17,0.19,0.17,0.16,0.15,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.13,0.15,0.16,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.12,0.11,0.14,0.14,0.12,0.12,0.13,0.11,0.12,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.0,0.1,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.93
08/13/2021,5.86,4.47,3.27,2.73,2.51,2.46,2.13,2.21,2.09,1.83,1.75,1.49,1.62,1.54,1.15,1.48,1.38,1.07,1.31,1.09,1.16,1.0,1.06,1.03,0.86,0.83,0.0,0.82,0.76,0.8,0.76,0.73,0.68,0.72,0.68,0.66,0.7,0.68,0.61,0.61,0.56,0.55,0.53,0.56,0.51,0.49,0.5,0.45,0.46,0.48,0.47,0.44,0.4,0.42,0.4,0.38,0.4,0.41,0.39,0.34,0.38,0.36,0.39,0.37,0.32,0.35,0.33,0.34,0.32,0.3,0.3,0.29,0.29,0.28,0.3,0.31,0.26,0.29,0.26,0.27,0.29,0.29,0.27,0.24,0.26,0.23,0.26,0.26,0.2,0.22,0.25,0.24,0.21,0.24,0.24,0.19,0.19,0.22,0.21,0.19,0.19,0.2,0.21,0.21,0.21,0.36,0.21,0.18,0.18,0.2,0.18,0.21,0.18,0.19,0.2,0.2,0.19,0.18,0.16,0.19,0.17,0.15,0.18,0.17,0.17,0.19,0.18,0.16,0.15,0.16,0.16,0.14,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.13,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.12,0.11,0.14,0.14,0.12,0.12,0.13,0.11,0.12,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.09,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.09,0.12,0.0,0.1,0.0,0.09,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.1,0.0,0.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9
08/16/2021,5.85,4.48,3.26,2.78,2.52,2.49,2.12,2.23,1.9,1.79,1.75,1.51,1.62,1.52,1.18,1.45,1.43,1.06,1.32,1.08,1.16,0.99,1.06,1.01,0.87,0.82,0.0,0.83,0.71,0.79,0.76,0.72,0.69,0.75,0.67,0.67,0.7,0.68,0.6,0.62,0.59,0.56,0.52,0.56,0.52,0.49,0.51,0.45,0.46,0.47,0.47,0.43,0.41,0.42,0.36,0.39,0.42,0.42,0.39,0.33,0.39,0.35,0.39,0.37,0.32,0.34,0.32,0.33,0.32,0.3,0.3,0.29,0.3,0.28,0.3,0.32,0.27,0.29,0.27,0.26,0.28,0.3,0.27,0.24,0.25,0.23,0.26,0.26,0.2,0.22,0.25,0.24,0.21,0.25,0.23,0.2,0.19,0.22,0.19,0.19,0.19,0.2,0.21,0.2,0.2,0.36,0.2,0.17,0.2,0.2,0.18,0.21,0.18,0.19,0.2,0.2,0.19,0.18,0.17,0.19,0.17,0.16,0.18,0.17,0.17,0.19,0.18,0.16,0.17,0.17,0.16,0.15,0.17,0.16,0.15,0.14,0.16,0.15,0.17,0.13,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.11,0.14,0.14,0.12,0.11,0.13,0.11,0.12,0.14,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.09,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.0,0.09,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.1,0.0,0.99,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.92
08/19/2021,5.94,4.54,3.26,2.77,2.56,2.44,2.12,2.27,1.86,1.78,1.75,1.51,1.63,1.54,1.18,1.44,1.45,1.05,1.29,1.08,1.17,0.99,1.08,1.02,0.85,0.83,0.0,0.82,0.7,0.77,0.76,0.74,0.68,0.74,0.64,0.66,0.69,0.67,0.58,0.63,0.59,0.56,0.51,0.56,0.52,0.49,0.51,0.45,0.46,0.47,0.47,0.44,0.4,0.42,0.36,0.38,0.4,0.41,0.38,0.33,0.41,0.36,0.39,0.38,0.31,0.35,0.33,0.31,0.32,0.3,0.3,0.29,0.29,0.28,0.29,0.32,0.27,0.29,0.26,0.26,0.28,0.29,0.28,0.24,0.25,0.22,0.26,0.26,0.2,0.22,0.26,0.23,0.21,0.25,0.22,0.19,0.19,0.22,0.19,0.19,0.19,0.2,0.2,0.21,0.2,0.4,0.2,0.18,0.2,0.2,0.17,0.21,0.19,0.19,0.2,0.2,0.19,0.18,0.17,0.19,0.18,0.17,0.18,0.17,0.17,0.19,0.18,0.16,0.16,0.17,0.16,0.15,0.17,0.15,0.15,0.14,0.16,0.15,0.16,0.13,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.13,0.12,0.15,0.13,0.13,0.12,0.12,0.13,0.14,0.12,0.11,0.13,0.11,0.12,0.14,0.12,0.12,0.12,0.13,0.13,0.12,0.1,0.11,0.11,0.09,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.09,0.89,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.78
08/20/2021,5.98,4.59,3.27,2.78,2.59,2.39,2.09,2.29,1.84,1.76,1.76,1.52,1.61,1.55,1.19,1.49,1.44,1.04,1.28,1.09,1.17,0.98,1.08,1.02,0.84,0.83,0.0,0.83,0.69,0.76,0.76,0.73,0.68,0.76,0.64,0.66,0.69,0.67,0.58,0.62,0.59,0.56,0.51,0.56,0.52,0.49,0.52,0.46,0.46,0.48,0.47,0.45,0.4,0.42,0.36,0.38,0.41,0.41,0.38,0.33,0.41,0.36,0.39,0.37,0.32,0.35,0.33,0.31,0.31,0.3,0.3,0.29,0.29,0.27,0.29,0.31,0.27,0.3,0.26,0.26,0.28,0.3,0.27,0.24,0.25,0.21,0.26,0.26,0.2,0.22,0.27,0.24,0.21,0.25,0.21,0.19,0.18,0.22,0.19,0.19,0.19,0.2,0.2,0.21,0.21,0.4,0.2,0.17,0.2,0.2,0.18,0.21,0.18,0.19,0.21,0.2,0.19,0.17,0.18,0.19,0.18,0.17,0.18,0.17,0.17,0.19,0.18,0.16,0.16,0.17,0.16,0.15,0.17,0.15,0.15,0.13,0.16,0.15,0.17,0.13,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.15,0.13,0.13,0.12,0.15,0.13,0.13,0.12,0.12,0.13,0.14,0.13,0.11,0.13,0.1,0.12,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.09,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.09,0.86,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.85
08/23/2021,6.11,4.59,3.27,2.75,2.66,2.09,2.12,2.31,1.76,1.58,1.77,1.56,1.67,1.63,1.2,1.38,1.47,1.02,1.14,1.11,1.19,0.96,1.08,1.05,0.84,0.84,0.0,0.82,0.64,0.74,0.76,0.74,0.7,0.78,0.64,0.65,0.7,0.67,0.55,0.62,0.59,0.57,0.51,0.56,0.53,0.49,0.53,0.44,0.44,0.46,0.47,0.45,0.42,0.43,0.36,0.39,0.41,0.42,0.37,0.35,0.42,0.37,0.39,0.37,0.31,0.35,0.34,0.31,0.3,0.29,0.3,0.3,0.29,0.28,0.3,0.31,0.26,0.31,0.26,0.26,0.29,0.3,0.28,0.24,0.26,0.22,0.25,0.27,0.19,0.22,0.26,0.24,0.21,0.26,0.21,0.19,0.18,0.22,0.19,0.19,0.19,0.2,0.2,0.21,0.21,0.5,0.2,0.18,0.2,0.21,0.18,0.22,0.18,0.19,0.2,0.21,0.19,0.17,0.17,0.19,0.18,0.16,0.19,0.17,0.17,0.2,0.18,0.16,0.17,0.17,0.17,0.15,0.17,0.15,0.15,0.14,0.16,0.15,0.17,0.13,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.12,0.15,0.13,0.13,0.12,0.15,0.13,0.13,0.11,0.12,0.13,0.14,0.13,0.11,0.13,0.1,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.11,0.11,0.09,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.0,0.09,0.11,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.09,0.09,0.09,0.09,0.12,0.86,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.78000000000002
08/26/2021,6.04,4.62,3.27,2.76,2.64,2.08,2.13,2.29,1.78,1.56,1.79,1.55,1.65,1.63,1.21,1.41,1.48,1.06,1.14,1.12,1.18,0.97,1.07,1.07,0.85,0.84,0.0,0.81,0.63,0.76,0.76,0.75,0.69,0.78,0.64,0.66,0.7,0.68,0.53,0.63,0.59,0.58,0.51,0.56,0.53,0.5,0.53,0.44,0.45,0.45,0.47,0.45,0.42,0.43,0.35,0.39,0.42,0.42,0.38,0.34,0.41,0.37,0.39,0.37,0.31,0.35,0.34,0.31,0.3,0.3,0.3,0.29,0.29,0.27,0.3,0.32,0.25,0.31,0.26,0.26,0.3,0.31,0.28,0.24,0.28,0.22,0.25,0.27,0.2,0.22,0.26,0.24,0.21,0.26,0.22,0.19,0.18,0.22,0.19,0.19,0.19,0.2,0.2,0.21,0.21,0.54,0.21,0.17,0.19,0.21,0.17,0.22,0.18,0.2,0.2,0.21,0.19,0.17,0.18,0.19,0.18,0.17,0.18,0.18,0.18,0.2,0.18,0.16,0.16,0.16,0.17,0.14,0.17,0.15,0.15,0.14,0.17,0.15,0.16,0.13,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.12,0.15,0.13,0.13,0.13,0.15,0.13,0.13,0.11,0.12,0.13,0.14,0.12,0.11,0.13,0.1,0.12,0.15,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.11,0.09,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.0,0.09,0.1,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.09,0.1,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.14,0.81,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89
