,TAN,KOMP,ARKF,ARKG,PAWZ,ONLN,CLOU,BOTZ,ESPO,KSTR,CNBS,Grayscale Ethereum Trust (ETH),Us Dollars,ETHE,n/a,BITW,AWAY,GBTC,BITQ,SUM
09/20/2021,14.1,10.07,9.94,8.85,9.33,8.0,8.77,9.15,7.5,5.55,3.95,0.0,0.0,3.6,1.17,0.0,0.0,0.0,0.0,99.98
09/21/2021,14.37,10.01,9.94,9.07,9.32,8.01,8.73,9.11,7.41,5.49,3.94,0.0,0.0,3.43,1.18,0.0,0.0,0.0,0.0,100.01
09/22/2021,14.37,10.01,9.94,9.07,9.32,8.01,8.73,9.11,7.41,5.49,3.94,0.0,0.0,3.43,1.18,0.0,0.0,0.0,0.0,100.01
09/23/2021,14.37,10.01,9.94,9.07,9.32,8.01,8.73,9.11,7.41,5.49,3.94,0.0,0.0,3.43,1.18,0.0,0.0,0.0,0.0,100.01
09/24/2021,14.19,9.99,9.96,9.04,9.6,7.95,8.88,9.3,7.42,5.56,3.93,0.0,0.0,2.99,1.21,0.0,0.0,0.0,0.0,100.02
09/27/2021,14.07,10.1,9.97,8.84,9.5,7.96,8.89,9.24,7.42,5.58,4.01,0.0,0.0,3.19,1.2,0.0,0.0,0.0,0.0,99.97
09/28/2021,13.86,10.17,9.99,8.68,9.51,8.02,9.01,9.24,7.51,5.7,4.06,0.0,0.0,3.03,1.22,0.0,0.0,0.0,0.0,100.0
09/29/2021,13.86,10.17,9.99,8.68,9.51,8.02,9.01,9.24,7.51,5.7,4.06,0.0,0.0,3.03,1.22,0.0,0.0,0.0,0.0,100.0
09/30/2021,14.12,10.2,9.94,8.64,9.38,8.09,8.9,9.14,7.48,5.69,4.12,0.0,0.0,3.07,1.22,0.0,0.0,0.0,0.0,99.99
10/01/2021,14.18,10.23,9.85,8.58,9.44,8.14,8.83,9.11,7.51,5.77,4.15,0.0,0.0,2.95,1.26,0.0,0.0,0.0,0.0,100.0
10/04/2021,14.1,10.26,9.8,8.52,9.54,8.1,8.87,9.15,7.54,5.8,4.1,0.0,0.0,2.95,1.27,0.0,0.0,0.0,0.0,100.0
10/05/2021,14.37,10.19,9.84,8.51,9.45,7.89,8.89,8.87,7.46,5.79,4.05,0.0,0.0,3.44,1.26,0.0,0.0,0.0,0.0,100.01
10/06/2021,14.37,10.19,9.84,8.51,9.45,7.89,8.89,8.87,7.46,5.79,4.05,0.0,0.0,3.44,1.26,0.0,0.0,0.0,0.0,100.01
10/07/2021,14.11,10.27,9.8,8.41,9.62,7.88,8.86,8.79,7.47,5.91,4.02,0.0,0.0,3.63,1.23,0.0,0.0,0.0,0.0,100.0
10/08/2021,14.11,10.27,9.8,8.41,9.62,7.88,8.86,8.79,7.47,5.91,4.02,0.0,0.0,3.63,1.23,0.0,0.0,0.0,0.0,100.0
10/11/2021,14.06,10.24,10.06,8.36,9.4,7.96,8.89,8.74,7.58,5.82,3.96,0.0,0.0,3.74,1.19,0.0,0.0,0.0,0.0,100.0
10/12/2021,14.01,10.28,10.04,8.22,9.38,8.0,8.85,8.75,7.63,5.89,3.93,0.0,0.0,3.82,1.2,0.0,0.0,0.0,0.0,100.0
10/13/2021,14.01,10.28,10.04,8.22,9.38,8.0,8.85,8.75,7.63,5.89,3.93,0.0,0.0,3.82,1.2,0.0,0.0,0.0,0.0,100.0
10/14/2021,14.01,10.28,10.04,8.22,9.38,8.0,8.85,8.75,7.63,5.89,3.93,0.0,0.0,3.82,1.2,0.0,0.0,0.0,0.0,100.0
10/15/2021,15.21,10.22,9.96,8.27,9.26,7.87,8.84,8.7,7.53,5.62,3.87,0.0,0.0,3.46,1.19,0.0,0.0,0.0,0.0,100.0
10/18/2021,15.02,10.12,10.05,8.31,9.23,7.81,8.95,8.8,7.51,5.6,3.75,0.0,0.0,3.7,1.15,0.0,0.0,0.0,0.0,100.0
10/19/2021,14.82,5.24,10.97,8.18,9.18,7.81,8.85,10.07,7.48,5.59,4.82,0.0,0.0,3.69,1.14,2.15,0.0,0.0,0.0,99.99
10/20/2021,14.82,5.24,10.97,8.18,9.18,7.81,8.85,10.07,7.48,5.59,4.82,0.0,0.0,3.69,1.14,2.15,0.0,0.0,0.0,99.99
10/21/2021,14.82,5.24,10.97,8.18,9.18,7.81,8.85,10.07,7.48,5.59,4.82,0.0,0.0,3.69,1.14,2.15,0.0,0.0,0.0,99.99
10/22/2021,15.04,5.28,11.11,8.09,9.26,7.93,8.96,10.06,7.61,5.63,4.76,0.0,0.0,3.65,0.57,2.05,0.0,0.0,0.0,100.0
10/25/2021,15.05,5.24,11.06,8.11,9.24,7.94,8.97,9.77,7.6,5.55,4.9,0.0,0.0,3.9,0.58,2.09,0.0,0.0,0.0,100.0
10/26/2021,14.93,5.24,10.92,8.1,9.34,7.9,9.01,9.88,7.69,5.63,4.79,0.0,0.0,3.9,0.59,2.08,0.0,0.0,0.0,100.0
10/27/2021,14.93,5.24,10.92,8.1,9.34,7.9,9.01,9.88,7.69,5.63,4.79,0.0,0.0,3.9,0.59,2.08,0.0,0.0,0.0,100.0
10/28/2021,14.93,5.24,10.92,8.1,9.34,7.9,9.01,9.88,7.69,5.63,4.79,0.0,0.0,3.9,0.59,2.08,0.0,0.0,0.0,100.0
10/29/2021,15.15,5.24,10.99,8.1,9.29,7.87,8.94,9.86,7.61,5.6,4.71,0.0,0.0,4.1,0.52,2.01,0.0,0.0,0.0,99.98999999999998
11/01/2021,15.93,5.19,10.78,8.03,9.36,7.75,8.95,9.77,7.63,5.6,4.61,0.0,0.0,3.98,0.53,1.9,0.0,0.0,0.0,100.01
11/02/2021,16.31,5.19,10.71,7.93,9.38,7.63,8.81,9.78,7.43,5.61,4.47,0.0,0.0,4.31,0.51,1.94,0.0,0.0,0.0,100.01
11/03/2021,16.31,5.19,10.71,7.93,9.38,7.63,8.81,9.78,7.43,5.61,4.47,0.0,0.0,4.31,0.51,1.94,0.0,0.0,0.0,100.01
11/04/2021,16.31,5.19,10.71,7.93,9.38,7.63,8.81,9.78,7.43,5.61,4.47,0.0,0.0,4.31,0.51,1.94,0.0,0.0,0.0,100.01
11/05/2021,15.94,5.33,10.66,8.07,9.22,7.58,8.77,9.99,7.51,5.6,4.48,0.0,0.0,4.46,0.5,1.87,0.0,0.0,0.0,99.98
11/08/2021,15.77,5.33,10.62,8.17,9.27,7.66,8.81,10.16,7.57,5.55,4.36,0.0,0.0,4.35,0.5,1.88,0.0,0.0,0.0,100.0
11/09/2021,15.61,5.38,10.56,8.15,9.25,7.72,8.7,10.22,7.58,5.55,4.51,0.0,0.0,4.41,0.5,1.88,0.0,0.0,0.0,100.02
11/10/2021,15.61,5.38,10.56,8.15,9.25,7.72,8.7,10.22,7.58,5.55,4.51,0.0,0.0,4.41,0.5,1.88,0.0,0.0,0.0,100.02
11/11/2021,15.6,5.4,10.55,8.14,9.19,7.65,8.68,10.14,7.65,5.53,0.0,0.0,0.0,4.62,0.5,1.92,4.44,0.0,0.0,100.01
11/12/2021,15.6,5.4,10.55,8.14,9.19,7.65,8.68,10.14,7.65,5.53,0.0,0.0,0.0,4.62,0.5,1.92,4.44,0.0,0.0,100.01
11/15/2021,15.57,5.41,10.36,7.88,9.19,7.86,8.68,9.96,8.01,5.76,0.0,0.0,0.0,4.55,0.48,1.89,4.4,0.0,0.0,100.0
11/16/2021,16.16,5.37,10.43,7.64,9.06,7.88,8.62,9.85,8.09,5.73,0.0,0.0,0.0,4.57,0.46,1.87,4.27,0.0,0.0,100.0
11/17/2021,16.16,5.37,10.43,7.64,9.06,7.88,8.62,9.85,8.09,5.73,0.0,0.0,0.0,4.57,0.46,1.87,4.27,0.0,0.0,100.0
11/18/2021,16.05,5.37,10.54,7.53,9.09,7.94,8.7,9.83,8.12,5.74,0.0,0.0,0.0,4.45,0.47,1.88,4.3,0.0,0.0,100.01
11/19/2021,15.99,5.38,10.57,7.69,9.22,7.99,8.74,9.88,8.24,5.68,0.0,0.0,0.0,4.06,0.46,1.85,4.24,0.0,0.0,99.98999999999998
11/22/2021,15.99,5.38,10.57,7.69,9.22,7.99,8.74,9.88,8.24,5.68,0.0,0.0,0.0,4.06,0.46,1.85,4.24,0.0,0.0,99.98999999999998
11/23/2021,15.99,5.38,10.57,7.69,9.22,7.99,8.74,9.88,8.24,5.68,0.0,0.0,0.0,4.06,0.46,1.85,4.24,0.0,0.0,99.98999999999998
11/24/2021,16.4,5.32,10.26,7.35,9.2,7.81,8.53,10.11,8.36,5.91,0.0,0.0,0.0,4.33,0.44,1.83,4.15,0.0,0.0,100.0
11/25/2021,16.53,5.38,10.03,7.18,9.29,7.82,8.48,10.17,8.33,6.25,0.0,0.0,0.0,4.24,0.46,1.68,4.15,0.0,0.0,99.99
11/26/2021,16.25,5.4,10.06,7.15,9.27,7.74,8.41,10.15,8.32,6.28,0.0,0.0,0.0,4.59,0.46,1.73,4.18,0.0,0.0,99.99
11/29/2021,16.18,5.4,10.13,7.22,9.18,7.79,8.43,10.14,8.37,6.2,0.0,0.0,0.0,4.47,0.46,1.89,4.14,0.0,0.0,100.0
11/30/2021,15.98,5.36,10.2,7.3,9.26,7.85,8.53,10.1,8.41,6.26,0.0,0.0,0.0,4.38,0.47,1.95,3.95,0.0,0.0,100.0
12/01/2021,15.98,5.36,10.2,7.3,9.26,7.85,8.53,10.1,8.41,6.26,0.0,0.0,0.0,4.38,0.47,1.95,3.95,0.0,0.0,100.0
12/02/2021,15.98,5.36,10.2,7.3,9.26,7.85,8.53,10.1,8.41,6.26,0.0,0.0,0.0,4.38,0.47,1.95,3.95,0.0,0.0,100.0
12/06/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/07/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/08/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/09/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/10/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/13/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/14/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/15/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/16/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/17/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/20/2021,15.72,5.4,9.79,7.17,9.33,7.49,8.45,10.35,8.45,6.36,0.0,0.0,0.0,4.93,0.48,2.05,4.04,0.0,0.0,100.01
12/21/2021,15.14,5.45,9.42,7.86,9.86,7.37,8.7,10.59,8.39,6.55,0.0,0.0,0.0,0.0,4.63,0.0,4.18,1.86,0.0,100.0
12/22/2021,15.14,5.45,9.42,7.86,9.86,7.37,8.7,10.59,8.39,6.55,0.0,0.0,0.0,0.0,4.63,0.0,4.18,1.86,0.0,100.0
12/23/2021,14.23,5.34,9.22,7.78,9.9,7.24,8.65,10.56,8.06,6.47,0.0,0.0,0.0,0.0,4.67,0.0,4.13,1.88,1.87,100.0
12/24/2021,14.82,5.41,9.53,7.92,9.88,7.41,8.8,10.7,8.29,6.4,0.0,0.0,0.0,0.0,2.67,0.0,4.28,1.96,1.93,100.0
12/27/2021,14.66,5.45,9.58,7.77,9.95,7.36,8.74,10.78,8.23,6.35,0.0,0.0,0.0,0.0,2.67,0.0,4.33,2.08,2.05,100.0
12/28/2021,14.66,5.45,9.58,7.77,9.95,7.36,8.74,10.78,8.23,6.35,0.0,0.0,0.0,0.0,2.67,0.0,4.33,2.08,2.05,100.0
12/29/2021,14.66,5.45,9.58,7.77,9.95,7.36,8.74,10.78,8.23,6.35,0.0,0.0,0.0,0.0,2.67,0.0,4.33,2.08,2.05,100.0
12/30/2021,14.66,5.45,9.58,7.77,9.95,7.36,8.74,10.78,8.23,6.35,0.0,0.0,0.0,0.0,2.67,0.0,4.33,2.08,2.05,100.0
12/31/2021,14.49,5.48,9.48,7.45,10.16,7.34,8.75,10.94,8.3,6.37,0.0,0.0,0.0,0.0,2.99,0.0,4.38,1.95,1.93,100.01
01/03/2022,14.71,5.47,9.55,7.55,10.19,7.41,8.6,10.78,8.27,6.39,0.0,0.0,0.0,0.0,2.97,0.0,4.36,1.89,1.88,100.02
01/03/2022,14.71,5.47,9.55,7.55,10.19,7.41,8.6,10.78,8.27,6.39,0.0,0.0,0.0,0.0,2.97,0.0,4.36,1.89,1.88,100.02
01/03/2022,14.71,5.47,9.55,7.55,10.19,7.41,8.6,10.78,8.27,6.39,0.0,0.0,0.0,0.0,2.97,0.0,4.36,1.89,1.88,100.02
