,FGXXX,OXY,FANG,VIAC,EOG,DFS,WFC,CF,COF,KMI,FB,SYF,HCA,GS,ORLY,GDDY,ADBE,INCY,BK,ALL,CBOE,ORCL,GRMN,NOC,VFC,NTAP,XOM,LHX,PM,NVR,EMR,CFG,SLB,IP,ICE,UHS,BMY,GOOGL,EIX,MCD,DOV,BAH,DHI,DRI,PH,CSCO,JNJ,NFLX,FDX,C,LSXMK,LOW,FNF,VMW,CMA,SO,IBM,KEY,GILD,AIG,SWKS,AEE,PFG,MRK,MMM,EMN,ABT,JPM,LDOS,MDT,VTRS,DOW,WDC,USB,CERN,TSN,PFE,VZ,DE,SSNC,CAT,AEP,LYB,MU,AMGN,RF,AFL,LMT,T,BBY,ON,MAS,TFC,CTSH,CSX,HBAN,UNP,CMI,CVS,TRV,MO,FMC,BDX,GIS,DLTR,FOXA,CTXS,FLT,TTWO,DTE,HOLX,INTC,BKNG,QRVO,PSA,HST,CNC,LEN,INVH,O,CUZ,WPC,NNN,LAMR,GD,COR,AVGO,CMS,PSB,FISV,GLPI,MPW,AGR,CPB,HTA,KMB,DTM WI,OGN,CI,STZ,ABBV,GPN,ROKU,CZR,BSX,TXT,SBUX,SYK,BXP,SUI,V,KO,DUK,CG,ATVI,PCAR,n/a,ADSK,MTB,ZBH,FIS,SRC,NSC,MPC,SYY,PRU,PINS,TEL,PPL,SLVM WI,SLVM,WBA,ULTA,WAB,VLO,RTX,NXPI,TRU,HSY,PEAK,MET,SBAC,SUM
10/04/2021,0.61,0.95,0.97,0.0,0.92,0.96,0.94,0.95,0.93,0.83,0.87,0.93,0.89,0.83,0.82,0.0,0.0,0.0,0.88,0.0,0.91,0.8,0.0,0.84,0.7,0.79,0.8,0.86,0.83,0.81,0.82,0.86,0.76,0.77,0.0,0.79,0.75,1.5,0.73,0.87,0.0,0.0,0.76,0.85,0.77,0.74,0.8,0.0,0.6,0.82,0.0,0.0,0.84,0.78,0.92,0.82,0.0,0.84,0.82,0.92,0.0,0.81,0.81,0.75,0.71,0.7,0.8,0.83,0.74,0.78,0.0,0.72,0.82,0.81,0.7,0.84,1.27,0.74,0.76,0.73,0.7,0.74,0.71,0.83,0.66,0.8,0.0,0.7,0.71,0.71,0.88,0.0,0.79,0.0,0.7,0.8,0.66,0.68,0.0,0.73,0.72,0.6,0.0,0.86,0.0,0.0,0.0,0.85,0.78,0.0,0.0,0.53,0.9,0.74,0.46,0.43,0.0,0.4,0.44,0.0,0.41,0.0,0.39,0.46,0.43,0.0,0.42,0.0,0.42,0.82,0.39,0.43,0.35,0.31,0.48,0.0,0.0,0.0,0.65,0.7,0.73,0.71,0.75,0.92,0.84,0.81,0.78,0.79,0.39,0.4,0.79,0.75,0.74,0.79,0.38,0.41,0.0,0.8,0.89,0.81,0.76,0.38,0.39,0.85,0.83,0.84,0.74,0.77,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/05/2021,0.7,0.95,0.97,0.0,0.91,0.94,0.94,0.95,0.92,0.83,0.88,0.91,0.87,0.83,0.81,0.0,0.0,0.0,0.89,0.0,0.91,0.78,0.0,0.84,0.69,0.8,0.8,0.86,0.81,0.8,0.82,0.86,0.76,0.77,0.0,0.78,0.75,1.51,0.73,0.87,0.0,0.0,0.75,0.85,0.75,0.74,0.8,0.0,0.6,0.81,0.0,0.0,0.84,0.78,0.91,0.82,0.0,0.84,0.82,0.92,0.0,0.81,0.81,0.77,0.7,0.68,0.8,0.83,0.74,0.79,0.0,0.71,0.83,0.81,0.7,0.84,1.27,0.75,0.74,0.74,0.69,0.74,0.7,0.83,0.66,0.8,0.0,0.7,0.71,0.69,0.9,0.0,0.79,0.0,0.69,0.8,0.65,0.68,0.0,0.73,0.69,0.6,0.0,0.86,0.0,0.0,0.0,0.85,0.8,0.0,0.0,0.53,0.91,0.74,0.45,0.43,0.0,0.4,0.44,0.0,0.41,0.0,0.39,0.45,0.43,0.0,0.42,0.0,0.42,0.82,0.39,0.43,0.35,0.31,0.47,0.0,0.0,0.0,0.65,0.71,0.73,0.71,0.78,0.92,0.84,0.8,0.78,0.79,0.39,0.4,0.79,0.76,0.75,0.8,0.38,0.4,0.0,0.81,0.89,0.81,0.76,0.38,0.39,0.86,0.82,0.84,0.76,0.78,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
10/06/2021,0.73,0.99,1.0,0.0,0.93,0.96,0.94,1.03,0.93,0.83,0.87,0.92,0.87,0.82,0.79,0.0,0.0,0.0,0.89,0.0,0.89,0.79,0.0,0.83,0.69,0.8,0.81,0.85,0.81,0.78,0.82,0.86,0.76,0.72,0.0,0.77,0.74,1.52,0.71,0.86,0.0,0.0,0.74,0.86,0.77,0.73,0.79,0.0,0.6,0.81,0.0,0.0,0.84,0.78,0.92,0.81,0.0,0.86,0.79,0.91,0.0,0.79,0.81,0.82,0.69,0.68,0.78,0.83,0.74,0.79,0.0,0.71,0.82,0.81,0.69,0.82,1.25,0.74,0.74,0.73,0.68,0.73,0.71,0.82,0.66,0.8,0.0,0.69,0.7,0.68,0.88,0.0,0.8,0.0,0.7,0.81,0.65,0.68,0.0,0.72,0.68,0.59,0.0,0.85,0.0,0.0,0.0,0.85,0.81,0.0,0.0,0.53,0.93,0.74,0.45,0.43,0.0,0.39,0.44,0.0,0.42,0.0,0.39,0.46,0.43,0.0,0.42,0.0,0.42,0.81,0.39,0.43,0.34,0.3,0.47,0.0,0.0,0.0,0.65,0.71,0.73,0.71,0.77,0.97,0.84,0.8,0.78,0.79,0.39,0.39,0.81,0.75,0.74,0.79,0.38,0.4,0.0,0.79,0.89,0.81,0.76,0.38,0.39,0.87,0.83,0.84,0.77,0.79,0.75,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
10/07/2021,0.73,0.99,1.0,0.0,0.93,0.96,0.94,1.03,0.93,0.83,0.87,0.92,0.87,0.82,0.79,0.0,0.0,0.0,0.89,0.0,0.89,0.79,0.0,0.83,0.69,0.8,0.81,0.85,0.81,0.78,0.82,0.86,0.76,0.72,0.0,0.77,0.74,1.52,0.71,0.86,0.0,0.0,0.74,0.86,0.77,0.73,0.79,0.0,0.6,0.81,0.0,0.0,0.84,0.78,0.92,0.81,0.0,0.86,0.79,0.91,0.0,0.79,0.81,0.82,0.69,0.68,0.78,0.83,0.74,0.79,0.0,0.71,0.82,0.81,0.69,0.82,1.25,0.74,0.74,0.73,0.68,0.73,0.71,0.82,0.66,0.8,0.0,0.69,0.7,0.68,0.88,0.0,0.8,0.0,0.7,0.81,0.65,0.68,0.0,0.72,0.68,0.59,0.0,0.85,0.0,0.0,0.0,0.85,0.81,0.0,0.0,0.53,0.93,0.74,0.45,0.43,0.0,0.39,0.44,0.0,0.42,0.0,0.39,0.46,0.43,0.0,0.42,0.0,0.42,0.81,0.39,0.43,0.34,0.3,0.47,0.0,0.0,0.0,0.65,0.71,0.73,0.71,0.77,0.97,0.84,0.8,0.78,0.79,0.39,0.39,0.81,0.75,0.74,0.79,0.38,0.4,0.0,0.79,0.89,0.81,0.76,0.38,0.39,0.87,0.83,0.84,0.77,0.79,0.75,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
10/08/2021,0.74,1.01,1.05,0.0,0.97,0.96,0.94,1.02,0.93,0.83,0.83,0.92,0.86,0.82,0.79,0.0,0.0,0.0,0.89,0.0,0.9,0.79,0.0,0.85,0.7,0.79,0.83,0.85,0.81,0.78,0.81,0.87,0.78,0.73,0.0,0.76,0.74,1.5,0.73,0.87,0.0,0.0,0.74,0.86,0.77,0.73,0.78,0.0,0.59,0.82,0.0,0.0,0.84,0.77,0.93,0.82,0.0,0.86,0.78,0.92,0.0,0.81,0.81,0.84,0.69,0.69,0.77,0.83,0.74,0.78,0.0,0.71,0.83,0.81,0.69,0.82,1.24,0.75,0.74,0.73,0.68,0.75,0.7,0.82,0.65,0.81,0.0,0.69,0.71,0.68,0.87,0.0,0.8,0.0,0.7,0.81,0.67,0.68,0.0,0.72,0.69,0.59,0.0,0.87,0.0,0.0,0.0,0.84,0.81,0.0,0.0,0.53,0.93,0.72,0.45,0.43,0.0,0.38,0.44,0.0,0.42,0.0,0.4,0.47,0.43,0.0,0.41,0.0,0.43,0.8,0.39,0.42,0.35,0.31,0.48,0.0,0.0,0.0,0.64,0.71,0.73,0.69,0.73,0.96,0.81,0.79,0.78,0.78,0.4,0.39,0.79,0.75,0.76,0.77,0.38,0.4,0.0,0.77,0.9,0.8,0.75,0.39,0.4,0.86,0.84,0.84,0.73,0.79,0.77,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/11/2021,0.74,1.02,1.05,0.0,0.94,0.95,0.94,1.01,0.93,0.82,0.83,0.9,0.84,0.84,0.79,0.0,0.0,0.0,0.91,0.0,0.9,0.8,0.0,0.87,0.69,0.79,0.8,0.88,0.79,0.79,0.83,0.86,0.77,0.72,0.0,0.73,0.72,1.53,0.73,0.87,0.0,0.0,0.74,0.85,0.76,0.73,0.78,0.0,0.6,0.82,0.0,0.0,0.85,0.78,0.93,0.81,0.0,0.86,0.78,0.93,0.0,0.8,0.83,0.81,0.69,0.69,0.78,0.84,0.73,0.78,0.0,0.71,0.82,0.82,0.69,0.81,1.23,0.73,0.74,0.73,0.68,0.75,0.71,0.81,0.63,0.8,0.0,0.69,0.69,0.69,0.86,0.0,0.79,0.0,0.73,0.8,0.68,0.69,0.0,0.74,0.68,0.57,0.0,0.85,0.0,0.0,0.0,0.83,0.86,0.0,0.0,0.53,0.92,0.71,0.45,0.42,0.0,0.39,0.43,0.0,0.42,0.0,0.39,0.46,0.43,0.0,0.42,0.0,0.43,0.8,0.39,0.41,0.35,0.31,0.49,0.0,0.0,0.0,0.65,0.71,0.73,0.7,0.79,0.93,0.82,0.82,0.77,0.78,0.4,0.4,0.8,0.76,0.75,0.8,0.37,0.41,0.0,0.78,0.89,0.79,0.74,0.38,0.41,0.86,0.84,0.85,0.75,0.81,0.76,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/12/2021,0.74,1.02,1.05,0.0,0.94,0.95,0.94,1.01,0.93,0.82,0.83,0.9,0.84,0.84,0.79,0.0,0.0,0.0,0.91,0.0,0.9,0.8,0.0,0.87,0.69,0.79,0.8,0.88,0.79,0.79,0.83,0.86,0.77,0.72,0.0,0.73,0.72,1.53,0.73,0.87,0.0,0.0,0.74,0.85,0.76,0.73,0.78,0.0,0.6,0.82,0.0,0.0,0.85,0.78,0.93,0.81,0.0,0.86,0.78,0.93,0.0,0.8,0.83,0.81,0.69,0.69,0.78,0.84,0.73,0.78,0.0,0.71,0.82,0.82,0.69,0.81,1.23,0.73,0.74,0.73,0.68,0.75,0.71,0.81,0.63,0.8,0.0,0.69,0.69,0.69,0.86,0.0,0.79,0.0,0.73,0.8,0.68,0.69,0.0,0.74,0.68,0.57,0.0,0.85,0.0,0.0,0.0,0.83,0.86,0.0,0.0,0.53,0.92,0.71,0.45,0.42,0.0,0.39,0.43,0.0,0.42,0.0,0.39,0.46,0.43,0.0,0.42,0.0,0.43,0.8,0.39,0.41,0.35,0.31,0.49,0.0,0.0,0.0,0.65,0.71,0.73,0.7,0.79,0.93,0.82,0.82,0.77,0.78,0.4,0.4,0.8,0.76,0.75,0.8,0.37,0.41,0.0,0.78,0.89,0.79,0.74,0.38,0.41,0.86,0.84,0.85,0.75,0.81,0.76,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,0.74,1.02,1.05,0.0,0.94,0.95,0.94,1.01,0.93,0.82,0.83,0.9,0.84,0.84,0.79,0.0,0.0,0.0,0.91,0.0,0.9,0.8,0.0,0.87,0.69,0.79,0.8,0.88,0.79,0.79,0.83,0.86,0.77,0.72,0.0,0.73,0.72,1.53,0.73,0.87,0.0,0.0,0.74,0.85,0.76,0.73,0.78,0.0,0.6,0.82,0.0,0.0,0.85,0.78,0.93,0.81,0.0,0.86,0.78,0.93,0.0,0.8,0.83,0.81,0.69,0.69,0.78,0.84,0.73,0.78,0.0,0.71,0.82,0.82,0.69,0.81,1.23,0.73,0.74,0.73,0.68,0.75,0.71,0.81,0.63,0.8,0.0,0.69,0.69,0.69,0.86,0.0,0.79,0.0,0.73,0.8,0.68,0.69,0.0,0.74,0.68,0.57,0.0,0.85,0.0,0.0,0.0,0.83,0.86,0.0,0.0,0.53,0.92,0.71,0.45,0.42,0.0,0.39,0.43,0.0,0.42,0.0,0.39,0.46,0.43,0.0,0.42,0.0,0.43,0.8,0.39,0.41,0.35,0.31,0.49,0.0,0.0,0.0,0.65,0.71,0.73,0.7,0.79,0.93,0.82,0.82,0.77,0.78,0.4,0.4,0.8,0.76,0.75,0.8,0.37,0.41,0.0,0.78,0.89,0.79,0.74,0.38,0.41,0.86,0.84,0.85,0.75,0.81,0.76,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/14/2021,0.74,1.02,1.05,0.0,0.94,0.95,0.94,1.01,0.93,0.82,0.83,0.9,0.84,0.84,0.79,0.0,0.0,0.0,0.91,0.0,0.9,0.8,0.0,0.87,0.69,0.79,0.8,0.88,0.79,0.79,0.83,0.86,0.77,0.72,0.0,0.73,0.72,1.53,0.73,0.87,0.0,0.0,0.74,0.85,0.76,0.73,0.78,0.0,0.6,0.82,0.0,0.0,0.85,0.78,0.93,0.81,0.0,0.86,0.78,0.93,0.0,0.8,0.83,0.81,0.69,0.69,0.78,0.84,0.73,0.78,0.0,0.71,0.82,0.82,0.69,0.81,1.23,0.73,0.74,0.73,0.68,0.75,0.71,0.81,0.63,0.8,0.0,0.69,0.69,0.69,0.86,0.0,0.79,0.0,0.73,0.8,0.68,0.69,0.0,0.74,0.68,0.57,0.0,0.85,0.0,0.0,0.0,0.83,0.86,0.0,0.0,0.53,0.92,0.71,0.45,0.42,0.0,0.39,0.43,0.0,0.42,0.0,0.39,0.46,0.43,0.0,0.42,0.0,0.43,0.8,0.39,0.41,0.35,0.31,0.49,0.0,0.0,0.0,0.65,0.71,0.73,0.7,0.79,0.93,0.82,0.82,0.77,0.78,0.4,0.4,0.8,0.76,0.75,0.8,0.37,0.41,0.0,0.78,0.89,0.79,0.74,0.38,0.41,0.86,0.84,0.85,0.75,0.81,0.76,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/15/2021,0.74,1.05,1.11,0.0,1.0,0.94,0.94,1.04,0.93,0.86,0.82,0.9,0.83,0.83,0.79,0.0,0.0,0.0,0.93,0.0,0.9,0.83,0.0,0.9,0.7,0.8,0.82,0.9,0.79,0.78,0.81,0.86,0.81,0.75,0.0,0.72,0.71,1.54,0.72,0.87,0.0,0.0,0.73,0.84,0.76,0.73,0.78,0.0,0.59,0.81,0.0,0.0,0.85,0.76,0.92,0.8,0.0,0.87,0.78,0.95,0.0,0.79,0.84,0.8,0.69,0.69,0.78,0.82,0.73,0.76,0.0,0.71,0.81,0.82,0.69,0.81,1.21,0.71,0.71,0.73,0.67,0.73,0.71,0.79,0.63,0.8,0.0,0.7,0.67,0.7,0.83,0.0,0.79,0.0,0.74,0.8,0.69,0.69,0.0,0.74,0.69,0.56,0.0,0.86,0.0,0.0,0.0,0.81,0.87,0.0,0.0,0.52,0.93,0.71,0.45,0.42,0.0,0.39,0.43,0.0,0.42,0.0,0.39,0.46,0.44,0.0,0.42,0.0,0.44,0.76,0.39,0.42,0.36,0.31,0.51,0.0,0.0,0.0,0.65,0.73,0.73,0.66,0.78,0.92,0.8,0.8,0.77,0.76,0.4,0.39,0.78,0.76,0.75,0.81,0.37,0.42,0.0,0.77,0.88,0.78,0.71,0.38,0.42,0.88,0.84,0.86,0.74,0.81,0.76,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/18/2021,0.77,1.02,1.09,0.0,1.0,0.93,0.92,1.01,0.91,0.88,0.82,0.89,0.84,0.84,0.8,0.0,0.0,0.0,0.93,0.0,0.9,0.85,0.0,0.89,0.73,0.79,0.81,0.9,0.82,0.79,0.79,0.85,0.82,0.74,0.0,0.71,0.71,1.53,0.73,0.86,0.0,0.0,0.75,0.82,0.76,0.73,0.78,0.0,0.6,0.8,0.0,0.0,0.87,0.77,0.92,0.81,0.0,0.87,0.78,0.92,0.0,0.81,0.83,0.79,0.69,0.69,0.78,0.8,0.74,0.76,0.0,0.69,0.78,0.82,0.69,0.82,1.2,0.7,0.71,0.74,0.66,0.75,0.71,0.76,0.62,0.8,0.0,0.72,0.65,0.71,0.8,0.0,0.79,0.0,0.75,0.8,0.7,0.68,0.0,0.74,0.71,0.57,0.0,0.87,0.0,0.0,0.0,0.82,0.87,0.0,0.0,0.51,0.93,0.69,0.48,0.42,0.0,0.39,0.45,0.0,0.43,0.0,0.4,0.47,0.44,0.0,0.41,0.0,0.45,0.77,0.4,0.43,0.37,0.3,0.52,0.0,0.0,0.0,0.64,0.73,0.72,0.67,0.81,0.93,0.8,0.8,0.77,0.75,0.41,0.41,0.78,0.77,0.76,0.82,0.37,0.42,0.0,0.79,0.87,0.77,0.72,0.39,0.42,0.89,0.84,0.84,0.76,0.79,0.77,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
10/19/2021,0.75,1.0,1.08,0.0,0.99,0.94,0.89,1.0,0.91,0.88,0.82,0.89,0.84,0.83,0.8,0.0,0.0,0.0,0.93,0.0,0.9,0.82,0.0,0.88,0.73,0.8,0.81,0.9,0.81,0.8,0.8,0.84,0.83,0.74,0.0,0.71,0.7,1.55,0.72,0.85,0.0,0.0,0.76,0.82,0.77,0.73,0.77,0.0,0.6,0.79,0.0,0.0,0.88,0.77,0.9,0.81,0.0,0.87,0.77,0.93,0.0,0.81,0.83,0.77,0.7,0.7,0.77,0.8,0.74,0.76,0.0,0.7,0.8,0.79,0.69,0.82,1.19,0.69,0.7,0.73,0.67,0.74,0.71,0.77,0.62,0.8,0.0,0.71,0.65,0.71,0.81,0.0,0.79,0.0,0.75,0.8,0.71,0.7,0.0,0.73,0.71,0.58,0.0,0.86,0.0,0.0,0.0,0.82,0.85,0.0,0.0,0.52,0.93,0.7,0.48,0.42,0.0,0.4,0.44,0.0,0.43,0.0,0.4,0.46,0.44,0.0,0.42,0.0,0.45,0.78,0.4,0.43,0.37,0.3,0.51,0.0,0.0,0.0,0.64,0.72,0.72,0.67,0.8,0.91,0.81,0.81,0.76,0.76,0.4,0.4,0.77,0.76,0.75,0.84,0.37,0.43,0.0,0.79,0.87,0.78,0.74,0.38,0.43,0.9,0.83,0.85,0.76,0.81,0.76,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92
10/20/2021,0.77,0.98,1.07,0.0,0.97,0.95,0.95,0.97,0.92,0.88,0.81,0.9,0.85,0.86,0.8,0.0,0.0,0.0,0.94,0.0,0.89,0.82,0.0,0.89,0.73,0.81,0.82,0.9,0.81,0.79,0.81,0.84,0.84,0.7,0.0,0.72,0.71,1.54,0.73,0.84,0.0,0.0,0.75,0.81,0.77,0.72,0.77,0.0,0.61,0.81,0.0,0.0,0.88,0.79,0.9,0.81,0.0,0.86,0.76,0.94,0.0,0.8,0.83,0.77,0.7,0.7,0.77,0.81,0.74,0.77,0.0,0.7,0.78,0.79,0.68,0.81,1.18,0.7,0.7,0.74,0.69,0.73,0.71,0.76,0.62,0.81,0.0,0.71,0.65,0.72,0.82,0.0,0.8,0.0,0.77,0.8,0.71,0.69,0.0,0.72,0.71,0.58,0.0,0.86,0.0,0.0,0.0,0.85,0.85,0.0,0.0,0.53,0.94,0.71,0.47,0.42,0.0,0.39,0.44,0.0,0.43,0.0,0.4,0.46,0.44,0.0,0.42,0.0,0.45,0.79,0.4,0.43,0.35,0.3,0.51,0.0,0.0,0.0,0.65,0.71,0.71,0.69,0.78,0.88,0.81,0.81,0.76,0.77,0.4,0.4,0.79,0.76,0.74,0.83,0.36,0.43,0.0,0.79,0.86,0.78,0.75,0.38,0.43,0.89,0.82,0.85,0.76,0.8,0.76,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/21/2021,0.71,1.02,1.08,0.0,0.97,0.96,0.97,1.0,0.93,0.88,0.84,0.92,0.85,0.88,0.82,0.0,0.0,0.0,0.94,0.0,0.9,0.83,0.0,0.89,0.72,0.78,0.82,0.9,0.8,0.8,0.81,0.85,0.84,0.7,0.0,0.72,0.69,1.56,0.73,0.84,0.0,0.0,0.76,0.8,0.77,0.72,0.77,0.0,0.6,0.8,0.0,0.0,0.88,0.79,0.91,0.8,0.0,0.86,0.74,0.93,0.0,0.79,0.83,0.76,0.7,0.7,0.76,0.81,0.74,0.73,0.0,0.7,0.78,0.79,0.67,0.81,1.17,0.69,0.7,0.74,0.68,0.73,0.71,0.76,0.61,0.82,0.0,0.71,0.64,0.73,0.83,0.0,0.8,0.0,0.77,0.81,0.72,0.69,0.0,0.71,0.7,0.58,0.0,0.85,0.0,0.0,0.0,0.84,0.86,0.0,0.0,0.53,0.92,0.7,0.47,0.43,0.0,0.41,0.44,0.0,0.43,0.0,0.4,0.46,0.44,0.0,0.42,0.0,0.45,0.8,0.39,0.42,0.35,0.29,0.51,0.0,0.0,0.0,0.64,0.7,0.7,0.69,0.83,0.9,0.8,0.81,0.77,0.76,0.4,0.4,0.79,0.75,0.73,0.84,0.36,0.42,0.0,0.8,0.86,0.77,0.74,0.38,0.43,0.89,0.81,0.85,0.77,0.8,0.75,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
10/22/2021,0.71,1.02,1.09,0.0,0.97,0.96,0.98,0.99,0.92,0.88,0.84,0.93,0.85,0.87,0.81,0.0,0.0,0.0,0.94,0.0,0.89,0.83,0.0,0.9,0.73,0.78,0.82,0.91,0.78,0.8,0.81,0.85,0.84,0.68,0.0,0.71,0.69,1.55,0.73,0.84,0.0,0.0,0.76,0.79,0.76,0.72,0.78,0.0,0.6,0.8,0.0,0.0,0.88,0.81,0.91,0.8,0.0,0.86,0.75,0.94,0.0,0.8,0.83,0.77,0.7,0.7,0.77,0.81,0.73,0.73,0.0,0.7,0.78,0.8,0.68,0.81,1.19,0.69,0.72,0.74,0.69,0.73,0.71,0.76,0.62,0.82,0.0,0.72,0.64,0.71,0.84,0.0,0.81,0.0,0.76,0.81,0.71,0.69,0.0,0.71,0.69,0.58,0.0,0.84,0.0,0.0,0.0,0.85,0.85,0.0,0.0,0.53,0.9,0.71,0.47,0.42,0.0,0.4,0.44,0.0,0.42,0.0,0.39,0.45,0.44,0.0,0.42,0.0,0.44,0.8,0.39,0.42,0.35,0.29,0.51,0.0,0.0,0.0,0.64,0.7,0.7,0.69,0.82,0.9,0.82,0.8,0.77,0.78,0.4,0.4,0.79,0.75,0.74,0.85,0.37,0.42,0.0,0.8,0.86,0.79,0.74,0.37,0.43,0.89,0.81,0.86,0.79,0.8,0.76,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/25/2021,0.7,1.02,1.08,0.0,1.0,0.97,0.96,0.98,0.93,0.88,0.83,0.92,0.85,0.85,0.81,0.0,0.0,0.0,0.96,0.0,0.88,0.82,0.0,0.89,0.72,0.77,0.82,0.9,0.78,0.79,0.81,0.88,0.84,0.69,0.0,0.71,0.69,1.52,0.74,0.82,0.0,0.0,0.76,0.76,0.77,0.72,0.77,0.0,0.6,0.79,0.0,0.0,0.88,0.81,0.93,0.8,0.0,0.87,0.74,0.94,0.0,0.8,0.83,0.78,0.69,0.7,0.79,0.82,0.73,0.72,0.0,0.7,0.78,0.81,0.68,0.81,1.2,0.7,0.72,0.74,0.69,0.73,0.71,0.76,0.62,0.84,0.0,0.71,0.64,0.71,0.84,0.0,0.82,0.0,0.76,0.82,0.71,0.69,0.0,0.72,0.69,0.58,0.0,0.85,0.0,0.0,0.0,0.84,0.85,0.0,0.0,0.53,0.87,0.71,0.47,0.42,0.0,0.41,0.44,0.0,0.42,0.0,0.39,0.45,0.44,0.0,0.42,0.0,0.45,0.78,0.39,0.42,0.36,0.29,0.51,0.0,0.0,0.0,0.66,0.7,0.7,0.68,0.8,0.88,0.82,0.81,0.76,0.78,0.4,0.41,0.78,0.74,0.74,0.85,0.37,0.42,0.0,0.8,0.9,0.78,0.74,0.37,0.43,0.88,0.79,0.86,0.89,0.79,0.76,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/26/2021,0.7,1.0,1.06,0.0,0.97,0.91,0.97,0.97,0.89,0.83,0.84,0.87,0.88,0.85,0.84,0.0,0.0,0.0,0.97,0.0,0.89,0.82,0.0,0.9,0.72,0.79,0.81,0.9,0.78,0.77,0.8,0.85,0.83,0.69,0.0,0.73,0.69,1.52,0.74,0.83,0.0,0.0,0.76,0.78,0.77,0.72,0.77,0.0,0.61,0.78,0.0,0.0,0.88,0.82,0.93,0.81,0.0,0.88,0.74,0.94,0.0,0.8,0.82,0.78,0.69,0.69,0.8,0.81,0.74,0.72,0.0,0.7,0.79,0.8,0.68,0.82,1.2,0.7,0.71,0.75,0.69,0.74,0.69,0.76,0.62,0.83,0.0,0.71,0.64,0.73,0.86,0.0,0.81,0.0,0.77,0.81,0.72,0.69,0.0,0.73,0.69,0.58,0.0,0.85,0.0,0.0,0.0,0.85,0.9,0.0,0.0,0.53,0.88,0.71,0.47,0.42,0.0,0.41,0.44,0.0,0.42,0.0,0.39,0.45,0.44,0.0,0.42,0.0,0.45,0.79,0.39,0.42,0.35,0.29,0.5,0.0,0.0,0.0,0.67,0.7,0.7,0.68,0.79,0.88,0.83,0.81,0.77,0.79,0.4,0.41,0.78,0.74,0.75,0.87,0.37,0.42,0.0,0.82,0.9,0.79,0.74,0.38,0.44,0.88,0.79,0.86,0.87,0.8,0.75,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
