,NIO,TSLA,VWS.CO,DLR,ENPH,9022.T,PLUG,LI,KRX.IR,XPEV,SEDG,ALO.PA,300750 C2,DAR,RUN,968.HK,FSLR,66.HK,SUZB3.SA,SGRE.MC,VNO,C38U.SI,586.HK,3283.T,INDA,WMS,DEI,NEP,WFG.TO,LI.PA,COV.PA,ROCK B.CO,601012 C1,SALM.OL,MRL.MC,N2IU.SI,MTH,1972.HK,KBH,SCATC.OL,NOVA,3800.HK,ORA,COL.MC,BMI,BLX.TO,REGI,SPWR,1585.HK,BDN,3234.T,PDM,2633.TW,CVA,SRAIL.SW,257.HK,SGM.AX,SWCH,601816 C1,JKS,ALFEN.AS,ENLT.TA,ECV.DE,RNW.TO,112610.KS,PGRE,TPIC,371.HK,RW0U.SI,NEOEN.PA,KC,NDX1.DE,FCR.UN.TO,K71U.SI,WKHS,SLR.MC,9519.T,300274 C2,CFP.TO,600703 C1,SCHN,819.HK,DEQ.DE,VBK.DE,2208 HK,8968.T,3576.TW,ABIO.PA,PLAZ B.ST,SLCE3.SA,NIU,OMGE3.SA,3487.T,ENRG.TA,ERII,FKR.MI,TKTT.PA,1407.T,TS0U.SI,1798.HK,9517.T,FAG.ST,TENERGY.AT,SK6U.SI,S92.DE,GSF.OL,213420.KQ,MERC,SUPER-R TB,SPK.MC,6443.TW,8341.TW,CMCOM.AS,REX,002459 C2,300450 C2,6244 TT,018000.KQ,182.HK,002202 C2,BCPG-R TB,LRE.MC,PNE3.DE,1381.HK,ZAG.VI,658.HK,SPCG-R TB,686.HK,1257.HK,SIFG.AS,603218 C1,BTS-R TB,002506 C2,1330 HK,U9E.SI,NDXB,CEWL SP,BTS-R7.BK,BTS-R8 TB,BTS-R6.BK,BTS-R8.BK,BTS-R6 TB,UMI.BR,EDPR.LS,LIGHT.AS,SHLS,BLNK,CD,MERY.PA,XL,601615 C1,VWS DC,9022 JP,KSP,ALO FP,UMI,968 HK,SUZB3,66 HK,EDPR,WFG,3283 JP,LIGHT,SGRE,CICT SP,586 HK,LI FP,COV FP,ROCKB DC,MRL,MCT SP,1972 HK,COL,BLX,257 HK,SCATC,ALFEN,SRAIL SW,3234 JP,2633 TT,1585 HK,NDX1,ENLT,371 HK,SGM,ECV,112610 KS,RNW,MAGIC SP,NEOEN FP,FCR-U,SLR,KREIT SP,CFP,9519 JP,VBK,PLAZB SS,DEQ,ABIO FP,1407 JP,3576 TT,8968 JP,FKR,3487 JP,ENRG,819 HK,OMGE3,SLCE3,MERY FP,FAG SS,OUECT SP,1798 HK,SPHREIT SP,TENERGY,213420 KS,CMCOM,182 HK,9517 JP,S92,GSF,SPK,8341 TT,6443 TT,658 HK,LRE,018000 KS,ZAG AV,PNE3,1381 HK,686 HK,SIFG,1257 HK,BTS-R7 TB,1920981D T,SUM
09/30/2021,4.97,5.76,5.17,4.45,3.6,4.03,2.61,2.62,2.88,2.5,2.62,2.19,2.0,2.19,1.4,1.78,1.65,1.5,1.39,1.15,1.3,1.26,1.36,1.31,1.29,1.07,1.04,1.05,1.46,0.89,0.84,0.68,0.75,0.0,0.7,0.61,0.69,0.52,0.62,0.43,0.52,0.0,0.55,0.52,0.56,0.46,0.43,0.36,0.33,0.42,0.38,0.39,0.38,0.43,0.37,0.52,0.31,0.45,0.32,0.3,0.41,0.37,0.34,0.29,0.29,0.29,0.23,0.32,0.29,0.29,0.31,0.34,0.27,0.26,0.17,0.23,0.28,0.36,0.26,0.0,0.2,0.13,0.2,0.26,0.29,0.18,0.17,0.19,0.17,0.14,0.13,0.14,0.16,0.17,0.14,0.17,0.0,0.2,0.13,0.16,0.11,0.11,0.11,0.12,0.08,0.09,0.11,0.1,0.08,0.08,0.07,0.08,0.09,0.08,0.16,0.09,0.06,0.06,0.11,0.1,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.06,0.41,0.04,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.11,1.32,1.16,0.48,0.2,0.13,0.14,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/01/2021,4.84,5.79,5.2,4.5,3.57,4.03,2.52,2.6,2.88,2.45,2.61,2.22,1.98,2.19,1.37,1.83,1.68,1.52,1.36,1.13,1.32,1.26,1.39,1.32,1.3,1.06,1.06,1.05,1.45,0.88,0.82,0.68,0.75,0.0,0.69,0.61,0.69,0.54,0.61,0.42,0.51,0.0,0.55,0.51,0.56,0.48,0.44,0.36,0.35,0.43,0.39,0.4,0.39,0.44,0.38,0.54,0.29,0.45,0.33,0.3,0.39,0.38,0.33,0.3,0.3,0.3,0.23,0.33,0.29,0.29,0.3,0.35,0.27,0.26,0.16,0.23,0.27,0.36,0.26,0.0,0.21,0.14,0.19,0.26,0.32,0.18,0.17,0.2,0.17,0.13,0.13,0.14,0.16,0.18,0.14,0.17,0.0,0.2,0.13,0.17,0.11,0.11,0.11,0.12,0.08,0.09,0.11,0.1,0.08,0.08,0.07,0.08,0.09,0.08,0.16,0.09,0.06,0.06,0.12,0.11,0.06,0.06,0.05,0.05,0.06,0.07,0.05,0.05,0.05,0.04,0.06,0.41,0.04,0.05,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.16,1.3,1.17,0.46,0.2,0.13,0.14,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06000000000002
10/05/2021,4.9,5.78,5.0,4.47,3.69,4.24,2.41,2.62,2.88,2.51,2.61,2.15,2.08,2.22,1.42,1.81,1.7,1.53,1.34,1.08,1.3,1.25,1.37,1.26,1.3,1.09,1.04,1.08,1.49,0.86,0.82,0.66,0.76,0.0,0.69,0.6,0.68,0.54,0.59,0.37,0.51,0.0,0.56,0.51,0.55,0.47,0.45,0.4,0.36,0.43,0.37,0.41,0.38,0.44,0.38,0.51,0.29,0.46,0.33,0.33,0.4,0.37,0.32,0.29,0.28,0.3,0.23,0.33,0.29,0.29,0.29,0.31,0.28,0.26,0.15,0.23,0.27,0.37,0.26,0.0,0.22,0.14,0.19,0.27,0.3,0.17,0.18,0.19,0.17,0.15,0.13,0.15,0.16,0.17,0.13,0.17,0.0,0.2,0.13,0.18,0.11,0.11,0.11,0.12,0.08,0.09,0.1,0.09,0.08,0.08,0.08,0.08,0.09,0.08,0.18,0.09,0.07,0.06,0.13,0.1,0.06,0.07,0.05,0.05,0.06,0.06,0.05,0.05,0.04,0.04,0.06,0.41,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.1,1.35,1.15,0.46,0.2,0.14,0.14,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/07/2021,4.72,5.95,4.73,4.58,3.52,4.38,2.34,2.6,2.88,2.47,2.5,2.18,2.14,2.19,1.34,1.79,1.71,1.54,1.33,1.07,1.33,1.29,1.44,1.28,1.32,1.1,1.06,1.11,1.51,0.88,0.83,0.66,0.78,0.0,0.69,0.62,0.69,0.57,0.6,0.39,0.49,0.0,0.58,0.51,0.56,0.47,0.46,0.38,0.37,0.45,0.39,0.42,0.39,0.46,0.38,0.52,0.3,0.47,0.34,0.31,0.4,0.37,0.32,0.3,0.28,0.31,0.22,0.33,0.3,0.29,0.28,0.31,0.28,0.27,0.15,0.23,0.26,0.38,0.26,0.0,0.22,0.14,0.19,0.26,0.29,0.18,0.17,0.19,0.17,0.16,0.13,0.15,0.16,0.17,0.14,0.18,0.0,0.19,0.14,0.19,0.11,0.11,0.12,0.13,0.08,0.09,0.1,0.09,0.09,0.09,0.07,0.08,0.09,0.08,0.18,0.1,0.07,0.06,0.12,0.11,0.06,0.07,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.06,0.42,0.04,0.05,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.12,1.33,1.14,0.46,0.19,0.14,0.14,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.15
10/08/2021,4.78,5.93,4.7,4.48,3.57,4.26,2.34,2.74,2.93,2.56,2.52,2.14,2.13,2.21,1.33,1.74,1.72,1.57,1.29,1.07,1.32,1.29,1.44,1.27,1.34,1.11,1.05,1.09,1.51,0.85,0.83,0.65,0.78,0.0,0.7,0.61,0.69,0.56,0.6,0.4,0.5,0.0,0.58,0.51,0.57,0.47,0.48,0.37,0.37,0.43,0.38,0.42,0.38,0.45,0.4,0.52,0.29,0.47,0.34,0.32,0.4,0.36,0.32,0.3,0.27,0.3,0.22,0.34,0.3,0.28,0.28,0.31,0.28,0.27,0.14,0.23,0.26,0.38,0.26,0.0,0.22,0.14,0.19,0.26,0.3,0.18,0.17,0.19,0.17,0.15,0.14,0.14,0.16,0.17,0.14,0.18,0.0,0.19,0.13,0.19,0.11,0.11,0.12,0.13,0.08,0.09,0.1,0.09,0.09,0.09,0.07,0.08,0.09,0.08,0.18,0.1,0.07,0.06,0.12,0.11,0.06,0.06,0.05,0.05,0.06,0.07,0.05,0.05,0.05,0.04,0.06,0.42,0.04,0.05,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.1,1.31,1.14,0.46,0.19,0.14,0.14,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
10/11/2021,4.98,5.92,4.59,4.43,3.74,4.02,2.46,2.87,2.91,2.71,2.53,2.1,2.09,2.2,1.41,1.72,1.72,1.57,1.24,1.03,1.31,1.3,1.41,1.26,1.31,1.12,1.04,1.08,1.51,0.83,0.8,0.65,0.76,0.0,0.69,0.61,0.69,0.58,0.6,0.38,0.53,0.0,0.58,0.5,0.57,0.46,0.47,0.39,0.36,0.43,0.38,0.41,0.38,0.44,0.4,0.55,0.29,0.46,0.33,0.32,0.38,0.36,0.32,0.3,0.27,0.3,0.22,0.38,0.29,0.27,0.29,0.3,0.28,0.27,0.13,0.23,0.26,0.37,0.25,0.0,0.23,0.14,0.18,0.27,0.3,0.18,0.17,0.18,0.16,0.15,0.14,0.14,0.16,0.17,0.14,0.18,0.0,0.19,0.13,0.22,0.11,0.11,0.11,0.13,0.08,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.18,0.09,0.06,0.06,0.12,0.1,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.06,0.41,0.04,0.05,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.09,1.28,1.16,0.46,0.19,0.15,0.14,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/12/2021,5.0,5.91,4.49,4.37,3.7,4.06,2.58,2.86,2.89,2.69,2.53,2.12,2.15,2.2,1.39,1.68,1.75,1.57,1.24,1.01,1.32,1.32,1.43,1.24,1.32,1.11,1.05,1.07,1.55,0.85,0.81,0.63,0.74,0.0,0.69,0.62,0.69,0.58,0.6,0.38,0.53,0.0,0.58,0.5,0.57,0.46,0.48,0.38,0.36,0.43,0.38,0.42,0.38,0.45,0.4,0.54,0.3,0.45,0.35,0.33,0.37,0.36,0.31,0.3,0.27,0.3,0.22,0.36,0.3,0.27,0.3,0.29,0.29,0.27,0.13,0.23,0.26,0.38,0.26,0.0,0.23,0.14,0.18,0.26,0.28,0.17,0.18,0.18,0.17,0.15,0.14,0.14,0.16,0.17,0.14,0.18,0.0,0.19,0.14,0.19,0.11,0.11,0.11,0.13,0.08,0.1,0.1,0.09,0.08,0.09,0.08,0.08,0.09,0.08,0.16,0.1,0.06,0.06,0.11,0.1,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.05,0.42,0.04,0.05,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.14,1.27,1.14,0.45,0.19,0.15,0.14,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
10/14/2021,4.95,5.92,4.5,4.32,3.84,4.07,2.61,2.82,2.87,2.66,2.66,2.08,2.09,2.18,1.44,1.74,1.81,1.54,1.26,1.01,1.33,1.3,1.41,1.24,1.3,1.11,1.06,1.07,1.54,0.85,0.81,0.63,0.73,0.0,0.69,0.61,0.69,0.56,0.59,0.37,0.56,0.0,0.57,0.5,0.54,0.46,0.48,0.42,0.35,0.44,0.37,0.42,0.38,0.45,0.39,0.51,0.3,0.45,0.35,0.35,0.37,0.37,0.31,0.3,0.27,0.3,0.23,0.34,0.29,0.27,0.29,0.3,0.29,0.27,0.12,0.22,0.25,0.35,0.26,0.0,0.23,0.14,0.18,0.27,0.28,0.17,0.18,0.17,0.17,0.16,0.14,0.14,0.16,0.17,0.13,0.18,0.0,0.19,0.13,0.19,0.11,0.11,0.11,0.13,0.08,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.17,0.1,0.06,0.06,0.11,0.1,0.06,0.07,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.05,0.41,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.16,1.25,1.16,0.47,0.19,0.15,0.14,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/15/2021,4.86,5.94,4.65,4.33,3.99,3.96,2.77,2.76,2.83,2.64,2.82,2.03,1.99,2.17,1.54,1.7,1.83,1.52,1.24,1.03,1.31,1.27,1.44,1.2,1.29,1.09,1.06,1.06,1.57,0.85,0.8,0.62,0.72,0.0,0.69,0.6,0.68,0.56,0.59,0.38,0.59,0.0,0.56,0.49,0.53,0.47,0.46,0.43,0.34,0.44,0.37,0.42,0.37,0.44,0.38,0.51,0.31,0.44,0.34,0.35,0.37,0.37,0.32,0.3,0.27,0.3,0.24,0.34,0.29,0.27,0.28,0.3,0.29,0.26,0.13,0.22,0.25,0.35,0.26,0.0,0.23,0.14,0.18,0.27,0.27,0.17,0.18,0.17,0.17,0.15,0.14,0.14,0.16,0.17,0.13,0.18,0.0,0.19,0.13,0.18,0.11,0.11,0.11,0.12,0.08,0.1,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.16,0.09,0.06,0.06,0.1,0.09,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.05,0.42,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.13,1.28,1.14,0.47,0.2,0.15,0.14,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/18/2021,4.85,5.89,4.72,4.43,3.98,3.83,2.89,2.83,2.87,2.69,2.82,2.03,2.06,2.15,1.52,1.66,1.81,1.49,1.21,1.01,1.29,1.27,1.41,1.19,1.29,1.08,1.05,1.06,1.55,0.81,0.78,0.65,0.74,0.0,0.68,0.61,0.7,0.55,0.6,0.39,0.57,0.0,0.57,0.49,0.53,0.48,0.46,0.42,0.33,0.43,0.36,0.41,0.36,0.43,0.39,0.5,0.32,0.44,0.33,0.34,0.38,0.39,0.32,0.3,0.28,0.29,0.23,0.33,0.3,0.28,0.28,0.31,0.28,0.26,0.13,0.23,0.24,0.37,0.27,0.0,0.23,0.14,0.18,0.27,0.26,0.17,0.18,0.17,0.17,0.15,0.14,0.14,0.16,0.18,0.13,0.18,0.0,0.18,0.13,0.18,0.1,0.11,0.11,0.12,0.08,0.1,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.18,0.09,0.07,0.06,0.1,0.09,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.41,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.13,1.3,1.16,0.46,0.19,0.14,0.13,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
10/21/2021,5.19,6.15,4.73,4.31,4.05,3.73,2.91,2.87,2.91,2.9,2.78,2.01,2.25,2.15,1.47,1.75,1.75,1.46,1.18,0.97,1.28,1.24,1.41,1.19,1.27,1.05,1.02,1.03,1.51,0.78,0.77,0.64,0.76,0.0,0.67,0.6,0.69,0.55,0.58,0.37,0.56,0.0,0.56,0.48,0.52,0.46,0.44,0.41,0.33,0.42,0.36,0.4,0.36,0.42,0.38,0.48,0.32,0.43,0.31,0.35,0.36,0.38,0.32,0.29,0.26,0.28,0.22,0.32,0.29,0.27,0.28,0.32,0.28,0.26,0.12,0.23,0.25,0.38,0.26,0.0,0.24,0.13,0.18,0.28,0.27,0.17,0.18,0.16,0.17,0.15,0.13,0.14,0.15,0.17,0.13,0.18,0.0,0.2,0.12,0.19,0.11,0.11,0.11,0.12,0.09,0.1,0.1,0.08,0.08,0.08,0.07,0.08,0.09,0.08,0.2,0.1,0.06,0.06,0.1,0.09,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.4,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.03,1.27,1.11,0.43,0.19,0.14,0.13,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
10/22/2021,5.18,6.03,4.75,4.32,4.16,3.65,2.95,2.9,2.86,2.86,2.84,2.01,2.22,2.18,1.54,1.76,1.79,1.45,1.13,0.99,1.25,1.24,1.38,1.18,1.25,1.03,1.01,1.04,1.44,0.81,0.77,0.65,0.74,0.0,0.66,0.59,0.67,0.55,0.57,0.38,0.59,0.0,0.56,0.47,0.52,0.46,0.45,0.44,0.34,0.41,0.36,0.39,0.36,0.42,0.38,0.5,0.31,0.42,0.31,0.36,0.37,0.38,0.33,0.29,0.27,0.28,0.22,0.32,0.29,0.28,0.3,0.31,0.27,0.25,0.13,0.24,0.28,0.38,0.25,0.0,0.23,0.14,0.17,0.28,0.27,0.16,0.19,0.17,0.17,0.14,0.13,0.13,0.15,0.17,0.13,0.18,0.0,0.22,0.13,0.2,0.11,0.11,0.11,0.12,0.09,0.1,0.1,0.08,0.08,0.08,0.07,0.08,0.09,0.08,0.2,0.1,0.06,0.06,0.1,0.09,0.06,0.06,0.05,0.05,0.05,0.06,0.04,0.05,0.04,0.04,0.06,0.39,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.0,1.29,1.1,0.43,0.19,0.15,0.14,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
10/25/2021,5.14,6.19,5.08,4.43,3.96,3.71,2.94,2.96,2.88,2.86,2.75,1.95,2.23,2.14,1.57,1.71,1.74,1.43,1.12,1.05,1.25,1.23,1.37,1.16,1.22,1.0,1.01,1.07,1.41,0.79,0.76,0.65,0.73,0.0,0.66,0.59,0.67,0.55,0.58,0.41,0.57,0.0,0.55,0.46,0.52,0.47,0.44,0.44,0.35,0.41,0.35,0.39,0.35,0.41,0.38,0.47,0.32,0.43,0.31,0.36,0.39,0.37,0.33,0.29,0.26,0.27,0.21,0.31,0.28,0.3,0.3,0.33,0.27,0.25,0.13,0.25,0.25,0.37,0.24,0.0,0.23,0.15,0.17,0.28,0.27,0.16,0.18,0.18,0.17,0.13,0.13,0.13,0.15,0.17,0.12,0.2,0.0,0.21,0.13,0.2,0.1,0.11,0.11,0.12,0.09,0.1,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.2,0.09,0.06,0.06,0.1,0.09,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.39,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,1.96,1.34,1.1,0.42,0.19,0.14,0.13,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
