,BHP.AX,RIO.L,VALE3.SA,BHP.L,FCX,AAL.L,GLEN.L,RIO.AX,FMG.AX,NUE,005490.KS,MT.AS,GMKN.ME,2002.TW,5401.T,GMEXICOB.MX,IMP.JO,FM.TO,STLD,SSW.JO,S32.AX,TECK,BOL.ST,CLF,5713.T,RS,NHY.OL,HINDALCO.NS,BSL.AX,ANTO.L,JSWSTEEL.NS,1211.SR,MIN.AX,KGH.WA,TATASTEEL.NS,AA,GGBR4.SA,AMS.JO,CSNA3.SA,LUN.TO,X,NHM.JO,OZL.AX,5411.T,SCCO,VOE.VI,CHMF.ME,IVN.TO,IGO.AX,ALRS.ME,NLMK.ME,004020.KS,EVR.L,1772.HK,5486.T,TKA.DE,VEDL.NS,LYC.AX,PMETAL.KL,CMC,ARNC,BRAP4.SA,010130.KS,1378.HK,NDA.DE,AWC.AX,KIO.JO,EREGL.IS,ILU.AX,SSABB.ST,APAM.AS,ATI,TTST.L,2027.TW,358.HK,2600.HK,5711.T,LIF.TO,JINDALSTEL.NS,D7N.,MDKA.JK,WOR,2014.TW,ARI.JO,SGM.AX,PLS.AX,5714.T,XTSLA,5406.T,CMP,ACX.MC,OUT1V.HE,GOAU4.SA,KALU,CRS,5857.T,MP,5444.T,TRQ.TO,MTRN,BEKB.BR,FXPO.L,600019.SS,RUB,GRNG.ST,5706.T,HILS.L,2015.TW,HBM.TO,CIA.TO,ORE.AX,2006.TW,ERO.TO,SCHN,1208.HK,002460.SZ,DRR.AX,2023.TW,603799.SS,5463.T,CAP.SN,SSAB A.ST,5471.T,QAMC.QA,SZG.DE,LAC.TO,001230.KS,GXY.AX,APLAPOLLO.NS,5423.T,PLL,RBP.JO,AMG.AS,STLC.TO,NATIONALUM.NS,5703.T,603993.SS,CS.TO,SFR.AX,HCC,NIC.AX,CENX,ERA.PA,600111.SS,600010.SS,5741.T,103140.KS,2362.HK,5727.T,EUA.L,2010.TW,ALS.TO,JSW.WA,CAML.L,601600.SS,CRN.AX,2031.TW,SXC,639.HK,WSA.AX,KRDMD.IS,000825.SZ,002340.SZ,600219.SS,FESA4.SA,826.HK,NUAG.TO,000932.SZ,581.HK,RATNAMANI.NS,LGO.TO,SLS.TO,9958.TW,2034.TW,600362.SS,KOZAA.IS,000670.KS,PRN.AX,002541.SZ,MGX.AX,001430.KS,1333.HK,600549.SS,900936.SZ,5451.T,000709.SZ,000807.SZ,000629.SZ,002683.SZ,5440.T,008350.KS,WM.TO,1532.TW,000975.SZ,000630.SZ,002075.SZ,JMS.AX,TINS.JK,CAD,HKD,600392.SS,BRL,TWD,KRW,INR,SALFT,AUD,PKR,GBP,ZAR,SAR,MYR,EREGL.E.IS,KRDMD.E.IS,KOZAA.E.IS,JPY,CNH,EUR,MXN,USD,APLAPOLLO,NPH.JO,SFRXX,CHN.AX,000723.SZ,SUM
08/23/2021,8.38,7.09,6.35,5.57,4.22,4.6,3.74,2.52,2.17,3.16,1.76,2.08,1.79,1.34,1.38,1.19,1.03,0.95,1.26,0.96,0.88,0.84,0.83,0.99,0.83,0.84,0.77,0.83,0.79,0.68,0.77,0.72,0.54,0.56,0.81,0.61,0.52,0.49,0.42,0.45,0.64,0.43,0.46,0.57,0.47,0.46,0.43,0.38,0.4,0.42,0.42,0.31,0.34,0.45,0.37,0.36,0.41,0.4,0.32,0.34,0.32,0.24,0.32,0.29,0.24,0.26,0.23,0.27,0.25,0.24,0.25,0.21,0.29,0.17,0.19,0.2,0.2,0.17,0.21,0.22,0.17,0.18,0.14,0.19,0.17,0.32,0.19,0.0,0.17,0.2,0.2,0.18,0.16,0.17,0.14,0.16,0.17,0.16,0.13,0.14,0.16,0.12,0.16,0.0,0.12,0.15,0.17,0.12,0.11,0.12,0.31,0.1,0.1,0.12,0.11,0.17,0.12,0.1,0.13,0.12,0.09,0.12,0.1,0.11,0.12,0.13,0.08,0.0,0.1,0.09,0.06,0.08,0.08,0.11,0.09,0.09,0.1,0.09,0.07,0.09,0.07,0.05,0.07,0.12,0.1,0.06,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.06,0.06,0.05,0.04,0.06,0.04,0.05,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.04,0.04,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.02,0.02,0.0,0.0,0.02,0.21,0.05,0.08,0.0,0.05,0.25,0.0,0.87,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5
08/24/2021,8.37,7.19,6.43,5.66,4.31,4.56,3.79,2.54,2.21,3.17,1.75,2.13,1.8,1.34,1.36,1.2,0.96,0.97,1.27,0.93,0.85,0.84,0.83,0.99,0.82,0.85,0.75,0.77,0.76,0.68,0.7,0.75,0.53,0.56,0.73,0.63,0.52,0.47,0.43,0.45,0.64,0.4,0.45,0.56,0.47,0.47,0.43,0.39,0.39,0.42,0.42,0.31,0.34,0.45,0.38,0.36,0.37,0.37,0.32,0.35,0.32,0.24,0.32,0.28,0.24,0.25,0.22,0.27,0.24,0.24,0.26,0.21,0.27,0.17,0.18,0.2,0.19,0.17,0.19,0.21,0.17,0.18,0.14,0.17,0.16,0.3,0.19,0.09,0.17,0.2,0.2,0.19,0.16,0.18,0.14,0.17,0.16,0.16,0.12,0.14,0.15,0.12,0.16,0.0,0.12,0.15,0.18,0.12,0.11,0.11,0.3,0.1,0.1,0.12,0.11,0.17,0.12,0.1,0.12,0.12,0.09,0.12,0.1,0.12,0.13,0.14,0.08,0.0,0.1,0.09,0.07,0.08,0.08,0.11,0.08,0.09,0.1,0.09,0.07,0.09,0.06,0.05,0.07,0.12,0.1,0.06,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.06,0.05,0.04,0.06,0.04,0.05,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.02,0.03,0.03,0.04,0.04,0.04,0.0,0.02,0.03,0.02,0.02,0.02,0.0,0.02,0.02,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.52,0.13,0.19,0.2,0.08,0.21,0.0,0.91,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.15
08/25/2021,8.37,7.19,6.43,5.66,4.31,4.56,3.79,2.54,2.21,3.17,1.75,2.13,1.8,1.34,1.36,1.2,0.96,0.97,1.27,0.93,0.85,0.84,0.83,0.99,0.82,0.85,0.75,0.77,0.76,0.68,0.7,0.75,0.53,0.56,0.73,0.63,0.52,0.47,0.43,0.45,0.64,0.4,0.45,0.56,0.47,0.47,0.43,0.39,0.39,0.42,0.42,0.31,0.34,0.45,0.38,0.36,0.37,0.37,0.32,0.35,0.32,0.24,0.32,0.28,0.24,0.25,0.22,0.0,0.24,0.24,0.26,0.21,0.27,0.17,0.18,0.2,0.19,0.17,0.19,0.21,0.17,0.18,0.14,0.17,0.16,0.3,0.19,0.09,0.17,0.2,0.2,0.19,0.16,0.18,0.14,0.17,0.16,0.16,0.12,0.14,0.15,0.12,0.16,0.0,0.12,0.15,0.18,0.12,0.11,0.11,0.3,0.1,0.1,0.12,0.11,0.17,0.12,0.1,0.12,0.12,0.09,0.12,0.1,0.12,0.13,0.14,0.08,0.0,0.1,0.09,0.07,0.08,0.08,0.11,0.08,0.09,0.1,0.09,0.07,0.09,0.06,0.05,0.07,0.12,0.1,0.06,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.0,0.05,0.04,0.06,0.04,0.05,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.03,0.03,0.02,0.03,0.03,0.04,0.04,0.04,0.0,0.02,0.03,0.02,0.02,0.02,0.0,0.02,0.02,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.52,0.13,0.19,0.2,0.08,0.21,0.0,0.91,0.03,0.02,0.02,0.27,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.15
08/26/2021,8.31,7.13,6.25,5.65,4.4,4.56,3.84,2.5,2.09,3.19,1.73,2.11,1.79,1.34,1.34,1.19,1.03,1.03,1.28,0.97,0.86,0.87,0.85,1.0,0.81,0.84,0.78,0.76,0.78,0.68,0.69,0.67,0.52,0.56,0.71,0.67,0.52,0.5,0.42,0.46,0.63,0.43,0.46,0.56,0.47,0.46,0.42,0.39,0.41,0.41,0.41,0.3,0.35,0.47,0.37,0.36,0.37,0.38,0.32,0.35,0.31,0.23,0.29,0.28,0.24,0.26,0.23,0.0,0.25,0.24,0.24,0.2,0.27,0.18,0.18,0.2,0.19,0.17,0.18,0.21,0.17,0.18,0.14,0.18,0.16,0.33,0.19,0.0,0.16,0.2,0.19,0.19,0.15,0.17,0.14,0.17,0.16,0.16,0.12,0.13,0.15,0.12,0.15,0.0,0.11,0.14,0.17,0.11,0.12,0.11,0.31,0.1,0.11,0.12,0.11,0.17,0.12,0.05,0.12,0.12,0.09,0.12,0.1,0.11,0.12,0.15,0.08,0.0,0.1,0.09,0.07,0.08,0.09,0.12,0.08,0.08,0.1,0.1,0.07,0.09,0.07,0.06,0.07,0.13,0.1,0.06,0.05,0.03,0.02,0.03,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.07,0.0,0.05,0.04,0.05,0.04,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.04,0.04,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.02,0.03,0.02,0.02,0.0,0.0,0.0,0.02,0.33,0.13,0.15,0.2,0.08,0.22,0.0,0.92,0.03,0.04,0.0,0.27,0.06,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.65
08/27/2021,8.25,7.16,6.43,5.58,4.42,4.57,3.84,2.49,2.09,3.2,1.75,2.11,1.77,1.32,1.35,1.16,1.02,1.03,1.29,0.96,0.86,0.86,0.84,1.01,0.81,0.83,0.78,0.77,0.76,0.68,0.68,0.68,0.52,0.56,0.72,0.67,0.53,0.49,0.44,0.47,0.63,0.42,0.47,0.57,0.46,0.46,0.42,0.39,0.4,0.4,0.4,0.31,0.35,0.48,0.36,0.36,0.37,0.37,0.32,0.34,0.31,0.24,0.29,0.28,0.24,0.26,0.23,0.0,0.24,0.24,0.25,0.2,0.27,0.17,0.19,0.2,0.19,0.17,0.18,0.21,0.17,0.18,0.14,0.17,0.16,0.33,0.18,0.0,0.16,0.2,0.19,0.19,0.16,0.17,0.14,0.17,0.17,0.16,0.13,0.12,0.15,0.12,0.15,0.0,0.11,0.14,0.17,0.11,0.12,0.11,0.31,0.1,0.11,0.12,0.11,0.18,0.12,0.05,0.13,0.11,0.09,0.12,0.1,0.11,0.12,0.14,0.09,0.0,0.09,0.09,0.07,0.08,0.09,0.12,0.09,0.08,0.1,0.1,0.07,0.09,0.07,0.06,0.07,0.13,0.11,0.06,0.05,0.03,0.0,0.03,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.06,0.0,0.05,0.04,0.05,0.04,0.06,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.05,0.04,0.04,0.0,0.0,0.03,0.0,0.02,0.02,0.0,0.0,0.02,0.03,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.06,0.05,0.19,0.09,0.22,0.0,0.89,0.03,0.04,0.0,0.26,0.06,0.03,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.2
08/30/2021,8.28,7.07,6.41,5.6,4.36,4.6,3.85,2.53,2.12,3.08,1.76,2.08,1.75,1.34,1.42,1.17,1.01,1.02,1.26,0.94,0.87,0.89,0.83,0.99,0.81,0.82,0.78,0.78,0.78,0.67,0.66,0.68,0.53,0.55,0.71,0.66,0.53,0.48,0.42,0.46,0.6,0.41,0.47,0.61,0.45,0.46,0.42,0.4,0.4,0.41,0.41,0.31,0.36,0.46,0.36,0.37,0.38,0.38,0.35,0.34,0.31,0.24,0.29,0.3,0.24,0.25,0.23,0.0,0.25,0.24,0.25,0.2,0.27,0.18,0.2,0.23,0.19,0.17,0.18,0.22,0.17,0.17,0.15,0.17,0.16,0.32,0.19,0.26,0.16,0.19,0.19,0.19,0.16,0.16,0.14,0.17,0.16,0.16,0.12,0.12,0.15,0.12,0.16,0.0,0.12,0.14,0.17,0.12,0.12,0.11,0.29,0.1,0.11,0.11,0.12,0.18,0.12,0.05,0.13,0.11,0.09,0.12,0.11,0.11,0.12,0.14,0.09,0.0,0.1,0.09,0.07,0.07,0.09,0.12,0.09,0.08,0.1,0.1,0.07,0.1,0.07,0.05,0.07,0.13,0.12,0.06,0.05,0.04,0.0,0.03,0.04,0.04,0.05,0.05,0.07,0.05,0.05,0.05,0.06,0.06,0.0,0.05,0.05,0.06,0.04,0.06,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.05,0.04,0.04,0.0,0.0,0.03,0.02,0.0,0.02,0.0,0.02,0.02,0.03,0.02,0.02,0.0,0.0,0.0,0.02,0.24,0.06,0.1,0.09,0.09,0.22,0.0,0.91,0.0,0.02,0.0,0.26,0.06,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,100.57
08/31/2021,8.12,7.06,6.49,5.61,4.52,4.65,3.87,2.5,2.09,3.07,1.69,2.1,1.74,1.33,1.39,1.17,1.03,1.05,1.27,0.97,0.86,0.91,0.83,0.98,0.79,0.82,0.79,0.8,0.77,0.67,0.66,0.66,0.52,0.56,0.7,0.69,0.53,0.5,0.42,0.46,0.61,0.42,0.47,0.6,0.45,0.45,0.42,0.41,0.39,0.4,0.41,0.31,0.36,0.47,0.36,0.37,0.38,0.36,0.34,0.34,0.32,0.24,0.29,0.3,0.23,0.25,0.23,0.0,0.24,0.24,0.25,0.2,0.27,0.18,0.19,0.23,0.19,0.17,0.18,0.22,0.16,0.17,0.14,0.17,0.16,0.3,0.18,0.25,0.16,0.19,0.19,0.19,0.16,0.17,0.14,0.17,0.17,0.16,0.13,0.12,0.15,0.13,0.16,0.0,0.12,0.14,0.17,0.12,0.12,0.11,0.27,0.1,0.1,0.11,0.12,0.18,0.12,0.05,0.13,0.11,0.09,0.12,0.1,0.1,0.12,0.15,0.09,0.0,0.1,0.09,0.07,0.08,0.09,0.12,0.09,0.08,0.11,0.1,0.07,0.1,0.06,0.06,0.07,0.13,0.12,0.06,0.05,0.04,0.0,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.0,0.05,0.05,0.06,0.04,0.06,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.05,0.04,0.04,0.0,0.0,0.03,0.02,0.02,0.02,0.0,0.02,0.02,0.03,0.0,0.02,0.0,0.0,0.0,0.02,0.24,0.06,0.1,0.07,0.09,0.22,0.0,0.89,0.0,0.02,0.0,0.26,0.06,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,100.51
09/01/2021,8.12,7.06,6.49,5.61,4.52,4.65,3.87,2.5,2.09,3.07,1.69,2.1,1.74,1.33,1.39,1.17,1.03,1.05,1.27,0.97,0.86,0.91,0.83,0.98,0.79,0.82,0.79,0.8,0.77,0.67,0.66,0.66,0.52,0.56,0.7,0.69,0.53,0.5,0.42,0.46,0.61,0.42,0.47,0.6,0.45,0.45,0.42,0.41,0.39,0.4,0.41,0.31,0.36,0.47,0.36,0.37,0.38,0.36,0.34,0.34,0.32,0.24,0.29,0.3,0.23,0.25,0.23,0.0,0.24,0.24,0.25,0.2,0.27,0.18,0.19,0.23,0.19,0.17,0.18,0.22,0.16,0.17,0.14,0.17,0.16,0.3,0.18,0.25,0.16,0.19,0.19,0.19,0.16,0.17,0.14,0.17,0.17,0.16,0.13,0.12,0.15,0.13,0.16,0.0,0.12,0.14,0.17,0.12,0.12,0.11,0.27,0.1,0.1,0.11,0.12,0.18,0.12,0.05,0.13,0.11,0.09,0.12,0.1,0.1,0.12,0.15,0.09,0.0,0.1,0.09,0.07,0.08,0.09,0.12,0.09,0.08,0.11,0.1,0.07,0.1,0.06,0.06,0.07,0.13,0.12,0.06,0.05,0.04,0.0,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.0,0.05,0.05,0.06,0.04,0.06,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.05,0.04,0.04,0.0,0.0,0.03,0.02,0.02,0.02,0.0,0.02,0.02,0.03,0.0,0.02,0.0,0.0,0.0,0.02,0.24,0.06,0.1,0.07,0.09,0.22,0.0,0.89,0.0,0.02,0.0,0.26,0.06,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,100.51
09/02/2021,8.23,6.97,6.39,5.55,4.47,4.59,3.82,2.55,2.2,3.06,1.77,2.07,1.75,1.34,1.44,1.2,1.01,1.06,1.24,0.94,0.9,0.89,0.81,0.96,0.81,0.81,0.79,0.81,0.78,0.66,0.66,0.68,0.52,0.55,0.72,0.68,0.53,0.49,0.41,0.45,0.59,0.41,0.48,0.62,0.45,0.44,0.42,0.41,0.4,0.41,0.41,0.32,0.35,0.5,0.35,0.37,0.38,0.37,0.34,0.33,0.31,0.23,0.28,0.29,0.23,0.26,0.24,0.0,0.25,0.24,0.24,0.19,0.26,0.18,0.2,0.24,0.19,0.17,0.18,0.22,0.17,0.17,0.14,0.17,0.16,0.31,0.19,0.25,0.16,0.19,0.19,0.19,0.16,0.16,0.14,0.17,0.16,0.17,0.12,0.12,0.15,0.12,0.17,0.0,0.12,0.14,0.17,0.13,0.12,0.11,0.29,0.1,0.1,0.11,0.13,0.2,0.12,0.05,0.13,0.11,0.08,0.12,0.1,0.1,0.12,0.15,0.09,0.0,0.1,0.09,0.07,0.08,0.09,0.12,0.1,0.08,0.1,0.1,0.07,0.1,0.06,0.06,0.07,0.14,0.12,0.06,0.05,0.04,0.0,0.03,0.04,0.04,0.05,0.05,0.07,0.06,0.05,0.05,0.05,0.06,0.0,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.02,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.05,0.04,0.04,0.0,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.07,0.09,0.22,0.0,0.88,0.0,0.0,0.0,0.26,0.06,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,100.18
09/03/2021,8.19,6.95,6.38,5.49,4.45,4.56,3.76,2.53,2.17,2.94,1.81,2.01,1.74,1.37,1.49,1.21,1.02,1.02,1.19,0.96,0.91,0.89,0.79,0.93,0.82,0.79,0.77,0.84,0.78,0.66,0.67,0.69,0.54,0.54,0.91,0.69,0.53,0.5,0.39,0.45,0.6,0.41,0.48,0.64,0.44,0.44,0.41,0.41,0.4,0.43,0.42,0.32,0.35,0.51,0.35,0.38,0.39,0.38,0.34,0.33,0.3,0.23,0.32,0.29,0.22,0.27,0.24,0.0,0.26,0.23,0.24,0.19,0.28,0.18,0.2,0.25,0.19,0.17,0.18,0.23,0.18,0.17,0.15,0.17,0.16,0.32,0.19,0.0,0.17,0.19,0.19,0.21,0.16,0.17,0.14,0.16,0.17,0.17,0.13,0.12,0.14,0.13,0.18,0.0,0.11,0.14,0.17,0.12,0.11,0.12,0.32,0.1,0.1,0.1,0.13,0.2,0.12,0.05,0.13,0.11,0.08,0.12,0.1,0.1,0.12,0.16,0.09,0.0,0.1,0.09,0.07,0.09,0.1,0.12,0.09,0.08,0.1,0.11,0.07,0.1,0.06,0.06,0.06,0.16,0.13,0.06,0.05,0.04,0.0,0.04,0.04,0.04,0.05,0.05,0.07,0.06,0.05,0.05,0.06,0.06,0.0,0.04,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.0,0.03,0.04,0.03,0.05,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.02,0.02,0.0,0.0,0.04,0.04,0.02,0.0,0.0,0.09,0.27,0.0,0.91,0.0,0.0,0.0,0.26,0.06,0.03,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.0,100.15
09/06/2021,7.65,7.04,6.35,5.16,4.45,4.61,3.81,2.49,2.17,2.89,1.84,2.04,1.74,1.33,1.44,1.18,0.94,0.98,1.19,0.92,0.94,0.94,0.8,0.96,0.81,0.79,0.8,0.83,0.77,0.65,0.67,0.7,0.53,0.54,0.9,0.73,0.51,0.47,0.39,0.45,0.61,0.38,0.49,0.62,0.44,0.44,0.4,0.4,0.41,0.43,0.42,0.32,0.36,0.48,0.35,0.38,0.39,0.38,0.34,0.32,0.3,0.23,0.31,0.29,0.23,0.29,0.23,0.0,0.25,0.23,0.24,0.19,0.27,0.17,0.2,0.25,0.19,0.16,0.18,0.22,0.18,0.16,0.14,0.16,0.16,0.32,0.19,0.0,0.16,0.2,0.19,0.2,0.15,0.16,0.14,0.17,0.17,0.17,0.13,0.13,0.14,0.13,0.18,0.02,0.12,0.14,0.17,0.13,0.11,0.12,0.32,0.1,0.11,0.1,0.13,0.18,0.11,0.05,0.12,0.11,0.07,0.11,0.1,0.1,0.12,0.18,0.09,0.0,0.11,0.09,0.07,0.08,0.1,0.12,0.09,0.08,0.09,0.11,0.07,0.11,0.06,0.06,0.06,0.15,0.14,0.06,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.06,0.04,0.05,0.06,0.06,0.0,0.04,0.05,0.05,0.03,0.06,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.04,0.03,0.05,0.03,0.02,0.0,0.03,0.0,0.0,0.02,0.03,0.02,0.02,0.02,0.02,0.0,0.03,0.02,0.02,0.0,0.0,0.08,0.73,0.0,1.24,0.0,0.0,0.0,0.26,0.06,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,99.78000000000002
09/07/2021,7.7,7.0,6.28,5.17,4.4,4.61,3.84,2.55,2.18,2.84,1.86,2.0,1.77,1.34,1.5,1.18,0.96,1.0,1.17,0.93,0.96,0.96,0.79,0.94,0.82,0.79,0.8,0.83,0.75,0.65,0.67,0.69,0.54,0.54,0.9,0.73,0.5,0.48,0.39,0.45,0.59,0.4,0.5,0.66,0.44,0.44,0.39,0.4,0.41,0.43,0.42,0.32,0.35,0.45,0.35,0.36,0.39,0.39,0.34,0.32,0.3,0.23,0.31,0.28,0.22,0.3,0.24,0.0,0.26,0.23,0.24,0.19,0.28,0.17,0.2,0.25,0.19,0.16,0.18,0.22,0.18,0.16,0.14,0.16,0.16,0.33,0.19,0.08,0.17,0.19,0.19,0.21,0.15,0.16,0.13,0.17,0.17,0.17,0.13,0.12,0.14,0.13,0.18,0.02,0.12,0.14,0.17,0.13,0.12,0.11,0.34,0.1,0.11,0.1,0.13,0.16,0.11,0.05,0.11,0.12,0.07,0.11,0.11,0.1,0.11,0.18,0.09,0.0,0.11,0.1,0.07,0.08,0.1,0.12,0.09,0.09,0.09,0.11,0.07,0.11,0.06,0.06,0.06,0.14,0.13,0.06,0.05,0.04,0.0,0.06,0.04,0.05,0.05,0.05,0.07,0.06,0.04,0.05,0.06,0.06,0.0,0.04,0.05,0.05,0.03,0.06,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.03,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.02,0.02,0.02,0.15,0.73,0.0,1.23,0.0,0.0,0.0,0.25,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/08/2021,7.7,7.0,6.28,5.17,4.4,4.61,3.84,2.55,2.18,2.84,1.86,2.0,1.77,1.34,1.5,1.18,0.96,1.0,1.17,0.93,0.96,0.96,0.79,0.94,0.82,0.79,0.8,0.83,0.75,0.65,0.67,0.69,0.54,0.54,0.9,0.73,0.5,0.48,0.39,0.45,0.59,0.4,0.5,0.66,0.44,0.44,0.39,0.4,0.41,0.43,0.42,0.32,0.35,0.45,0.35,0.36,0.39,0.39,0.34,0.32,0.3,0.23,0.31,0.28,0.22,0.3,0.24,0.0,0.26,0.23,0.24,0.19,0.28,0.17,0.2,0.25,0.19,0.16,0.18,0.22,0.18,0.16,0.14,0.16,0.16,0.33,0.19,0.08,0.17,0.19,0.19,0.21,0.15,0.16,0.13,0.17,0.17,0.17,0.13,0.12,0.14,0.13,0.18,0.02,0.12,0.14,0.17,0.13,0.12,0.11,0.34,0.1,0.11,0.1,0.13,0.16,0.11,0.05,0.11,0.12,0.07,0.11,0.11,0.1,0.11,0.18,0.09,0.0,0.11,0.1,0.07,0.08,0.1,0.12,0.09,0.09,0.09,0.11,0.07,0.11,0.06,0.06,0.06,0.14,0.13,0.06,0.05,0.04,0.0,0.06,0.04,0.05,0.05,0.05,0.07,0.06,0.04,0.05,0.06,0.06,0.0,0.04,0.05,0.05,0.03,0.06,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.03,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.02,0.02,0.02,0.15,0.73,0.0,1.23,0.0,0.0,0.0,0.25,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
