,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,TJX,COP,CI,PNC,DUK,USB,CME,EL,CSX,EQIX,ATVI,GM,TFC,CB,MMC,BDX,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,BSX,ADI,REGN,D,ETN,MCO,HUM,EMR,PGR,GPN,F,HCA,IDXX,TWTR,NXPI,WM,NOC,AON,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,JCI,EOG,IQV,KLAC,PSA,DOW,TROW,KMB,MSCI,A,ROST,LHX,TEL,EBAY,CMG,TT,EXC,MET,SLB,ALGN,AEP,SNPS,APTV,DXCM,INFO,GD,CNC,DLR,SRE,SPG,APH,DD,EA,ALXN,BAX,ORLY,PPG,AIG,MCHP,BK,PRU,ALL,CARR,PH,STZ,CDNS,SYY,MPC,TRV,DFS,MSI,AGPXX,WELL,XEL,GIS,RMD,MRNA,MAR,CTSH,YUM,GE.,FTNT,IFF,SBAC,n/a,XLNX,MTCH,PXD,HLT,SIVB,O,AZO,ROK,PAYX,HPQ,SUM
09/23/2021,6.08,5.99,3.96,2.3,2.26,2.12,1.38,1.42,1.61,1.24,1.17,1.01,1.05,0.86,0.95,0.94,0.8,0.88,0.78,0.83,0.7,0.62,0.69,0.61,0.68,0.58,0.64,0.67,0.6,0.57,0.53,0.58,0.51,0.53,0.63,0.5,0.49,0.57,0.55,0.55,0.5,0.51,0.56,0.48,0.54,0.49,0.47,0.41,0.43,0.37,0.4,0.39,0.43,0.36,0.35,0.43,0.37,0.33,0.39,0.41,0.36,0.39,0.34,0.31,0.33,0.35,0.34,0.36,0.33,0.32,0.28,0.33,0.28,0.3,0.33,0.28,0.35,0.26,0.3,0.28,0.26,0.29,0.25,0.23,0.25,0.26,0.22,0.26,0.21,0.23,0.23,0.25,0.24,0.22,0.2,0.24,0.23,0.23,0.21,0.19,0.21,0.21,0.2,0.19,0.19,0.18,0.21,0.16,0.19,0.19,0.21,0.21,0.2,0.17,0.19,0.17,0.18,0.16,0.18,0.2,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.25,0.18,0.16,0.17,0.17,0.14,0.15,0.15,0.13,0.14,0.17,0.15,0.13,0.15,0.16,0.14,0.17,0.12,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.13,0.15,0.13,0.11,0.13,0.12,0.14,0.14,0.11,0.12,0.12,0.13,0.15,0.12,0.13,0.12,0.1,0.14,0.11,0.13,0.11,0.15,0.13,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.12,0.11,0.1,0.1,0.13,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.41,0.11,0.11,0.0,0.0,0.11,0.0,0.1,0.75,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.62
09/24/2021,6.13,6.03,3.97,2.32,2.28,2.14,1.38,1.44,1.63,1.25,1.18,1.01,1.06,0.86,0.97,0.95,0.8,0.85,0.79,0.84,0.7,0.62,0.69,0.61,0.68,0.58,0.63,0.67,0.6,0.57,0.52,0.58,0.51,0.54,0.64,0.5,0.5,0.57,0.55,0.56,0.5,0.51,0.56,0.49,0.55,0.49,0.47,0.41,0.43,0.37,0.41,0.39,0.43,0.37,0.35,0.44,0.37,0.33,0.4,0.41,0.36,0.39,0.34,0.31,0.33,0.35,0.34,0.36,0.33,0.33,0.28,0.34,0.28,0.29,0.33,0.29,0.35,0.26,0.3,0.28,0.26,0.29,0.25,0.23,0.26,0.26,0.22,0.26,0.2,0.23,0.23,0.25,0.24,0.22,0.2,0.24,0.23,0.23,0.22,0.19,0.21,0.21,0.21,0.18,0.2,0.18,0.21,0.15,0.2,0.2,0.21,0.21,0.2,0.17,0.19,0.18,0.18,0.16,0.18,0.2,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.25,0.19,0.16,0.17,0.17,0.14,0.15,0.15,0.13,0.14,0.17,0.16,0.14,0.15,0.16,0.14,0.18,0.12,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.15,0.13,0.11,0.13,0.12,0.14,0.14,0.11,0.12,0.12,0.13,0.15,0.12,0.13,0.12,0.0,0.14,0.11,0.13,0.11,0.15,0.13,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.12,0.11,0.1,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.42,0.11,0.11,0.0,0.0,0.11,0.0,0.1,0.22,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55000000000001
09/27/2021,6.18,6.03,3.99,2.21,2.28,2.14,1.38,1.5,1.64,1.29,1.16,1.03,1.03,0.88,0.96,0.94,0.83,0.86,0.83,0.81,0.69,0.65,0.7,0.6,0.72,0.59,0.64,0.66,0.6,0.56,0.52,0.57,0.51,0.55,0.64,0.52,0.5,0.58,0.56,0.55,0.49,0.53,0.55,0.49,0.54,0.49,0.47,0.41,0.42,0.36,0.41,0.4,0.43,0.36,0.35,0.43,0.39,0.33,0.4,0.42,0.36,0.41,0.35,0.33,0.34,0.36,0.35,0.35,0.33,0.32,0.29,0.34,0.28,0.3,0.33,0.3,0.35,0.27,0.3,0.3,0.25,0.29,0.25,0.23,0.26,0.27,0.22,0.26,0.2,0.23,0.23,0.25,0.24,0.21,0.21,0.24,0.23,0.23,0.23,0.18,0.22,0.2,0.22,0.19,0.2,0.18,0.21,0.16,0.2,0.2,0.21,0.21,0.2,0.15,0.2,0.17,0.17,0.16,0.18,0.2,0.19,0.18,0.17,0.18,0.17,0.16,0.17,0.25,0.18,0.16,0.17,0.17,0.14,0.16,0.14,0.13,0.14,0.17,0.16,0.14,0.15,0.16,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.15,0.13,0.12,0.13,0.12,0.14,0.14,0.11,0.12,0.13,0.13,0.15,0.12,0.13,0.12,0.11,0.14,0.11,0.13,0.11,0.15,0.13,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.13,0.12,0.11,0.11,0.1,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.23,0.0,0.0,0.0,0.11,0.43,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.92
09/28/2021,6.17,6.02,3.99,2.25,2.29,2.15,1.38,1.47,1.68,1.3,1.16,1.05,1.03,0.88,0.96,0.93,0.84,0.86,0.84,0.8,0.69,0.65,0.7,0.6,0.74,0.59,0.64,0.66,0.59,0.56,0.52,0.57,0.51,0.51,0.65,0.52,0.5,0.58,0.56,0.55,0.49,0.53,0.55,0.5,0.56,0.49,0.47,0.4,0.42,0.37,0.41,0.4,0.43,0.36,0.36,0.42,0.39,0.33,0.39,0.42,0.36,0.4,0.35,0.33,0.33,0.35,0.35,0.34,0.33,0.32,0.29,0.34,0.28,0.3,0.33,0.3,0.35,0.27,0.3,0.3,0.25,0.29,0.25,0.23,0.26,0.28,0.22,0.25,0.2,0.23,0.23,0.25,0.24,0.21,0.2,0.24,0.23,0.23,0.23,0.18,0.22,0.2,0.22,0.19,0.2,0.18,0.2,0.16,0.2,0.21,0.21,0.21,0.2,0.15,0.2,0.17,0.17,0.16,0.18,0.2,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.26,0.18,0.16,0.17,0.17,0.14,0.16,0.14,0.13,0.15,0.17,0.16,0.14,0.15,0.16,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.15,0.12,0.11,0.13,0.12,0.15,0.14,0.11,0.12,0.13,0.13,0.15,0.12,0.13,0.12,0.11,0.14,0.11,0.13,0.11,0.15,0.13,0.12,0.0,0.11,0.11,0.12,0.13,0.0,0.0,0.0,0.11,0.12,0.0,0.13,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.24,0.0,0.0,0.0,0.11,0.41,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.95
09/29/2021,6.17,6.02,3.99,2.25,2.29,2.15,1.38,1.47,1.68,1.3,1.16,1.05,1.03,0.88,0.96,0.93,0.84,0.86,0.83,0.8,0.69,0.65,0.7,0.6,0.74,0.59,0.64,0.66,0.59,0.56,0.52,0.57,0.5,0.51,0.65,0.52,0.5,0.58,0.56,0.55,0.49,0.53,0.55,0.5,0.56,0.49,0.47,0.4,0.42,0.36,0.41,0.4,0.43,0.36,0.35,0.42,0.39,0.32,0.39,0.42,0.36,0.4,0.35,0.33,0.33,0.35,0.35,0.34,0.33,0.32,0.29,0.34,0.28,0.3,0.33,0.3,0.35,0.27,0.3,0.3,0.25,0.29,0.25,0.23,0.26,0.28,0.22,0.25,0.2,0.23,0.23,0.25,0.24,0.21,0.2,0.24,0.23,0.23,0.23,0.18,0.22,0.2,0.22,0.19,0.2,0.18,0.2,0.16,0.2,0.21,0.21,0.21,0.2,0.15,0.2,0.17,0.17,0.16,0.18,0.2,0.19,0.18,0.18,0.17,0.17,0.15,0.17,0.26,0.18,0.16,0.17,0.17,0.14,0.15,0.14,0.13,0.14,0.17,0.15,0.14,0.15,0.16,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.15,0.12,0.11,0.13,0.12,0.15,0.14,0.11,0.12,0.13,0.13,0.15,0.12,0.13,0.12,0.11,0.14,0.11,0.13,0.11,0.14,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.13,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.12,0.11,0.1,0.0,0.0,0.11,0.24,0.0,0.0,0.0,0.11,0.41,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.83000000000001
09/30/2021,6.11,5.92,3.97,2.26,2.27,2.13,1.39,1.44,1.72,1.34,1.15,1.04,1.02,0.86,0.97,0.92,0.83,0.87,0.86,0.77,0.69,0.67,0.7,0.6,0.73,0.59,0.63,0.65,0.57,0.56,0.52,0.57,0.51,0.51,0.63,0.53,0.5,0.57,0.56,0.54,0.48,0.52,0.54,0.5,0.55,0.5,0.46,0.4,0.43,0.36,0.4,0.4,0.43,0.36,0.36,0.41,0.39,0.32,0.4,0.41,0.36,0.41,0.35,0.33,0.34,0.36,0.35,0.33,0.33,0.32,0.29,0.35,0.28,0.31,0.32,0.3,0.34,0.27,0.3,0.31,0.25,0.29,0.25,0.23,0.25,0.27,0.23,0.25,0.21,0.24,0.22,0.25,0.24,0.2,0.2,0.24,0.23,0.23,0.24,0.19,0.23,0.2,0.22,0.19,0.2,0.19,0.2,0.16,0.21,0.22,0.21,0.21,0.19,0.15,0.2,0.17,0.17,0.16,0.18,0.2,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.25,0.17,0.16,0.16,0.16,0.14,0.16,0.14,0.13,0.15,0.17,0.15,0.14,0.15,0.16,0.14,0.18,0.13,0.14,0.11,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.12,0.13,0.12,0.14,0.14,0.11,0.12,0.13,0.13,0.14,0.12,0.13,0.12,0.11,0.14,0.11,0.13,0.11,0.14,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.13,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.24,0.0,0.0,0.0,0.11,0.39,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.58000000000001
10/01/2021,6.05,5.79,3.92,2.21,2.22,2.08,1.39,1.4,1.71,1.35,1.16,1.03,1.02,0.84,0.96,0.93,0.83,0.86,0.87,0.75,0.68,0.69,0.7,0.61,0.72,0.59,0.64,0.66,0.57,0.56,0.53,0.57,0.51,0.5,0.62,0.54,0.5,0.56,0.55,0.54,0.48,0.51,0.52,0.49,0.54,0.5,0.46,0.4,0.42,0.37,0.4,0.41,0.42,0.36,0.36,0.41,0.39,0.33,0.4,0.4,0.36,0.4,0.36,0.33,0.33,0.36,0.33,0.33,0.34,0.31,0.3,0.33,0.28,0.32,0.32,0.3,0.33,0.27,0.31,0.31,0.25,0.28,0.26,0.24,0.25,0.27,0.22,0.25,0.21,0.23,0.22,0.25,0.24,0.2,0.2,0.24,0.23,0.23,0.25,0.19,0.23,0.2,0.22,0.2,0.19,0.19,0.2,0.16,0.21,0.22,0.21,0.21,0.2,0.15,0.2,0.17,0.17,0.17,0.18,0.19,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.25,0.17,0.16,0.17,0.16,0.14,0.16,0.14,0.13,0.15,0.17,0.15,0.14,0.15,0.16,0.14,0.18,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.13,0.13,0.14,0.11,0.13,0.12,0.12,0.14,0.11,0.13,0.11,0.14,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.13,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.26,0.0,0.0,0.0,0.11,0.37,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.02000000000001
10/05/2021,6.09,5.81,3.92,2.22,2.21,2.06,1.39,1.41,1.73,1.34,1.16,1.03,1.01,0.84,0.96,0.93,0.83,0.84,0.86,0.75,0.7,0.68,0.74,0.61,0.72,0.59,0.63,0.66,0.57,0.56,0.53,0.57,0.52,0.51,0.62,0.54,0.52,0.56,0.55,0.54,0.5,0.52,0.53,0.49,0.55,0.5,0.46,0.4,0.4,0.36,0.4,0.39,0.42,0.36,0.35,0.42,0.39,0.33,0.39,0.4,0.36,0.39,0.36,0.33,0.33,0.35,0.32,0.33,0.34,0.31,0.29,0.34,0.28,0.31,0.32,0.3,0.34,0.26,0.31,0.3,0.25,0.28,0.25,0.23,0.25,0.27,0.22,0.25,0.21,0.22,0.22,0.24,0.23,0.2,0.2,0.24,0.23,0.22,0.25,0.19,0.23,0.21,0.22,0.19,0.19,0.18,0.2,0.16,0.21,0.21,0.21,0.21,0.19,0.15,0.2,0.17,0.17,0.16,0.18,0.19,0.19,0.18,0.17,0.18,0.16,0.16,0.17,0.25,0.17,0.16,0.16,0.16,0.14,0.16,0.14,0.13,0.15,0.16,0.15,0.13,0.14,0.16,0.15,0.17,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.14,0.13,0.11,0.12,0.12,0.12,0.14,0.11,0.13,0.12,0.11,0.14,0.11,0.13,0.11,0.14,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.37,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.72
10/06/2021,6.08,5.9,3.88,2.22,2.23,2.09,1.39,1.4,1.71,1.36,1.14,1.06,1.0,0.85,0.95,0.92,0.85,0.87,0.87,0.75,0.71,0.7,0.74,0.61,0.73,0.59,0.63,0.65,0.56,0.56,0.53,0.57,0.52,0.51,0.61,0.55,0.56,0.56,0.54,0.53,0.49,0.52,0.52,0.49,0.54,0.49,0.46,0.39,0.41,0.36,0.4,0.4,0.42,0.36,0.36,0.42,0.39,0.33,0.39,0.4,0.36,0.39,0.36,0.34,0.33,0.35,0.32,0.33,0.35,0.31,0.29,0.34,0.28,0.31,0.33,0.3,0.34,0.26,0.3,0.3,0.25,0.28,0.25,0.23,0.25,0.28,0.22,0.25,0.21,0.22,0.22,0.25,0.23,0.2,0.2,0.23,0.23,0.22,0.26,0.19,0.23,0.2,0.22,0.19,0.19,0.19,0.19,0.17,0.21,0.22,0.21,0.21,0.19,0.15,0.2,0.17,0.16,0.16,0.18,0.19,0.19,0.18,0.17,0.18,0.16,0.16,0.17,0.24,0.16,0.16,0.16,0.16,0.14,0.16,0.14,0.13,0.15,0.17,0.14,0.13,0.14,0.16,0.15,0.18,0.13,0.14,0.11,0.12,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.14,0.13,0.11,0.12,0.13,0.12,0.14,0.11,0.13,0.12,0.12,0.13,0.11,0.13,0.11,0.14,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.33,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.85
10/07/2021,5.99,5.84,3.81,2.13,2.21,2.07,1.39,1.35,1.74,1.37,1.15,1.04,1.0,0.82,0.95,0.93,0.82,0.87,0.88,0.73,0.71,0.72,0.73,0.62,0.72,0.6,0.63,0.65,0.56,0.56,0.53,0.57,0.53,0.52,0.62,0.56,0.58,0.56,0.54,0.53,0.49,0.53,0.52,0.48,0.54,0.5,0.46,0.39,0.41,0.36,0.41,0.4,0.42,0.36,0.37,0.43,0.4,0.33,0.4,0.39,0.36,0.39,0.36,0.34,0.32,0.35,0.31,0.33,0.36,0.31,0.29,0.33,0.28,0.32,0.32,0.3,0.34,0.26,0.3,0.3,0.26,0.28,0.25,0.24,0.25,0.28,0.22,0.26,0.21,0.21,0.22,0.24,0.24,0.2,0.2,0.23,0.23,0.22,0.26,0.19,0.23,0.21,0.22,0.19,0.19,0.19,0.2,0.16,0.22,0.22,0.21,0.21,0.19,0.15,0.2,0.17,0.16,0.17,0.18,0.18,0.19,0.18,0.17,0.18,0.17,0.16,0.17,0.24,0.16,0.16,0.16,0.16,0.14,0.15,0.15,0.13,0.15,0.17,0.14,0.13,0.14,0.16,0.15,0.17,0.13,0.14,0.11,0.12,0.14,0.12,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.12,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.14,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.14,0.12,0.13,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.32,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,83.58
10/08/2021,6.02,5.89,3.81,2.16,2.22,2.08,1.4,1.38,1.72,1.37,1.14,1.03,1.01,0.83,0.95,0.92,0.81,0.86,0.89,0.74,0.71,0.71,0.76,0.61,0.72,0.59,0.63,0.64,0.56,0.56,0.53,0.57,0.52,0.52,0.61,0.56,0.56,0.56,0.54,0.53,0.5,0.53,0.52,0.49,0.54,0.5,0.46,0.39,0.41,0.35,0.41,0.41,0.42,0.36,0.37,0.42,0.4,0.33,0.39,0.39,0.36,0.39,0.36,0.34,0.33,0.35,0.32,0.33,0.35,0.31,0.28,0.34,0.28,0.31,0.32,0.31,0.34,0.26,0.3,0.31,0.26,0.28,0.25,0.23,0.25,0.27,0.22,0.26,0.2,0.21,0.22,0.24,0.23,0.2,0.2,0.23,0.23,0.21,0.26,0.19,0.23,0.21,0.23,0.2,0.2,0.19,0.19,0.16,0.21,0.22,0.21,0.21,0.19,0.15,0.2,0.17,0.16,0.17,0.18,0.19,0.19,0.18,0.17,0.17,0.17,0.16,0.16,0.24,0.16,0.16,0.16,0.16,0.14,0.16,0.15,0.13,0.15,0.16,0.14,0.13,0.14,0.16,0.15,0.18,0.13,0.14,0.11,0.12,0.13,0.12,0.13,0.13,0.14,0.12,0.14,0.12,0.12,0.12,0.12,0.14,0.13,0.0,0.12,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.13,0.11,0.12,0.12,0.14,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.12,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.32,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,83.64
10/11/2021,6.05,5.96,3.87,2.11,2.25,2.11,1.41,1.41,1.73,1.37,1.14,1.05,1.03,0.84,0.96,0.93,0.83,0.87,0.88,0.74,0.71,0.69,0.75,0.6,0.72,0.59,0.62,0.64,0.56,0.56,0.52,0.58,0.53,0.52,0.62,0.55,0.56,0.56,0.55,0.53,0.5,0.53,0.52,0.48,0.54,0.5,0.46,0.39,0.4,0.35,0.41,0.41,0.42,0.35,0.37,0.43,0.39,0.32,0.4,0.39,0.36,0.39,0.37,0.34,0.32,0.36,0.31,0.32,0.34,0.31,0.29,0.35,0.28,0.31,0.33,0.3,0.34,0.26,0.3,0.31,0.25,0.28,0.25,0.23,0.25,0.27,0.21,0.26,0.2,0.21,0.23,0.24,0.23,0.2,0.19,0.23,0.23,0.21,0.26,0.19,0.23,0.21,0.23,0.2,0.2,0.2,0.19,0.16,0.22,0.22,0.21,0.21,0.19,0.15,0.2,0.17,0.16,0.17,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.24,0.16,0.16,0.16,0.16,0.14,0.16,0.14,0.13,0.16,0.16,0.14,0.14,0.14,0.16,0.15,0.18,0.14,0.14,0.12,0.12,0.14,0.12,0.13,0.13,0.14,0.12,0.14,0.12,0.12,0.12,0.12,0.14,0.13,0.0,0.12,0.13,0.13,0.14,0.11,0.13,0.13,0.12,0.13,0.11,0.12,0.12,0.14,0.13,0.13,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.29,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,83.95000000000002
10/12/2021,6.03,5.96,3.86,2.12,2.26,2.12,1.42,1.39,1.71,1.37,1.14,1.05,1.04,0.82,0.96,0.93,0.83,0.87,0.88,0.74,0.67,0.71,0.75,0.59,0.71,0.59,0.62,0.64,0.56,0.57,0.51,0.58,0.53,0.52,0.62,0.56,0.55,0.56,0.55,0.54,0.5,0.53,0.51,0.48,0.54,0.5,0.45,0.38,0.4,0.36,0.41,0.42,0.41,0.34,0.38,0.42,0.39,0.32,0.39,0.39,0.35,0.39,0.37,0.34,0.32,0.36,0.31,0.32,0.35,0.3,0.29,0.34,0.27,0.31,0.32,0.3,0.33,0.26,0.3,0.31,0.24,0.28,0.25,0.24,0.25,0.27,0.21,0.26,0.2,0.21,0.22,0.24,0.23,0.2,0.19,0.23,0.23,0.21,0.27,0.19,0.23,0.21,0.23,0.2,0.19,0.2,0.18,0.16,0.23,0.22,0.22,0.21,0.19,0.15,0.2,0.17,0.16,0.18,0.19,0.18,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.24,0.16,0.16,0.16,0.16,0.14,0.16,0.14,0.13,0.16,0.16,0.14,0.14,0.14,0.16,0.16,0.18,0.14,0.14,0.11,0.12,0.14,0.12,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.0,0.12,0.13,0.13,0.14,0.11,0.13,0.13,0.12,0.13,0.11,0.12,0.12,0.14,0.13,0.13,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.29,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,83.77000000000001
10/13/2021,6.03,5.96,3.85,2.12,2.26,2.12,1.42,1.39,1.71,1.37,1.14,1.05,1.04,0.82,0.96,0.93,0.83,0.87,0.88,0.74,0.67,0.71,0.75,0.59,0.71,0.59,0.62,0.64,0.56,0.56,0.51,0.58,0.53,0.52,0.62,0.56,0.55,0.55,0.55,0.54,0.5,0.53,0.51,0.48,0.54,0.5,0.45,0.38,0.4,0.36,0.41,0.42,0.41,0.34,0.38,0.42,0.39,0.32,0.39,0.39,0.35,0.39,0.37,0.34,0.32,0.36,0.31,0.32,0.35,0.3,0.29,0.34,0.27,0.31,0.32,0.3,0.33,0.26,0.3,0.31,0.24,0.28,0.25,0.24,0.25,0.27,0.21,0.26,0.2,0.21,0.22,0.24,0.23,0.2,0.19,0.23,0.23,0.21,0.27,0.19,0.23,0.21,0.23,0.2,0.19,0.2,0.18,0.16,0.23,0.22,0.21,0.21,0.18,0.15,0.2,0.17,0.16,0.18,0.19,0.18,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.24,0.16,0.16,0.16,0.16,0.14,0.16,0.14,0.13,0.16,0.16,0.14,0.14,0.13,0.16,0.16,0.18,0.13,0.14,0.11,0.12,0.14,0.12,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.0,0.12,0.13,0.13,0.14,0.11,0.13,0.13,0.12,0.13,0.11,0.12,0.12,0.14,0.13,0.13,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.29,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,83.68
