,B 0 08/26/21,URC.V,XOM,CVX,BRK.B,AMT,JPM,AMZN,PLD,CCI,COP,BAC,FB,EQIX,PYPL,HON,UPS,EOG,PSA,UNP,GOOGL,GOOG,NFLX,WFC,SPG,SLB,DLR,CRM,BA,CSCO,RTX,CAT,GE,MPC,PXD,MMM,PSX,SBAC,WELL,DE,C,KMI,MS,ZM,WMB,GS,AVB,CBRE,VLO,BLK,LMT,EQR,SNAP,WY,SCHW,OXY,DOCU,AXP,O,TWTR,ARE,OKE,PINS,SPGI,FDX,HES,MTCH,EXR,EBAY,VEEV,WDAY,VTR,NSC,ITW,ESS,HAL,MAA,PNC,OKTA,ETN,USB,PEAK,ETSY,EMR,DRE,CME,TFC,WM,CB,NOC,MMC,FANG,DDOG,DVN,COF,BXP,VRSN,TDOC,COUP,BKR,ICE,EXPE,ROP,JCI,W,UDR,ANET,AKAM,TT,LHX,MCO,PGR,Z,GDDY,GD,INFO,CTXS,AON,IRM,SNOW,PH,HST,CARR,CMI,TDG,TROW,MET,MSCI,MRO,ROK,REG,SWK,DBX,CTAS,OTIS,NTNX,CIEN,JNPR,LUV,AIG,BK,AME,PRU,PCAR,FAST,KIM,ALL,EFX,VRSK,TRV,DAL,CPRT,DFS,FRT,FSLY,GNRC,KSU,AFL,FRC,APA,CSX,COMM,VNO,ODFL,FTV,BOX,RSG,URI,WLTW,SIVB,BMBL,STT,AJG,DOV,AMP,EXPD,XYL,COG,CLDR,VG,FITB,SYF,TDY,GWW,NOV,IR,NTRS,J,UAL,HIG,IEX,HBAN,TXT,KEY,NDAQ,CFG,MAS,RF,WAB,MTB,U.S. Bank Money Market Deposit Account,Bumble Inc Ordinary Shares Class A,LDOS,JBHT,AAL,FBHS,GE.,n/a,CINF,BIDI11.SA,PWR,ABNB,ZI,AAPL,MSFT,TSLA,HD,NVDA,NKE,MCD,V,LOW,MA,SBUX,ADBE,TGT,BKNG,INTC,ACN,AVGO,TXN,TJX,GM,INTU,ORCL,QCOM,IBM,NOW,AMD,F,AMAT,CMG,DG,MAR,ORLY,APTV,ADI,ROST,HLT,ADP,LRCX,YUM,AZO,MU,FIS,FISV,ADSK,DHI,LEN,CZR,BBY,GRMN,KLAC,TSCO,NXPI,DLTR,VFC,GPN,SNPS,KMX,CCL,TEL,RCL,DRI,APH,ULTA,CDNS,RJF,MCHP,FTNT,POOL,MGM,CTSH,PFG,MSI,MKTX,DPZ,GPC,XLNX,BBWI WI,PAYX,NVR,HPQ,BRO,CBOE,ANSS,LKQ,ENPH,SUM
07/23/2021,0.0,0.0,4.81,3.78,2.62,2.72,2.29,1.95,1.98,1.84,1.49,1.43,1.49,1.56,1.13,1.06,1.01,0.86,1.03,0.96,1.01,1.0,0.93,0.91,0.88,0.77,0.96,0.87,0.79,0.87,0.84,0.75,0.73,0.67,0.65,0.77,0.65,0.79,0.81,0.71,0.69,0.68,0.68,0.62,0.61,0.62,0.68,0.6,0.53,0.63,0.61,0.62,0.5,0.55,0.51,0.43,0.55,0.55,0.56,0.53,0.57,0.47,0.43,0.49,0.47,0.42,0.48,0.5,0.46,0.47,0.45,0.48,0.43,0.43,0.46,0.35,0.46,0.39,0.39,0.4,0.39,0.41,0.36,0.39,0.41,0.37,0.36,0.38,0.37,0.36,0.36,0.28,0.36,0.3,0.35,0.36,0.34,0.3,0.28,0.3,0.33,0.32,0.34,0.33,0.3,0.34,0.31,0.31,0.3,0.3,0.3,0.28,0.25,0.27,0.28,0.28,0.27,0.26,0.27,0.28,0.26,0.24,0.26,0.23,0.22,0.23,0.21,0.24,0.18,0.23,0.22,0.22,0.22,0.22,0.23,0.19,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.17,0.19,0.18,0.18,0.15,0.18,0.16,0.17,0.17,0.13,0.16,0.15,0.15,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.0,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.0,0.47,0.13,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.78
07/26/2021,0.0,0.0,4.79,3.78,2.61,2.74,2.28,2.0,2.02,1.87,1.51,1.43,1.49,1.58,1.14,1.05,1.0,0.85,1.0,0.94,1.01,0.99,0.89,0.93,0.9,0.78,0.93,0.87,0.8,0.86,0.86,0.75,0.75,0.68,0.66,0.76,0.63,0.78,0.78,0.72,0.69,0.68,0.7,0.6,0.6,0.63,0.68,0.62,0.52,0.62,0.61,0.62,0.53,0.55,0.51,0.45,0.59,0.55,0.56,0.55,0.57,0.47,0.45,0.49,0.48,0.41,0.47,0.48,0.47,0.48,0.47,0.48,0.43,0.43,0.46,0.36,0.45,0.39,0.41,0.41,0.38,0.42,0.37,0.39,0.41,0.37,0.37,0.37,0.38,0.35,0.36,0.28,0.37,0.31,0.36,0.36,0.34,0.31,0.29,0.29,0.33,0.32,0.34,0.33,0.3,0.34,0.31,0.3,0.31,0.3,0.3,0.27,0.26,0.27,0.29,0.28,0.26,0.25,0.27,0.29,0.26,0.25,0.27,0.23,0.23,0.23,0.22,0.23,0.18,0.23,0.22,0.22,0.22,0.22,0.23,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.17,0.2,0.19,0.18,0.15,0.18,0.16,0.17,0.17,0.14,0.16,0.15,0.15,0.16,0.15,0.13,0.16,0.15,0.14,0.15,0.0,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.0,0.11,0.12,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.76
07/27/2021,0.0,0.0,4.79,3.78,2.61,2.74,2.28,2.0,2.02,1.87,1.51,1.43,1.49,1.58,1.14,1.05,1.0,0.85,1.0,0.94,1.01,0.99,0.89,0.93,0.9,0.78,0.93,0.87,0.8,0.86,0.86,0.75,0.75,0.68,0.66,0.76,0.63,0.78,0.78,0.72,0.69,0.68,0.7,0.6,0.6,0.63,0.68,0.62,0.52,0.62,0.61,0.62,0.53,0.55,0.51,0.45,0.59,0.55,0.56,0.55,0.57,0.47,0.45,0.49,0.48,0.41,0.47,0.48,0.47,0.48,0.47,0.48,0.43,0.43,0.46,0.36,0.45,0.39,0.41,0.41,0.38,0.42,0.37,0.39,0.41,0.37,0.37,0.37,0.38,0.35,0.36,0.28,0.37,0.31,0.36,0.36,0.34,0.31,0.29,0.29,0.33,0.32,0.34,0.33,0.3,0.34,0.31,0.3,0.31,0.3,0.3,0.27,0.26,0.27,0.29,0.28,0.26,0.25,0.27,0.29,0.26,0.25,0.27,0.23,0.23,0.23,0.22,0.23,0.18,0.23,0.22,0.22,0.22,0.22,0.23,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.17,0.2,0.19,0.18,0.15,0.18,0.16,0.17,0.17,0.14,0.16,0.15,0.15,0.16,0.15,0.13,0.16,0.15,0.14,0.15,0.0,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.0,0.11,0.12,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.76
07/28/2021,0.0,0.0,4.73,3.74,2.6,2.79,2.25,2.03,2.03,1.8,1.46,1.4,1.59,1.61,1.16,1.04,1.0,0.83,1.02,0.96,1.05,1.03,0.89,0.91,0.87,0.78,0.93,0.89,0.79,0.88,0.85,0.75,0.73,0.67,0.64,0.76,0.62,0.79,0.78,0.72,0.68,0.66,0.69,0.61,0.6,0.61,0.68,0.63,0.51,0.61,0.61,0.62,0.65,0.55,0.5,0.44,0.6,0.56,0.56,0.56,0.58,0.46,0.48,0.49,0.47,0.4,0.49,0.49,0.49,0.49,0.47,0.48,0.43,0.43,0.46,0.35,0.46,0.38,0.43,0.41,0.37,0.42,0.4,0.39,0.41,0.37,0.36,0.37,0.37,0.35,0.37,0.28,0.38,0.3,0.35,0.35,0.33,0.31,0.29,0.29,0.34,0.32,0.34,0.33,0.3,0.35,0.33,0.31,0.32,0.3,0.3,0.27,0.26,0.27,0.28,0.28,0.26,0.26,0.27,0.29,0.26,0.24,0.28,0.23,0.23,0.23,0.21,0.24,0.18,0.23,0.22,0.22,0.22,0.23,0.23,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.2,0.2,0.19,0.19,0.2,0.2,0.18,0.17,0.2,0.19,0.18,0.15,0.18,0.16,0.17,0.17,0.13,0.16,0.15,0.15,0.16,0.15,0.14,0.16,0.15,0.14,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.12,0.12,0.14,0.13,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.11,0.09,0.1,0.09,0.09,0.0,0.12,0.13,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.85
07/29/2021,0.0,0.0,4.73,3.74,2.6,2.79,2.25,2.03,2.03,1.8,1.46,1.4,1.59,1.61,1.16,1.04,1.0,0.83,1.02,0.96,1.05,1.03,0.89,0.91,0.87,0.78,0.93,0.89,0.79,0.88,0.85,0.75,0.73,0.67,0.64,0.76,0.62,0.79,0.78,0.72,0.68,0.66,0.69,0.61,0.6,0.61,0.68,0.63,0.51,0.61,0.61,0.62,0.65,0.55,0.5,0.44,0.6,0.56,0.56,0.56,0.58,0.46,0.48,0.49,0.47,0.4,0.49,0.49,0.49,0.49,0.47,0.48,0.43,0.43,0.46,0.35,0.46,0.38,0.43,0.41,0.37,0.42,0.4,0.39,0.41,0.37,0.36,0.37,0.37,0.35,0.37,0.28,0.38,0.3,0.35,0.35,0.33,0.31,0.29,0.29,0.34,0.32,0.34,0.33,0.3,0.35,0.33,0.31,0.32,0.3,0.3,0.27,0.26,0.27,0.28,0.28,0.26,0.26,0.27,0.29,0.26,0.24,0.28,0.23,0.23,0.23,0.21,0.24,0.18,0.23,0.22,0.22,0.22,0.23,0.23,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.2,0.2,0.19,0.19,0.2,0.2,0.18,0.17,0.2,0.19,0.18,0.15,0.18,0.16,0.17,0.17,0.13,0.16,0.15,0.15,0.16,0.15,0.14,0.16,0.15,0.14,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.12,0.12,0.14,0.13,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.11,0.09,0.1,0.09,0.09,0.0,0.12,0.13,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.85
07/30/2021,0.0,0.0,4.82,3.8,2.58,2.77,2.25,2.05,2.02,1.78,1.49,1.41,1.59,1.59,1.15,1.03,0.98,0.84,1.01,0.95,1.05,1.04,0.89,0.91,0.89,0.8,0.92,0.88,0.8,0.88,0.84,0.75,0.74,0.68,0.65,0.76,0.63,0.78,0.78,0.72,0.69,0.68,0.7,0.63,0.61,0.61,0.67,0.63,0.52,0.61,0.58,0.62,0.63,0.55,0.5,0.44,0.59,0.55,0.56,0.53,0.57,0.47,0.47,0.48,0.47,0.4,0.48,0.48,0.49,0.48,0.47,0.48,0.43,0.42,0.46,0.36,0.45,0.38,0.42,0.4,0.37,0.42,0.39,0.38,0.4,0.37,0.36,0.37,0.37,0.35,0.37,0.28,0.37,0.31,0.36,0.35,0.33,0.3,0.29,0.3,0.33,0.32,0.34,0.33,0.29,0.35,0.32,0.31,0.31,0.3,0.3,0.27,0.26,0.27,0.28,0.28,0.26,0.28,0.27,0.3,0.26,0.24,0.27,0.22,0.23,0.23,0.21,0.24,0.18,0.23,0.22,0.22,0.22,0.22,0.23,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.2,0.2,0.19,0.19,0.2,0.2,0.18,0.17,0.2,0.19,0.17,0.14,0.18,0.16,0.17,0.17,0.14,0.16,0.15,0.15,0.16,0.15,0.13,0.16,0.15,0.13,0.14,0.0,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.12,0.14,0.13,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.0,0.19,0.13,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84
08/02/2021,0.0,0.0,4.81,3.82,2.58,2.78,2.25,2.01,2.02,1.79,1.49,1.41,1.6,1.61,1.14,1.04,0.9,0.84,1.01,0.94,1.06,1.02,0.89,0.92,0.87,0.8,0.92,0.87,0.83,0.87,0.86,0.75,0.75,0.69,0.66,0.75,0.64,0.79,0.78,0.72,0.69,0.68,0.7,0.62,0.6,0.6,0.67,0.65,0.54,0.6,0.59,0.62,0.63,0.55,0.5,0.44,0.59,0.54,0.56,0.55,0.58,0.46,0.47,0.48,0.45,0.41,0.48,0.49,0.49,0.49,0.46,0.47,0.42,0.42,0.46,0.37,0.46,0.38,0.41,0.4,0.37,0.42,0.39,0.38,0.41,0.37,0.36,0.37,0.37,0.35,0.36,0.28,0.37,0.31,0.36,0.36,0.32,0.31,0.28,0.3,0.34,0.32,0.34,0.33,0.28,0.35,0.32,0.31,0.31,0.3,0.3,0.27,0.26,0.27,0.29,0.27,0.26,0.29,0.27,0.3,0.26,0.24,0.27,0.22,0.22,0.23,0.21,0.24,0.18,0.23,0.22,0.2,0.23,0.22,0.23,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.17,0.2,0.19,0.17,0.15,0.17,0.15,0.17,0.17,0.14,0.16,0.15,0.15,0.16,0.15,0.13,0.16,0.15,0.12,0.14,0.0,0.15,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.14,0.12,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.0,0.24,0.13,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84999999999998
08/03/2021,0.0,0.0,4.81,3.82,2.58,2.78,2.25,2.01,2.02,1.79,1.49,1.41,1.6,1.61,1.14,1.04,0.9,0.84,1.01,0.94,1.06,1.02,0.89,0.92,0.87,0.8,0.92,0.87,0.83,0.87,0.86,0.75,0.75,0.69,0.66,0.75,0.64,0.79,0.78,0.72,0.69,0.68,0.7,0.62,0.6,0.6,0.67,0.65,0.54,0.6,0.59,0.62,0.63,0.55,0.5,0.44,0.59,0.54,0.56,0.55,0.58,0.46,0.47,0.48,0.45,0.41,0.48,0.49,0.49,0.49,0.46,0.47,0.42,0.42,0.46,0.37,0.46,0.38,0.41,0.4,0.37,0.42,0.39,0.38,0.41,0.37,0.36,0.37,0.37,0.35,0.36,0.28,0.37,0.31,0.36,0.36,0.32,0.31,0.28,0.3,0.34,0.32,0.34,0.33,0.28,0.35,0.32,0.31,0.31,0.3,0.3,0.27,0.26,0.27,0.29,0.27,0.26,0.29,0.27,0.3,0.26,0.24,0.27,0.22,0.22,0.23,0.21,0.24,0.18,0.23,0.22,0.2,0.23,0.22,0.23,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.17,0.2,0.19,0.17,0.15,0.17,0.15,0.17,0.17,0.14,0.16,0.15,0.15,0.16,0.15,0.13,0.16,0.15,0.12,0.14,0.0,0.15,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.14,0.12,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.0,0.24,0.13,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84999999999998
08/04/2021,0.0,0.0,4.81,3.82,2.58,2.78,2.25,2.01,2.02,1.79,1.49,1.41,1.6,1.61,1.14,1.04,0.9,0.84,1.01,0.94,1.06,1.02,0.89,0.92,0.87,0.8,0.92,0.87,0.83,0.87,0.86,0.75,0.75,0.69,0.66,0.75,0.64,0.79,0.78,0.72,0.69,0.68,0.7,0.62,0.6,0.6,0.67,0.65,0.54,0.6,0.59,0.62,0.63,0.55,0.5,0.44,0.59,0.54,0.56,0.55,0.58,0.46,0.47,0.48,0.45,0.41,0.48,0.49,0.49,0.49,0.46,0.47,0.42,0.42,0.46,0.37,0.46,0.38,0.41,0.4,0.37,0.42,0.39,0.38,0.41,0.37,0.36,0.37,0.37,0.35,0.36,0.28,0.37,0.31,0.36,0.36,0.32,0.31,0.28,0.3,0.34,0.32,0.34,0.33,0.28,0.35,0.32,0.31,0.31,0.3,0.3,0.27,0.26,0.27,0.29,0.27,0.26,0.29,0.27,0.3,0.26,0.24,0.27,0.22,0.22,0.23,0.21,0.24,0.18,0.23,0.22,0.2,0.23,0.22,0.23,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.17,0.2,0.19,0.17,0.15,0.17,0.15,0.17,0.17,0.14,0.16,0.15,0.15,0.16,0.15,0.13,0.16,0.15,0.12,0.14,0.0,0.15,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.14,0.12,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.0,0.24,0.13,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84999999999998
08/05/2021,0.0,0.0,4.81,3.82,2.58,2.78,2.25,2.01,2.02,1.79,1.49,1.41,1.6,1.61,1.14,1.04,0.9,0.84,1.01,0.94,1.06,1.02,0.89,0.92,0.87,0.8,0.92,0.87,0.83,0.87,0.86,0.75,0.75,0.69,0.66,0.75,0.64,0.79,0.78,0.72,0.69,0.68,0.7,0.62,0.6,0.6,0.67,0.65,0.54,0.6,0.59,0.62,0.63,0.55,0.5,0.44,0.59,0.54,0.56,0.55,0.58,0.46,0.47,0.48,0.45,0.41,0.48,0.49,0.49,0.49,0.46,0.47,0.42,0.42,0.46,0.37,0.46,0.38,0.41,0.4,0.37,0.42,0.39,0.38,0.41,0.37,0.36,0.37,0.37,0.35,0.36,0.28,0.37,0.31,0.36,0.36,0.32,0.31,0.28,0.3,0.34,0.32,0.34,0.33,0.28,0.35,0.32,0.31,0.31,0.3,0.3,0.27,0.26,0.27,0.29,0.27,0.26,0.29,0.27,0.3,0.26,0.24,0.27,0.22,0.22,0.23,0.21,0.24,0.18,0.23,0.22,0.2,0.23,0.22,0.23,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.17,0.2,0.19,0.17,0.15,0.17,0.15,0.17,0.17,0.14,0.16,0.15,0.15,0.16,0.15,0.13,0.16,0.15,0.12,0.14,0.0,0.15,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.14,0.12,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.0,0.24,0.13,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84999999999998
